entity_type,entity,entity_id,biotype,relationship,sources,n_sources,evidence_types,best_score,score_type,tissue_celltype,confidence_tier,notes
gene,PTK2B,,protein-coding,associated_with_AD,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,PXDN,,protein-coding,associated_with_AD,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,PXDNL,,protein-coding,associated_with_AD,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,PYY,,protein-coding,associated_with_AD,rdkg,1,curated_link,,source_count,,T4 low,
gene,RALGPS2,,protein-coding,associated_with_AD,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,RANBP9,,protein-coding,associated_with_AD,digcfdekg,1,statistical_association,3.83,PIGEAN/EAGGL_weight,,T4 low,
gene,RASGEF1C,,protein-coding,associated_with_AD,spoke-okn;digcfdekg,2,curated_link;statistical_association,4.15,PIGEAN/EAGGL_weight,,T3 medium,
gene,RBCK1,,protein-coding,associated_with_AD,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,RBFOX3,,protein-coding,associated_with_AD,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,RELA,,protein-coding,associated_with_AD,digcfdekg,1,statistical_association,4.14,PIGEAN/EAGGL_weight,,T4 low,
gene,RELN,,protein-coding,associated_with_AD,rdkg,1,curated_link,,source_count,,T4 low,
gene,REXO1,,protein-coding,associated_with_AD,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,RHOH,,protein-coding,associated_with_AD,spoke-okn;digcfdekg,2,curated_link;statistical_association,3.89,PIGEAN/EAGGL_weight,,T3 medium,
gene,RIN3,,protein-coding,associated_with_AD,digcfdekg,1,statistical_association,3.86,PIGEAN/EAGGL_weight,,T4 low,
gene,ROCK2,,protein-coding,associated_with_AD,digcfdekg,1,statistical_association,4.03,PIGEAN/EAGGL_weight,,T4 low,
gene,RPA3,,protein-coding,associated_with_AD,digcfdekg,1,statistical_association,3.9,PIGEAN/EAGGL_weight,,T4 low,
gene,RTN1,,protein-coding,associated_with_AD,digcfdekg,1,statistical_association,3.9,PIGEAN/EAGGL_weight,,T4 low,
gene,RTN2,,protein-coding,associated_with_AD,digcfdekg,1,statistical_association,7.88,PIGEAN/EAGGL_weight,,T4 low,
gene,RTN3,,protein-coding,associated_with_AD,digcfdekg,1,statistical_association,4.18,PIGEAN/EAGGL_weight,,T4 low,
gene,RTN4,,protein-coding,associated_with_AD,digcfdekg,1,statistical_association,4.42,PIGEAN/EAGGL_weight,,T4 low,
gene,SCARB2,,protein-coding,associated_with_AD,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,SCIMP,,protein-coding,associated_with_AD,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,SEC61G,,protein-coding,associated_with_AD,digcfdekg,1,statistical_association,4.16,PIGEAN/EAGGL_weight,,T4 low,
gene,SERPINA3,,protein-coding,associated_with_AD,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,SETD7,,protein-coding,associated_with_AD,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,SHARPIN,,protein-coding,associated_with_AD,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,SIGLEC11,,protein-coding,associated_with_AD,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,SIRT1,,protein-coding,associated_with_AD,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,SLC24A4,,protein-coding,associated_with_AD,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,SLC26A1,,protein-coding,associated_with_AD,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,SLC2A13,,protein-coding,associated_with_AD,digcfdekg,1,statistical_association,3.87,PIGEAN/EAGGL_weight,,T4 low,
gene,SLC2A4,,protein-coding,associated_with_AD,rdkg,1,curated_link,,source_count,,T4 low,
gene,SLC2A4RG,,protein-coding,associated_with_AD,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,SLC30A4,,protein-coding,associated_with_AD,rdkg,1,curated_link,,source_count,,T4 low,
gene,SLC30A6,,protein-coding,associated_with_AD,rdkg,1,curated_link,,source_count,,T4 low,
gene,SNAR-I,,non-coding,associated_with_AD,rdkg,1,curated_link,,source_count,,T4 low,
gene,SNCA,,protein-coding,associated_with_AD,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,SNX1,,protein-coding,associated_with_AD,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,SOAT1,,protein-coding,associated_with_AD,digcfdekg,1,statistical_association,3.87,PIGEAN/EAGGL_weight,,T4 low,
gene,SOD1,,protein-coding,associated_with_AD,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,SOD2,,protein-coding,associated_with_AD,rdkg,1,curated_link,,source_count,,T4 low,
gene,SORL1,,protein-coding,associated_with_AD,spoke-okn;rdkg;prokn;digcfdekg,4,curated_link;statistical_association,8.59,PIGEAN/EAGGL_weight,,T1 very-high,
gene,SORT1,,protein-coding,associated_with_AD,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,SP1,,protein-coding,associated_with_AD,digcfdekg,1,statistical_association,4.15,PIGEAN/EAGGL_weight,,T4 low,
gene,SPATC1,,protein-coding,associated_with_AD,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,SPI1,,protein-coding,associated_with_AD,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,SPON1,,protein-coding,associated_with_AD,digcfdekg,1,statistical_association,3.77,PIGEAN/EAGGL_weight,,T4 low,
gene,SYN1,,protein-coding,associated_with_AD,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,SYP,,protein-coding,associated_with_AD,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,TARDBP,,protein-coding,associated_with_AD,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,TF,,protein-coding,associated_with_AD,rdkg,1,curated_link,,source_count,,T4 low,
gene,TFAM,,protein-coding,associated_with_AD,rdkg,1,curated_link,,source_count,,T4 low,
gene,TH,,protein-coding,associated_with_AD,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,TLR4,,protein-coding,associated_with_AD,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,TM2D3,,protein-coding,associated_with_AD,spoke-okn;prokn,2,curated_link,,source_count,,T3 medium,
gene,TMCC2,,protein-coding,associated_with_AD,digcfdekg,1,statistical_association,3.77,PIGEAN/EAGGL_weight,,T4 low,
gene,TMED10,,protein-coding,associated_with_AD,digcfdekg,1,statistical_association,4.19,PIGEAN/EAGGL_weight,,T4 low,
gene,TMEM106B,,protein-coding,associated_with_AD,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,TMEM121,,protein-coding,associated_with_AD,digcfdekg,1,statistical_association,4.29,PIGEAN/EAGGL_weight,,T4 low,
gene,TNF,,protein-coding,associated_with_AD,spoke-okn;rdkg;digcfdekg,3,curated_link;statistical_association,5.89,PIGEAN/EAGGL_weight,,T2 high,
gene,TNFSF12-TNFSF13,,protein-coding,associated_with_AD,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,TNFSF13,,protein-coding,associated_with_AD,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,TNIP1,,protein-coding,associated_with_AD,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,TOMM40,,protein-coding,associated_with_AD,spoke-okn;rdkg,2,curated_link,,source_count,,T3 medium,
gene,TPCN1,,protein-coding,associated_with_AD,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,TPI1,,protein-coding,associated_with_AD,rdkg,1,curated_link,,source_count,,T4 low,
gene,TPP1,,protein-coding,associated_with_AD,rdkg,1,curated_link,,source_count,,T4 low,
gene,TRAPPC6A,,protein-coding,associated_with_AD,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,TREM2,,protein-coding,associated_with_AD,spoke-okn;rdkg;digcfdekg,3,curated_link;statistical_association,4.23,PIGEAN/EAGGL_weight,,T2 high,
gene,TREML2,,protein-coding,associated_with_AD,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,TSPAN14,,protein-coding,associated_with_AD,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,ULK4,,protein-coding,associated_with_AD,digcfdekg,1,statistical_association,3.78,PIGEAN/EAGGL_weight,,T4 low,
gene,UMAD1,,protein-coding,associated_with_AD,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,UNC5C,,protein-coding,associated_with_AD,spoke-okn;rdkg;prokn,3,curated_link,,source_count,,T2 high,
gene,UNC5CL,,protein-coding,associated_with_AD,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,VEGFA,,protein-coding,associated_with_AD,rdkg,1,curated_link,,source_count,,T4 low,
gene,VSNL1,,protein-coding,associated_with_AD,rdkg,1,curated_link,,source_count,,T4 low,
gene,WDR12,,protein-coding,associated_with_AD,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,WDR81,,protein-coding,associated_with_AD,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,WNT3,,protein-coding,associated_with_AD,spoke-okn;digcfdekg,2,curated_link;statistical_association,3.86,PIGEAN/EAGGL_weight,,T3 medium,
gene,WWOX,,protein-coding,associated_with_AD,rdkg,1,curated_link,,source_count,,T4 low,
gene,YWHAQ,,protein-coding,associated_with_AD,spoke-okn,1,curated_link,,source_count,,T4 low,
gene,ZCWPW1,,protein-coding,associated_with_AD,spoke-okn,1,curated_link,,source_count,,T4 low,
drug,Bexarotene,,,indication (prokn/ChEMBL),prokn,1,curated_link,,,,T3 medium,1 of 268 ChEMBL compounds indicated/investigated for AD
drug,Bumetanide,,,indication (prokn/ChEMBL),prokn,1,curated_link,,,,T3 medium,1 of 268 ChEMBL compounds indicated/investigated for AD
drug,Avagacestat,,,indication (prokn/ChEMBL),prokn,1,curated_link,,,,T3 medium,1 of 268 ChEMBL compounds indicated/investigated for AD
drug,Aripiprazole,,,indication (prokn/ChEMBL),prokn,1,curated_link,,,,T3 medium,1 of 268 ChEMBL compounds indicated/investigated for AD | cross-listed in: prokn;rdkg
drug,Caffeine,,,indication (prokn/ChEMBL),prokn,1,curated_link,,,,T3 medium,1 of 268 ChEMBL compounds indicated/investigated for AD | cross-listed in: prokn;rdkg
drug,Acitretin,,,indication (prokn/ChEMBL),prokn,1,curated_link,,,,T3 medium,1 of 268 ChEMBL compounds indicated/investigated for AD
drug,Celecoxib,,,indication (prokn/ChEMBL),prokn,1,curated_link,,,,T3 medium,1 of 268 ChEMBL compounds indicated/investigated for AD
drug,Adenosine triphosphate,,,indication (prokn/ChEMBL),prokn,1,curated_link,,,,T3 medium,1 of 268 ChEMBL compounds indicated/investigated for AD
drug,Arginine,,,indication (prokn/ChEMBL),prokn,1,curated_link,,,,T3 medium,1 of 268 ChEMBL compounds indicated/investigated for AD
drug,Atorvastatin,,,indication (prokn/ChEMBL),prokn,1,curated_link,,,,T3 medium,1 of 268 ChEMBL compounds indicated/investigated for AD
drug,Atomoxetine hydrochloride,,,indication (prokn/ChEMBL),prokn,1,curated_link,,,,T3 medium,1 of 268 ChEMBL compounds indicated/investigated for AD
drug,Cannabidiol,,,indication (prokn/ChEMBL),prokn,1,curated_link,,,,T3 medium,1 of 268 ChEMBL compounds indicated/investigated for AD
drug,AUS-131,,,indication (prokn/ChEMBL),prokn,1,curated_link,,,,T3 medium,1 of 268 ChEMBL compounds indicated/investigated for AD
drug,Brexanolone,,,indication (prokn/ChEMBL),prokn,1,curated_link,,,,T3 medium,1 of 268 ChEMBL compounds indicated/investigated for AD
drug,Cerlapirdine,,,indication (prokn/ChEMBL),prokn,1,curated_link,,,,T3 medium,1 of 268 ChEMBL compounds indicated/investigated for AD
drug,Brexpiprazole,,,indication (prokn/ChEMBL),prokn,1,curated_link,,,,T3 medium,1 of 268 ChEMBL compounds indicated/investigated for AD
drug,Bapineuzumab,,,indication (prokn/ChEMBL),prokn,1,curated_link,,,,T3 medium,1 of 268 ChEMBL compounds indicated/investigated for AD
drug,AZD0328,,,indication (prokn/ChEMBL),prokn,1,curated_link,,,,T3 medium,1 of 268 ChEMBL compounds indicated/investigated for AD
drug,AZD-3839,,,indication (prokn/ChEMBL),prokn,1,curated_link,,,,T3 medium,1 of 268 ChEMBL compounds indicated/investigated for AD
drug,AZD1446,,,indication (prokn/ChEMBL),prokn,1,curated_link,,,,T3 medium,1 of 268 ChEMBL compounds indicated/investigated for AD
drug,Bifeprunox,,,indication (prokn/ChEMBL),prokn,1,curated_link,,,,T3 medium,1 of 268 ChEMBL compounds indicated/investigated for AD
drug,Alanine,,,indication (prokn/ChEMBL),prokn,1,curated_link,,,,T3 medium,1 of 268 ChEMBL compounds indicated/investigated for AD
drug,Aducanumab,,,indication (prokn/ChEMBL),prokn,1,curated_link,,,,T3 medium,1 of 268 ChEMBL compounds indicated/investigated for AD
drug,Arundic acid,,,indication (prokn/ChEMBL),prokn,1,curated_link,,,,T3 medium,1 of 268 ChEMBL compounds indicated/investigated for AD
drug,Aleplasinin,,,indication (prokn/ChEMBL),prokn,1,curated_link,,,,T3 medium,1 of 268 ChEMBL compounds indicated/investigated for AD
drug,ABT-288,,,indication (prokn/ChEMBL),prokn,1,curated_link,,,,T3 medium,1 of 268 ChEMBL compounds indicated/investigated for AD
drug,ABT-126,,,indication (prokn/ChEMBL),prokn,1,curated_link,,,,T3 medium,1 of 268 ChEMBL compounds indicated/investigated for AD
drug,AQW051,,,indication (prokn/ChEMBL),prokn,1,curated_link,,,,T3 medium,1 of 268 ChEMBL compounds indicated/investigated for AD
drug,Atabecestat,,,indication (prokn/ChEMBL),prokn,1,curated_link,,,,T3 medium,1 of 268 ChEMBL compounds indicated/investigated for AD
drug,Atorvastatin calcium,,,indication (prokn/ChEMBL),prokn,1,curated_link,,,,T3 medium,1 of 268 ChEMBL compounds indicated/investigated for AD
drug,Azeliragon,,,indication (prokn/ChEMBL),prokn,1,curated_link,,,,T3 medium,1 of 268 ChEMBL compounds indicated/investigated for AD
drug,ABT-384,,,indication (prokn/ChEMBL),prokn,1,curated_link,,,,T3 medium,1 of 268 ChEMBL compounds indicated/investigated for AD
drug,Buntanetap,,,indication (prokn/ChEMBL),prokn,1,curated_link,,,,T3 medium,1 of 268 ChEMBL compounds indicated/investigated for AD
drug,Benfotiamine,,,indication (prokn/ChEMBL),prokn,1,curated_link,,,,T3 medium,1 of 268 ChEMBL compounds indicated/investigated for AD
drug,Bryostatin 1,,,indication (prokn/ChEMBL),prokn,1,curated_link,,,,T3 medium,1 of 268 ChEMBL compounds indicated/investigated for AD
drug,BMS-984923,,,indication (prokn/ChEMBL),prokn,1,curated_link,,,,T3 medium,1 of 268 ChEMBL compounds indicated/investigated for AD
drug,Blarcamesine hydrochloride,,,indication (prokn/ChEMBL),prokn,1,curated_link,,,,T3 medium,1 of 268 ChEMBL compounds indicated/investigated for AD
drug,Bepranemab,,,indication (prokn/ChEMBL),prokn,1,curated_link,,,,T3 medium,1 of 268 ChEMBL compounds indicated/investigated for AD
drug,Begacestat,,,indication (prokn/ChEMBL),prokn,1,curated_link,,,,T3 medium,1 of 268 ChEMBL compounds indicated/investigated for AD
drug,Bromocriptine,,,indication (prokn/ChEMBL),prokn,1,curated_link,,,,T3 medium,1 of 268 ChEMBL compounds indicated/investigated for AD
drug,Bilirubin,,,indication (prokn/ChEMBL),prokn,1,curated_link,,,,T3 medium,1 of 268 ChEMBL compounds indicated/investigated for AD
drug,Benzgalantamine,,,indication (prokn/ChEMBL),prokn,1,curated_link,,,,T3 medium,1 of 268 ChEMBL compounds indicated/investigated for AD
drug,Atuzaginstat,,,indication (prokn/ChEMBL),prokn,1,curated_link,,,,T3 medium,1 of 268 ChEMBL compounds indicated/investigated for AD
drug,Ceperognastat,,,indication (prokn/ChEMBL),prokn,1,curated_link,,,,T3 medium,1 of 268 ChEMBL compounds indicated/investigated for AD
drug,Buntanetap tartrate,,,indication (prokn/ChEMBL),prokn,1,curated_link,,,,T3 medium,1 of 268 ChEMBL compounds indicated/investigated for AD
drug,APP-311,,,indication (prokn/ChEMBL),prokn,1,curated_link,,,,T3 medium,1 of 268 ChEMBL compounds indicated/investigated for AD
drug,Acetylcysteine,,,indication (prokn/ChEMBL),prokn,1,curated_link,,,,T3 medium,1 of 268 ChEMBL compounds indicated/investigated for AD
drug,Benzgalantamine gluconate,,,indication (prokn/ChEMBL),prokn,1,curated_link,,,,T3 medium,1 of 268 ChEMBL compounds indicated/investigated for AD
drug,Bupropion,,,indication (prokn/ChEMBL),prokn,1,curated_link,,,,T3 medium,1 of 268 ChEMBL compounds indicated/investigated for AD
drug,Carbonic acid,,,treats (spoke-okn),spoke-okn,1,curated_link,,,,T3 medium,only 2 SPOKE TREATS_CtD edges for AD (limitation)
drug,Copper,,,treats (spoke-okn),spoke-okn,1,curated_link,,,,T3 medium,only 2 SPOKE TREATS_CtD edges for AD (limitation)
drug,Pravastatin,,,contraindicated_for (rdkg),rdkg,1,curated_link,,,,T3 medium,DrugBank DB00175; contraindicated (not therapeutic)
drug,Caffeine,,,contraindicated_for (rdkg),rdkg,1,curated_link,,,,T3 medium,DrugBank DB00201; contraindicated (not therapeutic) | cross-listed in: prokn;rdkg
drug,Butalbital,,,contraindicated_for (rdkg),rdkg,1,curated_link,,,,T3 medium,DrugBank DB00241; contraindicated (not therapeutic)
drug,Ziprasidone,,,contraindicated_for (rdkg),rdkg,1,curated_link,,,,T3 medium,DrugBank DB00246; contraindicated (not therapeutic)
drug,Codeine,,,contraindicated_for (rdkg),rdkg,1,curated_link,,,,T3 medium,DrugBank DB00318; contraindicated (not therapeutic)
drug,Amitriptyline,,,contraindicated_for (rdkg),rdkg,1,curated_link,,,,T3 medium,DrugBank DB00321; contraindicated (not therapeutic)
drug,Olanzapine,,,contraindicated_for (rdkg),rdkg,1,curated_link,,,,T3 medium,DrugBank DB00334; contraindicated (not therapeutic)
drug,Clozapine,,,contraindicated_for (rdkg),rdkg,1,curated_link,,,,T3 medium,DrugBank DB00363; contraindicated (not therapeutic)
drug,Meprobamate,,,contraindicated_for (rdkg),rdkg,1,curated_link,,,,T3 medium,DrugBank DB00371; contraindicated (not therapeutic)
drug,Phenylephrine,,,contraindicated_for (rdkg),rdkg,1,curated_link,,,,T3 medium,DrugBank DB00388; contraindicated (not therapeutic)
drug,Carisoprodol,,,contraindicated_for (rdkg),rdkg,1,curated_link,,,,T3 medium,DrugBank DB00395; contraindicated (not therapeutic)
drug,Phenylpropanolamine,,,contraindicated_for (rdkg),rdkg,1,curated_link,,,,T3 medium,DrugBank DB00397; contraindicated (not therapeutic)
drug,Loxapine,,,contraindicated_for (rdkg),rdkg,1,curated_link,,,,T3 medium,DrugBank DB00408; contraindicated (not therapeutic)
drug,Promazine,,,contraindicated_for (rdkg),rdkg,1,curated_link,,,,T3 medium,DrugBank DB00420; contraindicated (not therapeutic)
drug,Methocarbamol,,,contraindicated_for (rdkg),rdkg,1,curated_link,,,,T3 medium,DrugBank DB00423; contraindicated (not therapeutic)
drug,Prochlorperazine,,,contraindicated_for (rdkg),rdkg,1,curated_link,,,,T3 medium,DrugBank DB00433; contraindicated (not therapeutic)
drug,Fluoxetine,,,contraindicated_for (rdkg),rdkg,1,curated_link,,,,T3 medium,DrugBank DB00472; contraindicated (not therapeutic)
drug,Chlorpromazine,,,contraindicated_for (rdkg),rdkg,1,curated_link,,,,T3 medium,DrugBank DB00477; contraindicated (not therapeutic)
drug,Oxycodone,,,contraindicated_for (rdkg),rdkg,1,curated_link,,,,T3 medium,DrugBank DB00497; contraindicated (not therapeutic)
drug,Haloperidol,,,contraindicated_for (rdkg),rdkg,1,curated_link,,,,T3 medium,DrugBank DB00502; contraindicated (not therapeutic)
drug,Triflupromazine,,,contraindicated_for (rdkg),rdkg,1,curated_link,,,,T3 medium,DrugBank DB00508; contraindicated (not therapeutic)
drug,Fluphenazine,,,contraindicated_for (rdkg),rdkg,1,curated_link,,,,T3 medium,DrugBank DB00623; contraindicated (not therapeutic)
drug,Dextropropoxyphene,,,contraindicated_for (rdkg),rdkg,1,curated_link,,,,T3 medium,DrugBank DB00647; contraindicated (not therapeutic)
drug,Pentazocine,,,contraindicated_for (rdkg),rdkg,1,curated_link,,,,T3 medium,DrugBank DB00652; contraindicated (not therapeutic)
drug,Thioridazine,,,contraindicated_for (rdkg),rdkg,1,curated_link,,,,T3 medium,DrugBank DB00679; contraindicated (not therapeutic)
drug,Risperidone,,,contraindicated_for (rdkg),rdkg,1,curated_link,,,,T3 medium,DrugBank DB00734; contraindicated (not therapeutic)
drug,Propiomazine,,,contraindicated_for (rdkg),rdkg,1,curated_link,,,,T3 medium,DrugBank DB00777; contraindicated (not therapeutic)
drug,Trifluoperazine,,,contraindicated_for (rdkg),rdkg,1,curated_link,,,,T3 medium,DrugBank DB00831; contraindicated (not therapeutic)
drug,Perphenazine,,,contraindicated_for (rdkg),rdkg,1,curated_link,,,,T3 medium,DrugBank DB00850; contraindicated (not therapeutic)
drug,Hydrocodone,,,contraindicated_for (rdkg),rdkg,1,curated_link,,,,T3 medium,DrugBank DB00956; contraindicated (not therapeutic)
drug,Dipyridamole,,,contraindicated_for (rdkg),rdkg,1,curated_link,,,,T3 medium,DrugBank DB00975; contraindicated (not therapeutic)
drug,Acetophenazine,,,contraindicated_for (rdkg),rdkg,1,curated_link,,,,T3 medium,DrugBank DB01063; contraindicated (not therapeutic)
drug,Pimozide,,,contraindicated_for (rdkg),rdkg,1,curated_link,,,,T3 medium,DrugBank DB01100; contraindicated (not therapeutic)
drug,Chlorpheniramine,,,contraindicated_for (rdkg),rdkg,1,curated_link,,,,T3 medium,DrugBank DB01114; contraindicated (not therapeutic)
drug,Orphenadrine,,,contraindicated_for (rdkg),rdkg,1,curated_link,,,,T3 medium,DrugBank DB01173; contraindicated (not therapeutic)
drug,Phenobarbital,,,contraindicated_for (rdkg),rdkg,1,curated_link,,,,T3 medium,DrugBank DB01174; contraindicated (not therapeutic)
drug,Quetiapine,,,contraindicated_for (rdkg),rdkg,1,curated_link,,,,T3 medium,DrugBank DB01224; contraindicated (not therapeutic)
drug,Aripiprazole,,,contraindicated_for (rdkg),rdkg,1,curated_link,,,,T3 medium,DrugBank DB01238; contraindicated (not therapeutic) | cross-listed in: prokn;rdkg
drug,Chlorprothixene,,,contraindicated_for (rdkg),rdkg,1,curated_link,,,,T3 medium,DrugBank DB01239; contraindicated (not therapeutic)
drug,Alimemazine,,,contraindicated_for (rdkg),rdkg,1,curated_link,,,,T3 medium,DrugBank DB01246; contraindicated (not therapeutic)
drug,Paliperidone,,,contraindicated_for (rdkg),rdkg,1,curated_link,,,,T3 medium,DrugBank DB01267; contraindicated (not therapeutic)
drug,Methotrimeprazine,,,contraindicated_for (rdkg),rdkg,1,curated_link,,,,T3 medium,DrugBank DB01403; contraindicated (not therapeutic)
drug,Dihydrocodeine,,,contraindicated_for (rdkg),rdkg,1,curated_link,,,,T3 medium,DrugBank DB01551; contraindicated (not therapeutic)
drug,Molindone,,,contraindicated_for (rdkg),rdkg,1,curated_link,,,,T3 medium,DrugBank DB01618; contraindicated (not therapeutic)
drug,Pheniramine,,,contraindicated_for (rdkg),rdkg,1,curated_link,,,,T3 medium,DrugBank DB01620; contraindicated (not therapeutic)
drug,Thiothixene,,,contraindicated_for (rdkg),rdkg,1,curated_link,,,,T3 medium,DrugBank DB01623; contraindicated (not therapeutic)
drug,Isopropamide,,,contraindicated_for (rdkg),rdkg,1,curated_link,,,,T3 medium,DrugBank DB01625; contraindicated (not therapeutic)
drug,Phenacetin,,,contraindicated_for (rdkg),rdkg,1,curated_link,,,,T3 medium,DrugBank DB03783; contraindicated (not therapeutic)
drug,Citric acid,,,contraindicated_for (rdkg),rdkg,1,curated_link,,,,T3 medium,DrugBank DB04272; contraindicated (not therapeutic)
drug,Iloperidone,,,contraindicated_for (rdkg),rdkg,1,curated_link,,,,T3 medium,DrugBank DB04946; contraindicated (not therapeutic)
drug,Asenapine,,,contraindicated_for (rdkg),rdkg,1,curated_link,,,,T3 medium,DrugBank DB06216; contraindicated (not therapeutic)
drug,Salicylamide,,,contraindicated_for (rdkg),rdkg,1,curated_link,,,,T3 medium,DrugBank DB08797; contraindicated (not therapeutic)
drug,Calcium gluconate,,,contraindicated_for (rdkg),rdkg,1,curated_link,,,,T3 medium,DrugBank DB11126; contraindicated (not therapeutic)
drug,Phenyltoloxamine,,,contraindicated_for (rdkg),rdkg,1,curated_link,,,,T3 medium,DrugBank DB11160; contraindicated (not therapeutic)
drug,Perazine,,,contraindicated_for (rdkg),rdkg,1,curated_link,,,,T3 medium,DrugBank DB12710; contraindicated (not therapeutic)
drug,Trolnitrate,,,contraindicated_for (rdkg),rdkg,1,curated_link,,,,T3 medium,DrugBank DB13719; contraindicated (not therapeutic)
pathway_or_geneset,"Respiratory electron transport, ATP synthesis (OXPHOS/heat)",,,differentially_active (up),gene-expression-atlas-okn,1,measured_activity_change,7.6e-14,adj_p_value,hippocampal formation,T2 high (stat sig),R-HSA-163200; effect_size 2.3
pathway_or_geneset,Respiratory electron transport,,,differentially_active (up),gene-expression-atlas-okn,1,measured_activity_change,3.3e-12,adj_p_value,hippocampal formation,T2 high (stat sig),R-HSA-611105; effect_size 2.37
pathway_or_geneset,respiratory chain (respirasome),,,differentially_active (up),gene-expression-atlas-okn,1,measured_activity_change,4.4e-10,adj_p_value,hippocampal formation,T2 high (stat sig),GO_0070469; effect_size 2.81
pathway_or_geneset,mitochondrial respiratory chain complex I assembly,,,differentially_active (up),gene-expression-atlas-okn,1,measured_activity_change,2.3e-09,adj_p_value,hippocampal formation,T2 high (stat sig),GO_0032981; effect_size 2.54
pathway_or_geneset,"mitochondrial electron transport, NADH to ubiquinone",,,differentially_active (up),gene-expression-atlas-okn,1,measured_activity_change,9.1e-09,adj_p_value,hippocampal formation,T2 high (stat sig),GO_0006120; effect_size 2.77
pathway_or_geneset,mitochondrial respiratory chain complex I,,,differentially_active (up),gene-expression-atlas-okn,1,measured_activity_change,1.1e-08,adj_p_value,hippocampal formation,T2 high (stat sig),GO_0005747; effect_size 2.71
pathway_or_geneset,Complex I biogenesis,,,differentially_active (up),gene-expression-atlas-okn,1,measured_activity_change,5.9e-08,adj_p_value,hippocampal formation,T2 high (stat sig),R-HSA-6799198; effect_size 2.46
pathway_or_geneset,mitochondrial translational termination,,,differentially_active (up),gene-expression-atlas-okn,1,measured_activity_change,2.9e-08,adj_p_value,hippocampal formation,T2 high (stat sig),GO_0070126; effect_size 2.1
pathway_or_geneset,mitochondrial translational elongation,,,differentially_active (up),gene-expression-atlas-okn,1,measured_activity_change,2.9e-08,adj_p_value,hippocampal formation,T2 high (stat sig),GO_0070125; effect_size 2.11
pathway_or_geneset,synaptic vesicle,,,differentially_active (up),gene-expression-atlas-okn,1,measured_activity_change,6.3e-07,adj_p_value,temporal lobe/hippocampus,T2 high (stat sig),GO_0008021; effect_size 4.72
pathway_or_geneset,proteasome complex,,,differentially_active (up),gene-expression-atlas-okn,1,measured_activity_change,5.5e-07,adj_p_value,hippocampal formation,T2 high (stat sig),GO_0000502; effect_size 2.4
pathway_or_geneset,TCA cycle and respiratory electron transport,,,differentially_active (up),gene-expression-atlas-okn,1,measured_activity_change,1.3e-06,adj_p_value,temporal lobe,T2 high (stat sig),R-HSA-1428517; effect_size 4.08
pathway_or_geneset,NADH dehydrogenase (ubiquinone) activity,,,differentially_active (up),gene-expression-atlas-okn,1,measured_activity_change,1.7e-06,adj_p_value,hippocampal formation,T2 high (stat sig),GO_0008137; effect_size 2.69
pathway_or_geneset,APC/C:Cdc20 mediated degradation of mitotic proteins,,,differentially_active (up),gene-expression-atlas-okn,1,measured_activity_change,2.8e-06,adj_p_value,hippocampal formation,T2 high (stat sig),R-HSA-174084; effect_size 2.06
