hEntrez,humanSymbol,n_studies,n_tissues,n_systems,n_species,max_abs_lfc,min_padj,n_up,n_down,n_strict,studies,n_mouse_studies,mouse_lfc,mouse_tissues,mouse_fanout,n_fly_studies,fly_fanout,fly_lfc,dir_consistency,consensus_dir,in_ocular,in_cns,in_cardio,in_flyhead,systems,xspecies_ok,mouse_systems,score,rank,tier
10365,KLF2,1,1,1,1,0.402984,0.00276731,0,1,0,OSD-100,1,-0.402984,left eye,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.294,741,C
3416,IDE,1,1,1,1,0.400035,8.61517e-08,1,0,0,OSD-255,1,0.400035,retina,1.0,0,,,1.0,UP,True,False,False,False,ocular,False,1,15.292,742,C
1428,CRYM,1,1,1,1,0.40003,0.0491045,0,1,0,OSD-255,1,-0.40003,retina,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.292,743,C
9547,CXCL14,1,1,1,1,0.399132,4.51988e-07,0,1,0,OSD-255,1,-0.399132,retina,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.292,744,C
4330,MN1,1,1,1,1,0.396811,0.00956072,0,1,0,OSD-100,1,-0.396811,left eye,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.29,745,C
651746,ANKRD33B,1,1,1,1,0.396726,2.66274e-08,0,1,0,OSD-255,1,-0.396726,retina,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.29,746,C
3418,IDH2,1,1,1,1,0.389207,0.0372066,0,1,0,OSD-100,1,-0.389207,left eye,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.286,747,C
79753,SNIP1,1,1,1,1,0.388528,0.0351926,0,1,0,OSD-397,1,-0.388528,retina,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.285,748,C
9262,STK17B,1,1,1,1,0.387195,0.0461323,1,0,0,OSD-255,1,0.387195,retina,1.0,0,,,1.0,UP,True,False,False,False,ocular,False,1,15.284,749,C
143162,FRMPD2,1,1,1,1,0.385814,3.13851e-05,1,0,0,OSD-255,1,0.385814,retina,2.0,0,,,1.0,UP,True,False,False,False,ocular,False,1,15.283,750,C
728798,FRMPD2B,1,1,1,1,0.385814,3.13851e-05,1,0,0,OSD-255,1,0.385814,retina,2.0,0,,,1.0,UP,True,False,False,False,ocular,False,1,15.283,751,C
3769,KCNJ13,1,1,1,1,0.382722,0.0160296,1,0,0,OSD-100,1,0.382722,left eye,1.0,0,,,1.0,UP,True,False,False,False,ocular,False,1,15.281,752,C
9277,WDR46,1,1,1,1,0.381324,0.0364969,0,1,0,OSD-255,1,-0.381324,retina,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.281,753,C
2944,GSTM1,1,1,1,1,0.37708,0.00479225,0,1,0,OSD-100,1,-0.37708,left eye,2.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.278,754,C
2949,GSTM5,1,1,1,1,0.37708,0.00479225,0,1,0,OSD-100,1,-0.37708,left eye,2.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.278,755,C
83475,DOHH,1,1,1,1,0.371377,0.00318428,0,1,0,OSD-255,1,-0.371377,retina,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.274,756,C
23095,KIF1B,1,1,1,1,0.370307,0.00249604,0,1,0,OSD-255,1,-0.370307,retina,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.274,757,C
168002,DACT2,1,1,1,1,0.369647,0.0238264,0,1,0,OSD-100,1,-0.369647,left eye,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.273,758,C
1846,DUSP4,1,1,1,1,0.367025,0.0245149,0,1,0,OSD-255,1,-0.367025,retina,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.272,759,C
80019,UBTD1,1,1,1,1,0.365552,0.00403508,0,1,0,OSD-255,1,-0.365552,retina,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.271,760,C
9572,NR1D1,1,1,1,1,0.363612,0.0107257,0,1,0,OSD-100,1,-0.363612,left eye,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.269,761,C
4038,LRP4,1,1,1,1,0.362372,0.0133245,0,1,0,OSD-255,1,-0.362372,retina,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.269,762,C
8642,DCHS1,1,1,1,1,0.361509,0.021902,0,1,0,OSD-255,1,-0.361509,retina,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.268,763,C
388939,PCARE,1,1,1,1,0.360965,1.29423e-05,0,1,0,OSD-255,1,-0.360965,retina,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.268,764,C
664,BNIP3,1,1,1,1,0.359738,0.00713367,1,0,0,OSD-255,1,0.359738,retina,1.0,0,,,1.0,UP,True,False,False,False,ocular,False,1,15.267,765,C
6812,STXBP1,1,1,1,1,0.35947,9.79759e-06,0,1,0,OSD-255,1,-0.35947,retina,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.267,766,C
3788,KCNS2,1,1,1,1,0.358595,0.0207931,1,0,0,OSD-100,1,0.358595,left eye,1.0,0,,,1.0,UP,True,False,False,False,ocular,False,1,15.266,767,C
5214,PFKP,1,1,1,1,0.357328,0.0217174,1,0,0,OSD-255,1,0.357328,retina,1.0,0,,,1.0,UP,True,False,False,False,ocular,False,1,15.265,768,C
79711,IPO4,1,1,1,1,0.351333,0.021902,0,1,0,OSD-255,1,-0.351333,retina,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.262,769,C
2979,GUCA1B,1,1,1,1,0.350933,0.000374698,0,1,0,OSD-255,1,-0.350933,retina,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.261,770,C
80724,ACAD10,1,1,1,1,0.347662,0.00632182,0,1,0,OSD-100,1,-0.347662,left eye,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.259,771,C
53838,C11orf24,1,1,1,1,0.345885,0.0487368,0,1,0,OSD-397,1,-0.345885,retina,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.258,772,C
9922,IQSEC1,1,1,1,1,0.345552,1.2951e-08,0,1,0,OSD-255,1,-0.345552,retina,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.258,773,C
594,BCKDHB,1,1,1,1,0.344957,0.0106649,0,1,0,OSD-100,1,-0.344957,left eye,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.257,774,C
2849,GPR26,1,1,1,1,0.344637,0.0112217,1,0,0,OSD-100,1,0.344637,left eye,1.0,0,,,1.0,UP,True,False,False,False,ocular,False,1,15.257,775,C
4820,NKTR,1,1,1,1,0.342808,0.0171897,1,0,0,OSD-255,1,0.342808,retina,1.0,0,,,1.0,UP,True,False,False,False,ocular,False,1,15.256,776,C
5798,PTPRN,1,1,1,1,0.341681,4.42321e-05,1,0,0,OSD-100,1,0.341681,left eye,1.0,0,,,1.0,UP,True,False,False,False,ocular,False,1,15.255,777,C
857,CAV1,1,1,1,1,0.340325,0.00563525,0,1,0,OSD-100,1,-0.340325,left eye,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.254,778,C
654790,PCP4L1,1,1,1,1,0.338853,0.000112531,1,0,0,OSD-255,1,0.338853,retina,1.0,0,,,1.0,UP,True,False,False,False,ocular,False,1,15.253,779,C
7316,UBC,1,1,1,1,0.338544,3.98708e-12,0,1,0,OSD-255,1,-0.338544,retina,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.253,780,C
1284,COL4A2,1,1,1,1,0.337,0.0140368,0,1,0,OSD-255,1,-0.337,retina,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.252,781,C
5606,MAP2K3,1,1,1,1,0.336439,0.0288061,0,1,0,OSD-100,1,-0.336439,left eye,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.252,782,C
81579,PLA2G12A,1,1,1,1,0.336063,0.0268932,0,1,0,OSD-100,1,-0.336063,left eye,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.252,783,C
9833,MELK,1,1,1,1,0.334134,0.0443084,1,0,0,OSD-100,1,0.334134,left eye,1.0,0,,,1.0,UP,True,False,False,False,ocular,False,1,15.25,784,C
9607,CARTPT,1,1,1,1,0.333865,0.000125157,0,1,0,OSD-255,1,-0.333865,retina,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.25,785,C
4831,NME2,1,1,1,1,0.333778,9.89826e-12,0,1,0,OSD-100,1,-0.333778,left eye,2.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.25,786,C
654364,NME1-NME2,1,1,1,1,0.333778,9.89826e-12,0,1,0,OSD-100,1,-0.333778,left eye,2.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.25,787,C
6247,RS1,1,1,1,1,0.332257,3.70546e-05,0,1,0,OSD-255,1,-0.332257,retina,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.249,788,C
55251,PCMTD2,1,1,1,1,0.332177,2.38669e-12,0,1,0,OSD-255,1,-0.332177,retina,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.249,789,C
9987,HNRNPDL,1,1,1,1,0.331926,4.20787e-05,0,1,0,OSD-255,1,-0.331926,retina,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.249,790,C
10253,SPRY2,1,1,1,1,0.331497,0.0412288,0,1,0,OSD-397,1,-0.331497,retina,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.249,791,C
1036,CDO1,1,1,1,1,0.330689,0.00276731,0,1,0,OSD-100,1,-0.330689,left eye,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.248,792,C
100507050,TPBGL,1,1,1,1,0.329769,0.0168167,0,1,0,OSD-255,1,-0.329769,retina,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.248,793,C
7494,XBP1,1,1,1,1,0.327615,0.0300094,1,0,0,OSD-255,1,0.327615,retina,1.0,0,,,1.0,UP,True,False,False,False,ocular,False,1,15.246,794,C
51477,ISYNA1,1,1,1,1,0.327209,0.0133245,0,1,0,OSD-255,1,-0.327209,retina,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.246,795,C
84987,COX14,1,1,1,1,0.327006,0.0147405,1,0,0,OSD-255,1,0.327006,retina,1.0,0,,,1.0,UP,True,False,False,False,ocular,False,1,15.246,796,C
23275,POFUT2,1,1,1,1,0.326783,0.0449623,0,1,0,OSD-397,1,-0.326783,retina,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.246,797,C
10726,NUDC,1,1,1,1,0.326263,0.0449623,0,1,0,OSD-397,1,-0.326263,retina,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.245,798,C
343990,CRACDL,1,1,1,1,0.324718,0.0442228,0,1,0,OSD-100,1,-0.324718,left eye,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.244,799,C
8622,PDE8B,1,1,1,1,0.323395,0.0214424,1,0,0,OSD-255,1,0.323395,retina,1.0,0,,,1.0,UP,True,False,False,False,ocular,False,1,15.243,800,C
51046,ST8SIA3,1,1,1,1,0.322605,0.0339504,1,0,0,OSD-100,1,0.322605,left eye,1.0,0,,,1.0,UP,True,False,False,False,ocular,False,1,15.243,801,C
79685,SAP30L,1,1,1,1,0.321192,0.0491947,0,1,0,OSD-397,1,-0.321192,retina,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.242,802,C
4059,BCAM,1,1,1,1,0.320432,0.0247158,0,1,0,OSD-100,1,-0.320432,left eye,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.241,803,C
80271,ITPKC,1,1,1,1,0.31984,0.037889,0,1,0,OSD-255,1,-0.31984,retina,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.241,804,C
22809,ATF5,1,1,1,1,0.317897,0.0484367,0,1,0,OSD-100,1,-0.317897,left eye,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.24,805,C
8447,DOC2B,1,1,1,1,0.315452,7.00564e-06,0,1,0,OSD-255,1,-0.315452,retina,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.238,806,C
93487,MAPK1IP1L,1,1,1,1,0.314821,2.52829e-05,1,0,0,OSD-255,1,0.314821,retina,1.0,0,,,1.0,UP,True,False,False,False,ocular,False,1,15.238,807,C
125988,MICOS13,1,1,1,1,0.313647,0.00278437,0,1,0,OSD-100,1,-0.313647,left eye,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.237,808,C
153,ADRB1,1,1,1,1,0.312015,0.00539352,0,1,0,OSD-255,1,-0.312015,retina,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.236,809,C
5187,PER1,1,1,1,1,0.311015,0.000273376,0,1,0,OSD-255,1,-0.311015,retina,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.235,810,C
26249,KLHL3,1,1,1,1,0.309517,0.00640167,0,1,0,OSD-255,1,-0.309517,retina,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.234,811,C
94239,H2AZ2,1,1,1,1,0.309369,0.00291516,1,0,0,OSD-255,1,0.309369,retina,1.0,0,,,1.0,UP,True,False,False,False,ocular,False,1,15.234,812,C
151188,ARL6IP6,1,1,1,1,0.309033,0.0340948,1,0,0,OSD-255,1,0.309033,retina,1.0,0,,,1.0,UP,True,False,False,False,ocular,False,1,15.234,813,C
6575,SLC20A2,1,1,1,1,0.308896,0.0286738,0,1,0,OSD-255,1,-0.308896,retina,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.234,814,C
3158,HMGCS2,1,1,1,1,0.305952,0.00471529,0,1,0,OSD-100,1,-0.305952,left eye,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.232,815,C
255057,CBARP,1,1,1,1,0.3058,0.00349577,0,1,0,OSD-255,1,-0.3058,retina,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.232,816,C
10263,CDK2AP2,1,1,1,1,0.305303,0.0137128,1,0,0,OSD-255,1,0.305303,retina,1.0,0,,,1.0,UP,True,False,False,False,ocular,False,1,15.231,817,C
6767,ST13,1,1,1,1,0.304975,0.00248505,1,0,0,OSD-255,1,0.304975,retina,1.0,0,,,1.0,UP,True,False,False,False,ocular,False,1,15.231,818,C
51199,NIN,1,1,1,1,0.303808,0.00168851,1,0,0,OSD-255,1,0.303808,retina,1.0,0,,,1.0,UP,True,False,False,False,ocular,False,1,15.23,819,C
2109,ETFB,1,1,1,1,0.303294,0.0339561,0,1,0,OSD-100,1,-0.303294,left eye,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.23,820,C
6323,SCN1A,1,1,1,1,0.301578,0.0156364,1,0,0,OSD-100,1,0.301578,left eye,1.0,0,,,1.0,UP,True,False,False,False,ocular,False,1,15.229,821,C
407,ARR3,1,1,1,1,0.300777,0.000518182,0,1,0,OSD-255,1,-0.300777,retina,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.228,822,C
58498,MYL7,1,1,1,1,11.9929,1.59452e-12,0,1,1,OSD-599,1,-11.9929,heart,1.0,0,,,1.0,DOWN,False,False,True,False,cardio,False,1,15.227,823,C
80816,ASXL3,1,1,1,1,0.298086,0.0415688,1,0,0,OSD-100,1,0.298086,left eye,1.0,0,,,1.0,UP,True,False,False,False,ocular,False,1,15.227,824,C
9201,DCLK1,1,1,1,1,0.29717,0.0296123,0,1,0,OSD-255,1,-0.29717,retina,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.226,825,C
83892,KCTD10,1,1,1,1,0.297061,0.0202489,0,1,0,OSD-255,1,-0.297061,retina,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.226,826,C
388536,ZNF790,1,1,1,1,0.29523,0.0451708,1,0,0,OSD-255,1,0.29523,retina,1.0,0,,,1.0,UP,True,False,False,False,ocular,False,1,15.225,827,C
4704,NDUFA9,1,1,1,1,0.293361,0.0230197,0,1,0,OSD-100,1,-0.293361,left eye,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.223,828,C
9903,KLHL21,1,1,1,1,0.293033,0.00200648,0,1,0,OSD-100,1,-0.293033,left eye,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.223,829,C
129881,CFAP210,1,1,1,1,0.292311,0.0056333,1,0,0,OSD-255,1,0.292311,retina,1.0,0,,,1.0,UP,True,False,False,False,ocular,False,1,15.223,830,C
10007,GNPDA1,1,1,1,1,0.291987,0.00276731,1,0,0,OSD-100,1,0.291987,left eye,1.0,0,,,1.0,UP,True,False,False,False,ocular,False,1,15.223,831,C
22925,PLA2R1,1,1,1,1,0.289271,0.0182834,0,1,0,OSD-255,1,-0.289271,retina,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.221,832,C
22844,FRMPD1,1,1,1,1,0.288635,0.000154441,1,0,0,OSD-255,1,0.288635,retina,1.0,0,,,1.0,UP,True,False,False,False,ocular,False,1,15.22,833,C
7008,TEF,1,1,1,1,0.288322,0.00652534,0,1,0,OSD-100,1,-0.288322,left eye,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.22,834,C
23417,MLYCD,1,1,1,1,0.288207,0.0268932,0,1,0,OSD-100,1,-0.288207,left eye,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.22,835,C
27314,RAB30,1,1,1,1,0.287673,0.00479518,0,1,0,OSD-255,1,-0.287673,retina,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.22,836,C
1471,CST3,1,1,1,1,0.285595,0.000860818,0,1,0,OSD-255,1,-0.285595,retina,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.218,837,C
8458,TTF2,1,1,1,1,0.285322,0.0243603,1,0,0,OSD-100,1,0.285322,left eye,1.0,0,,,1.0,UP,True,False,False,False,ocular,False,1,15.218,838,C
9734,HDAC9,1,1,1,1,0.284973,2.8424e-06,0,1,0,OSD-255,1,-0.284973,retina,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.218,839,C
84614,ZBTB37,1,1,1,1,0.284908,0.0107257,1,0,0,OSD-100,1,0.284908,left eye,1.0,0,,,1.0,UP,True,False,False,False,ocular,False,1,15.218,840,C
9322,TRIP10,1,1,1,1,0.282367,0.0217632,1,0,0,OSD-255,1,0.282367,retina,1.0,0,,,1.0,UP,True,False,False,False,ocular,False,1,15.216,841,C
815,CAMK2A,1,1,1,1,0.282287,0.026103,0,1,0,OSD-255,1,-0.282287,retina,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.216,842,C
8490,RGS5,1,1,1,1,0.282254,0.0498123,1,0,0,OSD-100,1,0.282254,left eye,1.0,0,,,1.0,UP,True,False,False,False,ocular,False,1,15.216,843,C
23212,RRS1,1,1,1,1,0.282151,0.0342856,0,1,0,OSD-255,1,-0.282151,retina,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.216,844,C
58473,PLEKHB1,1,1,1,1,0.281482,0.00336415,1,0,0,OSD-255,1,0.281482,retina,1.0,0,,,1.0,UP,True,False,False,False,ocular,False,1,15.215,845,C
5269,SERPINB6,1,1,1,1,0.279992,0.0293771,0,1,0,OSD-100,1,-0.279992,left eye,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.214,846,C
10667,FARS2,1,1,1,1,0.278934,0.0138901,0,1,0,OSD-100,1,-0.278934,left eye,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.214,847,C
26355,FAM162A,1,1,1,1,0.278833,0.0452102,1,0,0,OSD-255,1,0.278833,retina,1.0,0,,,1.0,UP,True,False,False,False,ocular,False,1,15.214,848,C
11105,PRDM7,1,1,1,1,0.277399,0.0392143,1,0,0,OSD-255,1,0.277399,retina,2.0,0,,,1.0,UP,True,False,False,False,ocular,False,1,15.213,849,C
56979,PRDM9,1,1,1,1,0.277399,0.0392143,1,0,0,OSD-255,1,0.277399,retina,2.0,0,,,1.0,UP,True,False,False,False,ocular,False,1,15.213,850,C
79786,KLHL36,1,1,1,1,0.276868,0.00472805,0,1,0,OSD-255,1,-0.276868,retina,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.212,851,C
4715,NDUFB9,1,1,1,1,0.276371,0.0158662,0,1,0,OSD-100,1,-0.276371,left eye,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.212,852,C
6619,SNAPC3,1,1,1,1,0.273348,0.0253525,1,0,0,OSD-255,1,0.273348,retina,1.0,0,,,1.0,UP,True,False,False,False,ocular,False,1,15.21,853,C
6326,SCN2A,1,1,1,1,0.272649,0.000112142,1,0,0,OSD-100,1,0.272649,left eye,1.0,0,,,1.0,UP,True,False,False,False,ocular,False,1,15.209,854,C
22919,MAPRE1,1,1,1,1,0.272368,0.0103319,1,0,0,OSD-255,1,0.272368,retina,1.0,0,,,1.0,UP,True,False,False,False,ocular,False,1,15.209,855,C
1002,CDH4,1,1,1,1,0.268826,0.0245149,0,1,0,OSD-255,1,-0.268826,retina,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.207,856,C
80219,COQ10B,1,1,1,1,0.268693,0.0094094,0,1,0,OSD-100,1,-0.268693,left eye,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.207,857,C
65057,ACD,1,1,1,1,0.267912,0.0136538,0,1,0,OSD-255,1,-0.267912,retina,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.206,858,C
1936,EEF1D,1,1,1,1,0.26748,0.0278744,0,1,0,OSD-100,1,-0.26748,left eye,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.206,859,C
2617,GARS1,1,1,1,1,0.267157,7.00564e-06,0,1,0,OSD-255,1,-0.267157,retina,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.206,860,C
9044,BTAF1,1,1,1,1,0.267023,1.44569e-10,1,0,0,OSD-255,1,0.267023,retina,1.0,0,,,1.0,UP,True,False,False,False,ocular,False,1,15.206,861,C
8566,PDXK,1,1,1,1,0.265549,2.02753e-05,0,1,0,OSD-100,1,-0.265549,left eye,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.205,862,C
25957,PNISR,1,1,1,1,0.264423,0.0152406,1,0,0,OSD-255,1,0.264423,retina,1.0,0,,,1.0,UP,True,False,False,False,ocular,False,1,15.204,863,C
115207,KCTD12,1,1,1,1,0.26429,0.00382325,0,1,0,OSD-100,1,-0.26429,left eye,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.204,864,C
63891,RNF123,1,1,1,1,0.262691,0.00433459,0,1,0,OSD-255,1,-0.262691,retina,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.203,865,C
10252,SPRY1,1,1,1,1,0.262647,0.00449036,0,1,0,OSD-100,1,-0.262647,left eye,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.203,866,C
6596,HLTF,1,1,1,1,0.259387,0.000108091,1,0,0,OSD-255,1,0.259387,retina,1.0,0,,,1.0,UP,True,False,False,False,ocular,False,1,15.2,867,C
5957,RCVRN,1,1,1,1,0.259282,0.00228831,1,0,0,OSD-255,1,0.259282,retina,1.0,0,,,1.0,UP,True,False,False,False,ocular,False,1,15.2,868,C
84159,ARID5B,1,1,1,1,0.258954,0.00715903,0,1,0,OSD-255,1,-0.258954,retina,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.2,869,C
9853,RUSC2,1,1,1,1,0.258645,0.0358581,0,1,0,OSD-255,1,-0.258645,retina,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.2,870,C
196996,GRAMD2A,1,1,1,1,0.257863,0.021902,1,0,0,OSD-255,1,0.257863,retina,1.0,0,,,1.0,UP,True,False,False,False,ocular,False,1,15.199,871,C
5096,PCCB,1,1,1,1,0.257312,0.042466,0,1,0,OSD-100,1,-0.257312,left eye,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.199,872,C
2235,FECH,1,1,1,1,0.254291,0.0438676,0,1,0,OSD-100,1,-0.254291,left eye,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.197,873,C
51337,THEM6,1,1,1,1,0.253474,0.00621844,0,1,0,OSD-255,1,-0.253474,retina,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.196,874,C
9709,HERPUD1,1,1,1,1,0.253368,0.00449946,0,1,0,OSD-100,1,-0.253368,left eye,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.196,875,C
8209,GATD3,1,1,1,1,0.252874,0.0484367,0,1,0,OSD-100,1,-0.252874,left eye,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.196,876,C
9188,DDX21,1,1,1,1,0.252723,0.0355846,0,1,0,OSD-255,1,-0.252723,retina,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.196,877,C
783,CACNB2,1,1,1,1,0.251858,0.00321513,1,0,0,OSD-100,1,0.251858,left eye,1.0,0,,,1.0,UP,True,False,False,False,ocular,False,1,15.195,878,C
23216,TBC1D1,1,1,1,1,0.25141,0.000338681,1,0,0,OSD-100,1,0.25141,left eye,1.0,0,,,1.0,UP,True,False,False,False,ocular,False,1,15.195,879,C
79142,PHF23,1,1,1,1,0.250924,0.0156276,1,0,0,OSD-255,1,0.250924,retina,1.0,0,,,1.0,UP,True,False,False,False,ocular,False,1,15.194,880,C
4884,NPTX1,1,1,1,1,0.249271,0.000104884,0,1,0,OSD-255,1,-0.249271,retina,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.193,881,C
7310,ZRSR2P1,1,1,1,1,0.248803,0.00252713,1,0,0,OSD-255,1,0.248803,retina,2.0,0,,,1.0,UP,True,False,False,False,ocular,False,1,15.193,882,C
8233,ZRSR2,1,1,1,1,0.248803,0.00252713,1,0,0,OSD-255,1,0.248803,retina,2.0,0,,,1.0,UP,True,False,False,False,ocular,False,1,15.193,883,C
342945,ZSCAN22,1,1,1,1,0.248289,0.0466764,1,0,0,OSD-255,1,0.248289,retina,1.0,0,,,1.0,UP,True,False,False,False,ocular,False,1,15.193,884,C
7190,HSP90B2P,1,1,1,1,0.247924,3.13851e-05,1,0,0,OSD-255,1,0.247924,retina,2.0,0,,,1.0,UP,True,False,False,False,ocular,False,1,15.192,885,C
10054,UBA2,1,1,1,1,0.247892,0.0136538,0,1,0,OSD-255,1,-0.247892,retina,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.192,886,C
6926,TBX3,1,1,1,1,0.247422,0.0470099,1,0,0,OSD-100,1,0.247422,left eye,1.0,0,,,1.0,UP,True,False,False,False,ocular,False,1,15.192,887,C
390595,UBAP1L,1,1,1,1,0.245242,0.0498123,1,0,0,OSD-100,1,0.245242,left eye,1.0,0,,,1.0,UP,True,False,False,False,ocular,False,1,15.191,888,C
387640,SKIDA1,1,1,1,1,0.244127,0.00687983,0,1,0,OSD-255,1,-0.244127,retina,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.19,889,C
3028,HSD17B10,1,1,1,1,0.243348,0.00279113,0,1,0,OSD-100,1,-0.243348,left eye,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.189,890,C
149986,LSM14B,1,1,1,1,0.242955,0.0209908,0,1,0,OSD-255,1,-0.242955,retina,1.0,0,,,1.0,DOWN,True,False,False,False,ocular,False,1,15.189,891,C
