hEntrez,humanSymbol,n_studies,n_tissues,n_systems,n_species,max_abs_lfc,min_padj,n_up,n_down,n_strict,studies,n_mouse_studies,mouse_lfc,mouse_tissues,mouse_fanout,n_fly_studies,fly_fanout,fly_lfc,dir_consistency,consensus_dir,in_ocular,in_cns,in_cardio,in_flyhead,systems,xspecies_ok,mouse_systems,score,rank,tier
6275,S100A4,1,1,1,1,1.25471,0.00117112,0,1,1,OSD-564,1,-1.25471,hippocampus,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.706,1583,C
730098,LOC730098,1,1,1,1,1.25349,0.0194529,0,1,1,OSD-564,1,-1.25349,hippocampus,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.706,1584,C
6139,RPL17,1,1,1,1,1.25323,0.00078763,0,1,1,OSD-564,1,-1.25323,hippocampus,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.706,1585,C
5218,CDK14,1,1,1,1,1.249,0.0491686,1,0,1,OSD-612,1,1.249,cerebral hemisphere,1.0,0,,,1.0,UP,False,True,False,False,CNS,False,1,13.704,1586,C
79140,CCDC28B,1,1,1,1,1.24722,0.0239739,0,1,1,OSD-612,1,-1.24722,cerebral hemisphere,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.703,1587,C
8503,PIK3R3,1,1,1,1,1.24645,0.0478601,0,1,1,OSD-612,1,-1.24645,cerebral hemisphere,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.703,1588,C
127544,RNF19B,1,1,1,1,1.24581,0.0466155,0,1,1,OSD-612,1,-1.24581,cerebral hemisphere,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.703,1589,C
6232,RPS27,1,1,1,1,1.24375,0.00502516,0,1,1,OSD-564,1,-1.24375,hippocampus,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.702,1590,C
64432,MRPS25,1,1,1,1,1.24342,0.00079813,1,0,1,OSD-564,1,1.24342,hippocampus,1.0,0,,,1.0,UP,False,True,False,False,CNS,False,1,13.702,1591,C
51560,RAB6B,1,1,1,1,1.24145,0.00896451,1,0,1,OSD-612,1,1.24145,cerebral hemisphere,1.0,0,,,1.0,UP,False,True,False,False,CNS,False,1,13.701,1592,C
100093630,SNHG8,1,1,1,1,1.24069,0.00321094,0,1,1,OSD-613,1,-1.24069,cerebral hemisphere,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.701,1593,C
26576,SRPK3,1,1,1,1,1.24032,0.0196311,1,0,1,OSD-612,1,1.24032,cerebral hemisphere,1.0,0,,,1.0,UP,False,True,False,False,CNS,False,1,13.701,1594,C
6165,RPL35A,1,1,1,1,1.23948,0.00175932,0,1,1,OSD-564,1,-1.23948,hippocampus,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.7,1595,C
1852,DUSP9,1,1,1,1,1.23885,0.0349064,1,0,1,OSD-612,1,1.23885,cerebral hemisphere,1.0,0,,,1.0,UP,False,True,False,False,CNS,False,1,13.7,1596,C
5143,PDE4C,1,1,1,1,1.23869,0.0368117,0,1,1,OSD-613,1,-1.23869,cerebral hemisphere,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.7,1597,C
147841,SPC24,1,1,1,1,1.2385,0.0418815,0,1,1,OSD-612,1,-1.2385,cerebral hemisphere,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.7,1598,C
4880,NPPC,1,1,1,1,1.23669,0.0239739,0,1,1,OSD-612,1,-1.23669,cerebral hemisphere,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.699,1599,C
143471,PSMA8,1,1,1,1,1.23668,0.0138209,1,0,1,OSD-612,1,1.23668,cerebral hemisphere,1.0,0,,,1.0,UP,False,True,False,False,CNS,False,1,13.699,1600,C
10808,HSPH1,1,1,1,1,1.23078,6.45098e-06,0,1,1,OSD-525,1,-1.23078,cerebellum,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.697,1601,C
57530,CGN,1,1,1,1,1.2277,0.0157717,0,1,1,OSD-612,1,-1.2277,cerebral hemisphere,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.696,1602,C
8927,BSN,1,1,1,1,1.22615,0.000332446,1,0,1,OSD-612,1,1.22615,cerebral hemisphere,1.0,0,,,1.0,UP,False,True,False,False,CNS,False,1,13.695,1603,C
5169,ENPP3,1,1,1,1,1.22305,0.0142103,1,0,1,OSD-525,1,1.22305,cerebellum,1.0,0,,,1.0,UP,False,True,False,False,CNS,False,1,13.694,1604,C
377007,KLHL30,1,1,1,1,1.22229,0.0432916,1,0,1,OSD-612,1,1.22229,cerebral hemisphere,1.0,0,,,1.0,UP,False,True,False,False,CNS,False,1,13.694,1605,C
340359,KLHL38,1,1,1,1,1.22135,0.0110392,1,0,1,OSD-612,1,1.22135,cerebral hemisphere,1.0,0,,,1.0,UP,False,True,False,False,CNS,False,1,13.693,1606,C
441376,AARD,1,1,1,1,1.22113,0.0108608,0,1,1,OSD-612,1,-1.22113,cerebral hemisphere,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.693,1607,C
54475,NLE1,1,1,1,1,1.22071,0.0184561,0,1,1,OSD-599,1,-1.22071,heart,1.0,0,,,1.0,DOWN,False,False,True,False,cardio,False,1,13.693,1608,C
5440,POLR2K,1,1,1,1,1.22021,0.000124927,0,1,1,OSD-564,1,-1.22021,hippocampus,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.693,1609,C
168544,ZNF467,1,1,1,1,1.21953,0.0277354,0,1,1,OSD-599,1,-1.21953,heart,1.0,0,,,1.0,DOWN,False,False,True,False,cardio,False,1,13.693,1610,C
85379,KIAA1671,1,1,1,1,1.2195,0.0221673,1,0,1,OSD-612,1,1.2195,cerebral hemisphere,1.0,0,,,1.0,UP,False,True,False,False,CNS,False,1,13.693,1611,C
161882,ZFPM1,1,1,1,1,1.21948,0.0319197,1,0,1,OSD-612,1,1.21948,cerebral hemisphere,1.0,0,,,1.0,UP,False,True,False,False,CNS,False,1,13.693,1612,C
3105,HLA-A,1,1,1,1,1.21689,0.03582,0,1,1,OSD-612,1,-1.21689,cerebral hemisphere,6.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.691,1613,C
3106,HLA-B,1,1,1,1,1.21689,0.03582,0,1,1,OSD-612,1,-1.21689,cerebral hemisphere,6.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.691,1614,C
3107,HLA-C,1,1,1,1,1.21689,0.03582,0,1,1,OSD-612,1,-1.21689,cerebral hemisphere,6.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.691,1615,C
3133,HLA-E,1,1,1,1,1.21689,0.03582,0,1,1,OSD-612,1,-1.21689,cerebral hemisphere,6.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.691,1616,C
3134,HLA-F,1,1,1,1,1.21689,0.03582,0,1,1,OSD-612,1,-1.21689,cerebral hemisphere,6.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.691,1617,C
3135,HLA-G,1,1,1,1,1.21689,0.03582,0,1,1,OSD-612,1,-1.21689,cerebral hemisphere,6.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.691,1618,C
871,SERPINH1,1,1,1,1,1.21673,1.22972e-09,0,1,1,OSD-525,1,-1.21673,cerebellum,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.691,1619,C
54910,SEMA4C,1,1,1,1,1.21328,0.0417056,0,1,1,OSD-612,1,-1.21328,cerebral hemisphere,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.69,1620,C
8704,B4GALT2,1,1,1,1,1.20929,0.0473163,1,0,1,OSD-612,1,1.20929,cerebral hemisphere,1.0,0,,,1.0,UP,False,True,False,False,CNS,False,1,13.689,1621,C
9754,STARD8,1,1,1,1,1.20899,0.0192327,1,0,1,OSD-612,1,1.20899,cerebral hemisphere,1.0,0,,,1.0,UP,False,True,False,False,CNS,False,1,13.688,1622,C
2828,GPR4,1,1,1,1,1.20733,0.047235,1,0,1,OSD-612,1,1.20733,cerebral hemisphere,1.0,0,,,1.0,UP,False,True,False,False,CNS,False,1,13.688,1623,C
148811,PM20D1,1,1,1,1,1.20532,0.000871485,1,0,1,OSD-525,1,1.20532,cerebellum,1.0,0,,,1.0,UP,False,True,False,False,CNS,False,1,13.687,1624,C
10682,EBP,1,1,1,1,1.20471,0.0261504,0,1,1,OSD-612,1,-1.20471,cerebral hemisphere,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.687,1625,C
57529,RTL9,1,1,1,1,1.19943,0.0097471,1,0,1,OSD-564,1,1.19943,hippocampus,1.0,0,,,1.0,UP,False,True,False,False,CNS,False,1,13.685,1626,C
79073,TMEM109,1,1,1,1,1.19906,0.0447385,0,1,1,OSD-612,1,-1.19906,cerebral hemisphere,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.684,1627,C
84630,TTBK1,1,1,1,1,1.19813,0.00350702,1,0,1,OSD-612,1,1.19813,cerebral hemisphere,1.0,0,,,1.0,UP,False,True,False,False,CNS,False,1,13.684,1628,C
4294,MAP3K10,1,1,1,1,1.19653,0.0301479,1,0,1,OSD-612,1,1.19653,cerebral hemisphere,1.0,0,,,1.0,UP,False,True,False,False,CNS,False,1,13.683,1629,C
140825,NEURL2,1,1,1,1,1.19597,0.0492538,0,1,1,OSD-612,1,-1.19597,cerebral hemisphere,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.683,1630,C
9933,PUM3,1,1,1,1,1.19482,0.00988878,0,1,1,OSD-599,1,-1.19482,heart,1.0,0,,,1.0,DOWN,False,False,True,False,cardio,False,1,13.683,1631,C
83879,CDCA7,1,1,1,1,1.19257,0.00132393,0,1,1,OSD-613,1,-1.19257,cerebral hemisphere,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.682,1632,C
283431,GAS2L3,1,1,1,1,1.19112,0.00350745,1,0,1,OSD-564,1,1.19112,hippocampus,1.0,0,,,1.0,UP,False,True,False,False,CNS,False,1,13.681,1633,C
685,BTC,1,1,1,1,1.19052,0.00270064,0,1,1,OSD-525,1,-1.19052,cerebellum,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.681,1634,C
143872,ARHGAP42,1,1,1,1,1.19001,0.0161363,1,0,1,OSD-612,1,1.19001,cerebral hemisphere,1.0,0,,,1.0,UP,False,True,False,False,CNS,False,1,13.681,1635,C
148398,SAMD11,1,1,1,1,1.18791,0.0128883,0,1,1,OSD-564,1,-1.18791,hippocampus,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.68,1636,C
10718,NRG3,1,1,1,1,1.18402,0.0387787,1,0,1,OSD-612,1,1.18402,cerebral hemisphere,1.0,0,,,1.0,UP,False,True,False,False,CNS,False,1,13.679,1637,C
3021,H3-3B,1,1,1,1,1.18346,0.00517782,0,1,1,OSD-612,1,-1.18346,cerebral hemisphere,2.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.678,1638,C
440093,H3-5,1,1,1,1,1.18346,0.00517782,0,1,1,OSD-612,1,-1.18346,cerebral hemisphere,2.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.678,1639,C
1021,CDK6,1,1,1,1,1.1833,0.0469595,1,0,1,OSD-612,1,1.1833,cerebral hemisphere,1.0,0,,,1.0,UP,False,True,False,False,CNS,False,1,13.678,1640,C
7079,TIMP4,1,1,1,1,1.18176,0.045942,0,1,1,OSD-612,1,-1.18176,cerebral hemisphere,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.678,1641,C
7629,ZNF76,1,1,1,1,1.18059,0.0497162,1,0,1,OSD-612,1,1.18059,cerebral hemisphere,1.0,0,,,1.0,UP,False,True,False,False,CNS,False,1,13.677,1642,C
5873,RAB27A,1,1,1,1,1.18049,0.0158134,0,1,1,OSD-612,1,-1.18049,cerebral hemisphere,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.677,1643,C
677825,SNORA44,1,1,1,1,1.1801,0.0250269,0,1,1,OSD-613,1,-1.1801,cerebral hemisphere,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.677,1644,C
57369,GJD2,1,1,1,1,1.17955,0.000183337,0,1,1,OSD-612,1,-1.17955,cerebral hemisphere,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.677,1645,C
5293,PIK3CD,1,1,1,1,1.17796,0.00179422,1,0,1,OSD-612,1,1.17796,cerebral hemisphere,1.0,0,,,1.0,UP,False,True,False,False,CNS,False,1,13.676,1646,C
137872,ADHFE1,1,1,1,1,1.17643,0.0371751,1,0,1,OSD-612,1,1.17643,cerebral hemisphere,1.0,0,,,1.0,UP,False,True,False,False,CNS,False,1,13.675,1647,C
503542,SPRN,1,1,1,1,1.17602,0.00277942,1,0,1,OSD-612,1,1.17602,cerebral hemisphere,1.0,0,,,1.0,UP,False,True,False,False,CNS,False,1,13.675,1648,C
10634,GAS2L1,1,1,1,1,1.17568,0.0418815,1,0,1,OSD-612,1,1.17568,cerebral hemisphere,1.0,0,,,1.0,UP,False,True,False,False,CNS,False,1,13.675,1649,C
90050,FAM181A,1,1,1,1,1.1749,0.0343329,1,0,1,OSD-612,1,1.1749,cerebral hemisphere,1.0,0,,,1.0,UP,False,True,False,False,CNS,False,1,13.675,1650,C
26504,CNNM4,1,1,1,1,1.17255,0.047772,0,1,1,OSD-612,1,-1.17255,cerebral hemisphere,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.674,1651,C
84166,NLRC5,1,1,1,1,1.17116,0.0492783,0,1,1,OSD-613,1,-1.17116,cerebral hemisphere,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.673,1652,C
10562,OLFM4,1,1,1,1,1.16999,0.012001,0,1,1,OSD-612,1,-1.16999,cerebral hemisphere,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.673,1653,C
83648,FAM167A,1,1,1,1,1.16995,0.0246958,1,0,1,OSD-564,1,1.16995,hippocampus,1.0,0,,,1.0,UP,False,True,False,False,CNS,False,1,13.673,1654,C
122945,NOXRED1,1,1,1,1,1.16676,0.000534396,0,1,1,OSD-525,1,-1.16676,cerebellum,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.672,1655,C
23046,KIF21B,1,1,1,1,1.1635,0.00431009,1,0,1,OSD-612,1,1.1635,cerebral hemisphere,1.0,0,,,1.0,UP,False,True,False,False,CNS,False,1,13.67,1656,C
23125,CAMTA2,1,1,1,1,1.16268,0.00151098,1,0,1,OSD-612,1,1.16268,cerebral hemisphere,1.0,0,,,1.0,UP,False,True,False,False,CNS,False,1,13.67,1657,C
137682,NDUFAF6,1,1,1,1,1.16132,0.00618027,0,1,1,OSD-564,1,-1.16132,hippocampus,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.669,1658,C
221935,SDK1,1,1,1,1,1.1612,0.0103871,1,0,1,OSD-612,1,1.1612,cerebral hemisphere,1.0,0,,,1.0,UP,False,True,False,False,CNS,False,1,13.669,1659,C
283234,CCDC88B,1,1,1,1,1.16085,0.00834511,0,1,1,OSD-613,1,-1.16085,cerebral hemisphere,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.669,1660,C
6860,SYT4,1,1,1,1,1.15981,0.0191492,0,1,1,OSD-612,1,-1.15981,cerebral hemisphere,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.669,1661,C
5413,SEPTIN5,1,1,1,1,1.15971,0.0195662,1,0,1,OSD-612,1,1.15971,cerebral hemisphere,1.0,0,,,1.0,UP,False,True,False,False,CNS,False,1,13.669,1662,C
79767,ELMO3,1,1,1,1,1.15932,0.0070178,1,0,1,OSD-525,1,1.15932,cerebellum,1.0,0,,,1.0,UP,False,True,False,False,CNS,False,1,13.669,1663,C
9592,IER2,1,1,1,1,1.1593,0.00433653,0,1,1,OSD-613,1,-1.1593,cerebral hemisphere,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.669,1664,C
84660,CCDC62,1,1,1,1,1.15802,0.00204443,0,1,1,OSD-564,1,-1.15802,hippocampus,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.668,1665,C
79762,C1orf115,1,1,1,1,1.15621,0.020102,1,0,1,OSD-612,1,1.15621,cerebral hemisphere,1.0,0,,,1.0,UP,False,True,False,False,CNS,False,1,13.667,1666,C
3660,IRF2,1,1,1,1,1.15519,0.00990508,1,0,1,OSD-612,1,1.15519,cerebral hemisphere,1.0,0,,,1.0,UP,False,True,False,False,CNS,False,1,13.667,1667,C
51754,TMEM8B,1,1,1,1,1.15504,0.0124993,1,0,1,OSD-612,1,1.15504,cerebral hemisphere,1.0,0,,,1.0,UP,False,True,False,False,CNS,False,1,13.667,1668,C
85495,RPPH1,1,1,1,1,1.15427,0.0267727,0,1,1,OSD-613,1,-1.15427,cerebral hemisphere,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.667,1669,C
2812,GP1BB,1,1,1,1,1.15404,0.0459828,1,0,1,OSD-612,1,1.15404,cerebral hemisphere,1.0,0,,,1.0,UP,False,True,False,False,CNS,False,1,13.667,1670,C
255967,PAN3,1,1,1,1,1.15064,0.0414471,0,1,1,OSD-612,1,-1.15064,cerebral hemisphere,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.665,1671,C
79955,PDZD7,1,1,1,1,1.14913,0.0280668,0,1,1,OSD-564,1,-1.14913,hippocampus,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.665,1672,C
56970,ATXN7L3,1,1,1,1,1.14907,0.00594311,1,0,1,OSD-612,1,1.14907,cerebral hemisphere,1.0,0,,,1.0,UP,False,True,False,False,CNS,False,1,13.665,1673,C
79019,CENPM,1,1,1,1,1.14664,0.0379026,1,0,1,OSD-612,1,1.14664,cerebral hemisphere,1.0,0,,,1.0,UP,False,True,False,False,CNS,False,1,13.664,1674,C
7543,ZFX,1,1,1,1,1.14624,0.00567773,0,1,1,OSD-564,1,-1.14624,hippocampus,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.663,1675,C
6208,RPS14,1,1,1,1,1.1457,0.00552982,0,1,1,OSD-564,1,-1.1457,hippocampus,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.663,1676,C
83637,ZMIZ2,1,1,1,1,1.14296,0.006535,1,0,1,OSD-612,1,1.14296,cerebral hemisphere,1.0,0,,,1.0,UP,False,True,False,False,CNS,False,1,13.662,1677,C
286464,CFAP47,1,1,1,1,1.14184,0.00099993,0,1,1,OSD-564,1,-1.14184,hippocampus,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.662,1678,C
57685,CACHD1,1,1,1,1,1.14018,0.0481113,1,0,1,OSD-613,1,1.14018,cerebral hemisphere,1.0,0,,,1.0,UP,False,True,False,False,CNS,False,1,13.661,1679,C
130872,AHSA2P,1,1,1,1,1.13997,2.51334e-07,0,1,1,OSD-525,1,-1.13997,cerebellum,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.661,1680,C
5510,PPP1R7,1,1,1,1,1.13938,2.52661e-06,1,0,1,OSD-599,1,1.13938,heart,1.0,0,,,1.0,UP,False,False,True,False,cardio,False,1,13.661,1681,C
6230,RPS25,1,1,1,1,1.13618,0.00271331,0,1,1,OSD-564,1,-1.13618,hippocampus,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.659,1682,C
55145,THAP1,1,1,1,1,1.1327,0.00024649,0,1,1,OSD-564,1,-1.1327,hippocampus,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.658,1683,C
4902,NRTN,1,1,1,1,1.13197,0.0167406,0,1,1,OSD-599,1,-1.13197,heart,1.0,0,,,1.0,DOWN,False,False,True,False,cardio,False,1,13.658,1684,C
83540,NUF2,1,1,1,1,1.12845,0.0356263,0,1,1,OSD-612,1,-1.12845,cerebral hemisphere,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.656,1685,C
113802,HENMT1,1,1,1,1,1.12814,0.00635397,1,0,1,OSD-525,1,1.12814,cerebellum,1.0,0,,,1.0,UP,False,True,False,False,CNS,False,1,13.656,1686,C
440073,IQSEC3,1,1,1,1,1.12796,0.0437661,1,0,1,OSD-612,1,1.12796,cerebral hemisphere,1.0,0,,,1.0,UP,False,True,False,False,CNS,False,1,13.656,1687,C
80758,PRR7,1,1,1,1,1.12781,0.0296043,0,1,1,OSD-613,1,-1.12781,cerebral hemisphere,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.656,1688,C
11161,ERG28,1,1,1,1,1.12572,0.014661,0,1,1,OSD-612,1,-1.12572,cerebral hemisphere,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.655,1689,C
6136,RPL12,1,1,1,1,1.12433,0.00105318,0,1,1,OSD-564,1,-1.12433,hippocampus,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.654,1690,C
254559,MIR9-3HG,1,1,1,1,1.12215,1.97082e-09,1,0,1,OSD-525,1,1.12215,cerebellum,1.0,0,,,1.0,UP,False,True,False,False,CNS,False,1,13.654,1691,C
51673,TPPP3,1,1,1,1,1.12006,0.00718865,0,1,1,OSD-599,1,-1.12006,heart,1.0,0,,,1.0,DOWN,False,False,True,False,cardio,False,1,13.653,1692,C
9507,ADAMTS4,1,1,1,1,1.11981,0.0127264,0,1,1,OSD-612,1,-1.11981,cerebral hemisphere,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.653,1693,C
94015,TTYH2,1,1,1,1,1.1195,0.0318867,0,1,1,OSD-612,1,-1.1195,cerebral hemisphere,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.652,1694,C
6171,RPL41,1,1,1,1,1.11684,0.00143852,0,1,1,OSD-564,1,-1.11684,hippocampus,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.651,1695,C
23105,FSTL4,1,1,1,1,1.1158,0.0161363,1,0,1,OSD-612,1,1.1158,cerebral hemisphere,1.0,0,,,1.0,UP,False,True,False,False,CNS,False,1,13.651,1696,C
26281,FGF20,1,1,1,1,1.115,0.045581,1,0,1,OSD-525,1,1.115,cerebellum,1.0,0,,,1.0,UP,False,True,False,False,CNS,False,1,13.651,1697,C
54764,ZRANB1,1,1,1,1,1.11379,0.0334145,0,1,1,OSD-612,1,-1.11379,cerebral hemisphere,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.65,1698,C
3371,TNC,1,1,1,1,1.11376,0.000119694,0,1,1,OSD-525,1,-1.11376,cerebellum,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.65,1699,C
2256,FGF11,1,1,1,1,1.11075,0.00814212,0,1,1,OSD-612,1,-1.11075,cerebral hemisphere,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.649,1700,C
6223,RPS19,1,1,1,1,1.11006,0.00246176,0,1,1,OSD-564,1,-1.11006,hippocampus,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.649,1701,C
200916,RPL22L1,1,1,1,1,1.10876,0.00494075,0,1,1,OSD-564,1,-1.10876,hippocampus,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.648,1702,C
1849,DUSP7,1,1,1,1,1.1087,0.0373002,1,0,1,OSD-612,1,1.1087,cerebral hemisphere,1.0,0,,,1.0,UP,False,True,False,False,CNS,False,1,13.648,1703,C
150678,COPS9,1,1,1,1,1.10566,0.00366787,0,1,1,OSD-564,1,-1.10566,hippocampus,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.647,1704,C
586,BCAT1,1,1,1,1,1.10314,0.00105318,1,0,1,OSD-564,1,1.10314,hippocampus,1.0,0,,,1.0,UP,False,True,False,False,CNS,False,1,13.646,1705,C
149465,CFAP57,1,1,1,1,1.10205,0.0359661,0,1,1,OSD-525,1,-1.10205,cerebellum,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.645,1706,C
254863,TMEM256,1,1,1,1,1.10028,0.00780561,0,1,1,OSD-564,1,-1.10028,hippocampus,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.645,1707,C
84833,ATP5MK,1,1,1,1,1.09776,0.00349487,0,1,1,OSD-564,1,-1.09776,hippocampus,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.644,1708,C
6233,RPS27A,1,1,1,1,1.09757,0.002428,0,1,1,OSD-564,1,-1.09757,hippocampus,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.643,1709,C
9064,MAP3K6,1,1,1,1,1.09754,0.0338207,1,0,1,OSD-564,1,1.09754,hippocampus,1.0,0,,,1.0,UP,False,True,False,False,CNS,False,1,13.643,1710,C
85301,COL27A1,1,1,1,1,1.09731,0.0478448,0,1,1,OSD-564,1,-1.09731,hippocampus,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.643,1711,C
728586,CCDC192,1,1,1,1,1.09513,0.0118003,1,0,1,OSD-525,1,1.09513,cerebellum,1.0,0,,,1.0,UP,False,True,False,False,CNS,False,1,13.642,1712,C
55367,PIDD1,1,1,1,1,1.09406,0.017845,1,0,1,OSD-612,1,1.09406,cerebral hemisphere,1.0,0,,,1.0,UP,False,True,False,False,CNS,False,1,13.642,1713,C
6170,RPL39,1,1,1,1,1.09145,0.00590837,0,1,1,OSD-564,1,-1.09145,hippocampus,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.641,1714,C
341,APOC1,1,1,1,1,1.09125,0.0380149,0,1,1,OSD-564,1,-1.09125,hippocampus,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.641,1715,C
84687,PPP1R9B,1,1,1,1,1.09029,0.0459935,1,0,1,OSD-612,1,1.09029,cerebral hemisphere,1.0,0,,,1.0,UP,False,True,False,False,CNS,False,1,13.64,1716,C
7025,NR2F1,1,1,1,1,1.08943,0.0331038,1,0,1,OSD-612,1,1.08943,cerebral hemisphere,1.0,0,,,1.0,UP,False,True,False,False,CNS,False,1,13.64,1717,C
139411,PTCHD1,1,1,1,1,1.08843,0.0433793,0,1,1,OSD-612,1,-1.08843,cerebral hemisphere,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.64,1718,C
116369,SLC26A8,1,1,1,1,1.08733,0.0283514,1,0,1,OSD-525,1,1.08733,cerebellum,1.0,0,,,1.0,UP,False,True,False,False,CNS,False,1,13.639,1719,C
22864,R3HDM2,1,1,1,1,1.08636,0.0382633,1,0,1,OSD-612,1,1.08636,cerebral hemisphere,1.0,0,,,1.0,UP,False,True,False,False,CNS,False,1,13.639,1720,C
79368,FCRL2,1,1,1,1,1.08588,4.37493e-06,0,1,1,OSD-525,1,-1.08588,cerebellum,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.639,1721,C
11232,POLG2,1,1,1,1,1.08477,0.0433713,0,1,1,OSD-612,1,-1.08477,cerebral hemisphere,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.638,1722,C
84937,ZNRF1,1,1,1,1,1.08253,0.0407952,1,0,1,OSD-612,1,1.08253,cerebral hemisphere,1.0,0,,,1.0,UP,False,True,False,False,CNS,False,1,13.637,1723,C
6207,RPS13,1,1,1,1,1.08235,0.0100579,0,1,1,OSD-613,1,-1.08235,cerebral hemisphere,1.0,0,,,1.0,DOWN,False,True,False,False,CNS,False,1,13.637,1724,C
