symbol,trait,trait_label
MSX2,http://purl.obolibrary.org/obo/OBA_2045559,bone density
MSX2,http://purl.obolibrary.org/obo/OBA_2050001,Ascending aorta diameter
MSX2,http://purl.obolibrary.org/obo/OBA_2050002,Descending aorta diameter
MSX2,http://purl.obolibrary.org/obo/OBA_2050015,Kidney volume
MSX2,http://purl.obolibrary.org/obo/OBA_VT0001253,body height
MSX2,http://www.ebi.ac.uk/efo/EFO_0003924,hair color
MSX2,http://www.ebi.ac.uk/efo/EFO_0004302,anthropometric measurement
MSX2,http://www.ebi.ac.uk/efo/EFO_0004312,vital capacity
MSX2,http://www.ebi.ac.uk/efo/EFO_0004314,forced expiratory volume
MSX2,http://www.ebi.ac.uk/efo/EFO_0004343,waist-hip ratio
MSX2,http://www.ebi.ac.uk/efo/EFO_0004346,neuroimaging measurement
MSX2,http://www.ebi.ac.uk/efo/EFO_0004462,PR interval
MSX2,http://www.ebi.ac.uk/efo/EFO_0004533,Alkaline phosphatase (ALP)
MSX2,http://www.ebi.ac.uk/efo/EFO_0004685,hip geometry
MSX2,http://www.ebi.ac.uk/efo/EFO_0004713,FEV/FVC ratio
MSX2,http://www.ebi.ac.uk/efo/EFO_0004838,calcium measurement
MSX2,http://www.ebi.ac.uk/efo/EFO_0004840,cortical thickness
MSX2,http://www.ebi.ac.uk/efo/EFO_0004861,phosphorus measurement
MSX2,http://www.ebi.ac.uk/efo/EFO_0004874,memory performance
MSX2,http://www.ebi.ac.uk/efo/EFO_0004980,appendicular lean mass
MSX2,http://www.ebi.ac.uk/efo/EFO_0004995,lean body mass
MSX2,http://www.ebi.ac.uk/efo/EFO_0005229,reading
MSX2,http://www.ebi.ac.uk/efo/EFO_0005763,pulse pressure measurement
MSX2,http://www.ebi.ac.uk/efo/EFO_0006335,Systolic blood pressure
MSX2,http://www.ebi.ac.uk/efo/EFO_0006336,diastolic blood pressure
MSX2,http://www.ebi.ac.uk/efo/EFO_0006340,mean arterial pressure
MSX2,http://www.ebi.ac.uk/efo/EFO_0007667,lobe attachment
MSX2,http://www.ebi.ac.uk/efo/EFO_0007785,Femoral neck bone mineral density
MSX2,http://www.ebi.ac.uk/efo/EFO_0007788,BMI-adjusted waist-hip ratio
MSX2,http://www.ebi.ac.uk/efo/EFO_0007789,BMI-adjusted waist circumference
MSX2,http://www.ebi.ac.uk/efo/EFO_0007825,balding measurement
MSX2,http://www.ebi.ac.uk/efo/EFO_0007966,clopidogrel metabolite measurement
MSX2,http://www.ebi.ac.uk/efo/EFO_0007969,cognitive inhibition measurement
MSX2,http://www.ebi.ac.uk/efo/EFO_0008039,BMI-adjusted hip circumference
MSX2,http://www.ebi.ac.uk/efo/EFO_0008404,susceptibility to mumps measurement
MSX2,http://www.ebi.ac.uk/efo/EFO_0009270,heel bone mineral density
MSX2,http://www.ebi.ac.uk/efo/EFO_0009718,peak expiratory flow
MSX2,http://www.ebi.ac.uk/efo/EFO_0009959,Diverticular disease
MSX2,http://www.ebi.ac.uk/efo/EFO_0010442,triacylglycerol 58:8 measurement
MSX2,http://www.ebi.ac.uk/efo/EFO_0010528,quinolinic acid measurement
MSX2,http://www.ebi.ac.uk/efo/EFO_0010820,Spontaneous coronary artery dissection
MSX2,http://www.ebi.ac.uk/efo/EFO_0010968,Phosphate
MSX2,http://www.ebi.ac.uk/efo/EFO_0020097,QRS-T angle
MSX2,http://www.ebi.ac.uk/efo/EFO_0021636,Lauric acid
MSX2,http://www.ebi.ac.uk/efo/EFO_0021660,Palmitic acid
MSX2,http://www.ebi.ac.uk/efo/EFO_0021796,sexual dimorphism measurement
MSX2,http://www.ebi.ac.uk/efo/EFO_0022196,body surface area
MSX2,http://www.orpha.net/ORDO/Orphanet_100033,Hypomaturation amelogenesis imperfecta
MSX2,http://www.orpha.net/ORDO/Orphanet_101435,Rare genetic eye disease
MSX2,http://www.orpha.net/ORDO/Orphanet_101957,Pituitary deficiency
MSX2,http://www.orpha.net/ORDO/Orphanet_102020,Autosomal monosomy syndrome
MSX2,http://www.orpha.net/ORDO/Orphanet_102283,Multiple congenital anomalies/dysmorphic syndrome-intellectual disability
MSX2,http://www.orpha.net/ORDO/Orphanet_102285,Multiple congenital anomalies/dysmorphic syndrome without intellectual disability
MSX2,http://www.orpha.net/ORDO/Orphanet_108989,Non-syndromic central nervous system malformation
MSX2,http://www.orpha.net/ORDO/Orphanet_109009,Syndrome with limb malformations as a major feature
MSX2,http://www.orpha.net/ORDO/Orphanet_109011,Non-syndromic limb malformation
MSX2,http://www.orpha.net/ORDO/Orphanet_117573,Syndromic anorectal malformation
MSX2,http://www.orpha.net/ORDO/Orphanet_139012,Rare bone development disorder
MSX2,http://www.orpha.net/ORDO/Orphanet_139024,Overgrowth/obesity syndrome
MSX2,http://www.orpha.net/ORDO/Orphanet_139027,Rare developmental defect with skin/mucosae involvement
MSX2,http://www.orpha.net/ORDO/Orphanet_139036,Branchial arch or oral-acral syndrome
MSX2,http://www.orpha.net/ORDO/Orphanet_139039,Orofacial clefting syndrome
MSX2,http://www.orpha.net/ORDO/Orphanet_139042,Malformation syndrome with odontal and/or periodontal component
MSX2,http://www.orpha.net/ORDO/Orphanet_139393,Syndromic craniosynostosis
MSX2,http://www.orpha.net/ORDO/Orphanet_1531,Craniosynostosis
MSX2,http://www.orpha.net/ORDO/Orphanet_155832,Rare head and neck malformation
MSX2,http://www.orpha.net/ORDO/Orphanet_156162,Renal ciliopathy
MSX2,http://www.orpha.net/ORDO/Orphanet_156215,Oromandibular-limb anomalies syndrome
MSX2,http://www.orpha.net/ORDO/Orphanet_156237,Syndrome or malformation associated with head and neck malformations
MSX2,http://www.orpha.net/ORDO/Orphanet_156643,Genetic endocrine growth disease
MSX2,http://www.orpha.net/ORDO/Orphanet_164001,Rare odontal or periodontal disorder
MSX2,http://www.orpha.net/ORDO/Orphanet_165655,Genetic intestinal disease
MSX2,http://www.orpha.net/ORDO/Orphanet_165711,Rare abdominal surgical disease
MSX2,http://www.orpha.net/ORDO/Orphanet_181384,Rare hypothalamic or pituitary disease
MSX2,http://www.orpha.net/ORDO/Orphanet_183426,Genetic epidermal disorder
MSX2,http://www.orpha.net/ORDO/Orphanet_183435,Inherited ichthyosis
MSX2,http://www.orpha.net/ORDO/Orphanet_183447,Genetic epidermal appendage anomaly
MSX2,http://www.orpha.net/ORDO/Orphanet_183450,Genetic hair anomaly
MSX2,http://www.orpha.net/ORDO/Orphanet_183506,Genetic central nervous system malformation
MSX2,http://www.orpha.net/ORDO/Orphanet_183524,Rare genetic bone disease
MSX2,http://www.orpha.net/ORDO/Orphanet_183530,Rare genetic developmental defect during embryogenesis
MSX2,http://www.orpha.net/ORDO/Orphanet_183533,Genetic multiple congenital anomalies/dysmorphic syndrome
MSX2,http://www.orpha.net/ORDO/Orphanet_183536,Genetic congenital limb malformation
MSX2,http://www.orpha.net/ORDO/Orphanet_183539,Genetic renal or urinary tract malformation
MSX2,http://www.orpha.net/ORDO/Orphanet_183542,Genetic cranial malformation
MSX2,http://www.orpha.net/ORDO/Orphanet_183545,Genetic digestive tract malformation
MSX2,http://www.orpha.net/ORDO/Orphanet_183548,Genetic visceral malformation of the liver; biliary tract; pancreas or spleen
MSX2,http://www.orpha.net/ORDO/Orphanet_183557,Genetic developmental defect of the eye
MSX2,http://www.orpha.net/ORDO/Orphanet_183573,Genetic overgrowth/obesity syndrome
MSX2,http://www.orpha.net/ORDO/Orphanet_183576,Genetic branchial arch or oral-acral syndrome
MSX2,http://www.orpha.net/ORDO/Orphanet_183580,Genetic malformation syndrome with odontal and/or periodontal component
MSX2,http://www.orpha.net/ORDO/Orphanet_183583,Genetic head and neck malformation
MSX2,http://www.orpha.net/ORDO/Orphanet_183607,Genetic lens and zonula anomaly
MSX2,http://www.orpha.net/ORDO/Orphanet_183628,Rare genetic hypothalamic or pituitary disease
MSX2,http://www.orpha.net/ORDO/Orphanet_199306,Cleft lip/palate
MSX2,http://www.orpha.net/ORDO/Orphanet_199633,Non-syndromic cerebral malformation
MSX2,http://www.orpha.net/ORDO/Orphanet_202948,Syndromic microphthalmia-anophthalmia-coloboma
MSX2,http://www.orpha.net/ORDO/Orphanet_2073,Narcolepsy type 1
MSX2,http://www.orpha.net/ORDO/Orphanet_2162,Holoprosencephaly
MSX2,http://www.orpha.net/ORDO/Orphanet_220386,Semilobar holoprosencephaly
MSX2,http://www.orpha.net/ORDO/Orphanet_233655,Rare genetic vascular disease
MSX2,http://www.orpha.net/ORDO/Orphanet_240371,Syndromic obesity
MSX2,http://www.orpha.net/ORDO/Orphanet_2445,Conotruncal heart malformations
MSX2,http://www.orpha.net/ORDO/Orphanet_253,Spondyloepiphyseal dysplasia and spondyloepimetaphyseal dysplasia
MSX2,http://www.orpha.net/ORDO/Orphanet_2542,Isolated microphthalmia-anophthalmia-coloboma
MSX2,http://www.orpha.net/ORDO/Orphanet_268926,Midline cerebral malformation
MSX2,http://www.orpha.net/ORDO/Orphanet_269531,Other syndrome with a central nervous system malformation as a major feature
MSX2,http://www.orpha.net/ORDO/Orphanet_269550,Genetic non-syndromic central nervous system malformation
MSX2,http://www.orpha.net/ORDO/Orphanet_269553,Genetic cerebral malformation
MSX2,http://www.orpha.net/ORDO/Orphanet_271853,Genetic cardiac anomaly
MSX2,http://www.orpha.net/ORDO/Orphanet_2781,Osteopetrosis and related disorders
MSX2,http://www.orpha.net/ORDO/Orphanet_280195,Septopreoptic holoprosencephaly
MSX2,http://www.orpha.net/ORDO/Orphanet_280200,Microform holoprosencephaly
MSX2,http://www.orpha.net/ORDO/Orphanet_281085,Inherited ichthyosis syndromic form
MSX2,http://www.orpha.net/ORDO/Orphanet_284993,Marfan syndrome and Marfan-related disorders
MSX2,http://www.orpha.net/ORDO/Orphanet_285014,Rare disease with thoracic aortic aneurysm and aortic dissection
MSX2,http://www.orpha.net/ORDO/Orphanet_294955,Syndrome with limb reduction defects
MSX2,http://www.orpha.net/ORDO/Orphanet_294959,Syndrome with limb duplication; polydactyly; syndactyly; and/or hyperphalangy
MSX2,http://www.orpha.net/ORDO/Orphanet_325706,Genetic 46;XY difference of sex development
MSX2,http://www.orpha.net/ORDO/Orphanet_330206,Genetic multiple congenital anomalies/dysmorphic syndrome without intellectual disability
MSX2,http://www.orpha.net/ORDO/Orphanet_3303,Tetralogy of Fallot
MSX2,http://www.orpha.net/ORDO/Orphanet_359,Pediatric-onset glaucoma of genetic origin
MSX2,http://www.orpha.net/ORDO/Orphanet_364526,Primary bone dysplasia
MSX2,http://www.orpha.net/ORDO/Orphanet_364559,Dysostosis
MSX2,http://www.orpha.net/ORDO/Orphanet_364568,Dysostosis with limb anomaly as a major feature
MSX2,http://www.orpha.net/ORDO/Orphanet_364803,Rare bone disease related to a common gene or pathway defect
MSX2,http://www.orpha.net/ORDO/Orphanet_388,Hirschsprung disease
MSX2,http://www.orpha.net/ORDO/Orphanet_404568,Dysostosis of genetic origin
MSX2,http://www.orpha.net/ORDO/Orphanet_404571,Dysostosis of genetic origin with limb anomaly as a major feature
MSX2,http://www.orpha.net/ORDO/Orphanet_404574,Genetic syndrome with limb reduction defects
MSX2,http://www.orpha.net/ORDO/Orphanet_404577,Genetic syndrome with limb malformations as a major feature
MSX2,http://www.orpha.net/ORDO/Orphanet_404584,Rare genetic bone development disorder
MSX2,http://www.orpha.net/ORDO/Orphanet_420755,Rare genetic odontal or periodontal disorder
MSX2,http://www.orpha.net/ORDO/Orphanet_435603,Genetic otorhinolaryngological malformation
MSX2,http://www.orpha.net/ORDO/Orphanet_459787,Lethal multiple congenital anomalies/dysmorphic syndrome
MSX2,http://www.orpha.net/ORDO/Orphanet_466084,Genetic otorhinolaryngologic disease
MSX2,http://www.orpha.net/ORDO/Orphanet_467,Non-acquired combined pituitary hormone deficiency
MSX2,http://www.orpha.net/ORDO/Orphanet_471383,Genetic lethal multiple congenital anomalies/dysmorphic syndrome
MSX2,http://www.orpha.net/ORDO/Orphanet_496924,Non-inflammatory vasculopathy
MSX2,http://www.orpha.net/ORDO/Orphanet_498451,Dysostosis with brachydactyly without extraskeletal manifestations
MSX2,http://www.orpha.net/ORDO/Orphanet_506216,Rare disorder potentially indicated for bowel transplant
MSX2,http://www.orpha.net/ORDO/Orphanet_519266,Rare disorder of the ocular adnexa
MSX2,http://www.orpha.net/ORDO/Orphanet_519272,Structural developmental eye defect
MSX2,http://www.orpha.net/ORDO/Orphanet_519282,Rare corneal disorder
MSX2,http://www.orpha.net/ORDO/Orphanet_519284,Rare disorder of the anterior segment of the eye
MSX2,http://www.orpha.net/ORDO/Orphanet_519288,Rare disorder with corneal involvement as a major feature
MSX2,http://www.orpha.net/ORDO/Orphanet_519331,Secondary early-onset glaucoma
MSX2,http://www.orpha.net/ORDO/Orphanet_520814,Rare disorder of the visual organs
MSX2,http://www.orpha.net/ORDO/Orphanet_522504,Rare genetic disorder of the visual organs
MSX2,http://www.orpha.net/ORDO/Orphanet_522524,Rare genetic disorder of the ocular adnexa
MSX2,http://www.orpha.net/ORDO/Orphanet_522536,Structural developmental eye defect of genetic origin
MSX2,http://www.orpha.net/ORDO/Orphanet_522538,Rare genetic disorder of the anterior segment of the eye
MSX2,http://www.orpha.net/ORDO/Orphanet_522540,Anterior segment developmental anomaly of genetic origin
MSX2,http://www.orpha.net/ORDO/Orphanet_522546,Rare genetic disorder with lens opacification
MSX2,http://www.orpha.net/ORDO/Orphanet_522548,Syndromic genetic cataract
MSX2,http://www.orpha.net/ORDO/Orphanet_522556,Rare genetic corneal disorder
MSX2,http://www.orpha.net/ORDO/Orphanet_522558,Rare genetic disorder with corneal involvement as a major feature
MSX2,http://www.orpha.net/ORDO/Orphanet_522580,Secondary early-onset glaucoma of genetic origin
MSX2,http://www.orpha.net/ORDO/Orphanet_523000,Pediatric-onset glaucoma
MSX2,http://www.orpha.net/ORDO/Orphanet_589,Myasthenia gravis
MSX2,http://www.orpha.net/ORDO/Orphanet_611327,Genetic multiple congenital anomalies/dysmorphic syndrome-intellectual disability
MSX2,http://www.orpha.net/ORDO/Orphanet_68329,Rare maxillo-facial surgical disease
MSX2,http://www.orpha.net/ORDO/Orphanet_68335,Rare chromosomal anomaly
MSX2,http://www.orpha.net/ORDO/Orphanet_68341,Multiple congenital anomalies/dysmorphic syndrome
MSX2,http://www.orpha.net/ORDO/Orphanet_68346,Rare genetic skin disease
MSX2,http://www.orpha.net/ORDO/Orphanet_68361,Rare deafness
MSX2,http://www.orpha.net/ORDO/Orphanet_68362,Rare vascular disease
MSX2,http://www.orpha.net/ORDO/Orphanet_68378,Congenital limb malformation
MSX2,http://www.orpha.net/ORDO/Orphanet_69028,Dysostosis with brachydactyly
MSX2,http://www.orpha.net/ORDO/Orphanet_77828,Genetic obesity
MSX2,http://www.orpha.net/ORDO/Orphanet_77830,Rare genetic odontologic disease
MSX2,http://www.orpha.net/ORDO/Orphanet_79353,Epidermal disease
MSX2,http://www.orpha.net/ORDO/Orphanet_79354,Ichthyosis
MSX2,http://www.orpha.net/ORDO/Orphanet_79362,Epidermal appendage anomaly
MSX2,http://www.orpha.net/ORDO/Orphanet_79363,Hair anomaly
MSX2,http://www.orpha.net/ORDO/Orphanet_79373,Ectodermal dysplasia syndrome
MSX2,http://www.orpha.net/ORDO/Orphanet_83001,Urogenital tract malformation
MSX2,http://www.orpha.net/ORDO/Orphanet_87884,Non-syndromic genetic deafness
MSX2,http://www.orpha.net/ORDO/Orphanet_88632,Anterior segment developmental anomaly
MSX2,http://www.orpha.net/ORDO/Orphanet_88661,Amelogenesis imperfecta
MSX2,http://www.orpha.net/ORDO/Orphanet_88991,Rare congenital non-syndromic heart malformation
MSX2,http://www.orpha.net/ORDO/Orphanet_89826,Rare skin disease
MSX2,http://www.orpha.net/ORDO/Orphanet_90025,Non-syndromic syndactyly
MSX2,http://www.orpha.net/ORDO/Orphanet_90635,Rare autosomal dominant non-syndromic sensorineural deafness type DFNA
MSX2,http://www.orpha.net/ORDO/Orphanet_90642,Syndromic genetic deafness
MSX2,http://www.orpha.net/ORDO/Orphanet_90692,Rare endocrine growth disease
MSX2,http://www.orpha.net/ORDO/Orphanet_91387,Familial thoracic aortic aneurysm and aortic dissection
MSX2,http://www.orpha.net/ORDO/Orphanet_93419,Rare bone disease
MSX2,http://www.orpha.net/ORDO/Orphanet_93426,Ciliopathies with major skeletal involvement
MSX2,http://www.orpha.net/ORDO/Orphanet_93434,Spondylodysplastic dysplasia
MSX2,http://www.orpha.net/ORDO/Orphanet_93436,Acromelic dysplasia
MSX2,http://www.orpha.net/ORDO/Orphanet_93444,Primary bone dysplasia with increased bone density
MSX2,http://www.orpha.net/ORDO/Orphanet_93450,Primary bone dysplasia with disorganized development of skeletal components
MSX2,http://www.orpha.net/ORDO/Orphanet_93451,Cleidocranial dysplasia and isolated cranial ossification defect
MSX2,http://www.orpha.net/ORDO/Orphanet_93453,Dysostosis with predominant craniofacial involvement
MSX2,http://www.orpha.net/ORDO/Orphanet_93458,Non-syndromic polydactyly; syndactyly and/or hyperphalangy
MSX2,http://www.orpha.net/ORDO/Orphanet_93459,Syndrome with synostosis or other joint formation defect
MSX2,http://www.orpha.net/ORDO/Orphanet_93545,Renal or urinary tract malformation
MSX2,http://www.orpha.net/ORDO/Orphanet_93547,Syndromic renal or urinary tract malformation
MSX2,http://www.orpha.net/ORDO/Orphanet_93587,Genetic cystic renal disease
MSX2,http://www.orpha.net/ORDO/Orphanet_93890,Rare developmental defect during embryogenesis
MSX2,http://www.orpha.net/ORDO/Orphanet_93924,Lobar holoprosencephaly
MSX2,http://www.orpha.net/ORDO/Orphanet_93925,Alobar holoprosencephaly
MSX2,http://www.orpha.net/ORDO/Orphanet_93926,Midline interhemispheric variant of holoprosencephaly
MSX2,http://www.orpha.net/ORDO/Orphanet_95488,Non-acquired pituitary hormone deficiency
MSX2,http://www.orpha.net/ORDO/Orphanet_95495,Disease associated with non-acquired combined pituitary hormone deficiency
MSX2,http://www.orpha.net/ORDO/Orphanet_96210,Rare genetic deafness
MSX2,http://www.orpha.net/ORDO/Orphanet_96333,Rare otorhinolaryngological malformation
MSX2,http://www.orpha.net/ORDO/Orphanet_96346,Anorectal malformation
MSX2,http://www.orpha.net/ORDO/Orphanet_97957,Respiratory or thoracic malformation
MSX2,http://www.orpha.net/ORDO/Orphanet_97962,Rare surgical thoracic disease
MSX2,http://www.orpha.net/ORDO/Orphanet_97965,Rare surgical cardiac disease
MSX2,http://www.orpha.net/ORDO/Orphanet_97966,Rare ophthalmic disorder
MSX2,http://www.orpha.net/ORDO/Orphanet_98026,Rare odontologic disease
MSX2,http://www.orpha.net/ORDO/Orphanet_98028,Rare circulatory system disease
MSX2,http://www.orpha.net/ORDO/Orphanet_98036,Rare otorhinolaryngologic disease
MSX2,http://www.orpha.net/ORDO/Orphanet_98038,Cranial malformation
MSX2,http://www.orpha.net/ORDO/Orphanet_98039,Digestive tract malformation
MSX2,http://www.orpha.net/ORDO/Orphanet_98041,Visceral malformation of the liver; biliary tract; pancreas or spleen
MSX2,http://www.orpha.net/ORDO/Orphanet_98044,Central nervous system malformation
MSX2,http://www.orpha.net/ORDO/Orphanet_98053,Rare genetic disease
MSX2,http://www.orpha.net/ORDO/Orphanet_98127,Autosomal anomaly syndrome
MSX2,http://www.orpha.net/ORDO/Orphanet_98142,Partial autosomal deletion syndrome
MSX2,http://www.orpha.net/ORDO/Orphanet_98313,Male infertility due to gonadal dysgenesis
MSX2,http://www.orpha.net/ORDO/Orphanet_98553,Developmental defect of the eye
MSX2,http://www.orpha.net/ORDO/Orphanet_98555,Microphthalmia-anophthalmia-coloboma
MSX2,http://www.orpha.net/ORDO/Orphanet_98561,Congenital malformation of the eyelid
MSX2,http://www.orpha.net/ORDO/Orphanet_98564,Eyelid border anomaly
MSX2,http://www.orpha.net/ORDO/Orphanet_98634,Anterior segment developmental anomaly without extraocular manifestations
MSX2,http://www.orpha.net/ORDO/Orphanet_98638,Rare disease with glaucoma as a major feature
MSX2,http://www.orpha.net/ORDO/Orphanet_98639,Rare lens disease
MSX2,http://www.orpha.net/ORDO/Orphanet_98640,Rare disorder with lens opacification
MSX2,http://www.orpha.net/ORDO/Orphanet_98641,Syndromic cataract
MSX2,http://www.orpha.net/ORDO/Orphanet_98655,Lens shape anomaly
MSX2,http://www.orpha.net/ORDO/Orphanet_98684,Craniostenosis with strabismus
MSX2,http://www.orpha.net/ORDO/Orphanet_98717,Transposition of the great arteries and conotruncal cardiac anomaly
MSX2,http://www.orpha.net/ORDO/Orphanet_98938,Colobomatous microphthalmia
MSX2,http://www.orpha.net/ORDO/Orphanet_99798,Oligodontia
MSX2,https://purl.org/okn/frink/kg/digcfdekg/node/trait/030f87d989747e55efab,CT Visual Scoring; wall thickening (binary)
MSX2,https://purl.org/okn/frink/kg/digcfdekg/node/trait/0383cf99a4bd28ce2dd3,Asthma (additive model)
MSX2,https://purl.org/okn/frink/kg/digcfdekg/node/trait/05448a3a593bc527d140,Hip width to body height ratio
MSX2,https://purl.org/okn/frink/kg/digcfdekg/node/trait/0583334e296aa77ff895,Right atrial minimum area; BSA indexed
MSX2,https://purl.org/okn/frink/kg/digcfdekg/node/trait/05da5b906bbe0fbf4775,Percentage of sleep with oxyhemoglobin saturation (SpO2) under 90%
MSX2,https://purl.org/okn/frink/kg/digcfdekg/node/trait/06ead9ba542bc1b5fd17,Mini-mental state examination in Parkinson's disease
MSX2,https://purl.org/okn/frink/kg/digcfdekg/node/trait/08f6a7c39f8c3d0d79c6,Heavy menstrual bleeding
MSX2,https://purl.org/okn/frink/kg/digcfdekg/node/trait/0c1ca40ec54c705ca12f,Psychiatric disorders (recessive model)
MSX2,https://purl.org/okn/frink/kg/digcfdekg/node/trait/0d1d03fde155c694e8e5,End-stage renal disease (ESRD) vs. macroalbuminuria in type 2 diabetes (T2D)
MSX2,https://purl.org/okn/frink/kg/digcfdekg/node/trait/0d37069c36097e6116bd,Geographic atrophy
MSX2,https://purl.org/okn/frink/kg/digcfdekg/node/trait/0d5f0979f9b4c89756ed,Tibiofemoral angle
MSX2,https://purl.org/okn/frink/kg/digcfdekg/node/trait/100d40e193abb81b1e01,Acne
MSX2,https://purl.org/okn/frink/kg/digcfdekg/node/trait/11b5d6c8c300f440f173,cortical surface area measurement
MSX2,https://purl.org/okn/frink/kg/digcfdekg/node/trait/12f04fc7524b7508e0c2,cardiovascular disease
MSX2,https://purl.org/okn/frink/kg/digcfdekg/node/trait/147bf20520e4add29eb9,Chronic kidney disease (CKD)
MSX2,https://purl.org/okn/frink/kg/digcfdekg/node/trait/150cfcee6e3e6fb073a9,Serum creatinine
MSX2,https://purl.org/okn/frink/kg/digcfdekg/node/trait/1659556a0b2ec89edab8,Dietary protein intake adj BMI
MSX2,https://purl.org/okn/frink/kg/digcfdekg/node/trait/191b1eca72beed6e89e0,Total blood volume
MSX2,https://purl.org/okn/frink/kg/digcfdekg/node/trait/1bdfe003f3653c598eb2,Waist circumference adj BMI
MSX2,https://purl.org/okn/frink/kg/digcfdekg/node/trait/1c551167e9fe8cc5fab5,AF-SNP hypertension interaction
MSX2,https://purl.org/okn/frink/kg/digcfdekg/node/trait/1d971872cde302157014,Type 1 diabetes with neurological manifestations
MSX2,https://purl.org/okn/frink/kg/digcfdekg/node/trait/1ea0d277668217c049a0,Maternal genetic effect on offspring birth weight
MSX2,https://purl.org/okn/frink/kg/digcfdekg/node/trait/1f083e179eacfe8deec1,IgA nephropathy (IgAN)
MSX2,https://purl.org/okn/frink/kg/digcfdekg/node/trait/2286c3b3c50efdc6f24a,Bladder cancer
MSX2,https://purl.org/okn/frink/kg/digcfdekg/node/trait/23045e361646a598f2cd,Forced vital capacity (FVC)
MSX2,https://purl.org/okn/frink/kg/digcfdekg/node/trait/23df2d513693179cc695,Time to insulin peak after glipizide treatment
MSX2,https://purl.org/okn/frink/kg/digcfdekg/node/trait/24cd133faa7a80775f9f,Aggregate vessel volume; vessels 50-55 mm2
MSX2,https://purl.org/okn/frink/kg/digcfdekg/node/trait/26a803d268a7c4926675,Motor fluctuations in Parkinson's disease
MSX2,https://purl.org/okn/frink/kg/digcfdekg/node/trait/28e05d220954706665ac,Right ventricular end-diastolic volume
MSX2,https://purl.org/okn/frink/kg/digcfdekg/node/trait/2b34c74a96a2933c519a,Waist-hip ratio adj BMI
MSX2,https://purl.org/okn/frink/kg/digcfdekg/node/trait/30492d6d958ce6621a0b,facial morphology measurement
MSX2,https://purl.org/okn/frink/kg/digcfdekg/node/trait/311ab0016708b6795d2a,All ischemic stroke
MSX2,https://purl.org/okn/frink/kg/digcfdekg/node/trait/313afa9e01336ab2fc8d,Hip shape mode 4
MSX2,https://purl.org/okn/frink/kg/digcfdekg/node/trait/315fb645684fb65f99a6,CCS causative cryptogenic with cardioembolism minor
MSX2,https://purl.org/okn/frink/kg/digcfdekg/node/trait/33c47fbe4c1f81955d87,Gestational age at birth (fetal GWAS)
MSX2,https://purl.org/okn/frink/kg/digcfdekg/node/trait/34241f0d0d2e86e026ff,Left ventricular end systole anterior wall thickness
MSX2,https://purl.org/okn/frink/kg/digcfdekg/node/trait/348cabb31aff71b3fb42,Hu 15th Percentile; Exp
MSX2,https://purl.org/okn/frink/kg/digcfdekg/node/trait/35ba5b8bcff8ff0b5180,Clonal haematopoiesis of indeterminate potential (SRSF2 mutation)
MSX2,https://purl.org/okn/frink/kg/digcfdekg/node/trait/38af2a33817de66ba49d,Major depressive disorder in trauma-exposed individuals
MSX2,https://purl.org/okn/frink/kg/digcfdekg/node/trait/3a022eea2d0438bf2630,Hip circumference adj BMI
MSX2,https://purl.org/okn/frink/kg/digcfdekg/node/trait/3bc40093a38f29b3beef,Very severe respiratory confirmed vs non-hospitalized COVID-19
MSX2,https://purl.org/okn/frink/kg/digcfdekg/node/trait/3fb1a0bd59ab8cb06c48,QRS interval
MSX2,https://purl.org/okn/frink/kg/digcfdekg/node/trait/3fda367438de46ec1be9,Slicer Insp Intensity Hu Mode
MSX2,https://purl.org/okn/frink/kg/digcfdekg/node/trait/42f788df96c6e230c48e,COVID-19 vs population
MSX2,https://purl.org/okn/frink/kg/digcfdekg/node/trait/4415358a21d0bfa63d7c,Age of Parkinson's disease onset
MSX2,https://purl.org/okn/frink/kg/digcfdekg/node/trait/441d2f7de35ec0549f82,Snoring adj BMI
MSX2,https://purl.org/okn/frink/kg/digcfdekg/node/trait/445c5dcb7c0a83108431,Dietary protein intake
MSX2,https://purl.org/okn/frink/kg/digcfdekg/node/trait/45cddefcbef3b4dcab6e,brain measurement
MSX2,https://purl.org/okn/frink/kg/digcfdekg/node/trait/45ebb77b7cf81de7a085,Any stroke
MSX2,https://purl.org/okn/frink/kg/digcfdekg/node/trait/47c5626d20875daeb186,Shoulder width to body height ratio
MSX2,https://purl.org/okn/frink/kg/digcfdekg/node/trait/4930edc17f5d567b9087,Exp/Insp Mean Atten ratio Slicer
MSX2,https://purl.org/okn/frink/kg/digcfdekg/node/trait/4a91f8e2db19b9ef8cab,RNFL retinal layer thickness
MSX2,https://purl.org/okn/frink/kg/digcfdekg/node/trait/4b9c4533e69c9a8983b8,ECG-AI model predicted atrial fibrillation risk
MSX2,https://purl.org/okn/frink/kg/digcfdekg/node/trait/4c9a9bb4a649f5e9348c,Bone fracture
MSX2,https://purl.org/okn/frink/kg/digcfdekg/node/trait/4e14fdadd9125e849e7f,COPD (ICD defined)
MSX2,https://purl.org/okn/frink/kg/digcfdekg/node/trait/4eb9a796ad96869a1125,Insulin fold change during OGTT adj BMI
MSX2,https://purl.org/okn/frink/kg/digcfdekg/node/trait/4ebb75e586f05dbc6449,Log of insulin at 90 min at V1
MSX2,https://purl.org/okn/frink/kg/digcfdekg/node/trait/5052dfcb1d6fb1145370,Lumbar spine area
