symbol,trait,trait_label
ARHGAP15,http://www.ebi.ac.uk/efo/EFO_0009458,alcohol use disorder measurement
ARHGAP15,http://www.ebi.ac.uk/efo/EFO_0009695,household income
ARHGAP15,http://www.ebi.ac.uk/efo/EFO_0009718,peak expiratory flow
ARHGAP15,http://www.ebi.ac.uk/efo/EFO_0009749,age at first sexual intercourse measurement
ARHGAP15,http://www.ebi.ac.uk/efo/EFO_0009927,Antihypertensive use measurement
ARHGAP15,http://www.ebi.ac.uk/efo/EFO_0009931,Agents acting on the renin-angiotensin system use measurement
ARHGAP15,http://www.ebi.ac.uk/efo/EFO_0009959,Diverticular disease
ARHGAP15,http://www.ebi.ac.uk/efo/EFO_0010092,bitter alcoholic beverage consumption measurement
ARHGAP15,http://www.ebi.ac.uk/efo/EFO_0010130,health study participation
ARHGAP15,http://www.ebi.ac.uk/efo/EFO_0010155,taste liking measurement
ARHGAP15,http://www.ebi.ac.uk/efo/EFO_0010702,opioid use disorder
ARHGAP15,http://www.ebi.ac.uk/efo/EFO_0010703,trauma exposure measurement
ARHGAP15,http://www.ebi.ac.uk/efo/EFO_0010723,ocular sarcoidosis
ARHGAP15,http://www.ebi.ac.uk/efo/EFO_0011015,educational attainment
ARHGAP15,http://www.ebi.ac.uk/efo/EFO_0600088,lymphocyte:monocyte ratio
ARHGAP15,http://www.orpha.net/ORDO/Orphanet_101985,Quantitative and/or qualitative congenital phagocyte defect
ARHGAP15,http://www.orpha.net/ORDO/Orphanet_101987,Congenital neutropenia
ARHGAP15,http://www.orpha.net/ORDO/Orphanet_179006,Primary immunodeficiency due to a defect in adaptive immunity
ARHGAP15,http://www.orpha.net/ORDO/Orphanet_506219,Rare disorder potentially indicated for hematopoietic stem cell transplant
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/00d6eccb700f2525ddc9,Aggregate vessel volume; vessels <10 mm2
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/01d4ab6850137ac8e81d,Daytime dozing (often/all the time vs. never/rarely/sometimes)
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/090d4bf6b796510a4202,Proliferative diabetic retinopathy (PDR) vs no PDR acct DoD-GC
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/0c58edab8f3e3255423e,Type 1 diabetes with renal manifestations
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/0f85822ebe25d879062f,Log of insulin at 60 min at V1
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/13f4b98431af18e10d9f,Asthma
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/14488f930773270c4c46,Systemic lupus erythematosus (SLE)
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/14a289445a84bd98d5ae,Corrected QT interval (QTc)
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/1719f62d34adde9d2e47,insomnia
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/1778158f72f3bb8b08bc,myocardial infarction
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/17ad86f08d75366804c3,Non-proliferative diabetic retinopathy vs no DR acct DoD-GC
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/1b91ae1cac03c9ec1971,Body mass index (BMI) at 1.5 years
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/1ea355ec121a360063d4,Late diabetic kidney disease (DKD) in type 2 diabetes
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/22b32df7d85c35d5fc4e,Neutrophil percentage
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/27c4ddd3ab6f076ec4c6,Pollinosis
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/2841a51fb1368b11c909,Basophil percentage
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/2aa93d4e6bdc9077466d,Salt addition to food
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/2d4474f4fbb3d6304b65,Heavy vs. Low alcohol consumption
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/315fb645684fb65f99a6,CCS causative cryptogenic with cardioembolism minor
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/32777bf4cd0e453ba40a,asthma
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/34241f0d0d2e86e026ff,Left ventricular end systole anterior wall thickness
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/3acf067dc48d080d724e,Maternal total gestational weight gain; fetal genotype effect
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/3c14d8224c48b3442829,Adrenal hyperfunction
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/3ee92fc9da1f6c76498b,Short sleep duration
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/41499c33fa4ae13fb6e8,alcohol consumption measurement
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/449de16e8049af35333b,Coronary artery disease (CAD)
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/45469583aed8a60594bc,White blood cell count
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/4567420af6d923d1710c,Broad vs. Heavy alcohol consumption
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/47d6cee4efc85df52c5d,HOMA-B adjusted for BMI
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/4e14fdadd9125e849e7f,COPD (ICD defined)
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/545822b2ea96b24dd71d,Chronotype (morningness)
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/57033bc6770578c3219d,Platelet distribution width
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/57f8bc8d7a94263b6ab0,Allergic disease (asthma; hay fever; or eczema)
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/5d56af1d9181adf074bb,Unified Parkinsons Disease Rating Scale OR the Movement Disorder Society revised - Part 4
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/5e9f4612e2aaa604d631,eGFRcreat (serum creatinine) in diabetes
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/64c9be70cdebbea8632f,eGFRcreat (serum creatinine) in type 1 diabetes
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/69901195f9cdb6ad6669,gait measurement
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/6cc3191241ad0dd5fe0c,Type 1 diabetes (T1D)
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/6cd984d5c1a9e8eef4bc,Normal lung architecture
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/6f7733368318e654e17a,Aggregate vessel volume; vessels <5 mm2
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/71dbf97dae0ff3c9098c,Lymphocyte percentage
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/76f68da80c6f5cab02ef,Spontaneous preterm birth (fetal GWAS)
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/778bf57bfbdb7c29b0f5,Myocardial infarction
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/7c535fe6527a3ddbdba5,Subtle regions of emphysema within secondary pulmonary lobule
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/857d772a9be0a2139480,Cognitive performance
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/871efef9072fe596a29f,Monocyte percentage
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/8b5e5491a15bceae64f5,Heavy vs. Int alcohol consumption
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/8ca9f28c6c6a7d863c69,CT Histogram; Expiratory; 15th Percentile in Hu; RLL
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/93e0ea9ae9f1fe1c5381,mean platelet volume
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/96a514540bba915f46d8,Depressed affect
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/974c155aba98c7e81cf5,Chronic kidney disease (CKD) adj HbA1c-BMI in type 1 diabetes
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/9bf7d28aa2b677715a48,Wall area percent; segmental (main 6); Thirona
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/9d4bdfc033025fc5391a,Body mass index (BMI) at 1 year
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/a067015d5025eb5a1513,Parental longevity (mother's age at death)
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/aca32095a11c3ed60f56,Oral cavity and pharyngeal cancer
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/af6cb059df9c8894812f,Hernia abdominopelvic cavity
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/afd7e28c816edd556fc1,Total plasma protein
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/b12a05bb9e09b451db88,myeloid white cell count
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/b33b3f2a47f94086e2ad,Childhood-onset asthma
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/b398d888699b49237b1e,Lobar intracranial hemorrhage
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/b3b6dc68764226d4d6e0,Aggregate vessel volume; vessels 55-60 mm2
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/b9c52dc172d0767e7c2b,leukocyte count
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/bb8b9e24b533f8fb8cb6,Mean platelet volume
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/bd5de503f575d35fd76a,Dehydroepiandrosterone sulfate levels
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/bf068c2a3284416df516,lymphocyte measurement
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/c27b377780781865ed98,Insulin sensitivity adj BMI
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/c34243f64dd56c7f7092,Clonal haematopoiesis of indeterminate potential (DNMT3A mutation)
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/cba69164e825fbe07760,coronary artery disease
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/ccaaebc19ded5e31feca,Spine osteoarthritis
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/cdeb21b3228c0d5a6410,Clonal haematopoiesis of indeterminate potential (JAK2 mutation)
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/ce6fd694c65de6c9551f,Asthma exacerbations
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/d2c532279eb2337fe724,Exp MeanAtten RLL
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/d2e17a7aea821c6e6079,Alcoholic drinks per week
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/d47028a98f7a059beb94,Longevity (age >99th survival percentile)
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/d8985d6b4525404861b4,Secondary hypothyroidism
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/d9150c40fa6a80903e7b,Proliferative diabetic retinopathy (PDR) vs no PDR
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/d946ab66d3733149e9e2,Weight
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/d955a90fa88d29dbfff8,selenium measurement
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/da845dc119d841a7511b,Constipation in Parkinson's disease
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/db35c56fb1f9cd6d47f8,Usual walking pace
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/db839085209bb10728c2,Chronotype (single question)
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/dc2aa6ede313dadbfaf0,T2 lesion volume change in multiple sclerosis progression
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/dd82ef28df7bc9072791,Antisocial behavior; broad definition
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/e3afb0a53854773fc80c,PC3 dietary pattern
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/e4cde72f0571a25df77b,Diverticular disease age of onset
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/e5eceb3e0dc0bbc1d2bb,Hernia abdominopelvic cavity (additive model)
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/e6b580ab420dbec2f5f3,Fibrinogen
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/ebf7f76ec638dff57195,INL retinal layer thickness
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/ec30375b2447e0296df3,Rheumatoid arthritis
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/f2e3a6a636b7eed5a1a9,Type 2 diabetes with ketoacidosis
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/f512599b11e3c2eee9ac,Insulin at 30 min OGTT adj BMI
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/fae0927469a221a21748,Fresh fruit consumption
ARHGAP15,https://purl.org/okn/frink/kg/digcfdekg/node/trait/ff3810427c33f873701c,respiratory system disease
ARNTL,http://purl.obolibrary.org/obo/GO_0007623,circadian rhythm
ARNTL,http://purl.obolibrary.org/obo/HP_0000821,Hypothyroidism
ARNTL,http://purl.obolibrary.org/obo/HP_0000822,Hypertension
ARNTL,http://purl.obolibrary.org/obo/HP_0002619,Varicose veins
ARNTL,http://purl.obolibrary.org/obo/HP_0003418,Back pain
ARNTL,http://purl.obolibrary.org/obo/HP_0011459,esophageal carcinoma
ARNTL,http://purl.obolibrary.org/obo/HP_0012578,Membranous nephropathy
ARNTL,http://purl.obolibrary.org/obo/HP_0100280,Crohn's disease
ARNTL,http://purl.obolibrary.org/obo/MONDO_0001336,familial hyperlipidemia
ARNTL,http://purl.obolibrary.org/obo/MONDO_0005002,chronic obstructive pulmonary disease
ARNTL,http://purl.obolibrary.org/obo/MONDO_0005148,type 2 diabetes mellitus
ARNTL,http://purl.obolibrary.org/obo/MONDO_0005265,inflammatory bowel disease
ARNTL,http://purl.obolibrary.org/obo/MONDO_0005266,Diabetic retinopathy
ARNTL,http://purl.obolibrary.org/obo/MONDO_0005379,neurotic disorder
ARNTL,http://purl.obolibrary.org/obo/MONDO_0005416,osteoarthritis; knee
ARNTL,http://purl.obolibrary.org/obo/MONDO_0007186,Gastroesophageal reflux disease (GERD)
ARNTL,http://purl.obolibrary.org/obo/PR_000005965,Cystatin C
ARNTL,http://www.ebi.ac.uk/efo/EFO_0000195,metabolic syndrome
ARNTL,http://www.ebi.ac.uk/efo/EFO_0004195,LDL cholesterol
ARNTL,http://www.ebi.ac.uk/efo/EFO_0004305,erythrocyte count
ARNTL,http://www.ebi.ac.uk/efo/EFO_0004337,Intelligence
ARNTL,http://www.ebi.ac.uk/efo/EFO_0004340,Body mass index (BMI)
ARNTL,http://www.ebi.ac.uk/efo/EFO_0004343,waist-hip ratio
ARNTL,http://www.ebi.ac.uk/efo/EFO_0004348,hematocrit
ARNTL,http://www.ebi.ac.uk/efo/EFO_0004458,C-reactive protein measurement
ARNTL,http://www.ebi.ac.uk/efo/EFO_0004468,glucose measurement
ARNTL,http://www.ebi.ac.uk/efo/EFO_0004469,HOMA-B
ARNTL,http://www.ebi.ac.uk/efo/EFO_0004509,Hemoglobin
ARNTL,http://www.ebi.ac.uk/efo/EFO_0004530,triglyceride measurement
ARNTL,http://www.ebi.ac.uk/efo/EFO_0004533,Alkaline phosphatase (ALP)
ARNTL,http://www.ebi.ac.uk/efo/EFO_0004536,total blood protein measurement
ARNTL,http://www.ebi.ac.uk/efo/EFO_0004541,HbA1c
ARNTL,http://www.ebi.ac.uk/efo/EFO_0004570,bilirubin measurement
ARNTL,http://www.ebi.ac.uk/efo/EFO_0004574,Total cholesterol
ARNTL,http://www.ebi.ac.uk/efo/EFO_0004587,lymphocyte count
ARNTL,http://www.ebi.ac.uk/efo/EFO_0004611,low density lipoprotein cholesterol measurement
ARNTL,http://www.ebi.ac.uk/efo/EFO_0004612,high density lipoprotein cholesterol measurement
ARNTL,http://www.ebi.ac.uk/efo/EFO_0004614,apolipoprotein A 1 measurement
ARNTL,http://www.ebi.ac.uk/efo/EFO_0004615,apolipoprotein B measurement
ARNTL,http://www.ebi.ac.uk/efo/EFO_0004696,sex hormone-binding globulin measurement
ARNTL,http://www.ebi.ac.uk/efo/EFO_0004703,age at menarche
ARNTL,http://www.ebi.ac.uk/efo/EFO_0004713,FEV/FVC ratio
ARNTL,http://www.ebi.ac.uk/efo/EFO_0004732,lipoprotein measurement
ARNTL,http://www.ebi.ac.uk/efo/EFO_0004736,Aspartate aminotransferase (AST)
ARNTL,http://www.ebi.ac.uk/efo/EFO_0004792,plasminogen activator inhibitor 1 measurement
ARNTL,http://www.ebi.ac.uk/efo/EFO_0004833,Neutrophil count
ARNTL,http://www.ebi.ac.uk/efo/EFO_0004842,eosinophil count
ARNTL,http://www.ebi.ac.uk/efo/EFO_0004874,memory performance
ARNTL,http://www.ebi.ac.uk/efo/EFO_0004881,asparaginase hypersensitivity
ARNTL,http://www.ebi.ac.uk/efo/EFO_0004980,appendicular lean mass
ARNTL,http://www.ebi.ac.uk/efo/EFO_0005090,Basophil count
ARNTL,http://www.ebi.ac.uk/efo/EFO_0005091,Monocyte count
ARNTL,http://www.ebi.ac.uk/efo/EFO_0005670,smoking initiation
ARNTL,http://www.ebi.ac.uk/efo/EFO_0005677,puberty onset measurement
ARNTL,http://www.ebi.ac.uk/efo/EFO_0005941,mammographic density measurement
ARNTL,http://www.ebi.ac.uk/efo/EFO_0006335,Systolic blood pressure
ARNTL,http://www.ebi.ac.uk/efo/EFO_0006336,diastolic blood pressure
ARNTL,http://www.ebi.ac.uk/efo/EFO_0006340,mean arterial pressure
ARNTL,http://www.ebi.ac.uk/efo/EFO_0006502,mammographic density percentage
ARNTL,http://www.ebi.ac.uk/efo/EFO_0007005,free androgen index
ARNTL,http://www.ebi.ac.uk/efo/EFO_0007629,hemoglobin A1 measurement
ARNTL,http://www.ebi.ac.uk/efo/EFO_0007660,neuroticism measurement
ARNTL,http://www.ebi.ac.uk/efo/EFO_0007785,Femoral neck bone mineral density
ARNTL,http://www.ebi.ac.uk/efo/EFO_0007788,BMI-adjusted waist-hip ratio
ARNTL,http://www.ebi.ac.uk/efo/EFO_0007789,BMI-adjusted waist circumference
ARNTL,http://www.ebi.ac.uk/efo/EFO_0007800,body fat percentage
ARNTL,http://www.ebi.ac.uk/efo/EFO_0007869,wellbeing measurement
ARNTL,http://www.ebi.ac.uk/efo/EFO_0007929,triglyceride:HDL cholesterol ratio
ARNTL,http://www.ebi.ac.uk/efo/EFO_0007990,neutrophil percentage of leukocytes
ARNTL,http://www.ebi.ac.uk/efo/EFO_0007991,eosinophil percentage of leukocytes
ARNTL,http://www.ebi.ac.uk/efo/EFO_0007993,lymphocyte percentage of leukocytes
ARNTL,http://www.ebi.ac.uk/efo/EFO_0007994,neutrophil percentage of granulocytes
ARNTL,http://www.ebi.ac.uk/efo/EFO_0007996,eosinophil percentage of granulocytes
ARNTL,http://www.ebi.ac.uk/efo/EFO_0008111,diet measurement
ARNTL,http://www.ebi.ac.uk/efo/EFO_0008328,chronotype measurement
ARNTL,http://www.ebi.ac.uk/efo/EFO_0008393,reaction time measurement
ARNTL,http://www.ebi.ac.uk/efo/EFO_0008579,risk-taking behaviour
ARNTL,http://www.ebi.ac.uk/efo/EFO_0009270,heel bone mineral density
ARNTL,http://www.ebi.ac.uk/efo/EFO_0009289,left ventricular mass
ARNTL,http://www.ebi.ac.uk/efo/EFO_0009589,Worry
ARNTL,http://www.ebi.ac.uk/efo/EFO_0009592,social interaction measurement
ARNTL,http://www.ebi.ac.uk/efo/EFO_0009595,guilt measurement
ARNTL,http://www.ebi.ac.uk/efo/EFO_0009598,feeling miserable measurement
ARNTL,http://www.ebi.ac.uk/efo/EFO_0009718,peak expiratory flow
ARNTL,http://www.ebi.ac.uk/efo/EFO_0009924,Drugs used in diabetes use measurement
ARNTL,http://www.ebi.ac.uk/efo/EFO_0009931,Agents acting on the renin-angiotensin system use measurement
ARNTL,http://www.ebi.ac.uk/efo/EFO_0009932,HMG CoA reductase inhibitor use measurement
ARNTL,http://www.ebi.ac.uk/efo/EFO_0009961,Insulinogenic index
ARNTL,http://www.ebi.ac.uk/efo/EFO_0010091,tea consumption measurement
ARNTL,http://www.ebi.ac.uk/efo/EFO_0010114,citrate measurement
ARNTL,http://www.ebi.ac.uk/efo/EFO_0010351,cholesteryl ester measurement
ARNTL,http://www.ebi.ac.uk/efo/EFO_0010578,complex trait
ARNTL,http://www.ebi.ac.uk/efo/EFO_0010638,atopic asthma
ARNTL,http://www.ebi.ac.uk/efo/EFO_0010813,Fasting C-peptide
ARNTL,http://www.ebi.ac.uk/efo/EFO_0010967,urinary microalbumin measurement
ARNTL,http://www.ebi.ac.uk/efo/EFO_0020099,Weight-to-muscle ratio
ARNTL,http://www.ebi.ac.uk/efo/EFO_0020946,phospholipids:total lipids ratio
ARNTL,http://www.ebi.ac.uk/efo/EFO_0021796,sexual dimorphism measurement
ARNTL,http://www.ebi.ac.uk/efo/EFO_0021900,cholesterol in large HDL measurement
ARNTL,http://www.ebi.ac.uk/efo/EFO_0021903,cholesterol in medium HDL measurement
ARNTL,http://www.ebi.ac.uk/efo/EFO_0022144,triglycerides in very small VLDL measurement
ARNTL,http://www.ebi.ac.uk/efo/EFO_0022145,triglycerides in small VLDL measurement
ARNTL,http://www.ebi.ac.uk/efo/EFO_0022148,total lipids in small VLDL
ARNTL,http://www.ebi.ac.uk/efo/EFO_0022153,total lipids in medium VLDL
ARNTL,http://www.ebi.ac.uk/efo/EFO_0022157,free cholesterol in large HDL measurement
ARNTL,http://www.ebi.ac.uk/efo/EFO_0022162,total cholesterol in medium VLDL
ARNTL,http://www.ebi.ac.uk/efo/EFO_0022171,total cholesterol in small VLDL
ARNTL,http://www.ebi.ac.uk/efo/EFO_0022175,total lipids in large VLDL
ARNTL,http://www.ebi.ac.uk/efo/EFO_0022177,total cholesterol in large VLDL
ARNTL,http://www.ebi.ac.uk/efo/EFO_0022189,total lipids in large HDL
ARNTL,http://www.ebi.ac.uk/efo/EFO_0022190,phospholipids in large HDL measurement
ARNTL,http://www.ebi.ac.uk/efo/EFO_0022196,body surface area
ARNTL,http://www.ebi.ac.uk/efo/EFO_0022237,cholesterol to total lipids in medium HDL percentage
ARNTL,http://www.ebi.ac.uk/efo/EFO_0022245,cholesterol to total lipids in very small VLDL percentage
ARNTL,http://www.ebi.ac.uk/efo/EFO_0022251,cholesteryl esters to total lipids in medium HDL percentage
ARNTL,http://www.ebi.ac.uk/efo/EFO_0022253,cholesteryl esters to total lipids in medium VLDL percentage
ARNTL,http://www.ebi.ac.uk/efo/EFO_0022259,cholesteryl esters to total lipids in very small VLDL percentage
ARNTL,http://www.ebi.ac.uk/efo/EFO_0022264,free cholesterol in HDL measurement
ARNTL,http://www.ebi.ac.uk/efo/EFO_0022265,free cholesterol in large VLDL measurement
ARNTL,http://www.ebi.ac.uk/efo/EFO_0022267,free cholesterol in medium HDL measurement
ARNTL,http://www.ebi.ac.uk/efo/EFO_0022269,free cholesterol in medium VLDL measurement
ARNTL,http://www.ebi.ac.uk/efo/EFO_0022272,free cholesterol in small VLDL measurement
ARNTL,http://www.ebi.ac.uk/efo/EFO_0022279,free cholesterol to total lipids in large HDL percentage
ARNTL,http://www.ebi.ac.uk/efo/EFO_0022280,free cholesterol to total lipids in large LDL percentage
ARNTL,http://www.ebi.ac.uk/efo/EFO_0022282,free cholesterol to total lipids in medium HDL percentage
ARNTL,http://www.ebi.ac.uk/efo/EFO_0022288,free cholesterol to total lipids in very large HDL percentage
ARNTL,http://www.ebi.ac.uk/efo/EFO_0022298,phospholipids in very large HDL measurement
ARNTL,http://www.ebi.ac.uk/efo/EFO_0022301,phospholipids in VLDL measurement
ARNTL,http://www.ebi.ac.uk/efo/EFO_0022307,total lipids in HDL measurement
ARNTL,http://www.ebi.ac.uk/efo/EFO_0022327,triglycerides to phosphoglycerides ratio
ARNTL,http://www.ebi.ac.uk/efo/EFO_0022983,Nucleated red blood cell count
ARNTL,http://www.ebi.ac.uk/efo/EFO_0600088,lymphocyte:monocyte ratio
ARNTL,http://www.ebi.ac.uk/efo/EFO_0803370,photoreceptor cell layer thickness measurement
ARNTL,http://www.ebi.ac.uk/efo/EFO_1002011,Adult-onset asthma
ARNTL,http://www.orpha.net/ORDO/Orphanet_101435,Rare genetic eye disease
ARNTL,http://www.orpha.net/ORDO/Orphanet_101952,Rare diabetes mellitus
ARNTL,http://www.orpha.net/ORDO/Orphanet_101953,Rare dyslipidemia
ARNTL,http://www.orpha.net/ORDO/Orphanet_101957,Pituitary deficiency
ARNTL,http://www.orpha.net/ORDO/Orphanet_101997,Primary immunodeficiency
ARNTL,http://www.orpha.net/ORDO/Orphanet_102283,Multiple congenital anomalies/dysmorphic syndrome-intellectual disability
ARNTL,http://www.orpha.net/ORDO/Orphanet_117569,Rare intestinal disease
ARNTL,http://www.orpha.net/ORDO/Orphanet_138047,Pierre Robin syndrome associated with a chromosomal anomaly
ARNTL,http://www.orpha.net/ORDO/Orphanet_139012,Rare bone development disorder
ARNTL,http://www.orpha.net/ORDO/Orphanet_139024,Overgrowth/obesity syndrome
ARNTL,http://www.orpha.net/ORDO/Orphanet_139033,Progeroid syndrome
ARNTL,http://www.orpha.net/ORDO/Orphanet_139393,Syndromic craniosynostosis
ARNTL,http://www.orpha.net/ORDO/Orphanet_1531,Craniosynostosis
ARNTL,http://www.orpha.net/ORDO/Orphanet_156162,Renal ciliopathy
ARNTL,http://www.orpha.net/ORDO/Orphanet_156532,Rare syndrome with cardiac malformations
ARNTL,http://www.orpha.net/ORDO/Orphanet_156638,Rare genetic endocrine disease
ARNTL,http://www.orpha.net/ORDO/Orphanet_156643,Genetic endocrine growth disease
ARNTL,http://www.orpha.net/ORDO/Orphanet_1572,Common variable immunodeficiency
ARNTL,http://www.orpha.net/ORDO/Orphanet_165652,Rare genetic gastroenterological disease
ARNTL,http://www.orpha.net/ORDO/Orphanet_165655,Genetic intestinal disease
ARNTL,http://www.orpha.net/ORDO/Orphanet_169361,Immune dysregulation disease with immunodeficiency
ARNTL,http://www.orpha.net/ORDO/Orphanet_171895,Myeloid hemopathy
ARNTL,http://www.orpha.net/ORDO/Orphanet_171898,Lymphoid hemopathy
ARNTL,http://www.orpha.net/ORDO/Orphanet_174590,Congenital hypogonadotropic hypogonadism
ARNTL,http://www.orpha.net/ORDO/Orphanet_179006,Primary immunodeficiency due to a defect in adaptive immunity
ARNTL,http://www.orpha.net/ORDO/Orphanet_180208,Anomaly of puberty or/and menstrual cycle
ARNTL,http://www.orpha.net/ORDO/Orphanet_181368,Rare insulin-resistance syndrome
ARNTL,http://www.orpha.net/ORDO/Orphanet_181384,Rare hypothalamic or pituitary disease
ARNTL,http://www.orpha.net/ORDO/Orphanet_181390,Endocrinopathy with congenital hypogonadotropic hypogonadism as a major feature
