symbol,prot,aspect,go,go_label,go_id
CALB1,http://purl.uniprot.org/uniprot/P05937,CC,http://purl.obolibrary.org/obo/GO_0005829,cytosol,GO_0005829
CALB1,http://purl.uniprot.org/uniprot/P05937,CC,http://purl.obolibrary.org/obo/GO_0030424,axon,GO_0030424
CALB1,http://purl.uniprot.org/uniprot/P05937,CC,http://purl.obolibrary.org/obo/GO_0030425,dendrite,GO_0030425
CALB1,http://purl.uniprot.org/uniprot/P05937,CC,http://purl.obolibrary.org/obo/GO_0032420,stereocilium,GO_0032420
CALB1,http://purl.uniprot.org/uniprot/P05937,CC,http://purl.obolibrary.org/obo/GO_0032437,cuticular plate,GO_0032437
CALB1,http://purl.uniprot.org/uniprot/P05937,CC,http://purl.obolibrary.org/obo/GO_0043005,neuron projection,GO_0043005
CALB1,http://purl.uniprot.org/uniprot/P05937,CC,http://purl.obolibrary.org/obo/GO_0043025,neuronal cell body,GO_0043025
CALB1,http://purl.uniprot.org/uniprot/P05937,CC,http://purl.obolibrary.org/obo/GO_0044297,cell body,GO_0044297
CALB1,http://purl.uniprot.org/uniprot/P05937,CC,http://purl.obolibrary.org/obo/GO_0045202,synapse,GO_0045202
CALB1,http://purl.uniprot.org/uniprot/P05937,CC,http://purl.obolibrary.org/obo/GO_0070062,extracellular exosome,GO_0070062
CALB1,http://purl.uniprot.org/uniprot/P05937,MF,http://purl.obolibrary.org/obo/GO_0005499,vitamin D binding,GO_0005499
CALB1,http://purl.uniprot.org/uniprot/P05937,MF,http://purl.obolibrary.org/obo/GO_0005509,calcium ion binding,GO_0005509
CALB1,http://purl.uniprot.org/uniprot/P05937,MF,http://purl.obolibrary.org/obo/GO_0005515,protein binding,GO_0005515
CALB1,http://purl.uniprot.org/uniprot/P05937,MF,http://purl.obolibrary.org/obo/GO_0008270,zinc ion binding,GO_0008270
CALB1,http://purl.uniprot.org/uniprot/P05937,MF,http://purl.obolibrary.org/obo/GO_0046872,metal ion binding,GO_0046872
CALB1,http://purl.uniprot.org/uniprot/P05937,MF,http://purl.obolibrary.org/obo/GO_0099534,calcium ion binding involved in regulation of presynaptic cytosolic calcium ion concentration,GO_0099534
CALB1,http://purl.uniprot.org/uniprot/P05937,MF,http://purl.obolibrary.org/obo/GO_0099567,calcium ion binding involved in regulation of postsynaptic cytosolic calcium ion concentration,GO_0099567
CDC6,http://purl.uniprot.org/uniprot/Q99741,BP,http://purl.obolibrary.org/obo/GO_0000076,DNA replication checkpoint signaling,GO_0000076
CDC6,http://purl.uniprot.org/uniprot/Q99741,BP,http://purl.obolibrary.org/obo/GO_0000079,regulation of cyclin-dependent protein serine/threonine kinase activity,GO_0000079
CDC6,http://purl.uniprot.org/uniprot/Q99741,BP,http://purl.obolibrary.org/obo/GO_0006260,DNA replication,GO_0006260
CDC6,http://purl.uniprot.org/uniprot/Q99741,BP,http://purl.obolibrary.org/obo/GO_0006270,DNA replication initiation,GO_0006270
CDC6,http://purl.uniprot.org/uniprot/Q99741,BP,http://purl.obolibrary.org/obo/GO_0007089,traversing start control point of mitotic cell cycle,GO_0007089
CDC6,http://purl.uniprot.org/uniprot/Q99741,BP,http://purl.obolibrary.org/obo/GO_0008156,negative regulation of DNA replication,GO_0008156
CDC6,http://purl.uniprot.org/uniprot/Q99741,BP,http://purl.obolibrary.org/obo/GO_0008285,negative regulation of cell population proliferation,GO_0008285
CDC6,http://purl.uniprot.org/uniprot/Q99741,BP,http://purl.obolibrary.org/obo/GO_0030071,regulation of mitotic metaphase/anaphase transition,GO_0030071
CDC6,http://purl.uniprot.org/uniprot/Q99741,BP,http://purl.obolibrary.org/obo/GO_0032467,positive regulation of cytokinesis,GO_0032467
CDC6,http://purl.uniprot.org/uniprot/Q99741,BP,http://purl.obolibrary.org/obo/GO_0048146,positive regulation of fibroblast proliferation,GO_0048146
CDC6,http://purl.uniprot.org/uniprot/Q99741,BP,http://purl.obolibrary.org/obo/GO_0051301,cell division,GO_0051301
CDC6,http://purl.uniprot.org/uniprot/Q99741,BP,http://purl.obolibrary.org/obo/GO_0051984,positive regulation of chromosome segregation,GO_0051984
CDC6,http://purl.uniprot.org/uniprot/Q99741,BP,http://purl.obolibrary.org/obo/GO_1904117,cellular response to vasopressin,GO_1904117
CDC6,http://purl.uniprot.org/uniprot/Q99741,BP,http://purl.obolibrary.org/obo/GO_1904385,cellular response to angiotensin,GO_1904385
CDC6,http://purl.uniprot.org/uniprot/Q99741,CC,http://purl.obolibrary.org/obo/GO_0000922,spindle pole,GO_0000922
CDC6,http://purl.uniprot.org/uniprot/Q99741,CC,http://purl.obolibrary.org/obo/GO_0005634,nucleus,GO_0005634
CDC6,http://purl.uniprot.org/uniprot/Q99741,CC,http://purl.obolibrary.org/obo/GO_0005654,nucleoplasm,GO_0005654
CDC6,http://purl.uniprot.org/uniprot/Q99741,CC,http://purl.obolibrary.org/obo/GO_0005730,nucleolus,GO_0005730
CDC6,http://purl.uniprot.org/uniprot/Q99741,CC,http://purl.obolibrary.org/obo/GO_0005737,cytoplasm,GO_0005737
CDC6,http://purl.uniprot.org/uniprot/Q99741,CC,http://purl.obolibrary.org/obo/GO_0005819,spindle,GO_0005819
CDC6,http://purl.uniprot.org/uniprot/Q99741,CC,http://purl.obolibrary.org/obo/GO_0005829,cytosol,GO_0005829
CDC6,http://purl.uniprot.org/uniprot/Q99741,CC,http://purl.obolibrary.org/obo/GO_0051233,spindle midzone,GO_0051233
CDC6,http://purl.uniprot.org/uniprot/Q99741,MF,http://purl.obolibrary.org/obo/GO_0000166,nucleotide binding,GO_0000166
CDC6,http://purl.uniprot.org/uniprot/Q99741,MF,http://purl.obolibrary.org/obo/GO_0003682,chromatin binding,GO_0003682
CDC6,http://purl.uniprot.org/uniprot/Q99741,MF,http://purl.obolibrary.org/obo/GO_0005515,protein binding,GO_0005515
CDC6,http://purl.uniprot.org/uniprot/Q99741,MF,http://purl.obolibrary.org/obo/GO_0005524,ATP binding,GO_0005524
CDC6,http://purl.uniprot.org/uniprot/Q99741,MF,http://purl.obolibrary.org/obo/GO_0120283,protein serine/threonine kinase binding,GO_0120283
CHAT,http://purl.uniprot.org/uniprot/P28329,BP,http://purl.obolibrary.org/obo/GO_0006656,phosphatidylcholine biosynthetic process,GO_0006656
CHAT,http://purl.uniprot.org/uniprot/P28329,BP,http://purl.obolibrary.org/obo/GO_0006836,neurotransmitter transport,GO_0006836
CHAT,http://purl.uniprot.org/uniprot/P28329,CC,http://purl.obolibrary.org/obo/GO_0005634,nucleus,GO_0005634
CHAT,http://purl.uniprot.org/uniprot/P28329,CC,http://purl.obolibrary.org/obo/GO_0005737,cytoplasm,GO_0005737
CHAT,http://purl.uniprot.org/uniprot/P28329,CC,http://purl.obolibrary.org/obo/GO_0005829,cytosol,GO_0005829
CHAT,http://purl.uniprot.org/uniprot/P28329,CC,http://purl.obolibrary.org/obo/GO_0045202,synapse,GO_0045202
CHAT,http://purl.uniprot.org/uniprot/P28329,MF,http://purl.obolibrary.org/obo/GO_0004102,choline O-acetyltransferase activity,GO_0004102
CHAT,http://purl.uniprot.org/uniprot/P28329,MF,http://purl.obolibrary.org/obo/GO_0016740,transferase activity,GO_0016740
CHAT,http://purl.uniprot.org/uniprot/P28329,MF,http://purl.obolibrary.org/obo/GO_0016746,acyltransferase activity,GO_0016746
CHIA,http://purl.uniprot.org/uniprot/Q9BZP6,BP,http://purl.obolibrary.org/obo/GO_0000272,polysaccharide catabolic process,GO_0000272
CHIA,http://purl.uniprot.org/uniprot/Q9BZP6,BP,http://purl.obolibrary.org/obo/GO_0002376,immune system process,GO_0002376
CHIA,http://purl.uniprot.org/uniprot/Q9BZP6,BP,http://purl.obolibrary.org/obo/GO_0002532,production of molecular mediator involved in inflammatory response,GO_0002532
CHIA,http://purl.uniprot.org/uniprot/Q9BZP6,BP,http://purl.obolibrary.org/obo/GO_0005975,carbohydrate metabolic process,GO_0005975
CHIA,http://purl.uniprot.org/uniprot/Q9BZP6,BP,http://purl.obolibrary.org/obo/GO_0006030,chitin metabolic process,GO_0006030
CHIA,http://purl.uniprot.org/uniprot/Q9BZP6,BP,http://purl.obolibrary.org/obo/GO_0006032,chitin catabolic process,GO_0006032
CHIA,http://purl.uniprot.org/uniprot/Q9BZP6,BP,http://purl.obolibrary.org/obo/GO_0006915,apoptotic process,GO_0006915
CHIA,http://purl.uniprot.org/uniprot/Q9BZP6,BP,http://purl.obolibrary.org/obo/GO_0006954,inflammatory response,GO_0006954
CHIA,http://purl.uniprot.org/uniprot/Q9BZP6,BP,http://purl.obolibrary.org/obo/GO_0032722,positive regulation of chemokine production,GO_0032722
CHIA,http://purl.uniprot.org/uniprot/Q9BZP6,BP,http://purl.obolibrary.org/obo/GO_0044245,polysaccharide digestion,GO_0044245
CHIA,http://purl.uniprot.org/uniprot/Q9BZP6,CC,http://purl.obolibrary.org/obo/GO_0005576,extracellular region,GO_0005576
CHIA,http://purl.uniprot.org/uniprot/Q9BZP6,CC,http://purl.obolibrary.org/obo/GO_0005615,extracellular space,GO_0005615
CHIA,http://purl.uniprot.org/uniprot/Q9BZP6,CC,http://purl.obolibrary.org/obo/GO_0005737,cytoplasm,GO_0005737
CHIA,http://purl.uniprot.org/uniprot/Q9BZP6,MF,http://purl.obolibrary.org/obo/GO_0004553,"hydrolase activity, hydrolyzing O-glycosyl compounds",GO_0004553
CHIA,http://purl.uniprot.org/uniprot/Q9BZP6,MF,http://purl.obolibrary.org/obo/GO_0004568,chitinase activity,GO_0004568
CHIA,http://purl.uniprot.org/uniprot/Q9BZP6,MF,http://purl.obolibrary.org/obo/GO_0005515,protein binding,GO_0005515
CHIA,http://purl.uniprot.org/uniprot/Q9BZP6,MF,http://purl.obolibrary.org/obo/GO_0008061,chitin binding,GO_0008061
CHIA,http://purl.uniprot.org/uniprot/Q9BZP6,MF,http://purl.obolibrary.org/obo/GO_0008843,endochitinase activity,GO_0008843
CHIA,http://purl.uniprot.org/uniprot/Q9BZP6,MF,http://purl.obolibrary.org/obo/GO_0016787,hydrolase activity,GO_0016787
CHIA,http://purl.uniprot.org/uniprot/Q9BZP6,MF,http://purl.obolibrary.org/obo/GO_0016798,"hydrolase activity, acting on glycosyl bonds",GO_0016798
CHIA,http://purl.uniprot.org/uniprot/Q9BZP6,MF,http://purl.obolibrary.org/obo/GO_0019900,kinase binding,GO_0019900
CNTN2,http://purl.uniprot.org/uniprot/Q02246,BP,http://purl.obolibrary.org/obo/GO_0002021,response to dietary excess,GO_0002021
CNTN2,http://purl.uniprot.org/uniprot/Q02246,BP,http://purl.obolibrary.org/obo/GO_0002023,reduction of food intake in response to dietary excess,GO_0002023
CNTN2,http://purl.uniprot.org/uniprot/Q02246,BP,http://purl.obolibrary.org/obo/GO_0007155,cell adhesion,GO_0007155
CNTN2,http://purl.uniprot.org/uniprot/Q02246,BP,http://purl.obolibrary.org/obo/GO_0022604,regulation of cell morphogenesis,GO_0022604
CNTN2,http://purl.uniprot.org/uniprot/Q02246,BP,http://purl.obolibrary.org/obo/GO_0045163,clustering of voltage-gated potassium channels,GO_0045163
CNTN2,http://purl.uniprot.org/uniprot/Q02246,BP,http://purl.obolibrary.org/obo/GO_0045444,fat cell differentiation,GO_0045444
CNTN2,http://purl.uniprot.org/uniprot/Q02246,BP,http://purl.obolibrary.org/obo/GO_0071205,protein localization to juxtaparanode region of axon,GO_0071205
CNTN2,http://purl.uniprot.org/uniprot/Q02246,BP,http://purl.obolibrary.org/obo/GO_0071206,establishment of protein localization to juxtaparanode region of axon,GO_0071206
CNTN2,http://purl.uniprot.org/uniprot/Q02246,BP,http://purl.obolibrary.org/obo/GO_0097090,presynaptic membrane organization,GO_0097090
CNTN2,http://purl.uniprot.org/uniprot/Q02246,CC,http://purl.obolibrary.org/obo/GO_0005886,plasma membrane,GO_0005886
CNTN2,http://purl.uniprot.org/uniprot/Q02246,CC,http://purl.obolibrary.org/obo/GO_0009986,cell surface,GO_0009986
CNTN2,http://purl.uniprot.org/uniprot/Q02246,CC,http://purl.obolibrary.org/obo/GO_0030424,axon,GO_0030424
CNTN2,http://purl.uniprot.org/uniprot/Q02246,CC,http://purl.obolibrary.org/obo/GO_0033268,node of Ranvier,GO_0033268
CNTN2,http://purl.uniprot.org/uniprot/Q02246,CC,http://purl.obolibrary.org/obo/GO_0043005,neuron projection,GO_0043005
CNTN2,http://purl.uniprot.org/uniprot/Q02246,CC,http://purl.obolibrary.org/obo/GO_0043025,neuronal cell body,GO_0043025
CNTN2,http://purl.uniprot.org/uniprot/Q02246,CC,http://purl.obolibrary.org/obo/GO_0043209,myelin sheath,GO_0043209
CNTN2,http://purl.uniprot.org/uniprot/Q02246,CC,http://purl.obolibrary.org/obo/GO_0044224,juxtaparanode region of axon,GO_0044224
CNTN2,http://purl.uniprot.org/uniprot/Q02246,CC,http://purl.obolibrary.org/obo/GO_0045202,synapse,GO_0045202
CNTN2,http://purl.uniprot.org/uniprot/Q02246,CC,http://purl.obolibrary.org/obo/GO_0098552,side of membrane,GO_0098552
CNTN2,http://purl.uniprot.org/uniprot/Q02246,MF,http://purl.obolibrary.org/obo/GO_0005515,protein binding,GO_0005515
CNTN2,http://purl.uniprot.org/uniprot/Q02246,MF,http://purl.obolibrary.org/obo/GO_0030246,carbohydrate binding,GO_0030246
CNTN2,http://purl.uniprot.org/uniprot/Q02246,MF,http://purl.obolibrary.org/obo/GO_0098631,cell adhesion mediator activity,GO_0098631
CRELD2,http://purl.uniprot.org/uniprot/Q6UXH1,CC,http://purl.obolibrary.org/obo/GO_0005615,extracellular space,GO_0005615
CRELD2,http://purl.uniprot.org/uniprot/Q6UXH1,CC,http://purl.obolibrary.org/obo/GO_0005783,endoplasmic reticulum,GO_0005783
CRELD2,http://purl.uniprot.org/uniprot/Q6UXH1,CC,http://purl.obolibrary.org/obo/GO_0005794,Golgi apparatus,GO_0005794
CRELD2,http://purl.uniprot.org/uniprot/Q6UXH1,MF,http://purl.obolibrary.org/obo/GO_0003756,protein disulfide isomerase activity,GO_0003756
CRELD2,http://purl.uniprot.org/uniprot/Q6UXH1,MF,http://purl.obolibrary.org/obo/GO_0005509,calcium ion binding,GO_0005509
CRELD2,http://purl.uniprot.org/uniprot/Q6UXH1,MF,http://purl.obolibrary.org/obo/GO_0005515,protein binding,GO_0005515
CRELD2,http://purl.uniprot.org/uniprot/Q6UXH1,MF,http://purl.obolibrary.org/obo/GO_0016853,isomerase activity,GO_0016853
CYP26B1,http://purl.uniprot.org/uniprot/Q9NR63,BP,http://purl.obolibrary.org/obo/GO_0001709,cell fate determination,GO_0001709
CYP26B1,http://purl.uniprot.org/uniprot/Q9NR63,BP,http://purl.obolibrary.org/obo/GO_0001822,kidney development,GO_0001822
CYP26B1,http://purl.uniprot.org/uniprot/Q9NR63,BP,http://purl.obolibrary.org/obo/GO_0006629,lipid metabolic process,GO_0006629
CYP26B1,http://purl.uniprot.org/uniprot/Q9NR63,BP,http://purl.obolibrary.org/obo/GO_0006766,vitamin metabolic process,GO_0006766
CYP26B1,http://purl.uniprot.org/uniprot/Q9NR63,BP,http://purl.obolibrary.org/obo/GO_0006805,xenobiotic metabolic process,GO_0006805
CYP26B1,http://purl.uniprot.org/uniprot/Q9NR63,BP,http://purl.obolibrary.org/obo/GO_0007140,male meiotic nuclear division,GO_0007140
CYP26B1,http://purl.uniprot.org/uniprot/Q9NR63,BP,http://purl.obolibrary.org/obo/GO_0007283,spermatogenesis,GO_0007283
CYP26B1,http://purl.uniprot.org/uniprot/Q9NR63,BP,http://purl.obolibrary.org/obo/GO_0009954,proximal/distal pattern formation,GO_0009954
CYP26B1,http://purl.uniprot.org/uniprot/Q9NR63,BP,http://purl.obolibrary.org/obo/GO_0010628,positive regulation of gene expression,GO_0010628
CYP26B1,http://purl.uniprot.org/uniprot/Q9NR63,BP,http://purl.obolibrary.org/obo/GO_0030326,embryonic limb morphogenesis,GO_0030326
CYP26B1,http://purl.uniprot.org/uniprot/Q9NR63,BP,http://purl.obolibrary.org/obo/GO_0032526,response to retinoic acid,GO_0032526
CYP26B1,http://purl.uniprot.org/uniprot/Q9NR63,BP,http://purl.obolibrary.org/obo/GO_0033189,response to vitamin A,GO_0033189
CYP26B1,http://purl.uniprot.org/uniprot/Q9NR63,BP,http://purl.obolibrary.org/obo/GO_0034653,retinoic acid catabolic process,GO_0034653
CYP26B1,http://purl.uniprot.org/uniprot/Q9NR63,BP,http://purl.obolibrary.org/obo/GO_0042573,retinoic acid metabolic process,GO_0042573
CYP26B1,http://purl.uniprot.org/uniprot/Q9NR63,BP,http://purl.obolibrary.org/obo/GO_0043587,tongue morphogenesis,GO_0043587
CYP26B1,http://purl.uniprot.org/uniprot/Q9NR63,BP,http://purl.obolibrary.org/obo/GO_0048387,negative regulation of retinoic acid receptor signaling pathway,GO_0048387
CYP26B1,http://purl.uniprot.org/uniprot/Q9NR63,BP,http://purl.obolibrary.org/obo/GO_0060349,bone morphogenesis,GO_0060349
CYP26B1,http://purl.uniprot.org/uniprot/Q9NR63,BP,http://purl.obolibrary.org/obo/GO_0071300,cellular response to retinoic acid,GO_0071300
CYP26B1,http://purl.uniprot.org/uniprot/Q9NR63,BP,http://purl.obolibrary.org/obo/GO_2001037,positive regulation of tongue muscle cell differentiation,GO_2001037
CYP26B1,http://purl.uniprot.org/uniprot/Q9NR63,CC,http://purl.obolibrary.org/obo/GO_0005737,cytoplasm,GO_0005737
CYP26B1,http://purl.uniprot.org/uniprot/Q9NR63,CC,http://purl.obolibrary.org/obo/GO_0005789,endoplasmic reticulum membrane,GO_0005789
CYP26B1,http://purl.uniprot.org/uniprot/Q9NR63,MF,http://purl.obolibrary.org/obo/GO_0001972,retinoic acid binding,GO_0001972
CYP26B1,http://purl.uniprot.org/uniprot/Q9NR63,MF,http://purl.obolibrary.org/obo/GO_0004497,monooxygenase activity,GO_0004497
CYP26B1,http://purl.uniprot.org/uniprot/Q9NR63,MF,http://purl.obolibrary.org/obo/GO_0005506,iron ion binding,GO_0005506
CYP26B1,http://purl.uniprot.org/uniprot/Q9NR63,MF,http://purl.obolibrary.org/obo/GO_0005515,protein binding,GO_0005515
CYP26B1,http://purl.uniprot.org/uniprot/Q9NR63,MF,http://purl.obolibrary.org/obo/GO_0008401,retinoic acid 4-hydroxylase activity,GO_0008401
CYP26B1,http://purl.uniprot.org/uniprot/Q9NR63,MF,http://purl.obolibrary.org/obo/GO_0016491,oxidoreductase activity,GO_0016491
CYP26B1,http://purl.uniprot.org/uniprot/Q9NR63,MF,http://purl.obolibrary.org/obo/GO_0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",GO_0016705
CYP26B1,http://purl.uniprot.org/uniprot/Q9NR63,MF,http://purl.obolibrary.org/obo/GO_0016709,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen",GO_0016709
CYP26B1,http://purl.uniprot.org/uniprot/Q9NR63,MF,http://purl.obolibrary.org/obo/GO_0020037,heme binding,GO_0020037
CYP26B1,http://purl.uniprot.org/uniprot/Q9NR63,MF,http://purl.obolibrary.org/obo/GO_0046872,metal ion binding,GO_0046872
CYP26B1,http://purl.uniprot.org/uniprot/Q9NR63,MF,http://purl.obolibrary.org/obo/GO_0062183,all-trans retinoic acid 18-hydroxylase activity,GO_0062183
DKK3,http://purl.uniprot.org/uniprot/Q9UBP4,BP,http://purl.obolibrary.org/obo/GO_0009653,anatomical structure morphogenesis,GO_0009653
DKK3,http://purl.uniprot.org/uniprot/Q9UBP4,BP,http://purl.obolibrary.org/obo/GO_0016055,Wnt signaling pathway,GO_0016055
DKK3,http://purl.uniprot.org/uniprot/Q9UBP4,BP,http://purl.obolibrary.org/obo/GO_0017015,regulation of transforming growth factor beta receptor signaling pathway,GO_0017015
DKK3,http://purl.uniprot.org/uniprot/Q9UBP4,BP,http://purl.obolibrary.org/obo/GO_0030178,negative regulation of Wnt signaling pathway,GO_0030178
DKK3,http://purl.uniprot.org/uniprot/Q9UBP4,BP,http://purl.obolibrary.org/obo/GO_0030325,adrenal gland development,GO_0030325
DKK3,http://purl.uniprot.org/uniprot/Q9UBP4,BP,http://purl.obolibrary.org/obo/GO_0032348,negative regulation of aldosterone biosynthetic process,GO_0032348
DKK3,http://purl.uniprot.org/uniprot/Q9UBP4,BP,http://purl.obolibrary.org/obo/GO_0045892,negative regulation of DNA-templated transcription,GO_0045892
DKK3,http://purl.uniprot.org/uniprot/Q9UBP4,BP,http://purl.obolibrary.org/obo/GO_0090090,negative regulation of canonical Wnt signaling pathway,GO_0090090
DKK3,http://purl.uniprot.org/uniprot/Q9UBP4,BP,http://purl.obolibrary.org/obo/GO_1902613,negative regulation of anti-Mullerian hormone signaling pathway,GO_1902613
DKK3,http://purl.uniprot.org/uniprot/Q9UBP4,BP,http://purl.obolibrary.org/obo/GO_2000065,negative regulation of cortisol biosynthetic process,GO_2000065
DKK3,http://purl.uniprot.org/uniprot/Q9UBP4,CC,http://purl.obolibrary.org/obo/GO_0005576,extracellular region,GO_0005576
DKK3,http://purl.uniprot.org/uniprot/Q9UBP4,CC,http://purl.obolibrary.org/obo/GO_0005615,extracellular space,GO_0005615
DKK3,http://purl.uniprot.org/uniprot/Q9UBP4,MF,http://purl.obolibrary.org/obo/GO_0005515,protein binding,GO_0005515
DLAT,http://purl.uniprot.org/uniprot/P10515,BP,http://purl.obolibrary.org/obo/GO_0006006,glucose metabolic process,GO_0006006
DLAT,http://purl.uniprot.org/uniprot/P10515,BP,http://purl.obolibrary.org/obo/GO_0006086,pyruvate decarboxylation to acetyl-CoA,GO_0006086
DLAT,http://purl.uniprot.org/uniprot/P10515,BP,http://purl.obolibrary.org/obo/GO_0006099,tricarboxylic acid cycle,GO_0006099
DLAT,http://purl.uniprot.org/uniprot/P10515,BP,http://purl.obolibrary.org/obo/GO_0042867,pyruvate catabolic process,GO_0042867
DLAT,http://purl.uniprot.org/uniprot/P10515,CC,http://purl.obolibrary.org/obo/GO_0005739,mitochondrion,GO_0005739
DLAT,http://purl.uniprot.org/uniprot/P10515,CC,http://purl.obolibrary.org/obo/GO_0005759,mitochondrial matrix,GO_0005759
DLAT,http://purl.uniprot.org/uniprot/P10515,MF,http://purl.obolibrary.org/obo/GO_0004742,dihydrolipoyllysine-residue acetyltransferase activity,GO_0004742
DLAT,http://purl.uniprot.org/uniprot/P10515,MF,http://purl.obolibrary.org/obo/GO_0005515,protein binding,GO_0005515
DLAT,http://purl.uniprot.org/uniprot/P10515,MF,http://purl.obolibrary.org/obo/GO_0016407,acetyltransferase activity,GO_0016407
DLAT,http://purl.uniprot.org/uniprot/P10515,MF,http://purl.obolibrary.org/obo/GO_0016740,transferase activity,GO_0016740
DLAT,http://purl.uniprot.org/uniprot/P10515,MF,http://purl.obolibrary.org/obo/GO_0016746,acyltransferase activity,GO_0016746
DLAT,http://purl.uniprot.org/uniprot/P10515,MF,http://purl.obolibrary.org/obo/GO_0042802,identical protein binding,GO_0042802
DNAH10,http://purl.uniprot.org/uniprot/Q8IVF4,BP,http://purl.obolibrary.org/obo/GO_0007017,microtubule-based process,GO_0007017
DNAH10,http://purl.uniprot.org/uniprot/Q8IVF4,BP,http://purl.obolibrary.org/obo/GO_0007018,microtubule-based movement,GO_0007018
DNAH10,http://purl.uniprot.org/uniprot/Q8IVF4,CC,http://purl.obolibrary.org/obo/GO_0005874,microtubule,GO_0005874
DNAH10,http://purl.uniprot.org/uniprot/Q8IVF4,CC,http://purl.obolibrary.org/obo/GO_0005930,axoneme,GO_0005930
DNAH10,http://purl.uniprot.org/uniprot/Q8IVF4,CC,http://purl.obolibrary.org/obo/GO_0097228,sperm principal piece,GO_0097228
DNAH10,http://purl.uniprot.org/uniprot/Q8IVF4,CC,http://purl.obolibrary.org/obo/GO_0097729,9+2 motile cilium,GO_0097729
DNAH10,http://purl.uniprot.org/uniprot/Q8IVF4,MF,http://purl.obolibrary.org/obo/GO_0000166,nucleotide binding,GO_0000166
DNAH10,http://purl.uniprot.org/uniprot/Q8IVF4,MF,http://purl.obolibrary.org/obo/GO_0003777,microtubule motor activity,GO_0003777
DNAH10,http://purl.uniprot.org/uniprot/Q8IVF4,MF,http://purl.obolibrary.org/obo/GO_0005524,ATP binding,GO_0005524
DNAH10,http://purl.uniprot.org/uniprot/Q8IVF4,MF,http://purl.obolibrary.org/obo/GO_0008017,microtubule binding,GO_0008017
DNAH10,http://purl.uniprot.org/uniprot/Q8IVF4,MF,http://purl.obolibrary.org/obo/GO_0008569,minus-end-directed microtubule motor activity,GO_0008569
DNAH10,http://purl.uniprot.org/uniprot/Q8IVF4,MF,http://purl.obolibrary.org/obo/GO_0045505,dynein intermediate chain binding,GO_0045505
DNAH10,http://purl.uniprot.org/uniprot/Q8IVF4,MF,http://purl.obolibrary.org/obo/GO_0051959,dynein light intermediate chain binding,GO_0051959
DYRK2,http://purl.uniprot.org/uniprot/Q92630,BP,http://purl.obolibrary.org/obo/GO_0006468,protein phosphorylation,GO_0006468
DYRK2,http://purl.uniprot.org/uniprot/Q92630,BP,http://purl.obolibrary.org/obo/GO_0006915,apoptotic process,GO_0006915
DYRK2,http://purl.uniprot.org/uniprot/Q92630,BP,http://purl.obolibrary.org/obo/GO_0006974,DNA damage response,GO_0006974
DYRK2,http://purl.uniprot.org/uniprot/Q92630,BP,http://purl.obolibrary.org/obo/GO_0007224,smoothened signaling pathway,GO_0007224
DYRK2,http://purl.uniprot.org/uniprot/Q92630,BP,http://purl.obolibrary.org/obo/GO_0042771,intrinsic apoptotic signaling pathway in response to DNA damage by p53 class mediator,GO_0042771
DYRK2,http://purl.uniprot.org/uniprot/Q92630,BP,http://purl.obolibrary.org/obo/GO_0045725,positive regulation of glycogen biosynthetic process,GO_0045725
DYRK2,http://purl.uniprot.org/uniprot/Q92630,BP,http://purl.obolibrary.org/obo/GO_0045880,positive regulation of smoothened signaling pathway,GO_0045880
DYRK2,http://purl.uniprot.org/uniprot/Q92630,BP,http://purl.obolibrary.org/obo/GO_0070885,negative regulation of calcineurin-NFAT signaling cascade,GO_0070885
DYRK2,http://purl.uniprot.org/uniprot/Q92630,BP,http://purl.obolibrary.org/obo/GO_1901796,regulation of signal transduction by p53 class mediator,GO_1901796
DYRK2,http://purl.uniprot.org/uniprot/Q92630,CC,http://purl.obolibrary.org/obo/GO_0005634,nucleus,GO_0005634
DYRK2,http://purl.uniprot.org/uniprot/Q92630,CC,http://purl.obolibrary.org/obo/GO_0005654,nucleoplasm,GO_0005654
DYRK2,http://purl.uniprot.org/uniprot/Q92630,CC,http://purl.obolibrary.org/obo/GO_0005737,cytoplasm,GO_0005737
DYRK2,http://purl.uniprot.org/uniprot/Q92630,CC,http://purl.obolibrary.org/obo/GO_0005829,cytosol,GO_0005829
DYRK2,http://purl.uniprot.org/uniprot/Q92630,MF,http://purl.obolibrary.org/obo/GO_0000166,nucleotide binding,GO_0000166
DYRK2,http://purl.uniprot.org/uniprot/Q92630,MF,http://purl.obolibrary.org/obo/GO_0000287,magnesium ion binding,GO_0000287
DYRK2,http://purl.uniprot.org/uniprot/Q92630,MF,http://purl.obolibrary.org/obo/GO_0004672,protein kinase activity,GO_0004672
DYRK2,http://purl.uniprot.org/uniprot/Q92630,MF,http://purl.obolibrary.org/obo/GO_0004674,protein serine/threonine kinase activity,GO_0004674
DYRK2,http://purl.uniprot.org/uniprot/Q92630,MF,http://purl.obolibrary.org/obo/GO_0004712,protein serine/threonine/tyrosine kinase activity,GO_0004712
DYRK2,http://purl.uniprot.org/uniprot/Q92630,MF,http://purl.obolibrary.org/obo/GO_0004713,protein tyrosine kinase activity,GO_0004713
