assay,symbol,taxonomy,gene,log2fc,adj_p,osd
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Ccn4,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/22402,-2.25556,0.0310964,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Rp1,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/19888,-2.28577,0.000112514,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Gm10222,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/100142658,1.00342,0.000137218,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Frem2,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/242022,1.04058,0.0222723,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Peg3,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/18616,-1.50589,0.00988878,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Itga2b,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/16399,-2.69302,0.0152362,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Plppr5,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/75769,-6.74193,0.00302359,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Aim2,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/383619,1.90829,0.0296381,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Cracd,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/320827,-2.39205,0.00290674,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Myl7,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/17898,-11.9929,1.59452e-12,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Prkar2b,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/19088,-2.43037,0.00297766,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Slit3,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/20564,-1.99601,0.0460242,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Mlana,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/77836,-7.28623,0.000200074,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Rgs7,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/24012,-2.02629,0.00404666,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Zfp467,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/68910,-1.21953,0.0277354,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Ahnak2,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/100041194,-1.07779,0.0402642,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Retn,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/57264,-6.99751,0.000403637,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Rab3b,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/69908,-4.68707,1.96795e-05,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Myl4,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/17896,-9.09282,1.85079e-10,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Lgals3,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/16854,-2.53138,0.000936491,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Pkhd1l1,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/192190,-3.02151,4.62875e-12,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Cytl1,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/231162,-1.89223,0.000174024,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Cdcp1,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/109332,-4.41995,0.0434489,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Cilp2,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/68709,-10.1161,0.000900043,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Inmt,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/21743,-1.45762,0.00302359,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Pwwp4c,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/434797,-7.43052,0.000466541,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Npy1r,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/18166,-2.2487,0.0396923,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Scube2,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/56788,1.53149,1.24934e-06,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Ramp1,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/51801,-1.01216,0.0494696,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Gpm6a,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/234267,-1.90529,0.0296381,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Rn7s1,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/103948,-2.86924,0.00360954,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Acta2,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/11475,1.01635,0.00783623,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Tppp3,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/67971,-1.12006,0.00718865,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Cntn2,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/21367,-4.29399,1.29244e-06,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Atp2a1,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/11937,-2.6128,0.0388845,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Stard10,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/56018,-3.12201,0.00462218,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Nova1,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/664883,-1.77707,0.00246286,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Adamts19,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/240322,-2.8632,0.00780002,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,5430431A17Rik,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/71368,-1.29416,0.000580265,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Cyp1b1,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/13078,-1.45681,0.0161658,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Zfp579,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/68490,-2.00539,0.00031617,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Tmem163,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/72160,-9.15212,0.00177816,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Nrtn,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/18188,-1.13197,0.0167406,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Olfm1,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/56177,-2.97418,0.0218917,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Igfals,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/16005,1.41182,0.00566221,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Tmem240,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/381582,-3.43577,0.0183639,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Dkk3,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/50781,-6.02261,3.04888e-05,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Cyp26b1,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/232174,1.45043,0.0439886,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Rxfp1,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/381489,-7.35409,0.000905732,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Soat1,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/20652,-1.34466,0.0312795,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Gm49333,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/110599584,5.79875,0.0310964,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Fgf12,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/14167,-7.63545,8.4069e-05,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Stmnd1,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/380842,-5.36469,0.0346406,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Igf2,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/16002,-1.03263,0.00275691,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Nppa,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/230899,-6.67352,8.70694e-05,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Cacna1h,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/58226,-2.77872,0.0435927,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Rn7s2,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/103949,-2.86924,0.00360954,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Sphkap,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/77629,-4.90825,0.00041362,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Pum3,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/52874,-1.19482,0.00988878,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Sln,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/66402,-11.4189,1.96795e-05,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Sbk2,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/381836,-3.2185,0.034021,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Scn10a,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/20264,-1.94673,0.0471837,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Drd2,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/13489,-2.93055,0.00571549,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Sbk3,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/381835,-7.49786,3.23049e-06,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Cdcp3,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/71395,-3.48904,0.0388845,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Plin1,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/103968,-6.20799,0.000994122,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Grin2c,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/14813,-2.32153,0.0399901,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Rcor2,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/104383,1.37198,0.00780002,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Ppl,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/19041,-1.98104,1.78745e-05,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Lmntd1,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/74071,-7.55615,0.000403637,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Lgi1,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/56839,1.29399,0.00703149,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Nle1,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/217011,-1.22071,0.0184561,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Bmp3,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/110075,-8.9025,0.0310964,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Lamb3,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/16780,-1.01594,0.0135931,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Ptgfr,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/19220,-3.20056,0.00476887,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Adipoq,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/11450,-6.30608,0.00111682,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Gng2,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/14702,-1.89416,0.00918395,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Pdlim3,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/53318,-1.30004,0.0457043,OSD-599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-599-621963480c79760998ad99ecc59f72a6,Slc7a7,http://purl.obolibrary.org/obo/NCBITaxon_10090,http://www.ncbi.nlm.nih.gov/gene/20540,-2.08637,0.0399361,OSD-599
