disease,hp,hp_label,disease_label
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002046,Heat intolerance,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002047,Malignant hyperthermia,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002059,Cerebral atrophy,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002066,Gait ataxia,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002069,Bilateral tonic-clonic seizure,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002072,Chorea,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002076,Migraine,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002079,Hypoplasia of the corpus callosum,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002119,Ventriculomegaly,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002120,Cerebral cortical atrophy,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002133,Status epilepticus,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002150,Hypercalciuria,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002169,Clonus,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002171,Gliosis,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002174,Postural tremor,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002180,Neurodegeneration,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002183,Phonophobia,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002186,Apraxia,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002194,Delayed gross motor development,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002197,Generalized-onset seizure,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002236,Frontal upsweep of hair,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002240,Hepatomegaly,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002286,Fair hair,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002301,Hemiplegia,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002311,Incoordination,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002312,Clumsiness,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002344,Progressive neurologic deterioration,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002352,Leukoencephalopathy,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002353,EEG abnormality,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002354,Memory impairment,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002355,Difficulty walking,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002359,Frequent falls,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002367,Visual hallucinations,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002370,Poor coordination,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002376,Developmental regression,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002378,Hand tremor,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002380,Fasciculations,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002383,Infectious encephalitis,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002384,Focal impaired awareness seizure,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002401,Stroke-like episode,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002415,Leukodystrophy,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002421,Poor head control,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002476,Primitive reflex,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002487,Hyperkinetic movements,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002500,Abnormal cerebral white matter morphology,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002511,Alzheimer disease,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002516,Increased intracranial pressure,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002572,Episodic vomiting,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002578,Gastroparesis,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002579,Gastrointestinal dysmotility,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002591,Polyphagia,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002595,Ileus,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002615,Hypotension,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002617,Vascular dilatation,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002625,Deep venous thrombosis,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002633,Vasculitis,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002664,Neoplasm,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002665,Lymphoma,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002719,Recurrent infections,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002721,Immunodeficiency,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002725,Systemic lupus erythematosus,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002779,Tracheomalacia,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002791,Hypoventilation,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002808,Kyphosis,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002816,Genu recurvatum,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002863,Myelodysplasia,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002870,Obstructive sleep apnea,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002871,Central apnea,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002883,Hyperventilation,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002900,Hypokalemia,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002901,Hypocalcemia,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002902,Hyponatremia,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002910,Elevated hepatic transaminase,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002913,Myoglobinuria,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002919,Ketonuria,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002925,Elevated circulating thyroid-stimulating hormone concentration,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002938,Lumbar hyperlordosis,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002942,Thoracic kyphosis,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0002944,Thoracolumbar scoliosis,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0003002,Breast carcinoma,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0003003,Colon cancer,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0003074,Hyperglycemia,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0003076,Glycosuria,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0003077,Hyperlipidemia,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0003115,Abnormal EKG,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0003116,Abnormal echocardiogram,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0003119,Abnormal circulating lipid concentration,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0003128,Lactic acidosis,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0003198,Myopathy,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0003200,Ragged-red muscle fibers,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0003201,Rhabdomyolysis,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0003202,Skeletal muscle atrophy,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0003236,Elevated circulating creatine kinase concentration,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0003256,Abnormality of the coagulation cascade,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0003264,Deficiency of N-acetylglucosamine-1-phosphotransferase,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0003287,Abnormality of mitochondrial metabolism,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0003307,Hyperlordosis,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0003324,Generalized muscle weakness,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0003376,Steppage gait,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0003388,Easy fatigability,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0003470,Paralysis,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0003473,Fatigable weakness,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0003474,Somatic sensory dysfunction,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0003493,Antinuclear antibody positivity,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0003546,Exercise intolerance,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0003557,Increased variability in muscle fiber diameter,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0003560,Muscular dystrophy,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0003581,Adult onset,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0003677,Slowly progressive,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0003680,Nonprogressive,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0003689,Multiple mitochondrial DNA deletions,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0003690,Limb muscle weakness,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0003701,Proximal muscle weakness,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0003737,Mitochondrial myopathy,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0003745,Sporadic,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0003750,Increased muscle fatiguability,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0003761,Calcinosis,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0003805,Rimmed vacuoles,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0003808,Abnormal muscle tone,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0003829,Incomplete penetrance,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0004209,Clinodactyly of the 5th finger,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0004313,Decreased circulating antibody level,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0004322,Short stature,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0004325,Decreased body weight,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0004395,Malnutrition,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0004755,Supraventricular tachycardia,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0004900,Severe lactic acidosis,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0004936,Venous thrombosis,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0005110,Atrial fibrillation,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0005268,Spontaneous abortion,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0006532,Recurrent pneumonia,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0006699,Premature atrial contractions,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0006934,Congenital nystagmus,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0007209,Facial paralysis,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0007302,Bipolar affective disorder,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0007340,Lower limb muscle weakness,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0007354,Amyotrophic lateral sclerosis,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0007359,Focal-onset seizure,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0007417,Discoid lupus rash,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0007641,Dyschromatopsia,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0007650,Progressive ophthalmoplegia,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0007663,Reduced visual acuity,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0007677,Vitelliform-like macular lesions,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0007875,Congenital blindness,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0008936,Muscular hypotonia of the trunk,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0009071,Inflammatory myopathy,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0009733,Glioma,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0009763,Limb pain,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0009830,Peripheral neuropathy,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0009921,Duane anomaly,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0010508,Metatarsus valgus,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0010535,Sleep apnea,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0010536,Central sleep apnea,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0010628,Facial palsy,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0010866,Abdominal wall defect,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0010867,Dyssynergia,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0011003,High myopia,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0011096,Peripheral demyelination,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0011105,Hypervolemia,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0011224,Ablepharon,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0011331,Hemifacial atrophy,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0011448,Ankle clonus,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0011499,Mydriasis,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0011530,Retinal hole,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0011675,Arrhythmia,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0011703,Sinus tachycardia,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0011747,Abnormality of the anterior pituitary,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0011951,Aspiration pneumonia,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0011958,Retinal perforation,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0012043,Pendular nystagmus,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0012072,Aciduria,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0012125,Prostate cancer,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0012399,Pressure ulcer,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0012432,Chronic fatigue,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0012444,Brain atrophy,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0012446,Decreased CSF 5-methyltetrahydrofolate concentration,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0012450,Chronic constipation,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0012452,Restless legs,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0012486,Myelitis,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0012503,Abnormality of the pituitary gland,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0012523,Oral aversion,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0012532,Chronic pain,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0012622,Chronic kidney disease,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0012733,Macule,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0012798,Pulmonary lymphangiomyomatosis,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0025406,Asthenia,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0030005,Capillary leak,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0030050,Narcolepsy,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0030059,Mitochondrial depletion,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0030084,Clinodactyly,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0030127,Endometriosis,Leber hereditary optic neuropathy
http://purl.obolibrary.org/obo/MONDO_0010788,http://purl.obolibrary.org/obo/HP_0030186,Kinetic tremor,Leber hereditary optic neuropathy
