osd,hEntrez,humanSymbol,log2fc,adj_p,top_fanout,model_symbols,tissue,system,species,dir,strict
OSD-599,187,APLNR,1.20996,0.00302359,1,Aplnr,heart,CARDIOVASC,mouse,UP,True
OSD-599,406,ARNTL,1.38768,0.0184561,1,Arntl,heart,CARDIOVASC,mouse,UP,True
OSD-599,487,ATP2A1,-2.6128,0.0388845,1,Atp2a1,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,651,BMP3,-8.9025,0.0310964,1,Bmp3,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,1545,CYP1B1,-1.45681,0.0161658,1,Cyp1b1,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,1808,DPYSL2,-1.02978,0.00354807,1,Dpysl2,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,1813,DRD2,-2.93055,0.00571549,1,Drd2,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,2257,FGF12,-7.63545,8.4069e-05,1,Fgf12,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,2315,MLANA,-7.28623,0.000200074,1,Mlana,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,2823,GPM6A,-1.90529,0.0296381,1,Gpm6a,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,2905,GRIN2C,-2.32153,0.0399901,1,Grin2c,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,3481,IGF2,-1.03263,0.00275691,1,Igf2,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,3483,IGFALS,1.41182,0.00566221,1,Igfals,heart,CARDIOVASC,mouse,UP,True
OSD-599,3489,IGFBP6,-1.28369,0.00377435,1,Igfbp6,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,3674,ITGA2B,-2.69302,0.0152362,1,Itga2b,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,3914,LAMB3,-1.01594,0.0135931,1,Lamb3,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,3958,LGALS3,-2.53138,0.000936491,1,Lgals3,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,4635,MYL4,-9.09282,1.85079e-10,1,Myl4,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,4857,NOVA1,-1.77707,0.00246286,1,Nova1,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,4878,NPPA,-6.67352,8.70694e-05,1,Nppa,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,4886,NPY1R,-2.2487,0.0396923,1,Npy1r,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,4902,NRTN,-1.13197,0.0167406,1,Nrtn,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,5178,PEG3,-1.50589,0.00988878,1,Peg3,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,5346,PLIN1,-6.20799,0.000994122,1,Plin1,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,5493,PPL,-1.98104,1.78745e-05,1,Ppl,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,5510,PPP1R7,1.13938,2.52661e-06,1,Ppp1r7,heart,CARDIOVASC,mouse,UP,True
OSD-599,5577,PRKAR2B,-2.43037,0.00297766,1,Prkar2b,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,5737,PTGFR,-3.20056,0.00476887,1,Ptgfr,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,5865,RAB3B,-4.68707,1.96795e-05,1,Rab3b,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,6000,RGS7,-2.02629,0.00404666,1,Rgs7,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,6029,RN7SL1,-2.86924,0.00360954,1,Rn7s2,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,6101,RP1,-2.28577,0.000112514,1,Rp1,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,6336,SCN10A,-1.94673,0.0471837,1,Scn10a,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,6586,SLIT3,-1.99601,0.0460242,1,Slit3,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,6588,SLN,-11.4189,1.96795e-05,1,Sln,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,6646,SOAT1,-1.34466,0.0312795,1,Soat1,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,6900,CNTN2,-4.29399,1.29244e-06,1,Cntn2,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,8840,CCN4,-2.25556,0.0310964,1,Ccn4,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,8912,CACNA1H,-2.77872,0.0435927,1,Cacna1h,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,9056,SLC7A7,-2.08637,0.0399361,1,Slc7a7,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,9211,LGI1,1.29399,0.00703149,1,Lgi1,heart,CARDIOVASC,mouse,UP,True
OSD-599,9370,ADIPOQ,-6.30608,0.00111682,1,Adipoq,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,9447,AIM2,1.90829,0.0296381,1,Aim2,heart,CARDIOVASC,mouse,UP,True
OSD-599,9718,ECE2,5.79875,0.0310964,1,Gm49333,heart,CARDIOVASC,mouse,UP,True
OSD-599,9933,PUM3,-1.19482,0.00988878,1,Pum3,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,10267,RAMP1,-1.01216,0.0494696,1,Ramp1,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,10439,OLFM1,-2.97418,0.0218917,1,Olfm1,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,10809,STARD10,-3.12201,0.00462218,1,Stard10,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,11185,INMT,-1.45762,0.00302359,1,Inmt,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,23395,LARS2,-1.48889,0.000479891,1,Lars2,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,27122,DKK3,-6.02261,3.04888e-05,1,Dkk3,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,27295,PDLIM3,-1.30004,0.0457043,1,Pdlim3,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,51673,TPPP3,-1.12006,0.00718865,1,Tppp3,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,54331,GNG2,-1.89416,0.00918395,1,Gng2,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,54360,CYTL1,-1.89223,0.000174024,1,Cytl1,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,54475,NLE1,-1.22071,0.0184561,1,Nle1,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,54869,EPS8L1,1.26862,0.0414742,1,Eps8l1,heart,CARDIOVASC,mouse,UP,True
OSD-599,56603,CYP26B1,1.45043,0.0439886,1,Cyp26b1,heart,CARDIOVASC,mouse,UP,True
OSD-599,56729,RETN,-6.99751,0.000403637,1,Retn,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,57482,CRACD,-2.39205,0.00290674,1,Cracd,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,57758,SCUBE2,1.53149,1.24934e-06,1,Scube2,heart,CARDIOVASC,mouse,UP,True
OSD-599,58498,MYL7,-11.9929,1.59452e-12,1,Myl7,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,59350,RXFP1,-7.35409,0.000905732,1,Rxfp1,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,63924,CIDEC,-5.88435,0.000503605,1,Cidec,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,64866,CDCP1,-4.41995,0.0434489,1,Cdcp1,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,80309,SPHKAP,-4.90825,0.00041362,1,Sphkap,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,81615,TMEM163,-9.15212,0.00177816,1,Tmem163,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,93035,PKHD1L1,-3.02151,4.62875e-12,1,Pkhd1l1,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,113146,AHNAK2,-1.07779,0.0402642,1,Ahnak2,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,148113,CILP2,-10.1161,0.000900043,1,Cilp2,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,160492,LMNTD1,-7.55615,0.000403637,1,Lmntd1,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,163033,ZNF579,-2.00539,0.00031617,1,Zfp579,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,163404,PLPPR5,-6.74193,0.00302359,1,Plppr5,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,168544,ZNF467,-1.21953,0.0277354,1,Zfp467,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,171019,ADAMTS19,-2.8632,0.00780002,1,Adamts19,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,283248,RCOR2,1.37198,0.00780002,1,Rcor2,heart,CARDIOVASC,mouse,UP,True
OSD-599,284654,RSPO1,-2.68124,0.0363651,1,Rspo1,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,339453,TMEM240,-3.43577,0.0183639,1,Tmem240,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,341640,FREM2,1.04058,0.0222723,1,Frem2,heart,CARDIOVASC,mouse,UP,True
OSD-599,343263,MYBPHL,-9.70057,1.8662e-05,1,Mybphl,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,375940,DMBT1L1,-3.48904,0.0388845,1,Cdcp3,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,388336,SHISA6,2.56821,0.0382768,1,Shisa6,heart,CARDIOVASC,mouse,UP,True
OSD-599,401236,STMND1,-5.36469,0.0346406,1,Stmnd1,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,646643,SBK2,-3.2185,0.034021,1,Sbk2,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,728317,PWWP4,-7.43052,0.000466541,1,Pwwp4c,heart,CARDIOVASC,mouse,DOWN,True
OSD-599,100130827,SBK3,-7.49786,3.23049e-06,1,Sbk3,heart,CARDIOVASC,mouse,DOWN,True
OSD-612,2,A2M,-2.7838,0.0200452,1,A2m,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,147,ADRA1B,1.85071,0.000688046,1,Adra1b,cerebral hemisphere,CNS,mouse,UP,True
OSD-612,187,APLNR,-2.21256,0.0183728,1,Aplnr,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,324,APC,1.0527,0.00741085,1,Apc,cerebral hemisphere,CNS,mouse,UP,True
OSD-612,363,AQP6,-4.23546,0.0118391,1,Aqp6,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,383,ARG1,-3.37323,0.0218191,1,Arg1,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,444,ASPH,-1.25584,0.048003,1,Asph,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,489,ATP2A3,-3.10727,0.00378377,1,Atp2a3,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,666,BOK,1.40697,0.0116745,1,Bok,cerebral hemisphere,CNS,mouse,UP,True
OSD-612,694,BTG1,-2.20666,0.00292782,1,Btg1,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,767,CA8,-4.20661,0.00887973,1,Car8,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,768,CA9,-4.29404,0.0118323,1,Car9,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,784,CACNB3,1.69392,0.0228612,1,Cacnb3,cerebral hemisphere,CNS,mouse,UP,True
OSD-612,793,CALB1,-2.03193,0.010347,1,Calb1,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,794,CALB2,-2.61865,0.0303922,1,Calb2,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,827,CAPN6,1.02015,0.0140598,1,Capn6,cerebral hemisphere,CNS,mouse,UP,True
OSD-612,845,CASQ2,-1.97046,0.0218475,1,Casq2,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,860,RUNX2,1.51015,0.0344861,1,Runx2,cerebral hemisphere,CNS,mouse,UP,True
OSD-612,869,CBLN1,-5.4604,0.00435131,1,Cbln1,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,952,CD38,-1.40322,0.0320622,1,Cd38,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,970,CD70,-5.76774,0.0062849,1,Cd70,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,1005,CDH7,-1.2865,0.0115103,1,Cdh7,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,1013,CDH15,-3.68687,0.000688046,1,Cdh15,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,1016,CDH18,-1.56157,0.0180338,1,Cdh18,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,1021,CDK6,1.1833,0.0469595,1,Cdk6,cerebral hemisphere,CNS,mouse,UP,True
OSD-612,1027,CDKN1B,-1.36691,0.00482029,1,Cdkn1b,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,1062,CENPE,1.25592,0.0349028,1,Cenpe,cerebral hemisphere,CNS,mouse,UP,True
OSD-612,1124,CHN2,-3.80414,0.000224875,1,Chn2,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,1149,CIDEA,-1.6673,0.0138893,1,Cidea,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,1268,CNR1,-1.56906,0.0409698,1,Cnr1,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,1280,COL2A1,-2.50004,0.047573,1,Col2a1,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,1311,COMP,-3.73045,0.00114477,1,Comp,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,1439,CSF2RB,1.92597,0.0322937,1,Csf2rb2,cerebral hemisphere,CNS,mouse,UP,True
OSD-612,1593,CYP27A1,-1.43983,0.00224139,1,Cyp27a1,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,1608,DGKG,-1.67891,0.0121464,1,Dgkg,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,1610,DAO,-7.61556,0.0008902,1,Dao,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,1622,DBI,-1.15381,0.00545916,1,Dbi,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,1647,GADD45A,-1.12048,0.00309545,1,Gadd45a,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,1734,DIO2,1.35291,0.0492978,1,Dio2,cerebral hemisphere,CNS,mouse,UP,True
OSD-612,1770,DNAH9,1.35934,0.0342299,1,Dnah9,cerebral hemisphere,CNS,mouse,UP,True
OSD-612,1832,DSP,2.31826,0.0192327,1,Dsp,cerebral hemisphere,CNS,mouse,UP,True
OSD-612,1847,DUSP5,-2.87816,0.00839604,1,Dusp5,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,1849,DUSP7,1.1087,0.0373002,1,Dusp7,cerebral hemisphere,CNS,mouse,UP,True
OSD-612,1852,DUSP9,1.23885,0.0349064,1,Dusp9,cerebral hemisphere,CNS,mouse,UP,True
OSD-612,1869,E2F1,1.61074,0.0184827,1,E2f1,cerebral hemisphere,CNS,mouse,UP,True
OSD-612,1879,EBF1,-1.96443,0.000682942,1,Ebf1,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,2020,EN2,-5.85241,0.0118705,1,En2,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,2035,EPB41,-1.59185,0.0211449,1,Epb41,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,2046,EPHA8,-1.60537,0.0262595,1,Epha8,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,2048,EPHB2,-1.33967,0.0418363,1,Ephb2,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,2115,ETV1,-1.62346,0.0361297,1,Etv1,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,2191,FAP,1.31997,0.0465729,1,Fap,cerebral hemisphere,CNS,mouse,UP,True
OSD-612,2196,FAT2,-7.78002,7.4539e-05,1,Fat2,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,2252,FGF7,-3.55532,0.0036319,1,Fgf7,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,2256,FGF11,-1.11075,0.00814212,1,Fgf11,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,2258,FGF13,1.37044,0.0403013,1,Fgf13,cerebral hemisphere,CNS,mouse,UP,True
OSD-612,2487,FRZB,1.65637,0.00391216,1,Frzb,cerebral hemisphere,CNS,mouse,UP,True
OSD-612,2523,FUT1,-5.33651,0.0182848,1,Fut1,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,2559,GABRA6,-9.80021,1.08598e-05,1,Gabra6,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,2644,GCHFR,-2.40435,0.00883173,1,Gchfr,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,2650,GCNT1,-2.58203,0.0062849,1,Gcnt1,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,2662,GDF10,-2.76144,0.0034262,1,Gdf10,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,2697,GJA1,1.77288,0.0206279,1,Gja6,cerebral hemisphere,CNS,mouse,UP,True
OSD-612,2812,GP1BB,1.15404,0.0459828,1,Gp1bb,cerebral hemisphere,CNS,mouse,UP,True
OSD-612,2828,GPR4,1.20733,0.047235,1,Gpr4,cerebral hemisphere,CNS,mouse,UP,True
OSD-612,2886,GRB7,-1.92721,0.0158044,1,Grb7,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,2893,GRIA4,-1.96388,0.0108608,1,Gria4,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,2895,GRID2,-2.31213,0.0065271,1,Grid2,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,2898,GRIK2,-1.00783,0.0371751,1,Grik2,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,2914,GRM4,-2.38579,0.0204324,1,Grm4,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,3009,H1-5,-1.25563,0.0173398,1,H1f5,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,3021,H3-3B,-1.18346,0.00517782,2,H3f3b,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,3099,HK2,-1.77036,0.0435141,1,Hk2,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,3105,HLA-A,-1.21689,0.03582,6,H2-D1,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,3106,HLA-B,-1.21689,0.03582,6,H2-D1,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,3107,HLA-C,-1.21689,0.03582,6,H2-D1,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,3133,HLA-E,-1.21689,0.03582,6,H2-D1,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,3134,HLA-F,-1.21689,0.03582,6,H2-D1,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,3135,HLA-G,-1.21689,0.03582,6,H2-D1,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,3241,HPCAL1,-2.30524,0.00278395,1,Hpcal1,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,3600,IL15,-1.86119,0.0065026,1,Il15,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,3603,IL16,-3.86409,0.0232175,1,Il16,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,3635,INPP5D,1.38997,0.0211449,1,Inpp5d,cerebral hemisphere,CNS,mouse,UP,True
OSD-612,3660,IRF2,1.15519,0.00990508,1,Irf2,cerebral hemisphere,CNS,mouse,UP,True
OSD-612,3718,JAK3,1.00794,0.025755,1,Jak3,cerebral hemisphere,CNS,mouse,UP,True
OSD-612,3745,KCNB1,1.60724,0.0497162,1,Kcnb1,cerebral hemisphere,CNS,mouse,UP,True
OSD-612,3768,KCNJ12,-2.11848,0.0258153,1,Kcnj12,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,3786,KCNQ3,1.55031,0.0185785,1,Kcnq3,cerebral hemisphere,CNS,mouse,UP,True
OSD-612,3815,KIT,-1.70882,0.0187615,1,Kit,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,3937,LCP2,1.36652,0.0433793,1,Lcp2,cerebral hemisphere,CNS,mouse,UP,True
OSD-612,3938,LCT,2.76701,0.00415278,1,Lct,cerebral hemisphere,CNS,mouse,UP,True
OSD-612,3975,LHX1,-4.97571,0.00674405,1,Lhx1,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,4053,LTBP2,-3.29987,0.0335555,1,Ltbp2,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,4081,MAB21L1,-3.85017,0.0256181,1,Mab21l1,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,4171,MCM2,-1.01701,0.0227587,1,Mcm2,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,4188,MDFI,-3.16831,0.0273759,1,Mdfi,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,4211,MEIS1,-2.42013,0.00762279,1,Meis1,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,4294,MAP3K10,1.19653,0.0301479,1,Map3k10,cerebral hemisphere,CNS,mouse,UP,True
OSD-612,4352,MPL,3.13806,0.00174921,1,Mpl,cerebral hemisphere,CNS,mouse,UP,True
OSD-612,4488,MSX2,-3.24072,0.00498161,1,Msx2,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,4604,MYBPC1,-4.10291,0.0327267,1,Mybpc1,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,4607,MYBPC3,-4.39689,0.0132511,1,Mybpc3,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,4621,MYH3,1.57045,0.0327267,1,Myh3,cerebral hemisphere,CNS,mouse,UP,True
OSD-612,4665,NAB2,-1.21766,0.0194986,1,Nab2,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,4692,NDN,-1.3187,0.0062849,1,Ndn,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,4703,NEB,-3.69388,0.00292924,1,Neb,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,4751,NEK2,-2.92636,0.00505421,1,Nek2,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,4760,NEUROD1,-4.70537,0.00450986,1,Neurod1,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,4824,NKX3-1,2.77724,3.70248e-07,1,Nkx3-1,cerebral hemisphere,CNS,mouse,UP,True
OSD-612,4842,NOS1,-1.39686,0.0315008,1,Nos1,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,4858,NOVA2,1.47541,0.000383937,1,Nova2,cerebral hemisphere,CNS,mouse,UP,True
OSD-612,4880,NPPC,-1.23669,0.0239739,1,Nppc,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,4919,ROR1,-2.41133,0.0220404,1,Ror1,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,5029,P2RY2,1.50043,0.0221664,1,P2ry2,cerebral hemisphere,CNS,mouse,UP,True
OSD-612,5046,PCSK6,-1.59267,0.0344559,1,Pcsk6,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,5076,PAX2,-5.23904,0.0338826,1,Pax2,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,5080,PAX6,-1.98937,0.0332566,1,Pax6,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,5137,PDE1C,-2.18156,0.0147799,1,Pde1c,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,5139,PDE3A,-1.50727,0.0062849,1,Pde3a,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,5152,PDE9A,-1.39566,0.0191445,1,Pde9a,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,5218,CDK14,1.249,0.0491686,1,Cdk14,cerebral hemisphere,CNS,mouse,UP,True
OSD-612,5293,PIK3CD,1.17796,0.00179422,1,Pik3cd,cerebral hemisphere,CNS,mouse,UP,True
OSD-612,5317,PKP1,2.21397,0.0178914,1,Pkp1,cerebral hemisphere,CNS,mouse,UP,True
OSD-612,5349,FXYD3,-2.20549,0.0491686,1,Fxyd3,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,5359,PLSCR1,-1.04547,0.0433713,1,Plscr1,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,5378,PMS1,-1.05365,0.0457189,1,Pms1,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,5413,SEPTIN5,1.15971,0.0195662,1,Septin5,cerebral hemisphere,CNS,mouse,UP,True
OSD-612,5414,SEPTIN4,-1.5082,0.00896451,1,Septin4,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,5557,PRIM1,-1.01588,0.000161025,1,Prim1,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,5570,PKIB,-2.07938,0.0220565,1,Pkib,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,5578,PRKCA,1.03095,0.0246695,1,Prkca,cerebral hemisphere,CNS,mouse,UP,True
OSD-612,5649,RELN,-2.04241,0.00741085,1,Reln,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,5653,KLK6,-2.50105,0.00315173,1,Klk6,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,5774,PTPN3,1.45691,0.0103871,1,Ptpn3,cerebral hemisphere,CNS,mouse,UP,True
OSD-612,5801,PTPRR,-2.15934,0.00382081,1,Ptprr,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,5816,PVALB,-2.76072,0.0110075,1,Pvalb,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,5873,RAB27A,-1.18049,0.0158134,1,Rab27a,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,5889,RAD51C,-1.19493,0.0102288,1,Rad51c,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,5896,RAG1,-3.51012,0.0103477,1,Rag1,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,6097,RORC,-1.91156,0.0171326,1,Rorc,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,6195,RPS6KA1,-1.94981,0.0137957,1,Rps6ka1,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,6300,MAPK12,-2.16566,0.0060824,1,Mapk12,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,6310,ATXN1,1.00504,0.030544,1,Atxn1,cerebral hemisphere,CNS,mouse,UP,True
OSD-612,6340,SCNN1G,-3.25954,0.0325641,1,Scnn1g,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,6361,CCL17,1.79614,0.00814212,1,Ccl17,cerebral hemisphere,CNS,mouse,UP,True
OSD-612,6382,SDC1,-2.82607,0.00450986,1,Sdc1,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,6445,SGCG,-2.9544,0.0336823,1,Sgcg,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,6450,SH3BGR,-3.52533,0.000628047,1,Sh3bgr,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,6511,SLC1A6,-3.8201,0.000435902,1,Slc1a6,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,6518,SLC2A5,2.2499,0.0161531,1,Slc2a5,cerebral hemisphere,CNS,mouse,UP,True
OSD-612,6523,SLC5A1,-6.35761,0.0177364,1,Slc5a1,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,6561,SLC13A1,-5.47665,0.0118391,1,Slc13a1,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,6583,SLC22A4,-2.24516,0.0101878,1,Slc22a4,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-612,6588,SLN,-2.74942,0.00441143,1,Sln,cerebral hemisphere,CNS,mouse,DOWN,True
