osd,hEntrez,humanSymbol,log2fc,adj_p,top_fanout,model_symbols,tissue,system,species,dir,strict
OSD-207,4709,NDUFB3,-1.01516,6.58769e-08,1,ND-B12,head,FLYHEAD,fly,DOWN,True
OSD-207,4713,NDUFB7,-1.18183,2.6508e-07,1,ND-B18,head,FLYHEAD,fly,DOWN,True
OSD-207,4783,NFIL3,1.3546,3.24312e-09,2,vri,head,FLYHEAD,fly,UP,True
OSD-207,4815,NINJ2,-1.09669,0.0151637,1,NijC,head,FLYHEAD,fly,DOWN,True
OSD-207,4838,NODAL,1.26453,0.00244166,1,daw,head,FLYHEAD,fly,UP,True
OSD-207,4855,NOTCH4,1.18457,0.00118074,6,Dl|Ser,head,FLYHEAD,fly,UP,True
OSD-207,4868,NPHS1|LOC107985317,-1.08687,8.7203e-07,1,hbs,head,FLYHEAD,fly,DOWN,True
OSD-207,4869,NPM1,1.10929,4.25601e-07,3,Nph,head,FLYHEAD,fly,UP,True
OSD-207,4907,NT5E,-1.56404,0.00783595,1,CG42249|veil,head,FLYHEAD,fly,DOWN,True
OSD-207,4924,NUCB1,1.0164,0.000317095,2,NUCB1,head,FLYHEAD,fly,UP,True
OSD-207,4925,NUCB2,1.0164,0.000317095,2,NUCB1,head,FLYHEAD,fly,UP,True
OSD-207,4929,NR4A2,-1.21813,0.000647177,3,Hr38,head,FLYHEAD,fly,DOWN,True
OSD-207,4942,OAT,1.18007,0.001565,1,Oat,head,FLYHEAD,fly,UP,True
OSD-207,4953,ODC1,1.00023,0.048196,3,Odc2,head,FLYHEAD,fly,UP,True
OSD-207,4967,OGDH,-1.66613,0.00123273,2,CG33791,head,FLYHEAD,fly,DOWN,True
OSD-207,4978,OPCML,-2.87402,0.00701997,6,Ama|DIP-zeta,head,FLYHEAD,fly,DOWN,True
OSD-207,4998,ORC1,1.49981,0.00383759,1,Orc1,head,FLYHEAD,fly,UP,True
OSD-207,5016,OVGP1,7.71799,2.75479e-08,4,Cda4|Cht10|Cht12|Cht4|Cht7|Cht8|Cht9|Idgf1|Idgf2|Idgf3,head,FLYHEAD,fly,UP,True
OSD-207,5034,P4HB,1.36626,4.10453e-06,8,Pdi,head,FLYHEAD,fly,UP,True
OSD-207,5037,PEBP1,1.02421,0.000274033,2,a5,head,FLYHEAD,fly,UP,True
OSD-207,5052,PRDX1,2.35176,4.14785e-05,3,CG12896|Prx2540-1|Prx2540-2,head,FLYHEAD,fly,UP,True
OSD-207,5087,PBX1,1.28182,0.0170083,11,vis,head,FLYHEAD,fly,UP,True
OSD-207,5089,PBX2,1.28182,0.0170083,11,vis,head,FLYHEAD,fly,UP,True
OSD-207,5090,PBX3,1.28182,0.0170083,11,vis,head,FLYHEAD,fly,UP,True
OSD-207,5105,PCK1,1.75394,0.0120308,2,Pepck1,head,FLYHEAD,fly,UP,True
OSD-207,5106,PCK2,1.75394,0.0120308,2,Pepck1,head,FLYHEAD,fly,UP,True
OSD-207,5111,PCNA,-1.38118,0.000932008,1,PCNA,head,FLYHEAD,fly,DOWN,True
OSD-207,5160,PDHA1,-1.0957,7.15956e-09,2,CG7024|Pdha,head,FLYHEAD,fly,DOWN,True
OSD-207,5161,PDHA2,-1.0957,7.15956e-09,2,CG7024|Pdha,head,FLYHEAD,fly,DOWN,True
OSD-207,5162,PDHB,-1.31761,1.44636e-11,1,Pdhb,head,FLYHEAD,fly,DOWN,True
OSD-207,5191,PEX7,-1.32057,0.00700776,1,Pex7,head,FLYHEAD,fly,DOWN,True
OSD-207,5198,PFAS,-1.47683,0.00189811,1,Pfas,head,FLYHEAD,fly,DOWN,True
OSD-207,5223,PGAM1,-1.01011,3.79176e-06,3,Pglym78,head,FLYHEAD,fly,DOWN,True
OSD-207,5224,PGAM2,-1.01011,3.79176e-06,3,Pglym78,head,FLYHEAD,fly,DOWN,True
OSD-207,5250,SLC25A3,-2.17053,2.04783e-06,1,Mpcp1|Mpcp2,head,FLYHEAD,fly,DOWN,True
OSD-207,5316,PKNOX1,1.28182,0.0170083,11,vis,head,FLYHEAD,fly,UP,True
OSD-207,5351,PLOD1,-1.15133,7.18222e-05,3,Plod,head,FLYHEAD,fly,DOWN,True
OSD-207,5352,PLOD2,-1.15133,7.18222e-05,3,Plod,head,FLYHEAD,fly,DOWN,True
OSD-207,5375,PMP2,-1.16032,2.22008e-06,12,fabp,head,FLYHEAD,fly,DOWN,True
OSD-207,5396,PRRX1,-1.36552,0.00574505,1,CG9876,head,FLYHEAD,fly,DOWN,True
OSD-207,5406,PNLIP,-3.74554,0.00313381,4,CG10116|CG14034|CG18258|CG4267|CG5162|CG6472|CG6675|CG7367,head,FLYHEAD,fly,DOWN,True
OSD-207,5407,PNLIPRP1,-3.74554,0.00313381,4,CG10116|CG14034|CG18258|CG4267|CG5162|CG6472|CG6675|CG7367,head,FLYHEAD,fly,DOWN,True
OSD-207,5408,PNLIPRP2,-3.65139,0.0133081,10,CG18258|CG4267|CG5162|CG6472|CG6675,head,FLYHEAD,fly,DOWN,True
OSD-207,5450,POU2AF1,-5.11707,0.0139759,1,CG11350|CG31626,head,FLYHEAD,fly,DOWN,True
OSD-207,5470,PPEF2,-1.10717,3.43643e-16,2,rdgC,head,FLYHEAD,fly,DOWN,True
OSD-207,5475,PPEF1,-1.10717,3.43643e-16,2,rdgC,head,FLYHEAD,fly,DOWN,True
OSD-207,5532,PPP3CB,-1.16097,9.32708e-05,2,CanA1,head,FLYHEAD,fly,DOWN,True
OSD-207,5533,PPP3CC,-1.16097,9.32708e-05,2,CanA1,head,FLYHEAD,fly,DOWN,True
OSD-207,5535,PPP3R2,1.44203,0.0174911,8,CG32812,head,FLYHEAD,fly,UP,True
OSD-207,5562,PRKAA1,-1.31538,2.8420900000000004e-24,9,Nuak1,head,FLYHEAD,fly,DOWN,True
OSD-207,5578,PRKCA,-1.0629,3.45624e-15,10,inaC,head,FLYHEAD,fly,DOWN,True
OSD-207,5579,PRKCB,-1.0629,3.45624e-15,10,inaC,head,FLYHEAD,fly,DOWN,True
OSD-207,5581,PRKCE,-1.0629,3.45624e-15,10,inaC,head,FLYHEAD,fly,DOWN,True
OSD-207,5582,PRKCG,-1.0629,3.45624e-15,10,inaC,head,FLYHEAD,fly,DOWN,True
OSD-207,5583,PRKCH,-1.0629,3.45624e-15,10,inaC,head,FLYHEAD,fly,DOWN,True
OSD-207,5584,PRKCI,-1.0629,3.45624e-15,10,inaC,head,FLYHEAD,fly,DOWN,True
OSD-207,5585,PKN1,-1.0629,3.45624e-15,10,inaC,head,FLYHEAD,fly,DOWN,True
OSD-207,5586,PKN2,-1.0629,3.45624e-15,10,inaC,head,FLYHEAD,fly,DOWN,True
OSD-207,5590,PRKCZ,-1.0629,3.45624e-15,10,inaC,head,FLYHEAD,fly,DOWN,True
OSD-207,5603,MAPK13,1.76888,0.0152996,1,p38c,head,FLYHEAD,fly,UP,True
OSD-207,5611,DNAJC3,1.63392,1.72962e-05,13,P58IPK,head,FLYHEAD,fly,UP,True
OSD-207,5650,KLK7,7.06044,0.00294126,11,CG12256|CG17404|Phae2,head,FLYHEAD,fly,UP,True
OSD-207,5651,TMPRSS15,-2.05836,4.50411e-06,18,CG1632|Sb,head,FLYHEAD,fly,DOWN,True
OSD-207,5700,PSMC1,-1.12099,0.00246174,1,Rpt2,head,FLYHEAD,fly,DOWN,True
OSD-207,5702,PSMC3,-1.14806,0.0029401,1,Rpt5,head,FLYHEAD,fly,DOWN,True
OSD-207,5704,PSMC4,-1.12115,0.00899771,1,Rpt3,head,FLYHEAD,fly,DOWN,True
OSD-207,5705,PSMC5,-3.0807,0.0383408,1,Rpt6R,head,FLYHEAD,fly,DOWN,True
OSD-207,5706,PSMC6,-1.20138,0.00676366,1,Rpt4,head,FLYHEAD,fly,DOWN,True
OSD-207,5707,PSMD1,-1.23111,0.00442571,1,Rpn2,head,FLYHEAD,fly,DOWN,True
OSD-207,5708,PSMD2,-1.16957,0.00559101,1,Rpn1,head,FLYHEAD,fly,DOWN,True
OSD-207,5710,PSMD4,-1.17843,0.00647497,1,Rpn10,head,FLYHEAD,fly,DOWN,True
OSD-207,5717,PSMD11,-1.06489,0.00647129,1,Rpn6,head,FLYHEAD,fly,DOWN,True
OSD-207,5719,PSMD13,-1.59627,0.00112087,1,Rpn9,head,FLYHEAD,fly,DOWN,True
OSD-207,5731,PTGER1,-1.01389,0.0109857,4,CG7497,head,FLYHEAD,fly,DOWN,True
OSD-207,5733,PTGER3,-1.01389,0.0109857,4,CG7497,head,FLYHEAD,fly,DOWN,True
OSD-207,5737,PTGFR,-1.01389,0.0109857,4,CG7497,head,FLYHEAD,fly,DOWN,True
OSD-207,5805,PTS,-1.13497,0.00245733,1,pr,head,FLYHEAD,fly,DOWN,True
OSD-207,5834,PYGB,-1.75604,2.54499e-05,3,GlyP,head,FLYHEAD,fly,DOWN,True
OSD-207,5836,PYGL,-1.75604,2.54499e-05,3,GlyP,head,FLYHEAD,fly,DOWN,True
OSD-207,5837,PYGM,-1.75604,2.54499e-05,3,GlyP,head,FLYHEAD,fly,DOWN,True
OSD-207,5858,PZP,3.25179,2.65495e-05,8,Tep1|Tep2,head,FLYHEAD,fly,UP,True
OSD-207,5889,RAD51C,4.35103,0.00377014,1,spn-D,head,FLYHEAD,fly,UP,True
OSD-207,5947,RBP1,-1.16032,2.22008e-06,12,fabp,head,FLYHEAD,fly,DOWN,True
OSD-207,5948,RBP2,-1.16032,2.22008e-06,12,fabp,head,FLYHEAD,fly,DOWN,True
OSD-207,6005,RHAG,-1.22889,4.38835e-08,5,Rh50,head,FLYHEAD,fly,DOWN,True
OSD-207,6006,RHCE,-1.22889,4.38835e-08,5,Rh50,head,FLYHEAD,fly,DOWN,True
OSD-207,6007,RHD,-1.22889,4.38835e-08,5,Rh50,head,FLYHEAD,fly,DOWN,True
OSD-207,6017,RLBP1,-2.29958,0.0301533,3,CG30339|CG31636|CG33514|CG3823,head,FLYHEAD,fly,DOWN,True
OSD-207,6051,RNPEP,-2.12335,0.00535555,9,CG2111|CG31445,head,FLYHEAD,fly,DOWN,True
OSD-207,6121,RPE65,-1.14044,1.26335e-08,3,ninaB,head,FLYHEAD,fly,DOWN,True
OSD-207,6227,RPS21,1.10759,1.01179e-06,1,RpS21,head,FLYHEAD,fly,UP,True
OSD-207,6240,RRM1,1.11756,0.00011344,1,RnrL,head,FLYHEAD,fly,UP,True
OSD-207,6261,RYR1,-1.03624,1.83405e-09,6,RyR,head,FLYHEAD,fly,DOWN,True
OSD-207,6262,RYR2,-1.03624,1.83405e-09,6,RyR,head,FLYHEAD,fly,DOWN,True
OSD-207,6263,RYR3,-1.03624,1.83405e-09,6,RyR,head,FLYHEAD,fly,DOWN,True
OSD-207,6303,SAT1,2.8439,0.0201424,3,CG4210,head,FLYHEAD,fly,UP,True
OSD-207,6304,SATB1,1.03521,0.00211341,2,dve,head,FLYHEAD,fly,UP,True
OSD-207,6337,SCNN1A,2.93629,0.0140608,8,ppk11|ppk16|ppk22|ppk29|ppk6,head,FLYHEAD,fly,UP,True
OSD-207,6338,SCNN1B,2.93629,0.0140608,8,ppk11|ppk16|ppk22|ppk29|ppk6,head,FLYHEAD,fly,UP,True
OSD-207,6339,SCNN1D,2.93629,0.0140608,8,ppk11|ppk16|ppk22|ppk29|ppk6,head,FLYHEAD,fly,UP,True
OSD-207,6340,SCNN1G,2.93629,0.0140608,8,ppk11|ppk16|ppk22|ppk29|ppk6,head,FLYHEAD,fly,UP,True
OSD-207,6345,SRL,-1.91446,3.68576e-06,1,CG9297,head,FLYHEAD,fly,DOWN,True
OSD-207,6392,SDHD,-1.04106,1.4282e-11,1,SdhD,head,FLYHEAD,fly,DOWN,True
OSD-207,6396,SEC13,1.00561,2.15822e-06,1,Sec13,head,FLYHEAD,fly,UP,True
OSD-207,6470,SHMT1,1.19323,0.00307998,2,Shmt,head,FLYHEAD,fly,UP,True
OSD-207,6472,SHMT2,1.19323,0.00307998,2,Shmt,head,FLYHEAD,fly,UP,True
OSD-207,6500,SKP1,-3.64892,1.30842e-07,1,SkpB,head,FLYHEAD,fly,DOWN,True
OSD-207,6502,SKP2,2.8656,0.00389939,13,CG9003|FipoQ|Skp2,head,FLYHEAD,fly,UP,True
OSD-207,6508,SLC4A3,-1.17281,1.42388e-24,9,Ae2,head,FLYHEAD,fly,DOWN,True
OSD-207,6513,SLC2A1,7.22006,0.000188942,11,CG1208|CG14160|CG15406|CG17930|CG33281|CG42825|CG6484|sut2,head,FLYHEAD,fly,UP,True
OSD-207,6514,SLC2A2,7.22006,0.000188942,11,CG1208|CG14160|CG15406|CG17930|CG33281|CG42825|CG6484|sut2,head,FLYHEAD,fly,UP,True
OSD-207,6515,SLC2A3,7.22006,0.000188942,11,CG1208|CG14160|CG15406|CG17930|CG33281|CG42825|CG6484|sut2,head,FLYHEAD,fly,UP,True
OSD-207,6517,SLC2A4,7.22006,0.000188942,11,CG1208|CG14160|CG15406|CG17930|CG33281|CG42825|CG6484|sut2,head,FLYHEAD,fly,UP,True
OSD-207,6518,SLC2A5,5.27214,0.00768282,14,CG15406|CG17930|CG33281|CG6484|sut2,head,FLYHEAD,fly,UP,True
OSD-207,6519,SLC3A1,4.29515,0.0165349,5,Mal-A8|Mal-B1,head,FLYHEAD,fly,UP,True
OSD-207,6520,SLC3A2,4.29515,0.0165349,5,Mal-A8|Mal-B1,head,FLYHEAD,fly,UP,True
OSD-207,6521,SLC4A1,-1.17281,1.42388e-24,9,Ae2,head,FLYHEAD,fly,DOWN,True
OSD-207,6522,SLC4A2,-1.17281,1.42388e-24,9,Ae2,head,FLYHEAD,fly,DOWN,True
OSD-207,6523,SLC5A1,-1.18712,2.97372e-10,10,CG6723|CG9657,head,FLYHEAD,fly,DOWN,True
OSD-207,6524,SLC5A2,-1.18712,2.97372e-10,10,CG6723|CG9657,head,FLYHEAD,fly,DOWN,True
OSD-207,6526,SLC5A3,-1.18712,2.97372e-10,10,CG6723|CG9657,head,FLYHEAD,fly,DOWN,True
OSD-207,6527,SLC5A4,-1.18712,2.97372e-10,10,CG6723|CG9657,head,FLYHEAD,fly,DOWN,True
OSD-207,6528,SLC5A5,-1.18712,2.97372e-10,10,CG6723|CG9657,head,FLYHEAD,fly,DOWN,True
OSD-207,6541,SLC7A1,-1.10006,0.00597258,12,slif,head,FLYHEAD,fly,DOWN,True
OSD-207,6542,SLC7A2,-1.10006,0.00597258,12,slif,head,FLYHEAD,fly,DOWN,True
OSD-207,6545,SLC7A4,-1.10006,0.00597258,12,slif,head,FLYHEAD,fly,DOWN,True
OSD-207,6557,SLC12A1,-1.1554,1.31538e-08,7,kcc,head,FLYHEAD,fly,DOWN,True
OSD-207,6558,SLC12A2,-1.1554,1.31538e-08,7,kcc,head,FLYHEAD,fly,DOWN,True
OSD-207,6559,SLC12A3,-1.1554,1.31538e-08,7,kcc,head,FLYHEAD,fly,DOWN,True
OSD-207,6560,SLC12A4,-1.1554,1.31538e-08,7,kcc,head,FLYHEAD,fly,DOWN,True
OSD-207,6566,SLC16A1,-1.3207,0.0178996,14,CG13907|Mct1,head,FLYHEAD,fly,DOWN,True
OSD-207,6567,SLC16A2,-1.3207,0.0178996,14,CG13907|Mct1,head,FLYHEAD,fly,DOWN,True
OSD-207,6568,SLC17A1,4.25786,0.000176882,9,CG15096|CG30265|CG7881|CG9826|MFS12,head,FLYHEAD,fly,UP,True
OSD-207,6572,SLC18A3,-1.10939,9.96713e-09,1,VAChT,head,FLYHEAD,fly,DOWN,True
OSD-207,6573,SLC19A1,-1.29494,6.74948e-06,3,CG14694|CG17036,head,FLYHEAD,fly,DOWN,True
OSD-207,6580,SLC22A1,2.48226,0.00316086,22,Balat|CG14856|CG15221|CG31106|CG42269|CG4459|CG4462|CG6231|Orct2|SLC22A,head,FLYHEAD,fly,UP,True
OSD-207,6581,SLC22A3,2.48226,0.00316086,22,Balat|CG14856|CG15221|CG31106|CG42269|CG4459|CG4462|CG6231|Orct2|SLC22A,head,FLYHEAD,fly,UP,True
OSD-207,6582,SLC22A2,2.48226,0.00316086,22,Balat|CG14856|CG15221|CG31106|CG42269|CG4459|CG4462|CG6231|Orct2,head,FLYHEAD,fly,UP,True
OSD-207,6583,SLC22A4,2.48226,0.00316086,22,Balat|CG14856|CG15221|CG31106|CG42269|CG4459|CG4462|CG6231|Orct2,head,FLYHEAD,fly,UP,True
OSD-207,6584,SLC22A5,2.48226,0.00316086,22,Balat|CG14856|CG15221|CG31106|CG42269|CG4459|CG4462|CG6231|Orct2,head,FLYHEAD,fly,UP,True
OSD-207,6609,SMPD1,-1.31123,5.87157e-05,1,CG3376,head,FLYHEAD,fly,DOWN,True
OSD-207,6616,SNAP25,-1.05938,1.24819e-08,1,Snap25,head,FLYHEAD,fly,DOWN,True
OSD-207,6646,SOAT1,-1.26678,0.00317094,2,CG8112,head,FLYHEAD,fly,DOWN,True
OSD-207,6652,SORD,-1.36672,0.00292404,1,Sodh-2,head,FLYHEAD,fly,DOWN,True
OSD-207,6657,SOX2,-1.62545,0.00261249,19,Sox14|Sox21a,head,FLYHEAD,fly,DOWN,True
OSD-207,6658,SOX3,-1.62545,0.00261249,19,Sox14|Sox21a,head,FLYHEAD,fly,DOWN,True
OSD-207,6659,SOX4,-1.62545,0.00261249,19,Sox14|Sox21a,head,FLYHEAD,fly,DOWN,True
OSD-207,6660,SOX5,-1.62545,0.00261249,19,Sox14|Sox21a,head,FLYHEAD,fly,DOWN,True
OSD-207,6662,SOX9,-1.62545,0.00261249,19,Sox14|Sox21a,head,FLYHEAD,fly,DOWN,True
OSD-207,6663,SOX10,-1.62545,0.00261249,19,Sox14|Sox21a,head,FLYHEAD,fly,DOWN,True
OSD-207,6664,SOX11,-1.62545,0.00261249,19,Sox14|Sox21a,head,FLYHEAD,fly,DOWN,True
OSD-207,6665,SOX15,-1.62545,0.00261249,19,Sox100B|Sox14|Sox21a,head,FLYHEAD,fly,DOWN,True
OSD-207,6666,SOX12,-1.62545,0.00261249,19,Sox100B|Sox14|Sox21a,head,FLYHEAD,fly,DOWN,True
OSD-207,6734,SRPRA,1.11874,2.57739e-05,1,SrpRalpha,head,FLYHEAD,fly,UP,True
OSD-207,6736,SRY,-1.62545,0.00261249,19,Sox100B|Sox14|Sox21a,head,FLYHEAD,fly,DOWN,True
OSD-207,6745,SSR1,1.08152,0.000247916,1,l(1)G0320,head,FLYHEAD,fly,UP,True
OSD-207,6746,SSR2,1.01716,6.6284e-05,1,SsRbeta,head,FLYHEAD,fly,UP,True
OSD-207,6747,SSR3,1.19548,7.38299e-05,1,CG5885,head,FLYHEAD,fly,UP,True
OSD-207,6748,SSR4,1.17948,5.02605e-07,1,Tapdelta,head,FLYHEAD,fly,UP,True
OSD-207,6768,ST14,-2.05836,4.50411e-06,18,Sb,head,FLYHEAD,fly,DOWN,True
OSD-207,6780,STAU1,5.71955,0.000270272,14,CG12493,head,FLYHEAD,fly,UP,True
OSD-207,6790,AURKA,1.82923,1.30471e-06,1,aurA,head,FLYHEAD,fly,UP,True
OSD-207,6836,SURF4,1.03885,6.87646e-08,1,Surf4,head,FLYHEAD,fly,UP,True
OSD-207,6895,TARBP2,5.71955,0.000270272,14,CG12493,head,FLYHEAD,fly,UP,True
OSD-207,6915,TBXA2R,-1.01389,0.0109857,4,CG7497,head,FLYHEAD,fly,DOWN,True
OSD-207,6939,TCF15,2.12499,0.0345038,12,Hand|twi,head,FLYHEAD,fly,UP,True
OSD-207,6943,TCF21,2.12499,0.0345038,12,Hand|twi,head,FLYHEAD,fly,UP,True
OSD-207,6999,TDO2,1.04062,0.00579518,1,v,head,FLYHEAD,fly,UP,True
OSD-207,7001,PRDX2,2.35176,4.14785e-05,3,CG12896|Prx2540-1|Prx2540-2,head,FLYHEAD,fly,UP,True
OSD-207,7038,TG,1.86331,0.0001826,12,CG4757|CG9289|Est-P|Jhe|Jhedup|alpha-Est2|alpha-Est5,head,FLYHEAD,fly,UP,True
OSD-207,7050,TGIF1,1.28182,0.0170083,11,vis,head,FLYHEAD,fly,UP,True
OSD-207,7056,THBD,-1.51949,0.000549365,1,knk,head,FLYHEAD,fly,DOWN,True
OSD-207,7057,THBS1,-1.10693,8.02721e-12,6,Tsp,head,FLYHEAD,fly,DOWN,True
OSD-207,7058,THBS2,-1.10693,8.02721e-12,6,Tsp,head,FLYHEAD,fly,DOWN,True
OSD-207,7059,THBS3,-1.10693,8.02721e-12,6,Tsp,head,FLYHEAD,fly,DOWN,True
OSD-207,7060,THBS4,-1.10693,8.02721e-12,6,Tsp,head,FLYHEAD,fly,DOWN,True
OSD-207,7092,TLL1,1.52215,0.00112033,1,tld,head,FLYHEAD,fly,UP,True
OSD-207,7111,TMOD1,-1.7264,0.00178593,6,tmod,head,FLYHEAD,fly,DOWN,True
OSD-207,7113,TMPRSS2,-2.05836,4.50411e-06,18,Sb,head,FLYHEAD,fly,DOWN,True
OSD-207,7135,TNNI1,-1.58024,2.03799e-05,3,wupA,head,FLYHEAD,fly,DOWN,True
OSD-207,7136,TNNI2,-1.58024,2.03799e-05,3,wupA,head,FLYHEAD,fly,DOWN,True
OSD-207,7137,TNNI3,-1.58024,2.03799e-05,3,wupA,head,FLYHEAD,fly,DOWN,True
OSD-207,7138,TNNT1,-2.10101,1.92307e-06,3,up,head,FLYHEAD,fly,DOWN,True
OSD-207,7139,TNNT2,-2.10101,1.92307e-06,3,up,head,FLYHEAD,fly,DOWN,True
OSD-207,7140,TNNT3,-2.10101,1.92307e-06,3,up,head,FLYHEAD,fly,DOWN,True
OSD-207,7167,TPI1,-1.05777,1.52762e-09,1,Tpi,head,FLYHEAD,fly,DOWN,True
OSD-207,7168,TPM1,-1.58159,5.75716e-07,4,Tm1|Tm2,head,FLYHEAD,fly,DOWN,True
OSD-207,7169,TPM2,-1.58159,5.75716e-07,4,Tm1|Tm2,head,FLYHEAD,fly,DOWN,True
OSD-207,7170,TPM3,-1.58159,5.75716e-07,4,Tm1|Tm2,head,FLYHEAD,fly,DOWN,True
OSD-207,7171,TPM4,-1.58159,5.75716e-07,4,Tm1|Tm2,head,FLYHEAD,fly,DOWN,True
OSD-207,7173,TPO,-5.26898,0.000667703,6,Pxd,head,FLYHEAD,fly,DOWN,True
OSD-207,7177,TPSAB1,-4.87163,5.44142e-05,3,CG14990|CG18477|CG18563|CG4259|CG9733|CG9737|SPH93|flz,head,FLYHEAD,fly,DOWN,True
OSD-207,7180,CRISP2,6.05991,7.49826e-06,13,Ag5r|CG17974|CG34002|CG8483|CG9400|antr|scpr-A|scpr-B|scpr-C,head,FLYHEAD,fly,UP,True
OSD-207,7184,HSP90B1,2.00694,4.14636e-06,1,Gp93,head,FLYHEAD,fly,UP,True
OSD-207,7216,TRO,1.04407,4.692e-09,33,MAGE,head,FLYHEAD,fly,UP,True
OSD-207,7220,TRPC1,-1.00591,2.80702e-17,3,trpl,head,FLYHEAD,fly,DOWN,True
OSD-207,7223,TRPC4,-1.00591,2.80702e-17,3,trpl,head,FLYHEAD,fly,DOWN,True
OSD-207,7224,TRPC5,-1.00591,2.80702e-17,3,trpl,head,FLYHEAD,fly,DOWN,True
OSD-207,7266,DNAJC7,1.63392,1.72962e-05,13,P58IPK,head,FLYHEAD,fly,UP,True
OSD-207,7274,TTPA,1.07769,0.00760356,1,CG10026,head,FLYHEAD,fly,UP,True
OSD-207,7280,TUBB2A,-1.13556,0.0234853,2,betaTub85D,head,FLYHEAD,fly,DOWN,True
OSD-207,7291,TWIST1,2.12499,0.0345038,12,Hand|twi,head,FLYHEAD,fly,UP,True
OSD-207,7298,TYMS,-1.36973,0.0322191,1,Ts,head,FLYHEAD,fly,DOWN,True
OSD-207,7314,UBB,1.03552,0.012702,1,CG11700,head,FLYHEAD,fly,UP,True
OSD-207,7345,UCHL1,-1.20797,0.00326818,1,Uch,head,FLYHEAD,fly,DOWN,True
OSD-207,7363,UGT2B4,-8.26418,1.74035e-19,21,Ugt302K1|Ugt305A1|Ugt35B1|Ugt35E1|Ugt35E2|Ugt37A2|Ugt37A3|Ugt37B1|Ugt37C1,head,FLYHEAD,fly,DOWN,True
OSD-207,7364,UGT2B7,-8.26418,1.74035e-19,21,Ugt302K1|Ugt305A1|Ugt35B1|Ugt35E1|Ugt35E2|Ugt37A2|Ugt37A3|Ugt37B1|Ugt37C1,head,FLYHEAD,fly,DOWN,True
OSD-207,7365,UGT2B10,-8.26418,1.74035e-19,21,Ugt302K1|Ugt305A1|Ugt35B1|Ugt35E1|Ugt35E2|Ugt37A2|Ugt37A3|Ugt37B1|Ugt37C1,head,FLYHEAD,fly,DOWN,True
OSD-207,7366,UGT2B15,-8.26418,1.74035e-19,21,Ugt302K1|Ugt305A1|Ugt35B1|Ugt35E1|Ugt35E2|Ugt37A2|Ugt37A3|Ugt37B1|Ugt37C1,head,FLYHEAD,fly,DOWN,True
OSD-207,7367,UGT2B17,-8.26418,1.74035e-19,21,Ugt302K1|Ugt305A1|Ugt35B1|Ugt35E1|Ugt35E2|Ugt37A2|Ugt37A3|Ugt37B1|Ugt37C1,head,FLYHEAD,fly,DOWN,True
OSD-207,7368,UGT8,-8.26418,1.74035e-19,21,Ugt302K1|Ugt305A1|Ugt35B1|Ugt35E1|Ugt35E2|Ugt37A2|Ugt37A3|Ugt37B1|Ugt37C1,head,FLYHEAD,fly,DOWN,True
OSD-207,7372,UMPS,-1.07094,0.0273294,1,r-l,head,FLYHEAD,fly,DOWN,True
OSD-207,7378,UPP1,3.44687,1.48379e-13,1,CG17224|CG6330,head,FLYHEAD,fly,UP,True
OSD-207,7381,UQCRB,-1.08109,7.14226e-13,1,UQCR-14,head,FLYHEAD,fly,DOWN,True
OSD-207,7388,UQCRH,-1.22555,3.30067e-09,2,UQCR-11,head,FLYHEAD,fly,DOWN,True
OSD-207,7390,UROS,-1.05534,0.0115301,1,Uros2,head,FLYHEAD,fly,DOWN,True
OSD-207,7401,CLRN1,-1.02734,0.00164436,3,CG1103,head,FLYHEAD,fly,DOWN,True
OSD-207,7472,WNT2,1.95728,4.69097e-11,15,Wnt10|Wnt2,head,FLYHEAD,fly,UP,True
OSD-207,7474,WNT5A,1.95728,4.69097e-11,15,Wnt10|Wnt2,head,FLYHEAD,fly,UP,True
OSD-207,7476,WNT7A,1.95728,4.69097e-11,15,Wnt10|Wnt2,head,FLYHEAD,fly,UP,True
OSD-207,7477,WNT7B,1.95728,4.69097e-11,15,Wnt10|Wnt2,head,FLYHEAD,fly,UP,True
OSD-207,7478,WNT8A,1.95728,4.69097e-11,15,Wnt10|Wnt2,head,FLYHEAD,fly,UP,True
OSD-207,7479,WNT8B,1.95728,4.69097e-11,15,Wnt10|Wnt2,head,FLYHEAD,fly,UP,True
OSD-207,7480,WNT10B,1.95728,4.69097e-11,15,Wnt10|Wnt2,head,FLYHEAD,fly,UP,True
OSD-207,7481,WNT11,1.95728,4.69097e-11,15,Wnt10|Wnt2,head,FLYHEAD,fly,UP,True
OSD-207,7482,WNT2B,1.95728,4.69097e-11,15,Wnt10|Wnt2,head,FLYHEAD,fly,UP,True
OSD-207,7483,WNT9A,1.95728,4.69097e-11,15,Wnt10|Wnt2,head,FLYHEAD,fly,UP,True
OSD-207,7484,WNT9B,1.95728,4.69097e-11,15,Wnt10|Wnt2,head,FLYHEAD,fly,UP,True
OSD-207,7763,ZFAND5,1.00119,0.0126815,1,CG43675,head,FLYHEAD,fly,UP,True
OSD-207,7781,SLC30A3,-1.31402,0.0355026,2,ZnT33D|ZnT35C,head,FLYHEAD,fly,DOWN,True
OSD-207,7837,PXDN,-6.4761,1.6088e-06,5,Pxd|cysu,head,FLYHEAD,fly,DOWN,True
OSD-207,7873,MANF,1.59312,1.27431e-06,2,Manf,head,FLYHEAD,fly,UP,True
