osd,symbol,entrez,log2fc,adj_p,tissue,system,species,dir,strict
OSD-207,asRNA:CR43477,12797891,4.57148,0.0384224,head,FLYHEAD,fly,UP,True
OSD-207,Cpr100A,43657,-5.80138,6.04422e-09,head,FLYHEAD,fly,DOWN,True
OSD-207,asRNA:CR45185,19835300,-1.8601,0.00216228,head,FLYHEAD,fly,DOWN,True
OSD-207,CG31104,43054,-1.53832,0.0470409,head,FLYHEAD,fly,DOWN,True
OSD-207,CG17298,42529,-9.11402,0.00102685,head,FLYHEAD,fly,DOWN,True
OSD-207,CG6472,36895,-1.12139,0.00411386,head,FLYHEAD,fly,DOWN,True
OSD-207,CG2736,37998,1.04839,0.00595323,head,FLYHEAD,fly,UP,True
OSD-207,Cpr62Bb,38240,-1.6035,0.00232539,head,FLYHEAD,fly,DOWN,True
OSD-207,CG13059,39803,-5.80701,5.48685e-05,head,FLYHEAD,fly,DOWN,True
OSD-207,CG33310,2768910,-1.12643,0.0321787,head,FLYHEAD,fly,DOWN,True
OSD-207,CG12766,38462,1.44574,0.0155674,head,FLYHEAD,fly,UP,True
OSD-207,resilin,36880,-3.14065,0.00087416,head,FLYHEAD,fly,DOWN,True
OSD-207,TpnC25D,33752,-1.8359,1.41288e-05,head,FLYHEAD,fly,DOWN,True
OSD-207,CG44013,14462476,8.92314,1.97276e-05,head,FLYHEAD,fly,UP,True
OSD-207,Lip2,43980,1.80767,0.00419256,head,FLYHEAD,fly,UP,True
OSD-207,CG16772,35281,-1.92441,0.0244971,head,FLYHEAD,fly,DOWN,True
OSD-207,Or63a,38354,-1.09841,0.00489195,head,FLYHEAD,fly,DOWN,True
OSD-207,lncRNA:CR43883,14462825,-1.63636,0.00502489,head,FLYHEAD,fly,DOWN,True
OSD-207,Acp65Aa,38710,-3.83355,0.0016306,head,FLYHEAD,fly,DOWN,True
OSD-207,CG44195,14462837,-1.73565,3.26588e-12,head,FLYHEAD,fly,DOWN,True
OSD-207,CG3635,35447,-1.47523,0.00162956,head,FLYHEAD,fly,DOWN,True
OSD-207,Cyp6a21,36665,-1.0193,0.00059313,head,FLYHEAD,fly,DOWN,True
OSD-207,Cht9,37392,6.6345,1.9955e-05,head,FLYHEAD,fly,UP,True
OSD-207,Lip4,34450,1.3091,0.0302239,head,FLYHEAD,fly,UP,True
OSD-207,lncRNA:CR43716,14462698,2.58176,0.00183298,head,FLYHEAD,fly,UP,True
OSD-207,CG4335,42421,1.19949,0.000285621,head,FLYHEAD,fly,UP,True
OSD-207,Cyp6d2,37594,2.25611,0.000894338,head,FLYHEAD,fly,UP,True
OSD-207,antr,246647,3.47746,0.00125551,head,FLYHEAD,fly,UP,True
OSD-207,ckd,38402,-1.85822,0.0217522,head,FLYHEAD,fly,DOWN,True
OSD-207,TM4SF,37786,-1.66573,1.46218e-11,head,FLYHEAD,fly,DOWN,True
OSD-207,CG13026,39868,-4.49797,1.83805e-08,head,FLYHEAD,fly,DOWN,True
OSD-207,Sirup,34089,-1.55094,0.00170239,head,FLYHEAD,fly,DOWN,True
OSD-207,CheB42b,2768717,-3.91996,0.0249817,head,FLYHEAD,fly,DOWN,True
OSD-207,CG17127,34489,-2.50372,0.000460943,head,FLYHEAD,fly,DOWN,True
OSD-207,CG17738,41490,3.30751,9.12968e-05,head,FLYHEAD,fly,UP,True
OSD-207,CG17930,41979,5.27214,0.00768282,head,FLYHEAD,fly,UP,True
OSD-207,CG13003,32675,-1.05538,0.0134925,head,FLYHEAD,fly,DOWN,True
OSD-207,CG9380,38011,4.18363,0.00029648,head,FLYHEAD,fly,UP,True
OSD-207,TwdlE,34075,-2.04117,5.22394e-05,head,FLYHEAD,fly,DOWN,True
OSD-207,FASN3,3355111,-1.08148,0.00131601,head,FLYHEAD,fly,DOWN,True
OSD-207,CG9988,43388,7.03947,0.00359676,head,FLYHEAD,fly,UP,True
OSD-207,lncRNA:CR44121,14462724,-1.89354,0.00841321,head,FLYHEAD,fly,DOWN,True
OSD-207,lncRNA:CR43199,19835479,-1.08034,0.00422363,head,FLYHEAD,fly,DOWN,True
OSD-207,CG14022,33763,-1.52518,3.5509e-06,head,FLYHEAD,fly,DOWN,True
OSD-207,ppk15,43188,4.28564,2.91921e-05,head,FLYHEAD,fly,UP,True
OSD-207,CG15152,35082,6.2228,0.000604355,head,FLYHEAD,fly,UP,True
OSD-207,CG15080,37167,-3.36234,0.000471361,head,FLYHEAD,fly,DOWN,True
OSD-207,CG4757,41330,1.86331,0.0001826,head,FLYHEAD,fly,UP,True
OSD-207,CG18540,37097,-6.2339,0.0230046,head,FLYHEAD,fly,DOWN,True
OSD-207,SsRbeta,39768,1.01716,6.6284e-05,head,FLYHEAD,fly,UP,True
OSD-207,lncRNA:CR45242,19836038,-1.92092,0.00934395,head,FLYHEAD,fly,DOWN,True
OSD-207,Art2,33631,-1.07776,0.0198509,head,FLYHEAD,fly,DOWN,True
OSD-207,CG34452,5740876,5.01269,0.004874,head,FLYHEAD,fly,UP,True
OSD-207,CG6739,34037,-2.16962,0.000989983,head,FLYHEAD,fly,DOWN,True
OSD-207,lncRNA:CR44120,14462723,-1.57689,0.0310126,head,FLYHEAD,fly,DOWN,True
OSD-207,CG34324,32302,9.04657,3.23989e-08,head,FLYHEAD,fly,UP,True
OSD-207,Dro,36635,3.42343,0.000314364,head,FLYHEAD,fly,UP,True
OSD-207,fj,37089,-2.397,0.000148623,head,FLYHEAD,fly,DOWN,True
OSD-207,CG14191,32893,-4.50035,5.43496e-05,head,FLYHEAD,fly,DOWN,True
OSD-207,asRNA:CR44053,14462402,1.39593,0.02714,head,FLYHEAD,fly,UP,True
OSD-207,CG9297,41688,-1.91446,3.68576e-06,head,FLYHEAD,fly,DOWN,True
OSD-207,Cpr76Bc,40122,-2.6386,0.00575944,head,FLYHEAD,fly,DOWN,True
OSD-207,CG11854,43037,1.49814,0.00352655,head,FLYHEAD,fly,UP,True
OSD-207,CG8192,36723,-1.99852,0.0119019,head,FLYHEAD,fly,DOWN,True
OSD-207,CG5731,34355,-1.41394,0.0114387,head,FLYHEAD,fly,DOWN,True
OSD-207,CG16898,37276,2.17283,5.83953e-06,head,FLYHEAD,fly,UP,True
OSD-207,CG14259,43261,-1.30212,0.000442231,head,FLYHEAD,fly,DOWN,True
OSD-207,CG13082,35244,-1.22795,0.0443828,head,FLYHEAD,fly,DOWN,True
OSD-207,Acox57D-d,37446,1.2692,0.000657543,head,FLYHEAD,fly,UP,True
OSD-207,lncRNA:CR44135,14462451,2.21256,0.0440798,head,FLYHEAD,fly,UP,True
OSD-207,frac,38850,1.47218,0.0379063,head,FLYHEAD,fly,UP,True
OSD-207,CG11353,38560,2.09487,3.92222e-05,head,FLYHEAD,fly,UP,True
OSD-207,CG9095,32447,-1.09068,0.0163963,head,FLYHEAD,fly,DOWN,True
OSD-207,yellow-e,41653,-3.44283,3.08854e-05,head,FLYHEAD,fly,DOWN,True
OSD-207,CG9289,34195,1.60554,0.00236042,head,FLYHEAD,fly,UP,True
OSD-207,Cyp4ac2,33755,1.46389,0.000392012,head,FLYHEAD,fly,UP,True
OSD-207,snsl,33696,-1.67587,0.00636261,head,FLYHEAD,fly,DOWN,True
OSD-207,SPH93,35049,2.84178,0.0308475,head,FLYHEAD,fly,UP,True
OSD-207,exp,36276,-1.46602,0.00395419,head,FLYHEAD,fly,DOWN,True
OSD-207,Cpr73D,39897,-1.07126,6.31374e-07,head,FLYHEAD,fly,DOWN,True
OSD-207,CG14495,37056,-1.89355,0.00464717,head,FLYHEAD,fly,DOWN,True
OSD-207,CG7997,36829,1.009,0.024721,head,FLYHEAD,fly,UP,True
OSD-207,Arc1,36595,2.27424,9.72701e-06,head,FLYHEAD,fly,UP,True
OSD-207,CG7227,34088,1.85167,0.00143402,head,FLYHEAD,fly,UP,True
OSD-207,CG14502,37092,-3.06918,0.000635611,head,FLYHEAD,fly,DOWN,True
OSD-207,Jon65Aiii,38683,5.40106,0.00453407,head,FLYHEAD,fly,UP,True
OSD-207,Diedel,43474,4.43067,0.000713602,head,FLYHEAD,fly,UP,True
OSD-207,CG13321,36430,6.95344,2.90618e-05,head,FLYHEAD,fly,UP,True
OSD-207,CG4408,42762,1.34816,4.45528e-05,head,FLYHEAD,fly,UP,True
OSD-207,Hpd,40263,-1.88294,0.000157941,head,FLYHEAD,fly,DOWN,True
OSD-207,CG10911,37058,6.06998,0.0144452,head,FLYHEAD,fly,UP,True
OSD-207,CG13868,37302,1.02967,0.0069808,head,FLYHEAD,fly,UP,True
OSD-207,whe,33121,7.59556,0.00317713,head,FLYHEAD,fly,UP,True
OSD-207,Rcd7,40126,-1.39457,0.000573268,head,FLYHEAD,fly,DOWN,True
OSD-207,CG15449,33079,-1.45038,0.00445798,head,FLYHEAD,fly,DOWN,True
OSD-207,Cht7,38370,-3.69116,0.000226941,head,FLYHEAD,fly,DOWN,True
OSD-207,Cbp53E,36905,-1.0392,3.87434e-06,head,FLYHEAD,fly,DOWN,True
OSD-207,CG9514,32418,-1.9776,0.0106863,head,FLYHEAD,fly,DOWN,True
OSD-207,CG9497,33884,-1.0095,0.0121599,head,FLYHEAD,fly,DOWN,True
OSD-207,lncRNA:CR45204,19835167,1.39919,0.0310231,head,FLYHEAD,fly,UP,True
OSD-207,CG15044,32834,4.69654,0.0145396,head,FLYHEAD,fly,UP,True
OSD-207,serp,40150,-2.89671,0.00183782,head,FLYHEAD,fly,DOWN,True
OSD-207,CG12825,35726,1.66711,0.0324752,head,FLYHEAD,fly,UP,True
OSD-207,CG3819,40069,5.08193,0.0082105,head,FLYHEAD,fly,UP,True
OSD-207,CG12974,40350,1.97752,0.0281506,head,FLYHEAD,fly,UP,True
OSD-207,CG45045,19836048,3.23376,0.0105391,head,FLYHEAD,fly,UP,True
OSD-207,CG8665,35407,1.34962,0.00618905,head,FLYHEAD,fly,UP,True
OSD-207,CG42565,37598,1.69548,0.00504817,head,FLYHEAD,fly,UP,True
OSD-207,CG43064,12798207,2.85024,7.94519e-06,head,FLYHEAD,fly,UP,True
OSD-207,Pxd,2768671,-5.26898,0.000667703,head,FLYHEAD,fly,DOWN,True
OSD-207,asRNA:CR44179,14462519,2.91981,0.00171512,head,FLYHEAD,fly,UP,True
OSD-207,asRNA:CR45182,19835848,-1.31911,0.0338089,head,FLYHEAD,fly,DOWN,True
OSD-207,eys,3771890,-1.82481,9.24091e-13,head,FLYHEAD,fly,DOWN,True
OSD-207,obst-A,33022,-3.00582,0.00149731,head,FLYHEAD,fly,DOWN,True
OSD-207,verm,40149,-2.63096,0.00160222,head,FLYHEAD,fly,DOWN,True
OSD-207,SteXh:CG42398,7354447,2.87198,0.0346457,head,FLYHEAD,fly,UP,True
OSD-207,CG3713,50365,-4.1073,1.67367e-07,head,FLYHEAD,fly,DOWN,True
OSD-207,Sec61gamma,32968,1.02465,0.00061331,head,FLYHEAD,fly,UP,True
OSD-207,CG13376,3346142,-1.47204,0.0176009,head,FLYHEAD,fly,DOWN,True
OSD-207,CG11413,37920,-3.89179,0.000530684,head,FLYHEAD,fly,DOWN,True
OSD-207,MsrA,39675,2.19604,0.000140279,head,FLYHEAD,fly,UP,True
OSD-207,CG8492,38866,-1.86475,0.0023174,head,FLYHEAD,fly,DOWN,True
OSD-207,CG14626,31064,-2.91575,0.00169172,head,FLYHEAD,fly,DOWN,True
OSD-207,lncRNA:CR44775,19835092,5.79799,0.0054724,head,FLYHEAD,fly,UP,True
OSD-207,CG17404,41482,-5.60718,0.00586232,head,FLYHEAD,fly,DOWN,True
OSD-207,zye,40255,-2.96152,0.000947494,head,FLYHEAD,fly,DOWN,True
OSD-207,Listericin,36183,1.22331,0.0151141,head,FLYHEAD,fly,UP,True
OSD-207,CG15414,33570,-1.24285,0.0400828,head,FLYHEAD,fly,DOWN,True
OSD-207,CG34227,36186,1.68519,0.00020656,head,FLYHEAD,fly,UP,True
OSD-207,lncRNA:CR44716,19836025,-3.2232,0.0242986,head,FLYHEAD,fly,DOWN,True
OSD-207,CG10799,36472,1.03364,5.03906e-05,head,FLYHEAD,fly,UP,True
OSD-207,slam,33890,1.612,0.004083,head,FLYHEAD,fly,UP,True
OSD-207,slif,40510,-1.10006,0.00597258,head,FLYHEAD,fly,DOWN,True
OSD-207,asRNA:CR45281,19836134,-1.33896,7.13654e-08,head,FLYHEAD,fly,DOWN,True
OSD-207,lncRNA:CR45918,26067246,-1.05405,0.00633758,head,FLYHEAD,fly,DOWN,True
OSD-207,lncRNA:CR45054,19835480,1.65572,0.000380615,head,FLYHEAD,fly,UP,True
OSD-207,mtsh,34141,-1.15197,0.0279756,head,FLYHEAD,fly,DOWN,True
OSD-207,CG11741,5740784,2.27422,0.00142806,head,FLYHEAD,fly,UP,True
OSD-207,Arc2,36597,2.05209,0.000116602,head,FLYHEAD,fly,UP,True
OSD-207,edin,317900,3.06604,0.0364372,head,FLYHEAD,fly,UP,True
OSD-207,Cpr11A,32198,-3.30795,0.0483523,head,FLYHEAD,fly,DOWN,True
OSD-207,CG17267,42454,-2.74543,0.0001826,head,FLYHEAD,fly,DOWN,True
OSD-207,CG16959,39648,-1.12026,0.00526594,head,FLYHEAD,fly,DOWN,True
OSD-207,CG6329,36529,-1.2721,7.15267e-07,head,FLYHEAD,fly,DOWN,True
OSD-207,plh,40615,-1.08314,0.00162956,head,FLYHEAD,fly,DOWN,True
OSD-207,Cht8,37390,7.71799,2.75479e-08,head,FLYHEAD,fly,UP,True
OSD-207,CG9400,32385,-2.57212,0.000220497,head,FLYHEAD,fly,DOWN,True
OSD-207,CG43219,12798437,-1.23182,8.49333e-06,head,FLYHEAD,fly,DOWN,True
OSD-207,sug,36424,1.82696,0.00244872,head,FLYHEAD,fly,UP,True
OSD-207,Alp9,38633,6.55754,4.94661e-08,head,FLYHEAD,fly,UP,True
OSD-207,CG31300,326132,-1.01197,0.00757253,head,FLYHEAD,fly,DOWN,True
OSD-207,CG4476,39056,-1.90144,0.000750446,head,FLYHEAD,fly,DOWN,True
OSD-207,rdgC,40224,-1.10717,3.43643e-16,head,FLYHEAD,fly,DOWN,True
OSD-207,CG43679,14462861,5.80245,0.0233862,head,FLYHEAD,fly,UP,True
OSD-207,Tmhs,38251,-1.95127,0.000235793,head,FLYHEAD,fly,DOWN,True
OSD-207,CG31664,33359,3.22217,1.38406e-14,head,FLYHEAD,fly,UP,True
OSD-207,mthl14,318046,1.93651,0.000382823,head,FLYHEAD,fly,UP,True
OSD-207,PGRP-SA,32099,1.53893,0.015551,head,FLYHEAD,fly,UP,True
OSD-207,CG42326,35838,-1.71002,4.69651e-05,head,FLYHEAD,fly,DOWN,True
OSD-207,CG7402,39994,-1.37749,9.25918e-05,head,FLYHEAD,fly,DOWN,True
OSD-207,CG32751,318189,6.08842,0.000698417,head,FLYHEAD,fly,UP,True
OSD-207,Agpat1,32230,-1.19103,5.43285e-08,head,FLYHEAD,fly,DOWN,True
OSD-207,CG4860,41480,1.89035,0.000138206,head,FLYHEAD,fly,UP,True
OSD-207,sisRNA:CR46358,39877400,-4.46299,0.00538582,head,FLYHEAD,fly,DOWN,True
OSD-207,d,34179,-1.54186,0.0187611,head,FLYHEAD,fly,DOWN,True
OSD-207,Obp56d,37266,1.05503,0.000632646,head,FLYHEAD,fly,UP,True
OSD-207,tmod,43633,-1.7264,0.00178593,head,FLYHEAD,fly,DOWN,True
OSD-207,Syngr,36533,-1.01128,1.94626e-11,head,FLYHEAD,fly,DOWN,True
OSD-207,CG5707,48422,1.01578,0.00102637,head,FLYHEAD,fly,UP,True
OSD-207,CG9572,33013,-1.02193,0.000252844,head,FLYHEAD,fly,DOWN,True
OSD-207,CG13722,38555,-5.2227,1.60359e-05,head,FLYHEAD,fly,DOWN,True
OSD-207,CG4168,34889,-1.31044,2.07034e-10,head,FLYHEAD,fly,DOWN,True
OSD-207,CG13043,39796,-8.33019,7.83181e-05,head,FLYHEAD,fly,DOWN,True
OSD-207,Drsl2,38408,3.69053,0.00331229,head,FLYHEAD,fly,UP,True
OSD-207,lncRNA:CR44718,19835872,-2.92017,0.00142792,head,FLYHEAD,fly,DOWN,True
OSD-207,Mco4,326221,7.23602,8.35246e-05,head,FLYHEAD,fly,UP,True
OSD-207,CG31675,318879,-1.01406,0.000150469,head,FLYHEAD,fly,DOWN,True
OSD-207,CG43673,14462401,8.13964,1.64689e-06,head,FLYHEAD,fly,UP,True
OSD-207,ect,44135,-1.65832,0.000985024,head,FLYHEAD,fly,DOWN,True
OSD-207,CG8353,34123,1.86669,5.83953e-06,head,FLYHEAD,fly,UP,True
OSD-207,CG31975,319052,1.87082,0.0345915,head,FLYHEAD,fly,UP,True
OSD-207,CG2983,33485,2.99684,0.0190196,head,FLYHEAD,fly,UP,True
OSD-207,Cpr49Ae,36351,-2.57587,5.65155e-10,head,FLYHEAD,fly,DOWN,True
OSD-207,dyw,31252,-2.62321,0.0138794,head,FLYHEAD,fly,DOWN,True
OSD-207,Phae2,34638,7.06044,0.00294126,head,FLYHEAD,fly,UP,True
OSD-207,TotC,117462,2.54468,0.0204422,head,FLYHEAD,fly,UP,True
OSD-207,Balat,36417,-1.16718,0.00746625,head,FLYHEAD,fly,DOWN,True
OSD-207,CG13403,32366,-4.38566,0.0122881,head,FLYHEAD,fly,DOWN,True
OSD-207,lncRNA:CR45881,26067209,-1.19973,0.0080702,head,FLYHEAD,fly,DOWN,True
OSD-207,CG7409,38870,-1.57735,3.62399e-09,head,FLYHEAD,fly,DOWN,True
OSD-207,Cht6,31935,-1.96301,0.000390669,head,FLYHEAD,fly,DOWN,True
OSD-207,CG18598,42188,-1.22137,2.53317e-12,head,FLYHEAD,fly,DOWN,True
OSD-207,CG8736,35841,-6.94601,3.25254e-08,head,FLYHEAD,fly,DOWN,True
OSD-207,CG16799,37340,1.24826,6.80196e-07,head,FLYHEAD,fly,UP,True
OSD-207,y,30980,-2.42789,0.000612839,head,FLYHEAD,fly,DOWN,True
OSD-207,CG12224,41453,1.67389,0.000531607,head,FLYHEAD,fly,UP,True
OSD-207,Swim,37537,-1.00672,0.0453961,head,FLYHEAD,fly,DOWN,True
OSD-207,Cpr64Aa,38508,-8.37854,7.67264e-05,head,FLYHEAD,fly,DOWN,True
OSD-207,asRNA:CR43463,12798215,-2.83413,0.00763338,head,FLYHEAD,fly,DOWN,True
OSD-207,CG13492,37487,5.40938,0.00149946,head,FLYHEAD,fly,UP,True
OSD-207,CG7497,39966,-1.01389,0.0109857,head,FLYHEAD,fly,DOWN,True
OSD-207,Cyp4aa1,36752,1.28737,0.0034739,head,FLYHEAD,fly,UP,True
OSD-207,CG14246,3772140,-3.06986,8.33297e-05,head,FLYHEAD,fly,DOWN,True
OSD-207,NimC4,34824,-2.67624,0.0301021,head,FLYHEAD,fly,DOWN,True
OSD-207,CG6753,41557,-1.43238,0.00787495,head,FLYHEAD,fly,DOWN,True
OSD-207,TotA,44121,2.95801,0.00282223,head,FLYHEAD,fly,UP,True
OSD-207,CG33281,2768938,-3.13948,0.00325171,head,FLYHEAD,fly,DOWN,True
OSD-207,l(3)mbn,38701,-6.29867,0.00707576,head,FLYHEAD,fly,DOWN,True
OSD-207,ImpE1,45879,-1.92004,5.09098e-08,head,FLYHEAD,fly,DOWN,True
OSD-207,CG2233,31721,1.59797,1.60708e-05,head,FLYHEAD,fly,UP,True
OSD-207,asRNA:CR43468,12798427,-1.04278,0.00201739,head,FLYHEAD,fly,DOWN,True
OSD-207,CG6912,41820,1.47792,0.023697,head,FLYHEAD,fly,UP,True
OSD-207,PGRP-SC1a,35859,3.87278,0.0359504,head,FLYHEAD,fly,UP,True
OSD-207,CG42269,38689,-2.45928,3.88056e-05,head,FLYHEAD,fly,DOWN,True
OSD-207,CG30054,246420,-1.08542,4.10619e-05,head,FLYHEAD,fly,DOWN,True
OSD-207,l(2)34Fc,34838,-1.42598,0.00531285,head,FLYHEAD,fly,DOWN,True
OSD-207,Peritrophin-A,33023,-2.71988,0.000292492,head,FLYHEAD,fly,DOWN,True
OSD-207,Cpr49Ag,36353,-1.79886,0.00706545,head,FLYHEAD,fly,DOWN,True
OSD-207,frma,31464,1.3359,9.3415e-06,head,FLYHEAD,fly,UP,True
OSD-207,lncRNA:CR44089,14462496,-2.90451,0.0488771,head,FLYHEAD,fly,DOWN,True
OSD-207,ppk10,3885617,1.55088,0.0467078,head,FLYHEAD,fly,UP,True
OSD-207,CheB42a,2768721,-1.43411,0.00157596,head,FLYHEAD,fly,DOWN,True
OSD-207,CG13324,36434,5.63727,0.0057439,head,FLYHEAD,fly,UP,True
OSD-207,CG14591,35531,-1.35024,2.68679e-12,head,FLYHEAD,fly,DOWN,True
OSD-207,CG33655,8674081,-1.12432,0.0114876,head,FLYHEAD,fly,DOWN,True
OSD-207,Ugt35E1,53504,-2.97605,0.000157551,head,FLYHEAD,fly,DOWN,True
OSD-207,CG15406,33542,3.72857,0.0392259,head,FLYHEAD,fly,UP,True
OSD-207,CG14742,12797890,-1.75342,0.00260041,head,FLYHEAD,fly,DOWN,True
OSD-207,Ance-5,37980,1.05481,0.000538535,head,FLYHEAD,fly,UP,True
OSD-207,CG30098,246456,4.63694,9.1969e-05,head,FLYHEAD,fly,UP,True
OSD-207,asRNA:CR44106,14462493,7.85851,7.07032e-05,head,FLYHEAD,fly,UP,True
OSD-207,CG14301,42235,-2.57588,1.91523e-05,head,FLYHEAD,fly,DOWN,True
OSD-207,Zasp66,38988,-1.14581,1.44964e-12,head,FLYHEAD,fly,DOWN,True
OSD-207,Myo28B1,53515,-1.29676,1.21001e-08,head,FLYHEAD,fly,DOWN,True
OSD-207,CG5653,39024,-1.37948,0.00620108,head,FLYHEAD,fly,DOWN,True
OSD-207,Ae2,39147,-1.17281,1.42388e-24,head,FLYHEAD,fly,DOWN,True
OSD-207,exex,38884,1.70078,0.0324431,head,FLYHEAD,fly,UP,True
OSD-207,PGRP-SC1a,35861,3.87278,0.0359504,head,FLYHEAD,fly,UP,True
OSD-207,Muc96D,318737,1.88648,0.0491249,head,FLYHEAD,fly,UP,True
OSD-207,GlyS,41823,-1.29778,0.000787129,head,FLYHEAD,fly,DOWN,True
OSD-207,CG14340,33287,-1.79766,4.24948e-06,head,FLYHEAD,fly,DOWN,True
OSD-207,Task6,41671,-1.10664,1.82493e-14,head,FLYHEAD,fly,DOWN,True
OSD-207,CG44014,41893,1.01437,0.021899,head,FLYHEAD,fly,UP,True
OSD-207,CG33346,2768690,5.73012,0.00228496,head,FLYHEAD,fly,UP,True
OSD-207,Nep4,42449,-1.42754,9.25651e-08,head,FLYHEAD,fly,DOWN,True
OSD-207,CG33099,326254,2.02081,0.0350338,head,FLYHEAD,fly,UP,True
OSD-207,Pex7,38994,-1.32057,0.00700776,head,FLYHEAD,fly,DOWN,True
OSD-207,CG14050,31218,1.61581,0.00283084,head,FLYHEAD,fly,UP,True
OSD-207,CG14459,40476,-1.0186,0.00011434,head,FLYHEAD,fly,DOWN,True
OSD-207,trol,45320,-1.10677,1.51094e-05,head,FLYHEAD,fly,DOWN,True
OSD-207,Ir68a,39269,-1.33393,3.63817e-05,head,FLYHEAD,fly,DOWN,True
OSD-207,CG32368,317997,4.38371,6.45083e-08,head,FLYHEAD,fly,UP,True
OSD-207,Ugt37C1,53583,2.93722,4.63192e-05,head,FLYHEAD,fly,UP,True
OSD-207,CG4462,42376,-1.06079,0.00307048,head,FLYHEAD,fly,DOWN,True
OSD-207,chp,43690,-1.35149,7.44946e-13,head,FLYHEAD,fly,DOWN,True
OSD-207,CG34367,5740879,-1.47725,0.000578084,head,FLYHEAD,fly,DOWN,True
OSD-207,Ass,40812,1.13467,0.0317283,head,FLYHEAD,fly,UP,True
OSD-207,CG34236,5740183,4.02276,0.0109762,head,FLYHEAD,fly,UP,True
OSD-207,AGBE,326264,-1.17267,0.00389222,head,FLYHEAD,fly,DOWN,True
OSD-207,Muc68E,2768990,4.18412,0.0149629,head,FLYHEAD,fly,UP,True
OSD-207,RabX5,38209,-1.03628,0.000740085,head,FLYHEAD,fly,DOWN,True
OSD-207,Ugt35C1,53507,1.17507,0.00670752,head,FLYHEAD,fly,UP,True
OSD-207,Unc-89,3346201,-1.20684,0.000713602,head,FLYHEAD,fly,DOWN,True
OSD-207,CG8419,34118,-1.44551,8.05148e-10,head,FLYHEAD,fly,DOWN,True
OSD-207,ppk6,37286,2.93629,0.0140608,head,FLYHEAD,fly,UP,True
OSD-207,lncRNA:CR30121,12798336,3.01796,0.0497471,head,FLYHEAD,fly,UP,True
OSD-207,CG34026,3885569,6.35291,0.0118953,head,FLYHEAD,fly,UP,True
OSD-207,Nna1,32329,-1.39238,0.000689693,head,FLYHEAD,fly,DOWN,True
OSD-207,Nplp2,50286,1.48116,0.000132277,head,FLYHEAD,fly,UP,True
OSD-207,Root,42860,1.83203,0.0114723,head,FLYHEAD,fly,UP,True
OSD-207,CG44008,14462750,1.19096,0.00196733,head,FLYHEAD,fly,UP,True
OSD-207,Ca-alpha1T,31550,-1.12752,3.87497e-16,head,FLYHEAD,fly,DOWN,True
OSD-207,CG17777,50374,-1.5174,0.00308527,head,FLYHEAD,fly,DOWN,True
OSD-207,CG17440,31879,1.84549,0.00477403,head,FLYHEAD,fly,UP,True
OSD-207,CG43134,12798107,9.24016,4.12504e-08,head,FLYHEAD,fly,UP,True
OSD-207,Fatp2,37657,1.20565,0.00597624,head,FLYHEAD,fly,UP,True
OSD-207,CG18748,59144,6.3392,0.0016314,head,FLYHEAD,fly,UP,True
OSD-207,CG31087,43062,4.11991,0.0296842,head,FLYHEAD,fly,UP,True
OSD-207,SERCA,49297,-1.86458,1.96108e-05,head,FLYHEAD,fly,DOWN,True
OSD-207,CG13545,37675,-5.97182,0.0262028,head,FLYHEAD,fly,DOWN,True
OSD-207,CG34045,3885656,6.0278,7.11133e-06,head,FLYHEAD,fly,UP,True
OSD-207,CG10073,37225,2.29725,0.000712763,head,FLYHEAD,fly,UP,True
OSD-207,comm2,39716,1.20695,0.00517238,head,FLYHEAD,fly,UP,True
OSD-207,Loxl1,43712,1.55685,0.00596003,head,FLYHEAD,fly,UP,True
OSD-207,CG5399,41900,3.54999,0.00368419,head,FLYHEAD,fly,UP,True
OSD-207,CG5391,42611,-2.84632,0.0358853,head,FLYHEAD,fly,DOWN,True
OSD-207,rdhB,42614,-1.29573,0.000252299,head,FLYHEAD,fly,DOWN,True
OSD-207,CG45060,19835394,5.1434,0.0192952,head,FLYHEAD,fly,UP,True
OSD-207,CG13806,38292,9.27335,3.08081e-06,head,FLYHEAD,fly,UP,True
OSD-207,CG6280,36522,-2.16644,0.00745481,head,FLYHEAD,fly,DOWN,True
OSD-207,CG9759,41661,1.63502,0.00124979,head,FLYHEAD,fly,UP,True
OSD-207,Spn42Db,35599,3.13073,0.018658,head,FLYHEAD,fly,UP,True
OSD-207,CAH8,42625,-1.00974,0.0321974,head,FLYHEAD,fly,DOWN,True
OSD-207,CG7059,42626,-1.18544,0.000104871,head,FLYHEAD,fly,DOWN,True
OSD-207,CG14300,3346166,5.48664,0.0487831,head,FLYHEAD,fly,UP,True
OSD-207,Socs36E,35085,1.50055,0.00297696,head,FLYHEAD,fly,UP,True
OSD-207,CG15818,34019,9.03585,2.37357e-05,head,FLYHEAD,fly,UP,True
OSD-207,OdsH,32758,-2.31552,0.0377375,head,FLYHEAD,fly,DOWN,True
OSD-207,tn,37190,-1.69458,0.0041475,head,FLYHEAD,fly,DOWN,True
OSD-207,Cpr92F,42450,-3.51961,0.00477604,head,FLYHEAD,fly,DOWN,True
OSD-207,Mhc,35007,-1.99095,2.19454e-05,head,FLYHEAD,fly,DOWN,True
OSD-207,Oatp33Eb,34662,6.78784,0.000262488,head,FLYHEAD,fly,UP,True
OSD-207,CG4000,42451,-3.47069,1.3598e-07,head,FLYHEAD,fly,DOWN,True
