osd,symbol,entrez,log2fc,adj_p,tissue,system,species,dir,strict
OSD-613,Duox2,214593,-4.38108,0.0304963,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Snord15a,449630,-1.71904,0.0267727,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Cenpp,66336,-1.0525,0.0330696,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Fmc1,66117,-1.05311,0.0102946,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Crybg2,230806,-1.84101,0.025683,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Mgam,232714,-4.82834,0.0087246,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Gm22154,115490050,-2.52039,0.0170991,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Tbc1d2,381605,-1.01512,0.0408397,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Ier2,15936,-1.1593,0.00433653,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Cysltr2,70086,1.25942,0.0494757,cerebral hemisphere,CNS,mouse,UP,True
OSD-613,Gm5620,434428,1.74731,0.0140636,cerebral hemisphere,CNS,mouse,UP,True
OSD-613,Rbm38,56190,1.55079,0.0245768,cerebral hemisphere,CNS,mouse,UP,True
OSD-613,Snora73a,100306944,-1.99016,0.000235433,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Pmch,110312,3.61108,0.0441674,cerebral hemisphere,CNS,mouse,UP,True
OSD-613,Gm14113,668920,-1.08913,0.0212388,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Pin4-ps,105247253,1.96822,0.0405629,cerebral hemisphere,CNS,mouse,UP,True
OSD-613,Ccdc110,212392,1.30188,0.004917,cerebral hemisphere,CNS,mouse,UP,True
OSD-613,Pde4c,110385,-1.23869,0.0368117,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Chrm5,213788,2.51752,0.0315875,cerebral hemisphere,CNS,mouse,UP,True
OSD-613,9530057J20Rik,78672,-3.22405,0.0130007,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Gm53058,118027462,-1.14321,0.0311734,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Garin5a,75538,-1.33668,0.00226574,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Ccdc88b,78317,-1.16085,0.00834511,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Stt3a,16430,1.00908,0.0134277,cerebral hemisphere,CNS,mouse,UP,True
OSD-613,Scml4,268297,1.49449,0.00201229,cerebral hemisphere,CNS,mouse,UP,True
OSD-613,Stab1,192187,-1.00071,0.0234067,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Slc16a11,216867,-1.00353,0.0343653,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Gm35853,102639573,-1.68113,0.0301668,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Wbp11,60321,1.04019,0.00828292,cerebral hemisphere,CNS,mouse,UP,True
OSD-613,Kiss1,280287,3.07886,0.0419149,cerebral hemisphere,CNS,mouse,UP,True
OSD-613,Gm25129,115489591,-1.11952,0.0382821,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Rn7s1,103948,-1.02378,0.0146903,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Snora26,100313943,-2.56846,0.0167338,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Rpph1,85029,-1.15427,0.0267727,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Lime1,72699,-1.40282,0.000373227,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Gm23262,115486847,-1.64194,0.00456575,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Rmrp,19782,-1.6017,0.000814433,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Snhg20,76972,-2.47882,8.69012e-05,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Plcz1,114875,1.69262,0.0168631,cerebral hemisphere,CNS,mouse,UP,True
OSD-613,Alx4,11695,-1.96214,0.0178531,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Ccl3,20302,-1.68414,0.0301841,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Rnu1a1,19842,-1.3236,0.0405167,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Gm22068,115487842,-1.3236,0.0405167,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Gm22634,115488074,-1.3236,0.0405167,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Glra3,110304,1.32354,0.00908903,cerebral hemisphere,CNS,mouse,UP,True
OSD-613,Ghsr,208188,3.62095,0.0267727,cerebral hemisphere,CNS,mouse,UP,True
OSD-613,Gm17750,553095,-1.56226,0.012497,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,H2bc14,319186,-1.2459,0.00752075,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Rpl7a-ps11,641660,-23.0585,5.64488e-05,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Npy2r,18167,1.35558,0.0436763,cerebral hemisphere,CNS,mouse,UP,True
OSD-613,Nppa,230899,-3.30642,0.0275427,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Acbd7,78245,-2.42087,0.0450354,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Prss56,69453,-2.77307,0.00670052,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Gm54112,118568512,-1.53228,0.00826223,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Casr,12374,3.16702,0.0433692,cerebral hemisphere,CNS,mouse,UP,True
OSD-613,Gm25989,115488715,-2.848,0.000814433,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Gm22634,115488060,-1.3236,0.0405167,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Gm26079,115490290,-2.02053,0.000909107,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Gdf1,14559,-9.11386,0.000814433,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Ftl1-ps2,434624,-1.00462,0.0373838,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,H2bc12,319184,-1.48859,0.0102946,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Snhg9,73474,-2.14189,0.00129806,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,H4c2,326620,-1.17497,0.0346823,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Gm23946,115488402,-1.61274,0.0130194,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Hcst,23900,-1.53526,0.0343808,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Cdc6,23834,-1.4616,0.0152756,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,S100a5,20199,-6.84519,0.00752312,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Iyd,70337,1.97148,0.0405469,cerebral hemisphere,CNS,mouse,UP,True
OSD-613,B3gnt2,53625,1.91058,0.00177839,cerebral hemisphere,CNS,mouse,UP,True
OSD-613,AU023762,102688,1.23167,0.00422279,cerebral hemisphere,CNS,mouse,UP,True
OSD-613,H4c11,319159,-1.61096,0.00230715,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Eomes,13813,-4.42541,0.0168314,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Gm26447,115488689,-2.46472,0.000275333,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Gm22634,115488075,-1.32361,0.0382821,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Ghrh,14601,4.59324,0.0267727,cerebral hemisphere,CNS,mouse,UP,True
OSD-613,Gm22634,115488065,-1.3236,0.0405167,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Snora15,100113364,-2.77542,0.0267727,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Id3,15903,-1.44183,3.06448e-05,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Kntc1,208628,-1.66242,0.0168631,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Gm25492,115490291,-2.17119,0.00168558,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Gm22634,115488077,-1.32361,0.0382821,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Cpa6,329093,-2.87075,0.0315875,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Chn1os3,329427,-4.75635,0.0348823,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,C4a,625018,-1.94722,0.0153161,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Snora78,100306952,-3.32451,2.97311e-05,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Gm25541,115489638,-3.37428,0.00124983,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Gm25848,115488713,-1.72216,0.015503,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Sp8,320145,-3.11985,0.0262862,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Adcyap1,11516,1.4049,0.0136695,cerebral hemisphere,CNS,mouse,UP,True
OSD-613,Gm22748,115488064,-1.81368,0.0312996,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,H2ac19,319192,-1.04685,0.00725628,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,H4c18,319161,-1.19726,0.0393523,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Gm25394,115488237,-2.63219,0.000814433,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Tafa3,329731,-3.09493,0.0403229,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Or7d10,258336,-4.04377,0.0109572,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Gm22767,115490051,-2.39174,0.000605843,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Gm26316,115487919,-2.4455,0.00447703,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Prr7,432763,-1.12781,0.0296043,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Gm25107,115486124,-2.39244,0.000106047,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Gm22270,115490266,-1.42268,0.0397684,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Gm25776,115488078,-2.67604,0.00168558,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Gm1673,381633,-1.05873,0.0304963,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Gm22634,115488073,-1.32361,0.0382821,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,H2bc9,319182,-1.12902,0.0162688,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Pkib,18768,1.67245,4.83125e-07,cerebral hemisphere,CNS,mouse,UP,True
OSD-613,Gm12500,791415,-1.05,0.046864,cerebral hemisphere,CNS,mouse,DOWN,True
OSD-613,Bpifb9b,433492,19.5478,0.000308572,cerebral hemisphere,CNS,mouse,UP,True
OSD-613,Spata31f1b,100043920,22.9981,0.000407992,cerebral hemisphere,CNS,mouse,UP,True
OSD-613,Spata31f1b,100862261,22.9981,0.000407992,cerebral hemisphere,CNS,mouse,UP,True
OSD-347,CG15203,32038,-1.2033,0.000905686,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG5399,41900,-1.66812,7.33335e-06,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG7203,34055,-7.47309,1.46104e-10,heart,CARDIOVASC,fly,DOWN,True
OSD-347,neb,35293,1.35282,0.017837,heart,CARDIOVASC,fly,UP,True
OSD-347,CG12071,43660,-3.08679,0.0309306,heart,CARDIOVASC,fly,DOWN,True
OSD-347,Cyp4d1,31188,-3.18529,0.00892654,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG32259,317942,-2.60096,0.00892654,heart,CARDIOVASC,fly,DOWN,True
OSD-347,Cyp9h1,36412,-1.27057,0.00976639,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG4000,42451,-2.90085,0.0412222,heart,CARDIOVASC,fly,DOWN,True
OSD-347,Act79B,40444,-4.36016,0.00131663,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG31832,318970,-2.60154,0.000764658,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG32191,317903,-1.1786,0.00166823,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG8249,36742,-1.3655,0.00383581,heart,CARDIOVASC,fly,DOWN,True
OSD-347,Cpr47Ea,36188,-8.09468,0.00760177,heart,CARDIOVASC,fly,DOWN,True
OSD-347,sosie,42961,-1.76163,0.00600876,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CngB,37479,-1.15741,1.03992e-05,heart,CARDIOVASC,fly,DOWN,True
OSD-347,goe,32660,-1.21098,0.000314938,heart,CARDIOVASC,fly,DOWN,True
OSD-347,MFS9,42426,-7.05589,0.00760177,heart,CARDIOVASC,fly,DOWN,True
OSD-347,Acp1,34052,-7.39973,4.10085e-05,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG30280,37522,-1.15921,0.0478829,heart,CARDIOVASC,fly,DOWN,True
OSD-347,Act88F,41885,-5.44497,1.21374e-06,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG34327,5740714,-4.31244,0.000702262,heart,CARDIOVASC,fly,DOWN,True
OSD-347,e,42521,-3.87779,5.56163e-05,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG7214,34053,-5.44867,1.73268e-06,heart,CARDIOVASC,fly,DOWN,True
OSD-347,ths,36258,1.07889,0.00760177,heart,CARDIOVASC,fly,UP,True
OSD-347,NimC2,34818,-1.20678,0.00760177,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG8646,36394,1.83574,0.0403927,heart,CARDIOVASC,fly,UP,True
OSD-347,mldr,31568,1.00699,0.0459046,heart,CARDIOVASC,fly,UP,True
OSD-347,Cpr49Ae,36351,-2.72357,0.0343687,heart,CARDIOVASC,fly,DOWN,True
OSD-347,Cyp304a1,41586,-2.59582,0.0326825,heart,CARDIOVASC,fly,DOWN,True
OSD-347,Scp1,3355102,-7.26134,4.94307e-06,heart,CARDIOVASC,fly,DOWN,True
OSD-347,AsnS,2768965,-1.25207,0.018524,heart,CARDIOVASC,fly,DOWN,True
OSD-347,IM14,3885603,-6.57513,0.00943782,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG30281,246525,-1.30549,0.0139594,heart,CARDIOVASC,fly,DOWN,True
OSD-347,Cpr92F,42450,-11.7436,2.49155e-08,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG43402,12797876,-1.04578,8.34529e-05,heart,CARDIOVASC,fly,DOWN,True
OSD-347,Rh6,41889,2.06966,0.011202,heart,CARDIOVASC,fly,UP,True
OSD-347,CG33465,3885587,-3.40984,0.00994005,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG7560,39276,-1.65033,1.09724e-08,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG8745,39530,-1.60037,0.00032414,heart,CARDIOVASC,fly,DOWN,True
OSD-347,LysP,38129,-9.29259,0.0124606,heart,CARDIOVASC,fly,DOWN,True
OSD-347,TkR99D,43551,-4.15045,0.0489774,heart,CARDIOVASC,fly,DOWN,True
OSD-347,Fbp2,34259,-5.93345,0.0317867,heart,CARDIOVASC,fly,DOWN,True
OSD-347,yellow-d,37703,-6.9098,0.00881311,heart,CARDIOVASC,fly,DOWN,True
OSD-347,Idgf5,37104,-1.2732,0.0297315,heart,CARDIOVASC,fly,DOWN,True
OSD-347,y,30980,-7.53312,0.00453673,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG33109,326258,-6.36695,0.000335646,heart,CARDIOVASC,fly,DOWN,True
OSD-347,ninaD,326160,-1.93374,0.00760177,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG43064,12798207,-1.55214,0.0345406,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG12824,35727,-1.15348,0.0152182,heart,CARDIOVASC,fly,DOWN,True
OSD-347,kkv,45884,-4.85526,0.000519484,heart,CARDIOVASC,fly,DOWN,True
OSD-347,Nplp3,59235,-8.12066,1.21374e-06,heart,CARDIOVASC,fly,DOWN,True
OSD-347,Vajk3,34812,-6.24355,0.000548257,heart,CARDIOVASC,fly,DOWN,True
OSD-347,fln,40185,-7.28881,0.00275856,heart,CARDIOVASC,fly,DOWN,True
OSD-347,NimC4,34824,-2.55258,0.000548257,heart,CARDIOVASC,fly,DOWN,True
OSD-347,l(2)34Fc,34838,-1.44935,0.0252994,heart,CARDIOVASC,fly,DOWN,True
OSD-347,obst-A,33022,-1.84561,0.0415943,heart,CARDIOVASC,fly,DOWN,True
OSD-347,alpha-Est1,40909,-1.21515,0.00499407,heart,CARDIOVASC,fly,DOWN,True
OSD-347,Cpr97Ea,43258,-3.31038,0.0156552,heart,CARDIOVASC,fly,DOWN,True
OSD-347,Cpr100A,43657,-4.43248,7.33335e-06,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG8927,41964,-5.17368,0.0268505,heart,CARDIOVASC,fly,DOWN,True
OSD-347,Cpr62Bc,38241,-7.43674,3.66205e-05,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG8736,35841,-5.12948,6.32483e-07,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG15080,37167,-3.69791,0.00146673,heart,CARDIOVASC,fly,DOWN,True
OSD-347,Npc2h,43649,-1.41652,0.00113724,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG16786,37856,-3.13458,0.0152182,heart,CARDIOVASC,fly,DOWN,True
OSD-347,Cda5,33158,-2.11602,0.00976639,heart,CARDIOVASC,fly,DOWN,True
OSD-347,nolo,35424,-2.3892,0.0225977,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG3999,41253,-1.05688,0.00943782,heart,CARDIOVASC,fly,DOWN,True
OSD-347,Cpr97Eb,43259,-3.9256,0.00011014,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG6912,41820,-1.12931,0.0119484,heart,CARDIOVASC,fly,DOWN,True
OSD-347,verm,40149,-2.20835,0.00559611,heart,CARDIOVASC,fly,DOWN,True
OSD-347,TpnC4,35498,-5.7461,0.0105384,heart,CARDIOVASC,fly,DOWN,True
OSD-347,Cda4,33144,-4.37277,0.00892654,heart,CARDIOVASC,fly,DOWN,True
OSD-347,Cht7,38370,-7.44574,5.56163e-05,heart,CARDIOVASC,fly,DOWN,True
OSD-347,nrv3,35408,-1.17334,0.0204807,heart,CARDIOVASC,fly,DOWN,True
OSD-347,Cpr76Bd,40123,-3.34557,7.60311e-05,heart,CARDIOVASC,fly,DOWN,True
OSD-347,serp,40150,-1.79646,0.0343687,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG4757,41330,1.543,0.0152182,heart,CARDIOVASC,fly,UP,True
OSD-347,exp,36276,-4.07177,0.0431376,heart,CARDIOVASC,fly,DOWN,True
OSD-347,Vajk2,34811,-5.65551,0.00166823,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG1368,32361,-6.45793,0.0235479,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG11425,40472,-1.97044,0.0227414,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG12998,32710,-7.63091,0.000689302,heart,CARDIOVASC,fly,DOWN,True
OSD-347,Cht6,31935,-4.59175,6.76657e-05,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG7896,43552,-3.19437,0.0478829,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG3597,33420,-1.75851,1.92882e-11,heart,CARDIOVASC,fly,DOWN,True
OSD-347,S-Lap1,38986,-6.11749,0.0156994,heart,CARDIOVASC,fly,DOWN,True
OSD-347,scaf,35505,-1.43955,0.0240479,heart,CARDIOVASC,fly,DOWN,True
OSD-347,KFase,33907,-1.32541,0.000104279,heart,CARDIOVASC,fly,DOWN,True
OSD-347,Send1,33407,-6.4089,0.0267279,heart,CARDIOVASC,fly,DOWN,True
OSD-347,MtnB,42424,2.44287,1.33512e-19,heart,CARDIOVASC,fly,UP,True
OSD-347,TM4SF,37786,-2.66827,0.000734522,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG13731,39938,-5.0936,0.00379794,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG3604,33593,2.70595,0.00822321,heart,CARDIOVASC,fly,UP,True
OSD-347,tj,35227,-1.28274,6.73496e-08,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG17026,39739,-2.43557,0.0128297,heart,CARDIOVASC,fly,DOWN,True
OSD-347,pnr,44849,-1.00206,7.92382e-07,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG14814,31139,2.15904,0.0114859,heart,CARDIOVASC,fly,UP,True
OSD-347,Cyp6a2,35587,2.00849,0.00377298,heart,CARDIOVASC,fly,UP,True
OSD-347,mtDNA-helicase,34307,1.37015,0.0052197,heart,CARDIOVASC,fly,UP,True
OSD-347,Acp65Aa,38710,-6.0273,0.0105446,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG7997,36829,-1.49371,8.60392e-07,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG15765,31513,-2.03351,0.0057813,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG10621,35152,-1.23675,0.0193173,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG14406,32421,-1.80493,0.00719455,heart,CARDIOVASC,fly,DOWN,True
OSD-347,fw,32162,-3.14877,0.000193272,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG10516,39738,-1.05123,0.000819181,heart,CARDIOVASC,fly,DOWN,True
OSD-347,Oseg6,37245,2.26502,0.045071,heart,CARDIOVASC,fly,UP,True
OSD-347,ec,31339,-2.99733,7.63049e-05,heart,CARDIOVASC,fly,DOWN,True
OSD-347,KP78b,41361,-2.14465,0.0351938,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG11835,33232,-1.95716,0.0203976,heart,CARDIOVASC,fly,DOWN,True
OSD-347,Oat,40145,-1.1618,9.02779e-05,heart,CARDIOVASC,fly,DOWN,True
OSD-347,Spn28Dc,34091,1.04498,0.0318809,heart,CARDIOVASC,fly,UP,True
OSD-347,CG17032,39736,-1.43642,4.88515e-06,heart,CARDIOVASC,fly,DOWN,True
OSD-347,Plod,39265,-1.1315,2.08506e-06,heart,CARDIOVASC,fly,DOWN,True
OSD-347,Vmat,3346192,-1.21753,0.00516852,heart,CARDIOVASC,fly,DOWN,True
OSD-347,bnb,32872,-1.45518,0.00169044,heart,CARDIOVASC,fly,DOWN,True
OSD-347,nemy,36395,-1.77067,0.00114179,heart,CARDIOVASC,fly,DOWN,True
OSD-347,ple,38746,-3.17089,1.21299e-05,heart,CARDIOVASC,fly,DOWN,True
OSD-347,b,34791,-1.32119,0.00654821,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG43163,38966,-2.14992,0.00104864,heart,CARDIOVASC,fly,DOWN,True
OSD-347,pHCl-1,39730,-1.38877,0.041366,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG44250,19836034,1.19866,0.00721014,heart,CARDIOVASC,fly,UP,True
OSD-347,KaiR1D,42473,-2.35506,0.0375285,heart,CARDIOVASC,fly,DOWN,True
OSD-347,Ggamma30A,45234,-1.15061,0.0412665,heart,CARDIOVASC,fly,DOWN,True
OSD-347,t,31863,-1.74839,0.0118706,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG16756,31460,-1.06939,0.000800629,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG6495,34486,-1.98465,0.000134594,heart,CARDIOVASC,fly,DOWN,True
OSD-347,Jheh1,251984,1.1703,2.9988e-05,heart,CARDIOVASC,fly,UP,True
OSD-347,Ac78C,40333,-1.18284,5.16485e-07,heart,CARDIOVASC,fly,DOWN,True
OSD-347,Gycbeta100B,43682,-1.04128,0.0342686,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG5618,40241,-1.19856,0.000142693,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG1461,32381,-1.09757,0.00384468,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG14275,34144,-1.30959,0.00624785,heart,CARDIOVASC,fly,DOWN,True
OSD-347,Ebp,38009,-7.40566,0.0139504,heart,CARDIOVASC,fly,DOWN,True
OSD-347,Inx5,32901,-6.19724,0.00190738,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG2121,35814,-1.72834,0.0153576,heart,CARDIOVASC,fly,DOWN,True
OSD-347,Had1,32592,-2.52256,0.00684532,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG10232,42800,-1.70296,0.00119916,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG12268,42833,-1.74378,0.00340629,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG5909,43274,-2.11971,7.59307e-07,heart,CARDIOVASC,fly,DOWN,True
OSD-347,Cyp6a8,36666,3.6385,7.02703e-06,heart,CARDIOVASC,fly,UP,True
OSD-347,sas,40861,-1.81624,0.00515285,heart,CARDIOVASC,fly,DOWN,True
OSD-347,nahoda,37641,-1.22998,0.0308493,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CecA1,43597,2.13016,0.00398771,heart,CARDIOVASC,fly,UP,True
OSD-347,CG15515,43538,-4.14227,0.00493926,heart,CARDIOVASC,fly,DOWN,True
OSD-347,S-Lap7,36524,-6.18495,0.0349186,heart,CARDIOVASC,fly,DOWN,True
OSD-347,Npc2g,43648,-1.37347,3.89106e-08,heart,CARDIOVASC,fly,DOWN,True
OSD-347,Syt7,43783,-1.56369,0.00271061,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG3699,31046,-1.51438,0.0348338,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG6891,32865,-1.07237,8.19031e-07,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG17104,34465,-5.28301,2.62743e-09,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CAH8,42625,1.85682,0.0320811,heart,CARDIOVASC,fly,UP,True
OSD-347,cpx,64877,-1.06867,7.63049e-05,heart,CARDIOVASC,fly,DOWN,True
OSD-347,mAChR-A,37892,-2.09754,0.0368075,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG32444,40406,-1.65777,0.000214807,heart,CARDIOVASC,fly,DOWN,True
OSD-347,dnd,42580,-1.769,0.00159738,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG30197,246513,-1.05027,0.0192259,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG30431,35549,-1.31034,0.00910126,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG31121,42975,-1.08795,0.0430432,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG31248,40853,-1.03506,0.00692413,heart,CARDIOVASC,fly,DOWN,True
OSD-347,ssp7,318146,-1.30783,0.000695294,heart,CARDIOVASC,fly,DOWN,True
OSD-347,Grik,42476,-2.51246,7.46751e-08,heart,CARDIOVASC,fly,DOWN,True
OSD-347,AGBE,326264,-1.12959,1.90249e-05,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG9427,41164,-5.4419,0.00504996,heart,CARDIOVASC,fly,DOWN,True
OSD-347,ImpL1,39499,-7.00368,9.25647e-06,heart,CARDIOVASC,fly,DOWN,True
OSD-347,Acp36DE,35096,-6.15073,0.0392826,heart,CARDIOVASC,fly,DOWN,True
OSD-347,Hsc70-1,39542,-1.43847,0.0290234,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG8192,36723,-3.38408,0.0114773,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG15760,32324,-1.13373,0.0123068,heart,CARDIOVASC,fly,DOWN,True
OSD-347,CG4847,36973,-1.01644,5.78777e-05,heart,CARDIOVASC,fly,DOWN,True
