symbol,disease,disease_label,drug,drug_label
ANLN,http://purl.obolibrary.org/obo/MONDO_0002691,liver cancer,http://identifiers.org/drugbank/DB00322,Floxuridine
ANLN,http://purl.obolibrary.org/obo/MONDO_0002691,liver cancer,http://identifiers.org/drugbank/DB00398,Sorafenib
ANLN,http://purl.obolibrary.org/obo/MONDO_0002691,liver cancer,http://identifiers.org/drugbank/DB00997,Doxorubicin
ANLN,http://purl.obolibrary.org/obo/MONDO_0002691,liver cancer,http://identifiers.org/drugbank/DB05578,Ramucirumab
ANLN,http://purl.obolibrary.org/obo/MONDO_0002691,liver cancer,http://identifiers.org/drugbank/DB08896,Regorafenib
ANLN,http://purl.obolibrary.org/obo/MONDO_0002691,liver cancer,https://rdaccelerate.org/resource/CTDRUG_folfiri_and_bevacizumab,Folfiri And Bevacizumab
ANLN,http://purl.obolibrary.org/obo/MONDO_0002691,liver cancer,https://rdaccelerate.org/resource/CTDRUG_fruquintinib,Fruquintinib
ANLN,http://purl.obolibrary.org/obo/MONDO_0002691,liver cancer,https://rdaccelerate.org/resource/CTDRUG_sirt_with_yttrium_90_microspheres,Sirt With Yttrium-90 Microspheres
ANLN,http://purl.obolibrary.org/obo/MONDO_0008487,polycystic ovary syndrome,http://identifiers.org/drugbank/DB00304,Desogestrel
ANLN,http://purl.obolibrary.org/obo/MONDO_0008487,polycystic ovary syndrome,http://identifiers.org/drugbank/DB00331,Metformin
ANLN,http://purl.obolibrary.org/obo/MONDO_0008487,polycystic ovary syndrome,http://identifiers.org/drugbank/DB00367,Levonorgestrel
ANLN,http://purl.obolibrary.org/obo/MONDO_0008487,polycystic ovary syndrome,http://identifiers.org/drugbank/DB00396,Progesterone
ANLN,http://purl.obolibrary.org/obo/MONDO_0008487,polycystic ovary syndrome,http://identifiers.org/drugbank/DB00421,Spironolactone
ANLN,http://purl.obolibrary.org/obo/MONDO_0008487,polycystic ovary syndrome,http://identifiers.org/drugbank/DB00603,Medroxyprogesterone acetate
ANLN,http://purl.obolibrary.org/obo/MONDO_0008487,polycystic ovary syndrome,http://identifiers.org/drugbank/DB00655,Estrone
ANLN,http://purl.obolibrary.org/obo/MONDO_0008487,polycystic ovary syndrome,http://identifiers.org/drugbank/DB00717,Norethisterone
ANLN,http://purl.obolibrary.org/obo/MONDO_0008487,polycystic ovary syndrome,http://identifiers.org/drugbank/DB00783,Estradiol
ANLN,http://purl.obolibrary.org/obo/MONDO_0008487,polycystic ovary syndrome,http://identifiers.org/drugbank/DB00823,Ethynodiol diacetate
ANLN,http://purl.obolibrary.org/obo/MONDO_0008487,polycystic ovary syndrome,http://identifiers.org/drugbank/DB00957,Norgestimate
ANLN,http://purl.obolibrary.org/obo/MONDO_0008487,polycystic ovary syndrome,http://identifiers.org/drugbank/DB00977,Ethinylestradiol
ANLN,http://purl.obolibrary.org/obo/MONDO_0008487,polycystic ovary syndrome,http://identifiers.org/drugbank/DB01006,Letrozole
ANLN,http://purl.obolibrary.org/obo/MONDO_0008487,polycystic ovary syndrome,http://identifiers.org/drugbank/DB01065,Melatonin
ANLN,http://purl.obolibrary.org/obo/MONDO_0008487,polycystic ovary syndrome,http://identifiers.org/drugbank/DB01395,Drospirenone
ANLN,http://purl.obolibrary.org/obo/MONDO_0008487,polycystic ovary syndrome,http://identifiers.org/drugbank/DB09123,Dienogest
ANLN,http://purl.obolibrary.org/obo/MONDO_0008487,polycystic ovary syndrome,http://identifiers.org/drugbank/DB11256,Levomefolic acid
ANLN,http://purl.obolibrary.org/obo/MONDO_0008487,polycystic ovary syndrome,http://identifiers.org/drugbank/DB13956,Estradiol valerate
ANLN,http://purl.obolibrary.org/obo/MONDO_0008487,polycystic ovary syndrome,http://identifiers.org/drugbank/DB14491,Ferrous fumarate
ANLN,http://purl.obolibrary.org/obo/MONDO_0008487,polycystic ovary syndrome,https://rdaccelerate.org/resource/CTDRUG_azd4901_oral_,Azd4901 (oral)
ANLN,http://purl.obolibrary.org/obo/MONDO_0008487,polycystic ovary syndrome,https://rdaccelerate.org/resource/CTDRUG_clomiphene_citrate_50mg_150mg,Clomiphene Citrate 50mg-150mg
ANLN,http://purl.obolibrary.org/obo/MONDO_0008487,polycystic ovary syndrome,https://rdaccelerate.org/resource/CTDRUG_clomiphene_citrate,Clomiphene Citrate
ANLN,http://purl.obolibrary.org/obo/MONDO_0008487,polycystic ovary syndrome,https://rdaccelerate.org/resource/CTDRUG_combination_of_metformin_hydrochloride_and_,Combination Of Metformin Hydrochloride And Mi/dci
ANLN,http://purl.obolibrary.org/obo/MONDO_0008487,polycystic ovary syndrome,https://rdaccelerate.org/resource/CTDRUG_letrozole_2_5mg_7_5mg,Letrozole 2.5mg-7.5mg
ANLN,http://purl.obolibrary.org/obo/MONDO_0008487,polycystic ovary syndrome,https://rdaccelerate.org/resource/CTDRUG_metformin_1500mgs_per_day,Metformin 1500mgs Per Day
ANLN,http://purl.obolibrary.org/obo/MONDO_0008487,polycystic ovary syndrome,https://rdaccelerate.org/resource/CTDRUG_metformin_hydrochloride,Metformin Hydrochloride
ANLN,http://purl.obolibrary.org/obo/MONDO_0008487,polycystic ovary syndrome,https://rdaccelerate.org/resource/CTDRUG_mi_dci_combination_in_40_1_ratio,Mi/dci Combination In 40:1 Ratio
ANLN,http://purl.obolibrary.org/obo/MONDO_0008487,polycystic ovary syndrome,https://rdaccelerate.org/resource/CTDRUG_n_acetyl_cysteine_e31172,N-acetyl-cysteine
ANLN,http://purl.obolibrary.org/obo/MONDO_0008487,polycystic ovary syndrome,https://rdaccelerate.org/resource/CTDRUG_oral_contraceptive_pill_combination_of_ethy,Oral Contraceptive Pill Combination Of Ethyl Estradiol And Cyproterone Acetate
ANLN,http://purl.obolibrary.org/obo/MONDO_0018055,pediatric hepatocellular carcinoma,http://identifiers.org/drugbank/DB00398,Sorafenib
ANLN,http://purl.obolibrary.org/obo/MONDO_0018055,pediatric hepatocellular carcinoma,http://identifiers.org/drugbank/DB05578,Ramucirumab
ANLN,http://purl.obolibrary.org/obo/MONDO_0018055,pediatric hepatocellular carcinoma,http://identifiers.org/drugbank/DB08896,Regorafenib
ANLN,http://purl.obolibrary.org/obo/MONDO_0018055,pediatric hepatocellular carcinoma,https://rdaccelerate.org/resource/CTDRUG_sorafenib_tosylate,Sorafenib Tosylate
ANLN,http://purl.obolibrary.org/obo/MONDO_0018532,adenocarcinoma of liver and intrahepatic biliary tract,http://identifiers.org/drugbank/DB00398,Sorafenib
ANLN,http://purl.obolibrary.org/obo/MONDO_0018532,adenocarcinoma of liver and intrahepatic biliary tract,http://identifiers.org/drugbank/DB05578,Ramucirumab
ANLN,http://purl.obolibrary.org/obo/MONDO_0018532,adenocarcinoma of liver and intrahepatic biliary tract,http://identifiers.org/drugbank/DB08896,Regorafenib
ANLN,http://purl.obolibrary.org/obo/MONDO_0018532,adenocarcinoma of liver and intrahepatic biliary tract,http://identifiers.org/drugbank/DB11689,Selumetinib
ANLN,http://purl.obolibrary.org/obo/MONDO_0018532,adenocarcinoma of liver and intrahepatic biliary tract,https://rdaccelerate.org/resource/CTDRUG_guadecitabine,Guadecitabine
ANLN,http://purl.obolibrary.org/obo/MONDO_0018533,undifferentiated carcinoma of liver and intrahepatic biliary tract,http://identifiers.org/drugbank/DB00398,Sorafenib
ANLN,http://purl.obolibrary.org/obo/MONDO_0018533,undifferentiated carcinoma of liver and intrahepatic biliary tract,http://identifiers.org/drugbank/DB05578,Ramucirumab
ANLN,http://purl.obolibrary.org/obo/MONDO_0018533,undifferentiated carcinoma of liver and intrahepatic biliary tract,http://identifiers.org/drugbank/DB08896,Regorafenib
ANLN,http://purl.obolibrary.org/obo/MONDO_0018534,squamous cell carcinoma of liver and intrahepatic biliary tract,http://identifiers.org/drugbank/DB00398,Sorafenib
ANLN,http://purl.obolibrary.org/obo/MONDO_0018534,squamous cell carcinoma of liver and intrahepatic biliary tract,http://identifiers.org/drugbank/DB05578,Ramucirumab
ANLN,http://purl.obolibrary.org/obo/MONDO_0018534,squamous cell carcinoma of liver and intrahepatic biliary tract,http://identifiers.org/drugbank/DB08896,Regorafenib
ANLN,http://purl.obolibrary.org/obo/MONDO_0019006,familial idiopathic steroid-resistant nephrotic syndrome,,
ANLN,https://rdaccelerate.org/resource/MONDO_GROUPED_6210_891,fibrolamellar hepatocellular carcinoma,http://identifiers.org/drugbank/DB00112,Bevacizumab
ANLN,https://rdaccelerate.org/resource/MONDO_GROUPED_6210_891,fibrolamellar hepatocellular carcinoma,http://identifiers.org/drugbank/DB00398,Sorafenib
ANLN,https://rdaccelerate.org/resource/MONDO_GROUPED_6210_891,fibrolamellar hepatocellular carcinoma,http://identifiers.org/drugbank/DB00512,Vancomycin
ANLN,https://rdaccelerate.org/resource/MONDO_GROUPED_6210_891,fibrolamellar hepatocellular carcinoma,http://identifiers.org/drugbank/DB00531,Cyclophosphamide
ANLN,https://rdaccelerate.org/resource/MONDO_GROUPED_6210_891,fibrolamellar hepatocellular carcinoma,http://identifiers.org/drugbank/DB00544,Fluorouracil
ANLN,https://rdaccelerate.org/resource/MONDO_GROUPED_6210_891,fibrolamellar hepatocellular carcinoma,http://identifiers.org/drugbank/DB00762,Irinotecan
ANLN,https://rdaccelerate.org/resource/MONDO_GROUPED_6210_891,fibrolamellar hepatocellular carcinoma,http://identifiers.org/drugbank/DB01590,Everolimus
ANLN,https://rdaccelerate.org/resource/MONDO_GROUPED_6210_891,fibrolamellar hepatocellular carcinoma,http://identifiers.org/drugbank/DB05578,Ramucirumab
ANLN,https://rdaccelerate.org/resource/MONDO_GROUPED_6210_891,fibrolamellar hepatocellular carcinoma,http://identifiers.org/drugbank/DB06186,Ipilimumab
ANLN,https://rdaccelerate.org/resource/MONDO_GROUPED_6210_891,fibrolamellar hepatocellular carcinoma,http://identifiers.org/drugbank/DB08896,Regorafenib
ANLN,https://rdaccelerate.org/resource/MONDO_GROUPED_6210_891,fibrolamellar hepatocellular carcinoma,http://identifiers.org/drugbank/DB09035,Nivolumab
ANLN,https://rdaccelerate.org/resource/MONDO_GROUPED_6210_891,fibrolamellar hepatocellular carcinoma,http://identifiers.org/drugbank/DB09037,Pembrolizumab
ANLN,https://rdaccelerate.org/resource/MONDO_GROUPED_6210_891,fibrolamellar hepatocellular carcinoma,http://identifiers.org/drugbank/DB11595,Atezolizumab
ANLN,https://rdaccelerate.org/resource/MONDO_GROUPED_6210_891,fibrolamellar hepatocellular carcinoma,http://identifiers.org/drugbank/DB11714,Durvalumab
ANLN,https://rdaccelerate.org/resource/MONDO_GROUPED_6210_891,fibrolamellar hepatocellular carcinoma,https://rdaccelerate.org/resource/CTDRUG_balstilimab,Balstilimab
ANLN,https://rdaccelerate.org/resource/MONDO_GROUPED_6210_891,fibrolamellar hepatocellular carcinoma,https://rdaccelerate.org/resource/CTDRUG_botensilimab,Botensilimab
ANLN,https://rdaccelerate.org/resource/MONDO_GROUPED_6210_891,fibrolamellar hepatocellular carcinoma,https://rdaccelerate.org/resource/CTDRUG_combination_of_everolimus_letrozole_and_leu,"Combination Of Everolimus, Letrozole And Leuprolide"
ANLN,https://rdaccelerate.org/resource/MONDO_GROUPED_6210_891,fibrolamellar hepatocellular carcinoma,https://rdaccelerate.org/resource/CTDRUG_dnajb1_prkaca_peptide_vaccine,Dnajb1-prkaca Peptide Vaccine
ANLN,https://rdaccelerate.org/resource/MONDO_GROUPED_6210_891,fibrolamellar hepatocellular carcinoma,https://rdaccelerate.org/resource/CTDRUG_drp_104,Drp-104
ANLN,https://rdaccelerate.org/resource/MONDO_GROUPED_6210_891,fibrolamellar hepatocellular carcinoma,https://rdaccelerate.org/resource/CTDRUG_enmd_2076,Enmd-2076
ANLN,https://rdaccelerate.org/resource/MONDO_GROUPED_6210_891,fibrolamellar hepatocellular carcinoma,https://rdaccelerate.org/resource/CTDRUG_fusion_vac_xs15,Fusion-vac-xs15
ANLN,https://rdaccelerate.org/resource/MONDO_GROUPED_6210_891,fibrolamellar hepatocellular carcinoma,https://rdaccelerate.org/resource/CTDRUG_kat_101,Kat-101
ANLN,https://rdaccelerate.org/resource/MONDO_GROUPED_6210_891,fibrolamellar hepatocellular carcinoma,https://rdaccelerate.org/resource/CTDRUG_kat_201,Kat-201
ANLN,https://rdaccelerate.org/resource/MONDO_GROUPED_6210_891,fibrolamellar hepatocellular carcinoma,https://rdaccelerate.org/resource/CTDRUG_letrozole_plus_leuprolide,Letrozole Plus Leuprolide
ANLN,https://rdaccelerate.org/resource/MONDO_GROUPED_6210_891,fibrolamellar hepatocellular carcinoma,https://rdaccelerate.org/resource/CTDRUG_mesna,Mesna
ANLN,https://rdaccelerate.org/resource/MONDO_GROUPED_6210_891,fibrolamellar hepatocellular carcinoma,https://rdaccelerate.org/resource/CTDRUG_sutent,Sutent
ANLN,https://rdaccelerate.org/resource/MONDO_GROUPED_6210_891,fibrolamellar hepatocellular carcinoma,https://rdaccelerate.org/resource/CTDRUG_vaccination_of_fusion_vac_xs15,Vaccination Of Fusion-vac-xs15
ANLN,https://rdaccelerate.org/resource/MONDO_GROUPED_7256_18902_16216_3243,hepatocellular carcinoma,http://identifiers.org/drugbank/DB00322,Floxuridine
ANLN,https://rdaccelerate.org/resource/MONDO_GROUPED_7256_18902_16216_3243,hepatocellular carcinoma,http://identifiers.org/drugbank/DB00398,Sorafenib
ANLN,https://rdaccelerate.org/resource/MONDO_GROUPED_7256_18902_16216_3243,hepatocellular carcinoma,http://identifiers.org/drugbank/DB00997,Doxorubicin
ANLN,https://rdaccelerate.org/resource/MONDO_GROUPED_7256_18902_16216_3243,hepatocellular carcinoma,http://identifiers.org/drugbank/DB05578,Ramucirumab
ANLN,https://rdaccelerate.org/resource/MONDO_GROUPED_7256_18902_16216_3243,hepatocellular carcinoma,http://identifiers.org/drugbank/DB08896,Regorafenib
ANLN,https://rdaccelerate.org/resource/MONDO_GROUPED_7256_18902_16216_3243,hepatocellular carcinoma,http://identifiers.org/drugbank/DB09035,Nivolumab
ANLN,https://rdaccelerate.org/resource/MONDO_GROUPED_7256_18902_16216_3243,hepatocellular carcinoma,http://identifiers.org/drugbank/DB09078,Lenvatinib
ANLN,https://rdaccelerate.org/resource/MONDO_GROUPED_7256_18902_16216_3243,hepatocellular carcinoma,https://rdaccelerate.org/resource/CTDRUG_apatinib,Apatinib
ANLN,https://rdaccelerate.org/resource/MONDO_GROUPED_7256_18902_16216_3243,hepatocellular carcinoma,https://rdaccelerate.org/resource/CTDRUG_bevacizumab_biosimilar,Bevacizumab Biosimilar
ANLN,https://rdaccelerate.org/resource/MONDO_GROUPED_7256_18902_16216_3243,hepatocellular carcinoma,https://rdaccelerate.org/resource/CTDRUG_camrelizumab,Camrelizumab
ANLN,https://rdaccelerate.org/resource/MONDO_GROUPED_7256_18902_16216_3243,hepatocellular carcinoma,https://rdaccelerate.org/resource/CTDRUG_chemotherapy_drugs_iodized_oil,Chemotherapy Drugs+iodized Oil
ANLN,https://rdaccelerate.org/resource/MONDO_GROUPED_7256_18902_16216_3243,hepatocellular carcinoma,https://rdaccelerate.org/resource/CTDRUG_icaritin_soft_capsules,Icaritin Soft Capsules
ANLN,https://rdaccelerate.org/resource/MONDO_GROUPED_7256_18902_16216_3243,hepatocellular carcinoma,https://rdaccelerate.org/resource/CTDRUG_lenvatinib_pembrolizumab,"Lenvatinib, Pembrolizumab"
ANLN,https://rdaccelerate.org/resource/MONDO_GROUPED_7256_18902_16216_3243,hepatocellular carcinoma,https://rdaccelerate.org/resource/CTDRUG_rivoceranib,Rivoceranib
ANLN,https://rdaccelerate.org/resource/MONDO_GROUPED_7256_18902_16216_3243,hepatocellular carcinoma,https://rdaccelerate.org/resource/CTDRUG_sintilimab_ibi305,Sintilimab+ibi305
ANLN,https://rdaccelerate.org/resource/MONDO_GROUPED_7256_18902_16216_3243,hepatocellular carcinoma,https://rdaccelerate.org/resource/CTDRUG_sintilimab,Sintilimab
ANLN,https://rdaccelerate.org/resource/MONDO_GROUPED_7256_18902_16216_3243,hepatocellular carcinoma,https://rdaccelerate.org/resource/CTDRUG_sorafenib_lbh589,Sorafenib + Lbh589
ANLN,https://rdaccelerate.org/resource/MONDO_GROUPED_7256_18902_16216_3243,hepatocellular carcinoma,https://rdaccelerate.org/resource/CTDRUG_tai_gpc3_cart_cells,Tai-gpc3-cart Cells
ANLN,https://rdaccelerate.org/resource/MONDO_GROUPED_GROUP_ccbc118cdd2265b5,"nephrotic syndrome,",,
ANLN,https://rdaccelerate.org/resource/MONDO_GROUPED_GROUP_d6e78e841dc92a92,focal segmental glomerulosclerosis,https://rdaccelerate.org/resource/CTDRUG_cyclosporin,Cyclosporin
ANLN,https://rdaccelerate.org/resource/MONDO_GROUPED_GROUP_d6e78e841dc92a92,focal segmental glomerulosclerosis,https://rdaccelerate.org/resource/CTDRUG_d_galactose,D-galactose
ANLN,https://rdaccelerate.org/resource/MONDO_GROUPED_GROUP_d6e78e841dc92a92,focal segmental glomerulosclerosis,https://rdaccelerate.org/resource/CTDRUG_fg_3019,Fg-3019
ANLN,https://rdaccelerate.org/resource/MONDO_GROUPED_GROUP_d6e78e841dc92a92,focal segmental glomerulosclerosis,https://rdaccelerate.org/resource/CTDRUG_gfb_887,Gfb-887
ANLN,https://rdaccelerate.org/resource/MONDO_GROUPED_GROUP_d6e78e841dc92a92,focal segmental glomerulosclerosis,https://rdaccelerate.org/resource/CTDRUG_ixp,Ixp
ANLN,https://rdaccelerate.org/resource/MONDO_GROUPED_GROUP_d6e78e841dc92a92,focal segmental glomerulosclerosis,https://rdaccelerate.org/resource/CTDRUG_mmf_and_dexamethasone,Mmf And Dexamethasone
ANLN,https://rdaccelerate.org/resource/MONDO_GROUPED_GROUP_d6e78e841dc92a92,focal segmental glomerulosclerosis,https://rdaccelerate.org/resource/CTDRUG_vis171,Vis171
AQP1,http://purl.obolibrary.org/obo/MONDO_0001881,toxic shock syndrome,https://rdaccelerate.org/resource/CTDRUG_buffered_crystalloid_solutions,Buffered Crystalloid Solutions
AQP1,http://purl.obolibrary.org/obo/MONDO_0001881,toxic shock syndrome,https://rdaccelerate.org/resource/CTDRUG_hyperoncotic_human_albumin_solution,Hyperoncotic Human Albumin Solution
AQP1,http://purl.obolibrary.org/obo/MONDO_0003175,salivary gland adenoid cystic carcinoma,http://identifiers.org/drugbank/DB00188,Bortezomib
AQP1,http://purl.obolibrary.org/obo/MONDO_0003175,salivary gland adenoid cystic carcinoma,http://identifiers.org/drugbank/DB00958,Carboplatin
AQP1,http://purl.obolibrary.org/obo/MONDO_0003175,salivary gland adenoid cystic carcinoma,https://rdaccelerate.org/resource/CTDRUG_9_ing_41,9-ing-41
AQP1,http://purl.obolibrary.org/obo/MONDO_0003175,salivary gland adenoid cystic carcinoma,https://rdaccelerate.org/resource/CTDRUG_apg_115,Apg-115
AQP1,http://purl.obolibrary.org/obo/MONDO_0003175,salivary gland adenoid cystic carcinoma,https://rdaccelerate.org/resource/CTDRUG_dovitinib,Dovitinib
AQP1,http://purl.obolibrary.org/obo/MONDO_0003175,salivary gland adenoid cystic carcinoma,https://rdaccelerate.org/resource/CTDRUG_doxorubicin_hydrochloride,Doxorubicin Hydrochloride
AQP1,http://purl.obolibrary.org/obo/MONDO_0003175,salivary gland adenoid cystic carcinoma,https://rdaccelerate.org/resource/CTDRUG_ivonescimab,Ivonescimab
AQP1,http://purl.obolibrary.org/obo/MONDO_0004425,hyperthyroidism,http://identifiers.org/drugbank/DB00264,Metoprolol
AQP1,http://purl.obolibrary.org/obo/MONDO_0004425,hyperthyroidism,http://identifiers.org/drugbank/DB00335,Atenolol
AQP1,http://purl.obolibrary.org/obo/MONDO_0004425,hyperthyroidism,http://identifiers.org/drugbank/DB00389,Carbimazole
AQP1,http://purl.obolibrary.org/obo/MONDO_0004425,hyperthyroidism,http://identifiers.org/drugbank/DB00550,Propylthiouracil
AQP1,http://purl.obolibrary.org/obo/MONDO_0004425,hyperthyroidism,http://identifiers.org/drugbank/DB00571,Propranolol
AQP1,http://purl.obolibrary.org/obo/MONDO_0004425,hyperthyroidism,http://identifiers.org/drugbank/DB00763,Methimazole
AQP1,http://purl.obolibrary.org/obo/MONDO_0004425,hyperthyroidism,http://identifiers.org/drugbank/DB01193,Acebutolol
AQP1,http://purl.obolibrary.org/obo/MONDO_0004425,hyperthyroidism,http://identifiers.org/drugbank/DB01203,Nadolol
AQP1,http://purl.obolibrary.org/obo/MONDO_0004425,hyperthyroidism,http://identifiers.org/drugbank/DB05382,Iodine
AQP1,http://purl.obolibrary.org/obo/MONDO_0004425,hyperthyroidism,http://identifiers.org/drugbank/DB07637,Dibromotyrosine
AQP1,http://purl.obolibrary.org/obo/MONDO_0004425,hyperthyroidism,https://rdaccelerate.org/resource/CTDRUG_thionamide_treatment_for_3_months,Thionamide Treatment For 3 Months
AQP1,http://purl.obolibrary.org/obo/MONDO_0004669,salivary gland cancer,,
AQP1,http://purl.obolibrary.org/obo/MONDO_0004971,adenoid cystic carcinoma,http://identifiers.org/drugbank/DB00619,Imatinib
AQP1,http://purl.obolibrary.org/obo/MONDO_0004993,carcinoma,http://identifiers.org/drugbank/DB08828,Vismodegib
AQP1,http://purl.obolibrary.org/obo/MONDO_0004993,carcinoma,http://identifiers.org/drugbank/DB09143,Sonidegib
AQP1,http://purl.obolibrary.org/obo/MONDO_0004993,carcinoma,https://rdaccelerate.org/resource/CTDRUG_car_gpc3_t_cells,Car-gpc3 T Cells
AQP1,http://purl.obolibrary.org/obo/MONDO_0005364,Graves disease,http://identifiers.org/drugbank/DB00264,Metoprolol
AQP1,http://purl.obolibrary.org/obo/MONDO_0005364,Graves disease,http://identifiers.org/drugbank/DB00335,Atenolol
AQP1,http://purl.obolibrary.org/obo/MONDO_0005364,Graves disease,http://identifiers.org/drugbank/DB00389,Carbimazole
AQP1,http://purl.obolibrary.org/obo/MONDO_0005364,Graves disease,http://identifiers.org/drugbank/DB00550,Propylthiouracil
AQP1,http://purl.obolibrary.org/obo/MONDO_0005364,Graves disease,http://identifiers.org/drugbank/DB00571,Propranolol
AQP1,http://purl.obolibrary.org/obo/MONDO_0005364,Graves disease,http://identifiers.org/drugbank/DB00763,Methimazole
AQP1,http://purl.obolibrary.org/obo/MONDO_0005364,Graves disease,http://identifiers.org/drugbank/DB00959,Methylprednisolone
AQP1,http://purl.obolibrary.org/obo/MONDO_0005364,Graves disease,http://identifiers.org/drugbank/DB01193,Acebutolol
AQP1,http://purl.obolibrary.org/obo/MONDO_0005364,Graves disease,http://identifiers.org/drugbank/DB01203,Nadolol
AQP1,http://purl.obolibrary.org/obo/MONDO_0005364,Graves disease,http://identifiers.org/drugbank/DB05382,Iodine
AQP1,http://purl.obolibrary.org/obo/MONDO_0005364,Graves disease,http://identifiers.org/drugbank/DB06273,Tocilizumab
AQP1,http://purl.obolibrary.org/obo/MONDO_0005364,Graves disease,http://identifiers.org/drugbank/DB07637,Dibromotyrosine
AQP1,http://purl.obolibrary.org/obo/MONDO_0005364,Graves disease,https://rdaccelerate.org/resource/CTDRUG_antithyroid_drug,Antithyroid Drug
AQP1,http://purl.obolibrary.org/obo/MONDO_0005364,Graves disease,https://rdaccelerate.org/resource/CTDRUG_cfz533,Cfz533
AQP1,http://purl.obolibrary.org/obo/MONDO_0005364,Graves disease,https://rdaccelerate.org/resource/CTDRUG_gensci098,Gensci098
AQP1,http://purl.obolibrary.org/obo/MONDO_0005364,Graves disease,https://rdaccelerate.org/resource/CTDRUG_imvt_1402,Imvt-1402
AQP1,http://purl.obolibrary.org/obo/MONDO_0005364,Graves disease,https://rdaccelerate.org/resource/CTDRUG_intravenous_corticosteroids_methylprednisol,Intravenous Corticosteroids (methylprednisolone)
AQP1,http://purl.obolibrary.org/obo/MONDO_0005364,Graves disease,https://rdaccelerate.org/resource/CTDRUG_k1_70_intramuscular_or_k1_70_intravenous,K1-70 Intramuscular Or K1-70 Intravenous
AQP1,http://purl.obolibrary.org/obo/MONDO_0005364,Graves disease,https://rdaccelerate.org/resource/CTDRUG_lugol_s_solution,Lugol's Solution
AQP1,http://purl.obolibrary.org/obo/MONDO_0005364,Graves disease,https://rdaccelerate.org/resource/CTDRUG_methylprednisolone_injectable_solution,Methylprednisolone Injectable Solution
AQP1,http://purl.obolibrary.org/obo/MONDO_0005364,Graves disease,https://rdaccelerate.org/resource/CTDRUG_selenium,Selenium
AQP1,http://purl.obolibrary.org/obo/MONDO_0005364,Graves disease,https://rdaccelerate.org/resource/CTDRUG_sub_tenon_injection_of_hyaluronidase_ha_alo,Sub-tenon Injection Of Hyaluronidase (ha) Alone
AQP1,http://purl.obolibrary.org/obo/MONDO_0005364,Graves disease,https://rdaccelerate.org/resource/CTDRUG_sub_tenon_injection_of_hyaluronidase_ha_fol,Sub-tenon Injection Of Hyaluronidase (ha) Followed By A Sub-tenon Injection Of Aflibercept
AQP1,http://purl.obolibrary.org/obo/MONDO_0005364,Graves disease,https://rdaccelerate.org/resource/CTDRUG_sub_tenon_injection_of_saline_followed_by_a,Sub-tenon Injection Of Saline Followed By A Sub-tenon Injection Of Aflibercept
AQP1,http://purl.obolibrary.org/obo/MONDO_0005364,Graves disease,https://rdaccelerate.org/resource/CTDRUG_teprotumumab_injection_tepezza_,Teprotumumab Injection [tepezza]
AQP1,http://purl.obolibrary.org/obo/MONDO_0005364,Graves disease,https://rdaccelerate.org/resource/CTDRUG_tocilizumab_20_mg_ml_intravenous_solution,Tocilizumab 20 Mg/ml Intravenous Solution
AQP1,http://purl.obolibrary.org/obo/MONDO_0005364,Graves disease,https://rdaccelerate.org/resource/CTDRUG_veligrotug_vrdn_001_,Veligrotug (vrdn-001)
AQP1,http://purl.obolibrary.org/obo/MONDO_0005364,Graves disease,https://rdaccelerate.org/resource/CTDRUG_wp1302,Wp1302
AQP1,http://purl.obolibrary.org/obo/MONDO_0005617,undifferentiated carcinoma,http://identifiers.org/drugbank/DB01229,Paclitaxel
AQP1,http://purl.obolibrary.org/obo/MONDO_0005617,undifferentiated carcinoma,http://identifiers.org/drugbank/DB08911,Trametinib
AQP1,http://purl.obolibrary.org/obo/MONDO_0005617,undifferentiated carcinoma,http://identifiers.org/drugbank/DB08912,Dabrafenib
AQP1,http://purl.obolibrary.org/obo/MONDO_0005617,undifferentiated carcinoma,http://identifiers.org/drugbank/DB09078,Lenvatinib
AQP1,http://purl.obolibrary.org/obo/MONDO_0005617,undifferentiated carcinoma,https://rdaccelerate.org/resource/CTDRUG_chemotherapy,Chemotherapy
AQP1,http://purl.obolibrary.org/obo/MONDO_0005617,undifferentiated carcinoma,https://rdaccelerate.org/resource/CTDRUG_cudc_907,Cudc-907
AQP1,http://purl.obolibrary.org/obo/MONDO_0005617,undifferentiated carcinoma,https://rdaccelerate.org/resource/CTDRUG_pazopanib_hydrochloride,Pazopanib Hydrochloride
AQP1,http://purl.obolibrary.org/obo/MONDO_0006406,sarcomatoid carcinoma,http://identifiers.org/drugbank/DB00112,Bevacizumab
AQP1,http://purl.obolibrary.org/obo/MONDO_0006406,sarcomatoid carcinoma,http://identifiers.org/drugbank/DB00441,Gemcitabine
AQP1,http://purl.obolibrary.org/obo/MONDO_0006406,sarcomatoid carcinoma,http://identifiers.org/drugbank/DB00958,Carboplatin
AQP1,http://purl.obolibrary.org/obo/MONDO_0006406,sarcomatoid carcinoma,http://identifiers.org/drugbank/DB00997,Doxorubicin
AQP1,http://purl.obolibrary.org/obo/MONDO_0006406,sarcomatoid carcinoma,http://identifiers.org/drugbank/DB01101,Capecitabine
AQP1,http://purl.obolibrary.org/obo/MONDO_0006406,sarcomatoid carcinoma,http://identifiers.org/drugbank/DB01268,Sunitinib
AQP1,http://purl.obolibrary.org/obo/MONDO_0006406,sarcomatoid carcinoma,http://identifiers.org/drugbank/DB06186,Ipilimumab
