cid	lat	lon	nPtsGeo	layers	nPts	nObs	nAnalytes	nDet	nDetAnalytes	maxNgL	nFac	nPfasFac	nRingFac	nRingPfasFac	stateFips	stateName	countyFips	countyName	nCounties	sameTopWeight	sameTopIndustry	sameTopNaics	sameTopFacilityName	ringTopWeight	ringTopIndustry	ringTopNaics	ringTopFacilityName	c_proximity	detFreq	c_detFreq	c_detIntensity	c_analyteBreadth	c_industryPrior	score	scoreComponentsUsed	tier	window	sourceList	nSources
9797514760948809728	44.75595275	-92.83350125	4	WQP	4	28	7	0	0		0	0	13	1	27	Minnesota	27037	Dakota County	2									0.17343889579073268	0.0	0.0		0.0			3	N	1-ring	sawgraph;spatialkg;fiokg	3
9797526202741686272	44.809222	-92.984124	1	WQP	1	7	7	0	0		0	0	13	1	27	Minnesota	27163	Washington County	1									0.17343889579073268	0.0	0.0		0.0			3	N	1-ring	sawgraph;spatialkg;fiokg	3
5960435612002549760	46.921108	-95.067583	1	WQP	1	13	13	0	0		27	0	93	0	27	Minnesota	27057	Hubbard County	1									0.25	0.0	0.0		0.0	0.0		4	N	same-cell (unflagged)	sawgraph;spatialkg;fiokg	3
5526596601746817024	44.123895	-70.226888	1	EGAD	1	3	3	0	0		24	0	43	0	23	Maine	23001	Androscoggin County	1									0.25	0.0	0.0		0.0	0.0		4	N	same-cell (unflagged)	sawgraph;spatialkg;fiokg	3
5960187362892840960	46.681513	-94.10434	1	WQP	1	2	2	0	0		17	0	38	0	27	Minnesota	27035	Crow Wing County	1									0.23734196553150333	0.0	0.0		0.0	0.0		4	N	same-cell (unflagged)	sawgraph;spatialkg;fiokg	3
9283706620737486848	32.587472	-114.709952	1	WQP	1	2	1	0	0		15	0	40	0	04	Arizona	04027	Yuma County	1									0.227670248696953	0.0	0.0		0.0	0.0		4	N	same-cell (unflagged)	sawgraph;spatialkg;fiokg	3
5965498107134214144	46.658164	-95.800881	1	WQP	1	80	40	0	0		10	0	8	0	27	Minnesota	27111	Otter Tail County	1									0.19690241424131405	0.0	0.0		0.0	0.0		4	N	same-cell (unflagged)	sawgraph;spatialkg;fiokg	3
9797543726208253952	44.908785	-92.784604	1	WQP	1	7	7	0	0		10	0	10	0	27	Minnesota	27163	Washington County	1									0.19690241424131405	0.0	0.0		0.0	0.0		4	N	same-cell (unflagged)	sawgraph;spatialkg;fiokg	3
5955893563827945472	47.805391	-90.303739	1	WQP	1	135	27	0	0		8	0	0	0	27	Minnesota	27031	Cook County	1									0.1804244033572651	0.0	0.0		0.0	0.0		4	N	same-cell (unflagged)	sawgraph;spatialkg;fiokg	3
5959056790061580288	44.988044	-92.959387	1	WQP	1	2	2	0	0		8	0	100	0	27	Minnesota	27163	Washington County	1									0.1804244033572651	0.0	0.0		0.0	0.0		4	N	same-cell (unflagged)	sawgraph;spatialkg;fiokg	3
9740620016373465088	34.90988	-111.72787	1	WQP	1	38	38	0	0		8	0	10	0	04	Arizona	04005	Coconino County	1									0.1804244033572651	0.0	0.0		0.0	0.0		4	N	same-cell (unflagged)	sawgraph;spatialkg;fiokg	3
5957753868782665728	46.708067	-92.419721	2	WQP	1	135	27	0	0		6	0	35	0	27	Minnesota	27017	Carlton County	1									0.15978779832136744	0.0	0.0		0.0	0.0		4	N	same-cell (unflagged)	sawgraph;spatialkg;fiokg	3
9740447633566072832	34.724044	-111.997249	1	WQP	1	40	40	0	0		6	0	48	0	04	Arizona	04025	Yavapai County	1									0.15978779832136744	0.0	0.0		0.0	0.0		4	N	same-cell (unflagged)	sawgraph;spatialkg;fiokg	3
5525220872182300672	43.9072155	-69.94250299999999	2	EGAD	2	8	4	0	0		5	0	20	0	23	Maine	23005	Cumberland County	1									0.1471297638528708	0.0	0.0		0.0	0.0		4	N	same-cell (unflagged)	sawgraph;spatialkg;fiokg	3
