cid,frsId,facName,naicsCode,naicsLabel
9739899904976748544,110002599331,COLUMBUS CHEMICAL INDS  INC,42269,
9739899904976748544,110002599331,COLUMBUS CHEMICAL INDS  INC,42469,Other Chemical and Allied Products Merchant Wholesalers 
9739899939336486912,110000470384,PATRICIAN MARBLE CO,325991,Custom Compounding of Purchased Resins 
9739899939336486912,110000470384,PATRICIAN MARBLE CO,326199,All Other Plastics Product Manufacturing 
9739899939336486912,110002137535,PYRAMID INDUSTRIES,332721,Precision Turned Product Manufacturing 
9739899939336486912,110002137535,PYRAMID INDUSTRIES,335931,Current-Carrying Wiring Device Manufacturing 
9739899939336486912,110002567552,MAY INDUSTRIES,332811,Metal Heat Treating 
9739899939336486912,110002567552,MAY INDUSTRIES,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing 
9739899939336486912,110002567552,MAY INDUSTRIES,336412,Aircraft Engine and Engine Parts Manufacturing 
9739899939336486912,110002567552,MAY INDUSTRIES,336415,Guided Missile and Space Vehicle Propulsion Unit and Propulsion Unit Parts Manufacturing 
9739899939336486912,110002582385,NETWORK SCIENCES,334419,Other Electronic Component Manufacturing 
9739899973696225280,110012244320,ALADDIN METAL FINISHING,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring "
9739900008055963648,110002137214,J. B. RODGERS MECHANICAL CONTRACTORS INC.,23822,"Plumbing, Heating, and Air-Conditioning Contractors"
9739900008055963648,110002137214,J. B. RODGERS MECHANICAL CONTRACTORS INC.,332996,Fabricated Pipe and Pipe Fitting Manufacturing 
9739900008055963648,110002602256,WHITE ELECTRONIC DESIGNS CORP,334419,Other Electronic Component Manufacturing 
9739900008055963648,110008061177,ROYAL STONE INDUSTRIES,327991,Cut Stone and Stone Product Manufacturing 
9739900008055963648,110009523435,DEXTER WATER MANAGEMENT SYSTEMS MOGUL,325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing 
9739900008055963648,110031002251,WEST DIRECT OIL - PHOENIX,42471,Petroleum Bulk Stations and Terminals 
9739900008055963648,110031002251,WEST DIRECT OIL - PHOENIX,424710,Petroleum Bulk Stations and Terminals 
9739900008055963648,110037376112,RCP PRECISION,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring "
9739900008055963648,110037377353,TRICOM COATINGS INC,325510,Paint and Coating Manufacturing
9739900008055963648,110064617311,DIVERSEY WATER TECH STORM WATE,,
9739900008055963648,110070559744,CUSTOM MOLDED PRODUCTS,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing 
9739901279366283264,110002583945,QUALITY S MANUFACATURING,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing 
9739901279366283264,110002583945,QUALITY S MANUFACATURING,336999,All Other Transportation Equipment Manufacturing 
9739901279366283264,110002583945,QUALITY S MANUFACATURING,337215,"Showcase, Partition, Shelving, and Locker Manufacturing "
9739901313726021632,110000470400,HILL BROTHERS CHEMICAL CO,325180,Other Basic Inorganic Chemical Manufacturing 
9739901313726021632,110000470400,HILL BROTHERS CHEMICAL CO,325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing 
9739901313726021632,110000470400,HILL BROTHERS CHEMICAL CO,424690,Other Chemical and Allied Products Merchant Wholesalers 
9739901313726021632,110000470927,SOLOMONS MINES INC (WRG),212399,
9739901313726021632,110002591525,GRAND CANYON COLOR LAB,325992,"Photographic Film, Paper, Plate, Chemical, and Copy Toner Manufacturing "
9739901313726021632,110002591525,GRAND CANYON COLOR LAB,81292,Photofinishing 
9739901313726021632,110009265847,TARR INC ARIZONA,424690,Other Chemical and Allied Products Merchant Wholesalers 
9739901313726021632,110025404621,APEX CHEMICAL CORP,424690,Other Chemical and Allied Products Merchant Wholesalers 
9739901313726021632,110037377665,LA SPECIALTIES INC,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring "
9739901313726021632,110070812261,KEY RESIN COMPANY,325510,Paint and Coating Manufacturing
9739901313726021632,110071279866,MARTIN PHOENIX GREASE PLANT,324191,Petroleum Lubricating Oil and Grease Manufacturing 
9740063629130072064,110002582624,APPLIED METALLICS,325199,All Other Basic Organic Chemical Manufacturing 
9740063629130072064,110041544852,MARICOPA COUNTY SHERIFF'S OFFICE,488119,Other Airport Operations 
9740063732209287168,110042003079,"TS3 TECHNOLOGY, INC",334419,Other Electronic Component Manufacturing 
9740063732209287168,110070206217,AMPHENOL APC,334417,Electronic Connector Manufacturing 
9740063732209287168,110070206217,AMPHENOL APC,334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing 
9740063732209287168,110071131745,AMPHENOL PRINTED CIRCUITS,334417,Electronic Connector Manufacturing 
9740063732209287168,110071131745,AMPHENOL PRINTED CIRCUITS,334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing 
9740064453763792896,110002598323,ANOTECH CORP,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring "
9740064453763792896,110039255926,FIBER FAB,325211,Plastics Material and Resin Manufacturing 
9740064453763792896,110039255926,FIBER FAB,32612,"Plastics Pipe, Pipe Fitting, and Unlaminated Profile Shape Manufacturing"
9740064453763792896,110039255926,FIBER FAB,326199,All Other Plastics Product Manufacturing 
9740502677866938368,110031414217,FRONTIER TECHNI-KOTE INC,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring "
9740506113840775168,110002605565,"PURE WAFER, INC",334419,Other Electronic Component Manufacturing 
9742148956011364352,110008061462,USDOI- NPS -INDIAN GARDENS PUMP STATION,221310,Water Supply and Irrigation Systems 
9742148956011364352,110008061462,USDOI- NPS -INDIAN GARDENS PUMP STATION,712190,Nature Parks and Other Similar Institutions
9795559554396717056,110041518417,ST OLAF HOSPITAL,,
9796877662679990272,110000425059,3M HUTCHINSON,322220,Paper Bag and Coated and Treated Paper Manufacturing
9796877662679990272,110000425059,3M HUTCHINSON,322230,Stationery Product Manufacturing
9796877662679990272,110000425059,3M HUTCHINSON,326113,Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing 
9796877662679990272,110000425059,3M HUTCHINSON,326199,All Other Plastics Product Manufacturing 
9796877662679990272,110000425059,3M HUTCHINSON,327910,Abrasive Product Manufacturing
9796877662679990272,110000425059,3M HUTCHINSON,334613,
9797040321681424384,110041519853,MARTY'S TRANQUILITY BASE,,
9797053962497556480,110013867583,NORTHLAND ALUMINUM PRODUCTS INC,332812,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers "
9797053962497556480,110013867583,NORTHLAND ALUMINUM PRODUCTS INC,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing 
9797053996857294848,110002123050,SUPREME FINISHERS INC,325510,Paint and Coating Manufacturing
9797069767977205760,110000425807,SKYWATER TECHNOLOGY INC,334413,Semiconductor and Related Device Manufacturing 
9797069767977205760,110071064248,SKYWATER TECHNOLOGY FOUNDRY INC,,
9797102203570225152,110041529922,JENNRICH FLD,,
9797516478935728128,110001444232,UP NORTH PLASTICS INC,326113,Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing 
9797516478935728128,110071433629,AIRGAS,,
9797519674391396352,110071871368,VERMILLION WWTP,221320,Sewage Treatment Facilities 
9797526237101424640,110041424875,WINNER'S LANDING,,
9797529673075261440,110000798487,NEWPORT BULK LIQUID TERMINAL,424710,Petroleum Bulk Stations and Terminals 
9797529982312906752,110003746386,GARELICK MANUFACTURING CO,,
9797532593653022720,110000544698,AIRGAS SPECIALTY PRODUCTS INC S ST PAUL MN,424690,Other Chemical and Allied Products Merchant Wholesalers 
9797532593653022720,110001443162,DANNER INC,,
9797532593653022720,110020639870,MCES SOUTH ST PAUL LIFT STATION - L-65,221320,Sewage Treatment Facilities 
9797534380359417856,110000424149,HAWKINS CHEMICAL - NO OIL STORED,325180,Other Basic Inorganic Chemical Manufacturing 
9797534380359417856,110000424149,HAWKINS CHEMICAL - NO OIL STORED,325181,
9801268321847345152,110000742661,ALDRICH CHEMICAL CO INC,325,Chemical Manufacturing
9801268321847345152,110000742661,ALDRICH CHEMICAL CO INC,92612,Regulation and Administration of Transportation Programs 
9801268321847345152,110070564912,BUZZI UNICEM USA,327310,Cement Manufacturing
9802262142919901184,110000436822,ACCRA INDUSTRIES INC,,
9803809465017827328,110041080460,"ASHLAND SPECIALTY CHEMICAL CO. -CALUMET CITY, IL",325211,Plastics Material and Resin Manufacturing 
9803813038430617600,110002305434,AIRGAS USA LLC,423720,Plumbing and Heating Equipment and Supplies (Hydronics) Merchant Wholesalers 
9803813038430617600,110002305434,AIRGAS USA LLC,424690,Other Chemical and Allied Products Merchant Wholesalers 
9803816165166809088,110000435217,SPRAYLAT CORP IL,325510,Paint and Coating Manufacturing
9803817367757651968,110005966794,METRO WATER RECLAM DISTRICT,,
9803817367757651968,110018239565,METROPOLITAN SANITARY DIST,,
9803822040682070016,110000772708,JOSLYN MFG - ELECTRICAL APPARATUS DIV,335931,Current-Carrying Wiring Device Manufacturing 
9803822040682070016,110000772708,JOSLYN MFG - ELECTRICAL APPARATUS DIV,339999,All Other Miscellaneous Manufacturing 
9803822040682070016,110001367805,BUDDHA INCENSE INC,,
9803822040682070016,110005814084,MIDLAND METALS PRODUCTS,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing 
9803822040682070016,110005953744,AMERICAN METAL CHEMICAL CORP,339999,All Other Miscellaneous Manufacturing 
9803822040682070016,110018484077,AMCOR AMERICAN METAL CHEM CORP,325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing 
9803822693517099008,110005885747,WATERSAVER FAUCET CO,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring "
9803822693517099008,110005885747,WATERSAVER FAUCET CO,332913,Plumbing Fixture Fitting and Trim Manufacturing 
9803823689949511680,110000433978,ENGINEERED POLYMER SOLUTIONS INC,325510,Paint and Coating Manufacturing
9803823689949511680,110001372666,MINERAL SOLUTIONS INC.,,
9803827675679162368,110071718433,CHEMICAL PETROLEUM EXCHANGE INC,,
9803827744398639104,110000436154,JM SWEENEY CO,424710,Petroleum Bulk Stations and Terminals 
9803827744398639104,110001289613,CHEMICAL PETROLEUM EXCHANGE,424710,Petroleum Bulk Stations and Terminals 
9803827744398639104,110009373141,OLYMPIC PETROLEUM CORPORATION,324191,Petroleum Lubricating Oil and Grease Manufacturing 
9803827744398639104,110009373141,OLYMPIC PETROLEUM CORPORATION,325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing 
9803827744398639104,110009373141,OLYMPIC PETROLEUM CORPORATION,339999,All Other Miscellaneous Manufacturing 
9803827744398639104,110018483568,DEMERT & DOUGHERTY,,
9803920996728569856,110013678868,ICC CHANNAHON RIVER TERMINAL,424690,Other Chemical and Allied Products Merchant Wholesalers 
9803920996728569856,110013678868,ICC CHANNAHON RIVER TERMINAL,493190,Other Warehousing and Storage
9803962400213303296,110000845881,FIELD CONTAINER CO LP,32213,Paperboard Mills
9803962400213303296,110000845881,FIELD CONTAINER CO LP,322130,Paperboard Mills 
9803962400213303296,110000845881,FIELD CONTAINER CO LP,322212,Folding Paperboard Box Manufacturing 
9803962400213303296,110000845881,FIELD CONTAINER CO LP,323111,Commercial Printing (except Screen and Books) 
9803962400213303296,110007281075,HAUSKEN OIL CO,424710,Petroleum Bulk Stations and Terminals 
9804069568237273088,110001346963,MARATHON PETROLEUM-BERKSHIRE STATION,,
9804069568237273088,110007261006,OAK INDUSTRIES PLANT 1,,
9804070667748900864,110005817483,OTTO ENGINEERING INC,33429,Other Communications Equipment Manufacturing
9804070667748900864,110005817483,OTTO ENGINEERING INC,336322,
9804281396024311808,110001228298,MWRDGC-NORTH BRANCH PUMPING STATION,221320,Sewage Treatment Facilities 
9804283354529398784,110000429938,GENERAL AUTOMATION INC,332710,Machine Shops
9804283354529398784,110000429938,GENERAL AUTOMATION INC,332721,Precision Turned Product Manufacturing 
9804283354529398784,110001817008,FISHER CONTAINER CORPORATION,326111,Plastics Bag and Pouch Manufacturing 
9804283354529398784,110001822289,PHILIP LOCHMAN & CO,325992,"Photographic Film, Paper, Plate, Chemical, and Copy Toner Manufacturing "
9804283354529398784,110013886278,ATA FINISHING CORP,332812,"Metal Coating, Engraving (except Jewelry and Silverware), and Allied Services to Manufacturers "
9804283354529398784,110018100400,ETCH A DIE DIV OF BEST CUT DIE,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring "
9804283354529398784,110018100400,ETCH A DIE DIV OF BEST CUT DIE,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing 
9804283354529398784,110018100400,ETCH A DIE DIV OF BEST CUT DIE,339999,All Other Miscellaneous Manufacturing 
9804283354529398784,110018268809,RENAISSANCE MARK,323111,Commercial Printing (except Screen and Books) 
9804283354529398784,110041197709,MAIL-WELL LABEL,,
9804283354529398784,110041974414,H AND B MANUFACTURING,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring "
9804283388889137152,110001813217,SHORELINE PETROLEUM CO.,424710,Petroleum Bulk Stations and Terminals 
9804283388889137152,110018099181,RESINOID ENGINEERING CORP,325211,Plastics Material and Resin Manufacturing 
9804283388889137152,110018099181,RESINOID ENGINEERING CORP,325991,Custom Compounding of Purchased Resins 
9804283388889137152,110018099181,RESINOID ENGINEERING CORP,339999,All Other Miscellaneous Manufacturing 
9804283388889137152,110018269354,TRI STATE INDUSTRIALLUBRICANTS INC,325131,
9804287683856433152,110001292431,SEAMCRAFT INC,314912,
9804295449157304320,110005946922,MWRDGC WILMETTE PS,221320,Sewage Treatment Facilities 
9804626711394910208,110000732048,MICHIGAN CITY - J. B. GIFFORD WWTP,221320,Sewage Treatment Facilities 
9804777000890531840,110002354844,ELDEN KUEHL POLLUTION CONTROL FACILITY,221320,Sewage Treatment Facilities 
9804777000890531840,110043686222,"CITY OF VALPARAISO, ELDEN KUEHN POLLUTIO",221320,Sewage Treatment Facilities 
9804783254362914816,110003079230,"SOUTH HAVEN SEWER WORKS WWTP (AQUA INDIANA, INC.)",221320,Sewage Treatment Facilities 
9804827372266979328,110060248717,MONOSOL DUNELAND PLANT,326113,Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing 
9804827750224101376,110071260797,METALWORKING LUBRICANTS COMPANY US STEEL MIDWEST,,
9804829090253897728,110000398427,PROCHEMCO INC.,324191,Petroleum Lubricating Oil and Grease Manufacturing 
9804829090253897728,110070157810,PRO CHEM CO,424690,Other Chemical and Allied Products Merchant Wholesalers 
9804832079551135744,110000398409,NORTH AMERICAN REFRACTORIES (NARCO),327120,Clay Building Material and Refractories Manufacturing 
9804832079551135744,110000398409,NORTH AMERICAN REFRACTORIES (NARCO),327124,
9804832079551135744,110000398409,NORTH AMERICAN REFRACTORIES (NARCO),327125,
9804832079551135744,110000398409,NORTH AMERICAN REFRACTORIES (NARCO),332999,All Other Miscellaneous Fabricated Metal Product Manufacturing 
9804832079551135744,110064150323,GEORGIA-PACIFIC CORP,,
9804862522279329792,110014060194,W.R. GRACE,325180,Other Basic Inorganic Chemical Manufacturing 
9804862522279329792,110014060194,W.R. GRACE,325188,
9804862522279329792,110014060194,W.R. GRACE,32519,Other Basic Organic Chemical Manufacturing
9804862522279329792,110043471579,METALS INVESTMENT TRUST LTD.,331492,"Secondary Smelting, Refining, and Alloying of Nonferrous Metal (except Copper and Aluminum) "
9804862522279329792,110043471579,METALS INVESTMENT TRUST LTD.,42393,Recyclable Material Merchant Wholesalers 
9804862694078021632,110001677971,MODERN HARD CHROME OF INDIANA,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring "
9804862694078021632,110035800871,"KEMIRA WATER SOLUTIONS, INC.",325131,
9804862694078021632,110035800871,"KEMIRA WATER SOLUTIONS, INC.",325180,Other Basic Inorganic Chemical Manufacturing 
9804881454495170560,110006645498,CROWN POINT 2021 WASTEWATER UTILITY IMPROVEMENTS DIVISIONS A AND C,221320,Sewage Treatment Facilities 
9805585519894069248,110007571305,COUNTRYMARK CO OP,424710,Petroleum Bulk Stations and Terminals 
9805607510126624768,110045395158,CITY OF KOKOMO/KOKOMO DUMP SITE,,
9805649875684032512,110028077989,ECONOMY PLATING CO INC,,
9805759861206548480,110000402733,3M - HARTFORD CITY,32222,Paper Bag and Coated and Treated Paper Manufacturing
9805759861206548480,110000402733,3M - HARTFORD CITY,322220,Paper Bag and Coated and Treated Paper Manufacturing
9805759861206548480,110000402733,3M - HARTFORD CITY,322222,
9805759861206548480,110000402733,3M - HARTFORD CITY,326113,Unlaminated Plastics Film and Sheet (except Packaging) Manufacturing 
9805759861206548480,110000402733,3M - HARTFORD CITY,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing 
9805759861206548480,110000493868,NEW INDY CONTAINERBOARD HARTFORD CITY MILL,322120,Paper Mills 
9805759861206548480,110000493868,NEW INDY CONTAINERBOARD HARTFORD CITY MILL,322121,
9805759861206548480,110000493868,NEW INDY CONTAINERBOARD HARTFORD CITY MILL,322130,Paperboard Mills 
9805828202726162432,110041587388,HAGERSTOWN,,
9805963992412192768,110000744543,SENSATA TECHNOLOGIES,334419,Other Electronic Component Manufacturing 
9805963992412192768,110000744543,SENSATA TECHNOLOGIES,541420,Industrial Design Services
9805994881816985600,110003071853,CPI CARD GROUP INDIANA,323111,Commercial Printing (except Screen and Books) 
9805994881816985600,110003071853,CPI CARD GROUP INDIANA,323113,Commercial Screen Printing 
9805994881816985600,110041447930,ST JOSEPH MEDICAL CENTER,488119,Other Airport Operations 
9806059031448518656,110009975429,WATERLOO WWTP,221320,Sewage Treatment Facilities 
9806199528418705408,110071644544,PARAGON MEDICAL WARSAW FINISHING SERVICES,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring "
9806200765369286656,110000399729,FLINT CPS INKS NORTH AMERICA LLC,32591,Printing Ink Manufacturing
9806200765369286656,110000399729,FLINT CPS INKS NORTH AMERICA LLC,325910,Printing Ink Manufacturing
9806239935471026176,110064262499,"HULL LIFT TRUCK, INC",332999,All Other Miscellaneous Fabricated Metal Product Manufacturing 
9806250964947042304,110041494326,MEMORIAL HOSPITAL AT SOUTH BEND,,
9817847617164410880,110000402984,SILGAN CLOSURES LLC,332115,
9817847617164410880,110000402984,SILGAN CLOSURES LLC,332119,"Metal Crown, Closure, and Other Metal Stamping (except Automotive) "
9818364834306064384,110002066665,AIRGAS CARBONIC,325120,Industrial Gas Manufacturing
9818364834306064384,110029239438,TRI-STATE CARBONIC LLC.,325120,Industrial Gas Manufacturing
9824668609346011136,110007418650,"INTEX CHEMICAL INC, PLANT NO 2",325211,Plastics Material and Resin Manufacturing 
9824668609346011136,110007418650,"INTEX CHEMICAL INC, PLANT NO 2",325612,Polish and Other Sanitation Good Manufacturing 
9824670670930313216,110017189488,GERBER CHILDRENSWEAR,313111,
9829412143026405376,110009573791,MARATHON PETROLEUM COMPANY LP- LOUISVILLE CANE RUN TERMINAL,324121,Asphalt Paving Mixture and Block Manufacturing 
9829412143026405376,110009573791,MARATHON PETROLEUM COMPANY LP- LOUISVILLE CANE RUN TERMINAL,42471,Petroleum Bulk Stations and Terminals 
9829412143026405376,110009573791,MARATHON PETROLEUM COMPANY LP- LOUISVILLE CANE RUN TERMINAL,424710,Petroleum Bulk Stations and Terminals 
9829686436817797120,110064243180,VEVAY WWTP,,
9830038692855545856,110018889309,RS USED OIL SERVICES INC,324191,Petroleum Lubricating Oil and Grease Manufacturing 
9830038692855545856,110018889309,RS USED OIL SERVICES INC,42393,Recyclable Material Merchant Wholesalers 
9830040926238539776,110041418640,ROTO-WHIRL/VANTAGE,,
9830046526875893760,110041374278,MEDICAL CENTER,488119,Other Airport Operations 
9830049310014701568,110005980901,ICOR INTERNATIONAL INC,,
9830050134648422400,110014458461,DYNALOY INC,325199,All Other Basic Organic Chemical Manufacturing 
9830050134648422400,110037389162,ALL PRO SHEARING INC,,
9830072605917315072,110000866670,"FRANKLIN WWTP, CITY OF",221320,Sewage Treatment Facilities 
9830333327612051456,110007569256,NEAL'S LANDFILL (BLOOMINGTON),,
9830413866838786048,110039918738,WEST CENTRAL CONSERVANCY DIST,221320,Sewage Treatment Facilities 
9830624766912888832,110038234489,SHERWIN-WILLIAMS CO. TERRE HAUTE IN,325510,Paint and Coating Manufacturing
9830624766912888832,110064308725,"MAB PAINTS, INC",32551,Paint and Coating Manufacturing
9830624766912888832,110064308725,"MAB PAINTS, INC",325510,Paint and Coating Manufacturing
9830794194782781440,110000404410,SCHOTT GEMTRON CORPORATION,327215,Glass Product Manufacturing Made of Purchased Glass 
9830914556946284544,110041585193,RICHARDSON FIELD,,
9831276261912084480,110041572107,RENSHAW,488119,Other Airport Operations 
9831308697505103872,110041566837,JERRY W. HUMPHREY,488119,Other Airport Operations 
9834176086391390208,110001356078,COASTAL MART INC.,424710,Petroleum Bulk Stations and Terminals 
9871953313056948224,110000545615,MURRELLS INLET WASTEWATER TREATMENT PLANT,,
9935270511208562688,110008414750,GILL LANDFILL,562212,Solid Waste Landfill 
9935270511208562688,110008416641,MONTAGUE LANDFILL,,
9935270511208562688,110010387786,WENDELL DEMO & STUMP LANDFILL,562212,Solid Waste Landfill 
9935270511208562688,110013915843,WARWICK LANDFILL,562212,Solid Waste Landfill 
9935270511208562688,110013915861,ERVING LANDFILL,562212,Solid Waste Landfill 
9935270511208562688,110013915870,CITY OF SOUTH DEERFIELD / LEE RD LANDFILL,,
9935270511208562688,110013915898,HEATH HAWLEY CHARLEMONT LF,,
9935270511208562688,110013992894,LEVERTT LANDFILL,,
9935270511208562688,110013992901,SUNDERLAND WOOD DEMO LANDFILL,,
9935270511208562688,110013992983,MONROE BRIDGE LANDFILL,562212,Solid Waste Landfill 
9935270511208562688,110041457802,CONWAY LANDFILL,,
9935270511208562688,110041459463,COLRAIN LANDFILL,562212,Solid Waste Landfill 
9935575763124224000,110024891535,KALWALL FLAT SHEET DIVISION,32613,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing"
9935575763124224000,110024891535,KALWALL FLAT SHEET DIVISION,326130,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing"
9935575763124224000,110024891535,KALWALL FLAT SHEET DIVISION,332311,Prefabricated Metal Building and Component Manufacturing 
9935575763124224000,110024891535,KALWALL FLAT SHEET DIVISION,332322,Sheet Metal Work Manufacturing 
9935575763124224000,110070072205,GRANITE STATE BIOFUELS LLC,,
9935671248837148672,110020142987,SOMERSWORTH WASTEWATER TREATMENT PLANT,221320,Sewage Treatment Facilities 
9935671317556625408,110071253655,GREENVIEW TECHNOLOGIES INC.,,
9935682553191071744,110070033247,SPRAY MAINE INC,,
9935713202077696000,110013869527,AGGREGATE RECYCLING CORPORATION,,
9935713717473771520,110000732967,KITTERY WWTF,221320,Sewage Treatment Facilities 
9935713854912724992,110040852459,PORTSMOUTH NAVAL SHIPYARD,336611,Ship Building and Repairing 
9935713854912724992,110040852459,PORTSMOUTH NAVAL SHIPYARD,811300,
9935713854912724992,110040852459,PORTSMOUTH NAVAL SHIPYARD,92811,National Security 
9935713854912724992,110040852459,PORTSMOUTH NAVAL SHIPYARD,928110,National Security 
9935714610826969088,110001123980,EXXONMOBIL OIL TERMINAL (CLOSED),424710,Petroleum Bulk Stations and Terminals 
9935714610826969088,110001123980,EXXONMOBIL OIL TERMINAL (CLOSED),44711,
9935714610826969088,110006619329,NEWINGTON WASTEWATER TREATMENT PLANT,221320,Sewage Treatment Facilities 
9935758178975219712,110007132959,"SEABROOK, TOWN OF - WWTP",221320,Sewage Treatment Facilities 
9935792813591494656,110001134326,BORDEN PACKAGING & INDUSTRIAL PRODUCTS,,
9935792813591494656,110038055305,LAWRENCE MUNI,,
9935792882310971392,110070873609,SUPERIOR PLUS ENERGY SERVICES INC,,
9935793638225215488,110000309844,NEWARK ATLANTIC PAPE,322130,Paperboard Mills 
9935793638225215488,110000495982,ADTEC ELECTROPLATING,,
9935793638225215488,110000795113,GENCORP,812930,Parking Lots and Garages 
9935793638225215488,110002061081,LOREN PRODUCTS,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing 
9935793638225215488,110002083343,DYNACHROME,,
9935793638225215488,110002334992,TURCO PUREX INDUSTRIAL CORPORATION,327910,Abrasive Product Manufacturing
9935793638225215488,110009588909,SAPANNA INC DBA TECH SYSTEMS & DESIGN,334419,Other Electronic Component Manufacturing 
9935793638225215488,110070225814,AMERICAN ELECTROPLATING COMPANY,332813,"Electroplating, Plating, Polishing, Anodizing, and Coloring "
9935793638225215488,110070261048,INFINITY TAPES LLC,,
9935793638225215488,110070284055,NATIONAL FIBER TECHNOLOGY,314999,All Other Miscellaneous Textile Product Mills 
9935793638225215488,110070559999,SMART METALS,,
9935793638225215488,110071394522,ALPHA TAU MEDICAL INC,339112,Surgical and Medical Instrument Manufacturing 
9935793638225215488,110071723233,EAST ISLAND COMMUNITY WORKS,,
9935807485199777792,110003416045,NORTHEAST PETROLEUM SALEM TERMINAL,424710,Petroleum Bulk Stations and Terminals 
9935807485199777792,110038954156,RICHARD TANNING,31611,Leather and Hide Tanning and Finishing
9935928122241187840,110040064168,"JUNGBUNZLAUER, INC.",424690,Other Chemical and Allied Products Merchant Wholesalers 
9935932485927960576,110014445118,WAYLAND HIGH SCHOOL,,
9935939186076942336,110000736856,MARLBOROUGH DPW WATER DIVISION EAST PLT,221310,Water Supply and Irrigation Systems 
9935939186076942336,110000736856,MARLBOROUGH DPW WATER DIVISION EAST PLT,562212,Solid Waste Landfill 
9935943859001360384,110000309452,STARMET,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing 
9935943859001360384,110003413306,HYPERTRONICS CORP,,
9935943859001360384,110018893900,L3 COMMUNICATIONS ESSCO INC,33422,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing
9935943859001360384,110018893900,L3 COMMUNICATIONS ESSCO INC,334220,Radio and Television Broadcasting and Wireless Communications Equipment Manufacturing
9935944202598744064,110071214621,TRASHOLOGY,,
9935954785398161408,110071516001,ENERGY NORTH INCORPORATED HEG 1105,,
9935960523474468864,110038329582,RSA,334112,Computer Storage Device Manufacturing 
9935960523474468864,110038329582,RSA,334412,Bare Printed Circuit Board Manufacturing  
9935962619418509312,110003369426,SEGUE MANUFACTURING SERVICES LLC,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing 
9935962619418509312,110013814159,DELAWARE VALLEY CORP,313230,Nonwoven Fabric Mills
9935962619418509312,110064548967,MC ASSEMBLY,334418,Printed Circuit Assembly (Electronic Assembly) Manufacturing 
9935962619418509312,110071069745,TEWKSBURY PLANT,,
9935962619418509312,110071132296,CRISTEK INTERCONNECTS LLC,335931,Current-Carrying Wiring Device Manufacturing 
9935962619418509312,110071840685,ASMPT AEI INC,335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing 
9935962619418509312,110071840685,"ASMPT AEI, INC.",335999,All Other Miscellaneous Electrical Equipment and Component Manufacturing 
9935965539996270592,110009587223,TERADYNE COMPONENTS INC,334419,Other Electronic Component Manufacturing 
9935970384719380480,110002059067,PHILIPS MEDICAL SYSTEMS,339112,Surgical and Medical Instrument Manufacturing 
9935988217423593472,110024318638,PEPPERELL WWTP,,
9936036389776785408,110024367816,FITCHBURG WESTMINSTER LANDFILL FLARE,562212,Solid Waste Landfill 
9936036389776785408,110024367816,NESOURCE CONTROL INC.,562212,Solid Waste Landfill 
9936038417001349120,110000308676,MICRON MEDICAL PRODUCTS,,
9936041028341465088,110040875960,FITCHBURG EAST WWTF,,
9936041028341465088,110043951444,BIRCH POINT PAPER PRODUCTS INC,,
9936043605321842688,110024308293,THERMO-FAB,326199,All Other Plastics Product Manufacturing 
9936047797209923584,110000308827,MONSON CHEMICAL DISTRIBUTION,325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing 
9936047797209923584,110000308827,MONSON CHEMICAL DISTRIBUTION,424690,Other Chemical and Allied Products Merchant Wholesalers 
9936047797209923584,110001938690,PENN PRIDE PKG INCORPORATED,,
