cid,frsId,isPfas,naicsCode,naicsLabel
9935145201242734592,110001275735,0,,
9935145201242734592,110070594684,0,,
9935169081260900352,110070247383,0,,
9935251132316123136,110017739955,0,,
9935251132316123136,110044787040,0,45291,
9935251132316123136,110069230594,0,,
9935251132316123136,110071968426,0,,
9935263501821935616,110003472242,0,,
9935263501821935616,110043925143,0,,
9935263501821935616,110043938059,0,,
9935263501821935616,110054996475,0,,
9935270511208562688,110008414750,1,562212,Solid Waste Landfill 
9935270511208562688,110008416641,1,,
9935270511208562688,110008419960,0,,
9935270511208562688,110010387786,1,562212,Solid Waste Landfill 
9935270511208562688,110013915843,1,562212,Solid Waste Landfill 
9935270511208562688,110013915861,1,562212,Solid Waste Landfill 
9935270511208562688,110013915870,1,,
9935270511208562688,110013915898,1,,
9935270511208562688,110013992894,1,,
9935270511208562688,110013992901,1,,
9935270511208562688,110013992983,1,562212,Solid Waste Landfill 
9935270511208562688,110041457802,1,,
9935270511208562688,110041459463,1,562212,Solid Waste Landfill 
9935273981542137856,110000732574,0,,
9935273981542137856,110001959499,0,,
9935273981542137856,110061485487,0,,
9935296143573385216,110009023369,0,,
9935437465177292800,110015321418,0,23713,Power and Communication Line and Related Structures Construction
9935575763124224000,110004093052,0,,
9935575763124224000,110004094747,0,,
9935575763124224000,110004106002,0,42311,Automobile and Other Motor Vehicle Merchant Wholesalers 
9935575763124224000,110007683300,0,,
9935575763124224000,110007691765,0,,
9935575763124224000,110007692531,0,,
9935575763124224000,110009419316,0,23891,Site Preparation Contractors
9935575763124224000,110009419557,0,,
9935575763124224000,110017227151,0,,
9935575763124224000,110017232920,0,,
9935575763124224000,110017233199,0,,
9935575763124224000,110017235801,0,,
9935575763124224000,110017735414,0,,
9935575763124224000,110023034278,0,,
9935575763124224000,110023042045,0,,
9935575763124224000,110023042562,0,,
9935575763124224000,110023049137,0,811111,General Automotive Repair 
9935575763124224000,110023055717,0,,
9935575763124224000,110023064128,0,,
9935575763124224000,110023064235,0,,
9935575763124224000,110023069427,0,,
9935575763124224000,110023070852,0,,
9935575763124224000,110023087791,0,,
9935575763124224000,110023096255,0,,
9935575763124224000,110023104558,0,,
9935575763124224000,110024891535,1,32613,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing"
9935575763124224000,110024891535,1,326130,"Laminated Plastics Plate, Sheet (except Packaging), and Shape Manufacturing"
9935575763124224000,110024891535,1,332311,Prefabricated Metal Building and Component Manufacturing 
9935575763124224000,110024891535,1,332322,Sheet Metal Work Manufacturing 
9935575763124224000,110044777275,0,,
9935575763124224000,110044782857,0,326199,All Other Plastics Product Manufacturing 
9935575763124224000,110044785248,0,,
9935575763124224000,110044979182,0,811111,General Automotive Repair 
9935575763124224000,110067040927,0,326199,All Other Plastics Product Manufacturing 
9935575763124224000,110070072205,1,,
9935575763124224000,110070121744,0,,
9935620808741224448,110004088291,0,44112,Used Car Dealers 
9935620808741224448,110004090260,0,,
9935620808741224448,110004092428,0,811121,"Automotive Body, Paint, and Interior Repair and Maintenance "
9935620808741224448,110004095728,0,,
9935620808741224448,110004097673,0,23816,Roofing Contractors 
9935620808741224448,110004108322,0,811198,All Other Automotive Repair and Maintenance 
9935620808741224448,110004110211,0,,
9935620808741224448,110004112102,0,,
9935620808741224448,110004117027,0,423930,Recyclable Material Merchant Wholesalers 
9935620808741224448,110007685077,0,,
9935620808741224448,110009421036,0,,
9935620808741224448,110023040109,0,,
9935620808741224448,110023054718,0,,
9935620808741224448,110023062228,0,,
9935620808741224448,110023086408,0,,
9935620808741224448,110023090947,0,,
9935620808741224448,110023096175,0,,
9935620808741224448,110032962809,0,32311,Printing
9935620808741224448,110064873196,0,423930,Recyclable Material Merchant Wholesalers 
9935620808741224448,110071721791,0,,
9935620808741224448,110071850135,0,,
9935620808741224448,110071932730,0,,
9935628642761572352,110001123285,0,711212,Racetracks 
9935628642761572352,110037609969,0,517210,
9935628642761572352,110041584407,0,488119,Other Airport Operations 
9935628642761572352,110044792793,0,,
9935628642761572352,110071864156,0,,
9935671248837148672,110020142987,1,221320,Sewage Treatment Facilities 
9935671248837148672,110028020843,0,22,Utilities
9935671248837148672,110054106089,0,,
9935671248837148672,110070379768,0,,
9935671317556625408,110071253655,1,,
9935680663405461504,110039662852,0,,
9935680903923630080,110000314204,0,336412,Aircraft Engine and Engine Parts Manufacturing 
9935680903923630080,110000797095,0,332999,All Other Miscellaneous Fabricated Metal Product Manufacturing 
9935680903923630080,110000797095,0,336360,Motor Vehicle Seating and Interior Trim Manufacturing
9935680903923630080,110000797095,0,337127,Institutional Furniture Manufacturing 
9935680903923630080,110011764377,0,,
9935680903923630080,110011904760,0,,
9935680903923630080,110036725498,0,,
9935680903923630080,110043219745,0,,
9935680903923630080,110044213393,0,,
9935680938283368448,110064779716,0,,
9935681007002845184,110009912746,0,221320,Sewage Treatment Facilities 
9935681007002845184,110032670232,0,44413,
9935681007002845184,110039674518,0,,
9935681041362583552,110039665421,0,421140,
9935682553191071744,110003555439,0,,
9935682553191071744,110006513530,0,,
9935682553191071744,110006618767,0,,
9935682553191071744,110011765599,0,611110,Elementary and Secondary Schools 
9935682553191071744,110028025456,0,22,Utilities
9935682553191071744,110067642386,0,,
9935682553191071744,110070033247,1,,
9935682553191071744,110070338912,0,221320,Sewage Treatment Facilities 
9935682553191071744,110070379763,0,,
9935685370689617920,110061097423,0,,
9935685370689617920,110071537786,0,,
9935688772303716352,110008435773,0,,
9935688772303716352,110014456383,0,44711,
9935688772303716352,110039674652,0,,
9935688772303716352,110055450391,0,44611,
9935689287699791872,110006618687,0,221320,Sewage Treatment Facilities 
9935690455930896384,110010707217,0,,
9935690455930896384,110039668598,0,713930,Marinas
9935697121720139776,110000761792,0,221320,Sewage Treatment Facilities 
9935708529153277952,110038921478,0,336612,Boat Building 
9935708529153277952,110038921478,0,441222,Boat Dealers 
9935708529153277952,110038921478,0,71393,Marinas
9935708529153277952,110038921478,0,713930,Marinas
9935708529153277952,110038921478,0,81149,Other Personal and Household Goods Repair and Maintenance
9935709319427260416,110001825945,0,,
9935709319427260416,110046237531,0,48849,Other Support Activities for Road Transportation
9935709319427260416,110056929855,0,311421,Fruit and Vegetable Canning 
9935710659457056768,110039668099,0,,
9935710693816795136,110039673680,0,421140,
9935712755401097216,110009025811,0,,
9935713202077696000,110013869527,1,,
9935713202077696000,110043436467,0,,
9935713270797172736,110039675955,0,,
9935713717473771520,110000732967,1,221320,Sewage Treatment Facilities 
9935713717473771520,110038921655,0,44413,
9935713717473771520,110043219317,0,,
9935713717473771520,110043219451,0,,
9935713717473771520,110043851757,0,,
9935713717473771520,110064784693,0,,
9935713751833509888,110041592130,0,488119,Other Airport Operations 
9935713854912724992,110003554939,0,812320,Drycleaning and Laundry Services (except Coin-Operated) 
9935713854912724992,110003556474,0,,
9935713854912724992,110013136392,0,,
9935713854912724992,110020580824,0,812320,Drycleaning and Laundry Services (except Coin-Operated) 
9935713854912724992,110020825776,0,,
9935713854912724992,110039663156,0,,
9935713854912724992,110039666929,0,,
9935713854912724992,110040852459,1,336611,Ship Building and Repairing 
