cid,frsId,isPfas,naicsCode,naicsLabel
9830034741485633536,110012051572,0,,
9830038692855545856,110001369028,0,,
9830038692855545856,110003074404,0,,
9830038692855545856,110003105247,0,,
9830038692855545856,110011861609,0,,
9830038692855545856,110011949302,0,,
9830038692855545856,110012046455,0,,
9830038692855545856,110012052795,0,424710,Petroleum Bulk Stations and Terminals 
9830038692855545856,110012052795,0,454311,
9830038692855545856,110012107095,0,11111,Soybean Farming
9830038692855545856,110012123692,0,,
9830038692855545856,110018889309,1,324191,Petroleum Lubricating Oil and Grease Manufacturing 
9830038692855545856,110018889309,1,42393,Recyclable Material Merchant Wholesalers 
9830038692855545856,110044229563,0,,
9830038692855545856,110045542962,0,446110,
9830038692855545856,110055145800,0,,
9830038692855545856,110055145882,0,,
9830038692855545856,110058422256,0,,
9830038692855545856,110058432067,0,,
9830038692855545856,110058456148,0,,
9830038692855545856,110058481824,0,,
9830038692855545856,110058485090,0,,
9830038692855545856,110058497880,0,,
9830038692855545856,110058506479,0,,
9830038692855545856,110058517831,0,,
9830038692855545856,110058538738,0,,
9830038692855545856,110058561319,0,,
9830038692855545856,110058571157,0,,
9830038692855545856,110058572691,0,,
9830038692855545856,110058577767,0,,
9830038692855545856,110058594855,0,,
9830038692855545856,110058665225,0,,
9830038692855545856,110058713897,0,,
9830038692855545856,110058744239,0,,
9830038692855545856,110058744408,0,,
9830038692855545856,110058758018,0,,
9830038692855545856,110058801550,0,,
9830038692855545856,110058824410,0,,
9830038692855545856,110058852521,0,,
9830038692855545856,110058863243,0,,
9830038692855545856,110064661619,0,452990,
9830038692855545856,110070883451,0,,
9830038692855545856,110071979403,0,,
9830040926238539776,110003073986,0,,
9830040926238539776,110003076457,0,,
9830040926238539776,110003080077,0,,
9830040926238539776,110003086437,0,,
9830040926238539776,110003099753,0,,
9830040926238539776,110003103463,0,,
9830040926238539776,110003104408,0,,
9830040926238539776,110003104881,0,,
9830040926238539776,110003110641,0,236118,Residential Remodelers 
9830040926238539776,110003130086,0,,
9830040926238539776,110003132798,0,11111,Soybean Farming
9830040926238539776,110008340027,0,,
9830040926238539776,110011947313,0,,
9830040926238539776,110011970073,0,,
9830040926238539776,110011970750,0,,
9830040926238539776,110012049470,0,,
9830040926238539776,110012077830,0,,
9830040926238539776,110012102367,0,,
9830040926238539776,110012619229,0,,
9830040926238539776,110016676499,0,,
9830040926238539776,110028158730,0,,
9830040926238539776,110039512006,0,,
9830040926238539776,110041418640,1,,
9830040926238539776,110045542917,0,446110,
9830040926238539776,110055138756,0,,
9830040926238539776,110058423718,0,,
9830040926238539776,110058430933,0,,
9830040926238539776,110058464718,0,,
