cid,frsId,isPfas,naicsCode,naicsLabel
9739255797321302016,110039416030,0,,
9739255797321302016,110070789455,0,,
9739256243997900800,110013101188,0,,
9739256243997900800,110015933579,0,,
9739256243997900800,110015949447,0,,
9739256243997900800,110039239721,0,,
9739256243997900800,110039252634,0,,
9739256243997900800,110039328457,0,,
9739256243997900800,110039336144,0,,
9739256243997900800,110039351466,0,,
9739256243997900800,110039368270,0,,
9739256243997900800,110039401475,0,,
9739256243997900800,110039406942,0,,
9739256243997900800,110039428045,0,,
9739256243997900800,110039430327,0,,
9739256243997900800,110039487463,0,,
9739256243997900800,110039499316,0,,
9739256243997900800,110071731129,0,,
9739891899157708800,110002573527,0,221310,Water Supply and Irrigation Systems 
9739891899157708800,110008256608,0,4471,
9739891899157708800,110012547477,0,92119,Other General Government Support 
9739891899157708800,110013257215,0,,
9739891899157708800,110039244350,0,,
9739891899157708800,110039264612,0,,
9739891899157708800,110039276636,0,,
9739891899157708800,110039290237,0,,
9739891899157708800,110039307434,0,,
9739891899157708800,110039362258,0,,
9739891899157708800,110039365255,0,,
9739891899157708800,110039453490,0,,
9739891899157708800,110042510360,0,,
9739891899157708800,110044835051,0,,
9739891899157708800,110071371476,0,,
9739892036596662272,110002584944,0,811111,General Automotive Repair 
9739892036596662272,110002598001,0,,
9739892036596662272,110035842229,0,531110,Lessors of Residential Buildings and Dwellings 
9739892036596662272,110039266442,0,,
9739892036596662272,110039283799,0,,
9739892036596662272,110039371747,0,,
9739892036596662272,110046372055,0,,
9739892036596662272,110071131792,0,444120,Paint and Wallpaper Retailers 
9739892036596662272,110071819126,0,,
9739892139675877376,110002574688,0,81232,Drycleaning and Laundry Services (except Coin-Operated) 
9739892139675877376,110002574688,0,812331,Linen Supply 
9739892139675877376,110002585220,0,,
9739892139675877376,110002598421,0,811198,All Other Automotive Repair and Maintenance 
9739892139675877376,110013375285,0,,
9739892139675877376,110036928082,0,,
9739892139675877376,110039244403,0,,
9739892139675877376,110039251403,0,,
9739892139675877376,110039280970,0,,
9739892139675877376,110039297757,0,,
9739892139675877376,110039301573,0,,
9739892139675877376,110039321720,0,,
9739892139675877376,110039436802,0,,
9739892139675877376,110039480488,0,,
9739892139675877376,110039496756,0,,
9739892139675877376,110039505826,0,,
9739892139675877376,110070571751,0,,
9739892139675877376,110071280735,0,,
9739892174035615744,110002567534,0,561439,Other Business Service Centers (including Copy Shops) 
9739892174035615744,110002574722,0,81232,Drycleaning and Laundry Services (except Coin-Operated) 
9739892174035615744,110002590535,0,4471,
9739892174035615744,110002597985,0,4471,
9739892174035615744,110009523729,0,811121,"Automotive Body, Paint, and Interior Repair and Maintenance "
9739892174035615744,110011661237,0,,
9739892174035615744,110012537512,0,,
9739892174035615744,110015961743,0,,
9739892174035615744,110039239044,0,,
9739892174035615744,110039255640,0,,
9739892174035615744,110039261410,0,,
9739892174035615744,110039280943,0,,
9739892174035615744,110039281005,0,,
9739892174035615744,110039293485,0,,
9739892174035615744,110039298765,0,,
9739892174035615744,110039309593,0,,
9739892174035615744,110039311731,0,,
9739892174035615744,110039353589,0,,
9739892174035615744,110039369910,0,,
9739892174035615744,110039376181,0,,
9739892174035615744,110039378731,0,,
9739892174035615744,110070206013,0,48422,"Specialized Freight (except Used Goods) Trucking, Local"
9739892174035615744,110070312879,0,332323,Ornamental and Architectural Metal Work Manufacturing 
9739892208395354112,110002581411,0,44711,
9739892208395354112,110002581938,0,,
9739892208395354112,110002587610,0,81232,Drycleaning and Laundry Services (except Coin-Operated) 
9739892208395354112,110002598564,0,61111,Elementary and Secondary Schools 
9739892208395354112,110011465805,0,,
9739892208395354112,110024834991,0,221112,Fossil Fuel Electric Power Generation 
9739892208395354112,110039239856,0,,
9739892208395354112,110039246777,0,,
9739892208395354112,110039251207,0,,
9739892208395354112,110039295517,0,,
9739892208395354112,110039397382,0,,
9739892208395354112,110039451410,0,,
9739892208395354112,110039469786,0,,
9739892208395354112,110045568961,0,446110,
9739892208395354112,110057016143,0,456110,Pharmacies and Drug Retailers 
9739892208395354112,110057017240,0,445110,Supermarkets and Other Grocery Retailers (except Convenience Retailers) 
9739893548425150464,110002570628,0,335224,
9739893548425150464,110002570628,0,81232,Drycleaning and Laundry Services (except Coin-Operated) 
9739893548425150464,110002598332,0,44711,
9739893548425150464,110025506959,0,,
9739893548425150464,110026627595,0,,
9739893548425150464,110037377987,0,446110,
9739893548425150464,110039236485,0,,
9739893548425150464,110039245411,0,,
9739893548425150464,110039251172,0,,
9739893548425150464,110039253009,0,,
9739893548425150464,110039264701,0,,
9739893548425150464,110039283879,0,,
9739893548425150464,110039330578,0,,
9739893548425150464,110039331899,0,,
9739893548425150464,110039399665,0,,
9739893548425150464,110039418733,0,,
9739893548425150464,110039497201,0,,
9739893548425150464,110039504079,0,,
9739893548425150464,110045501300,0,,
9739893548425150464,110055920696,0,42161,
9739893548425150464,110070206159,0,,
9739893548425150464,110070271943,0,,
9739893548425150464,110070726828,0,,
9739893617144627200,110002573457,0,56291,Remediation Services 
9739893617144627200,110002573457,0,81232,Drycleaning and Laundry Services (except Coin-Operated) 
9739893617144627200,110002582036,0,,
9739893617144627200,110002582367,0,,
9739893617144627200,110002586620,0,44132,
9739893617144627200,110002588922,0,44711,
9739893617144627200,110011915295,0,,
9739893617144627200,110011919674,0,,
9739893617144627200,110012184091,0,,
9739893617144627200,110015945030,0,,
9739893617144627200,110036672142,0,,
9739893617144627200,110036672213,0,,
9739893617144627200,110039240309,0,,
9739893617144627200,110039250583,0,,
9739893617144627200,110039250645,0,,
9739893617144627200,110039277047,0,,
9739893617144627200,110039288142,0,,
9739893617144627200,110039294091,0,,
9739893617144627200,110039327519,0,,
9739893617144627200,110039335029,0,,
9739893617144627200,110039353945,0,,
9739893617144627200,110039362123,0,,
9739893617144627200,110039364924,0,,
9739893617144627200,110039417306,0,,
9739893617144627200,110039455942,0,,
9739893617144627200,110039489283,0,562910,Remediation Services 
9739893617144627200,110039495720,0,,
9739893617144627200,110055046472,0,,
9739893617144627200,110070294057,0,323112,
9739893617144627200,110070294453,0,323115,
9739893617144627200,110070294456,0,323112,
9739893617144627200,110070294457,0,323112,
9739893617144627200,110070571801,0,,
9739893617144627200,110071131722,0,445110,Supermarkets and Other Grocery Retailers (except Convenience Retailers) 
9739893617144627200,110071131744,0,446120,
9739893651504365568,110002571556,0,4471,
9739893651504365568,110002575990,0,812331,Linen Supply 
9739893651504365568,110003410620,0,,
9739893651504365568,110015944754,0,,
9739893651504365568,110039230294,0,,
9739893651504365568,110039239062,0,,
9739893651504365568,110039244378,0,,
9739893651504365568,110039272783,0,,
9739893651504365568,110039274727,0,,
9739893651504365568,110039334921,0,,
9739893651504365568,110039350387,0,,
9739893651504365568,110039350877,0,,
9739893651504365568,110039413088,0,,
9739893651504365568,110039430844,0,,
9739893651504365568,110039440398,0,,
9739893651504365568,110039458002,0,,
9739893651504365568,110039488827,0,,
9739893651504365568,110055923345,0,,
9739893651504365568,110067241210,0,236118,Residential Remodelers 
9739893651504365568,110071276588,0,,
9739893685864103936,110002582562,0,,
9739893685864103936,110002595399,0,,
9739893685864103936,110002596646,0,,
9739893685864103936,110003411479,0,44132,
9739893685864103936,110003411479,0,811111,General Automotive Repair 
9739893685864103936,110003411479,0,811198,All Other Automotive Repair and Maintenance 
9739893685864103936,110012243367,0,,
9739893685864103936,110014368317,0,444110,Home Centers 
9739893685864103936,110014463945,0,456110,Pharmacies and Drug Retailers 
9739893685864103936,110025509466,0,,
9739893685864103936,110032960678,0,452311,
9739893685864103936,110037377745,0,,
