cid,neighborCid
5522341972783661056,5522341766625230848
5522341972783661056,5522341904064184320
5522341972783661056,5522341938423922688
5522341972783661056,5522342007143399424
5522341972783661056,5522342041503137792
5522341972783661056,5522342075862876160
5522341972783661056,5522342110222614528
5522341972783661056,5522342144582352896
5522342419460259840,5522342041503137792
5522342419460259840,5522342075862876160
5522342419460259840,5522342385100521472
5522342419460259840,5522342453819998208
5522342419460259840,5522342488179736576
5522342419460259840,5529491031747198976
5522342419460259840,5529491066106937344
5522342419460259840,5529491444064059392
5522342453819998208,5522342385100521472
5522342453819998208,5522342419460259840
5522342453819998208,5522342488179736576
5522342453819998208,5522342522539474944
5522342453819998208,5522342556899213312
5522342453819998208,5529490928667983872
5522342453819998208,5529491031747198976
5522342453819998208,5529491066106937344
5522342488179736576,5522342316381044736
5522342488179736576,5522342350740783104
5522342488179736576,5522342385100521472
5522342488179736576,5522342419460259840
5522342488179736576,5522342453819998208
5522342488179736576,5522342522539474944
5522342488179736576,5522342556899213312
5522342488179736576,5522342694338166784
5522348638572904448,5522348569853427712
5522348638572904448,5522348604213166080
5522348638572904448,5522348672932642816
5522348638572904448,5522348982170288128
5522348638572904448,5522349016530026496
5522348638572904448,5529484469037170688
5522348638572904448,5529484846994292736
5522348638572904448,5529484881354031104
5522349016530026496,5522348638572904448
5522349016530026496,5522348672932642816
5522349016530026496,5522348982170288128
5522349016530026496,5522349050889764864
5522349016530026496,5522349085249503232
5522349016530026496,5529484434677432320
5522349016530026496,5529484469037170688
5522349016530026496,5529484846994292736
5522351559150665728,5522351456071450624
5522351559150665728,5522351490431188992
5522351559150665728,5522351524790927360
5522351559150665728,5522351593510404096
5522351559150665728,5522351696589619200
5522351559150665728,5522726492615737344
5522351559150665728,5522726526975475712
5522351559150665728,5522726630054690816
5522724740269080576,5522724602830127104
5522724740269080576,5522724705909342208
5522724740269080576,5522724774628818944
5522724740269080576,5522724808988557312
5522724740269080576,5522724843348295680
5522724740269080576,5522724877708034048
5522724740269080576,5522724980787249152
5522724740269080576,5522725015146987520
5522725496183324672,5522725427463847936
5522725496183324672,5522725461823586304
5522725496183324672,5522725530543063040
5522725496183324672,5522725564902801408
5522725496183324672,5522725667982016512
5522725496183324672,5522725702341754880
5522725496183324672,5522725874140446720
5522725496183324672,5522725908500185088
5522725564902801408,5522724877708034048
5522725564902801408,5522724912067772416
5522725564902801408,5522725358744371200
5522725564902801408,5522725496183324672
5522725564902801408,5522725530543063040
5522725564902801408,5522725599262539776
5522725564902801408,5522725633622278144
5522725564902801408,5522725667982016512
5522730925021986816,5522728313681870848
5522730925021986816,5522728348041609216
5522730925021986816,5522730169107742720
5522730925021986816,5522730787583033344
5522730925021986816,5522730890662248448
5522730925021986816,5522730959381725184
5522730925021986816,5522730993741463552
5522730925021986816,5522731028101201920
5522749101323583488,5522749066963845120
5522749101323583488,5522749135683321856
5522749101323583488,5522749170043060224
5522749101323583488,5522749513640443904
5522749101323583488,5522749548000182272
5522749101323583488,5522749719798874112
5522749101323583488,5522749754158612480
5522749101323583488,5522749788518350848
5522750406993641472,5522750235194949632
5522750406993641472,5522750269554688000
5522750406993641472,5522750303914426368
5522750406993641472,5522750338274164736
5522750406993641472,5522750372633903104
5522750406993641472,5522750441353379840
5522750406993641472,5522750475713118208
5522750406993641472,5522750613152071680
5522750613152071680,5522750200835211264
5522750613152071680,5522750235194949632
5522750613152071680,5522750406993641472
5522750613152071680,5522750441353379840
5522750613152071680,5522750544432594944
5522750613152071680,5522750578792333312
5522750613152071680,5522750647511810048
5522750613152071680,5522750681871548416
5522751437785792512,5522751059828670464
5522751437785792512,5522751094188408832
5522751437785792512,5522751403426054144
5522751437785792512,5522751472145530880
5522751437785792512,5522751506505269248
5522751437785792512,5522757622538698752
