cid	lat	lon	nPtsGeo	layers	nPts	nObs	nAnalytes	nDet	nDetAnalytes	maxNgL	nFac	nPfasFac	nRingFac	nRingPfasFac	stateFips	stateName	countyFips	countyName	nCounties	sameTopWeight	sameTopIndustry	sameTopNaics	sameTopFacilityName	ringTopWeight	ringTopIndustry	ringTopNaics	ringTopFacilityName	c_proximity	detFreq	c_detFreq	c_detIntensity	c_analyteBreadth	c_industryPrior	score	scoreComponentsUsed	tier	window	sourceList	nSources
5526413911017914368	44.7855375	-69.677636	2	EGAD	2	60	30	8	8	1.71	0	0	1	0	23	Maine	23025	Somerset County	1									0.018665241123894335	0.13333333333333333	0.13333333333333333	0.14430221751052288	0.4	0.0	10.927505543766042	5	C	1-ring (unflagged)	sawgraph;spatialkg;fiokg	3
5526414357694513152	44.75768	-69.628719	1	EGAD	1	150	32	28	10	67.91	0	0	1	0	23	Maine	23025	Somerset County	1									0.018665241123894335	0.18666666666666668	0.18666666666666668	0.6126721009178244	0.5	0.0	24.703419295615248	5	C	1-ring (unflagged)	sawgraph;spatialkg;fiokg	3
5526415044889280512	44.78957533333334	-69.576811	3	EGAD	3	87	29	0	0		0	0	0	0	23	Maine	23025	Somerset County	1									0.0	0.0	0.0		0.0	0.0		4	N	none	sawgraph;spatialkg	2
5526415113608757248	44.7988435	-69.58041775	4	EGAD	4	1647	30	294	16	4560.0	0	0	0	0	23	Maine	23025	Somerset County	1									0.0	0.1785063752276867	0.1785063752276867	1.0	0.8	0.0	36.57012750455373	5	D	none	sawgraph;spatialkg	2
5526415216687972352	44.801057	-69.572049	1	EGAD	1	29	29	0	0		0	0	0	0	23	Maine	23025	Somerset County	1									0.0	0.0	0.0		0.0	0.0		4	N	none	sawgraph;spatialkg	2
5526415285407449088	44.799116	-69.5857	1	EGAD	1	30	30	18	18	8240.0	0	0	0	0	23	Maine	23025	Somerset County	1									0.0	0.6	0.6	1.0	0.9	0.0	46.0	5	D	none	sawgraph;spatialkg	2
5526415766443786240	44.805190333333336	-69.66491333333333	3	EGAD	3	89	30	23	12	4.23	0	0	0	0	23	Maine	23025	Somerset County	1									0.0	0.25842696629213485	0.25842696629213485	0.2394659140356423	0.6	0.0	17.155187176733754	5	D	none	sawgraph;spatialkg	2
5526415800803524608	44.81060757142857	-69.65219328571429	7	EGAD	7	1461	30	233	15	516.0	0	0	0	0	23	Maine	23025	Somerset County	1									0.0	0.1594798083504449	0.1594798083504449	0.9043659927278125	0.75	0.0	33.29874598520421	5	D	none	sawgraph;spatialkg	2
5526415835163262976	44.810365	-69.6450825	2	EGAD	2	58	29	3	3	1.64	0	0	0	0	23	Maine	23025	Somerset County	1									0.0	0.05172413793103448	0.05172413793103448	0.14051431092397898	0.15	0.0	6.047340531720164	5	D	none	sawgraph;spatialkg	2
5526416041321693184	44.828205	-69.670481	1	EGAD	1	29	29	3	3	0.419	0	0	0	0	23	Maine	23025	Somerset County	1									0.0	0.10344827586206896	0.10344827586206896	0.05065346930906586	0.15	0.0	4.835302249968025	5	D	none	sawgraph;spatialkg	2
5526416350559338496	44.800726	-69.684932	2	EGAD	2	58	30	10	9	1.93	0	0	2	0	23	Maine	23025	Somerset County	1									0.02958370724829093	0.1724137931034483	0.1724137931034483	0.1556000259623526	0.45	0.0	12.873706264817963	5	C	1-ring (unflagged)	sawgraph;spatialkg;fiokg	3
5526416419278815232	44.804099	-69.66818275	4	EGAD	4	116	30	8	6	1.62	0	0	0	0	23	Maine	23025	Somerset County	1									0.0	0.06896551724137931	0.06896551724137931	0.13941359167309642	0.3	0.0	7.864650136654997	5	D	none	sawgraph;spatialkg	2
5526416487998291968	44.787601	-69.679525	1	EGAD	1	30	30	6	6	2.7	0	0	1	0	23	Maine	23025	Somerset County	1									0.018665241123894335	0.2	0.2	0.18937317381235197	0.3	0.0	12.387612784645102	5	C	1-ring (unflagged)	sawgraph;spatialkg;fiokg	3
5526416728516460544	44.7714944	-69.7098022	5	EGAD	4	377	45	156	17	31.4	2	1	54	1	23	Maine	23025	Somerset County	1	1.0	Sewage treatment (effluent & biosolids)	221320	SKOWHEGAN WASTEWATER TREATMENT FACILITY					0.3868528072345416	0.41379310344827586	0.41379310344827586	0.5034421591010689	0.85	1.0	52.90176429970119	5	A	same-cell	sawgraph;spatialkg;fiokg	3
5526418824460500992	44.829126	-69.669831	1	EGAD	1	28	28	0	0		0	0	0	0	23	Maine	23025	Somerset County	1									0.0	0.0	0.0		0.0	0.0		4	N	none	sawgraph;spatialkg	2
5526420679886372864	44.93453433333334	-69.63930933333334	3	EGAD	3	88	30	30	15	310.0	0	0	0	0	23	Maine	23025	Somerset County	1									0.0	0.3409090909090909	0.3409090909090909	0.8307999191640362	0.75	0.0	35.08817979728272	5	D	none	sawgraph;spatialkg	2
5526429304180703232	44.872187	-69.447211	1	EGAD	1	21	21	1	1	6.88	0	0	12	2	23	Maine	23025	Somerset County	1					1.0	Sewage treatment (effluent & biosolids)	221320	HARTLAND WASTEWATER TREATMENT FACILITY	0.27489414599479567	0.047619047619047616	0.047619047619047616	0.29879883854763173	0.05	1.0	28.543647025889594	5	B	1-ring	sawgraph;spatialkg;fiokg	3
5526429338540441600	44.87815	-69.445303	1	EGAD	1	339	44	192	21	1650.0	7	2	7	0	23	Maine	23025	Somerset County	1	1.0	Sewage treatment (effluent & biosolids)	221320	HARTLAND WASTEWATER TREATMENT FACILITY					0.6131471927654584	0.5663716814159292	0.5663716814159292	1.0	1.0	1.0	77.78758537510963	5	A	same-cell	sawgraph;spatialkg;fiokg	3
5526429372900179968	44.88364671428571	-69.46282	7	EGAD	7	460	31	254	27	70800.0	5	0	11	2	23	Maine	23025	Somerset County	1					1.0	Sewage treatment (effluent & biosolids)	221320	HARTLAND WASTEWATER TREATMENT FACILITY	0.27489414599479567	0.5521739130434783	0.5521739130434783	1.0	1.0	1.0	65.66477337068741	5	B	1-ring	sawgraph;spatialkg;fiokg	3
5526429579058610176	44.892547	-69.464024	3	EGAD	3	89	31	20	10	2.29	2	0	5	0	23	Maine	23025	Somerset County	1									0.09021220167863253	0.2247191011235955	0.2247191011235955	0.1723736914708266	0.5	0.0	16.961151367994713	5	C	same-cell (unflagged)	sawgraph;spatialkg;fiokg	3
5526430094454685696	44.9120434	-69.4237186	5	EGAD	5	146	30	8	7	1.9	0	0	2	0	23	Maine	23025	Somerset County	1									0.02958370724829093	0.0547945205479452	0.0547945205479452	0.15411036735305286	0.35	0.0	9.484079348475408	5	C	1-ring (unflagged)	sawgraph;spatialkg;fiokg	3
5526430128814424064	44.911148	-69.433542	1	EGAD	1	29	29	0	0		0	0	0	0	23	Maine	23025	Somerset County	1									0.0	0.0	0.0		0.0	0.0		4	N	none	sawgraph;spatialkg	2
5526430197533900800	44.9088	-69.42364	1	EGAD	1	29	29	0	0		0	0	2	0	23	Maine	23025	Somerset County	1									0.02958370724829093	0.0	0.0		0.0	0.0		4	N	1-ring (unflagged)	sawgraph;spatialkg;fiokg	3
5526430231893639168	44.9061578	-69.41310039999999	5	EGAD	5	148	30	26	21	1390.0	1	0	1	0	23	Maine	23025	Somerset County	1									0.05691756217423825	0.17567567567567569	0.17567567567567569	1.0	1.0	0.0	40.505628189611855	5	C	same-cell (unflagged)	sawgraph;spatialkg;fiokg	3
5526430334972854272	44.90821966666667	-69.41253033333334	3	EGAD	3	88	30	2	2	0.878	1	0	1	0	23	Maine	23025	Somerset County	1									0.05691756217423825	0.022727272727272728	0.022727272727272728	0.09121866398745387	0.1	0.0	5.7271267303301405	5	C	same-cell (unflagged)	sawgraph;spatialkg;fiokg	3
5526430678570237952	44.903624	-69.38786366666666	3	EGAD	3	90	30	26	11	9.9	0	0	0	0	23	Maine	23025	Somerset County	1									0.0	0.28888888888888886	0.28888888888888886	0.3457588039435185	0.55	0.0	19.921747876365743	5	D	none	sawgraph;spatialkg	2
5526430712929976320	44.900072	-69.38770666666666	6	EGAD	6	744	30	148	15	3990.0	0	0	0	0	23	Maine	23025	Somerset County	1									0.0	0.1989247311827957	0.1989247311827957	1.0	0.75	0.0	36.47849462365592	5	D	none	sawgraph;spatialkg	2
5526430747289714688	44.897116	-69.383649	1	EGAD	1	29	29	2	2	2.0	0	0	0	0	23	Maine	23025	Somerset County	1									0.0	0.06896551724137931	0.06896551724137931	0.15901740961444308	0.1	0.0	6.354745585188663	5	D	none	sawgraph;spatialkg	2
5526432637075324928	44.90761766666666	-69.28656333333333	3	EGAD	3	554	38	96	14	360.0	0	0	4	0	23	Maine	23019	Penobscot County	1									0.043339347763417226	0.17328519855595667	0.17328519855595667	0.8523790677828301	0.7	0.0	33.29205783740949	5	C	1-ring (unflagged)	sawgraph;spatialkg;fiokg	3
5526432705794801664	44.894427666666665	-69.276413	3	EGAD	3	106	36	6	6	5.2	0	0	3	0	23	Maine	23019	Penobscot County	1									0.03733048224778867	0.05660377358490566	0.05660377358490566	0.2640923509854103	0.3	0.0	12.040951125005973	5	C	1-ring (unflagged)	sawgraph;spatialkg;fiokg	3
5526432808874016768	44.89604366666666	-69.26992766666666	3	EGAD	3	106	36	0	0		2	0	1	0	23	Maine	23019	Penobscot County	1									0.09021220167863253	0.0	0.0		0.0	0.0		4	N	same-cell (unflagged)	sawgraph;spatialkg;fiokg	3
5526434389421981696	44.838699	-69.413395	1	EGAD	1	110	66	21	15	1.82	1	0	0	0	23	Maine	23025	Somerset County	1									0.05691756217423825	0.19090909090909092	0.19090909090909092	0.15006132335945802	0.75	0.0	17.061829578266607	5	C	same-cell (unflagged)	sawgraph;spatialkg;fiokg	3
5526435798171254784	44.759202	-69.381112	1	EGAD	1	335	44	158	18	28.8	1	0	2	1	23	Maine	23025	Somerset County	1					1.0	Metal coating & electroplating	332812	CIANBRO FABRICATION AND COATING	0.17343889579073268	0.4716417910447761	0.4716417910447761	0.49133432896974444	0.9	1.0	46.78655539781478	5	B	1-ring	sawgraph;spatialkg;fiokg	3
5526439302864568320	44.749549	-69.57836	1	EGAD	1	30	30	11	11	14.4	0	0	0	0	23	Maine	23025	Somerset County	1									0.0	0.36666666666666664	0.36666666666666664	0.39578297345366303	0.55	0.0	22.727907669674906	5	D	none	sawgraph;spatialkg	2
5526439337224306688	44.75123275	-69.582307	4	EGAD	4	1289	30	228	16		0	0	1	0	23	Maine	23025	Somerset County	1									0.018665241123894335	0.1768813033359193	0.1768813033359193		0.8	0.0	16.254546008072918	4	C	1-ring (unflagged)	sawgraph;spatialkg;fiokg	3
5526439990059335680	44.730615	-69.503502	1	EGAD	1	35	35	0	0		0	0	0	0	23	Maine	23025	Somerset County	1									0.0	0.0	0.0		0.0	0.0		4	N	none	sawgraph;spatialkg	2
5526441433168347136	44.69040933333333	-69.63227266666667	3	EGAD	3	593	66	118	25	1370.0	0	0	2	0	23	Maine	23011	Kennebec County	2									0.02958370724829093	0.19898819561551434	0.19898819561551434	1.0	1.0	0.0	40.01519366600047	5	C	1-ring (unflagged)	sawgraph;spatialkg;fiokg	3
5526441536247562240	44.678481	-69.639184	1	EGAD	1	31	31	0	0		1	0	1	0	23	Maine	23011	Kennebec County	2									0.05691756217423825	0.0	0.0		0.0	0.0		4	N	same-cell (unflagged)	sawgraph;spatialkg;fiokg	3
5526444078868201472	44.666043	-69.4535815	4	EGAD	1	176	30	15	13	424.0	0	0	0	0	23	Maine	23011	Kennebec County	2									0.0	0.08522727272727272	0.08522727272727272	0.8760028923076476	0.65	0.0	30.104617762236646	5	D	none	sawgraph;spatialkg	2
5526444388105846784	44.643051	-69.464458	1	EGAD	1	297	30	154	21	35.7	0	0	1	0	23	Maine	23011	Kennebec County	1									0.018665241123894335	0.5185185185185185	0.5185185185185185	0.5214799005237849	1.0	0.0	34.06065132280129	5	C	1-ring (unflagged)	sawgraph;spatialkg;fiokg	3
5526444731703230464	44.603411	-69.495208	1	EGAD	1	30	30	11	11	25.2	0	0	0	0	23	Maine	23011	Kennebec County	1									0.0	0.36666666666666664	0.36666666666666664	0.4726987011530239	0.55	0.0	24.650800862158935	5	D	none	sawgraph;spatialkg	2
5526445796855119872	44.61044433333333	-69.58040666666666	3	EGAD	3	93	31	8	6	0.742	0	0	10	0	23	Maine	23011	Kennebec County	1									0.06457112531348923	0.08602150537634409	0.08602150537634409	0.08033775928653306	0.3	0.0	8.988863475662331	5	C	1-ring (unflagged)	sawgraph;spatialkg;fiokg	3
5526445831214858240	44.60482144444445	-69.58258955555556	9	EGAD	9	726	31	121	15	663.0	0	0	10	0	23	Maine	23011	Kennebec County	1									0.06457112531348923	0.16666666666666666	0.16666666666666666	0.9405865973029264	0.75	0.0	36.60798765187862	5	C	1-ring (unflagged)	sawgraph;spatialkg;fiokg	3
5526445899934334976	44.5914848	-69.58429620000001	5	EGAD	5	2500	31	394	19	260.0	0	0	24	0	23	Maine	23011	Kennebec County	1									0.08667869552683445	0.1576	0.1576	0.8054302960618664	0.95	0.0	35.82151174498587	5	C	1-ring (unflagged)	sawgraph;spatialkg;fiokg	3
5526445934294073344	44.596443375	-69.584217375	24	EGAD	24	14708	31	2101	20	2950.0	2	0	32	0	23	Maine	23011	Kennebec County	2									0.09415483256178017	0.14284742997008432	0.14284742997008432	1.0	1.0	0.0	41.15236773906399	5	C	same-cell (unflagged)	sawgraph;spatialkg;fiokg	3
5526446003013550080	44.591073	-69.584576	1	EGAD	1	565	31	85	13	100.0	3	0	22	0	23	Maine	23011	Kennebec County	1									0.1138351243484765	0.1504424778761062	0.1504424778761062	0.6680104684941067	0.65	0.0	30.193340622071474	5	C	same-cell (unflagged)	sawgraph;spatialkg;fiokg	3
5526447858439421952	44.536751	-69.599746	1	EGAD	1	27	27	6	6	9.84	0	0	9	0	23	Maine	23011	Kennebec County	1									0.06200458888731158	0.2222222222222222	0.2222222222222222	0.34495984763374704	0.3	0.0	18.238601246344025	5	C	1-ring (unflagged)	sawgraph;spatialkg;fiokg	3
5526448236396544000	44.538686	-69.628379	1	EGAD	1	80	40	13	7		8	0	68	2	23	Maine	23011	Kennebec County	1					1.0	Pulp, paper & paperboard mills	322121	KIMBERLY CLARK TISSUE COMPANY	0.27489414599479567	0.1625	0.1625		0.35	1.0	35.16172681309047	4	B	1-ring	sawgraph;spatialkg;fiokg	3
5526448339475759104	44.544542	-69.629666	1	EGAD	1	110	66	25	18	5.33	21	2	72	0	23	Maine	23011	Kennebec County	1	1.0	Pulp, paper & paperboard mills	322121	KIMBERLY CLARK TISSUE COMPANY					0.6131471927654584	0.22727272727272727	0.22727272727272727	0.26709592323075426	0.9	1.0	51.683004373014455	5	A	same-cell	sawgraph;spatialkg;fiokg	3
5526448408195235840	44.56737	-69.615864	1	EGAD	1	297	30	70	9	42.3	3	0	41	0	23	Maine	23011	Kennebec County	1									0.1138351243484765	0.2356902356902357	0.2356902356902357	0.5454170476987076	0.45	0.0	26.83346025846908	5	C	same-cell (unflagged)	sawgraph;spatialkg;fiokg	3
5526448923591311360	44.58234466666666	-69.61672733333333	3	EGAD	3	725	67	315	35	9190.0	2	0	41	1	23	Maine	23011	Kennebec County	2					1.0	Waste collection	562112	SKILLS RECYCLE	0.17343889579073268	0.43448275862068964	0.43448275862068964	1.0	1.0	1.0	59.76001652508943	5	B	1-ring	sawgraph;spatialkg;fiokg	3
5526449129749741568	44.582227	-69.661541	1	EGAD	1	200	40	46	15		0	0	8	0	23	Maine	23011	Kennebec County	2									0.059167414496581874	0.23	0.23		0.75	0.0	18.894479343173824	4	C	1-ring (unflagged)	sawgraph;spatialkg;fiokg	3
5526449645145817088	44.526571	-69.65414200000001	2	EGAD	2	347	44	201	21	217.0	1	1	15	0	23	Maine	23011	Kennebec County	1	1.0	Sewage treatment (effluent & biosolids)	221320	KENNEBEC WASTEWATER TREATMENT FACILITY					0.3868528072345416	0.579250720461095	0.579250720461095	0.779372728485058	1.0	1.0	64.60918087455731	5	A	same-cell	sawgraph;spatialkg;fiokg	3
5526449713865293824	44.53261	-69.661318	1	EGAD	0	0	0	0	0		1	0	39	1	23	Maine	23011	Kennebec County	1					1.0	Sewage treatment (effluent & biosolids)	221320	KENNEBEC WASTEWATER TREATMENT FACILITY	0.17343889579073268				0.0	1.0		3	X	1-ring	sawgraph;spatialkg;fiokg	3
5526449816944508928	44.52542	-69.69305	1	EGAD	1	30	30	3	3	0.291	0	0	7	0	23	Maine	23011	Kennebec County	1									0.05599572337168301	0.1	0.1	0.03697006479796085	0.15	0.0	6.384101937957927	5	C	1-ring (unflagged)	sawgraph;spatialkg;fiokg	3
5526450194901630976	44.527759	-69.705293	1	EGAD	1	30	30	3	3	0.367	1	0	7	0	23	Maine	23011	Kennebec County	1									0.05691756217423825	0.1	0.1	0.045249624241663775	0.15	0.0	6.623355282139934	5	C	same-cell (unflagged)	sawgraph;spatialkg;fiokg	3
5526450366700322816	44.540031	-69.747284	1	EGAD	1	24	24	7	7	0.728	0	0	12	0	23	Maine	23011	Kennebec County	1									0.06906959960353908	0.2916666666666667	0.2916666666666667	0.07916979077321916	0.35	0.0	13.730014088787682	5	C	1-ring (unflagged)	sawgraph;spatialkg;fiokg	3
5526450641578229760	44.582297	-69.703308	1	EGAD	1	30	30	11	11	11.4	0	0	1	0	23	Maine	23011	Kennebec County	1									0.018665241123894335	0.36666666666666664	0.36666666666666664	0.36442116604702235	0.55	0.0	22.597145923845197	5	C	1-ring (unflagged)	sawgraph;spatialkg;fiokg	3
5526450779017183232	44.577477	-69.673767	1	EGAD	1	240	40	48	13		0	0	4	0	23	Maine	23011	Kennebec County	1									0.043339347763417226	0.2	0.2		0.65	0.0	16.022502895626136	4	C	1-ring (unflagged)	sawgraph;spatialkg;fiokg	3
5526450847736659968	44.589701	-69.68304	6	EGAD	6	174	31	13	8	4.76	0	0	0	0	23	Maine	23011	Kennebec County	2									0.0	0.07471264367816093	0.07471264367816093	0.2534374906387036	0.4	0.0	11.83019013953081	5	D	none	sawgraph;spatialkg	2
5526450882096398336	44.579918000000006	-69.673627	2	EGAD	2	71	67	12	12	0.461	0	0	3	0	23	Maine	23011	Kennebec County	2									0.03733048224778867	0.16901408450704225	0.16901408450704225	0.0548754652435558	0.6	0.0	12.058735199902342	5	C	1-ring (unflagged)	sawgraph;spatialkg;fiokg	3
5526450950815875072	44.59334916666666	-69.67077083333334	6	EGAD	6	1371	30	225	16	367.0	0	0	2	0	23	Maine	23025	Somerset County	1									0.02958370724829093	0.16411378555798686	0.16411378555798686	0.8551588711554364	0.8	0.0	33.69667724373583	5	C	1-ring (unflagged)	sawgraph;spatialkg;fiokg	3
5526450985175613440	44.5921165	-69.6906085	2	EGAD	2	62	31	23	12	13.067	0	0	0	0	23	Maine	23025	Somerset County	1									0.0	0.3709677419354839	0.3709677419354839	0.3826784584526257	0.6	0.0	22.986316300025322	5	D	none	sawgraph;spatialkg	2
5526451019535351808	44.59005686956522	-69.69263039130435	23	EGAD	23	5448	31	961	20	419.0	0	0	0	0	23	Maine	23011	Kennebec County	2									0.0	0.17639500734214392	0.17639500734214392	0.8742899269434063	1.0	0.0	35.38514832042804	5	D	none	sawgraph;spatialkg	2
5526451053895090176	44.591535	-69.69777266666667	3	EGAD	3	837	31	157	17	71.8	0	0	0	0	23	Maine	23011	Kennebec County	2									0.0	0.1875746714456392	0.1875746714456392	0.6206206606203539	0.85	0.0	27.767009944421634	5	D	none	sawgraph;spatialkg	2
5526451088254828544	44.59348833333333	-69.69684266666667	3	EGAD	3	93	31	34	13	14.385	0	0	0	0	23	Maine	23025	Somerset County	1									0.0	0.3655913978494624	0.3655913978494624	0.3956419204453125	0.65	0.0	23.70287596812206	5	D	none	sawgraph;spatialkg	2
5526451122614566912	44.60820366666667	-69.69029283333333	6	EGAD	6	177	30	42	13	21.9	0	0	0	0	23	Maine	23025	Somerset County	1									0.0	0.23728813559322035	0.23728813559322035	0.4532129176063395	0.65	0.0	22.576085652022897	5	D	none	sawgraph;spatialkg	2
5526451156974305280	44.60409964285714	-69.68128914285714	14	EGAD	14	1816	31	261	19	2490.0	0	0	1	0	23	Maine	23025	Somerset County	1									0.018665241123894335	0.14372246696035243	0.14372246696035243	1.0	0.95	0.0	38.027732778543346	5	C	1-ring (unflagged)	sawgraph;spatialkg;fiokg	3
5526451191334043648	44.613376	-69.667904	1	EGAD	1	31	31	6	6	0.52	0	0	1	0	23	Maine	23025	Somerset County	1									0.018665241123894335	0.1935483870967742	0.1935483870967742	0.06060576011639634	0.3	0.0	9.039395184181695	5	C	1-ring (unflagged)	sawgraph;spatialkg;fiokg	3
5526451225693782016	44.61484961111111	-69.68496116666667	18	EGAD	18	2910	30	562	17	64.0	0	0	0	0	23	Maine	23025	Somerset County	1									0.0	0.19312714776632303	0.19312714776632303	0.6042170265463369	0.85	0.0	27.467968618984884	5	D	none	sawgraph;spatialkg	2
5526451260053520384	44.622246764705885	-69.67715017647059	17	EGAD	17	1035	30	174	18	712.0	0	0	1	0	23	Maine	23025	Somerset County	1									0.018665241123894335	0.1681159420289855	0.1681159420289855	0.9508922563127139	0.9	0.0	36.78790868773386	5	C	1-ring (unflagged)	sawgraph;spatialkg;fiokg	3
5526451294413258752	44.6331525	-69.676304	8	EGAD	8	246	31	30	10	1.976	0	0	2	0	23	Maine	23025	Somerset County	1									0.02958370724829093	0.12195121951219512	0.12195121951219512	0.1578548018864466	0.5	0.0	12.420824191095251	5	C	1-ring (unflagged)	sawgraph;spatialkg;fiokg	3
5526451328772997120	44.62770861538461	-69.66232607692308	13	EGAD	13	1108	30	226	19	66.0	1	0	1	0	23	Maine	23025	Somerset County	1									0.05691756217423825	0.20397111913357402	0.20397111913357402	0.608603540536682	0.95	0.0	30.786625572186864	5	C	same-cell (unflagged)	sawgraph;spatialkg;fiokg	3
5526451363132735488	44.62093494117647	-69.67055664705882	17	EGAD	17	975	36	232	15	45.5	0	0	2	0	23	Maine	23025	Somerset County	1									0.02958370724829093	0.23794871794871794	0.23794871794871794	0.5557372399565567	0.75	0.0	27.18783511157846	5	C	1-ring (unflagged)	sawgraph;spatialkg;fiokg	3
5526451397492473856	44.61859733333333	-69.65806833333333	3	EGAD	3	88	36	18	10	10.09	0	0	2	0	23	Maine	23025	Somerset County	1									0.02958370724829093	0.20454545454545456	0.20454545454545456	0.34826012475735274	0.5	0.0	18.83284196353309	5	C	1-ring (unflagged)	sawgraph;spatialkg;fiokg	3
5526451431852212224	44.62801404761905	-69.64848309523809	21	EGAD	21	4437	67	794	35	623.0	0	0	1	0	23	Maine	23025	Somerset County	1									0.018665241123894335	0.17894974081586656	0.17894974081586656	0.9315934019889129	1.0	0.0	37.52211330537646	5	C	1-ring (unflagged)	sawgraph;spatialkg;fiokg	3
5526451500571688960	44.613562	-69.647055	1	EGAD	1	29	29	15	15	394.36	0	0	1	0	23	Maine	23025	Somerset County	1									0.018665241123894335	0.5172413793103449	0.5172413793103449	0.8655390056893876	0.75	0.0	40.13658616777789	5	C	1-ring (unflagged)	sawgraph;spatialkg;fiokg	3
5526451534931427328	44.612197	-69.652456	1	EGAD	1	29	29	12	12	13.06	0	0	3	0	23	Maine	23025	Somerset County	1									0.03733048224778867	0.41379310344827586	0.41379310344827586	0.38260641328545164	0.6	0.0	25.14758927977441	5	C	1-ring (unflagged)	sawgraph;spatialkg;fiokg	3
5526451569291165696	44.61150938095238	-69.6639739047619	21	EGAD	21	9105	38	1712	29	54100.0	1	0	2	0	23	Maine	23025	Somerset County	1									0.05691756217423825	0.18802855573860516	0.18802855573860516	1.0	1.0	0.0	40.752685790870444	5	C	same-cell (unflagged)	sawgraph;spatialkg;fiokg	3
5526451603650904064	44.601198	-69.6678227368421	19	EGAD	19	3239	31	551	21		0	0	3	0	23	Maine	23025	Somerset County	1									0.03733048224778867	0.1701142327878975	0.1701142327878975		1.0	0.0	19.611802045907403	4	C	1-ring (unflagged)	sawgraph;spatialkg;fiokg	3
5526451638010642432	44.600796	-69.65567025	4	EGAD	4	249	69	88	35	668.23	2	0	1	0	23	Maine	23025	Somerset County	1									0.09021220167863253	0.3534136546184739	0.3534136546184739	0.9417222069068809	1.0	0.0	43.76875532379364	5	C	same-cell (unflagged)	sawgraph;spatialkg;fiokg	3
5526451672370380800	44.599737727272725	-69.64310854545455	11	EGAD	11	340	31	99	14	27.9	0	0	3	0	23	Maine	23025	Somerset County	1									0.03733048224778867	0.2911764705882353	0.2911764705882353	0.4868954974621059	0.7	0.0	26.302483726989955	5	C	1-ring (unflagged)	sawgraph;spatialkg;fiokg	3
5526451706730119168	44.6030542	-69.6440404	5	EGAD	5	622	38	140	16	28.0	0	0	3	0	23	Maine	23025	Somerset County	1									0.03733048224778867	0.22508038585209003	0.22508038585209003	0.48739547683298035	0.8	0.0	25.993061516538912	5	C	1-ring (unflagged)	sawgraph;spatialkg;fiokg	3
5526451741089857536	44.603506333333335	-69.62057595833333	24	EGAD	24	7013	39	1416	25	1920.0	1	0	6	0	23	Maine	23025	Somerset County	1									0.05691756217423825	0.2019107372023385	0.2019107372023385	1.0	1.0	0.0	41.03032942014511	5	C	same-cell (unflagged)	sawgraph;spatialkg;fiokg	3
5526451775449595904	44.596838000000005	-69.627208	2	EGAD	2	119	31	40	13	19.3	0	0	7	0	23	Maine	23025	Somerset County	1									0.05599572337168301	0.33613445378151263	0.33613445378151263	0.4357689601404766	0.65	0.0	26.07676339715107	5	C	1-ring (unflagged)	sawgraph;spatialkg;fiokg	3
5526451844169072640	44.588093	-69.612616	1	EGAD	1	1298	66	496	41	1340.0	6	0	28	0	23	Maine	23025	Somerset County	1									0.15978779832136744	0.38212634822804314	0.38212634822804314	1.0	1.0	0.0	48.235099905808724	5	C	same-cell (unflagged)	sawgraph;spatialkg;fiokg	3
5526451878528811008	44.596753	-69.604845	1	EGAD	1	60	30	33	17	806.0	0	0	37	0	23	Maine	23011	Kennebec County	2									0.09795383243914377	0.55	0.55	0.968817664264149	0.85	0.0	47.14882574197376	5	C	1-ring (unflagged)	sawgraph;spatialkg;fiokg	3
5526451912888549376	44.6026115	-69.611928	4	EGAD	4	537	38	96	13	39.93	0	0	18	0	23	Maine	23025	Somerset County	1									0.07928859131524943	0.1787709497206704	0.1787709497206704	0.5372695093503119	0.65	0.0	26.282257424204936	5	C	1-ring (unflagged)	sawgraph;spatialkg;fiokg	3
5526451947248287744	44.60618625	-69.6051045	4	EGAD	4	656	30	114	12	75.5	0	0	8	0	23	Maine	23025	Somerset County	1									0.059167414496581874	0.17378048780487804	0.17378048780487804	0.6277963076382908	0.6	0.0	27.241376954435193	5	C	1-ring (unflagged)	sawgraph;spatialkg;fiokg	3
5526452015967764480	44.61741066666667	-69.588527	3	EGAD	3	1097	67	170	24	34.2	2	0	9	0	23	Maine	23011	Kennebec County	2									0.09021220167863253	0.15496809480401094	0.15496809480401094	0.5154396409126876	1.0	0.0	29.142779977649546	5	C	same-cell (unflagged)	sawgraph;spatialkg;fiokg	3
5526452050327502848	44.614365	-69.598016	1	EGAD	1	31	31	7	7	9.648	0	0	11	0	23	Maine	23025	Somerset County	1									0.0669141894960796	0.22580645161290322	0.22580645161290322	0.3423731419987178	0.35	0.0	18.917454214588798	5	C	1-ring (unflagged)	sawgraph;spatialkg;fiokg	3
5526452084687241216	44.62051927777778	-69.61630327777777	18	EGAD	18	4069	31	874	19	104.0	0	0	2	0	23	Maine	23025	Somerset County	1									0.02958370724829093	0.21479478987466208	0.21479478987466208	0.6736322968201823	0.95	0.0	31.672132971687983	5	C	1-ring (unflagged)	sawgraph;spatialkg;fiokg	3
5526452119046979584	44.61185119230769	-69.62005923076923	26	EGAD	26	14720	40	3424	30		0	0	1	0	23	Maine	23025	Somerset County	1									0.018665241123894335	0.2326086956521739	0.2326086956521739		1.0	0.0	20.407276469839708	4	C	1-ring (unflagged)	sawgraph;spatialkg;fiokg	3
