cid	lat	lon	nPtsGeo	layers	nPts	nObs	nAnalytes	nDet	nDetAnalytes	maxNgL	nFac	nPfasFac	nRingFac	nRingPfasFac	stateFips	stateName	countyFips	countyName	nCounties	sameTopWeight	sameTopIndustry	sameTopNaics	sameTopFacilityName	ringTopWeight	ringTopIndustry	ringTopNaics	ringTopFacilityName	c_proximity	detFreq	c_detFreq	c_detIntensity	c_analyteBreadth	c_industryPrior	score	scoreComponentsUsed	tier	window	sourceList	nSources
5522730925021986816	46.433121	-67.920036	1	EGAD	1	29	29	0	0		0	0	0	0	23	Maine	23003	Aroostook County	1									0.0	0.0	0.0		0.0	0.0		4	N	none	sawgraph;spatialkg	2
5522749101323583488	46.223403	-67.80236	1	EGAD	1	25	25	0	0		0	0	1	0	23	Maine	23003	Aroostook County	1									0.018665241123894335	0.0	0.0		0.0	0.0		4	N	1-ring (unflagged)	sawgraph;spatialkg;fiokg	3
5522750406993641472	46.174884	-67.803029	1	EGAD	1	140	66	31	19	2.48	0	0	1	0	23	Maine	23003	Aroostook County	1									0.018665241123894335	0.22142857142857142	0.22142857142857142	0.1805002976107926	0.95	0.0	19.094362308177544	5	C	1-ring (unflagged)	sawgraph;spatialkg;fiokg	3
5522750613152071680	46.18167	-67.804066	1	EGAD	1	295	66	76	29	4.46	0	0	0	0	23	Maine	23003	Aroostook County	1									0.0	0.2576271186440678	0.2576271186440678	0.24569533063164542	1.0	0.0	21.294925638672492	5	D	none	sawgraph;spatialkg	2
5522751437785792512	46.17144	-67.902823	1	EGAD	1	30	30	8	8	4.82	0	0	2	0	23	Maine	23003	Aroostook County	1									0.02958370724829093	0.26666666666666666	0.26666666666666666	0.254937440682751	0.4	0.0	16.742199104092293	5	C	1-ring (unflagged)	sawgraph;spatialkg;fiokg	3
5522751506505269248	46.1610475	-67.89433500000001	2	EGAD	2	118	30	31	12	3.92	1	0	2	0	23	Maine	23003	Aroostook County	1									0.05691756217423825	0.2627118644067797	0.2627118644067797	0.23062166503210896	0.6	0.0	19.011893590036657	5	C	same-cell (unflagged)	sawgraph;spatialkg;fiokg	3
5522751643944222720	46.14768	-67.89416	1	EGAD	1	29	29	3	3	1.3	0	0	2	0	23	Maine	23003	Aroostook County	1									0.02958370724829093	0.10344827586206896	0.10344827586206896	0.12055850142906069	0.15	0.0	7.6183578066580795	5	C	1-ring (unflagged)	sawgraph;spatialkg;fiokg	3
5522751678303961088	46.144958333333335	-67.88608366666666	3	EGAD	3	86	30	14	10	4.68	0	0	2	0	23	Maine	23003	Aroostook County	1									0.02958370724829093	0.16279069767441862	0.16279069767441862	0.251413067653448	0.5	0.0	15.576570398514756	5	C	1-ring (unflagged)	sawgraph;spatialkg;fiokg	3
5522751712663699456	46.150846	-67.883826	1	EGAD	1	29	29	4	4	0.629	2	0	1	0	23	Maine	23003	Aroostook County	1									0.09021220167863253	0.13793103448275862	0.13793103448275862	0.0706301417848665	0.2	0.0	9.681801293028974	5	C	same-cell (unflagged)	sawgraph;spatialkg;fiokg	3
5522751850102652928	46.134088	-67.847285	1	EGAD	1	78	39	15	8		1	0	55	0	23	Maine	23003	Aroostook County	1									0.1	0.19230769230769232	0.19230769230769232		0.4	0.0	15.12820512820513	4	C	same-cell (unflagged)	sawgraph;spatialkg;fiokg	3
5522751987541606400	46.16301533333333	-67.83973366666667	3	EGAD	3	87	30	15	10	6.35	2	0	4	0	23	Maine	23003	Aroostook County	1									0.09021220167863253	0.1724137931034483	0.1724137931034483	0.288720670647751	0.5	0.0	18.82371968701488	5	C	same-cell (unflagged)	sawgraph;spatialkg;fiokg	3
