cid,neighborCid
5526490739392905216,5525342299497693184
5526490739392905216,5525342746174291968
5526490739392905216,5525342780534030336
5526490739392905216,5526490705033166848
5526490739392905216,5526490773752643584
5526490739392905216,5526490808112381952
5526490739392905216,5526491151709765632
5526490739392905216,5526491186069504000
5526490876831858688,5526490120917614592
5526490876831858688,5526490155277352960
5526490876831858688,5526490189637091328
5526490876831858688,5526490842472120320
5526490876831858688,5526490911191597056
5526490876831858688,5526490945551335424
5526490876831858688,5526492663538253824
5526490876831858688,5526492697897992192
5526490945551335424,5526490773752643584
5526490945551335424,5526490808112381952
5526490945551335424,5526490842472120320
5526490945551335424,5526490876831858688
5526490945551335424,5526490911191597056
5526490945551335424,5526490979911073792
5526490945551335424,5526491014270812160
5526490945551335424,5526491151709765632
5526490979911073792,5526490773752643584
5526490979911073792,5526490911191597056
5526490979911073792,5526490945551335424
5526490979911073792,5526491014270812160
5526490979911073792,5526491048630550528
5526490979911073792,5526491082990288896
5526490979911073792,5526491117350027264
5526490979911073792,5526491151709765632
5526492663538253824,5526490876831858688
5526492663538253824,5526490911191597056
5526492663538253824,5526491014270812160
5526492663538253824,5526492560459038720
5526492663538253824,5526492594818777088
5526492663538253824,5526492629178515456
5526492663538253824,5526492697897992192
5526492663538253824,5526492732257730560
5526497748779532288,5526497336462671872
5526497748779532288,5526497370822410240
5526497748779532288,5526497542621102080
5526497748779532288,5526497576980840448
5526497748779532288,5526497680060055552
5526497748779532288,5526497714419793920
5526497748779532288,5526497783139270656
5526497748779532288,5526497817499009024
5526497954937962496,5526497851858747392
5526497954937962496,5526497886218485760
5526497954937962496,5526497920578224128
5526497954937962496,5526497989297700864
5526497954937962496,5526498092376915968
5526497954937962496,5526508331578949632
5526497954937962496,5526508778255548416
5526497954937962496,5526508812615286784
5526497989297700864,5526497920578224128
5526497989297700864,5526497954937962496
5526497989297700864,5526498023657439232
5526497989297700864,5526498058017177600
5526497989297700864,5526498092376915968
5526497989297700864,5526508297219211264
5526497989297700864,5526508331578949632
5526497989297700864,5526508778255548416
5526498607772991488,5526498539053514752
5526498607772991488,5526498573413253120
5526498607772991488,5526498642132729856
5526498607772991488,5526498676492468224
5526498607772991488,5526498710852206592
5526498607772991488,5526504655086944256
5526498607772991488,5526504758166159360
5526498607772991488,5526504792525897728
5526498710852206592,5526498607772991488
5526498710852206592,5526498642132729856
5526498710852206592,5526498676492468224
5526498710852206592,5526498745211944960
5526498710852206592,5526498779571683328
5526498710852206592,5526504620727205888
5526498710852206592,5526504655086944256
