cid,stateFips,stateName,countyFips,countyName
5955080371899990016,27,Minnesota,27137,"St. Louis County, Minnesota"
5955087759243739136,27,Minnesota,27137,"St. Louis County, Minnesota"
5955178881269891072,27,Minnesota,27137,"St. Louis County, Minnesota"
5955253029585289216,27,Minnesota,27137,"St. Louis County, Minnesota"
5955273954665955328,27,Minnesota,27137,"St. Louis County, Minnesota"
5955276840883978240,27,Minnesota,27137,"St. Louis County, Minnesota"
5955332469300396032,27,Minnesota,27137,"St. Louis County, Minnesota"
5955433074614337536,27,Minnesota,27075,"Lake County, Minnesota"
5955478773066366976,27,Minnesota,27075,"Lake County, Minnesota"
5955480869010407424,27,Minnesota,27075,"Lake County, Minnesota"
5955484957819273216,27,Minnesota,27031,"Cook County, Minnesota"
5955487500439912448,27,Minnesota,27031,"Cook County, Minnesota"
5955487637878865920,27,Minnesota,27031,"Cook County, Minnesota"
5955502309487149056,27,Minnesota,27031,"Cook County, Minnesota"
5955502893602701312,27,Minnesota,27031,"Cook County, Minnesota"
5955502927962439680,27,Minnesota,27031,"Cook County, Minnesota"
5955512376890490880,27,Minnesota,27031,"Cook County, Minnesota"
5955516225181188096,27,Minnesota,27031,"Cook County, Minnesota"
5955871539235651584,27,Minnesota,27031,"Cook County, Minnesota"
5955882671790882816,27,Minnesota,27031,"Cook County, Minnesota"
5955884595936231424,27,Minnesota,27031,"Cook County, Minnesota"
5955889406299602944,27,Minnesota,27031,"Cook County, Minnesota"
5955890196573585408,27,Minnesota,27031,"Cook County, Minnesota"
5955890265293062144,27,Minnesota,27031,"Cook County, Minnesota"
5955892533035794432,27,Minnesota,27031,"Cook County, Minnesota"
5955893563827945472,27,Minnesota,27031,"Cook County, Minnesota"
5955894354101927936,27,Minnesota,27031,"Cook County, Minnesota"
5955896312607014912,27,Minnesota,27031,"Cook County, Minnesota"
5955906002053234688,27,Minnesota,27031,"Cook County, Minnesota"
5955946958861369344,27,Minnesota,27031,"Cook County, Minnesota"
5955949948158607360,27,Minnesota,27031,"Cook County, Minnesota"
5955950188676775936,27,Minnesota,27031,"Cook County, Minnesota"
5955987022316306432,27,Minnesota,27031,"Cook County, Minnesota"
5955987159755259904,27,Minnesota,27031,"Cook County, Minnesota"
5956154388601896960,27,Minnesota,27031,"Cook County, Minnesota"
5956197372634595328,27,Minnesota,27075,"Lake County, Minnesota"
5956197681872240640,27,Minnesota,27075,"Lake County, Minnesota"
5956200052694188032,27,Minnesota,27075,"Lake County, Minnesota"
5956202801473257472,27,Minnesota,27075,"Lake County, Minnesota"
5956202904552472576,27,Minnesota,27075,"Lake County, Minnesota"
5956207233879506944,27,Minnesota,27075,"Lake County, Minnesota"
5956207508757413888,27,Minnesota,27075,"Lake County, Minnesota"
5957689822230347776,27,Minnesota,27115,"Pine County, Minnesota"
5957694151557382144,27,Minnesota,27115,"Pine County, Minnesota"
5957725144041390080,27,Minnesota,27017,"Carlton County, Minnesota"
5957734386811011072,27,Minnesota,27017,"Carlton County, Minnesota"
5957747168633683968,27,Minnesota,27137,"St. Louis County, Minnesota"
5957747168633683968,27,Minnesota,27017,"Carlton County, Minnesota"
5957748543023218688,27,Minnesota,27137,"St. Louis County, Minnesota"
5957749951772491776,27,Minnesota,27017,"Carlton County, Minnesota"
5957750020491968512,27,Minnesota,27017,"Carlton County, Minnesota"
5957750089211445248,27,Minnesota,27017,"Carlton County, Minnesota"
5957752219515224064,27,Minnesota,27017,"Carlton County, Minnesota"
5957752322594439168,27,Minnesota,27017,"Carlton County, Minnesota"
5957752528752869376,27,Minnesota,27017,"Carlton County, Minnesota"
5957752597472346112,27,Minnesota,27017,"Carlton County, Minnesota"
5957753868782665728,27,Minnesota,27017,"Carlton County, Minnesota"
5957754452898217984,27,Minnesota,27017,"Carlton County, Minnesota"
5957778951391674368,27,Minnesota,27137,"St. Louis County, Minnesota"
5957779054470889472,27,Minnesota,27137,"St. Louis County, Minnesota"
5957779054470889472,55,Wisconsin,55031,"Douglas County, Wisconsin"
5957779088830627840,27,Minnesota,27137,"St. Louis County, Minnesota"
5957779088830627840,55,Wisconsin,55031,"Douglas County, Wisconsin"
5957779226269581312,27,Minnesota,27137,"St. Louis County, Minnesota"
5957779226269581312,55,Wisconsin,55031,"Douglas County, Wisconsin"
5957779432428011520,27,Minnesota,27137,"St. Louis County, Minnesota"
5957784070992691200,27,Minnesota,27137,"St. Louis County, Minnesota"
5957784174071906304,27,Minnesota,27137,"St. Louis County, Minnesota"
5957784689467981824,27,Minnesota,27137,"St. Louis County, Minnesota"
5957785033065365504,55,Wisconsin,55031,"Douglas County, Wisconsin"
5957785033065365504,27,Minnesota,27137,"St. Louis County, Minnesota"
5957789912148213760,27,Minnesota,27137,"St. Louis County, Minnesota"
5957790805501411328,27,Minnesota,27137,"St. Louis County, Minnesota"
5957791011659841536,27,Minnesota,27137,"St. Louis County, Minnesota"
5957986552930893824,27,Minnesota,27137,"St. Louis County, Minnesota"
5957986552930893824,27,Minnesota,27075,"Lake County, Minnesota"
