cid,stateFips,stateName,countyFips,countyName
5526601171592019968,23,Maine,23001,"Androscoggin County, Maine"
5526601583908880384,23,Maine,23001,"Androscoggin County, Maine"
5526601618268618752,23,Maine,23001,"Androscoggin County, Maine"
5526601721347833856,23,Maine,23001,"Androscoggin County, Maine"
5526601790067310592,23,Maine,23001,"Androscoggin County, Maine"
5526601824427048960,23,Maine,23001,"Androscoggin County, Maine"
5526601858786787328,23,Maine,23001,"Androscoggin County, Maine"
5526601893146525696,23,Maine,23001,"Androscoggin County, Maine"
5526601927506264064,23,Maine,23001,"Androscoggin County, Maine"
5526601961866002432,23,Maine,23001,"Androscoggin County, Maine"
5526602064945217536,23,Maine,23001,"Androscoggin County, Maine"
5526602236743909376,23,Maine,23001,"Androscoggin County, Maine"
5526602408542601216,23,Maine,23001,"Androscoggin County, Maine"
5526603095737368576,23,Maine,23001,"Androscoggin County, Maine"
5526603130097106944,23,Maine,23001,"Androscoggin County, Maine"
5526603233176322048,23,Maine,23001,"Androscoggin County, Maine"
5526603267536060416,23,Maine,23001,"Androscoggin County, Maine"
5526603301895798784,23,Maine,23001,"Androscoggin County, Maine"
5526603473694490624,23,Maine,23001,"Androscoggin County, Maine"
5526603611133444096,23,Maine,23001,"Androscoggin County, Maine"
5526603611133444096,23,Maine,23023,"Sagadahoc County, Maine"
5526603714212659200,23,Maine,23023,"Sagadahoc County, Maine"
5526603714212659200,23,Maine,23001,"Androscoggin County, Maine"
5526604023450304512,23,Maine,23001,"Androscoggin County, Maine"
5526604057810042880,23,Maine,23001,"Androscoggin County, Maine"
5526604401407426560,23,Maine,23001,"Androscoggin County, Maine"
5526604848084025344,23,Maine,23001,"Androscoggin County, Maine"
5526604882443763712,23,Maine,23001,"Androscoggin County, Maine"
5526607321985187840,23,Maine,23023,"Sagadahoc County, Maine"
5526608730734460928,23,Maine,23023,"Sagadahoc County, Maine"
5526608765094199296,23,Maine,23023,"Sagadahoc County, Maine"
5526608799453937664,23,Maine,23023,"Sagadahoc County, Maine"
5526608833813676032,23,Maine,23023,"Sagadahoc County, Maine"
5526608868173414400,23,Maine,23023,"Sagadahoc County, Maine"
5526610036404518912,23,Maine,23023,"Sagadahoc County, Maine"
5526610483081117696,23,Maine,23023,"Sagadahoc County, Maine"
5526611513873268736,23,Maine,23023,"Sagadahoc County, Maine"
5526611548233007104,23,Maine,23023,"Sagadahoc County, Maine"
5526612029269344256,23,Maine,23005,"Cumberland County, Maine"
5526612029269344256,23,Maine,23023,"Sagadahoc County, Maine"
5526612372866727936,23,Maine,23005,"Cumberland County, Maine"
5526613609817309184,23,Maine,23023,"Sagadahoc County, Maine"
5526613609817309184,23,Maine,23005,"Cumberland County, Maine"
5526613712896524288,23,Maine,23005,"Cumberland County, Maine"
5526613712896524288,23,Maine,23001,"Androscoggin County, Maine"
5526613712896524288,23,Maine,23023,"Sagadahoc County, Maine"
5526615362163965952,23,Maine,23005,"Cumberland County, Maine"
5526615362163965952,23,Maine,23001,"Androscoggin County, Maine"
5526616118078210048,23,Maine,23005,"Cumberland County, Maine"
5526617320669052928,23,Maine,23005,"Cumberland County, Maine"
5526618042223558656,23,Maine,23005,"Cumberland County, Maine"
5526618076583297024,23,Maine,23005,"Cumberland County, Maine"
5526620138167599104,23,Maine,23005,"Cumberland County, Maine"
5526620309966290944,23,Maine,23005,"Cumberland County, Maine"
5526620413045506048,23,Maine,23005,"Cumberland County, Maine"
5526620928441581568,23,Maine,23005,"Cumberland County, Maine"
5526620962801319936,23,Maine,23005,"Cumberland County, Maine"
5526620997161058304,23,Maine,23005,"Cumberland County, Maine"
5526621340758441984,23,Maine,23005,"Cumberland County, Maine"
5526621821794779136,23,Maine,23005,"Cumberland County, Maine"
5526623161824575488,23,Maine,23005,"Cumberland County, Maine"
5526623196184313856,23,Maine,23005,"Cumberland County, Maine"
5526625463927046144,23,Maine,23005,"Cumberland County, Maine"
5526625567006261248,23,Maine,23005,"Cumberland County, Maine"
5526626803956842496,23,Maine,23005,"Cumberland County, Maine"
5526626838316580864,23,Maine,23005,"Cumberland County, Maine"
5526627010115272704,23,Maine,23005,"Cumberland County, Maine"
5526627388072394752,23,Maine,23005,"Cumberland County, Maine"
5526627422432133120,23,Maine,23005,"Cumberland County, Maine"
5526628075267162112,23,Maine,23005,"Cumberland County, Maine"
5526628968620359680,23,Maine,23005,"Cumberland County, Maine"
5526631408161783808,23,Maine,23005,"Cumberland County, Maine"
5526631442521522176,23,Maine,23005,"Cumberland County, Maine"
5526631545600737280,23,Maine,23005,"Cumberland County, Maine"
5526633057429225472,23,Maine,23005,"Cumberland County, Maine"
5526635015934312448,23,Maine,23005,"Cumberland County, Maine"
5526635462610911232,23,Maine,23005,"Cumberland County, Maine"
5526635634409603072,23,Maine,23005,"Cumberland County, Maine"
5526636321604370432,23,Maine,23005,"Cumberland County, Maine"
5526636355964108800,23,Maine,23005,"Cumberland County, Maine"
5526637318036783104,23,Maine,23005,"Cumberland County, Maine"
5526639517060038656,23,Maine,23005,"Cumberland County, Maine"
5526639723218468864,23,Maine,23005,"Cumberland County, Maine"
5526640376053497856,23,Maine,23005,"Cumberland County, Maine"
5526640410413236224,23,Maine,23005,"Cumberland County, Maine"
5526641131967741952,23,Maine,23005,"Cumberland County, Maine"
5526641956601462784,23,Maine,23005,"Cumberland County, Maine"
5526642162759892992,23,Maine,23005,"Cumberland County, Maine"
5526642231479369728,23,Maine,23005,"Cumberland County, Maine"
5526642265839108096,23,Maine,23005,"Cumberland County, Maine"
5526642300198846464,23,Maine,23005,"Cumberland County, Maine"
5526642334558584832,23,Maine,23005,"Cumberland County, Maine"
5526642643796230144,23,Maine,23031,"York County, Maine"
5526642712515706880,23,Maine,23031,"York County, Maine"
5526642746875445248,23,Maine,23031,"York County, Maine"
5526642781235183616,23,Maine,23031,"York County, Maine"
5526643296631259136,23,Maine,23031,"York County, Maine"
5526644189984456704,23,Maine,23031,"York County, Maine"
5526644258703933440,23,Maine,23031,"York County, Maine"
5526644293063671808,23,Maine,23031,"York County, Maine"
5526644361783148544,23,Maine,23031,"York County, Maine"
5526644396142886912,23,Maine,23031,"York County, Maine"
5526644739740270592,23,Maine,23031,"York County, Maine"
5526645804892160000,23,Maine,23005,"Cumberland County, Maine"
5526646148489543680,23,Maine,23005,"Cumberland County, Maine"
5526646492086927360,23,Maine,23005,"Cumberland County, Maine"
5526648725469921280,23,Maine,23005,"Cumberland County, Maine"
5526648897268613120,23,Maine,23005,"Cumberland County, Maine"
5526648931628351488,23,Maine,23005,"Cumberland County, Maine"
5526648965988089856,23,Maine,23005,"Cumberland County, Maine"
5526649000347828224,23,Maine,23005,"Cumberland County, Maine"
5526649206506258432,23,Maine,23005,"Cumberland County, Maine"
5526649240865996800,23,Maine,23005,"Cumberland County, Maine"
5526649412664688640,23,Maine,23005,"Cumberland County, Maine"
5526649447024427008,23,Maine,23005,"Cumberland County, Maine"
5526650031139979264,23,Maine,23005,"Cumberland County, Maine"
5526650409097101312,23,Maine,23005,"Cumberland County, Maine"
5526650477816578048,23,Maine,23005,"Cumberland County, Maine"
5526650512176316416,23,Maine,23005,"Cumberland County, Maine"
5526651371169775616,23,Maine,23005,"Cumberland County, Maine"
5526651611687944192,23,Maine,23005,"Cumberland County, Maine"
5526651646047682560,23,Maine,23005,"Cumberland County, Maine"
5526651714767159296,23,Maine,23005,"Cumberland County, Maine"
5526651852206112768,23,Maine,23005,"Cumberland County, Maine"
5526651886565851136,23,Maine,23005,"Cumberland County, Maine"
5526652951717740544,23,Maine,23005,"Cumberland County, Maine"
5526652986077478912,23,Maine,23005,"Cumberland County, Maine"
5526654085589106688,23,Maine,23005,"Cumberland County, Maine"
5526654119948845056,23,Maine,23005,"Cumberland County, Maine"
5526654154308583424,23,Maine,23005,"Cumberland County, Maine"
5526655356899426304,23,Maine,23005,"Cumberland County, Maine"
5526656593850007552,23,Maine,23005,"Cumberland County, Maine"
5526656593850007552,23,Maine,23031,"York County, Maine"
5526657487203205120,23,Maine,23005,"Cumberland County, Maine"
5526658243117449216,23,Maine,23005,"Cumberland County, Maine"
5526658758513524736,23,Maine,23031,"York County, Maine"
5526658792873263104,23,Maine,23031,"York County, Maine"
5526658827233001472,23,Maine,23005,"Cumberland County, Maine"
5526658827233001472,23,Maine,23031,"York County, Maine"
5526659033391431680,23,Maine,23031,"York County, Maine"
5526659273909600256,23,Maine,23031,"York County, Maine"
5526660132903059456,23,Maine,23031,"York County, Maine"
5526660339061489664,23,Maine,23031,"York County, Maine"
5526660373421228032,23,Maine,23031,"York County, Maine"
5526660407780966400,23,Maine,23031,"York County, Maine"
5526660751378350080,23,Maine,23031,"York County, Maine"
5526660923177041920,23,Maine,23031,"York County, Maine"
5526660957536780288,23,Maine,23031,"York County, Maine"
5526661026256257024,23,Maine,23031,"York County, Maine"
5526661438573117440,23,Maine,23031,"York County, Maine"
5526663019121082368,23,Maine,23031,"York County, Maine"
5526665802259890176,23,Maine,23031,"York County, Maine"
5526665836619628544,23,Maine,23031,"York County, Maine"
5526665870979366912,23,Maine,23031,"York County, Maine"
5526665905339105280,23,Maine,23031,"York County, Maine"
5526668344880529408,23,Maine,23031,"York County, Maine"
5526668722837651456,23,Maine,23031,"York County, Maine"
5526669032075296768,23,Maine,23031,"York County, Maine"
5526670646983000064,23,Maine,23031,"York County, Maine"
5526670784421953536,23,Maine,23031,"York County, Maine"
5526670818781691904,23,Maine,23031,"York County, Maine"
5526671024940122112,23,Maine,23031,"York County, Maine"
5526671437256982528,23,Maine,23031,"York County, Maine"
5526673086524424192,23,Maine,23031,"York County, Maine"
5526673120884162560,23,Maine,23031,"York County, Maine"
5526673498841284608,23,Maine,23031,"York County, Maine"
5526673567560761344,23,Maine,23031,"York County, Maine"
5526673601920499712,23,Maine,23031,"York County, Maine"
5526673636280238080,23,Maine,23031,"York County, Maine"
5526673670639976448,23,Maine,23031,"York County, Maine"
5526674220395790336,23,Maine,23031,"York County, Maine"
5526677415851458560,23,Maine,23031,"York County, Maine"
5526677690729365504,23,Maine,23031,"York County, Maine"
5526677793808580608,23,Maine,23031,"York County, Maine"
5526677828168318976,23,Maine,23031,"York County, Maine"
5526677862528057344,23,Maine,23031,"York County, Maine"
5526677999967010816,23,Maine,23031,"York County, Maine"
5526679580514975744,23,Maine,23031,"York County, Maine"
5526679821033144320,23,Maine,23031,"York County, Maine"
