cid,neighborCid
5525390643649576960,5525390574930100224
5525390643649576960,5525390609289838592
5525390643649576960,5525390678009315328
5525390643649576960,5525390712369053696
5525390643649576960,5525390746728792064
5525390643649576960,5525391330844344320
5525390643649576960,5525391365204082688
5525390643649576960,5525393186270216192
5525390678009315328,5525390643649576960
5525390678009315328,5525390712369053696
5525390678009315328,5525390746728792064
5525390678009315328,5525391090326175744
5525390678009315328,5525391124685914112
5525390678009315328,5525391296484605952
5525390678009315328,5525391330844344320
5525390678009315328,5525391365204082688
5525391227765129216,5525380851124142080
5525391227765129216,5525380885483880448
5525391227765129216,5525380919843618816
5525391227765129216,5525391193405390848
5525391227765129216,5525391262124867584
5525391227765129216,5525391296484605952
5525391227765129216,5525391640081989632
5525391227765129216,5525391674441728000
5525391674441728000,5525380748044926976
5525391674441728000,5525380851124142080
5525391674441728000,5525380885483880448
5525391674441728000,5525391227765129216
5525391674441728000,5525391262124867584
5525391674441728000,5525391605722251264
5525391674441728000,5525391640081989632
5525391674441728000,5525391708801466368
5525391743161204736,5525380679325450240
5525391743161204736,5525380713685188608
5525391743161204736,5525380748044926976
5525391743161204736,5525391605722251264
5525391743161204736,5525391708801466368
5525391743161204736,5525391777520943104
5525391743161204736,5525391811880681472
5525391743161204736,5525391846240419840
5525392842672832512,5525392773953355776
5525392842672832512,5525392808313094144
5525392842672832512,5525392877032570880
5525392842672832512,5525392911392309248
5525392842672832512,5525392945752047616
5525392842672832512,5525393873464983552
5525392842672832512,5525393907824721920
5525392842672832512,5525393942184460288
5525392877032570880,5525392842672832512
5525392877032570880,5525392911392309248
5525392877032570880,5525392945752047616
5525392877032570880,5525393289349431296
5525392877032570880,5525393323709169664
5525392877032570880,5525393426788384768
5525392877032570880,5525393873464983552
5525392877032570880,5525393907824721920
5525393736026030080,5525393667306553344
5525393736026030080,5525393701666291712
5525393736026030080,5525393770385768448
5525393736026030080,5525394423220797440
5525393736026030080,5525394457580535808
5525393736026030080,5525394491940274176
5525393736026030080,5525395213494779904
5525393736026030080,5525395247854518272
5525394938616872960,5525394526300012544
5525394938616872960,5525394560659750912
5525394938616872960,5525394732458442752
5525394938616872960,5525394766818181120
5525394938616872960,5525394869897396224
5525394938616872960,5525394904257134592
5525394938616872960,5525394972976611328
5525394938616872960,5525395007336349696
5525397687395942400,5525397275079081984
5525397687395942400,5525397309438820352
5525397687395942400,5525397481237512192
5525397687395942400,5525397515597250560
5525397687395942400,5525397618676465664
5525397687395942400,5525397653036204032
5525397687395942400,5525397721755680768
5525397687395942400,5525397756115419136
5525399577181552640,5525398889986785280
5525399577181552640,5525398924346523648
5525399577181552640,5525399371023122432
5525399577181552640,5525399508462075904
5525399577181552640,5525399542821814272
5525399577181552640,5525399611541291008
5525399577181552640,5525399645901029376
5525399577181552640,5525399680260767744
5525400264376320000,5525400058217889792
5525400264376320000,5525400195656843264
5525400264376320000,5525400230016581632
5525400264376320000,5525400298736058368
5525400264376320000,5525400333095796736
5525400264376320000,5525400367455535104
5525400264376320000,5525400401815273472
5525400264376320000,5525400436175011840
5525400814132133888,5525400607973703680
5525400814132133888,5525400745412657152
5525400814132133888,5525400779772395520
5525400814132133888,5525400848491872256
5525400814132133888,5525400882851610624
5525400814132133888,5525400917211348992
5525400814132133888,5525400951571087360
5525400814132133888,5525400985930825728
5525400882851610624,5525400814132133888
5525400882851610624,5525400848491872256
5525400882851610624,5525400917211348992
5525400882851610624,5525401226448994304
5525400882851610624,5525401260808732672
5525400882851610624,5525869274805043200
5525400882851610624,5525869652762165248
5525400882851610624,5525869687121903616
5525405349617598464,5525405212178644992
5525405349617598464,5525405315257860096
5525405349617598464,5525405383977336832
5525405349617598464,5525405418337075200
5525405349617598464,5525405452696813568
5525405349617598464,5525405487056551936
5525405349617598464,5525405590135767040
5525405349617598464,5525405624495505408
5525405590135767040,5525405315257860096
5525405590135767040,5525405349617598464
5525405590135767040,5525405452696813568
5525405590135767040,5525405487056551936
5525405590135767040,5525405521416290304
5525405590135767040,5525405555776028672
5525405590135767040,5525405624495505408
5525405590135767040,5525405727574720512
5525405624495505408,5525405280898121728
5525405624495505408,5525405315257860096
5525405624495505408,5525405349617598464
5525405624495505408,5525405555776028672
5525405624495505408,5525405590135767040
5525405624495505408,5525405658855243776
5525405624495505408,5525405693214982144
5525405624495505408,5525405727574720512
5525406449129226240,5525406311690272768
5525406449129226240,5525406414769487872
5525406449129226240,5525406483488964608
5525406449129226240,5525406517848702976
5525406449129226240,5525406552208441344
5525406449129226240,5525406586568179712
5525406449129226240,5525406689647394816
5525406449129226240,5525406724007133184
5525406483488964608,5525406071172104192
5525406483488964608,5525406105531842560
5525406483488964608,5525406277330534400
5525406483488964608,5525406311690272768
5525406483488964608,5525406414769487872
5525406483488964608,5525406449129226240
5525406483488964608,5525406517848702976
5525406483488964608,5525406552208441344
5525406517848702976,5525394835537657856
5525406517848702976,5525394869897396224
5525406517848702976,5525394904257134592
5525406517848702976,5525406071172104192
5525406517848702976,5525406105531842560
5525406517848702976,5525406449129226240
5525406517848702976,5525406483488964608
5525406517848702976,5525406552208441344
5525406552208441344,5525394835537657856
5525406552208441344,5525394869897396224
5525406552208441344,5525406449129226240
5525406552208441344,5525406483488964608
5525406552208441344,5525406517848702976
5525406552208441344,5525406586568179712
5525406552208441344,5525406689647394816
5525406552208441344,5525418303238963200
5525408957390127104,5525408201475883008
5525408957390127104,5525408235835621376
5525408957390127104,5525408270195359744
5525408957390127104,5525408923030388736
5525408957390127104,5525408991749865472
5525408957390127104,5525409026109603840
5525408957390127104,5525410744096522240
5525408957390127104,5525410778456260608
5525408991749865472,5525408923030388736
5525408991749865472,5525408957390127104
5525408991749865472,5525409026109603840
5525408991749865472,5525409060469342208
5525408991749865472,5525409094829080576
5525408991749865472,5525410641017307136
5525408991749865472,5525410744096522240
5525408991749865472,5525410778456260608
5525410263060185088,5525410159980969984
5525410263060185088,5525410194340708352
5525410263060185088,5525410228700446720
5525410263060185088,5525410297419923456
5525410263060185088,5525410331779661824
5525410263060185088,5525411637449719808
5525410263060185088,5525411671809458176
5525410263060185088,5525411706169196544
5525411809248411648,5525411603089981440
5525411809248411648,5525411740528934912
5525411809248411648,5525411774888673280
5525411809248411648,5525411843608150016
5525411809248411648,5525411877967888384
5525411809248411648,5525411912327626752
5525411809248411648,5525411946687365120
5525411809248411648,5525411981047103488
5525413286717161472,5525413183637946368
5525413286717161472,5525413217997684736
5525413286717161472,5525413252357423104
5525413286717161472,5525413321076899840
5525413286717161472,5525413424156114944
5525413286717161472,5525435002071810048
5525413286717161472,5525435036431548416
5525413286717161472,5525435139510763520
5525414214430097408,5525413527235330048
5525414214430097408,5525413561595068416
5525414214430097408,5525413595954806784
5525414214430097408,5525413767753498624
5525414214430097408,5525413802113236992
5525414214430097408,5525414145710620672
5525414214430097408,5525414180070359040
5525414214430097408,5525414248789835776
5525415932417015808,5525415794978062336
5525415932417015808,5525415898057277440
5525415932417015808,5525415966776754176
5525415932417015808,5525416001136492544
5525415932417015808,5525416035496230912
5525415932417015808,5525432287652478976
5525415932417015808,5525432390731694080
5525415932417015808,5525432425091432448
5525415966776754176,5525415760618323968
5525415966776754176,5525415794978062336
5525415966776754176,5525415898057277440
5525415966776754176,5525415932417015808
5525415966776754176,5525416001136492544
5525415966776754176,5525416035496230912
5525415966776754176,5525416379093614592
5525415966776754176,5525416413453352960
5525416001136492544,5525415932417015808
5525416001136492544,5525415966776754176
5525416001136492544,5525416035496230912
5525416001136492544,5525416069855969280
5525416001136492544,5525416172935184384
5525416001136492544,5525416207294922752
5525416001136492544,5525416379093614592
5525416001136492544,5525416413453352960
5525416035496230912,5525415932417015808
5525416035496230912,5525415966776754176
5525416035496230912,5525416001136492544
5525416035496230912,5525416069855969280
5525416035496230912,5525416172935184384
5525416035496230912,5525432253292740608
5525416035496230912,5525432287652478976
5525416035496230912,5525432390731694080
5525416069855969280,5525416001136492544
5525416069855969280,5525416035496230912
5525416069855969280,5525416104215707648
5525416069855969280,5525416138575446016
5525416069855969280,5525416172935184384
5525416069855969280,5525432218933002240
5525416069855969280,5525432253292740608
5525416069855969280,5525432287652478976
5525420055585619968,5525419849427189760
5525420055585619968,5525419986866143232
5525420055585619968,5525420021225881600
5525420055585619968,5525420089945358336
5525420055585619968,5525420124305096704
5525420055585619968,5525420158664835072
5525420055585619968,5525420193024573440
5525420055585619968,5525420227384311808
5525420089945358336,5525419986866143232
5525420089945358336,5525420021225881600
5525420089945358336,5525420055585619968
5525420089945358336,5525420124305096704
5525420089945358336,5525420158664835072
5525420089945358336,5525421601773846528
5525420089945358336,5525421636133584896
5525420089945358336,5525421739212800000
5525420124305096704,5525420055585619968
5525420124305096704,5525420089945358336
5525420124305096704,5525420158664835072
5525420124305096704,5525420811499864064
5525420124305096704,5525420845859602432
5525420124305096704,5525420880219340800
5525420124305096704,5525421601773846528
5525420124305096704,5525421636133584896
5525420158664835072,5525420055585619968
5525420158664835072,5525420089945358336
5525420158664835072,5525420124305096704
5525420158664835072,5525420193024573440
5525420158664835072,5525420227384311808
5525420158664835072,5525420364823265280
5525420158664835072,5525420811499864064
5525420158664835072,5525420845859602432
5525420811499864064,5525420124305096704
5525420811499864064,5525420158664835072
5525420811499864064,5525420193024573440
5525420811499864064,5525420364823265280
5525420811499864064,5525420399183003648
5525420811499864064,5525420742780387328
5525420811499864064,5525420777140125696
5525420811499864064,5525420845859602432
5525420845859602432,5525420124305096704
5525420845859602432,5525420158664835072
5525420845859602432,5525420742780387328
5525420845859602432,5525420777140125696
5525420845859602432,5525420811499864064
5525420845859602432,5525420880219340800
5525420845859602432,5525420983298555904
5525420845859602432,5525421601773846528
5525420880219340800,5525420124305096704
5525420880219340800,5525420742780387328
5525420880219340800,5525420845859602432
5525420880219340800,5525420914579079168
5525420880219340800,5525420948938817536
5525420880219340800,5525420983298555904
5525420880219340800,5525421567414108160
5525420880219340800,5525421601773846528
5525420983298555904,5525420708420648960
5525420983298555904,5525420742780387328
5525420983298555904,5525420845859602432
5525420983298555904,5525420880219340800
5525420983298555904,5525420914579079168
5525420983298555904,5525420948938817536
5525420983298555904,5525421017658294272
5525420983298555904,5525421120737509376
5525421601773846528,5525420089945358336
5525421601773846528,5525420124305096704
5525421601773846528,5525420845859602432
5525421601773846528,5525420880219340800
5525421601773846528,5525420914579079168
5525421601773846528,5525421567414108160
5525421601773846528,5525421636133584896
5525421601773846528,5525421670493323264
5525421636133584896,5525419986866143232
5525421636133584896,5525420089945358336
5525421636133584896,5525420124305096704
5525421636133584896,5525421567414108160
5525421636133584896,5525421601773846528
5525421636133584896,5525421670493323264
5525421636133584896,5525421704853061632
5525421636133584896,5525421739212800000
5525422048450445312,5525421979730968576
5525422048450445312,5525422014090706944
5525422048450445312,5525422082810183680
5525422048450445312,5525422117169922048
5525422048450445312,5525422220249137152
5525422048450445312,5525422254608875520
5525422048450445312,5525422426407567360
5525422048450445312,5525422460767305728
5525422082810183680,5525377483869782016
5525422082810183680,5525377930546380800
5525422082810183680,5525377964906119168
5525422082810183680,5525421979730968576
5525422082810183680,5525422014090706944
5525422082810183680,5525422048450445312
5525422082810183680,5525422117169922048
5525422082810183680,5525422220249137152
5525422117169922048,5525377449510043648
5525422117169922048,5525377483869782016
5525422117169922048,5525377930546380800
