pt,cid,lat,lon,layer
samplePoint.128440,5529512025547341824,46.955091,-67.893258,EGAD
samplePoint.128452,5529512025547341824,46.956195,-67.897683,EGAD
samplePoint.128454,5529512025547341824,46.950101,-67.899549,EGAD
samplePoint.128456,5529512025547341824,46.950796,-67.896582,EGAD
samplePoint.128466,5529512025547341824,46.954851,-67.894334,EGAD
samplePoint.128961,5529512025547341824,46.956853,-67.893717,EGAD
samplePoint.128968,5529512025547341824,46.956853,-67.893717,EGAD
samplePoint.66404,5529512025547341824,46.954953,-67.906583,EGAD
samplePoint.67189,5529512025547341824,46.955785,-67.899871,EGAD
samplePoint.67191,5529512025547341824,46.952520,-67.898746,EGAD
samplePoint.118318,5529512059907080192,46.962240,-67.896164,EGAD
samplePoint.122262,5529512059907080192,46.961585,-67.888461,EGAD
samplePoint.128443,5529512059907080192,46.958102,-67.893140,EGAD
samplePoint.128470,5529512059907080192,46.959133,-67.892728,EGAD
samplePoint.128971,5529512059907080192,46.958113,-67.893180,EGAD
samplePoint.128975,5529512059907080192,46.962051,-67.887228,EGAD
samplePoint.129102,5529512059907080192,46.958113,-67.893180,EGAD
samplePoint.129103,5529512059907080192,46.962051,-67.887228,EGAD
samplePoint.67578,5529512059907080192,46.962595,-67.896573,EGAD
samplePoint.67581,5529512059907080192,46.960965,-67.894249,EGAD
samplePoint.67594,5529512059907080192,46.961949,-67.896332,EGAD
samplePoint.67597,5529512059907080192,46.960580,-67.893448,EGAD
samplePoint.67598,5529512059907080192,46.963025,-67.895348,EGAD
samplePoint.128420,5529512094266818560,46.960918,-67.882479,EGAD
samplePoint.128421,5529512094266818560,46.960258,-67.882598,EGAD
samplePoint.128422,5529512094266818560,46.960456,-67.883649,EGAD
samplePoint.128962,5529512094266818560,46.961643,-67.881928,EGAD
samplePoint.128979,5529512094266818560,46.960327,-67.883036,EGAD
samplePoint.129068,5529512094266818560,46.960327,-67.883036,EGAD
samplePoint.66770,5529512094266818560,46.962165,-67.880535,EGAD
samplePoint.66772,5529512094266818560,46.964257,-67.878160,EGAD
samplePoint.66774,5529512094266818560,46.963466,-67.876695,EGAD
samplePoint.66777,5529512094266818560,46.958991,-67.887430,EGAD
samplePoint.66845,5529512094266818560,46.964298,-67.878131,EGAD
samplePoint.66922,5529512094266818560,46.960597,-67.883074,EGAD
samplePoint.66925,5529512094266818560,46.960175,-67.883699,EGAD
samplePoint.122256,5529512128626556928,46.949530,-67.885667,EGAD
samplePoint.122259,5529512128626556928,46.948659,-67.884023,EGAD
samplePoint.122260,5529512128626556928,46.949509,-67.885651,EGAD
samplePoint.122261,5529512128626556928,46.955771,-67.887808,EGAD
samplePoint.128416,5529512128626556928,46.952519,-67.893573,EGAD
samplePoint.128431,5529512128626556928,46.952999,-67.893722,EGAD
samplePoint.128432,5529512128626556928,46.953270,-67.892626,EGAD
samplePoint.128433,5529512128626556928,46.953004,-67.892525,EGAD
samplePoint.128434,5529512128626556928,46.951771,-67.893243,EGAD
samplePoint.128458,5529512128626556928,46.950893,-67.895295,EGAD
samplePoint.128460,5529512128626556928,46.951548,-67.892577,EGAD
samplePoint.128461,5529512128626556928,46.947107,-67.890826,EGAD
samplePoint.128462,5529512128626556928,46.948795,-67.889561,EGAD
samplePoint.128463,5529512128626556928,46.947817,-67.889232,EGAD
samplePoint.128465,5529512128626556928,46.952534,-67.893577,EGAD
samplePoint.67377,5529512128626556928,46.949290,-67.895667,EGAD
samplePoint.122242,5529512162986295296,46.942930,-67.890176,EGAD
samplePoint.122243,5529512162986295296,46.942156,-67.890560,EGAD
samplePoint.122244,5529512162986295296,46.943054,-67.890059,EGAD
samplePoint.122245,5529512162986295296,46.943181,-67.890025,EGAD
samplePoint.122246,5529512162986295296,46.943438,-67.891155,EGAD
samplePoint.122247,5529512162986295296,46.943445,-67.890222,EGAD
samplePoint.122281,5529512162986295296,46.939852,-67.896028,EGAD
samplePoint.122282,5529512162986295296,46.939846,-67.896009,EGAD
samplePoint.122283,5529512162986295296,46.939838,-67.895988,EGAD
samplePoint.122301,5529512162986295296,46.942392,-67.896758,EGAD
samplePoint.122306,5529512162986295296,46.939658,-67.896127,EGAD
samplePoint.128428,5529512162986295296,46.938591,-67.891367,EGAD
samplePoint.128455,5529512162986295296,46.946942,-67.898463,EGAD
samplePoint.128457,5529512162986295296,46.947137,-67.895330,EGAD
samplePoint.128459,5529512162986295296,46.946984,-67.893962,EGAD
samplePoint.128464,5529512162986295296,46.946114,-67.889596,EGAD
samplePoint.128969,5529512162986295296,46.938563,-67.891371,EGAD
samplePoint.128976,5529512162986295296,46.937924,-67.896403,EGAD
samplePoint.129097,5529512162986295296,46.937924,-67.896403,EGAD
samplePoint.66042,5529512162986295296,46.939753,-67.892436,EGAD
samplePoint.66043,5529512162986295296,46.939422,-67.891535,EGAD
samplePoint.66045,5529512162986295296,46.940011,-67.893349,EGAD
samplePoint.66063,5529512162986295296,46.937931,-67.896556,EGAD
samplePoint.66511,5529512162986295296,46.937886,-67.892235,EGAD
samplePoint.66512,5529512162986295296,46.938469,-67.891428,EGAD
samplePoint.67100,5529512162986295296,46.940414,-67.890735,EGAD
samplePoint.67107,5529512162986295296,46.941584,-67.889536,EGAD
samplePoint.67181,5529512162986295296,46.940827,-67.900112,EGAD
samplePoint.67365,5529512162986295296,46.947252,-67.897975,EGAD
samplePoint.67376,5529512162986295296,46.945748,-67.889900,EGAD
samplePoint.67381,5529512162986295296,46.945851,-67.897814,EGAD
samplePoint.67391,5529512162986295296,46.945741,-67.895003,EGAD
samplePoint.122248,5529512197346033664,46.945713,-67.905691,EGAD
samplePoint.122249,5529512197346033664,46.945758,-67.905719,EGAD
samplePoint.122250,5529512197346033664,46.946312,-67.901810,EGAD
samplePoint.122251,5529512197346033664,46.945763,-67.901932,EGAD
samplePoint.122252,5529512197346033664,46.945930,-67.904072,EGAD
samplePoint.122253,5529512197346033664,46.945780,-67.904931,EGAD
samplePoint.122254,5529512197346033664,46.945610,-67.906450,EGAD
samplePoint.128417,5529512197346033664,46.947847,-67.904137,EGAD
samplePoint.128435,5529512197346033664,46.947906,-67.902381,EGAD
samplePoint.128436,5529512197346033664,46.947696,-67.903235,EGAD
samplePoint.128437,5529512197346033664,46.948137,-67.902582,EGAD
samplePoint.128453,5529512197346033664,46.946304,-67.901766,EGAD
samplePoint.128959,5529512197346033664,46.948338,-67.904302,EGAD
samplePoint.128966,5529512197346033664,46.948338,-67.904302,EGAD
samplePoint.128970,5529512197346033664,46.947146,-67.903330,EGAD
samplePoint.128977,5529512197346033664,46.948545,-67.904984,EGAD
samplePoint.129098,5529512197346033664,46.947146,-67.903330,EGAD
samplePoint.129099,5529512197346033664,46.948545,-67.904984,EGAD
samplePoint.65028,5529512197346033664,46.945131,-67.906336,EGAD
samplePoint.65029,5529512197346033664,46.945131,-67.906324,EGAD
samplePoint.65030,5529512197346033664,46.943934,-67.909231,EGAD
samplePoint.65031,5529512197346033664,46.943934,-67.909219,EGAD
samplePoint.65035,5529512197346033664,46.944195,-67.903376,EGAD
samplePoint.65240,5529512197346033664,46.945431,-67.904699,EGAD
samplePoint.65643,5529512197346033664,46.940398,-67.905251,EGAD
samplePoint.66478,5529512197346033664,46.950461,-67.911180,EGAD
samplePoint.66479,5529512197346033664,46.950451,-67.911183,EGAD
samplePoint.67205,5529512197346033664,46.947087,-67.903885,EGAD
samplePoint.67498,5529512197346033664,46.947937,-67.899189,EGAD
samplePoint.80578,5529512197346033664,46.944094,-67.909232,EGAD
samplePoint.65238,5529512231705772032,46.939514,-67.911163,EGAD
samplePoint.65239,5529512231705772032,46.939759,-67.911787,EGAD
samplePoint.122289,5529512266065510400,46.931511,-67.898076,EGAD
samplePoint.122300,5529512266065510400,46.931694,-67.898010,EGAD
samplePoint.122304,5529512266065510400,46.935274,-67.896681,EGAD
samplePoint.122305,5529512266065510400,46.937855,-67.896415,EGAD
samplePoint.128413,5529512266065510400,46.934038,-67.907629,EGAD
samplePoint.128414,5529512266065510400,46.933709,-67.906891,EGAD
samplePoint.128423,5529512266065510400,46.933832,-67.906792,EGAD
samplePoint.128424,5529512266065510400,46.934417,-67.907038,EGAD
samplePoint.128425,5529512266065510400,46.934341,-67.906583,EGAD
samplePoint.128447,5529512266065510400,46.934406,-67.906414,EGAD
samplePoint.128468,5529512266065510400,46.931830,-67.898833,EGAD
samplePoint.128532,5529512266065510400,46.932050,-67.898446,EGAD
samplePoint.128547,5529512266065510400,46.931823,-67.898108,EGAD
samplePoint.128963,5529512266065510400,46.934013,-67.907639,EGAD
samplePoint.128973,5529512266065510400,46.932272,-67.898483,EGAD
samplePoint.128978,5529512266065510400,46.931811,-67.898436,EGAD
samplePoint.128980,5529512266065510400,46.934013,-67.907639,EGAD
samplePoint.129069,5529512266065510400,46.932272,-67.898483,EGAD
samplePoint.129070,5529512266065510400,46.931811,-67.898436,EGAD
samplePoint.52809,5529512266065510400,46.934616,-67.895371,EGAD
samplePoint.66052,5529512266065510400,46.932001,-67.898122,EGAD
samplePoint.66057,5529512266065510400,46.928767,-67.898748,EGAD
samplePoint.66069,5529512266065510400,46.932535,-67.897272,EGAD
samplePoint.66070,5529512266065510400,46.932556,-67.897248,EGAD
samplePoint.66630,5529512266065510400,46.936419,-67.894594,EGAD
samplePoint.122290,5529512300425248768,46.921448,-67.906561,EGAD
samplePoint.66131,5529512300425248768,46.921613,-67.906880,EGAD
samplePoint.66132,5529512300425248768,46.921613,-67.906868,EGAD
samplePoint.66135,5529512300425248768,46.925230,-67.901567,EGAD
samplePoint.66136,5529512300425248768,46.925212,-67.901584,EGAD
samplePoint.66143,5529512300425248768,46.921380,-67.906638,EGAD
samplePoint.122288,5529512334784987136,46.921043,-67.916446,EGAD
samplePoint.80584,5529512334784987136,46.919733,-67.911137,EGAD
samplePoint.121394,5529512369144725504,46.914579,-67.930266,EGAD
samplePoint.122291,5529512369144725504,46.918589,-67.926670,EGAD
samplePoint.122308,5529512369144725504,46.916514,-67.927392,EGAD
samplePoint.128469,5529512369144725504,46.916585,-67.926869,EGAD
samplePoint.121393,5529512403504463872,46.928815,-67.921982,EGAD
samplePoint.122285,5529512403504463872,46.928135,-67.929014,EGAD
samplePoint.50024,5529512403504463872,46.924128,-67.924010,EGAD
samplePoint.50154,5529512403504463872,46.930900,-67.927026,EGAD
samplePoint.80579,5529512403504463872,46.925005,-67.923143,EGAD
samplePoint.122303,5529512437864202240,46.926960,-67.931124,EGAD
samplePoint.50105,5529512437864202240,46.933514,-67.936150,EGAD
samplePoint.50109,5529512437864202240,46.934135,-67.934397,EGAD
samplePoint.50115,5529512437864202240,46.932459,-67.929198,EGAD
samplePoint.50116,5529512437864202240,46.932382,-67.929149,EGAD
samplePoint.50149,5529512437864202240,46.932939,-67.930680,EGAD
samplePoint.50150,5529512437864202240,46.932940,-67.930713,EGAD
samplePoint.50151,5529512437864202240,46.931564,-67.928835,EGAD
samplePoint.50152,5529512437864202240,46.930518,-67.928853,EGAD
samplePoint.50036,5529512575303155712,46.942144,-67.940599,EGAD
samplePoint.50040,5529512575303155712,46.941226,-67.941291,EGAD
samplePoint.50043,5529512575303155712,46.939765,-67.938552,EGAD
samplePoint.50045,5529512575303155712,46.940759,-67.938618,EGAD
samplePoint.50047,5529512575303155712,46.943177,-67.942257,EGAD
samplePoint.50062,5529512575303155712,46.940387,-67.936847,EGAD
samplePoint.50063,5529512575303155712,46.940399,-67.936830,EGAD
samplePoint.50064,5529512575303155712,46.942385,-67.942169,EGAD
samplePoint.50067,5529512575303155712,46.942055,-67.941404,EGAD
samplePoint.50068,5529512575303155712,46.942678,-67.947873,EGAD
samplePoint.50107,5529512609662894080,46.935960,-67.934857,EGAD
samplePoint.50111,5529512609662894080,46.935981,-67.936399,EGAD
samplePoint.73843,5529512609662894080,46.938837,-67.936662,EGAD
samplePoint.80576,5529514327649812480,46.884719,-67.947787,EGAD
samplePoint.128415,5529515014844579840,46.923864,-67.896816,EGAD
samplePoint.128426,5529515014844579840,46.923721,-67.896554,EGAD
samplePoint.128427,5529515014844579840,46.923855,-67.896560,EGAD
samplePoint.128964,5529515014844579840,46.923895,-67.896812,EGAD
samplePoint.128965,5529515014844579840,46.923806,-67.896701,EGAD
samplePoint.66018,5529515014844579840,46.927754,-67.897345,EGAD
samplePoint.66019,5529515014844579840,46.927754,-67.897333,EGAD
samplePoint.66140,5529515014844579840,46.923920,-67.901907,EGAD
samplePoint.66301,5529515014844579840,46.927428,-67.895728,EGAD
samplePoint.124215,5529515049204318208,46.936734,-67.891473,EGAD
samplePoint.128441,5529515049204318208,46.927952,-67.884835,EGAD
samplePoint.128960,5529515049204318208,46.927283,-67.885987,EGAD
samplePoint.128967,5529515049204318208,46.927283,-67.885987,EGAD
samplePoint.128972,5529515049204318208,46.926477,-67.886389,EGAD
samplePoint.128974,5529515049204318208,46.926097,-67.886617,EGAD
samplePoint.129096,5529515049204318208,46.927165,-67.884756,EGAD
samplePoint.129100,5529515049204318208,46.926477,-67.886389,EGAD
samplePoint.129101,5529515049204318208,46.926097,-67.886617,EGAD
samplePoint.52517,5529515049204318208,46.935813,-67.891626,EGAD
samplePoint.52621,5529515049204318208,46.936712,-67.891850,EGAD
samplePoint.66027,5529515049204318208,46.931661,-67.894359,EGAD
samplePoint.66036,5529515049204318208,46.928632,-67.898658,EGAD
samplePoint.66037,5529515049204318208,46.928632,-67.898646,EGAD
samplePoint.66295,5529515049204318208,46.928440,-67.895040,EGAD
samplePoint.66303,5529515049204318208,46.929492,-67.890630,EGAD
samplePoint.66506,5529515049204318208,46.936712,-67.891863,EGAD
samplePoint.66950,5529515049204318208,46.930987,-67.892445,EGAD
samplePoint.66956,5529515049204318208,46.929341,-67.895659,EGAD
samplePoint.66957,5529515049204318208,46.930599,-67.893278,EGAD
samplePoint.66975,5529515049204318208,46.930103,-67.894119,EGAD
samplePoint.67045,5529515049204318208,46.932402,-67.888251,EGAD
samplePoint.67050,5529515049204318208,46.933737,-67.894066,EGAD
samplePoint.67846,5529515049204318208,46.927759,-67.887504,EGAD
samplePoint.67847,5529515049204318208,46.926122,-67.886902,EGAD
samplePoint.67857,5529515049204318208,46.928213,-67.887919,EGAD
samplePoint.67858,5529515049204318208,46.929502,-67.886504,EGAD
samplePoint.67859,5529515049204318208,46.926992,-67.887153,EGAD
samplePoint.122255,5529515083564056576,46.943214,-67.885969,EGAD
samplePoint.122257,5529515083564056576,46.938772,-67.880602,EGAD
samplePoint.122258,5529515083564056576,46.942548,-67.883262,EGAD
samplePoint.128429,5529515083564056576,46.937645,-67.890837,EGAD
samplePoint.128430,5529515083564056576,46.937663,-67.890725,EGAD
samplePoint.52520,5529515083564056576,46.937532,-67.890975,EGAD
samplePoint.52522,5529515083564056576,46.937666,-67.890389,EGAD
samplePoint.66515,5529515083564056576,46.939339,-67.889408,EGAD
samplePoint.122263,5529515152283533312,46.930246,-67.878211,EGAD
samplePoint.122264,5529515152283533312,46.929949,-67.879188,EGAD
samplePoint.122265,5529515152283533312,46.931533,-67.878530,EGAD
samplePoint.122266,5529515152283533312,46.931008,-67.878090,EGAD
samplePoint.122267,5529515152283533312,46.930869,-67.878935,EGAD
samplePoint.122268,5529515152283533312,46.930742,-67.878438,EGAD
samplePoint.122269,5529515152283533312,46.931088,-67.878830,EGAD
samplePoint.122270,5529515152283533312,46.931088,-67.878830,EGAD
samplePoint.122271,5529515152283533312,46.931637,-67.877809,EGAD
samplePoint.122272,5529515152283533312,46.930163,-67.876636,EGAD
samplePoint.122275,5529515152283533312,46.928785,-67.877619,EGAD
samplePoint.122302,5529515152283533312,46.924383,-67.874878,EGAD
samplePoint.128442,5529515152283533312,46.927499,-67.884160,EGAD
samplePoint.128448,5529515152283533312,46.930509,-67.879390,EGAD
samplePoint.128449,5529515152283533312,46.930625,-67.879592,EGAD
