pt,cid,lat,lon,layer
AZDEQ_WPD-55-573282_59006,9716062527246303232,32.108178,-110.875164,WQP
AZDEQ_WPD-55-575183_59005,9716063901635837952,32.119049,-110.881844,WQP
AZDEQ_WPD-55-527403_59017,9716064004715053056,32.123178,-110.883714,WQP
AZDEQ_WPD-55-583867_78524,9716064004715053056,32.119234,-110.890926,WQP
AZDEQ_WPD-55-568640_57789,9716075343428714496,32.227683,-110.849224,WQP
AZDEQ_WPD-55-589346_60641,9716075343428714496,32.231186,-110.853329,WQP
AZDEQ_WPD-55-908058_70460,9716075377788452864,32.228822,-110.842772,WQP
AZDEQ_WPD-55-908951_71880,9716075377788452864,32.231022,-110.835814,WQP
AZDEQ_WPD-55-919032_81708,9716075377788452864,32.227169,-110.837442,WQP
AZDEQ_WPD-55-922266_81700,9716075377788452864,32.226314,-110.833775,WQP
AZDEQ_WPD-55-211472_68898,9716075583946883072,32.216667,-110.830133,WQP
AZDEQ_WPD-55-531297_45537,9716077473732493312,32.217906,-110.955167,WQP
AZDEQ_WPD-55-543556_002121,9716077473732493312,32.218722,-110.955097,WQP
AZDEQ_WPD-55-591469_61541,9716077473732493312,32.221597,-110.953322,WQP
AZDEQ_WPD-55-594916_61540,9716077473732493312,32.221703,-110.954839,WQP
AZDEQ_WPD-55-902374_81912,9716077473732493312,32.220467,-110.960387,WQP
AZDEQ_WPD-55-909799_80003,9716077473732493312,32.218500,-110.955194,WQP
AZDEQ_WPD-55-578588_58891,9716077508092231680,32.226619,-110.954980,WQP
AZDEQ_WPD-55-928842_82859,9716077576811708416,32.240519,-110.972737,WQP
AZDEQ_WPD-55-928843_82860,9716077576811708416,32.241470,-110.973422,WQP
AZDEQ_WPD-55-928950_82861,9716077576811708416,32.241671,-110.971414,WQP
AZDEQ_WPD-55-930335_83030,9716077576811708416,32.240597,-110.971567,WQP
AZDEQ_WPD-55-930336_83031,9716077576811708416,32.239817,-110.972486,WQP
AZDEQ_WPD-55-930337_83032,9716077576811708416,32.240192,-110.971758,WQP
AZDEQ_WPD-52473,9716077611171446784,32.226269,-110.966473,WQP
AZDEQ_WPD-52474,9716077611171446784,32.225811,-110.966474,WQP
AZDEQ_WPD-52475,9716077611171446784,32.225816,-110.966939,WQP
AZDEQ_WPD-52476,9716077611171446784,32.225981,-110.966686,WQP
AZDEQ_WPD-55-214638_68659,9716077611171446784,32.230166,-110.970283,WQP
AZDEQ_WPD-55-591718_62763,9716077611171446784,32.226269,-110.966473,WQP
AZDEQ_WPD-55-591719_62764,9716077611171446784,32.225811,-110.966474,WQP
AZDEQ_WPD-55-591720_62765,9716077611171446784,32.225816,-110.966939,WQP
AZDEQ_WPD-55-591721_62766,9716077611171446784,32.225981,-110.966686,WQP
AZDEQ_WPD-55-591722_62767,9716077611171446784,32.226178,-110.966426,WQP
AZDEQ_WPD-55-907978_82856,9716077611171446784,32.225988,-110.966749,WQP
AZDEQ_WPD-55-919266_81006,9716077611171446784,32.232629,-110.972222,WQP
AZDEQ_WPD-55-920583_81829,9716077611171446784,32.232803,-110.972230,WQP
AZDEQ_WPD-55-920583_81830,9716077611171446784,32.232803,-110.972230,WQP
AZDEQ_WPD-55-920583_81831,9716077611171446784,32.232803,-110.972230,WQP
AZDEQ_WPD-55-920585_81832,9716077611171446784,32.232706,-110.972192,WQP
AZDEQ_WPD-55-920585_81833,9716077611171446784,32.232706,-110.972192,WQP
AZDEQ_WPD-55-920585_81834,9716077611171446784,32.232706,-110.972192,WQP
AZDEQ_WPD-55-920586_81835,9716077611171446784,32.232606,-110.972286,WQP
AZDEQ_WPD-55-920586_81836,9716077611171446784,32.232606,-110.972286,WQP
AZDEQ_WPD-55-920586_81838,9716077611171446784,32.232606,-110.972286,WQP
AZDEQ_WPD-55-920587_81837,9716077611171446784,32.232686,-110.972447,WQP
AZDEQ_WPD-55-920587_81839,9716077611171446784,32.232686,-110.972447,WQP
AZDEQ_WPD-55-920587_81840,9716077611171446784,32.232686,-110.972447,WQP
AZDEQ_WPD-55-NOCODE_82854,9716077611171446784,32.226061,-110.966625,WQP
AZDEQ_WPD-55-NOCODE_82855,9716077611171446784,32.225861,-110.966817,WQP
AZDEQ_WPD-55-NOCODE_82857,9716077611171446784,32.225850,-110.966672,WQP
AZDEQ_WPD-55-NOCODE_82858,9716077611171446784,32.226078,-110.966448,WQP
AZDEQ_WPD-55-NOCODE_83036,9716077611171446784,32.226231,-110.966392,WQP
AZDEQ_WPD-55-NOCODE_83037,9716077611171446784,32.225994,-110.966389,WQP
AZDEQ_WPD-55-NOCODE_83038,9716077611171446784,32.225619,-110.966778,WQP
AZDEQ_WPD-55-NOCODE_83039,9716077611171446784,32.225556,-110.966464,WQP
AZDEQ_WPD-55-NOCODE_83040,9716077611171446784,32.225903,-110.967044,WQP
AZDEQ_WPD-55-NOCODE_83041,9716077611171446784,32.226147,-110.967047,WQP
AZDEQ_WPD-62308,9716077611171446784,32.232809,-110.972298,WQP
AZDEQ_WPD-62309,9716077611171446784,32.232801,-110.972185,WQP
AZDEQ_WPD-62310,9716077611171446784,32.232617,-110.972087,WQP
AZDEQ_WPD-62311,9716077611171446784,32.232588,-110.972266,WQP
AZDEQ_WPD-62312,9716077611171446784,32.232496,-110.972083,WQP
AZDEQ_WPD-62313,9716077611171446784,32.232496,-110.972083,WQP
AZDEQ_WPD-62314,9716077611171446784,32.232497,-110.972199,WQP
AZDEQ_WPD-62315,9716077611171446784,32.232497,-110.972199,WQP
AZDEQ_WPD-62316,9716077611171446784,32.232498,-110.972333,WQP
AZDEQ_WPD-62317,9716077611171446784,32.232498,-110.972333,WQP
AZDEQ_WPD-62318,9716077611171446784,32.232710,-110.972855,WQP
AZDEQ_WPD-62319,9716077611171446784,32.232710,-110.972855,WQP
AZDEQ_WPD-62320,9716077611171446784,32.232989,-110.972568,WQP
AZDEQ_WPD-62321,9716077611171446784,32.232989,-110.972568,WQP
AZDEQ_WPD-62322,9716077611171446784,32.232994,-110.972292,WQP
AZDEQ_WPD-62323,9716077611171446784,32.232994,-110.972292,WQP
AZDEQ_WPD-62324,9716077611171446784,32.232693,-110.972207,WQP
AZDEQ_WPD-62325,9716077611171446784,32.232693,-110.972207,WQP
AZDEQ_WPD-62326,9716077611171446784,32.232693,-110.972207,WQP
AZDEQ_WPD-62327,9716077611171446784,32.232693,-110.972207,WQP
AZDEQ_WPD-62332,9716077611171446784,32.232803,-110.972230,WQP
AZDEQ_WPD-62333,9716077611171446784,32.232803,-110.972230,WQP
AZDEQ_WPD-62334,9716077611171446784,32.232803,-110.972230,WQP
AZDEQ_WPD-62335,9716077611171446784,32.232706,-110.972192,WQP
AZDEQ_WPD-62336,9716077611171446784,32.232706,-110.972192,WQP
AZDEQ_WPD-62337,9716077611171446784,32.232706,-110.972192,WQP
AZDEQ_WPD-62338,9716077611171446784,32.232606,-110.972286,WQP
AZDEQ_WPD-62339,9716077611171446784,32.232606,-110.972286,WQP
AZDEQ_WPD-62340,9716077611171446784,32.232686,-110.972447,WQP
AZDEQ_WPD-62341,9716077611171446784,32.232606,-110.972286,WQP
AZDEQ_WPD-62342,9716077611171446784,32.232686,-110.972447,WQP
AZDEQ_WPD-62343,9716077611171446784,32.232686,-110.972447,WQP
AZDEQ_WPD-63543,9716077611171446784,32.226061,-110.966625,WQP
AZDEQ_WPD-63544,9716077611171446784,32.225861,-110.966817,WQP
AZDEQ_WPD-63545,9716077611171446784,32.225988,-110.966749,WQP
AZDEQ_WPD-63546,9716077611171446784,32.225850,-110.966672,WQP
AZDEQ_WPD-63547,9716077611171446784,32.226078,-110.966448,WQP
AZDEQ_WPD-81809_81809,9716077611171446784,32.232809,-110.972298,WQP
AZDEQ_WPD-81810_81810,9716077611171446784,32.232801,-110.972185,WQP
AZDEQ_WPD-81811_81811,9716077611171446784,32.232617,-110.972087,WQP
AZDEQ_WPD-81812_81812,9716077611171446784,32.232588,-110.972266,WQP
AZDEQ_WPD-81813_81813,9716077611171446784,32.232496,-110.972083,WQP
AZDEQ_WPD-81814_81814,9716077611171446784,32.232496,-110.972083,WQP
AZDEQ_WPD-81815_81815,9716077611171446784,32.232497,-110.972199,WQP
AZDEQ_WPD-81816_81816,9716077611171446784,32.232497,-110.972199,WQP
AZDEQ_WPD-81817_81817,9716077611171446784,32.232498,-110.972333,WQP
AZDEQ_WPD-81818_81818,9716077611171446784,32.232498,-110.972333,WQP
AZDEQ_WPD-81819_81819,9716077611171446784,32.232710,-110.972855,WQP
AZDEQ_WPD-81820_81820,9716077611171446784,32.232710,-110.972855,WQP
AZDEQ_WPD-81821_81821,9716077611171446784,32.232989,-110.972568,WQP
AZDEQ_WPD-81822_81822,9716077611171446784,32.232989,-110.972568,WQP
AZDEQ_WPD-81823_81823,9716077611171446784,32.232994,-110.972292,WQP
AZDEQ_WPD-81824_81824,9716077611171446784,32.232994,-110.972292,WQP
AZDEQ_WPD-81825_81825,9716077611171446784,32.232693,-110.972207,WQP
AZDEQ_WPD-81826_81826,9716077611171446784,32.232693,-110.972207,WQP
AZDEQ_WPD-81827_81827,9716077611171446784,32.232693,-110.972207,WQP
AZDEQ_WPD-81828_81828,9716077611171446784,32.232693,-110.972207,WQP
AZDEQ_WPD-55-914796_78301,9716077748610400256,32.235027,-110.974825,WQP
AZDEQ_WPD-55-922716_83056,9716077782970138624,32.251675,-110.974775,WQP
AZDEQ_WPD-55-NOCODE_83124,9716077782970138624,32.252108,-110.974547,WQP
AZDEQ_WPD-55-NOCODE_83125,9716077782970138624,32.252100,-110.975464,WQP
AZDEQ_WPD-55-NOCODE_83126,9716077782970138624,32.252100,-110.975844,WQP
AZDEQ_WPD-55-NOCODE_83127,9716077782970138624,32.251764,-110.976294,WQP
AZDEQ_WPD-55-NOCODE_83129,9716077782970138624,32.252094,-110.976558,WQP
AZDEQ_WPD-55-NOCODE_83130,9716077782970138624,32.252086,-110.977586,WQP
AZDEQ_WPD-55-920956_83053,9716077954768830464,32.250650,-110.972153,WQP
