cid,neighborCid,frsId,facName,naics
5529497353939058688,5529497182140366848,110000797308,FIRST TECHNOLOGY,335999
5529512162986295296,5529512266065510400,110008433356,LORING DEVELOPMENT AUTH,221320
5529512162986295296,5529512266065510400,110008433356,LORING DEVELOPMENT AUTH,925120
5529512197346033664,5529512266065510400,110008433356,LORING DEVELOPMENT AUTH,221320
5529512197346033664,5529512266065510400,110008433356,LORING DEVELOPMENT AUTH,925120
5529512231705772032,5529512266065510400,110008433356,LORING DEVELOPMENT AUTH,221320
5529512231705772032,5529512266065510400,110008433356,LORING DEVELOPMENT AUTH,925120
5529512300425248768,5529512266065510400,110008433356,LORING DEVELOPMENT AUTH,221320
5529512300425248768,5529512266065510400,110008433356,LORING DEVELOPMENT AUTH,925120
5529512300425248768,5529512369144725504,110038330393,LIMESTONE WATER & SEWER DISTRICT,221320
5529512300425248768,5529512369144725504,110038330393,LIMESTONE WATER & SEWER DISTRICT,562910
5529512334784987136,5529512369144725504,110038330393,LIMESTONE WATER & SEWER DISTRICT,221320
5529512334784987136,5529512369144725504,110038330393,LIMESTONE WATER & SEWER DISTRICT,562910
5529512403504463872,5529512266065510400,110008433356,LORING DEVELOPMENT AUTH,221320
5529512403504463872,5529512266065510400,110008433356,LORING DEVELOPMENT AUTH,925120
5529512403504463872,5529512369144725504,110038330393,LIMESTONE WATER & SEWER DISTRICT,221320
5529512403504463872,5529512369144725504,110038330393,LIMESTONE WATER & SEWER DISTRICT,562910
5529512437864202240,5529512369144725504,110038330393,LIMESTONE WATER & SEWER DISTRICT,221320
5529512437864202240,5529512369144725504,110038330393,LIMESTONE WATER & SEWER DISTRICT,562910
5529515014844579840,5529512266065510400,110008433356,LORING DEVELOPMENT AUTH,221320
5529515014844579840,5529512266065510400,110008433356,LORING DEVELOPMENT AUTH,925120
5529515049204318208,5529512266065510400,110008433356,LORING DEVELOPMENT AUTH,221320
5529515049204318208,5529512266065510400,110008433356,LORING DEVELOPMENT AUTH,925120
5529515083564056576,5529512266065510400,110008433356,LORING DEVELOPMENT AUTH,221320
5529515083564056576,5529512266065510400,110008433356,LORING DEVELOPMENT AUTH,925120
5529515598960132096,5529515702039347200,110045949177,LIMESTONE WATER & SEWER DISTRICT,221320
5529515908197777408,5529515702039347200,110045949177,LIMESTONE WATER & SEWER DISTRICT,221320
5529762954716643328,5529762989076381696,110008062602,TWIN RIVERS PAPER COMPANY LLC - MADAWASKA,322120
5529762954716643328,5529762989076381696,110008062602,TWIN RIVERS PAPER COMPANY LLC - MADAWASKA,322121
5529762954716643328,5529762989076381696,110008062602,TWIN RIVERS PAPER COMPANY LLC - MADAWASKA,322224
5533369215416795136,5533369181057056768,110005260724,VT AIR NATIONAL GUARD,115310
5533369215416795136,5533369181057056768,110005260724,VT AIR NATIONAL GUARD,92811
5533369215416795136,5533369181057056768,110005260724,VT AIR NATIONAL GUARD,928110
5533369215416795136,5533369352855748608,110070379919,VERMONT (STATE OF) ARMY NATIONAL GUARD (S. BURLINGTON),332812
5573318286784856064,5573318321144594432,110011114203,GRAND PORTAGE WASTEWATER STABILIZATION LAGOON,221320
5573318355504332800,5573318321144594432,110011114203,GRAND PORTAGE WASTEWATER STABILIZATION LAGOON,221320
5957749951772491776,5957754349819002880,110000426263,SAPPI CLOQUET LLC,322121
5957749951772491776,5957754349819002880,110000426263,SAPPI CLOQUET LLC,322122
5957752597472346112,5957752219515224064,110000426245,CHEMSTAR PRODUCTS COMPANY,311221
5957754452898217984,5957754349819002880,110000426263,SAPPI CLOQUET LLC,322121
5957754452898217984,5957754349819002880,110000426263,SAPPI CLOQUET LLC,322122
5957754452898217984,5957754418538479616,110041087935,ULLAND BROTHERS INC,212231
5957754452898217984,5957754418538479616,110041087935,ULLAND BROTHERS INC,212321
5957784070992691200,5957784689467981824,110008697400,WESTERN LAKE SUPERIOR SANITARY DISTRICT ADMINISTRATIVE OFFICE,221320
5957784070992691200,5957784689467981824,110008697400,WESTERN LAKE SUPERIOR SANITARY DISTRICT ADMINISTRATIVE OFFICE,562112
5957784070992691200,5957784689467981824,110008697400,WESTERN LAKE SUPERIOR SANITARY DISTRICT ADMINISTRATIVE OFFICE,562211
5957790805501411328,5957790427544289280,110041371672,ST LUKE HOSPITAL,488119
5957790805501411328,5958170858567499776,110012209270,KUNDEL & GOLDSCHMIDT HANGER,488119
5958006137981763584,5958005382067519488,110007601666,TWO HARBORS WWTP,221320
5958053142103851008,5958053073384374272,110008799817,USS GREAT LAKES FLEET INC TWO HARBORS,424710
5958170892927238144,5958170858567499776,110012209270,KUNDEL & GOLDSCHMIDT HANGER,488119
5958171683201220608,5958171854999912448,110003899327,EQUIPMENT RENTAL CO,332812
5958171683201220608,5958171854999912448,110003899327,EQUIPMENT RENTAL CO,441120
5958171683201220608,5958171854999912448,110003899327,EQUIPMENT RENTAL CO,532310
5958171683201220608,5958171854999912448,110003899327,EQUIPMENT RENTAL CO,811111
5958171717560958976,5958171854999912448,110003899327,EQUIPMENT RENTAL CO,332812
5958171717560958976,5958171854999912448,110003899327,EQUIPMENT RENTAL CO,441120
5958171717560958976,5958171854999912448,110003899327,EQUIPMENT RENTAL CO,532310
5958171717560958976,5958171854999912448,110003899327,EQUIPMENT RENTAL CO,811111
5958177696155435008,5958178383350202368,110000614586,MINNESOTA AIR NATIONAL GUARD 148TH FIGHTER WING,92811
5958177696155435008,5958178383350202368,110000614586,MINNESOTA AIR NATIONAL GUARD 148TH FIGHTER WING,928110
5958420550786220032,5958420482066743296,110008797702,NORTHERN AIR TRANSPORT INC,488119
5958420619505696768,5958420550786220032,110001849974,OLYMPAK PRINTING & PACKAGING,323110
5958420619505696768,5958420550786220032,110001849974,OLYMPAK PRINTING & PACKAGING,323111
5958420619505696768,5958420550786220032,110071871562,OLYMPAK PRINTING & PACKAGING,323111
5958420619505696768,5958420653865435136,110017397752,BLANDIN PAPER CO,221330
5958420619505696768,5958420653865435136,110017397752,BLANDIN PAPER CO,322120
5958420619505696768,5958420653865435136,110017397752,BLANDIN PAPER CO,322121
5958421684657586176,5958421066182295552,110064268714,GRAND RAPIDS WWTP,221320
5958602176363233280,5958602142003494912,110041587565,MAL'S SERPENT LAKE,488119
5959048578084110336,5959048509364633600,110068345712,BAY LAKE RESERVE WWTP,221320
5959049505797046272,5959049574516523008,110068563600,SANCTUARY WWTP,221320
5959050089912598528,5959048990400970752,110040878226,LAKE ELMO,488119
5959050536589197312,5959050674028150784,110068993281,FARMS OF LAKE ELMO WWTP,221320
5959052460734545920,5959049574516523008,110068563600,SANCTUARY WWTP,221320
5959056377744719872,5959056309025243136,110020637168,AYSHIRE ELECTRONICS OF MINNESOTA,334418
5959056377744719872,5959056309025243136,110020637168,AYSHIRE ELECTRONICS OF MINNESOTA,541512
5959056927500533760,9797536854260580352,110032988587,RR DONNELLEY,323111
5959057271097917440,5959056515183673344,110001975364,3M PUMPOUT SYSTEM,325998
5959078161818845184,5959078127459106816,110041075270,PINE LANE,562212
5959079811086286848,5959079914165501952,110000494457,OASIS SYSTEMS INC,326191
5959080807518699520,5959080841878437888,110041584032,MATTISON'S,488119
5959137294928576512,5959137363648053248,110064170034,SAINT FRANCIS WWTP,221320
5959148152605900800,5959148186965639168,110000426218,ARROW CRYOGENICS INC,332812
5959148152605900800,5959148186965639168,110000426218,ARROW CRYOGENICS INC,332813
5959148152605900800,5959148186965639168,110000426227,SAFETY-KLEEN SYSTEMS (510301),325998
5959152516292673536,5959151863457644544,110003779741,PRECISION PAINTING INC,332812
5959152516292673536,5959151863457644544,110008732611,ADVANTAGE SUPPLY INC,326113
5959152516292673536,5959151863457644544,110008732611,RESOLUTION GRAPHICS INC,326113
5959152516292673536,5959151863457644544,110009399588,PHARMACIA DELTEC INC,339112
5959152516292673536,5959152550652411904,110009397624,DELUXE CHECK PRINTERS INC,323118
5959153684523778048,5959153650164039680,110000847362,MODERNISTIC INC - EMPIRE DR,334412
5959153684523778048,5959153650164039680,110001447275,AAA METAL FINISHING INC - RIC,332813
5959153890682208256,5959154165560115200,110008823274,US BANK,522110
5959156089705463808,5959155952266510336,110001446212,IMPRESSIONS INC,323110
5959156089705463808,5959156055345725440,110002123005,LIFECORE BIOMEDICAL INC,325411
5959156089705463808,5959156124065202176,110000424210,PCS FOR PEOPLE,325510
5959156089705463808,5959156158424940544,110000425861,HAWKINS INC,325180
5959156089705463808,5959156364583370752,110000425521,CURWOOD MINNESOTA LLC - MINNEAPOLIS,322221
5959156089705463808,5959156364583370752,110000425521,CURWOOD MINNESOTA LLC - MINNEAPOLIS,332431
5959156605101539328,5959156536382062592,110008824692,SMYTH COMPANIES LLC - MINNEAPOLIS,323111
5959156605101539328,5959156639461277696,110000798370,VALSPAR,325510
5959156605101539328,5959156639461277696,110041676709,THE VALSPAR CORPORATION,325510
5959156605101539328,5959162377537585152,110002123023,BUREAU OF ENGRAVING INC  GRAPHICS DIV,334418
5959156605101539328,5959162377537585152,110070664860,NALCO COMPANY @ CLEARWAY ENERGY CENTER MINNEAPOLIS,424690
5959156605101539328,5959162446257061888,110070062400,CHILDREN'S HOSPITAL - MINNEAPOLIS,488119
5959157910771597312,5959158323088457728,110039636141,CENTRAL SANDBLASTING COMPANY,332812
5959159869276684288,5959159903636422656,110002123292,MEDTRONIC ENERGY & COMPONENT CENTER,325211
5959159869276684288,5959159903636422656,110070246471,CYPRESS MULTIGRAPHICS,323111
5959159869276684288,5959159903636422656,110070246471,CYPRESS MULTIGRAPHICS,323113
5959159869276684288,5959159903636422656,110070246471,CYPRESS MULTIGRAPHICS,323115
5959160900068835328,5959161071867527168,110001319591,THE HOWE CO,325314
5959161037507788800,5959161071867527168,110001319591,THE HOWE CO,325314
5959161655983079424,5959161690342817792,110068350493,BUREAU OF ENGRAVING INC - MARSHALL ST,323111
5959161655983079424,5959161724702556160,110000425638,VALMONT/APPLIED COATING TECHNOLOGY - 3,332812
5959161724702556160,5959157257936568320,110000909991,NATIONAL CONTAINER GROUP LLC,811310
5959161724702556160,5959157292296306688,110068334289,ZALK STEEL & SUPPLY CO,332812
5959161724702556160,5959157292296306688,110071318187,PWT CHEMICALS,424690
5959161724702556160,5959161690342817792,110068350493,BUREAU OF ENGRAVING INC - MARSHALL ST,323111
5959161724702556160,5959161759062294528,110000425629,HARD CHROME INC,332813
5959161724702556160,5959161759062294528,110003868734,PRODUCTION ENGINEERING CORP DBA EXCEL METAL FINISHING,332812
5959161724702556160,5959161759062294528,110041987892,CONSOLIDATED CONTAINER COMPANY LLC,005629
5959161724702556160,5959161759062294528,110041987892,CONSOLIDATED CONTAINER COMPANY LLC,324191
5959161724702556160,5959161759062294528,110041987892,CONSOLIDATED CONTAINER COMPANY LLC,423830
5959161724702556160,5959161759062294528,110071064210,PRODUCTION ENGINEERING CORPORATION,423820
5959162137019416576,5959161999580463104,110068223577,KENS METAL FINISHING,332813
5959162137019416576,5959162171379154944,110000425353,DIAMOND VOGEL NORTH INC,325510
5959162137019416576,5959162171379154944,110000425353,DIAMOND VOGEL NORTH INC,444120
5959162137019416576,5959162171379154944,110003764356,WEB LABEL LTD,323111
5959162137019416576,5959162205738893312,110000798496,AZTEC ELECTRONICS INC - MINNE,334418
5959162137019416576,5959162205738893312,110003746714,B&B ADCRAFTERS INC,323111
5959162137019416576,5959162205738893312,110003746714,B&B ADCRAFTERS INC,323113
5959162137019416576,5959162205738893312,110003746714,B&B ADCRAFTERS INC,339950
5959162137019416576,5959162308818108416,110028022903,HENNEPIN ENERGY RECOVERY CENTER,562213
5959162137019416576,5959162308818108416,110028022903,HENNEPIN ENERGY RECOVERY CENTER,562920
5959162137019416576,5959162755494707200,110008820883,NATIONAL PURITY INC,325611
5959163373969997824,5959164473481625600,110008821123,TENNANT CO,333319
5959164645280317440,5959164610920579072,110001446864,AMPAC FLEXIBLES LLC,32222
5959164645280317440,5959164610920579072,110001446864,AMPAC FLEXIBLES LLC,322220
5959164645280317440,5959164610920579072,110001446864,AMPAC FLEXIBLES LLC,322221
5959164645280317440,5959164610920579072,110001446864,AMPAC FLEXIBLES LLC,322223
5959164645280317440,5959164610920579072,110001446864,AMPAC FLEXIBLES LLC,326112
5959164645280317440,5959164610920579072,110001446864,AMPAC FLEXIBLES LLC,811111
5959164645280317440,9797053962497556480,110013867583,NORTHLAND ALUMINUM PRODUCTS INC,332812
5959164645280317440,9797053962497556480,110013867583,NORTHLAND ALUMINUM PRODUCTS INC,332999
5959166947382788096,5959166741224357888,110003747893,ROBINSON RUBBER PRODUCTS CO INC,313320
5959166947382788096,5959166741224357888,110003747893,ROBINSON RUBBER PRODUCTS CO INC,326299
5959166947382788096,5959166741224357888,110007602399,PHOTO CONTROL CORP,332813
5959166947382788096,5959166741224357888,110007602399,PHOTO CONTROL CORP,812921
5959166947382788096,5959167119181479936,110000425898,ALPHA CERAMICS INC,327999
5959166947382788096,5959167119181479936,110001443509,GAINES & HANSON PRINTING CO,323111
5959167497138601984,5959167565858078720,110068155285,KABA JUNK REMOVAL SERVICE,562111
5959171242350084096,5959147774648778752,110001446150,LARSEN'S MANUFACTURING CO,332999
5959171242350084096,5959147774648778752,110006415272,ELO ENGINEERING,332812
5959171242350084096,5959147774648778752,110008821533,QUALITY PAINTING & METAL FINISHING INC,332812
5959171242350084096,5959147774648778752,110068092655,ELO ENGINEERING,332812
5959171242350084096,5959159491319562240,110000700858,MINCO PRODUCTS INC,334412
5959171242350084096,5959159491319562240,110000700858,MINCO PRODUCTS INC,334418
5959171242350084096,5959159491319562240,110001443377,FLEXCON CO INC,326113
5959175915274502144,5959175502957641728,110067774359,SARTEC CORPORATION PILOT PLANT,325199
5959175915274502144,5959175502957641728,110067774359,SARTEC CORPORATION PILOT PLANT,334516
5959176636829007872,5959177014786129920,110002122587,ALTRON INC,334418
5959189934047756288,5959189968407494656,110041547154,ADVANCE MACHINE COMPANY,488119
5959222266561560576,5959222644518682624,110000733573,ELK RIVER WWTP,221320
5959222266561560576,5959222644518682624,110017390839,GREAT RIVER ENERGY,221112
5959222678878420992,5959222644518682624,110000733573,ELK RIVER WWTP,221320
5959222678878420992,5959222644518682624,110017390839,GREAT RIVER ENERGY,221112
5959223400432926720,5959223434792665088,110009402743,ELK RIVER RESOURCE RECOVERY FACILITY,562920
5959229482106617856,5959229275948187648,110068417528,MEADOWWOODS VILLAGE WWTP,221320
5959280059641495552,5959279990922018816,110040862126,CRYSTAL CABINET'S COMPONENT CENTER,321912
5959430830173454336,5959430864533192704,110012527220,US ARMY NATIONAL GUARD CAMP RIPLEY,928110
5959452682967056384,5959452751686533120,110001301886,HENNEPIN PAPER,322120
5959480170757750784,5959480239477227520,110039759044,AVON WWTP,221320
5959483778530279424,5959483606731587584,110058356675,ORDER OF ST BENEDICT WWTP,221320
5959491234593505280,5959491268953243648,110000427315,VERSO PAPER CORP SARTELL MILL,322120
5959491234593505280,5959491268953243648,110000427315,VERSO PAPER CORP SARTELL MILL,322121
5959491715629842432,5959494430049173504,110041677030,X-CEL OPTICAL COMPANY,339115
5959492849501208576,5959485874474319872,110000798646,NAHAN PRINTING INC - ST CLOUD,323110
5959492849501208576,5959485874474319872,110000798646,NAHAN PRINTING INC - ST CLOUD,323111
5959492849501208576,5959486252431441920,110002123853,LANTZ LENSES INC,339110
5959492849501208576,5959486252431441920,110003772766,PARK INDUSTRIES,333248
5959492849501208576,5959486252431441920,110003772766,PARK INDUSTRIES,333298
5959492849501208576,5959486252431441920,110003772766,PARK INDUSTRIES,333998
5959492849501208576,5959486252431441920,110003772766,PARK INDUSTRIES,333999
5959492849501208576,5959492471544086528,110003932665,PARK INDUSTRIES INC,333248
5959492849501208576,5959492471544086528,110003932665,PARK INDUSTRIES INC,333249
5959492849501208576,5959492471544086528,110003932665,PARK INDUSTRIES INC,333298
5959492918220685312,5959492986940162048,110068928637,17TH AVE DEMO - SIS BUILDING,811420
5959540850055708672,5959541193653092352,110021162089,"ST. AUGUSTA (LANDFILL, INC.)",562212
5959540850055708672,5959657776245374976,110008677020,TOPPAN MERRILL LLC,323111
5959657879324590080,5959657948044066816,110001448078,CINTAS CORP - SAINT CLOUD,424690
5959657879324590080,5959657948044066816,110001448078,CINTAS CORP - SAINT CLOUD,812332
5959657879324590080,5959657948044066816,110002123835,ANTIOCH CO,3261
5959912553705373696,5959912828583280640,110041043750,RR DONNELLEY LONG PRAIRIE,323111
5960154652421914624,5960154858580344832,110000737070,WAUSAU PAPER MILLS LLC,322121
5960154652421914624,5960154858580344832,110064594871,WAUSAU PAPER MILLS LLC,322120
5960157847877582848,5960157744798367744,110007400721,A-TEK,334418
5960157847877582848,5960157882237321216,110000427351,ACROMETAL - BRAINERD,332813
5960157847877582848,5960157882237321216,110000427351,ACROMETAL - BRAINERD,332994
5960157847877582848,5960157882237321216,110000427351,ACROMETAL - BRAINERD,334418
5960157950956797952,5960157882237321216,110000427351,ACROMETAL - BRAINERD,332813
5960157950956797952,5960157882237321216,110000427351,ACROMETAL - BRAINERD,332994
5960157950956797952,5960157882237321216,110000427351,ACROMETAL - BRAINERD,334418
5960157985316536320,5960157882237321216,110000427351,ACROMETAL - BRAINERD,332813
5960157985316536320,5960157882237321216,110000427351,ACROMETAL - BRAINERD,332994
5960157985316536320,5960157882237321216,110000427351,ACROMETAL - BRAINERD,334418
5960435508923334656,5960435474563596288,110022411317,TEAM INDUSTRIES PARK RAPIDS,333517
5960435508923334656,5960435474563596288,110022411317,TEAM INDUSTRIES PARK RAPIDS,335999
5960435508923334656,5960452001597751296,110040871134,PARK RAPIDS MUNI-KONSHOK FIELD,488119
5960533640336113664,5960533709055590400,110041559382,BAGLEY MUNI,488119
5960569099586109440,5960569133945847808,110041032548,KUMMER,562212
5965307307507056640,5965485978146570240,110037416800,PELICAN RAPIDS WWTP,22132
5965307307507056640,5965485978146570240,110037416800,PELICAN RAPIDS WWTP,221320
9281428776242118656,9281428741882380288,110038023901,LAUGHLIN/BULLHEAD INTER,488119
9282461836135890944,9282461870495629312,110000472300,MCCULLOCH CORP,333999
9282461836135890944,9282461870495629312,110012702183,A & A ELECTRONICS ASSEMBLY INC,334418
9282461836135890944,9282461904855367680,110027215109,SCHUSTER FLEXIBLE PACKAGING,323112
9282461836135890944,9282461904855367680,110027215109,SCHUSTER FLEXIBLE PACKAGING,326112
9282461870495629312,9282461904855367680,110027215109,SCHUSTER FLEXIBLE PACKAGING,323112
9282461870495629312,9282461904855367680,110027215109,SCHUSTER FLEXIBLE PACKAGING,326112
9282461870495629312,9282461973574844416,110041555028,SPAWR,488119
9282461904855367680,9282461870495629312,110000472300,MCCULLOCH CORP,333999
9282461904855367680,9282461870495629312,110012702183,A & A ELECTRONICS ASSEMBLY INC,334418
9282461904855367680,9282461973574844416,110041555028,SPAWR,488119
9282461939215106048,9282461870495629312,110000472300,MCCULLOCH CORP,333999
9282461939215106048,9282461870495629312,110012702183,A & A ELECTRONICS ASSEMBLY INC,334418
9282461939215106048,9282461904855367680,110027215109,SCHUSTER FLEXIBLE PACKAGING,323112
9282461939215106048,9282461904855367680,110027215109,SCHUSTER FLEXIBLE PACKAGING,326112
9282461939215106048,9282461973574844416,110041555028,SPAWR,488119
9283878178911158272,9283705143268737024,110041474785,YUMA RGNL MEDICAL CENTER,488119
9283878178911158272,9283878144551419904,110002595638,HOUSTON INTERNATIONAL LTD,325992
9716063901635837952,9716063832916361216,110015714798,CITY OF TUCSON - LOS REALES LANDFILL,212234
9716063901635837952,9716064004715053056,110002606109,LOS REALES MUNICIPAL SOLID WASTE LF,562212
9716063901635837952,9716064004715053056,110002606109,LOS REALES MUNICIPAL SOLID WASTE LF,56292
9716064004715053056,9716063832916361216,110015714798,CITY OF TUCSON - LOS REALES LANDFILL,212234
9716075343428714496,9716075377788452864,110031369114,BROADWAY NORTH LANDFILL,562212
9716075583946883072,9716075377788452864,110031369114,BROADWAY NORTH LANDFILL,562212
9716075583946883072,9716075721385836544,110002568141,TRI TRONICS INC,335999
9716075583946883072,9716075721385836544,110002568141,TRI TRONICS INC,45411
9716077473732493312,9716076752177987584,110002583204,U S MICROWAVE,332813
9716077473732493312,9716076752177987584,110002583204,U S MICROWAVE,333313
9716077473732493312,9716076752177987584,110002583204,U S MICROWAVE,33991
9716077473732493312,9716076786537725952,110002566465,QUALITY PLATING COMPANY INC,332813
9716077473732493312,9716077439372754944,110039334994,CANYON STATE OIL CO INC,424710
9716077473732493312,9716077611171446784,110013988195,CATALINA MSW LANDFILL,562212
9716077508092231680,9716076752177987584,110002583204,U S MICROWAVE,332813
9716077508092231680,9716076752177987584,110002583204,U S MICROWAVE,333313
9716077508092231680,9716076752177987584,110002583204,U S MICROWAVE,33991
9716077508092231680,9716077611171446784,110013988195,CATALINA MSW LANDFILL,562212
9716077508092231680,9716078195286999040,110041552496,UNIVERSITY MEDICAL CENTER HOSPITAL,488119
9716077576811708416,9716077611171446784,110013988195,CATALINA MSW LANDFILL,562212
9716077576811708416,9716077645531185152,110002591963,ARIZONA LITHOGRAPHERS,323111
9716077576811708416,9716077782970138624,110002599377,ROYAL PLATING,332813
9716077576811708416,9716077954768830464,110002567945,CHROME CO,332813
9716077576811708416,9716077989128568832,110013988239,HOUGHTON / IRVINGTON CSWLF,562212
9716077611171446784,9716077336293539840,110002137964,PIONEER PAINT & VARNISH,325510
9716077611171446784,9716077336293539840,110002137964,PIONEER PAINT & VARNISH,32616
9716077611171446784,9716077645531185152,110002591963,ARIZONA LITHOGRAPHERS,323111
9716077748610400256,9716077611171446784,110013988195,CATALINA MSW LANDFILL,562212
9716077748610400256,9716077645531185152,110002591963,ARIZONA LITHOGRAPHERS,323111
9716077748610400256,9716077782970138624,110002599377,ROYAL PLATING,332813
9716077748610400256,9716077817329876992,110002138133,HYBRIDYNE INC,334419
9716077748610400256,9716077817329876992,110009523275,TUSONIX INC,334419
9716077748610400256,9716077954768830464,110002567945,CHROME CO,332813
9716077782970138624,9716077817329876992,110002138133,HYBRIDYNE INC,334419
9716077782970138624,9716077817329876992,110009523275,TUSONIX INC,334419
9716077782970138624,9716077851689615360,110000471908,HART & COOLEY INC,332322
9716077782970138624,9716077954768830464,110002567945,CHROME CO,332813
9716077954768830464,9716077782970138624,110002599377,ROYAL PLATING,332813
9716077954768830464,9716077989128568832,110013988239,HOUGHTON / IRVINGTON CSWLF,562212
9716080806627115008,9716077851689615360,110000471908,HART & COOLEY INC,332322
9716080806627115008,9716080840986853376,110000471917,BAJA PRODS  LTD,32612
9716080806627115008,9716080840986853376,110000471917,BAJA PRODS  LTD,326199
9716080806627115008,9716080840986853376,110002137973,ABRAMS AIRBORNE MFG INC,332322
9716080806627115008,9716080840986853376,110002137973,ABRAMS AIRBORNE MFG INC,332813
9716080806627115008,9716080840986853376,110002137973,ABRAMS AIRBORNE MFG INC,333514
9716080806627115008,9716080840986853376,110002137973,ABRAMS AIRBORNE MFG INC,339999
9716080806627115008,9716080875346591744,110037574693,RAYTHEON,928110
9716080806627115008,9716080875346591744,110039408129,RYAN AIRFIELD,488119
9716080806627115008,9716080875346591744,110039408129,RYAN AIRFIELD,488190
9716080806627115008,9716080875346591744,110071378369,SUNMED,339112
9716080806627115008,9716083727204876288,110002568613,POLY PRINT,322221
9716080806627115008,9716083727204876288,110002568613,POLY PRINT,323112
9716080806627115008,9716083727204876288,110002568613,POLY PRINT,326112
9716080806627115008,9716083727204876288,110002568613,POLY PRINT,42199
9716080806627115008,9716083727204876288,110070133157,TRIANGLE INDUSTRIAL CORP,332813
9716080840986853376,9716080875346591744,110037574693,RAYTHEON,928110
9716080840986853376,9716080875346591744,110039408129,RYAN AIRFIELD,488119
9716080840986853376,9716080875346591744,110039408129,RYAN AIRFIELD,488190
9716080840986853376,9716080875346591744,110071378369,SUNMED,339112
9716080840986853376,9716081253303713792,110022473223,POLY PRINT INC,323111
9716080840986853376,9716081253303713792,110022473223,POLY PRINT INC,323112
9716080875346591744,9716080840986853376,110000471917,BAJA PRODS  LTD,32612
9716080875346591744,9716080840986853376,110000471917,BAJA PRODS  LTD,326199
9716080875346591744,9716080840986853376,110002137973,ABRAMS AIRBORNE MFG INC,332322
9716080875346591744,9716080840986853376,110002137973,ABRAMS AIRBORNE MFG INC,332813
9716080875346591744,9716080840986853376,110002137973,ABRAMS AIRBORNE MFG INC,333514
9716080875346591744,9716080840986853376,110002137973,ABRAMS AIRBORNE MFG INC,339999
9716080875346591744,9716081253303713792,110022473223,POLY PRINT INC,323111
9716080875346591744,9716081253303713792,110022473223,POLY PRINT INC,323112
9716080909706330112,9716080840986853376,110000471917,BAJA PRODS  LTD,32612
9716080909706330112,9716080840986853376,110000471917,BAJA PRODS  LTD,326199
9716080909706330112,9716080840986853376,110002137973,ABRAMS AIRBORNE MFG INC,332322
9716080909706330112,9716080840986853376,110002137973,ABRAMS AIRBORNE MFG INC,332813
9716080909706330112,9716080840986853376,110002137973,ABRAMS AIRBORNE MFG INC,333514
9716080909706330112,9716080840986853376,110002137973,ABRAMS AIRBORNE MFG INC,339999
9716080909706330112,9716080875346591744,110037574693,RAYTHEON,928110
9716080909706330112,9716080875346591744,110039408129,RYAN AIRFIELD,488119
9716080909706330112,9716080875346591744,110039408129,RYAN AIRFIELD,488190
9716080909706330112,9716080875346591744,110071378369,SUNMED,339112
9716080909706330112,9716083727204876288,110002568613,POLY PRINT,322221
9716080909706330112,9716083727204876288,110002568613,POLY PRINT,323112
9716080909706330112,9716083727204876288,110002568613,POLY PRINT,326112
9716080909706330112,9716083727204876288,110002568613,POLY PRINT,42199
9716080909706330112,9716083727204876288,110070133157,TRIANGLE INDUSTRIAL CORP,332813
9716081047145283584,9716080875346591744,110037574693,RAYTHEON,928110
9716081047145283584,9716080875346591744,110039408129,RYAN AIRFIELD,488119
9716081047145283584,9716080875346591744,110039408129,RYAN AIRFIELD,488190
9716081047145283584,9716080875346591744,110071378369,SUNMED,339112
9716081047145283584,9716081115864760320,110001696996,PIMA CO SEWAGE PLANT,221320
9716081047145283584,9716081253303713792,110022473223,POLY PRINT INC,323111
9716081047145283584,9716081253303713792,110022473223,POLY PRINT INC,323112
9716081287663452160,9716080840986853376,110000471917,BAJA PRODS  LTD,32612
9716081287663452160,9716080840986853376,110000471917,BAJA PRODS  LTD,326199
9716081287663452160,9716080840986853376,110002137973,ABRAMS AIRBORNE MFG INC,332322
9716081287663452160,9716080840986853376,110002137973,ABRAMS AIRBORNE MFG INC,332813
9716081287663452160,9716080840986853376,110002137973,ABRAMS AIRBORNE MFG INC,333514
9716081287663452160,9716080840986853376,110002137973,ABRAMS AIRBORNE MFG INC,339999
9716081287663452160,9716080875346591744,110037574693,RAYTHEON,928110
9716081287663452160,9716080875346591744,110039408129,RYAN AIRFIELD,488119
9716081287663452160,9716080875346591744,110039408129,RYAN AIRFIELD,488190
9716081287663452160,9716080875346591744,110071378369,SUNMED,339112
9716081287663452160,9716081253303713792,110022473223,POLY PRINT INC,323111
9716081287663452160,9716081253303713792,110022473223,POLY PRINT INC,323112
9716081871779004416,9716081184584237056,110002137982,"PRECISION PLATING, INC",332813
9716081871779004416,9716081803059527680,110002138115,CIRRUS LOGIC INC,334413
9716083727204876288,9716077817329876992,110002138133,HYBRIDYNE INC,334419
9716083727204876288,9716077817329876992,110009523275,TUSONIX INC,334419
9716083727204876288,9716077851689615360,110000471908,HART & COOLEY INC,332322
9716512261861801984,9716512193142325248,110037374533,OPEN LOOP ENERGY - NICHOLS FACILITY,332710
9716512261861801984,9716512193142325248,110037374533,OPEN LOOP ENERGY - NICHOLS FACILITY,332813
9716512261861801984,9716512193142325248,110037374533,OPEN LOOP ENERGY - NICHOLS FACILITY,811310
9716512261861801984,9716512330581278720,110013933191,EDEN MSW LANDFILLL,562212
