pt,cid,lat,lon,layer
OST_SHPD-NRSA1314-ILR9-0909,9804066785098465280,42.216450,-88.188910,WQP
USGS-421228088160701,9804068949761982464,42.207917,-88.268667,WQP
USGS-421301088191501,9804069568237273088,42.216944,-88.320889,WQP
USGS-421052088184101,9804069877474918400,42.181111,-88.311472,WQP
USGS-05550090,9804070667748900864,42.108359,-88.289525,WQP
USGS-415752088244001,9804088569172590592,41.964556,-88.411222,WQP
USGS-422358088360201,9804154814748164096,42.399545,-88.600619,WQP
USGS-422308088195601,9804166325260517376,42.385472,-88.332250,WQP
USGS-422308088231001,9804167012455284736,42.385556,-88.386111,WQP
USGS-422308088231002,9804167012455284736,42.385556,-88.386111,WQP
USGS-422308088264201,9804169074039586816,42.385464,-88.444908,WQP
USGS-421402088173501,9804181203027230720,42.233889,-88.293167,WQP
USGS-421633088125801,9804182783575195648,42.276083,-88.216333,WQP
USGS-422300087552501,9804210992920395776,42.383278,-87.923667,WQP
USGS-421545087564301,9804220441848446976,42.262639,-87.945417,WQP
USGS-05536105,9804281396024311808,41.974167,-87.705833,WQP
USGS-420204087423601,9804283354529398784,42.034333,-87.709945,WQP
USGS-055361026,9804283388889137152,42.021944,-87.710278,WQP
EPA_GLNPO-FIELDQC,9804287683856433152,41.948090,-87.655330,WQP
OST_SHPD-GLHHFTS2010-IL0020,9804288645929107456,41.916380,-87.602070,WQP
USGS-420430087410801,9804295449157304320,42.074917,-87.685500,WQP
OST_SHPD-GLHHFTS2010-IL0005,9804315515244511232,42.342620,-87.821650,WQP
OST_SHPD-GLHHFTS2010-IL0001,9804323314905120768,42.467260,-87.779790,WQP
INSTOR_WQX-8176,9804626608315695104,41.735444,-86.901028,WQP
INSTOR_WQX-8164,9804626711394910208,41.718195,-86.886389,WQP
INSTOR_WQX-18654,9804627226790985728,41.716572,-86.859726,WQP
INSTOR_WQX-8863,9804637740870926336,41.620278,-86.721667,WQP
INSTOR_WQX-18658,9804648461109297152,41.753206,-86.667951,WQP
INSTOR_WQX-1933,9804667187166707712,41.744444,-86.272778,WQP
OST_SHPD-NRS18_IN_10033,9804667187166707712,41.741290,-86.272800,WQP
INSTOR_WQX-8158,9804672650365108224,41.698611,-86.371389,WQP
INSTOR_WQX-15902,9804677426368741376,41.544620,-86.369640,WQP
INSTOR_WQX-8126,9804687699930513408,41.557778,-86.548611,WQP
INSTOR_WQX-8083,9804713332295335936,41.297222,-86.378056,WQP
INSTOR_WQX-8085,9804724739728474112,41.306111,-86.639444,WQP
INSTOR_WQX-8112,9804734463534432256,41.490278,-86.580833,WQP
INSTOR_WQX-18360,9804734910211031040,41.498509,-86.582029,WQP
INSTOR_WQX-18359,9804736662557687808,41.490790,-86.668579,WQP
INSTOR_WQX-18577,9804777000890531840,41.468676,-87.079418,WQP
INSTOR_WQX-18660,9804783254362914816,41.535833,-87.122785,WQP
INSTOR_WQX-8116,9804786930854920192,41.513333,-87.043333,WQP
INSTOR_WQX-8120,9804786965214658560,41.523333,-87.050278,WQP
INSTOR_WQX-18563,9804788820640530432,41.434332,-86.988837,WQP
INSTOR_WQX-15233,9804795280271343616,41.623936,-86.980453,WQP
INSTOR_WQX-18673,9804796998258262016,41.586148,-87.037382,WQP
INSTOR_WQX-18663,9804797307495907328,41.620735,-87.062238,WQP
INSTOR_WQX-18666,9804824829646340096,41.616829,-87.126253,WQP
INSTOR_WQX-18661,9804827303547502592,41.596929,-87.144043,WQP
INSTOR_WQX-20094,9804827372266979328,41.611393,-87.154687,WQP
OST_SHPD-NRS18_IN_10030,9804827715864363008,41.628420,-87.176350,WQP
INSTOR_WQX-7162,9804827750224101376,41.617778,-87.176111,WQP
INSTOR_WQX-18668,9804829090253897728,41.571000,-87.240264,WQP
INSTOR_WQX-8143,9804830086686310400,41.615833,-87.264444,WQP
INSTOR_WQX-15810,9804830121046048768,41.613600,-87.278400,WQP
INSTOR_WQX-8748,9804830121046048768,41.615556,-87.272500,WQP
INSTOR_WQX-1912,9804832079551135744,41.609153,-87.372019,WQP
OST_SHPD-GLHHFTS2010-IN1069,9804836511957385216,41.663610,-87.266720,WQP
USGS-414948087304401,9804852901552586752,41.830219,-87.512369,WQP
OST_SHPD-GLHHFTS2010-IN1088,9804855684691394560,41.706180,-87.503410,WQP
INSTOR_WQX-9102,9804856200087470080,41.671389,-87.517500,WQP
INSTOR_WQX-18694,9804859258104184832,41.655000,-87.433000,WQP
INSTOR_WQX-6046,9804862522279329792,41.614306,-87.461528,WQP
INSTOR_WQX-7161,9804862694078021632,41.652222,-87.463056,WQP
USGS-413858087280501,9804862694078021632,41.649480,-87.468097,WQP
INSTOR_WQX-8144,9804863037675405312,41.618889,-87.500000,WQP
INSTOR_WQX-1910,9804863140754620416,41.624372,-87.517833,WQP
INSTOR_WQX-18672,9804864790022062080,41.557070,-87.481143,WQP
INSTOR_WQX-18667,9804872864560578560,41.559470,-87.394138,WQP
INSTOR_WQX-9146,9804877022088921088,41.527778,-87.274444,WQP
INSTOR_WQX-18670,9804878121600548864,41.476937,-87.222215,WQP
INSTOR_WQX-18669,9804881454495170560,41.435574,-87.355118,WQP
INSTOR_WQX-16319,9804881798092554240,41.400550,-87.372367,WQP
USGS-411719087171301,9804888120284413952,41.288806,-87.287083,WQP
USGS-411511087214501,9804890422386884608,41.253305,-87.362528,WQP
INSTOR_WQX-8043,9804907361737900032,41.166389,-87.525555,WQP
USGS-410702087310201,9804907842774237184,41.117333,-87.517278,WQP
USGS-410253087280701,9804909423322202112,41.048111,-87.468694,WQP
USGS-410030087263101,9804912653137608704,41.008556,-87.442083,WQP
USGS-410510087224201,9804916948104904704,41.086167,-87.378389,WQP
USGS-410505087201201,9804917497860718592,41.084722,-87.336750,WQP
USGS-411329087121201,9804934780809117696,41.224750,-87.203361,WQP
USGS-410748087060901,9804939281934843904,41.130111,-87.102528,WQP
USGS-410715087072301,9804939522453012480,41.120889,-87.123139,WQP
USGS-411023087061001,9804941687116529664,41.173028,-87.102667,WQP
USGS-405524087152701,9805016797504602112,40.923389,-87.257528,WQP
INSTOR_WQX-1987,9805029957284397056,40.820144,-87.464027,WQP
INSTOR_WQX-4511,9805064042144858112,40.317500,-87.290000,WQP
INSTOR_WQX-18362,9805089983747325952,39.981361,-87.385580,WQP
INSTOR_WQX-7867,9805130974915198976,39.945556,-87.055833,WQP
INSTOR_WQX-7882,9805134891925372928,40.050417,-86.921944,WQP
INSTOR_WQX-7926,9805147879906476032,40.360790,-86.909826,WQP
INSTOR_WQX-7931,9805148154784382976,40.379444,-86.934445,WQP
INSTOR_WQX-7939,9805149391734964224,40.404722,-86.965000,WQP
INSTOR_WQX-7946,9805183717113593856,40.441944,-86.895278,WQP
INSTOR_WQX-20098,9805184335588884480,40.430468,-86.850900,WQP
INSTOR_WQX-7944,9805185984856326144,40.437222,-86.804722,WQP
INSTOR_WQX-7967,9805191688572895232,40.584167,-86.672222,WQP
INSTOR_WQX-2159,9805205707346149376,40.330556,-86.665278,WQP
INSTOR_WQX-2166,9805209864874491904,40.375556,-86.751944,WQP
INSTOR_WQX-2312,9805210277191352320,40.418611,-86.761944,WQP
INSTOR_WQX-7892,9805225429835972608,40.088889,-86.851111,WQP
INSTOR_WQX-7884,9805226048311263232,40.052778,-86.841945,WQP
INSTOR_WQX-5675,9805226391908646912,40.039722,-86.854028,WQP
INSTOR_WQX-7886,9805226666786553856,40.058889,-86.874722,WQP
INSTOR_WQX-7877,9805231648948617216,40.046944,-86.759445,WQP
INSTOR_WQX-7921,9805298753517649920,40.323056,-86.562222,WQP
INSTOR_WQX-8359,9805331189110669312,40.764167,-86.321667,WQP
INSTOR_WQX-2243,9805332357341773824,40.782326,-86.264497,WQP
INSTOR_WQX-8323,9805339813404999680,40.745000,-86.470556,WQP
INSTOR_WQX-5791,9805365686287990784,40.594167,-86.770556,WQP
INSTOR_WQX-7973,9805366339123019776,40.658611,-86.754722,WQP
INSTOR_WQX-7990,9805374791618658304,40.781944,-86.760556,WQP
INSTOR_WQX-5862,9805378914787262464,40.869722,-86.825833,WQP
INSTOR_WQX-10421,9805432275460947968,41.128611,-86.421944,WQP
INSTOR_WQX-19242,9805489793662976000,41.091570,-85.975240,WQP
INSTOR_WQX-9018,9805496940488556544,41.173333,-85.940278,WQP
INSTOR_WQX-5844,9805537244461662208,40.792222,-85.810278,WQP
OST_SHPD-NRSA1314-INRM-1005,9805537313181138944,40.790220,-85.827390,WQP
INSTOR_WQX-19631,9805538515771981824,40.720206,-85.772828,WQP
INSTOR_WQX-19629,9805538550131720192,40.739058,-85.776615,WQP
INSTOR_WQX-19630,9805538962448580608,40.780615,-85.790105,WQP
INSTOR_WQX-8338,9805542535861370880,40.833611,-85.731389,WQP
INSTOR_WQX-8935,9805542948178231296,40.808333,-85.684722,WQP
INSTOR_WQX-2219,9805556520274886656,40.584444,-85.660833,WQP
INSTOR_WQX-8336,9805578647946395648,40.772778,-85.935278,WQP
INSTOR_WQX-8330,9805585519894069248,40.743056,-86.104722,WQP
INSTOR_WQX-18344,9805594178548137984,40.740442,-86.240519,WQP
INSTOR_WQX-18341,9805594419066306560,40.729570,-86.221033,WQP
INSTOR_WQX-18343,9805595690376626176,40.659364,-86.184963,WQP
INSTOR_WQX-18345,9805595793455841280,40.681710,-86.194830,WQP
INSTOR_WQX-17408,9805596068333748224,40.700176,-86.209340,WQP
INSTOR_WQX-17409,9805596789888253952,40.692658,-86.138780,WQP
INSTOR_WQX-18342,9805597580162236416,40.676986,-86.126534,WQP
INSTOR_WQX-18352,9805597580162236416,40.677809,-86.132659,WQP
INSTOR_WQX-18351,9805598473515433984,40.676576,-86.166665,WQP
INSTOR_WQX-2081,9805607200888979456,40.481000,-86.210000,WQP
INSTOR_WQX-2080,9805607372687671296,40.473611,-86.184167,WQP
INSTOR_WQX-17489,9805607510126624768,40.470197,-86.157136,WQP
INSTOR_WQX-7949,9805607750644793344,40.462222,-86.136389,WQP
INSTOR_WQX-7953,9805613282562670592,40.488472,-86.018333,WQP
INSTOR_WQX-2049,9805619329876623360,40.485556,-86.051111,WQP
INSTOR_WQX-11831,9805649875684032512,39.949444,-86.256111,WQP
INSTOR_WQX-18904,9805651628030689280,39.982976,-86.135744,WQP
INSTOR_WQX-18895,9805656678912229376,40.048677,-86.015410,WQP
INSTOR_WQX-18896,9805658396899147776,39.956174,-86.064414,WQP
INSTOR_WQX-6689,9805663275981996032,40.022917,-86.011806,WQP
INSTOR_WQX-6607,9805664375493623808,40.039693,-85.950859,WQP
INSTOR_WQX-6684,9805667261711646720,40.093512,-86.034413,WQP
INSTOR_WQX-7870,9805687087280685056,39.965833,-85.842500,WQP
INSTOR_WQX-8678,9805703820473270272,40.114240,-85.720357,WQP
INSTOR_WQX-6685,9805716911533588480,40.248333,-85.743333,WQP
INSTOR_WQX-18346,9805757456024862720,40.458910,-85.331608,WQP
INSTOR_WQX-18350,9805759792487071744,40.431613,-85.370273,WQP
INSTOR_WQX-18347,9805759861206548480,40.446986,-85.361864,WQP
INSTOR_WQX-18348,9805759964285763584,40.442206,-85.370120,WQP
INSTOR_WQX-18349,9805760170444193792,40.434980,-85.383609,WQP
INSTOR_WQX-17410,9805760239163670528,40.429833,-85.389247,WQP
INSTOR_WQX-8455,9805773158425296896,40.372500,-85.456389,WQP
INSTOR_WQX-7902,9805783019670208512,40.178889,-85.494722,WQP
INSTOR_WQX-18901,9805805044262502400,40.028769,-85.301313,WQP
INSTOR_WQX-9027,9805806109414391808,40.129722,-85.288333,WQP
INSTOR_WQX-18894,9805813496758140928,40.159671,-85.290048,WQP
INSTOR_WQX-7399,9805828202726162432,39.881389,-85.160833,WQP
INSTOR_WQX-6642,9805849059087351808,40.183011,-84.970755,WQP
INSTOR_WQX-7981,9805902247962345472,40.720556,-85.106667,WQP
INSTOR_WQX-7983,9805902419761037312,40.728611,-85.137222,WQP
INSTOR_WQX-8456,9805937157456527360,40.697778,-85.449722,WQP
INSTOR_WQX-10388,9805940902668009472,40.774445,-85.599444,WQP
INSTOR_WQX-5867,9805963889332977664,40.881389,-85.471389,WQP
INSTOR_WQX-14020,9805963992412192768,40.892875,-85.468706,WQP
INSTOR_WQX-2272,9805966363234140160,40.879722,-85.543056,WQP
INSTOR_WQX-18693,9805993644866404352,41.110214,-85.120924,WQP
INSTOR_WQX-6625,9805994881816985600,41.082778,-85.151111,WQP
INSTOR_WQX-18558,9806006873365676032,41.007697,-85.182578,WQP
INSTOR_WQX-18688,9806007869798088704,40.979335,-85.094989,WQP
INSTOR_WQX-18686,9806013539154919424,40.863224,-84.948789,WQP
INSTOR_WQX-2004,9806017902841692160,41.084445,-85.020556,WQP
INSTOR_WQX-18687,9806026492776284160,41.222612,-85.005724,WQP
INSTOR_WQX-18664,9806041989018288128,41.268801,-85.135091,WQP
INSTOR_WQX-18578,9806055114438344704,41.338723,-85.060606,WQP
INSTOR_WQX-18659,9806059031448518656,41.426188,-85.006598,WQP
INSTOR_WQX-9400,9806066865468866560,41.626806,-85.023600,WQP
INSTOR_WQX-18683,9806068652175261696,41.604665,-84.942423,WQP
INSTOR_WQX-7036,9806076726713778176,41.695278,-85.025556,WQP
INSTOR_WQX-18684,9806082292991393792,41.740687,-85.169739,WQP
INSTOR_WQX-18681,9806087275153457152,41.641128,-85.254549,WQP
INSTOR_WQX-18675,9806089061859852288,41.651346,-85.174279,WQP
INSTOR_WQX-18678,9806101122128019456,41.632036,-85.406516,WQP
INSTOR_WQX-18679,9806101637524094976,41.663129,-85.406012,WQP
INSTOR_WQX-18676,9806114659864936448,41.752171,-85.515024,WQP
INSTOR_WQX-6081,9806120397941243904,41.739722,-85.556389,WQP
INSTOR_WQX-18651,9806132733087318016,41.465868,-85.586626,WQP
INSTOR_WQX-18680,9806135310067695616,41.427739,-85.501942,WQP
INSTOR_WQX-6006,9806138333724672000,41.469600,-85.509706,WQP
INSTOR_WQX-17916,9806141529180340224,41.494051,-85.375640,WQP
INSTOR_WQX-8110,9806143109728305152,41.447500,-85.276389,WQP
INSTOR_WQX-8870,9806158777769000960,41.261944,-85.479722,WQP
INSTOR_WQX-8831,9806161457828593664,41.276389,-85.500833,WQP
INSTOR_WQX-9014,9806164344046616576,41.270833,-85.552500,WQP
INSTOR_WQX-8983,9806164481485570048,41.269445,-85.540556,WQP
INSTOR_WQX-8912,9806164859442692096,41.238333,-85.551389,WQP
INSTOR_WQX-18652,9806177572545888256,41.484056,-85.620301,WQP
INSTOR_WQX-18682,9806187468150538240,41.471353,-85.841475,WQP
INSTOR_WQX-19244,9806197432474664960,41.281490,-85.793650,WQP
INSTOR_WQX-8630,9806199528418705408,41.246667,-85.856667,WQP
INSTOR_WQX-7675,9806200009455042560,41.248420,-85.875267,WQP
INSTOR_WQX-8380,9806200765369286656,41.248056,-85.907222,WQP
OST_SHPD-NRSA0809-IN025,9806239179556782080,41.667370,-85.942000,WQP
INSTOR_WQX-10896,9806239385715212288,41.676465,-85.950893,WQP
OST_SHPD-NRS18_IN_10014,9806239420074950656,41.682610,-85.957490,WQP
INSTOR_WQX-18646,9806239935471026176,41.678538,-85.996827,WQP
OST_SHPD-NRSA0809-IN013,9806242134494281728,41.675270,-86.075860,WQP
INSTOR_WQX-7149,9806242306292973568,41.669167,-86.075000,WQP
INSTOR_WQX-18645,9806242581170880512,41.651904,-86.056191,WQP
INSTOR_WQX-18648,9806250964947042304,41.682050,-86.247380,WQP
INSTOR_WQX-18647,9806256874822041600,41.703677,-86.256482,WQP
INSTOR_WQX-18690,9806268076096749568,41.700800,-85.979220,WQP
INSTOR_WQX-6630,9806276288074219520,41.727778,-85.813889,WQP
OST_SHPD-NRS18_IN_10006,9806280205084393472,41.694650,-85.917400,WQP
OST_SHPD-NRSA0809-IN009,9806280205084393472,41.694650,-85.917400,WQP
OST_SHPD-NRSA1314-INR9-0903,9806280205084393472,41.694650,-85.917400,WQP
INSTOR_WQX-18689,9806282232308957184,41.631678,-85.901848,WQP
INSTOR_WQX-18653,9806285359045148672,41.547526,-85.837130,WQP
INSTOR_WQX-18649,9806289825811136512,41.674706,-85.699805,WQP
INSTOR_WQX-18650,9806301164524797952,41.709494,-85.726491,WQP
INSTOR_WQX-18662,9817156093070016512,41.517252,-84.870324,WQP
INSTOR_WQX-18671,9817277382946455552,41.312001,-84.886482,WQP
INSTOR_WQX-18692,9817281506115059712,41.169746,-84.818354,WQP
INSTOR_WQX-18674,9817292398152122368,41.149578,-84.829472,WQP
INSTOR_WQX-18665,9817319748503863296,40.818515,-84.907389,WQP
INSTOR_WQX-18685,9817324249629589504,40.746862,-84.823778,WQP
INSTOR_WQX-7919,9817807175752351744,40.293472,-84.824583,WQP
INSTOR_WQX-7914,9817808103465287680,40.266111,-84.833055,WQP
INSTOR_WQX-8386,9817809443495084032,40.224167,-84.821389,WQP
USGS-395248084491600,9817838992870080512,39.880167,-84.821111,WQP
INSTOR_WQX-12869,9817847617164410880,39.849722,-84.899722,WQP
INSTOR_WQX-7850,9817847892042317824,39.859444,-84.868611,WQP
INSTOR_WQX-7396,9817848888474730496,39.788333,-84.909167,WQP
INSTOR_WQX-7788,9818358890071326720,39.115278,-84.827222,WQP
IN002-390600084520012,9818364834306064384,39.096917,-84.861889,WQP
INSTOR_WQX-7157,9818364834306064384,39.095556,-84.861667,WQP
USGS-385053084485901,9818382701370015744,38.848306,-84.816556,WQP
OST_SHPD-NRSA0809-SC019,9823860811896979456,34.242660,-79.731930,WQP
OST_SHPD-NRS18_SC_10012,9824034362935476224,34.329880,-80.695110,WQP
OST_SHPD-NRS18_SC_10008,9824181560054644736,34.930190,-80.868400,WQP
OST_SHPD-NRSA1314-SCRM-1001,9824181560054644736,34.930190,-80.868400,WQP
OST_SHPD-NRSA0809-SC008,9824187607368597504,34.950630,-80.923190,WQP
OST_SHPD-NRSA1314-SCR9-0904,9824540241363468288,34.570480,-81.777450,WQP
OST_SHPD-NRS18_SC_10011,9824668609346011136,34.709690,-82.461050,WQP
OST_SHPD-NRSA0809-SC013,9824670670930313216,34.642990,-82.453970,WQP
OST_SHPD-NRS18_SC_10020,9824735129799491584,34.311430,-82.787390,WQP
USGS-343530086213801,9827422782894374912,34.591667,-86.360472,WQP
USGS-344407086273401,9827442471024459776,34.735194,-86.459361,WQP
USGS-344615086272201,9827443364377657344,34.770750,-86.456083,WQP
USGS-345539086241301,9827457761108033536,34.927500,-86.403472,WQP
USGS-345912086243901,9827470096254107648,34.986750,-86.410806,WQP
USGS-345822086254001,9827481881644367872,34.972722,-86.427917,WQP
USGS-345156086285901,9827483530911809536,34.865639,-86.483028,WQP
USGS-345112086313401,9827485901733756928,34.853444,-86.526167,WQP
USGS-345222086303301,9827486176611663872,34.872861,-86.509222,WQP
USGS-345247086415001,9827491708529541120,34.879833,-86.697139,WQP
USGS-344124086531401,9827525690310787072,34.690146,-86.887115,WQP
USGS-344348086493401,9827527270858752000,34.730055,-86.826111,WQP
USGS-343836086562901,9827566681478660096,34.643250,-86.941306,WQP
USGS-343919087182201,9827598395517173760,34.655278,-87.306222,WQP
USGS-343940087290601,9827613548161794048,34.661055,-87.484861,WQP
USGS-344036087320901,9827613823039700992,34.676639,-87.535778,WQP
USGS-344217087283601,9827615025630543872,34.704806,-87.476583,WQP
USGS-344127087212001,9827622894010630144,34.690945,-87.355667,WQP
USGS-344154087171201,9827624646357286912,34.698368,-87.286687,WQP
OST_SHPD-NRSA1314-ALR9-0901,9827683092272250880,34.950920,-87.042030,WQP
IN002-381200085530010,9829410734277132288,38.203000,-85.881972,WQP
USGS-380751085543601,9829412143026405376,38.130833,-85.910000,WQP
INSTOR_WQX-4541,9829448117672476672,38.201667,-86.144167,WQP
INSTOR_WQX-7164,9829508453373050880,38.317778,-85.789722,WQP
USGS-381834085401801,9829515290960986112,38.309444,-85.671667,WQP
USGS-384446085043201,9829686436817797120,38.746083,-85.075597,WQP
INSTOR_WQX-16858,9829728733655728128,38.888824,-85.480846,WQP
IN002-384400085240015,9829733818897006592,38.740333,-85.406167,WQP
INSTOR_WQX-11851,9829744882732761088,39.033536,-85.393089,WQP
INSTOR_WQX-19109,9829749349498748928,38.945491,-85.459823,WQP
INSTOR_WQX-16857,9829749899254562816,38.947797,-85.501005,WQP
INSTOR_WQX-12868,9829761959522729984,39.163333,-85.545000,WQP
INSTOR_WQX-7159,9829799652155719680,38.980833,-85.013611,WQP
USGS-392134084563200,9829812777575776256,39.359417,-84.942306,WQP
INSTOR_WQX-7397,9829828720494379008,39.449722,-85.148333,WQP
INSTOR_WQX-7413,9829845900363563008,39.605800,-84.970250,WQP
USGS-395149084592900,9829857342156439552,39.863722,-84.991444,WQP
USGS-395213085052200,9829859678618648576,39.870278,-85.089555,WQP
USGS-394745085051300,9829860331453677568,39.796000,-85.086944,WQP
USGS-395135085070000,9829865554133909504,39.859833,-85.116806,WQP
USGS-395135085070001,9829865554133909504,39.859806,-85.116806,WQP
INSTOR_WQX-19115,9829967877434769408,39.387096,-85.805560,WQP
INSTOR_WQX-2573,9829972653438402560,39.496389,-85.865278,WQP
INSTOR_WQX-18564,9829974955540873216,39.569303,-85.824578,WQP
INSTOR_WQX-19231,9829975333497995264,39.536329,-85.840690,WQP
INSTOR_WQX-19232,9829975402217472000,39.534003,-85.829821,WQP
INSTOR_WQX-18906,9830034741485633536,39.872929,-86.017289,WQP
INSTOR_WQX-18898,9830038692855545856,39.762990,-86.101671,WQP
INSTOR_WQX-6679,9830040926238539776,39.835391,-86.118151,WQP
INSTOR_WQX-6643,9830041132396969984,39.870190,-86.133930,WQP
INSTOR_WQX-6662,9830046526875893760,39.775556,-86.189167,WQP
INSTOR_WQX-2371,9830047214070661120,39.778251,-86.250667,WQP
INSTOR_WQX-18568,9830048004344643584,39.700471,-86.236185,WQP
INSTOR_WQX-6675,9830049310014701568,39.735983,-86.196438,WQP
INSTOR_WQX-18917,9830049722331561984,39.729374,-86.166572,WQP
INSTOR_WQX-18565,9830050134648422400,39.749404,-86.124293,WQP
INSTOR_WQX-18897,9830050134648422400,39.748424,-86.126394,WQP
INSTOR_WQX-18916,9830055357328654336,39.662366,-86.236192,WQP
INSTOR_WQX-2433,9830056319401328640,39.566866,-86.255148,WQP
INSTOR_WQX-18576,9830062813391880192,39.507131,-86.113075,WQP
INSTOR_WQX-19082,9830070338174582784,39.463152,-85.953539,WQP
INSTOR_WQX-18575,9830072605917315072,39.466922,-86.041579,WQP
INSTOR_WQX-18559,9830072880795222016,39.494087,-86.068362,WQP
INSTOR_WQX-7378,9830076144970366976,39.381945,-86.008055,WQP
INSTOR_WQX-16856,9830124557841727488,39.239071,-85.972555,WQP
INSTOR_WQX-19093,9830130124119343104,39.094784,-85.868439,WQP
INSTOR_WQX-7377,9830130158479081472,39.085278,-85.860278,WQP
INSTOR_WQX-7382,9830177712356982784,38.786667,-85.699445,WQP
INSTOR_WQX-19224,9830178605710180352,38.814430,-85.758178,WQP
INSTOR_WQX-17983,9830203138563375104,38.712520,-86.044220,WQP
INSTOR_WQX-7394,9830212553131687936,38.811111,-86.080278,WQP
OST_SHPD-NRS18_IN_10028,9830213927521222656,38.762520,-86.043190,WQP
INSTOR_WQX-19103,9830215061392588800,38.763196,-86.136917,WQP
INSTOR_WQX-19084,9830216779379507200,38.852976,-86.113770,WQP
INSTOR_WQX-9066,9830237807539388416,38.736945,-86.412222,WQP
INSTOR_WQX-7768,9830253028903485440,38.900694,-86.470972,WQP
INSTOR_WQX-7769,9830253475580084224,38.903333,-86.489028,WQP
INSTOR_WQX-2538,9830254609451450368,38.888438,-86.508611,WQP
INSTOR_WQX-7390,9830256774114967552,38.843333,-86.551389,WQP
OST_SHPD-NRSA0809-IN008,9830256911553921024,38.834910,-86.523260,WQP
OST_SHPD-NRSA1314-INR9-0902,9830256911553921024,38.834910,-86.523260,WQP
IN002-385000086310010,9830257117712351232,38.827139,-86.514555,WQP
INSTOR_WQX-10463,9830257117712351232,38.825833,-86.513055,WQP
USGS-383945086475901,9830277252519034880,38.662611,-86.799639,WQP
INSTOR_WQX-16855,9830281513126592512,38.716528,-86.864928,WQP
INSTOR_WQX-7755,9830284777301737472,38.756111,-86.757222,WQP
INSTOR_WQX-12873,9830298658636038144,38.804167,-86.642778,WQP
INSTOR_WQX-7758,9830298692995776512,38.795556,-86.649444,WQP
OST_SHPD-NRS18_IN_10015,9830326902340976640,39.261750,-86.798160,WQP
INSTOR_WQX-7794,9830332743496499200,39.168333,-86.662222,WQP
