cid,nRingFac
9797012524653084672,5
9797013830323142656,116
9797017300656717824,10
9797018056570961920,3
9797020564831862784,7
9797022420257734656,75
9797040321681424384,97
9797041970948866048,33
9797045510001917952,55
9797045613081133056,209
9797046025397993472,19
9797046197196685312,18
9797047159269359616,127
9797052794266451968,250
9797053962497556480,268
9797053996857294848,317
9797056642557149184,30
9797057742068776960,460
9797059872372555776,218
9797060937524445184,104
9797060971884183552,109
9797061212402352128,200
9797061246762090496,303
9797061384201043968,130
9797062174475026432,477
9797062414993195008,199
9797062655511363584,65
9797063514504822784,62
9797063583224299520,146
9797064201699590144,522
9797065335570956288,177
9797065541729386496,78
9797066400722845696,58
9797067672033165312,113
9797068531026624512,120
9797069355660345344,58
9797069767977205760,200
9797070420812234752,43
9797070867488833536,165
9797071485964124160,41
9797075815291158528,102
9797081347209035776,35
9797086672968482816,58
9797099489150894080,67
9797099660949585920,73
9797099832748277760,168
9797102203570225152,4
9797136941265715200,4
9797289635943022592,182
9797405084663939072,51
9797457002228613120,51
9797460094605066240,2
9797460884879048704,3
9797487582395760640,8
9797512252687908864,11
9797512802443722752,3
9797513008602152960,9
9797513146041106432,5
9797513180400844800,5
9797513214760583168,15
9797513661437181952,8
9797513695796920320,5
9797513833235873792,6
9797513867595612160,4
9797513901955350528,5
9797513936315088896,2
9797514039394304000,1
9797514245552734208,2
9797514348631949312,15
9797514589150117888,5
9797514760948809728,13
9797514795308548096,9
9797514932747501568,70
9797515001466978304,66
9797515448143577088,34
9797515482503315456,26
9797515516863053824,30
9797515619942268928,33
9797515654302007296,21
9797515688661745664,17
9797515723021484032,5
9797515826100699136,6
9797515894820175872,3
9797515929179914240,12
9797515963539652608,7
9797515997899390976,7
9797516066618867712,6
9797516100978606080,3
9797516238417559552,22
9797516307137036288,18
9797516478935728128,81
9797516547655204864,17
9797516822533111808,1
9797516856892850176,3
9797519674391396352,5
9797520189787471872,4
9797522320091250688,2
9797525446827442176,9
9797525996583256064,28
9797526030942994432,4
9797526134022209536,10
9797526202741686272,13
9797526237101424640,5
9797526271461163008,4
9797526546339069952,2
9797527061735145472,4
9797527164814360576,2
9797527680210436096,12
9797527714570174464,14
9797527748929912832,16
9797527989448081408,8
9797528195606511616,85
9797528264325988352,177
9797528539203895296,85
9797528573563633664,68
9797528848441540608,16
9797528882801278976,15
9797528917161017344,15
9797529020240232448,14
9797529054599970816,8
9797529088959709184,17
9797529123319447552,17
9797529192038924288,20
9797529295118139392,24
9797529329477877760,93
9797529432557092864,76
9797529501276569600,31
9797529535636307968,109
9797529673075261440,225
9797529707434999808,221
9797529741794738176,196
9797529844873953280,181
9797529879233691648,139
9797529913593430016,69
9797529947953168384,75
9797529982312906752,107
9797530051032383488,73
9797530119751860224,74
9797530188471336960,39
9797530222831075328,22
9797530291550552064,13
9797530360270028800,13
9797532593653022720,326
9797532696732237824,319
9797532765451714560,65
9797532799811452928,25
9797532834171191296,42
9797532868530929664,132
9797534380359417856,100
9797534414719156224,114
9797534586517848064,24
9797534620877586432,21
9797534998834708480,104
9797535376791830528,32
9797535445511307264,18
9797535479871045632,33
9797535651669737472,23
9797535720389214208,15
9797535823468429312,40
9797535857828167680,56
9797535892187906048,91
9797536132706074624,15
9797536235785289728,31
9797536441943719936,73
9797537026059272192,97
9797537129138487296,139
9797537232217702400,138
9797537369656655872,69
9797537507095609344,75
9797537953772208128,18
9797538091211161600,55
9797538194290376704,16
9797538228650115072,24
9797538297369591808,12
9797538331729330176,8
9797538469168283648,8
9797538503528022016,11
9797538537887760384,11
9797538572247498752,19
9797538744046190592,25
9797539225082527744,31
9797539259442266112,12
9797539293802004480,7
9797539362521481216,21
9797539396881219584,18
9797539431240957952,13
9797539465600696320,9
9797539534320173056,9
9797539603039649792,17
9797539637399388160,10
9797539843557818368,86
9797540152795463680,24
9797540255874678784,25
9797540358953893888,9
9797540393313632256,8
9797540427673370624,19
9797540462033108992,20
9797540496392847360,9
9797540565112324096,6
9797540668191539200,3
9797540771270754304,12
9797540908709707776,3
9797541149227876352,5
9797541183587614720,12
9797541321026568192,6
9797541389746044928,8
9797541492825260032,3
9797541527184998400,6
9797541664623951872,2
9797541973861597184,3
9797542008221335552,1
9797542180020027392,2
9797542248739504128,4
9797542283099242496,4
9797542420538195968,2
9797542764135579648,5
9797542867214794752,2
9797542970294009856,8
9797543485690085376,4
9797543726208253952,10
9797544241604329472,7
9797544275964067840,3
9797544310323806208,8
9797544344683544576,4
9797544413403021312,11
9797544447762759680,8
9797545306756218880,12
9797545822152294400,42
9797663504256204800,4
9797872961221296128,4
9797875950518534144,2
9797937282651521024,8
9797982190829568000,247
9797990505886253056,22
9798051666220548096,9
9798053074969821184,1
9798108565947285504,7
9798109218782314496,17
9798109253142052864,14
9798113616828825600,8
9798169588842627072,4
9798178625453817856,13
9798211370284482560,6
9798696186192855040,4
9798706700272795648,10
9801268321847345152,344
9802262142919901184,31
9802458955501273088,110
9802469744459120640,7
9802607733168406528,8
9802735448315920384,1
9802745034682925056,54
9802798532795564032,11
9802802037488877568,2
9803155083800608768,29
9803734320270016512,4
9803765450192977920,1
9803766171747483648,1
9803809465017827328,72
9803812351235850240,195
9803812488674803712,128
9803813038430617600,74
9803816165166809088,86
9803817367757651968,143
9803821044249657344,68
9803821112969134080,594
9803821868883378176,280
9803822040682070016,412
9803822693517099008,1298
9803823689949511680,369
9803827675679162368,142
9803827744398639104,219
9803848394601398272,66
9803886499551248384,186
9803886980587585536,101
9803918797705314304,13
9803920996728569856,15
9803948553238740992,2
9803957864727838720,28
9803962400213303296,33
9804060084949483520,43
9804062077814308864,83
9804066785098465280,7
9804068949761982464,61
9804069568237273088,104
9804069877474918400,61
9804070667748900864,97
9804088569172590592,2
9804154814748164096,38
9804166325260517376,6
9804167012455284736,8
9804181203027230720,91
9804182783575195648,17
9804210992920395776,48
9804220441848446976,50
9804281396024311808,241
9804283354529398784,235
9804283388889137152,344
9804287683856433152,296
9804295449157304320,32
9804315515244511232,27
9804626608315695104,51
9804626711394910208,160
9804627226790985728,54
9804637740870926336,137
9804667187166707712,10
9804672650365108224,15
9804677426368741376,2
9804687699930513408,2
9804713332295335936,5
9804724739728474112,19
9804736662557687808,3
9804777000890531840,73
9804783254362914816,24
9804786930854920192,30
9804786965214658560,17
9804788820640530432,16
9804796998258262016,28
9804797307495907328,99
9804824829646340096,19
9804827303547502592,31
9804827372266979328,59
9804827715864363008,45
9804827750224101376,22
9804829090253897728,49
9804830086686310400,20
9804830121046048768,20
9804832079551135744,64
9804855684691394560,9
9804856200087470080,92
9804859258104184832,100
9804862522279329792,141
9804862694078021632,141
9804863037675405312,221
9804863140754620416,236
9804864790022062080,49
9804872864560578560,53
9804877022088921088,9
9804878121600548864,5
9804881454495170560,100
9804881798092554240,26
9804888120284413952,18
9804890422386884608,1
9804907361737900032,2
9804909423322202112,1
9804912653137608704,5
9804934780809117696,23
9804941687116529664,2
9805064042144858112,1
9805134891925372928,48
9805147879906476032,8
9805148154784382976,18
9805149391734964224,4
9805183717113593856,73
9805184335588884480,61
9805185984856326144,8
9805191688572895232,34
9805205707346149376,4
9805209864874491904,19
9805210277191352320,5
9805225429835972608,1
9805226048311263232,8
9805226391908646912,15
9805226666786553856,34
9805298753517649920,1
9805331189110669312,35
9805339813404999680,2
9805365686287990784,3
9805366339123019776,4
9805374791618658304,12
9805378914787262464,1
9805432275460947968,5
9805496940488556544,1
9805537244461662208,112
9805537313181138944,90
9805538515771981824,8
9805538550131720192,7
9805538962448580608,6
9805542535861370880,3
9805542948178231296,5
9805556520274886656,29
9805578647946395648,3
9805585519894069248,12
9805594178548137984,2
9805596068333748224,1
9805596789888253952,4
9805597580162236416,20
9805598473515433984,2
9805607200888979456,4
9805607372687671296,23
9805607510126624768,68
9805607750644793344,124
9805613282562670592,2
9805649875684032512,89
9805651628030689280,143
9805656678912229376,107
9805658396899147776,13
9805663275981996032,68
9805664375493623808,17
9805667261711646720,9
9805687087280685056,3
9805703820473270272,40
9805757456024862720,1
9805759792487071744,30
9805759861206548480,60
9805759964285763584,69
9805760170444193792,28
9805760239163670528,2
9805783019670208512,23
9805806109414391808,2
9805813496758140928,7
9805828202726162432,2
9805849059087351808,56
9805902247962345472,1
9805937157456527360,2
9805963889332977664,58
9805963992412192768,53
9805966363234140160,4
9805993644866404352,94
9805994881816985600,282
9806006873365676032,89
9806007869798088704,7
9806013539154919424,12
9806017902841692160,29
9806026492776284160,23
9806055114438344704,37
9806059031448518656,25
9806066865468866560,17
9806076726713778176,10
9806082292991393792,5
9806089061859852288,8
9806101122128019456,22
9806101637524094976,4
9806114659864936448,1
9806120397941243904,2
9806132733087318016,60
9806138333724672000,1
9806141529180340224,17
9806143109728305152,90
9806158777769000960,2
9806161457828593664,2
9806164344046616576,1
9806164859442692096,1
9806177572545888256,14
9806187468150538240,22
9806197432474664960,7
9806199528418705408,111
9806200009455042560,52
9806200765369286656,7
9806239179556782080,72
9806239385715212288,159
9806239420074950656,170
9806239935471026176,136
9806242134494281728,27
9806242306292973568,46
9806242581170880512,12
9806250964947042304,213
9806256874822041600,50
9806268076096749568,145
9806276288074219520,61
9806280205084393472,170
9806282232308957184,29
9806285359045148672,51
9806289825811136512,59
9806301164524797952,2
9817156093070016512,1
9817277382946455552,4
9817281506115059712,2
9817292398152122368,4
9817319748503863296,16
9817324249629589504,2
9817809443495084032,4
9817838992870080512,1
9817847617164410880,93
9817847892042317824,19
9817848888474730496,9
9818358890071326720,3
9818364834306064384,108
9818382701370015744,3
9823860811896979456,17
9824034362935476224,2
9824181560054644736,5
9824187607368597504,7
9824668609346011136,30
9824670670930313216,24
9827442471024459776,4
9827443364377657344,4
9827485901733756928,4
9827486176611663872,8
9827491708529541120,4
9827525690310787072,1
9827527270858752000,10
9827566681478660096,13
9827598395517173760,7
9827613823039700992,1
9827624646357286912,2
9829410734277132288,5
9829412143026405376,30
9829448117672476672,39
9829508453373050880,61
9829515290960986112,39
9829686436817797120,25
9829733818897006592,19
9829744882732761088,1
9829749899254562816,1
9829761959522729984,1
9829812777575776256,4
9829828720494379008,6
9829845900363563008,1
9829857342156439552,9
9829860331453677568,1
9829972653438402560,1
9829974955540873216,15
9829975402217472000,2
9830034741485633536,10
9830038692855545856,237
9830040926238539776,166
9830041132396969984,101
9830046526875893760,285
9830047214070661120,107
9830048004344643584,29
9830049310014701568,167
9830049722331561984,104
9830050134648422400,248
9830055357328654336,11
9830056319401328640,5
9830072605917315072,29
9830072880795222016,53
9830203138563375104,1
9830212553131687936,1
9830216779379507200,3
9830237807539388416,3
9830253028903485440,10
9830253475580084224,11
9830254609451450368,7
9830256911553921024,7
9830257117712351232,10
9830277252519034880,5
9830281513126592512,1
9830284777301737472,1
9830298658636038144,2
9830298692995776512,4
9830326902340976640,1
9830332743496499200,2
9830333327612051456,3
9830337931816992768,3
9830339443645480960,4
9830346693550276608,13
9830348823854055424,3
9830350782359142400,2
9830350988517572608,1
9830386791364952064,1
9830390708375126016,6
9830403524557537280,3
9830409468792274944,22
9830413866838786048,17
9830414863271198720,74
9830415069429628928,52
9830416684337332224,157
9830418402324250624,19
9830505263742844928,56
9830556494112751616,1
9830578656143998976,2
9830585012695597056,1
9830588620468125696,1
9830599924822048768,1
9830603326436147200,2
9830603979271176192,3
9830621640176697344,2
9830624629473935360,130
9830624766912888832,317
9830625728985563136,10
9830634799956492288,12
9830647891016810496,3
9830649402845298688,7
9830665070885994496,2
9830672011553144832,3
9830678093226835968,2
9830709326229012480,24
9830732347253719040,1
9830745644472467456,4
9830794194782781440,140
9830794607099641856,133
9830808488433942528,18
9830810034622169088,27
9830903080793669632,115
9830908612711546880,5
9830914556946284544,6
9830929159835090944,2
9830931874254422016,1
9830937612330729472,2
9830954070645407744,1
9831019319788568576,1
9831072611742777344,16
9831267397099585536,34
9831308697505103872,14
9831450637584302080,5
9831462594773254144,9
9831528290593013760,7
9831843987869138944,11
9831918101824798720,6
9832059526507921408,1
9833658113335492608,1
9833658250774446080,1
9834145678022934528,5
9834165263073804288,5
9834176086391390208,39
9837314230016016384,3
9837483657885908992,2
9837538221150437376,10
9837542962794332160,1
9837544646421512192,1
9837552343002906624,24
9837617763944759296,1
9837643602468012032,15
9837649615422226432,3
9837666760931672064,1
9837691843540680704,9
9838018398494130176,4
9838297914965753856,24
9838377457760075776,9
9838408759481729024,16
9838421335145971712,16
9838504829310205952,2
9839188485024514048,19
9839279607050665984,1
9839336266259234816,1
9839470853354422272,41
9840060157227171840,1
9840115167168299008,1
9840138600509865984,7
9869686635476549632,12
9870809511726415872,1
9870829577813622784,1
9871394692430561280,2
9871886998761897984,1
9871945032360001536,3
9871953313056948224,5
9872026396220456960,5
9935138913410613248,4
9935145201242734592,17
9935228798486183936,13
9935250685639524352,4
9935251132316123136,127
9935263501821935616,70
9935264601333563392,3
9935270511208562688,2
9935273981542137856,23
9935275081053765632,16
9935287691077746688,6
9935296143573385216,2
9935406026016686080,4
9935434372800839680,30
9935437465177292800,3
9935526113302282240,8
9935531335982514176,23
9935575763124224000,45
9935620808741224448,188
9935628642761572352,7
9935671248837148672,31
9935671317556625408,37
9935677433590054912,1
9935680663405461504,7
9935680903923630080,9
9935680938283368448,13
9935681007002845184,12
9935681041362583552,4
9935682553191071744,45
9935688806663454720,8
9935689184620576768,5
9935689287699791872,1
9935689390779006976,3
9935690284132204544,5
9935690455930896384,11
9935697121720139776,3
9935697156079878144,3
9935708529153277952,26
9935709319427260416,32
9935709388146737152,8
9935710659457056768,3
9935710762536271872,3
9935712755401097216,9
9935712892840050688,33
9935713202077696000,10
9935713270797172736,12
9935713305156911104,7
9935713751833509888,159
9935713854912724992,133
9935713889272463360,52
9935713923632201728,33
9935713992351678464,46
9935714610826969088,137
9935752990654726144,7
9935755155318243328,3
9935756426628562944,23
9935757182542807040,60
9935758178975219712,4
9935767078147457024,3
9935789411977396224,179
9935792813591494656,95
9935792882310971392,178
9935793638225215488,255
9935793913103122432,150
9935795528010825728,51
9935798757826232320,8
9935807485199777792,92
9935813360715038720,2
9935814769464311808,3
9935823325039165440,24
9935928122241187840,72
9935932485927960576,4
9935939186076942336,22
9935940285588570112,17
9935940354308046848,51
9935943859001360384,39
9935943927720837120,51
9935944202598744064,49
9935945473909063680,87
9935953548447580160,6
9935954785398161408,28
9935960523474468864,164
9935961829144526848,30
9935961863504265216,27
9935962138382172160,17
9935962619418509312,41
9935962756857462784,102
9935965539996270592,147
9935965677435224064,173
9935970384719380480,59
9935988217423593472,26
9935988251783331840,41
9935988320502808576,24
9935989213856006144,7
9936019759663415296,4
9936020446858182656,15
9936035874380709888,66
9936036389776785408,16
9936038417001349120,213
9936040993981726720,104
9936041028341465088,164
9936041200140156928,21
9936043089925767168,21
9936043605321842688,49
9936047797209923584,31
9936048072087830528,110
9936048243886522368,93
9936048312605999104,167
9936048656203382784,102
9936050820866899968,100
9936054531718643712,70
9936061197507887104,4
9936072845459193856,96
9936073017257885696,73
9936078136858902528,71
9936078343017332736,45
9936081641552216064,22
9936081675911954432,17
9936162833613979648,25
9936173725651042304,10
9936178158057291776,42
9936187125949005824,49
9936190355764412416,29
9936191833233162240,16
9936201419600166912,23
9936213239350165504,80
9936213273709903872,78
9936213514228072448,141
9936213995264409600,75
9936217190720077824,22
9936219389743333376,17
9936219458462810112,7
9936222447760048128,7
9936225333978071040,45
9936226089892315136,11
9936226399129960448,4
9936226433489698816,2
9936226674007867392,37
9936227361202634752,21
9936228838671384576,46
9936228941750599680,5
9936229250988244992,3
9936229354067460096,3
9936229388427198464,2
9936232343364698112,4
9936235985496965120,2
9936236707051470848,8
9936236947569639424,29
9936240486622691328,78
9936241345616150528,42
9936242410768039936,36
9936243578999144448,61
9936245228266586112,6
9936246430857428992,24
9936247667808010240,8
9936271513466437632,68
9936273643770216448,5
9936274262245507072,36
9936276220750594048,21
9936276426909024256,2
9936284638886494208,4
9936297077111783424,7
9936297455068905472,2
9936297626867597312,5
9936297661227335680,6
9936326385968611328,3
9936326557767303168,12
9936327244962070528,4
9936332020965703680,3
9936334288708435968,43
9936335525659017216,24
9936832573634248704,10
9936841644605177856,23
9936843809268695040,101
9936865799501250560,34
9936869647791947776,11
9936869682151686144,4
9936870438065930240,18
9936870850382790656,26
9936870953462005760,47
9936871228339912704,15
9936871778095726592,232
9936871984254156800,136
9936872465290493952,51
9936872499650232320,83
9936872568369709056,109
9936872877607354368,121
9936873255564476416,87
9936873289924214784,95
9936873702241075200,92
9936873839680028672,107
9936874217637150720,103
9936876657178574848,132
9936877275653865472,205
9936931701479440384,4
9936949465464176640,9
9936987501694550016,2
9937024507132772352,8
9942563812353769472,14
