cid,stateFips,stateName,countyFips,countyName
5522341972783661056,23,Maine,23003,"Aroostook County, Maine"
5522342419460259840,23,Maine,23003,"Aroostook County, Maine"
5522342453819998208,23,Maine,23003,"Aroostook County, Maine"
5522342488179736576,23,Maine,23003,"Aroostook County, Maine"
5522342797417381888,23,Maine,23003,"Aroostook County, Maine"
5522348638572904448,23,Maine,23003,"Aroostook County, Maine"
5522349016530026496,23,Maine,23003,"Aroostook County, Maine"
5522351559150665728,23,Maine,23003,"Aroostook County, Maine"
5522724740269080576,23,Maine,23003,"Aroostook County, Maine"
5522725496183324672,23,Maine,23003,"Aroostook County, Maine"
5522725564902801408,23,Maine,23003,"Aroostook County, Maine"
5522730925021986816,23,Maine,23003,"Aroostook County, Maine"
5522731028101201920,23,Maine,23003,"Aroostook County, Maine"
5522744050442043392,23,Maine,23003,"Aroostook County, Maine"
5522749101323583488,23,Maine,23003,"Aroostook County, Maine"
5522749548000182272,23,Maine,23003,"Aroostook County, Maine"
5522750269554688000,23,Maine,23003,"Aroostook County, Maine"
5522750406993641472,23,Maine,23003,"Aroostook County, Maine"
5522750510072856576,23,Maine,23003,"Aroostook County, Maine"
5522750613152071680,23,Maine,23003,"Aroostook County, Maine"
5522751437785792512,23,Maine,23003,"Aroostook County, Maine"
5522751506505269248,23,Maine,23003,"Aroostook County, Maine"
5522751643944222720,23,Maine,23003,"Aroostook County, Maine"
5522751678303961088,23,Maine,23003,"Aroostook County, Maine"
5522751712663699456,23,Maine,23003,"Aroostook County, Maine"
5522751850102652928,23,Maine,23003,"Aroostook County, Maine"
5522751884462391296,23,Maine,23003,"Aroostook County, Maine"
5522751987541606400,23,Maine,23003,"Aroostook County, Maine"
5522752021901344768,23,Maine,23003,"Aroostook County, Maine"
5522752090620821504,23,Maine,23003,"Aroostook County, Maine"
5522752124980559872,23,Maine,23003,"Aroostook County, Maine"
5522752159340298240,23,Maine,23003,"Aroostook County, Maine"
5522752296779251712,23,Maine,23003,"Aroostook County, Maine"
5522752468577943552,23,Maine,23003,"Aroostook County, Maine"
5522752502937681920,23,Maine,23003,"Aroostook County, Maine"
5522752606016897024,23,Maine,23003,"Aroostook County, Maine"
