cid,frsId,isPfas,naicsCode,naicsLabel
5527000672270024704,110070144385,0,,
5527037093592694784,110039559484,0,,
5527265139176243200,110008213058,0,56291,Remediation Services 
5527265139176243200,110012206013,0,44711,
5527265139176243200,110038762032,0,,
5527265139176243200,110039539461,0,,
5527265139176243200,110071214767,0,,
5527282834441502720,110008210220,0,,
5527282834441502720,110069459552,0,423310,"Lumber, Plywood, Millwork, and Wood Panel Merchant Wholesalers "
5528928665909329920,110003556072,0,,
5528928665909329920,110018943759,0,,
5528928665909329920,110020826454,0,,
5528928665909329920,110028025018,0,22,Utilities
5528928803348283392,110020826481,0,,
5528928803348283392,110061097441,0,,
5529384516558258176,110030570727,0,221320,Sewage Treatment Facilities 
5529384516558258176,110039517065,0,,
5529384516558258176,110064781035,0,,
5529384516558258176,110070335731,0,221310,Water Supply and Irrigation Systems 
5529384550917996544,110014456212,0,44711,
5529384550917996544,110031442071,0,44413,
5529384550917996544,110039671370,0,,
5529384550917996544,110043454749,0,,
5529388055611310080,110009912764,0,221320,Sewage Treatment Facilities 
5529388055611310080,110070306400,0,221320,Sewage Treatment Facilities 
5529399566123663360,110070293374,0,221310,Water Supply and Irrigation Systems 
5529480723825688576,110043178343,1,562212,Solid Waste Landfill 
5529481514099671040,110013694742,1,488119,Other Airport Operations 
5529481514099671040,110013694742,1,562212,Solid Waste Landfill 
5529481514099671040,110070697819,1,421930,
5529481514099671040,110070697819,1,562212,Solid Waste Landfill 
5529484537756647424,110000546749,0,311119,Other Animal Food Manufacturing 
5529484537756647424,110000546749,0,311221,Wet Corn Milling and Starch Manufacturing 
5529484537756647424,110000546749,0,311411,"Frozen Fruit, Juice, and Vegetable Manufacturing "
5529484537756647424,110010786630,0,113310,Logging 
5529484537756647424,110010786630,0,321219,Reconstituted Wood Product Manufacturing 
5529484537756647424,110020857562,0,,
5529484537756647424,110020947252,0,,
5529484537756647424,110052091455,0,321219,Reconstituted Wood Product Manufacturing 
5529484537756647424,110059780517,0,,
5529484537756647424,110063493508,0,311411,"Frozen Fruit, Juice, and Vegetable Manufacturing "
5529484537756647424,110069434464,0,,
5529486083944873984,110002088491,0,325314,Fertilizer (Mixing Only) Manufacturing 
5529486083944873984,110003556964,0,,
5529486083944873984,110011510597,0,,
5529486083944873984,110012274920,0,455211,Warehouse Clubs and Supercenters 
5529486083944873984,110016748983,0,452111,
5529486083944873984,110017619264,0,44711,
5529486083944873984,110020856527,0,,
5529486083944873984,110031426366,0,44413,
5529486083944873984,110031439708,0,45299,
5529486083944873984,110032957192,0,42412,Stationery and Office Supplies Merchant Wholesalers 
5529486083944873984,110051931488,0,,
5529486083944873984,110070120889,0,441310,
5529486118304612352,110006618721,0,221320,Sewage Treatment Facilities 
5529486118304612352,110007225332,0,,
5529486118304612352,110020857713,0,,
5529486118304612352,110045681419,0,325311,Nitrogenous Fertilizer Manufacturing 
5529486118304612352,110045681419,0,325312,Phosphatic Fertilizer Manufacturing 
5529486118304612352,110045681419,0,325320,Pesticide and Other Agricultural Chemical Manufacturing
5529486118304612352,110045681419,0,325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing 
5529486118304612352,110054172033,0,,
5529486118304612352,110055531955,0,327320,Ready-Mix Concrete Manufacturing
5529486118304612352,110064786502,0,,
5529486118304612352,110070132965,0,,
5529486805499379712,110003553351,0,,
5529486805499379712,110003553734,0,,
5529486805499379712,110003555787,0,,
5529486805499379712,110003556492,0,812320,Drycleaning and Laundry Services (except Coin-Operated) 
5529486805499379712,110003557972,0,,
5529486805499379712,110011557733,0,,
5529486805499379712,110020857688,0,,
5529486805499379712,110020857731,0,,
5529486805499379712,110020940687,0,,
5529486805499379712,110031426339,0,44413,
5529486805499379712,110038297081,1,325311,Nitrogenous Fertilizer Manufacturing 
5529486805499379712,110038297081,1,325312,Phosphatic Fertilizer Manufacturing 
5529486805499379712,110038297081,1,325320,Pesticide and Other Agricultural Chemical Manufacturing
5529486805499379712,110038297081,1,325998,All Other Miscellaneous Chemical Product and Preparation Manufacturing 
5529486805499379712,110038755503,0,,
5529486805499379712,110038755512,0,,
5529486805499379712,110038755521,0,,
5529486805499379712,110038755530,0,,
5529486805499379712,110038930128,0,,
5529486805499379712,110039667152,0,488119,Other Airport Operations 
5529486805499379712,110039680324,0,,
5529486805499379712,110043231758,0,44131,
5529486805499379712,110045007498,0,22,Utilities
5529486805499379712,110055433295,0,44611,
5529486805499379712,110070912423,0,,
5529486805499379712,110071396865,0,488119,Other Airport Operations 
5529486805499379712,110071396865,0,562212,Solid Waste Landfill 
5529486805499379712,110071768629,0,,
