cid,neighborCid
5960018209900855296,5960017488346349568
5960018209900855296,5960017522706087936
5960018209900855296,5960018106821640192
5960018209900855296,5960018141181378560
5960018209900855296,5960018175541116928
5960018209900855296,5960018244260593664
5960018209900855296,5960018347339808768
5960018209900855296,5960018965815099392
5960028071145766912,5960027624469168128
5960028071145766912,5960027658828906496
5960028071145766912,5960028002426290176
5960028071145766912,5960028036786028544
5960028071145766912,5960028105505505280
5960028071145766912,5960038379067277312
5960028071145766912,5960038413427015680
5960028071145766912,5960038447786754048
5960052191682101248,5960049374183555072
5960052191682101248,5960049408543293440
5960052191682101248,5960049442903031808
5960052191682101248,5960052054243147776
5960052191682101248,5960052157322362880
5960052191682101248,5960052226041839616
5960052191682101248,5960052260401577984
5960052191682101248,5960052294761316352
5960094763397939200,5959432307642204160
5960094763397939200,5959432342001942528
5960094763397939200,5959432376361680896
5960094763397939200,5960094660318724096
5960094763397939200,5960094694678462464
5960094763397939200,5960094729038200832
5960094763397939200,5960094797757677568
5960094763397939200,5960094900836892672
5960095519312183296,5960095416232968192
5960095519312183296,5960095450592706560
5960095519312183296,5960095484952444928
5960095519312183296,5960095553671921664
5960095519312183296,5960095588031660032
5960095519312183296,5960123419419738112
5960095519312183296,5960123453779476480
5960095519312183296,5960123556858691584
5960099195804188672,5960096309586165760
5960099195804188672,5960096412665380864
5960099195804188672,5960096447025119232
5960099195804188672,5960099127084711936
5960099195804188672,5960099161444450304
5960099195804188672,5960099230163927040
5960099195804188672,5960099264523665408
5960099195804188672,5960099298883403776
5960101600985874432,5960101532266397696
5960101600985874432,5960101566626136064
5960101600985874432,5960101635345612800
5960101600985874432,5960101944583258112
5960101600985874432,5960101978942996480
5960101600985874432,5960108198055641088
5960101600985874432,5960108576012763136
5960101600985874432,5960108610372501504
5960115173082529792,5960114795125407744
5960115173082529792,5960114829485146112
5960115173082529792,5960115138722791424
5960115173082529792,5960115207442268160
5960115173082529792,5960115241802006528
5960115173082529792,5960209318765658112
5960115173082529792,5960209353125396480
5960115173082529792,5960209731082518528
5960115619759128576,5960115551039651840
5960115619759128576,5960115585399390208
5960115619759128576,5960115654118866944
5960115619759128576,5960115688478605312
5960115619759128576,5960115791557820416
5960115619759128576,5960115825917558784
5960115619759128576,5960115997716250624
5960115619759128576,5960116032075988992
5960116066435727360,5960115963356512256
5960116066435727360,5960115997716250624
5960116066435727360,5960116032075988992
5960116066435727360,5960116100795465728
5960116066435727360,5960116135155204096
5960116066435727360,5960160046900838400
5960116066435727360,5960160081260576768
5960116066435727360,5960160184339791872
5960117612623953920,5960117475185000448
5960117612623953920,5960117578264215552
5960117612623953920,5960117646983692288
5960117612623953920,5960117681343430656
5960117612623953920,5960117715703169024
5960117612623953920,5960120292683546624
5960117612623953920,5960120327043284992
5960117612623953920,5960120361403023360
5960118024940814336,5960117818782384128
5960118024940814336,5960117956221337600
5960118024940814336,5960117990581075968
5960118024940814336,5960118059300552704
5960118024940814336,5960118093660291072
5960118024940814336,5960118128020029440
5960118024940814336,5960118162379767808
5960118024940814336,5960118196739506176
5960122972743139328,5960122766584709120
5960122972743139328,5960122904023662592
5960122972743139328,5960122938383400960
5960122972743139328,5960123007102877696
5960122972743139328,5960123041462616064
5960122972743139328,5960123075822354432
5960122972743139328,5960123110182092800
5960122972743139328,5960123144541831168
5960154549342699520,5960153827788193792
5960154549342699520,5960153862147932160
5960154549342699520,5960154446263484416
5960154549342699520,5960154480623222784
5960154549342699520,5960154514982961152
5960154549342699520,5960154583702437888
5960154549342699520,5960154686781652992
5960154549342699520,5960155305256943616
5960154652421914624,5960154583702437888
5960154652421914624,5960154618062176256
5960154652421914624,5960154686781652992
5960154652421914624,5960154721141391360
5960154652421914624,5960154824220606464
5960154652421914624,5960154858580344832
5960154652421914624,5960155030379036672
5960154652421914624,5960155064738775040
5960154858580344832,5960154652421914624
5960154858580344832,5960154789860868096
5960154858580344832,5960154824220606464
5960154858580344832,5960154892940083200
5960154858580344832,5960154927299821568
5960154858580344832,5960154961659559936
5960154858580344832,5960154996019298304
5960154858580344832,5960155030379036672
5960157847877582848,5960154927299821568
5960157847877582848,5960154961659559936
5960157847877582848,5960157744798367744
5960157847877582848,5960157779158106112
5960157847877582848,5960157813517844480
5960157847877582848,5960157882237321216
5960157847877582848,5960157916597059584
5960157847877582848,5960160802815082496
5960157950956797952,5960157882237321216
5960157950956797952,5960157916597059584
5960157950956797952,5960157985316536320
5960157950956797952,5960158019676274688
5960157950956797952,5960158122755489792
5960157950956797952,5960158157115228160
5960157950956797952,5960158328913920000
5960157950956797952,5960158363273658368
5960157985316536320,5960157882237321216
5960157985316536320,5960157916597059584
5960157985316536320,5960157950956797952
5960157985316536320,5960158019676274688
5960157985316536320,5960158122755489792
5960157985316536320,5960160734095605760
5960157985316536320,5960160768455344128
5960157985316536320,5960160802815082496
5960158054036013056,5960158019676274688
5960158054036013056,5960158088395751424
5960158054036013056,5960158122755489792
5960158054036013056,5960159840742408192
5960158054036013056,5960159875102146560
5960158054036013056,5960160596656652288
5960158054036013056,5960160631016390656
5960158054036013056,5960160734095605760
5960158088395751424,5960158019676274688
5960158088395751424,5960158054036013056
5960158088395751424,5960158122755489792
5960158088395751424,5960158157115228160
5960158088395751424,5960158191474966528
5960158088395751424,5960159737663193088
5960158088395751424,5960159840742408192
5960158088395751424,5960159875102146560
5960159359706071040,5960118128020029440
5960159359706071040,5960118162379767808
5960159359706071040,5960118265458982912
5960159359706071040,5960159256626855936
5960159359706071040,5960159290986594304
5960159359706071040,5960159325346332672
5960159359706071040,5960159394065809408
5960159359706071040,5960159428425547776
5960159428425547776,5960159016108687360
5960159428425547776,5960159050468425728
5960159428425547776,5960159222267117568
5960159428425547776,5960159256626855936
5960159428425547776,5960159359706071040
5960159428425547776,5960159394065809408
5960159428425547776,5960159462785286144
5960159428425547776,5960159497145024512
5960159737663193088,5960158088395751424
5960159737663193088,5960158191474966528
5960159737663193088,5960158225834704896
5960159737663193088,5960159668943716352
5960159737663193088,5960159703303454720
5960159737663193088,5960159772022931456
5960159737663193088,5960159806382669824
5960159737663193088,5960159840742408192
5960159772022931456,5960159600224239616
5960159772022931456,5960159634583977984
5960159772022931456,5960159668943716352
5960159772022931456,5960159703303454720
5960159772022931456,5960159737663193088
5960159772022931456,5960159806382669824
5960159772022931456,5960159840742408192
5960159772022931456,5960159978181361664
5960159806382669824,5960159600224239616
5960159806382669824,5960159737663193088
5960159806382669824,5960159772022931456
5960159806382669824,5960159840742408192
5960159806382669824,5960159875102146560
5960159806382669824,5960159909461884928
5960159806382669824,5960159943821623296
5960159806382669824,5960159978181361664
5960159840742408192,5960158054036013056
5960159840742408192,5960158088395751424
5960159840742408192,5960158191474966528
5960159840742408192,5960159737663193088
5960159840742408192,5960159772022931456
5960159840742408192,5960159806382669824
5960159840742408192,5960159875102146560
5960159840742408192,5960159909461884928
5960159875102146560,5960158054036013056
5960159875102146560,5960158088395751424
5960159875102146560,5960159806382669824
5960159875102146560,5960159840742408192
5960159875102146560,5960159909461884928
5960159875102146560,5960160562296913920
5960159875102146560,5960160596656652288
5960159875102146560,5960160631016390656
5960160493577437184,5960160356138483712
5960160493577437184,5960160459217698816
5960160493577437184,5960160527937175552
5960160493577437184,5960160562296913920
5960160493577437184,5960160596656652288
5960160493577437184,5960160631016390656
5960160493577437184,5960160665376129024
5960160493577437184,5960161112052727808
5960160527937175552,5960160115620315136
5960160527937175552,5960160149980053504
5960160527937175552,5960160321778745344
5960160527937175552,5960160356138483712
5960160527937175552,5960160459217698816
5960160527937175552,5960160493577437184
5960160527937175552,5960160562296913920
5960160527937175552,5960160596656652288
5960160596656652288,5960158054036013056
5960160596656652288,5960159875102146560
5960160596656652288,5960159909461884928
5960160596656652288,5960160493577437184
5960160596656652288,5960160527937175552
5960160596656652288,5960160562296913920
5960160596656652288,5960160631016390656
5960160596656652288,5960160665376129024
5960160905894297600,5960160699735867392
5960160905894297600,5960160837174820864
5960160905894297600,5960160871534559232
5960160905894297600,5960160940254035968
5960160905894297600,5960160974613774336
5960160905894297600,5960161008973512704
5960160905894297600,5960161043333251072
5960160905894297600,5960161077692989440
5960163104917553152,5960162898759122944
5960163104917553152,5960163036198076416
5960163104917553152,5960163070557814784
5960163104917553152,5960163139277291520
5960163104917553152,5960163173637029888
5960163104917553152,5960163207996768256
5960163104917553152,5960163242356506624
5960163104917553152,5960163276716244992
5960163860831797248,5960163414155198464
5960163860831797248,5960163448514936832
5960163860831797248,5960163792112320512
5960163860831797248,5960163826472058880
5960163860831797248,5960163895191535616
5960163860831797248,5960163929551273984
5960163860831797248,5960164032630489088
5960163860831797248,5960164066990227456
5960164479307087872,5960164410587611136
5960164479307087872,5960164444947349504
5960164479307087872,5960164513666826240
5960164479307087872,5960164548026564608
5960164479307087872,5960164582386302976
5960164479307087872,5960208322333245440
5960164479307087872,5960208425412460544
5960164479307087872,5960208459772198912
5960167399884849152,5960165922416099328
5960167399884849152,5960165956775837696
5960167399884849152,5960167365525110784
5960167399884849152,5960167434244587520
5960167399884849152,5960167468604325888
5960167399884849152,5960192276335427584
5960167399884849152,5960192310695165952
5960167399884849152,5960193788163915776
5960179425793277952,5960178807317987328
5960179425793277952,5960179253994586112
5960179425793277952,5960179288354324480
5960179425793277952,5960179322714062848
5960179425793277952,5960179357073801216
5960179425793277952,5960179391433539584
5960179425793277952,5960179460153016320
5960179425793277952,5960179563232231424
5960180456585428992,5960180250426998784
5960180456585428992,5960180284786737152
5960180456585428992,5960180387865952256
5960180456585428992,5960180422225690624
5960180456585428992,5960180490945167360
5960180456585428992,5960180525304905728
5960180456585428992,5960180868902289408
5960180456585428992,5960180903262027776
5960186332100689920,5960186194661736448
5960186332100689920,5960186297740951552
5960186332100689920,5960186366460428288
5960186332100689920,5960186400820166656
5960186332100689920,5960186435179905024
5960186332100689920,5960186469539643392
5960186332100689920,5960186503899381760
5960186332100689920,5960186950575980544
5960187362892840960,5960180765823074304
5960187362892840960,5960181143780196352
5960187362892840960,5960181178139934720
5960187362892840960,5960187294173364224
5960187362892840960,5960187328533102592
5960187362892840960,5960187397252579328
5960187362892840960,5960187706490224640
5960187362892840960,5960187740849963008
5960187706490224640,5960187362892840960
5960187706490224640,5960187397252579328
5960187706490224640,5960187431612317696
5960187706490224640,5960187637770747904
5960187706490224640,5960187672130486272
5960187706490224640,5960187740849963008
5960187706490224640,5960187775209701376
5960187706490224640,5960187809569439744
5960190661427724288,5960187981368131584
5960190661427724288,5960188084447346688
5960190661427724288,5960188118807085056
5960190661427724288,5960188840361590784
5960190661427724288,5960188874721329152
5960190661427724288,5960190592708247552
5960190661427724288,5960190627067985920
5960190661427724288,5960190695787462656
5960194544078159872,5960194440998944768
5960194544078159872,5960194475358683136
5960194544078159872,5960194509718421504
5960194544078159872,5960194578437898240
5960194544078159872,5960194612797636608
5960194544078159872,5960205745352867840
5960194544078159872,5960206192029466624
5960194544078159872,5960206226389204992
5960207841296908288,5960207394620309504
5960207841296908288,5960207428980047872
5960207841296908288,5960207772577431552
5960207841296908288,5960207806937169920
5960207841296908288,5960207875656646656
5960207841296908288,5960207910016385024
5960207841296908288,5960208013095600128
5960207841296908288,5960208047455338496
5960208253613768704,5960164960343425024
5960208253613768704,5960164994703163392
5960208253613768704,5960165029062901760
5960208253613768704,5960206432547635200
5960208253613768704,5960206466907373568
5960208253613768704,5960208184894291968
5960208253613768704,5960208219254030336
5960208253613768704,5960208287973507072
5960208425412460544,5960164444947349504
5960208425412460544,5960164479307087872
5960208425412460544,5960164513666826240
5960208425412460544,5960208322333245440
5960208425412460544,5960208356692983808
5960208425412460544,5960208391052722176
5960208425412460544,5960208459772198912
5960208425412460544,5960208562851414016
5960209215686443008,5960115207442268160
5960209215686443008,5960115310521483264
5960209215686443008,5960115344881221632
5960209215686443008,5960209146966966272
5960209215686443008,5960209181326704640
5960209215686443008,5960209250046181376
5960209215686443008,5960209284405919744
5960209215686443008,5960209318765658112
5960209250046181376,5960209078247489536
5960209250046181376,5960209112607227904
5960209250046181376,5960209146966966272
5960209250046181376,5960209181326704640
5960209250046181376,5960209215686443008
5960209250046181376,5960209284405919744
5960209250046181376,5960209318765658112
5960209250046181376,5960209456204611584
5960210418277285888,5960208631570890752
5960210418277285888,5960208665930629120
5960210418277285888,5960208769009844224
5960210418277285888,5960210315198070784
5960210418277285888,5960210349557809152
5960210418277285888,5960210383917547520
5960210418277285888,5960210452637024256
5960210418277285888,5960210486996762624
5960251272006205440,5960250584811438080
5960251272006205440,5960250619171176448
5960251272006205440,5960250653530914816
5960251272006205440,5960250825329606656
5960251272006205440,5960250859689345024
5960251272006205440,5960251203286728704
5960251272006205440,5960251237646467072
5960251272006205440,5960251306365943808
5960323393097039872,5960323186938609664
5960323393097039872,5960323221298348032
5960323393097039872,5960323324377563136
5960323393097039872,5960323358737301504
5960323393097039872,5960323427456778240
5960323393097039872,5960323461816516608
5960323393097039872,5960323805413900288
5960323393097039872,5960323839773638656
5960328375259103232,5960328306539626496
5960328375259103232,5960328340899364864
5960328375259103232,5960328409618841600
5960328375259103232,5960328443978579968
5960328375259103232,5960328547057795072
5960328375259103232,5960328581417533440
