pt,cid,lat,lon,layer
USGS-450232069525101,5526007847629881344,45.042047,-69.880639,WQP
samplePoint.137437,5526007916349358080,45.039994,-69.864121,EGAD
MEDEP_WQX-116225,5526018945825374208,45.255280,-69.727500,WQP
samplePoint.116225,5526018945825374208,45.255289,-69.727500,EGAD
samplePoint.39965,5526025955212001280,45.443567,-69.654087,EGAD
samplePoint.39966,5526027398321012736,45.438930,-69.651111,EGAD
samplePoint.39967,5526027398321012736,45.438020,-69.648877,EGAD
samplePoint.39969,5526027398321012736,45.437928,-69.647431,EGAD
samplePoint.39968,5526027432680751104,45.438551,-69.648095,EGAD
samplePoint.143186,5526027467040489472,45.441879,-69.629553,EGAD
samplePoint.146442,5526049491632783360,45.569122,-69.538953,EGAD
samplePoint.150101,5526052206052114432,45.447791,-69.604717,EGAD
samplePoint.150116,5526052206052114432,45.446320,-69.607677,EGAD
samplePoint.146441,5526052309131329536,45.449128,-69.623233,EGAD
samplePoint.153466,5526060486749061120,45.622053,-69.836038,EGAD
samplePoint.150350,5526097251669114880,45.633339,-70.244232,EGAD
samplePoint.148553,5526123021472890880,45.520165,-70.295664,EGAD
samplePoint.150558,5526126079489605632,45.467991,-70.253833,EGAD
samplePoint.150559,5526126079489605632,45.466482,-70.251749,EGAD
samplePoint.146447,5526187617781022720,45.246448,-69.962234,EGAD
samplePoint.153382,5526208302343520256,44.892086,-70.273531,EGAD
samplePoint.148562,5526219641057181696,44.858203,-70.516187,EGAD
samplePoint.150109,5526231117209796608,45.094069,-70.333208,EGAD
samplePoint.154593,5526231117209796608,45.093960,-70.334335,EGAD
samplePoint.149096,5526231151569534976,45.098921,-70.333522,EGAD
MEDEP_WQX-116226,5526262590730141696,44.989170,-70.742220,WQP
samplePoint.116226,5526262590730141696,44.989179,-70.742221,EGAD
samplePoint.154574,5526263484083339264,44.995758,-70.662094,EGAD
samplePoint.154576,5526263484083339264,44.996074,-70.662178,EGAD
samplePoint.154577,5526263484083339264,44.997006,-70.662570,EGAD
samplePoint.149094,5526263518443077632,44.985678,-70.671326,EGAD
samplePoint.151113,5526263552802816000,44.989584,-70.672503,EGAD
samplePoint.65509,5526264446156013568,44.946793,-70.656512,EGAD
OST_SHPD-NRS18_NH_10011,5526289838002667520,44.712960,-71.172700,WQP
samplePoint.154550,5526297225346416640,44.689689,-70.971093,EGAD
samplePoint.136208,5526309113815891968,44.638639,-70.586395,EGAD
samplePoint.136210,5526309113815891968,44.639007,-70.586555,EGAD
samplePoint.137097,5526309113815891968,44.638970,-70.586985,EGAD
samplePoint.137098,5526309113815891968,44.638932,-70.586960,EGAD
