assayName,sym,dir,log2fc,adjp,region
'Pick disease' vs 'normal',TAS2R14,down,-1.2,2.975e-05,
'progressive supranuclear palsy' vs 'normal',TAS2R14,down,-1.2,0.00755108,
'Pick disease' vs 'normal',PCDHGC3,down,-1.1,0.0022472,
'Pick disease' vs 'normal',SLC35B3,down,-1.5,6.76293e-05,
'Pick disease' vs 'normal',SLC35C2,down,-1.0,0.00023784,
'Pick disease' vs 'normal',VPS36,down,-1.6,8.83387e-05,
'Pick disease' vs 'normal',DESI2,up,1.6,3.23761e-06,
'Pick disease' vs 'normal',GLOD4,down,-1.1,0.00227226,
'Pick disease' vs 'normal',KMT5B,up,1.1,4.20225e-05,
'Pick disease' vs 'normal',SUV420H1,up,1.1,4.20225e-05,
'progressive supranuclear palsy' vs 'normal',CERCAM,down,-2.4,0.00979606,
'Pick disease' vs 'normal',CERCAM,down,-2.7,9.31585e-06,
'Pick disease' vs 'normal',HN1,down,-1.0,0.00123418,
'Pick disease' vs 'normal',JPT1,down,-1.0,0.00123418,
'Pick disease' vs 'normal',PCNT,down,-1.6,1.39596e-05,
'Pick disease' vs 'normal',NAGPA,down,-1.4,0.000304679,
'Pick disease' vs 'normal',TUBD1,up,1.0,0.000253842,
'Pick disease' vs 'normal',TUBE1,down,-1.7,1.38735e-05,
'Pick disease' vs 'normal',RAPGEFL1,down,-1.4,0.00556667,
'Pick disease' vs 'normal',RAB9B,down,-1.0,0.00779333,
'Pick disease' vs 'normal',PCP4,down,-1.1,0.00329168,
'Pick disease' vs 'normal',TBC1D7,down,-1.0,0.00238434,
'Pick disease' vs 'normal',BFAR,up,1.0,2.62467e-05,
'Pick disease' vs 'normal',CDK18,down,-1.2,0.00156391,
'Pick disease' vs 'normal',SLC25A37,up,1.7,0.000350479,
'Pick disease' vs 'normal',PDCD2,down,-1.0,6.34928e-05,
'Pick disease' vs 'normal',CDC40,down,-1.0,0.00631925,
'Pick disease' vs 'normal',UBR5,down,-1.0,0.000426113,
'Pick disease' vs 'normal',PDE2A,down,-1.2,0.0045052,
'Pick disease' vs 'normal',CSAD,down,-1.5,0.000101489,
'Pick disease' vs 'normal',ANAPC5,down,-1.4,7.76425e-06,
'Pick disease' vs 'normal',EVL,down,-1.2,0.00053846,
'Pick disease' vs 'normal',HACD3,up,1.0,0.00654314,
'Pick disease' vs 'normal',PDE8A,down,-1.5,5.78683e-05,
'Pick disease' vs 'normal',JKAMP,down,-1.1,0.000682645,
'Pick disease' vs 'normal',VTA1,down,-1.0,8.96349e-05,
'Pick disease' vs 'normal',RAB14,up,1.2,0.000176311,
'progressive supranuclear palsy' vs 'normal',LARP7,down,-1.6,0.00755108,
'Pick disease' vs 'normal',PCF11,down,-1.0,1.43705e-05,
'Pick disease' vs 'normal',PDHA1,down,-1.1,5.74452e-05,
'Pick disease' vs 'normal',ATP6V1H,down,-1.4,0.00121984,
'Pick disease' vs 'normal',HGNC:24955,down,-1.8,0.00205948,
'Pick disease' vs 'normal',HMP19,down,-1.8,0.00205948,
'Pick disease' vs 'normal',NSG2,down,-1.8,0.00205948,
'Pick disease' vs 'normal',DYNC2LI1,down,-1.1,0.000247891,
'Pick disease' vs 'normal',PDK3,down,-1.0,0.0088925,
'Pick disease' vs 'normal',CYB5R2,down,-1.5,0.00219054,
'Pick disease' vs 'normal',ZNF44,up,1.2,2.16527e-05,
'Pick disease' vs 'normal',HIGD1B,up,1.0,0.00160969,
'Pick disease' vs 'normal',CDK12,up,1.1,7.02605e-06,
'Pick disease' vs 'normal',RSF1,up,1.1,8.8873e-06,
'Pick disease' vs 'normal',ATP5G3,down,-1.1,6.80489e-05,
'Pick disease' vs 'normal',ATP5MC3,down,-1.1,6.80489e-05,
'Pick disease' vs 'normal',PEX1,down,-1.3,0.000156225,
'Pick disease' vs 'normal',ATP8B1,up,1.3,6.32658e-06,
'Pick disease' vs 'normal',PGF,up,1.2,1.44665e-07,
'Pick disease' vs 'normal',ATP6V1A,down,-1.1,0.00644382,
'Pick disease' vs 'normal',ATP6V1B2,down,-1.4,0.00429798,
'Pick disease' vs 'normal',SERPINI1,down,-2.3,0.00752762,
'Pick disease' vs 'normal',PIGH,down,-1.0,1.07026e-05,
'Pick disease' vs 'normal',ATP6V1E1,down,-1.4,0.000502947,
'Pick disease' vs 'normal',PKD2,down,-1.1,0.000235812,
'Pick disease' vs 'normal',PKM,down,-1.0,0.000715772,
'Pick disease' vs 'normal',PLAGL1,up,1.1,0.000904614,
'Pick disease' vs 'normal',ATP6V0B,down,-1.0,0.000748954,
'Pick disease' vs 'normal',BTBD1,down,-1.0,0.000445476,
'Pick disease' vs 'normal',NUDT9,down,-1.0,2.22135e-05,
'Pick disease' vs 'normal',TM6SF1,down,-1.0,0.00736735,
'Pick disease' vs 'normal',PLD1,down,-1.0,0.00687311,
'Pick disease' vs 'normal',TPCN1,down,-1.0,2.12018e-05,
'Pick disease' vs 'normal',ATP6V1G2,down,-2.2,0.00033173,
'Pick disease' vs 'normal',PLOD2,up,1.6,0.000992822,
'Pick disease' vs 'normal',PLXNA1,down,-1.3,0.00432806,
'Pick disease' vs 'normal',ADAM22,down,-1.6,0.00639978,
'Pick disease' vs 'normal',ATP6AP1,down,-1.1,0.000761004,
'Pick disease' vs 'normal',PMS1,down,-1.6,5.78237e-05,
'Pick disease' vs 'normal',ATP7A,up,1.2,0.00267519,
'Pick disease' vs 'normal',EXOSC10,down,-1.0,0.00884865,
'Pick disease' vs 'normal',BRWD1,down,-1.7,0.00119982,
'Pick disease' vs 'normal',GSAP,down,-1.8,2.35483e-05,
'Pick disease' vs 'normal',UBL3,down,-1.1,0.000786433,
'Pick disease' vs 'normal',SEPT4,down,-1.0,0.0095106,
'Pick disease' vs 'normal',SEPTIN4,down,-1.0,0.0095106,
'Pick disease' vs 'normal',TERF2IP,down,-1.1,0.00161484,
'Pick disease' vs 'normal',SIAE,down,-1.5,3.46839e-05,
'Pick disease' vs 'normal',DNAJC10,down,-1.0,0.00285223,
'Pick disease' vs 'normal',STAG3L1,up,1.0,0.000246598,
'Pick disease' vs 'normal',RIN2,up,1.1,0.000181649,
'Pick disease' vs 'normal',PLEKHA5,up,1.1,0.00196212,
'Pick disease' vs 'normal',TRMT13,up,2.3,0.000104778,
'Pick disease' vs 'normal',C11orf71,down,-1.0,0.000177259,
'Pick disease' vs 'normal',TMX3,down,-1.0,0.000985431,
'Pick disease' vs 'normal',ATR,down,-1.4,0.00202676,
'Pick disease' vs 'normal',PCDH18,up,1.3,0.00437099,
'Pick disease' vs 'normal',PUS7,down,-1.4,1.90051e-05,
'Pick disease' vs 'normal',RC3H2,up,1.1,2.59419e-06,
'Pick disease' vs 'normal',GNL3L,up,1.4,7.42803e-05,
'Pick disease' vs 'normal',ING3,up,1.0,0.000354728,
'Pick disease' vs 'normal',NDFIP2,down,-2.0,0.00489114,
'Pick disease' vs 'normal',VSIG10,up,1.3,2.01096e-05,
'Pick disease' vs 'normal',PPARA,up,1.0,0.000479699,
'Pick disease' vs 'normal',TMEM106B,up,2.0,7.09017e-05,
'progressive supranuclear palsy' vs 'normal',RSBN1,up,1.1,0.00755108,
'Pick disease' vs 'normal',RSBN1,up,1.4,1.55173e-08,
'Pick disease' vs 'normal',P4HTM,down,-1.5,0.000300865,
'Pick disease' vs 'normal',MED1,up,1.2,1.38735e-05,
'Pick disease' vs 'normal',EPDR1,down,-1.6,0.00364222,
'Pick disease' vs 'normal',HYDIN,up,1.0,0.00363513,
'Pick disease' vs 'normal',PPIA,down,-1.0,0.00769506,
'Pick disease' vs 'normal',MBTD1,down,-1.0,0.00307882,
'Pick disease' vs 'normal',PPIC,up,1.1,0.00861738,
'Pick disease' vs 'normal',KLHL24,up,1.1,8.7222e-05,
'Pick disease' vs 'normal',TRIT1,down,-1.4,7.42803e-05,
'Pick disease' vs 'normal',ZNF280D,up,1.1,5.06152e-05,
'Pick disease' vs 'normal',GIN1,down,-1.0,0.00157073,
'Pick disease' vs 'normal',GDAP2,up,1.6,0.000629541,
'Pick disease' vs 'normal',LRRC49,down,-1.4,0.00047006,
'progressive supranuclear palsy' vs 'normal',BIVM,down,-1.3,0.00852315,
'Pick disease' vs 'normal',BIVM,down,-1.5,7.16647e-06,
'Pick disease' vs 'normal',GON4L,up,1.5,7.14973e-06,
'Pick disease' vs 'normal',PIGG,down,-1.1,0.000693486,
'Pick disease' vs 'normal',ZCCHC2,up,1.3,0.00672552,
'Pick disease' vs 'normal',BCOR,up,1.0,0.000426839,
'Pick disease' vs 'normal',INO80D,up,2.2,1.44665e-07,
'Pick disease' vs 'normal',AUH,down,-1.3,0.000553209,
'Pick disease' vs 'normal',NSD3,up,1.1,9.44265e-06,
'Pick disease' vs 'normal',WHSC1L1,up,1.1,9.44265e-06,
'Pick disease' vs 'normal',FOCAD,down,-1.1,0.0087657,
'Pick disease' vs 'normal',CMTM6,up,1.2,0.000749688,
'Pick disease' vs 'normal',OCIAD1,up,1.0,5.25462e-07,
'Pick disease' vs 'normal',UCKL1,down,-1.4,1.51096e-05,
'Pick disease' vs 'normal',TMEM70,down,-1.3,0.000154604,
'Pick disease' vs 'normal',PRPF39,down,-1.4,0.000487798,
'Pick disease' vs 'normal',PPP1R2,up,1.3,9.23575e-06,
'Pick disease' vs 'normal',ATG16L1,up,1.1,0.000162864,
'Pick disease' vs 'normal',ZWILCH,down,-1.6,3.74132e-05,
'Pick disease' vs 'normal',SUSD4,down,-1.2,0.00146926,
'Pick disease' vs 'normal',ENOX1,down,-1.1,0.00368174,
'Pick disease' vs 'normal',ARGLU1,down,-2.2,2.44365e-06,
'progressive supranuclear palsy' vs 'normal',ARGLU1,down,-1.8,0.00897737,
'Pick disease' vs 'normal',CXorf57,down,-1.1,0.000514508,
'Pick disease' vs 'normal',RADX,down,-1.1,0.000514508,
'Pick disease' vs 'normal',ATG2B,down,-1.7,0.000497506,
'Pick disease' vs 'normal',SLC6A15,down,-1.9,0.0010595,
'Pick disease' vs 'normal',PRPF38B,up,1.4,0.00120465,
'Pick disease' vs 'normal',FANCL,down,-1.2,0.00167048,
'Pick disease' vs 'normal',CEP192,down,-1.1,8.93362e-05,
'Pick disease' vs 'normal',FIGN,up,1.6,1.03589e-06,
'Pick disease' vs 'normal',HAUS2,up,1.2,1.5446e-07,
'Pick disease' vs 'normal',SEC61A2,down,-1.5,0.000158057,
'Pick disease' vs 'normal',PPP2R1A,down,-1.0,0.000401434,
'Pick disease' vs 'normal',SLC25A36,down,-1.0,5.36025e-05,
'Pick disease' vs 'normal',SBNO1,up,1.0,7.53804e-05,
'Pick disease' vs 'normal',DCUN1D2,down,-1.0,2.74325e-05,
'Pick disease' vs 'normal',PPP2R2B,down,-1.2,0.00279441,
'Pick disease' vs 'normal',PPP2R2C,down,-1.2,0.00188141,
'Pick disease' vs 'normal',PNMA8A,down,-1.7,0.00842105,
'Pick disease' vs 'normal',PNMAL1,down,-1.7,0.00842105,
'Pick disease' vs 'normal',PANK4,down,-1.1,0.00322291,
'Pick disease' vs 'normal',UQCC1,down,-1.0,1.33931e-05,
'Pick disease' vs 'normal',PACC1,down,-1.5,0.00158982,
'Pick disease' vs 'normal',TMEM206,down,-1.5,0.00158982,
'Pick disease' vs 'normal',ASXL2,up,1.3,1.07026e-05,
'Pick disease' vs 'normal',PSPC1,down,-1.2,3.31759e-05,
'Pick disease' vs 'normal',RBM41,up,1.0,0.00318548,
'Pick disease' vs 'normal',NIPSNAP3B,down,-1.0,0.000444165,
'Pick disease' vs 'normal',SLC22A15,down,-1.1,0.0090498,
'Pick disease' vs 'normal',PRELP,up,1.6,0.00873097,
'Pick disease' vs 'normal',DHTKD1,down,-1.0,0.00027236,
'Pick disease' vs 'normal',FOXRED1,down,-1.2,7.85724e-06,
'Pick disease' vs 'normal',GOLGA2P5,up,1.0,0.000842558,
'Pick disease' vs 'normal',RNPC3,up,1.4,4.62224e-05,
'Pick disease' vs 'normal',ANKRD10,down,-1.2,0.000176253,
'Pick disease' vs 'normal',VPS50,down,-1.8,0.000147133,
'Pick disease' vs 'normal',TASP1,down,-1.0,0.000974849,
'Pick disease' vs 'normal',DOCK10,down,-1.3,0.00227093,
'Pick disease' vs 'normal',TRMT1,down,-1.4,2.60122e-05,
'Pick disease' vs 'normal',POMGNT1,down,-1.0,4.19587e-06,
'Pick disease' vs 'normal',KRBOX4,down,-1.2,0.000120934,
'Pick disease' vs 'normal',OSGEP,down,-1.1,3.45415e-05,
'progressive supranuclear palsy' vs 'normal',OSGEP,down,-1.0,0.00755108,
'Pick disease' vs 'normal',PRKAB2,down,-1.4,0.000468457,
'Pick disease' vs 'normal',ZNF692,down,-1.3,1.83643e-05,
'Pick disease' vs 'normal',PRPF40A,up,1.2,1.43705e-05,
'Pick disease' vs 'normal',DENND4C,up,1.0,0.000711878,
'Pick disease' vs 'normal',GPATCH2L,up,2.6,4.93134e-06,
'Pick disease' vs 'normal',MFN1,down,-1.0,0.000148494,
'progressive supranuclear palsy' vs 'normal',IWS1,down,-1.2,0.00755108,
'Pick disease' vs 'normal',FAR2,down,-1.1,0.000949317,
'Pick disease' vs 'normal',WDR11,up,1.1,0.00225036,
'Pick disease' vs 'normal',POLR3E,up,1.2,0.000163518,
'Pick disease' vs 'normal',SLF2,up,1.1,0.000534451,
'Pick disease' vs 'normal',N4BP2,up,1.2,0.00930458,
'Pick disease' vs 'normal',ATF7IP,up,1.0,3.84837e-06,
'Pick disease' vs 'normal',AGK,down,-1.0,0.000606979,
'Pick disease' vs 'normal',OGDHL,down,-1.2,0.00134429,
'progressive supranuclear palsy' vs 'normal',UGGT2,down,-1.2,0.00979606,
'Pick disease' vs 'normal',UGGT2,down,-1.2,5.01709e-05,
'Pick disease' vs 'normal',RCOR3,down,-1.0,0.00161486,
'Pick disease' vs 'normal',EXOC1,down,-1.3,0.000125522,
'Pick disease' vs 'normal',ZNF83,down,-1.3,0.000566847,
'Pick disease' vs 'normal',PRR11,up,1.2,1.24197e-07,
'progressive supranuclear palsy' vs 'normal',ERMARD,down,-1.2,0.00979606,
'Pick disease' vs 'normal',ERMARD,down,-1.2,9.85094e-06,
'Pick disease' vs 'normal',ZNF415,down,-1.0,0.000764179,
'Pick disease' vs 'normal',CACNA2D3,down,-2.1,0.000706268,
'Pick disease' vs 'normal',LRP2BP,down,-1.3,0.000208695,
'Pick disease' vs 'normal',UTP6,down,-1.2,2.16655e-05,
'progressive supranuclear palsy' vs 'normal',UTP6,down,-1.0,0.00979606,
'Pick disease' vs 'normal',BDP1,down,-1.8,0.000108336,
'Pick disease' vs 'normal',CISD1,down,-1.1,0.00362104,
'Pick disease' vs 'normal',BEX1,down,-1.7,0.00350202,
'Pick disease' vs 'normal',PKN2,up,1.8,9.69828e-06,
'Pick disease' vs 'normal',ACTR10,down,-1.2,9.43071e-05,
'Pick disease' vs 'normal',TMEM126B,down,-1.2,0.000156565,
'Pick disease' vs 'normal',PRKCQ,down,-1.2,0.0022349,
'Pick disease' vs 'normal',ZNF395,up,1.0,0.00204641,
'Pick disease' vs 'normal',KMT2E,up,1.0,0.000379665,
'Pick disease' vs 'normal',SLC25A40,down,-1.2,0.00273242,
'Pick disease' vs 'normal',MAPK8,down,-1.0,0.00947035,
'Pick disease' vs 'normal',MAP2K1,down,-1.4,0.00173205,
'Pick disease' vs 'normal',ATOSA,down,-1.8,0.000201336,
'Pick disease' vs 'normal',FAM214A,down,-1.8,0.000201336,
'Pick disease' vs 'normal',GPCPD1,down,-2.0,1.35984e-06,
'Pick disease' vs 'normal',CCBL2,down,-1.0,0.000743133,
'Pick disease' vs 'normal',KYAT3,down,-1.0,0.000743133,
'Pick disease' vs 'normal',BEX4,down,-1.7,1.35999e-05,
'Pick disease' vs 'normal',PARD3,up,1.3,0.00211132,
'Pick disease' vs 'normal',METTL3,down,-1.6,8.9599e-06,
'Pick disease' vs 'normal',PRMT8,down,-1.3,0.000362492,
'Pick disease' vs 'normal',HTRA1,down,-1.1,0.00199671,
'Pick disease' vs 'normal',ERO1B,down,-1.1,5.27197e-06,
'Pick disease' vs 'normal',ZC3HAV1,up,1.1,0.00939017,
'Pick disease' vs 'normal',TCEAL7,down,-1.1,0.000302592,
'Pick disease' vs 'normal',AGPAT4,down,-2.0,2.44835e-05,
'Pick disease' vs 'normal',SMARCAD1,down,-1.1,8.8157e-05,
'Pick disease' vs 'normal',CA10,down,-1.3,0.00752774,
'Pick disease' vs 'normal',SMYD2,down,-1.5,0.000826684,
'Pick disease' vs 'normal',NIT2,down,-1.2,0.000226393,
'Pick disease' vs 'normal',BBX,up,1.2,0.000455778,
'Pick disease' vs 'normal',TULP4,up,1.8,2.23967e-06,
'progressive supranuclear palsy' vs 'normal',CCNL1,down,-1.6,0.00755108,
'Pick disease' vs 'normal',CCNL1,down,-1.9,8.80482e-07,
'Pick disease' vs 'normal',CIAPIN1,down,-1.0,0.000224089,
'Pick disease' vs 'normal',ANKMY2,down,-1.3,0.00382422,
'Pick disease' vs 'normal',PITHD1,down,-1.0,0.00161429,
'Pick disease' vs 'normal',C12orf4,down,-1.0,0.00193629,
'Pick disease' vs 'normal',FERRY3,down,-1.0,0.00193629,
'Pick disease' vs 'normal',GOPC,down,-1.0,0.00328761,
'Pick disease' vs 'normal',PSMD10,down,-1.0,0.00168511,
'Pick disease' vs 'normal',ACTR3B,down,-1.3,0.00462813,
'Pick disease' vs 'normal',RALGAPA2,up,1.4,9.55538e-06,
'Pick disease' vs 'normal',DENND11,up,1.5,4.2756e-05,
'Pick disease' vs 'normal',KIAA1147,up,1.5,4.2756e-05,
'Pick disease' vs 'normal',RAB22A,down,-1.1,0.00100105,
'Pick disease' vs 'normal',RHBDD2,down,-1.1,0.00324332,
'Pick disease' vs 'normal',TBC1D24,up,1.5,0.00153947,
'Pick disease' vs 'normal',PTK2,down,-1.2,1.35999e-05,
'Pick disease' vs 'normal',PLEKHH1,down,-1.9,0.00433638,
'Pick disease' vs 'normal',USP31,up,1.0,0.00548768,
'Pick disease' vs 'normal',KIDINS220,down,-1.0,0.00595246,
'Pick disease' vs 'normal',ARHGAP31,up,1.2,0.00348169,
'Pick disease' vs 'normal',SRGAP1,up,1.4,0.000460548,
'Pick disease' vs 'normal',MIB1,up,1.9,2.58987e-05,
'Pick disease' vs 'normal',TXNDC16,down,-1.2,0.00400422,
'Pick disease' vs 'normal',STAMBPL1,down,-1.1,0.00467085,
'Pick disease' vs 'normal',IFT80,down,-1.6,0.000706268,
'Pick disease' vs 'normal',CARNS1,down,-2.1,0.00157073,
'Pick disease' vs 'normal',UNC79,down,-1.1,0.00274841,
'Pick disease' vs 'normal',KIAA1456,down,-1.0,0.00815864,
'Pick disease' vs 'normal',TRMT9B,down,-1.0,0.00815864,
'Pick disease' vs 'normal',FAM234B,down,-1.1,0.00152992,
'Pick disease' vs 'normal',KIAA1467,down,-1.1,0.00152992,
'Pick disease' vs 'normal',UVSSA,up,1.1,8.48816e-05,
'Pick disease' vs 'normal',GPAM,up,1.2,0.00142351,
'Pick disease' vs 'normal',ALS2,down,-1.1,0.000972154,
'Pick disease' vs 'normal',VAT1L,down,-1.4,0.00289926,
'Pick disease' vs 'normal',TNRC6C,down,-1.1,0.000806358,
'Pick disease' vs 'normal',DDX55,down,-1.0,4.0614e-06,
'Pick disease' vs 'normal',CPNE5,down,-1.6,0.00595938,
'Pick disease' vs 'normal',PCDHB16,up,1.6,0.00179296,
'Pick disease' vs 'normal',PPP4R4,down,-1.4,0.00550073,
'Pick disease' vs 'normal',METTL14,up,1.3,6.26554e-06,
'Pick disease' vs 'normal',WDR19,down,-1.3,7.42803e-05,
'Pick disease' vs 'normal',ANKRA2,down,-1.1,0.00206014,
'Pick disease' vs 'normal',HES4,down,-1.0,0.00547656,
'Pick disease' vs 'normal',PTPRO,down,-1.3,0.00966455,
'Pick disease' vs 'normal',PTS,down,-1.0,7.56155e-05,
'Pick disease' vs 'normal',RAD1,up,1.0,0.000569902,
'Pick disease' vs 'normal',WFDC1,down,-1.2,0.00052043,
'Pick disease' vs 'normal',ABCD4,down,-1.0,0.000610268,
'progressive supranuclear palsy' vs 'normal',CREBZF,down,-2.2,0.0079404,
'Pick disease' vs 'normal',CREBZF,down,-2.5,1.63835e-06,
'Pick disease' vs 'normal',KMT2C,up,1.2,4.71573e-06,
'progressive supranuclear palsy' vs 'normal',RBM25,down,-1.4,0.00968076,
'Pick disease' vs 'normal',RBM25,down,-1.2,2.32431e-05,
'Pick disease' vs 'normal',RAB6A,down,-1.6,1.22982e-05,
'Pick disease' vs 'normal',BCHE,down,-1.2,0.00951442,
'Pick disease' vs 'normal',ENPP5,down,-2.0,0.000709686,
'Pick disease' vs 'normal',RAP1GAP,down,-1.8,0.00220436,
'Pick disease' vs 'normal',RASA2,up,1.2,0.000390341,
'Pick disease' vs 'normal',RASGRF1,down,-2.0,0.0020014,
'Pick disease' vs 'normal',RASGRF2,down,-2.0,0.0025953,
'Pick disease' vs 'normal',HIVEP3,up,1.3,0.000510147,
'Pick disease' vs 'normal',KDM5A,up,2.3,7.63504e-07,
'Pick disease' vs 'normal',CACNG8,down,-1.1,0.00372,
'Pick disease' vs 'normal',RBBP5,up,1.1,0.00432806,
'Pick disease' vs 'normal',PLEKHA1,down,-1.3,0.0071942,
'Pick disease' vs 'normal',RXFP1,down,-2.1,0.000446568,
'Pick disease' vs 'normal',RBMS1,up,1.2,0.000124383,
'Pick disease' vs 'normal',RBP4,down,-1.1,0.0065526,
'Pick disease' vs 'normal',REL,up,1.0,0.00281701,
'Pick disease' vs 'normal',RIT2,down,-1.4,0.005196,
'Pick disease' vs 'normal',HAPLN2,down,-1.0,0.00169999,
'Pick disease' vs 'normal',SAV1,up,1.6,1.25004e-05,
'Pick disease' vs 'normal',GUF1,down,-1.3,7.09911e-05,
'progressive supranuclear palsy' vs 'normal',GUF1,down,-1.1,0.00755108,
'Pick disease' vs 'normal',TRAPPC11,down,-1.7,5.35398e-06,
'Pick disease' vs 'normal',RPS3,up,1.1,7.63504e-07,
'Pick disease' vs 'normal',BDH1,down,-1.3,0.00015453,
'Pick disease' vs 'normal',RTKN,down,-1.2,0.00533508,
'Pick disease' vs 'normal',RYR3,down,-1.1,0.00270278,
'Pick disease' vs 'normal',S100A4,up,1.4,0.00913947,
'Pick disease' vs 'normal',SC5D,down,-1.1,0.00108106,
'Pick disease' vs 'normal',SCML1,down,-1.7,1.62981e-05,
'Pick disease' vs 'normal',BICD1,up,1.1,0.000308984,
'Pick disease' vs 'normal',CXCL12,up,1.4,0.00776573,
'Pick disease' vs 'normal',TSPYL2,down,-1.2,0.000467044,
'Pick disease' vs 'normal',NPAS3,up,1.6,0.000809812,
'Pick disease' vs 'normal',MCCC2,down,-1.0,0.0004562,
'Pick disease' vs 'normal',LIN7B,down,-1.0,0.000338697,
'Pick disease' vs 'normal',NECAB1,down,-2.3,0.00100521,
'Pick disease' vs 'normal',DNAJC1,up,1.3,1.04235e-06,
'Pick disease' vs 'normal',HERPUD2,up,1.1,2.04292e-05,
'Pick disease' vs 'normal',SRSF2,down,-1.6,8.06357e-06,
'progressive supranuclear palsy' vs 'normal',SRSF2,down,-1.2,0.00968076,
'Pick disease' vs 'normal',LINC00205,down,-1.4,0.00807702,
'Pick disease' vs 'normal',SRSF5,down,-2.7,2.68989e-05,
'progressive supranuclear palsy' vs 'normal',SRSF5,down,-2.3,0.0048395,
'Pick disease' vs 'normal',SRSF6,down,-2.1,1.81495e-06,
'progressive supranuclear palsy' vs 'normal',SRSF6,down,-1.6,0.00968076,
'Pick disease' vs 'normal',LMBR1,down,-1.6,7.92021e-06,
'Pick disease' vs 'normal',XPO4,down,-1.2,3.38449e-06,
'Pick disease' vs 'normal',NFKBIZ,up,1.0,0.0038314,
'Pick disease' vs 'normal',HIF3A,up,1.6,0.00459845,
'Pick disease' vs 'normal',ZNF106,up,1.2,0.000110686,
'Pick disease' vs 'normal',SGCD,up,1.0,0.00025778,
'Pick disease' vs 'normal',SCG5,down,-2.2,0.00944894,
'Pick disease' vs 'normal',CSMD1,down,-1.0,0.00672955,
'Pick disease' vs 'normal',SH3GL3,down,-1.8,0.00646376,
'Pick disease' vs 'normal',ALDH8A1,down,-1.0,2.42559e-06,
'Pick disease' vs 'normal',PDIA2,down,-1.0,7.89582e-05,
'Pick disease' vs 'normal',UNKL,up,1.0,8.06357e-06,
'progressive supranuclear palsy' vs 'normal',METTL17,down,-1.3,0.0048395,
'Pick disease' vs 'normal',METTL17,down,-1.4,1.26848e-06,
'Pick disease' vs 'normal',SMURF2,up,1.4,2.69393e-06,
'Pick disease' vs 'normal',ATPAF1,down,-1.5,0.000603171,
'Pick disease' vs 'normal',TNS3,up,1.1,0.00856211,
'Pick disease' vs 'normal',CCDC14,down,-1.6,1.28072e-05,
'Pick disease' vs 'normal',FNDC3B,up,1.1,0.00641771,
'Pick disease' vs 'normal',MICAL1,down,-1.1,0.00116063,
'Pick disease' vs 'normal',NMNAT1,up,1.0,0.000519156,
'Pick disease' vs 'normal',ARMCX5,down,-1.2,0.00135314,
'Pick disease' vs 'normal',CASD1,down,-1.6,0.00446844,
'Pick disease' vs 'normal',MRPS5,down,-1.0,1.66207e-06,
'Pick disease' vs 'normal',NDRG4,down,-2.1,0.000165426,
'Pick disease' vs 'normal',NBEAL1,up,2.0,4.20225e-05,
'Pick disease' vs 'normal',UPF3B,down,-1.1,0.00118624,
'Pick disease' vs 'normal',WNK1,up,1.4,9.40184e-06,
'Pick disease' vs 'normal',SLC5A3,up,1.7,0.000206519,
'Pick disease' vs 'normal',WNK3,up,1.0,0.00325652,
'Pick disease' vs 'normal',KIAA0895L,down,-1.5,4.82826e-06,
'Pick disease' vs 'normal',MATCAP1,down,-1.5,4.82826e-06,
'Pick disease' vs 'normal',AC027612.6,up,1.0,0.0036874,
'Pick disease' vs 'normal',AC116050.1,up,1.0,0.0036874,
'Pick disease' vs 'normal',LSP1P4,up,1.0,0.0036874,
'Pick disease' vs 'normal',PAX8-AS1,down,-1.2,0.00173205,
'Pick disease' vs 'normal',SLC14A1,up,1.8,0.00242355,
'Pick disease' vs 'normal',SLC20A1,down,-1.1,0.00286912,
'Pick disease' vs 'normal',BMPR1B,up,2.9,1.71743e-06,
'Pick disease' vs 'normal',SLIT1,down,-1.8,0.00227825,
'Pick disease' vs 'normal',HLTF,down,-1.0,0.00222382,
'Pick disease' vs 'normal',SMARCA4,up,1.0,0.000660259,
'Pick disease' vs 'normal',CAPRIN2,down,-2.3,1.71743e-06,
'progressive supranuclear palsy' vs 'normal',CAPRIN2,down,-1.7,0.00979606,
'Pick disease' vs 'normal',ZSCAN18,down,-1.3,4.2756e-05,
'Pick disease' vs 'normal',CENPBD1P1,up,1.2,3.99658e-06,
'Pick disease' vs 'normal',CENPBD2P,up,1.2,3.99658e-06,
'Pick disease' vs 'normal',MTMR9,down,-1.0,0.00166551,
'Pick disease' vs 'normal',SNCG,down,-1.2,0.000372408,
'progressive supranuclear palsy' vs 'normal',SNRNP70,down,-1.1,0.00755108,
'Pick disease' vs 'normal',SNRNP70,down,-1.6,5.96014e-05,
'Pick disease' vs 'normal',SNRPA1,up,1.3,0.0012479,
'progressive supranuclear palsy' vs 'normal',SNRPA1,up,1.1,0.00755108,
'Pick disease' vs 'normal',SOX9,up,2.1,3.00823e-05,
'Pick disease' vs 'normal',SP1,up,1.1,6.80489e-05,
'progressive supranuclear palsy' vs 'normal',DST,down,-1.4,0.0048395,
'Pick disease' vs 'normal',DST,down,-1.0,7.42803e-05,
'Pick disease' vs 'normal',SPG7,down,-1.0,1.31102e-05,
'Pick disease' vs 'normal',SPOCK1,down,-1.5,0.00848943,
'Pick disease' vs 'normal',SRD5A1,down,-1.5,0.00231365,
'Pick disease' vs 'normal',SRP54,down,-1.1,2.16002e-05,
