go,goLabel,ns,k,K,expected,fold,p,fdr,n,N
http://purl.obolibrary.org/obo/GO_1904813,ficolin-1-rich granule lumen,Cellular Component,5,108,2.4622436670687575,2.030668234371938,0.10017763474034697,0.1366525684150374,189,8290
http://purl.obolibrary.org/obo/GO_0055085,transmembrane transport,Biological Process,10,278,6.3379975874547645,1.577785390735031,0.1030114639452049,0.14015882050856523,189,8290
http://purl.obolibrary.org/obo/GO_0006974,DNA damage response,Biological Process,11,314,7.158745476477684,1.536582077983352,0.10350946132748176,0.14047712608729668,189,8290
http://purl.obolibrary.org/obo/GO_0004714,transmembrane receptor protein tyrosine kinase activity,Molecular Function,3,50,1.1399276236429432,2.631746031746032,0.10511589299785752,0.14193313470776703,189,8290
http://purl.obolibrary.org/obo/GO_0003730,mRNA 3'-UTR binding,Molecular Function,3,50,1.1399276236429432,2.631746031746032,0.10511589299785752,0.14193313470776703,189,8290
http://purl.obolibrary.org/obo/GO_0006954,inflammatory response,Biological Process,9,245,5.585645355850422,1.6112730806608357,0.10737801406703464,0.14462051514851249,189,8290
http://purl.obolibrary.org/obo/GO_0007179,transforming growth factor beta receptor signaling pathway,Biological Process,3,51,1.162726176115802,2.580143168378463,0.10990782298298854,0.14765394400744924,189,8290
http://purl.obolibrary.org/obo/GO_0045893,positive regulation of DNA-templated transcription,Biological Process,13,392,8.937032569360676,1.4546215311521433,0.11185605859479127,0.14989275358294446,189,8290
http://purl.obolibrary.org/obo/GO_0005796,Golgi lumen,Cellular Component,4,81,1.8466827503015681,2.1660461166634004,0.11314906921514672,0.15124448447853783,189,8290
http://purl.obolibrary.org/obo/GO_0032580,Golgi cisterna membrane,Cellular Component,3,52,1.185524728588661,2.530525030525031,0.11478274593699113,0.1526610520961982,189,8290
http://purl.obolibrary.org/obo/GO_0045335,phagocytic vesicle,Cellular Component,3,52,1.185524728588661,2.530525030525031,0.11478274593699113,0.1526610520961982,189,8290
http://purl.obolibrary.org/obo/GO_0005125,cytokine activity,Molecular Function,4,83,1.892279855247286,2.113852234334162,0.12081910481487407,0.16028868768457108,189,8290
http://purl.obolibrary.org/obo/GO_0005882,intermediate filament,Cellular Component,3,54,1.2311218335343788,2.4368018812463257,0.12477168934675241,0.16512074311560268,189,8290
http://purl.obolibrary.org/obo/GO_0005178,integrin binding,Molecular Function,5,117,2.6674306393244875,1.8744629855740966,0.1286034450599193,0.16948569299836513,189,8290
http://purl.obolibrary.org/obo/GO_0007010,cytoskeleton organization,Biological Process,4,85,1.9378769601930037,2.06411453470277,0.12870718039725473,0.16948569299836513,189,8290
http://purl.obolibrary.org/obo/GO_0006886,intracellular protein transport,Biological Process,5,118,2.690229191797346,1.8585777060353332,0.1319696468406906,0.17335272128209234,189,8290
http://purl.obolibrary.org/obo/GO_0005788,endoplasmic reticulum lumen,Cellular Component,9,257,5.859227985524728,1.5360385399295906,0.13277488330076392,0.17398088156651825,189,8290
http://purl.obolibrary.org/obo/GO_0005634,nucleus,Cellular Component,70,2737,62.39963811821472,1.1218013775558533,0.13365438802554147,0.17470303299653087,189,8290
http://purl.obolibrary.org/obo/GO_0031093,platelet alpha granule lumen,Cellular Component,3,56,1.2767189384800965,2.3497732426303855,0.13506281768583014,0.17525224148502838,189,8290
http://purl.obolibrary.org/obo/GO_0008013,beta-catenin binding,Molecular Function,3,56,1.2767189384800965,2.3497732426303855,0.13506281768583014,0.17525224148502838,189,8290
http://purl.obolibrary.org/obo/GO_0007411,axon guidance,Biological Process,3,56,1.2767189384800965,2.3497732426303855,0.13506281768583014,0.17525224148502838,189,8290
http://purl.obolibrary.org/obo/GO_0015630,microtubule cytoskeleton,Cellular Component,4,87,1.9834740651387213,2.016663625859028,0.13680510594902945,0.1770810617150454,189,8290
http://purl.obolibrary.org/obo/GO_0008285,negative regulation of cell population proliferation,Biological Process,7,188,4.286127864897467,1.6331757289204096,0.1378379828197725,0.17798496810708486,189,8290
http://purl.obolibrary.org/obo/GO_0008270,zinc ion binding,Molecular Function,22,756,17.235705669481302,1.2764200330337898,0.13873625074575016,0.17871110265554258,189,8290
http://purl.obolibrary.org/obo/GO_0042632,cholesterol homeostasis,Biological Process,3,57,1.2995174909529554,2.3085491506544136,0.1403154379273045,0.17987424813813493,189,8290
http://purl.obolibrary.org/obo/GO_0035579,specific granule membrane,Cellular Component,3,57,1.2995174909529554,2.3085491506544136,0.1403154379273045,0.17987424813813493,189,8290
http://purl.obolibrary.org/obo/GO_0005743,mitochondrial inner membrane,Cellular Component,8,226,5.152472858866104,1.5526525261038535,0.144527872482354,0.18482891384762576,189,8290
http://purl.obolibrary.org/obo/GO_0000976,transcription cis-regulatory region binding,Molecular Function,5,122,2.7814234016887815,1.7976407320669616,0.1458254087623933,0.18604104906856891,189,8290
http://purl.obolibrary.org/obo/GO_0006955,immune response,Biological Process,8,227,5.175271411338962,1.545812647134233,0.1470686636742965,0.1871782992218319,189,8290
http://purl.obolibrary.org/obo/GO_0071222,cellular response to lipopolysaccharide,Biological Process,4,90,2.051869722557298,1.9494415049970606,0.14932685039153665,0.1895987694708771,189,8290
http://purl.obolibrary.org/obo/GO_0006629,lipid metabolic process,Biological Process,14,453,10.327744270205066,1.355571907448287,0.15200733595847124,0.1925426255473969,189,8290
http://purl.obolibrary.org/obo/GO_0008168,methyltransferase activity,Molecular Function,4,91,2.074668275030157,1.9280190708762137,0.15359635066480737,0.19409325072132427,189,8290
http://purl.obolibrary.org/obo/GO_0004867,serine-type endopeptidase inhibitor activity,Molecular Function,3,60,1.3679131483715319,2.1931216931216935,0.15647138978081654,0.19632730981932642,189,8290
http://purl.obolibrary.org/obo/GO_0017148,negative regulation of translation,Biological Process,3,60,1.3679131483715319,2.1931216931216935,0.15647138978081654,0.19632730981932642,189,8290
http://purl.obolibrary.org/obo/GO_0044297,cell body,Cellular Component,3,60,1.3679131483715319,2.1931216931216935,0.15647138978081654,0.19632730981932642,189,8290
http://purl.obolibrary.org/obo/GO_0032259,methylation,Biological Process,4,92,2.0974668275030157,1.9070623418449506,0.15791178206759643,0.19766839543520304,189,8290
http://purl.obolibrary.org/obo/GO_0005829,cytosol,Cellular Component,67,2641,60.210977080820264,1.1127539071499692,0.16024220684017135,0.1996914026339928,189,8290
http://purl.obolibrary.org/obo/GO_0016192,vesicle-mediated transport,Biological Process,5,126,2.872617611580217,1.740572772318804,0.16027862579833632,0.1996914026339928,189,8290
http://purl.obolibrary.org/obo/GO_0046982,protein heterodimerization activity,Molecular Function,7,197,4.491314837153197,1.5585636397819138,0.1632281218114191,0.20289102991512842,189,8290
http://purl.obolibrary.org/obo/GO_0008360,regulation of cell shape,Biological Process,3,62,1.4135102533172497,2.1223758320532515,0.16754872097031945,0.20777603626156163,189,8290
http://purl.obolibrary.org/obo/GO_0016887,ATP hydrolysis activity,Molecular Function,8,236,5.380458383594692,1.4868621648282667,0.17090318496343943,0.21122285700545648,189,8290
http://purl.obolibrary.org/obo/GO_0070588,calcium ion transmembrane transport,Biological Process,4,95,2.1658624849215924,1.846839320523531,0.17112227701005966,0.21122285700545648,189,8290
http://purl.obolibrary.org/obo/GO_0009615,response to virus,Biological Process,3,63,1.4363088057901086,2.0886873267825647,0.1731719248367468,0.2132580185489567,189,8290
http://purl.obolibrary.org/obo/GO_0010468,regulation of gene expression,Biological Process,4,96,2.1886610373944513,1.8276014109347443,0.1756100025764466,0.21576101933180045,189,8290
http://purl.obolibrary.org/obo/GO_0008203,cholesterol metabolic process,Biological Process,3,64,1.4591073582629674,2.0560515873015874,0.17884819566085508,0.219233272100403,189,8290
http://purl.obolibrary.org/obo/GO_0007169,cell surface receptor protein tyrosine kinase signaling pathway,Biological Process,3,65,1.4819059107358263,2.0244200244200243,0.18457508427377645,0.22573320651413578,189,8290
http://purl.obolibrary.org/obo/GO_0034976,response to endoplasmic reticulum stress,Biological Process,3,66,1.5047044632086852,1.9937469937469936,0.19035015976246822,0.23226212154503004,189,8290
http://purl.obolibrary.org/obo/GO_0005911,cell-cell junction,Cellular Component,5,135,3.077804583835947,1.6245345874975503,0.19477384130808936,0.2371159807228914,189,8290
http://purl.obolibrary.org/obo/GO_0016323,basolateral plasma membrane,Cellular Component,6,172,3.9213510253317247,1.5300849021779255,0.19898928497091367,0.24169474795553897,189,8290
http://purl.obolibrary.org/obo/GO_0007601,visual perception,Biological Process,3,68,1.5503015681544028,1.935107376283847,0.20203525021958815,0.24427898435641113,189,8290
http://purl.obolibrary.org/obo/GO_0007160,cell-matrix adhesion,Biological Process,3,68,1.5503015681544028,1.935107376283847,0.20203525021958815,0.24427898435641113,189,8290
http://purl.obolibrary.org/obo/GO_0098609,cell-cell adhesion,Biological Process,4,102,2.325452352231604,1.7200954455856419,0.20333887564517347,0.245297691254495,189,8290
http://purl.obolibrary.org/obo/GO_0045892,negative regulation of DNA-templated transcription,Biological Process,9,287,6.543184559710495,1.375477020076323,0.20837427215139925,0.250803422589467,189,8290
http://purl.obolibrary.org/obo/GO_0012505,endomembrane system,Cellular Component,4,104,2.371049457177322,1.6870166870166872,0.21285920491370966,0.2555839898289491,189,8290
http://purl.obolibrary.org/obo/GO_1990837,sequence-specific double-stranded DNA binding,Molecular Function,6,176,4.01254523522316,1.4953102453102454,0.2133069388797996,0.2555839898289491,189,8290
http://purl.obolibrary.org/obo/GO_0045211,postsynaptic membrane,Cellular Component,4,107,2.4394451145958986,1.6397171537358453,0.22736714729862478,0.27181870193903007,189,8290
http://purl.obolibrary.org/obo/GO_0045944,positive regulation of transcription by RNA polymerase II,Biological Process,15,531,12.106031363088057,1.2390518040235554,0.22964430622508664,0.27392549531781635,189,8290
http://purl.obolibrary.org/obo/GO_0035578,azurophil granule lumen,Cellular Component,3,73,1.6642943305186972,1.802565775168515,0.23192537507443442,0.2758076238079997,189,8290
http://purl.obolibrary.org/obo/GO_0072562,blood microparticle,Cellular Component,4,108,2.4622436670687575,1.6245345874975505,0.23225905162778923,0.2758076238079997,189,8290
http://purl.obolibrary.org/obo/GO_0036064,ciliary basal body,Cellular Component,3,74,1.6870928829915561,1.778206778206778,0.2380011916781563,0.28199695762311616,189,8290
http://purl.obolibrary.org/obo/GO_0045202,synapse,Cellular Component,8,266,6.064414957780459,1.3191709432310936,0.2611983870947335,0.30879453763199605,189,8290
http://purl.obolibrary.org/obo/GO_0020037,heme binding,Molecular Function,3,79,1.8010856453558504,1.6656620454088809,0.2687485478281644,0.31701602537601653,189,8290
http://purl.obolibrary.org/obo/GO_0002250,adaptive immune response,Biological Process,5,154,3.510977080820265,1.424104995533567,0.27462134225845697,0.3232268895608388,189,8290
http://purl.obolibrary.org/obo/GO_0008201,heparin binding,Molecular Function,4,117,2.6674306393244875,1.4995703884592773,0.27731678102881296,0.32567886866959933,189,8290
http://purl.obolibrary.org/obo/GO_0005759,mitochondrial matrix,Cellular Component,7,234,5.334861278648975,1.3121240899018676,0.2854811262149804,0.3345285443752634,189,8290
http://purl.obolibrary.org/obo/GO_0005789,endoplasmic reticulum membrane,Cellular Component,16,602,13.724728588661037,1.1657789730879433,0.29736171376086623,0.34667245378249256,189,8290
http://purl.obolibrary.org/obo/GO_0051726,regulation of cell cycle,Biological Process,4,121,2.7586248492159227,1.4499978136341773,0.29779945747856973,0.34667245378249256,189,8290
http://purl.obolibrary.org/obo/GO_0004713,protein tyrosine kinase activity,Molecular Function,4,121,2.7586248492159227,1.4499978136341773,0.29779945747856973,0.34667245378249256,189,8290
http://purl.obolibrary.org/obo/GO_0046777,protein autophosphorylation,Biological Process,3,84,1.9150784077201448,1.5665154950869236,0.2999207325868209,0.3476205440875571,189,8290
http://purl.obolibrary.org/obo/GO_0008083,growth factor activity,Molecular Function,3,84,1.9150784077201448,1.5665154950869236,0.2999207325868209,0.3476205440875571,189,8290
http://purl.obolibrary.org/obo/GO_0045296,cadherin binding,Molecular Function,7,239,5.448854041013269,1.2846737951340461,0.303593985618683,0.3511130442372595,189,8290
http://purl.obolibrary.org/obo/GO_0070161,anchoring junction,Cellular Component,3,86,1.9606755126658624,1.5300849021779255,0.31245407222101085,0.35979559831510344,189,8290
http://purl.obolibrary.org/obo/GO_0030336,negative regulation of cell migration,Biological Process,3,86,1.9606755126658624,1.5300849021779255,0.31245407222101085,0.35979559831510344,189,8290
http://purl.obolibrary.org/obo/GO_0030027,lamellipodium,Cellular Component,4,124,2.8270205066344993,1.4149172213688344,0.31328414255925324,0.35997227611559984,189,8290
http://purl.obolibrary.org/obo/GO_0030246,carbohydrate binding,Molecular Function,4,127,2.895416164053076,1.3814939799191768,0.3288422829129445,0.3759773557748729,189,8290
http://purl.obolibrary.org/obo/GO_0005516,calmodulin binding,Molecular Function,4,127,2.895416164053076,1.3814939799191768,0.3288422829129445,0.3759773557748729,189,8290
http://purl.obolibrary.org/obo/GO_0003682,chromatin binding,Molecular Function,7,246,5.608443908323281,1.248118036735923,0.3293335484794939,0.3759773557748729,189,8290
http://purl.obolibrary.org/obo/GO_0031966,mitochondrial membrane,Cellular Component,3,89,2.029071170084439,1.4785090065988942,0.3312779552273391,0.3773873065973114,189,8290
http://purl.obolibrary.org/obo/GO_0016604,nuclear body,Cellular Component,5,167,3.8073582629674307,1.313246522827361,0.332703472573657,0.3782013833529605,189,8290
http://purl.obolibrary.org/obo/GO_0001228,"DNA-binding transcription activator activity, RNA polymerase II-specific",Molecular Function,5,168,3.8301568154402896,1.305429579239103,0.3372327103924166,0.3820802847410152,189,8290
http://purl.obolibrary.org/obo/GO_0007156,homophilic cell-cell adhesion,Biological Process,3,90,2.051869722557298,1.4620811287477955,0.33755213125616,0.3820802847410152,189,8290
http://purl.obolibrary.org/obo/GO_0043161,proteasome-mediated ubiquitin-dependent protein catabolic process,Biological Process,4,129,2.941013268998794,1.3600754686026004,0.33924156928049704,0.3831773139219202,189,8290
http://purl.obolibrary.org/obo/GO_0006816,calcium ion transport,Biological Process,3,91,2.074668275030157,1.4460143031571604,0.34382335104904743,0.3867104075223958,189,8290
http://purl.obolibrary.org/obo/GO_0008202,steroid metabolic process,Biological Process,3,91,2.074668275030157,1.4460143031571604,0.34382335104904743,0.3867104075223958,189,8290
http://purl.obolibrary.org/obo/GO_0005524,ATP binding,Molecular Function,25,1006,22.93534378769602,1.0900207222274816,0.3533901132234231,0.39663194142375763,189,8290
http://purl.obolibrary.org/obo/GO_0003779,actin binding,Molecular Function,6,213,4.856091676718939,1.235561517251658,0.35810907727186925,0.4010821665444936,189,8290
http://purl.obolibrary.org/obo/GO_0000977,RNA polymerase II transcription regulatory region sequence-specific DNA binding,Molecular Function,3,94,2.1430639324487335,1.3998649105032084,0.36260364732820477,0.4052628999550524,189,8290
http://purl.obolibrary.org/obo/GO_0000978,RNA polymerase II cis-regulatory region sequence-specific DNA binding,Molecular Function,6,215,4.901688781664657,1.2240679217423402,0.3662928581348701,0.4085278837059767,189,8290
http://purl.obolibrary.org/obo/GO_0043123,positive regulation of canonical NF-kappaB signal transduction,Biological Process,4,135,3.077804583835947,1.2996276699980402,0.3704840443950632,0.4123378904145892,189,8290
http://purl.obolibrary.org/obo/GO_0016301,kinase activity,Molecular Function,13,512,11.67285886610374,1.1136946097883598,0.38489648055670767,0.42748419134899474,189,8290
http://purl.obolibrary.org/obo/GO_0016787,hydrolase activity,Molecular Function,25,1023,23.32291917973462,1.0719069858854806,0.3866102753348346,0.42810785979532473,189,8290
http://purl.obolibrary.org/obo/GO_0005694,chromosome,Cellular Component,8,303,6.907961399276236,1.1580840623744915,0.38706744466456994,0.42810785979532473,189,8290
http://purl.obolibrary.org/obo/GO_0034774,secretory granule lumen,Cellular Component,3,99,2.257056694813028,1.3291646624979958,0.3937048164671565,0.4345455650633346,189,8290
http://purl.obolibrary.org/obo/GO_0007165,signal transduction,Biological Process,23,943,21.49903498190591,1.0698154600593626,0.39788705965922594,0.4382524135376981,189,8290
http://purl.obolibrary.org/obo/GO_0005912,adherens junction,Cellular Component,3,101,2.3026537997587453,1.302844570171303,0.4060436399811696,0.44539219890717985,189,8290
http://purl.obolibrary.org/obo/GO_0006417,regulation of translation,Biological Process,3,101,2.3026537997587453,1.302844570171303,0.4060436399811696,0.44539219890717985,189,8290
http://purl.obolibrary.org/obo/GO_0048511,rhythmic process,Biological Process,3,102,2.325452352231604,1.2900715841892314,0.41218620859741184,0.4511997180531339,189,8290
http://purl.obolibrary.org/obo/GO_0015031,protein transport,Biological Process,8,312,7.113148371531966,1.124677791344458,0.4185755206600455,0.45725293016662055,189,8290
http://purl.obolibrary.org/obo/GO_0046872,metal ion binding,Molecular Function,43,1819,41.470566948130276,1.0368799648623728,0.4214024890017412,0.4593245266910072,189,8290
http://purl.obolibrary.org/obo/GO_0005216,monoatomic ion channel activity,Molecular Function,4,145,3.3057901085645356,1.209998175515417,0.42226985999968286,0.4593245266910072,189,8290
http://purl.obolibrary.org/obo/GO_0006397,mRNA processing,Biological Process,7,271,6.178407720144753,1.132977996446631,0.4230620640575066,0.4593245266910072,189,8290
http://purl.obolibrary.org/obo/GO_0005741,mitochondrial outer membrane,Cellular Component,3,105,2.393848009650181,1.253212396069539,0.4304925373516648,0.465491930632288,189,8290
http://purl.obolibrary.org/obo/GO_0006869,lipid transport,Biological Process,3,105,2.393848009650181,1.253212396069539,0.4304925373516648,0.465491930632288,189,8290
http://purl.obolibrary.org/obo/GO_0007268,chemical synaptic transmission,Biological Process,3,106,2.4166465621230397,1.2413896376160527,0.43655050198948725,0.4701313098348324,189,8290
http://purl.obolibrary.org/obo/GO_0006914,autophagy,Biological Process,3,106,2.4166465621230397,1.2413896376160527,0.43655050198948725,0.4701313098348324,189,8290
http://purl.obolibrary.org/obo/GO_0007267,cell-cell signaling,Biological Process,3,107,2.4394451145958986,1.229787865301884,0.4425846372209543,0.4756667212152479,189,8290
http://purl.obolibrary.org/obo/GO_0004672,protein kinase activity,Molecular Function,11,448,10.213751507840772,1.07697940287226,0.4446354572053286,0.47690738555087664,189,8290
http://purl.obolibrary.org/obo/GO_0006468,protein phosphorylation,Biological Process,5,193,4.400120627261761,1.1363324834827426,0.45058050262059784,0.4816530220786242,189,8290
http://purl.obolibrary.org/obo/GO_0000166,nucleotide binding,Molecular Function,27,1142,26.035946924004826,1.037027770828121,0.45087068608111813,0.4816530220786242,189,8290
http://purl.obolibrary.org/obo/GO_0016324,apical plasma membrane,Cellular Component,6,238,5.42605548854041,1.1057756435907697,0.46023285148100046,0.49066909216010474,189,8290
http://purl.obolibrary.org/obo/GO_0006631,fatty acid metabolic process,Biological Process,3,114,2.599034981905911,1.1542745753272068,0.484076213984802,0.5150570916798294,189,8290
http://purl.obolibrary.org/obo/GO_0007283,spermatogenesis,Biological Process,5,204,4.650904704463208,1.0750596534910262,0.4991524009027419,0.53003807840371,189,8290
http://purl.obolibrary.org/obo/GO_0005813,centrosome,Cellular Component,6,262,5.973220747889023,1.0044832182236763,0.5543176781459067,0.5863101588862468,189,8290
http://purl.obolibrary.org/obo/GO_0051301,cell division,Biological Process,5,217,4.947285886610374,1.0106551581205958,0.5543496427063573,0.5863101588862468,189,8290
http://purl.obolibrary.org/obo/GO_0005874,microtubule,Cellular Component,4,176,4.01254523522316,0.9968734968734969,0.5733471767782491,0.6051997977103741,189,8290
http://purl.obolibrary.org/obo/GO_0106310,protein serine kinase activity,Molecular Function,7,318,7.249939686369119,0.9655252737013743,0.5923822816403372,0.6240542056092265,189,8290
http://purl.obolibrary.org/obo/GO_0003700,DNA-binding transcription factor activity,Molecular Function,5,231,5.266465621230398,0.9494033303557113,0.6103189490824652,0.6416792112882836,189,8290
http://purl.obolibrary.org/obo/GO_0016491,oxidoreductase activity,Molecular Function,7,327,7.455126658624849,0.9389511835995017,0.6220305141913105,0.6527026302756946,189,8290
http://purl.obolibrary.org/obo/GO_0006357,regulation of transcription by RNA polymerase II,Biological Process,5,235,5.3576598311218335,0.9332432736688056,0.6255548120711423,0.6551085827201726,189,8290
http://purl.obolibrary.org/obo/GO_0005819,spindle,Cellular Component,3,143,3.260193003618818,0.9201909201909202,0.6377009456077313,0.6665165089652515,189,8290
http://purl.obolibrary.org/obo/GO_0005509,calcium ion binding,Molecular Function,8,387,8.82303980699638,0.9067169790684003,0.6628382636089505,0.6914312867450229,189,8290
http://purl.obolibrary.org/obo/GO_0003713,transcription coactivator activity,Molecular Function,3,150,3.41978287092883,0.8772486772486772,0.6696564789754426,0.697176608248406,189,8290
http://purl.obolibrary.org/obo/GO_0001525,angiogenesis,Biological Process,3,156,3.556574185765983,0.8435083435083436,0.6953797000071402,0.7225429695386691,189,8290
http://purl.obolibrary.org/obo/GO_0016740,transferase activity,Molecular Function,24,1142,26.035946924004826,0.9218024629583298,0.6997299883278718,0.7256459138214967,189,8290
http://purl.obolibrary.org/obo/GO_0003677,DNA binding,Molecular Function,16,778,17.7372738238842,0.9020551951143211,0.7059896618364643,0.7307130352081692,189,8290
http://purl.obolibrary.org/obo/GO_0005654,nucleoplasm,Cellular Component,42,1964,44.77635705669481,0.9379950214980765,0.7112118873632387,0.7346887846160058,189,8290
http://purl.obolibrary.org/obo/GO_0004674,protein serine/threonine kinase activity,Molecular Function,7,358,8.161881785283475,0.8576453548520587,0.7144998734485396,0.7366549082841533,189,8290
http://purl.obolibrary.org/obo/GO_0016567,protein ubiquitination,Biological Process,3,168,3.8301568154402896,0.7832577475434618,0.7422578867443768,0.7637934153733239,189,8290
http://purl.obolibrary.org/obo/GO_0008380,RNA splicing,Biological Process,4,220,5.015681544028951,0.7974987974987975,0.7441684090254435,0.7642810687288338,189,8290
http://purl.obolibrary.org/obo/GO_0006338,chromatin remodeling,Biological Process,3,170,3.8757539203860074,0.7740429505135387,0.7494904453331382,0.7682638090890742,189,8290
http://purl.obolibrary.org/obo/GO_0006281,DNA repair,Biological Process,4,223,5.084077201447527,0.7867701141243743,0.7536680709548905,0.7710604110538495,189,8290
http://purl.obolibrary.org/obo/GO_0034220,monoatomic ion transmembrane transport,Biological Process,4,239,5.448854041013269,0.7340993115051693,0.7998237192033275,0.8167105923534937,189,8290
http://purl.obolibrary.org/obo/GO_0016607,nuclear speck,Cellular Component,4,244,5.562846803377563,0.7190562928267846,0.8127424198975672,0.8283121980565245,189,8290
http://purl.obolibrary.org/obo/GO_0000981,"DNA-binding transcription factor activity, RNA polymerase II-specific",Molecular Function,4,247,5.63124246079614,0.7103228155859734,0.8201637726142639,0.8340148136172691,189,8290
http://purl.obolibrary.org/obo/GO_0003824,catalytic activity,Molecular Function,3,193,4.400120627261761,0.6817994900896456,0.8214732374726486,0.8340148136172691,189,8290
http://purl.obolibrary.org/obo/GO_0006811,monoatomic ion transport,Biological Process,6,365,8.321471652593486,0.721026310067406,0.8455287310238575,0.856802447437509,189,8290
http://purl.obolibrary.org/obo/GO_0006325,chromatin organization,Biological Process,4,263,5.996019300361882,0.6671092602651538,0.8557733334331372,0.8655350064380779,189,8290
http://purl.obolibrary.org/obo/GO_0006355,regulation of DNA-templated transcription,Biological Process,7,429,9.780579010856453,0.7157040490373824,0.8651792299586966,0.8733877615522325,189,8290
http://purl.obolibrary.org/obo/GO_0003676,nucleic acid binding,Molecular Function,5,336,7.660313630880579,0.6527147896195515,0.8870508811358782,0.8937709635687257,189,8290
http://purl.obolibrary.org/obo/GO_0007186,G protein-coupled receptor signaling pathway,Biological Process,6,396,9.028226779252112,0.6645823312489979,0.8945592153021272,0.8996323299446723,189,8290
http://purl.obolibrary.org/obo/GO_0000785,chromatin,Cellular Component,6,432,9.84897466827503,0.6092004703115814,0.9343345328967008,0.937860323586877,189,8290
http://purl.obolibrary.org/obo/GO_0003723,RNA binding,Molecular Function,17,1024,23.34571773220748,0.7281849371693122,0.9422964388527351,0.9440710084174295,189,8290
http://purl.obolibrary.org/obo/GO_0005730,nucleolus,Cellular Component,5,456,10.396139927623643,0.48094773971966953,0.9809789135811762,0.9809789135811761,189,8290
