disease,study,title,tech,pmid
http://www.ebi.ac.uk/efo/EFO_0003060,http://purl.org/okn/wobd/study/E-GEOD-48433,Microarray analysis of xenograft models in use at the Developmental Therapeutics Program of the National Cancer Institute (DTP-NCI),,24885658.0
http://www.ebi.ac.uk/efo/EFO_0003060,http://purl.org/okn/wobd/study/E-GEOD-52308,Expression data from H358,,
http://www.ebi.ac.uk/efo/EFO_0003060,http://purl.org/okn/wobd/study/E-GEOD-68086,"RNA-seq of tumor-educated platelets enables blood-based pan-cancer, multiclass and molecular pathway cancer diagnostics",,26525104.0
http://www.ebi.ac.uk/efo/EFO_0003060,http://purl.org/okn/wobd/study/E-GEOD-81089,Next Generation Sequencing (RNAseq) of non-small cell lung cancer,,27699219.0
http://www.ebi.ac.uk/efo/EFO_0003060,http://purl.org/okn/wobd/study/E-MTAB-1690,Bronchial Airway Gene Expression in Smokers with Lung or Head and Neck Cancer,,24497500.0
http://www.ebi.ac.uk/efo/EFO_0003060,http://purl.org/okn/wobd/study/E-MTAB-2706,RNA-seq of 675 commonly used human cancer cell lines,,25485619.0
http://www.ebi.ac.uk/efo/EFO_0003060,http://purl.org/okn/wobd/study/E-MTAB-2770,RNA-seq of 1019 human cancer cell lines from the Cancer Cell Line Encyclopedia,,31068700.0
http://www.ebi.ac.uk/efo/EFO_0003060,http://purl.org/okn/wobd/study/E-MTAB-3983,CGP CORE CELL LINES   RNA seq,,
http://www.ebi.ac.uk/efo/EFO_0003060,http://purl.org/okn/wobd/study/E-MTAB-5231,Gene expression analysis of lung cancer samples and healthy controls,,
http://www.ebi.ac.uk/efo/EFO_0003060,http://purl.org/okn/wobd/study/E-MTAB-6957,RNA profiling of non-small cell lung cancer,,
http://www.ebi.ac.uk/efo/EFO_0003060,http://purl.org/okn/wobd/study/E-PROT-2,Proteomic profiling of NCI60 cell lines from Cancer Cell Line Encyclopedia,,24727770.0
http://www.ebi.ac.uk/efo/EFO_0003060,http://purl.org/okn/wobd/study/E-PROT-25,Global Proteome Analysis of the NCI-60 Cell Line Panel,,23933261.0
http://www.ebi.ac.uk/efo/EFO_0003086,http://purl.org/okn/wobd/study/E-GEOD-11227,Transcription profiling of human stable end-stage renal disease patients reveals nocturnal hemodialysis improves erythropoietin responsiveness,,19092123.0
http://www.ebi.ac.uk/efo/EFO_0003094,http://purl.org/okn/wobd/study/E-MEXP-1690,Transcription profiling by array of human gangliogliomas and adjacent tissue,,18819986.0
http://www.ebi.ac.uk/efo/EFO_0003095,http://purl.org/okn/wobd/study/E-GEOD-49541,Expression data for Nonalcoholic fatty liver disease patients,,23913408.0
http://www.ebi.ac.uk/efo/EFO_0003095,http://purl.org/okn/wobd/study/E-MEXP-3734,SGLT5 KO,,
http://www.ebi.ac.uk/efo/EFO_0003095,http://purl.org/okn/wobd/study/E-MTAB-6863,"RNA-seq of hepatic biopsies taken from patients with chronic liver disease presenting with different aetiologies (HCV, FLD) and fibrosis stages.",,30046009.0
http://www.ebi.ac.uk/efo/EFO_0003095,http://purl.org/okn/wobd/study/E-MTAB-9009,RNA-seq of liver biopsies of eIF6 wild type and eIF6 heterozygous mice,,
http://www.ebi.ac.uk/efo/EFO_0003096,http://purl.org/okn/wobd/study/E-MEXP-2280,Transcription profiling of patients with four neurodegenerative disorders distinguishes tauopathies and identifies shared molecular pathways,,19714246.0
http://www.ebi.ac.uk/efo/EFO_0003096,http://purl.org/okn/wobd/study/E-PROT-58,Protein expression in the dorsolateral prefrontal complex brain samples from the University of Pennsylvania School of Medicine Brain Bank,,32284590.0
http://www.ebi.ac.uk/efo/EFO_0003104,http://purl.org/okn/wobd/study/E-GEOD-10927,"Transcription profiling of human adrenocortical carcinomas (33), adenomas (22), and normal adrenal cortex (10)",,19147773.0
http://www.ebi.ac.uk/efo/EFO_0003106,http://purl.org/okn/wobd/study/E-GEOD-19314,Sarcoidosis-specific markers from whole blood gene expression,,21852540.0
http://www.ebi.ac.uk/efo/EFO_0003110,http://purl.org/okn/wobd/study/E-TABM-577,Transcription profiling of human placenta from women presenting at term with villitis of unknown etiology,,19265171.0
http://www.ebi.ac.uk/efo/EFO_0003144,http://purl.org/okn/wobd/study/E-GEOD-1988,Transcription profiling of mouse left ventricle from male (-/-) (n=3) and (+/+) (n=4) at the age of 21M to do exercise and transcriptional analysis in male eNOS Knockout Mice,,15879487.0
http://www.ebi.ac.uk/efo/EFO_0003144,http://purl.org/okn/wobd/study/E-MTAB-8531,Transcriptomics analysis of skeletal muscle in humans with heart failure,,
http://www.ebi.ac.uk/efo/EFO_0003758,http://purl.org/okn/wobd/study/E-GEOD-30573,Transcriptomic analysis of autistic brain reveals convergent molecular pathology [high-throughput sequence data],,21614001.0
http://www.ebi.ac.uk/efo/EFO_0003767,http://purl.org/okn/wobd/study/E-GEOD-100833,"A functional genomics predictive network model identifies regulators of inflammatory bowel disease: Microarray Analysis of Human Blood and Intestinal Biopsy Samples from a Phase 2b, Double-blind, Placebo-controlled Study of Ustekinumab in Crohn's Disease",,28892060.0
http://www.ebi.ac.uk/efo/EFO_0003767,http://purl.org/okn/wobd/study/E-GEOD-4183,"Transcription profiling of human colon biopsy samples from healthy individuals and patients with colon adenomas, colorectal cancer or inflammatory bowel disease",,18776587.0
http://www.ebi.ac.uk/efo/EFO_0003767,http://purl.org/okn/wobd/study/E-GEOD-83550,A functional genomics predictive network model identifies regulators of inflammatory bowel disease: Ribo-zero RNAseq mouse distal colon DSS Colitis model of genetically engineered mice,,28892060.0
http://www.ebi.ac.uk/efo/EFO_0003767,http://purl.org/okn/wobd/study/E-MTAB-7604,RNA-sequencing of inflamed intestinal mucosa of inflammatory bowel disease patients,,
http://www.ebi.ac.uk/efo/EFO_0003778,http://purl.org/okn/wobd/study/E-MTAB-3201,GENE EXPRESSION ANALYSIS  OF SYNOVIAL BIOPSIES AND PERIPHERAL BLOOD SAMPLES FROM PSORIATIC ARTHRITIS,,
http://www.ebi.ac.uk/efo/EFO_0003778,http://purl.org/okn/wobd/study/E-MTAB-3956,Characterisation of peripheral blood mononuclear cell microRNA in Early Onset Psoriatic Arthritis,,
http://www.ebi.ac.uk/efo/EFO_0003782,http://purl.org/okn/wobd/study/E-GEOD-56808,"""Gene expression signatures in motor neuron disease fibroblasts reveal dysregulation of metabolism, hypoxia-response and RNA processing functions""",,
http://www.ebi.ac.uk/efo/EFO_0003820,http://purl.org/okn/wobd/study/E-MTAB-3983,CGP CORE CELL LINES   RNA seq,,
http://www.ebi.ac.uk/efo/EFO_0003826,http://purl.org/okn/wobd/study/E-MTAB-3983,CGP CORE CELL LINES   RNA seq,,
http://www.ebi.ac.uk/efo/EFO_0003834,http://purl.org/okn/wobd/study/E-GEOD-52471,Dominant Th1 and Minimal Th17 Skewing in Discoid Lupus Revealed by Transcriptomic Comparison with Psoriasis,,23771123.0
http://www.ebi.ac.uk/efo/EFO_0003834,http://purl.org/okn/wobd/study/E-MTAB-5542,Gene expression in cutaneous lupus erythematosus,,
http://www.ebi.ac.uk/efo/EFO_0003850,http://purl.org/okn/wobd/study/E-MTAB-2706,RNA-seq of 675 commonly used human cancer cell lines,,25485619.0
http://www.ebi.ac.uk/efo/EFO_0003855,http://purl.org/okn/wobd/study/E-MTAB-10470,Ablation of Lgr5-positive cells in intestinal polyps from ApcMin;Lgr5DTR mice,,
http://www.ebi.ac.uk/efo/EFO_0003855,http://purl.org/okn/wobd/study/E-MTAB-4007,RNA Affymetrix microarray analysis of colonic mucosal layer of Apc Min/+ mice fed or not with maslinic acid.,,23527181.0
http://www.ebi.ac.uk/efo/EFO_0003860,http://purl.org/okn/wobd/study/E-MTAB-10411,MiR-802 is a Tumor Suppressor of Early Stage Pancreatic Cancer,,
http://www.ebi.ac.uk/efo/EFO_0003865,http://purl.org/okn/wobd/study/E-GEOD-20602,Human nephrosclerosis triggers a hypoxia-related glomerulopathy.,,20019191.0
http://www.ebi.ac.uk/efo/EFO_0003872,http://purl.org/okn/wobd/study/E-GEOD-13705,The effects of dietary curcumin on colonic gene expression in TNBS-induced colitis,,18200517.0
http://www.ebi.ac.uk/efo/EFO_0003872,http://purl.org/okn/wobd/study/E-GEOD-19793,MyD88-mediated signaling prevents development of adenocarcinomas of the colon via interleukin-18,,20624890.0
http://www.ebi.ac.uk/efo/EFO_0003872,http://purl.org/okn/wobd/study/E-GEOD-20621,Immunoregulatory actions of epithelial cell PPAR g at the colonic mucosa,,20422041.0
http://www.ebi.ac.uk/efo/EFO_0003872,http://purl.org/okn/wobd/study/E-GEOD-22307,"Expression data from mouse colon tissue response to DSS induction at day 0, 2, 4 and 6",,20923862.0
http://www.ebi.ac.uk/efo/EFO_0003872,http://purl.org/okn/wobd/study/E-GEOD-23421,The immunoregulatory effect of macrophage-specific PPAR gamma deficiency on experimental inflammatory bowel disease,,21068720.0
http://www.ebi.ac.uk/efo/EFO_0003872,http://purl.org/okn/wobd/study/E-GEOD-27302,"Expression data from mouse colon tissue response to T cell transfer at week 0, 2, 4 and 6",,22179924.0
http://www.ebi.ac.uk/efo/EFO_0003872,http://purl.org/okn/wobd/study/E-GEOD-32697,Thrombospondin-1 type 1 repeats in a model of inflammatory bowel disease: genetic profile and therapeutic effects,,22509329.0
http://www.ebi.ac.uk/efo/EFO_0003872,http://purl.org/okn/wobd/study/E-GEOD-34874,Expression data from murine colon tissue after exposure to 4% DSS for 6 days DSS followed by 4 days of water or 1% L-arginine,,22428068.0
http://www.ebi.ac.uk/efo/EFO_0003872,http://purl.org/okn/wobd/study/E-GEOD-36806,Chronic TNBS Colitis in the FN14 KO Mouse,,
http://www.ebi.ac.uk/efo/EFO_0003872,http://purl.org/okn/wobd/study/E-GEOD-42768,Colonic gene expression data of acute and chronic dextran sodium sulphate (DSS) colitis mice,,23894361.0
http://www.ebi.ac.uk/efo/EFO_0003872,http://purl.org/okn/wobd/study/E-GEOD-46006,"The Tight Junction Protein Claudin-2 Controls Mucosal Permeability, Immune Tolerance and Colitis in Mice",,
http://www.ebi.ac.uk/efo/EFO_0003872,http://purl.org/okn/wobd/study/E-GEOD-9293,"""Transcription profiling of rat trinitrobencenesulfonic acid (TNBS)-induced colitis model 2, 5, 7 and 14 days after TNBS treatment""",,
http://www.ebi.ac.uk/efo/EFO_0003872,http://purl.org/okn/wobd/study/E-MEXP-3098,Gene expression profiling of mouse chronic intestinal inflammation,,23442222.0
http://www.ebi.ac.uk/efo/EFO_0003872,http://purl.org/okn/wobd/study/E-MEXP-873,Transcription profiling of rats with colitis induced with trinitrobenzene sulfonate - time series,,18928539.0
http://www.ebi.ac.uk/efo/EFO_0003872,http://purl.org/okn/wobd/study/E-MEXP-874,Transcription profiling of rats with colitis induced with trinitrobenzene sulfonate with and without treatment with sulfasalazine,,
http://www.ebi.ac.uk/efo/EFO_0003872,http://purl.org/okn/wobd/study/E-MTAB-9850,Temporal transcriptomic changes during DSS colitis development and resolution.,,
http://www.ebi.ac.uk/efo/EFO_0003884,http://purl.org/okn/wobd/study/E-GEOD-37171,Expression data from uremic patients (end stage renal failure) and 20 healthy controls,,23809614.0
http://www.ebi.ac.uk/efo/EFO_0003884,http://purl.org/okn/wobd/study/E-GEOD-48944,Gene expression profiles of Chronic kidney disease,,24098934.0
http://www.ebi.ac.uk/efo/EFO_0003884,http://purl.org/okn/wobd/study/E-GEOD-66494,Development of gene expression profiles in human chronic kidney disease,,26317775.0
http://www.ebi.ac.uk/efo/EFO_0003885,http://purl.org/okn/wobd/study/E-GEOD-14895,The trait of MS: Altered transcription regulation of nuclear receptors networks operate in the pre-disease state,,20079437.0
http://www.ebi.ac.uk/efo/EFO_0003894,http://purl.org/okn/wobd/study/E-GEOD-10433,Transcription profiling of human skin from patients with acne before and 1 week after isotretinoin (13-cis retinoic acid) treatment,,18317594.0
http://www.ebi.ac.uk/efo/EFO_0003894,http://purl.org/okn/wobd/study/E-GEOD-53795,Transcription profiling of lesional and non-lesional skin from acne patients to study the role of inflammation in early acne lesions,,25153527.0
http://www.ebi.ac.uk/efo/EFO_0003894,http://purl.org/okn/wobd/study/E-GEOD-6475,Transcription profiling of human acne lesion vs. normal skin from acne and non acne patients,,16528362.0
http://www.ebi.ac.uk/efo/EFO_0003898,http://purl.org/okn/wobd/study/E-GEOD-11886,Transcription profiling of human macrophages from ankylosing spondylitis patients reveals interferon-gamma dysregulation,,18512784.0
http://www.ebi.ac.uk/efo/EFO_0003921,http://purl.org/okn/wobd/study/E-GEOD-65270,Microarray analysis from paired biopsies from ileal pouch-anal anastomosis surgery patients with ulcerative colitis and familial adenomatous polyposis,,25887922.0
http://www.ebi.ac.uk/efo/EFO_0003929,http://purl.org/okn/wobd/study/E-GEOD-66573,Defective structural RNA processing in relapsing-remitting multiple sclerosis,,25885816.0
http://www.ebi.ac.uk/efo/EFO_0004149,http://purl.org/okn/wobd/study/E-MTAB-3326,Transcriptional profiling of damaged and adjacent but intact dorsal root ganglia neurons against DRG cells from contralacteral control regions from mice with neuropathy,,
http://www.ebi.ac.uk/efo/EFO_0004192,http://purl.org/okn/wobd/study/E-GEOD-45513,Mouse Spontaneous C3H/HeJ AA Skin,,
http://www.ebi.ac.uk/efo/EFO_0004194,http://purl.org/okn/wobd/study/E-GEOD-93798,Transcriptomic and proteomic profiling reveal insights of mesangial cell function in patients with IgA Nephropathy,,28646076.0
http://www.ebi.ac.uk/efo/EFO_0004197,http://purl.org/okn/wobd/study/E-GEOD-83148,Expression data of HBV infected liver tissue,,28328162.0
http://www.ebi.ac.uk/efo/EFO_0004198,http://purl.org/okn/wobd/study/E-GEOD-44327,The hypoxia-inducible transcription factor ZNF395 is controlled by I-kappaB kinase and activates genes involved in the innate immune response and cancer,,
http://www.ebi.ac.uk/efo/EFO_0004208,http://purl.org/okn/wobd/study/E-GEOD-65127,Transcription profiling of skin from vitiligo patients and healthy volunteers reveals the WNT pathway as a target for re-pigmenting vitiligo lesions,,26322948.0
http://www.ebi.ac.uk/efo/EFO_0004211,http://purl.org/okn/wobd/study/E-GEOD-20114,Transcription profiling of blood cells from hypertriglyceridemic men treated with docosahexaenoic acid shows suppression of LDLR and OLR1 gene expression.,,21775114.0
http://www.ebi.ac.uk/efo/EFO_0004220,http://purl.org/okn/wobd/study/E-GEOD-48445,Gene expression profiling of liver biopsies from 21 chronic hepatitis C patients undergoing antiviral therapy,,24569457.0
http://www.ebi.ac.uk/efo/EFO_0004230,http://purl.org/okn/wobd/study/E-GEOD-26134,Expression data from MTDH knockdown in the Hec50co endometrial cancer cell line,,21687633.0
http://www.ebi.ac.uk/efo/EFO_0004230,http://purl.org/okn/wobd/study/E-GEOD-56026,"Gene expression in human endometrial cancer tissues and serous papillary endometrial cancer cell line, SPAC-1L, treated by STAT1-siRNA and/or IFN-gamma",,25267067.0
http://www.ebi.ac.uk/efo/EFO_0004234,http://purl.org/okn/wobd/study/E-GEOD-2457,Transcription profiling of rat penis samples from animals with diabetes-induced erectile dysfunction,,16118269.0
http://www.ebi.ac.uk/efo/EFO_0004239,http://purl.org/okn/wobd/study/E-GEOD-27555,Preactivation of the interferon signaling in liver is correlated with non-response to interferon alpha therapy in patients chronically infected with hepatitis B virus,,22239505.0
http://www.ebi.ac.uk/efo/EFO_0004239,http://purl.org/okn/wobd/study/E-GEOD-54747,An intrahepatic gene expression signature of enhanced immune activity predicts response to peginterferon and adefovir in chronic hepatitis B patients,,25533046.0
http://www.ebi.ac.uk/efo/EFO_0004239,http://purl.org/okn/wobd/study/E-GEOD-65359,Liver transcriptome profiles correlates with viral control during hepatitis B virus infection,,
http://www.ebi.ac.uk/efo/EFO_0004239,http://purl.org/okn/wobd/study/E-GEOD-66698,Liver gene expression profiles of  interferon therapy in chronic hepatitis B Patients (mRNA),,27546197.0
http://www.ebi.ac.uk/efo/EFO_0004243,http://purl.org/okn/wobd/study/E-MTAB-3983,CGP CORE CELL LINES   RNA seq,,
http://www.ebi.ac.uk/efo/EFO_0004246,http://purl.org/okn/wobd/study/E-GEOD-16797,Transcription profiling of Kawasaki disease patients who may benefit from methylprednisolone,,19680167.0
http://www.ebi.ac.uk/efo/EFO_0004246,http://purl.org/okn/wobd/study/E-MTAB-11671,RNA-Sequencing of whole blood samples from children with a range of acute febrile illnesses,,
http://www.ebi.ac.uk/efo/EFO_0004249,http://purl.org/okn/wobd/study/E-GEOD-11755,Transcription profiling of human pediatric meningococcal sepsis patients reveals dynamic changes in NK-cell and cytotoxic molecules,,
http://www.ebi.ac.uk/efo/EFO_0004249,http://purl.org/okn/wobd/study/E-MTAB-11671,RNA-Sequencing of whole blood samples from children with a range of acute febrile illnesses,,
http://www.ebi.ac.uk/efo/EFO_0004251,http://purl.org/okn/wobd/study/E-GEOD-77846,"Dnmt3a haploinsufficiency transforms Flt3-ITD myeloproliferative disease into a rapid, spontaneous, and fully-penetrant acute myeloid leukemia (Bulk RNA-Seq)",,27016502.0
http://www.ebi.ac.uk/efo/EFO_0004251,http://purl.org/okn/wobd/study/E-MTAB-6635,RNA-seq of Jak2VF LSK cells transduced with Dnmt3a-Cas9-GFP lentivirus vs. emp-Cas9-GFP controls one week and five weeks post methylcellulose plating,,
http://www.ebi.ac.uk/efo/EFO_0004251,http://purl.org/okn/wobd/study/E-MTAB-6644,RNA-seq of Jak2VF LSK cells transduced with Dnmt3a-Cas9-GFP lentivirus vs. emp-Cas9-GFP controls 8 weeks post transplantation,,
http://www.ebi.ac.uk/efo/EFO_0004252,http://purl.org/okn/wobd/study/E-GEOD-12452,Transcription profiling of human nasopharyngeal carcinoma vs control,,17119049.0
http://www.ebi.ac.uk/efo/EFO_0004252,http://purl.org/okn/wobd/study/E-MTAB-2706,RNA-seq of 675 commonly used human cancer cell lines,,25485619.0
http://www.ebi.ac.uk/efo/EFO_0004265,http://purl.org/okn/wobd/study/E-GEOD-27034,Transcription profiling by array of human peripheral blood mononuclear cells from patients with peripheral arterial disease,,22409835.0
http://www.ebi.ac.uk/efo/EFO_0004268,http://purl.org/okn/wobd/study/E-MTAB-7915,PSC-IBD mucosal biology,,
http://www.ebi.ac.uk/efo/EFO_0004288,http://purl.org/okn/wobd/study/E-GEOD-4183,"Transcription profiling of human colon biopsy samples from healthy individuals and patients with colon adenomas, colorectal cancer or inflammatory bowel disease",,18776587.0
http://www.ebi.ac.uk/efo/EFO_0004288,http://purl.org/okn/wobd/study/E-PROT-104,"Proteome Landscapes of the Human Colorectal Mucosa, and its Adenoma and Cancer",,26245529.0
http://www.ebi.ac.uk/efo/EFO_0004288,http://purl.org/okn/wobd/study/E-PROT-105,Proteome analysis of formalin-fixed paraffin-embedded colorectal adenomas reveals the heterogeneous nature of Traditional Serrated Adenoma compared to the other colorectal adenomas,,31729028.0
http://www.ebi.ac.uk/efo/EFO_0004593,http://purl.org/okn/wobd/study/E-GEOD-41095,Maternal diabetes alters transcriptional programs in the developing embryo.,,19538749.0
http://www.ebi.ac.uk/efo/EFO_0004599,http://purl.org/okn/wobd/study/E-GEOD-1563,Kidney Transplant Rejection and Tissue Injury by Gene Profiling of Biopsies and Peripheral Blood Lymphocytes,,15307835.0
http://www.ebi.ac.uk/efo/EFO_0004599,http://purl.org/okn/wobd/study/E-MEXP-3745,Gene expression in the thymus medulla in the absence and presence of acute graft-versus-host disease,,
http://www.ebi.ac.uk/efo/EFO_0004599,http://purl.org/okn/wobd/study/E-MEXP-3807,BMT_aGvHD_Intestine,,23327924.0
http://www.ebi.ac.uk/efo/EFO_0004599,http://purl.org/okn/wobd/study/E-MTAB-8255,RNA-Seq of lymph node fibroblastic reticular cells isolated from bone marrow transplant recipient mice with or without acute Graft-versus-host disease on day 7 or untransplanted control mice,,
http://www.ebi.ac.uk/efo/EFO_0004616,http://purl.org/okn/wobd/study/E-MTAB-6700,Transcription profiling of human primary bone cells exposed to Staphylococcus aureus,,
http://www.ebi.ac.uk/efo/EFO_0004616,http://purl.org/okn/wobd/study/E-MTAB-8266,RNA-seq of laser micro-dissected cartilage after surgical induction of osteoarthritis in increased ER stress mice,,
http://www.ebi.ac.uk/efo/EFO_0005044,http://purl.org/okn/wobd/study/E-GEOD-69597,Refining brucellosis diagnosis by blood transcriptional profiling,,
http://www.ebi.ac.uk/efo/EFO_0005045,http://purl.org/okn/wobd/study/E-MTAB-4902,RNA-seq of whole blood samples from human visceral leishmaniasis compared to samples from healthy uninfected controls,,27651416.0
http://www.ebi.ac.uk/efo/EFO_0005045,http://purl.org/okn/wobd/study/E-MTAB-8818,RNA-seq of blood samples from patients diagnosed with visceral leishmaniasis and asymptomatic individuals (Brazil),,
http://www.ebi.ac.uk/efo/EFO_0005046,http://purl.org/okn/wobd/study/E-GEOD-33601,Human transcriptome pattern of primary cutaneous lesions from patients with localized cutaneous leishmaniasis and mucosal leishmaniasis,,23029578.0
http://www.ebi.ac.uk/efo/EFO_0005088,http://purl.org/okn/wobd/study/E-MTAB-2706,RNA-seq of 675 commonly used human cancer cell lines,,25485619.0
http://www.ebi.ac.uk/efo/EFO_0005129,http://purl.org/okn/wobd/study/E-GEOD-17967,RMA expression data for liver samples from subjects with HCV cirrhosis with and without concomitant HCC,,19861515.0
http://www.ebi.ac.uk/efo/EFO_0005221,http://purl.org/okn/wobd/study/E-MTAB-2770,RNA-seq of 1019 human cancer cell lines from the Cancer Cell Line Encyclopedia,,31068700.0
http://www.ebi.ac.uk/efo/EFO_0005221,http://purl.org/okn/wobd/study/E-MTAB-3983,CGP CORE CELL LINES   RNA seq,,
http://www.ebi.ac.uk/efo/EFO_0005221,http://purl.org/okn/wobd/study/E-MTAB-5200,The International Cancer Genome project: Pan-Cancer Analysis of Whole Genomes (PCAWG),,
http://www.ebi.ac.uk/efo/EFO_0005221,http://purl.org/okn/wobd/study/E-MTAB-5423,The International Cancer Genome project: Pan-Cancer Analysis of Whole Genomes (PCAWG)- Alternative view by individual,,
http://www.ebi.ac.uk/efo/EFO_0005221,http://purl.org/okn/wobd/study/E-MTAB-8887,Array-based transcriptomic analysis of human hepatocarcinomas of different histological grades versus non-tumorous liver tissues,,33541355.0
http://www.ebi.ac.uk/efo/EFO_0005232,http://purl.org/okn/wobd/study/E-MTAB-2770,RNA-seq of 1019 human cancer cell lines from the Cancer Cell Line Encyclopedia,,31068700.0
http://www.ebi.ac.uk/efo/EFO_0005232,http://purl.org/okn/wobd/study/E-MTAB-3983,CGP CORE CELL LINES   RNA seq,,
http://www.ebi.ac.uk/efo/EFO_0005232,http://purl.org/okn/wobd/study/E-MTAB-5200,The International Cancer Genome project: Pan-Cancer Analysis of Whole Genomes (PCAWG),,
http://www.ebi.ac.uk/efo/EFO_0005232,http://purl.org/okn/wobd/study/E-MTAB-5423,The International Cancer Genome project: Pan-Cancer Analysis of Whole Genomes (PCAWG)- Alternative view by individual,,
http://www.ebi.ac.uk/efo/EFO_0005235,http://purl.org/okn/wobd/study/E-GEOD-35493,Pediatric rhabdoid tumors of kidney and brain show many differences in gene expression but share dysregulation of cell cycle and epigenetic effector genes,,23382118.0
http://www.ebi.ac.uk/efo/EFO_0005235,http://purl.org/okn/wobd/study/E-MTAB-2770,RNA-seq of 1019 human cancer cell lines from the Cancer Cell Line Encyclopedia,,31068700.0
http://www.ebi.ac.uk/efo/EFO_0005251,http://purl.org/okn/wobd/study/E-MIMR-541,"Transcription profiling by array of rat kidney from animals with low, normal or high blood pressure",,12624007.0
http://www.ebi.ac.uk/efo/EFO_0005288,http://purl.org/okn/wobd/study/E-MTAB-3983,CGP CORE CELL LINES   RNA seq,,
http://www.ebi.ac.uk/efo/EFO_0005288,http://purl.org/okn/wobd/study/E-MTAB-5627,"Microarray analysis of human A549 lung cancer cells treated with brefeldin A, golgicide A, monensin or vehicle control for 8 h or 20 h",,29118074.0
http://www.ebi.ac.uk/efo/EFO_0005288,http://purl.org/okn/wobd/study/E-PROT-25,Global Proteome Analysis of the NCI-60 Cell Line Panel,,23933261.0
http://www.ebi.ac.uk/efo/EFO_0005537,http://purl.org/okn/wobd/study/E-GEOD-35118,Primary TNBC tumor in the presence or absence of SHP2,,22388088.0
http://www.ebi.ac.uk/efo/EFO_0005537,http://purl.org/okn/wobd/study/E-PROT-22,Panel of 20 human breast cell lines and four clinical tumors,,25892236.0
http://www.ebi.ac.uk/efo/EFO_0005537,http://purl.org/okn/wobd/study/E-PROT-27,Systems-wide quantitative proteomic study of breast cancer tumours,,26725330.0
http://www.ebi.ac.uk/efo/EFO_0005543,http://purl.org/okn/wobd/study/E-GEOD-52127,Brain tumor initiating cell response to microglia,,
http://www.ebi.ac.uk/efo/EFO_0005543,http://purl.org/okn/wobd/study/E-MTAB-3983,CGP CORE CELL LINES   RNA seq,,
http://www.ebi.ac.uk/efo/EFO_0005561,http://purl.org/okn/wobd/study/E-MTAB-3983,CGP CORE CELL LINES   RNA seq,,
http://www.ebi.ac.uk/efo/EFO_0005567,http://purl.org/okn/wobd/study/E-MTAB-3988,Gene expression profiles in MexTAg transgenic mouse and wild type mouse asbestos-induced mesothelioma,,
http://www.ebi.ac.uk/efo/EFO_0005577,http://purl.org/okn/wobd/study/E-MTAB-7841,"RNAseq of human epithelial nasopharyngeal carcinoma cell line Detroit 562, following infection with strains of Streptococcus pneumoniae",,
http://www.ebi.ac.uk/efo/EFO_0005578,http://purl.org/okn/wobd/study/E-GEOD-26966,Transcription profiling of gonadotrope pituitary tumors identifies Growth arrest and DNA-damage-inducible gene beta (GADD45beta) as a Novel Tumor Suppressor in Pituitary Gonadotrope Tumors,,21810943.0
http://www.ebi.ac.uk/efo/EFO_0005592,http://purl.org/okn/wobd/study/E-MTAB-3983,CGP CORE CELL LINES   RNA seq,,
http://www.ebi.ac.uk/efo/EFO_0005624,http://purl.org/okn/wobd/study/E-TABM-733,"Transcription profiling of human macrophages from Crohns disease patients or healthy control individuals, either unstimulated or stimulated with heat killed E. coli;",,19652016.0
http://www.ebi.ac.uk/efo/EFO_0005631,http://purl.org/okn/wobd/study/E-MTAB-2706,RNA-seq of 675 commonly used human cancer cell lines,,25485619.0
http://www.ebi.ac.uk/efo/EFO_0005631,http://purl.org/okn/wobd/study/E-MTAB-2770,RNA-seq of 1019 human cancer cell lines from the Cancer Cell Line Encyclopedia,,31068700.0
http://www.ebi.ac.uk/efo/EFO_0005631,http://purl.org/okn/wobd/study/E-MTAB-8803,"RNA seq of rectal tumour tissue and paired healthy tissue, with EpCAM purification",,
http://www.ebi.ac.uk/efo/EFO_0005631,http://purl.org/okn/wobd/study/E-PROT-104,"Proteome Landscapes of the Human Colorectal Mucosa, and its Adenoma and Cancer",,26245529.0
http://www.ebi.ac.uk/efo/EFO_0005631,http://purl.org/okn/wobd/study/E-PROT-23,Proteomics characterization of human colon and rectal cancer,,25043054.0
http://www.ebi.ac.uk/efo/EFO_0005681,http://purl.org/okn/wobd/study/E-MTAB-11671,RNA-Sequencing of whole blood samples from children with a range of acute febrile illnesses,,
http://www.ebi.ac.uk/efo/EFO_0005699,http://purl.org/okn/wobd/study/E-MTAB-2770,RNA-seq of 1019 human cancer cell lines from the Cancer Cell Line Encyclopedia,,31068700.0
http://www.ebi.ac.uk/efo/EFO_0005701,http://purl.org/okn/wobd/study/E-MTAB-2770,RNA-seq of 1019 human cancer cell lines from the Cancer Cell Line Encyclopedia,,31068700.0
http://www.ebi.ac.uk/efo/EFO_0005708,http://purl.org/okn/wobd/study/E-MTAB-2770,RNA-seq of 1019 human cancer cell lines from the Cancer Cell Line Encyclopedia,,31068700.0
http://www.ebi.ac.uk/efo/EFO_0005708,http://purl.org/okn/wobd/study/E-PROT-2,Proteomic profiling of NCI60 cell lines from Cancer Cell Line Encyclopedia,,24727770.0
http://www.ebi.ac.uk/efo/EFO_0005854,http://purl.org/okn/wobd/study/E-GEOD-75011,Transcriptional profiling of TH2 cells identifies pathogenic features associated with asthma,,27271570.0
