disease,study,title,tech,pmid
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-779,OncomiRs like let-7 and miR-21 are deregulated in two types of benign tumors: Fibroadenoma and Fibroadenomatosis,,24104550.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-7803,"RNA-seq of H1N1 infected monocyte-derived dendritic cells (MoDC), stimulated with single-stranded oligonucleotides (ssON) and/or Poly I:C.",,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-7847,"RNA-seq of human hepatocellular carcinoma cell line Huh7 and immortalized hepatocyte cell line THLE5B treated with experimental compound AD80, Sorafenib, and vehicle for 24 hours",,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-7853,Microarray of dorsal root ganglia from control and collagen antibody-induced arthritis (CAIA) male mice,,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-7860,"RNA-seq of biopsies, crypts and organoids of inflamed and non-inflamed biopsies of ulcerative colitis patients",,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-7876,"RNA sequencing of corticospinal neurons and control callosal projection neurons purified from the cerebral cortex of adult wild-type and Sod1G86R mice, a model of amyotrophic lateral sclerosis, at four disease-relevant ages.",,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-7897,RNA-Seq of human lymph node stromal cells during the earliest phases of rheumatoid arthritis,,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-7915,PSC-IBD mucosal biology,,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-7920,RNA-seq of zebrafish sa12692 mutants against WT controls,,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-7925,"RNASeq of human mesenchymal stem cells (6 donors) with and without treatment with 1 hour of cyclic tensile strain (2.6 – 6.2% strain, 5.0 Hz).",,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-7938,RNA-Seq of GNRH1 neurons differentiated from human pluripotent stem cells,,27426041.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-7962,"Total RNAseq of human healthy control inferior turbinate and glucocorticoid-treated, NSAID-exacerbated respiratory disease (N-ERD) nasal polyp nasal brushings",,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-7979,RNA-seq of human pluripotent cells with ancient ADSL,,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-8052,Transcriptome analysis of human brain microvascular endothelial cells response to interactive DIII domain of protein E of WNV and interactive DIII domain of protein E of TBEV using RNA-seq,,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-8054,Transcriptome analysis of human brain microvascular endothelial cells response to Streptococcus pneumoniae and its antigen Adhesion lipoprotein using RNA-seq,,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-8067,RNA-seq of CK2alpha-silenced H9-c2 derived myoblasts using siRNA or doxycyclin inducible shRNA.,,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-8155,Repeated exposure and switching study of cigarette smoke and next generation tobacco product using 3D human bronchial epithelial cells,,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-8162,Monocytes from people with active or latent TB stimulated in vitro with PPD,,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-8247,mRNA-seq of MCF10A USP22 knockdown cells,,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-8249,High throughput sequencing of polyA-RNAs in HIV treated patients and healthy controls,,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-8255,RNA-Seq of lymph node fibroblastic reticular cells isolated from bone marrow transplant recipient mice with or without acute Graft-versus-host disease on day 7 or untransplanted control mice,,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-8266,RNA-seq of laser micro-dissected cartilage after surgical induction of osteoarthritis in increased ER stress mice,,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-8279,Role of Fgf10 signalling in regulation of gene expression in developing mouse cortex,,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-8299,RNAseq analysis in TNF treated HUVEC cells compared to controls,,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-8301,RNA-seq comparing transcriptome of lymphoblastic cells from FAME patients and control individuals,,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-8325,Human cortical organoids. Chronic treatment with GSK3 inhibitor CHIR99021. Bulk RNAseq.,,31607568.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-8407,Transcription profiling by array of the effect of SAH on brain cells in white matter region of mice,,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-8443,Comparison of gene expression in the brain  between Slc18b1 knockout and wild type mice,,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-8475,"Expression analysis of Pea3, Erm and Er81 overexpression in mHypoA-2/12 cell line",,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-8482,RNA Sequencing of CD169+ lymph node macrophages isolated from naïve or tumor-bearing mice,,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-8510,RNA-seq of human mesenchymal stromal cells cultured in PEG hydrogels with and without FGF-2,,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-8518,Whole-transcriptome of the liver in 15-day-old C3H/HeOuJ and CAST/EiJ mice.,,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-8527,RNA-seq analysis of astrovirus replication in human intestinal enteroids reveals multi-cellular tropism and an intricate host innate immune landscape,,31671153.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-8531,Transcriptomics analysis of skeletal muscle in humans with heart failure,,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-8536,"RNA-seq of murine mesenchymal stem cells during differentiation to osteoblasts, treated with tofacitinib or baricitinib against vehicle control",,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-8580,RNA-seq of wild-type and transformed Ink4a/Arf-/-; EGFRvIII neural stem cells in separate or co-culture conditions,,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-8631,Functional validation of a gene regulatory element as a candidate cancer driver using RNA-seq in HEK293 cells,,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-8701,Atrial Myxomas Arise From Multipotent Myxoid Cardiac Stem Cells,,32330934.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-8802,RNA sequencing of human iPSC-derived brain microvascular endothelial cells.,,31189096.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-8818,RNA-seq of blood samples from patients diagnosed with visceral leishmaniasis and asymptomatic individuals (Brazil),,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-8824,RNA-seq of whole tissue of 3 days post fertilization atp6v1e1b-deficient zebrafish larvae and wild-type controls,,25516281.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-8830,"MDMs Solvent, AA, IL6, AA+IL6",,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-8834,RNA-seq of doxycycline induced tumor and residual mouse primary mammary epithelial cells grown in 3D cell cultures against non-induced controls,,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-8872,METTL6 is a tRNA m3C methyltransferase that regulates translation and tumor cell proliferation,,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-8875,RNAseq on PBMC of three patients with Familial Hemophagocytic Lymphohistiocytosis Type 5 (FHL5) and three age and sex-matched controls,,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-8903,RNA-Seq of BEAS-2B cells treated with low doses of Ni and NiO nanoparticles as well as NiCl2 for 6 weeks,,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-8943,The effect of very-high-molecular-mass hyaluronan (vHMM-HA) on CD44-overexpressing IMR90 cells,,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-901,Pinschewer_Kallert_1210,,22323740.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-9045,Nuclear SLIC-CAGE of human cortical neurons from Cornelia de Lange Syndrome patients and control individuals,,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-9055,Affymetrix microarray of human monocyte derived macrophages following challenge with Streptococcus pneumoniae with or without pneumolysin,,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-9077,RNA-seq of small intestinal organoids treated with an inhibitor for the epigenetic modifier LSD1,,32917713.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-910,Gene expression profile of subcutaneous panniculitis-like T-cell Lymphoma,,25928531.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-9148,Transcriptomic analysis of the distal colon of wild type C57BL/6N mice and mice harboring a mutation (S839I) in Gucy2c,,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-9182,"RNAseq of small intestinal organoids from mice treated with the cytokines IFNG, IL-13 and IL-22 for 24 hours",,35559665.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-9185,RNAseq of small intestinal organoids from mice treated with the cytokines IL-13 and IL-22 for 72 hours in combination with the BMP signaling inhibitor DMH1,,35559665.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-9194,RNA-seq of definitive endoderm differentiation of human embryonic stem cells in early G1 phase of the cell cycle,,36697417.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-9255,Urinary bladder disease in rat experimental diabetes mellitus,,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-9275,Genomic features enabling control of inflammatory gene expression by antagonistic signals,,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-9362,LXR mediated-signalling protects human hair follicles against doxorubicin-induced toxicity ex vivo,,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-9372,"Bulk RNA-sequencing of FACS isolated human fetal lung, intestine, and kidney endothelial cells",,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-9397,Osteoblast primary cell lines (OBS) from Shwachman-Diamond Syndrome (SDS) patients compared to healthy donors by one color transciptome array,,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-9398,RNA-seq of neuronal compartments with perturbed mRNA degradation machinery,,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-9429,RNA-seq of mouse alveolar macrophages from control and Influenza A virus infected animals,,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-9639,RNA-seq of human embryonic stem cells H1 ESC cells and the differentiated NPC cells with FOXK1/2 and SIN3A knock down and the control condition.,,33434264.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-9641,RNA-Seq of cultivated (i) bulk human thymic epithelial cells (hTECs) (ii) cortical hTECs (iii) medullary hTECs (iv) human thymic interstitial cells (hTICs),,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-9658,Tissue-dependent transcriptional and bacterial associations in primary sclerosing cholangitis-associated inflammatory bowel disease,,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-9667,"RNA-seq of human hTERT-RPE1 and RPE1-MYCN-ER cells with treatment of EtOH (0h) or tamoxifen for 24h, 48h and 72h to activate MYCN",,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-9704,RNA-seq of H2afj-ko and isogenic WT C57/Bl6-N mouse embryonic fibroblasts in proliferation and after etoposide-induced senescence.,,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-9773,"RNA-seq of wild-type, Pbx1/Pbx2 double-knockout and pMsgn1-mut EpiSCs differentiated in vitro to pre-somitic mesoderm in the first 24 hours of differentiation.",,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-9789,RNA sequencing of unmanipulated and saline-injected skin in healthy old adults before and after oral vitamin D3 supplementation,,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-9797,"RNA-seq for wild-type and Zbtb2 knock-out clones of mESCs in 2iLIF, EpiLC and SerumLIF  conditions.",,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-9850,Temporal transcriptomic changes during DSS colitis development and resolution.,,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-9864,INSIG1 in NASH pathophysiology and in the hepatic wound-healing response,,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-9869,RNA-seq of mouse brain tissue to investigate the integrity of the blood brain barrier to trimethylamine N-oxide,,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-9874,RNA sequencing of control and GPRC5C-Overexpression (GPRC5C-OE) in human mobilized peripheral blood (mPB),,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-9933,Bulk RNA-seq of cerebral organoids investigating the role of CHD8 in cortical development,,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-9950,mRNA expression profiling of mitochondrial subunits in subjects with Parkinson’s disease,,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-MTAB-9962,Influence of SUMOylation on transcriptional signature of hIPSCs (ChiPS4) assessed by time-resolved RNA-seq in response to ML792 treatment,,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-PROT-105,Proteome analysis of formalin-fixed paraffin-embedded colorectal adenomas reveals the heterogeneous nature of Traditional Serrated Adenoma compared to the other colorectal adenomas,,31729028.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-PROT-107,Identification and validation of stage-associated serum biomarkers in colorectal cancer stages,,31502404.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-PROT-111,Branch retinal vein occlusion in a porcine model,,26086079.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-PROT-12,Deep proteomic evaluation of primary and cell line motoneuron disease models delineates major differences in neuronal characteristics,,25193168.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-PROT-137,Distinct cell type-specific protein signatures in GRN and MAPT genetic subtypes of frontotemporal dementia,,35799292.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-PROT-138,Molecular characterization of colorectal adenomas reveals POFUT1 as a candidate driver of tumor progression,,31411736.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-PROT-140,The dataset to discover ESCC related proteins,,26224564.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-PROT-141,Impact of ultrastructural left-ventricular Ca2+ release unit remodeling in hemodynamic subtypes of severe aortic stenosis,,36084744.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-PROT-142,Proteomic characterization of human hepatocellular carcinoma (HCC) tumor biopsies,,36067230.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-PROT-144,Identification of carcinogenesis and tumor progression processes in pancreatic ductal adenocarcinoma using high-throughput proteomics,,35626021.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-PROT-145,Atopic dermatitis epidermis PCT-DIA,,36108803.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-PROT-147,GENETIC SUBTYPE- AND CELL TYPE-SPECIFIC PROTEIN SIGNATURES IN FRONTOTEMPORAL DEMENTIA,,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-PROT-148,Proteomics of the dentate gyrus reveals semantic dementia specific molecular pathology,,36578035.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-PROT-149,DIA-MS analysis of 21 breast cancer tissues,,33855848.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-PROT-150,The proteome of hand eczema assessed by tape stripping,,36773646.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-PROT-151,"The muscle proteome reflects changes in mitochondrial function, cellular stress and proteolysis after 14 days of unilateral lower limb immobilization in active young men",,36048851.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-PROT-20,Comparative proteomic analysis of eleven common cell lines,,22278370.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-PROT-28,Integrative proteomic profiling of ovarian cancer cell lines,,27561551.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-PROT-29,A deep proteome and transcriptome abundance atlas of 29 healthy human tissues,,30777892.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-PROT-30,A Multiregional Proteomic Survey of the Postnatal Human Brain,,29184206.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-PROT-31,Proteomic Atlas of the human brain in Alzheimer's disease,,30735395.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-PROT-32,Proteomic signatures of brain regions affected by tau pathology in early and late stages of Alzheimer's disease,,31207390.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-PROT-33,Proteomic analysis of human anterior pituitary gland,,30571610.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-PROT-34,Allele-Specific Protein Abundance in Human Brain,,28691493.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-PROT-35,Brain ureido degenerative protein modifications in Alzheimer's disease with cerebrovascular disease,,28865468.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-PROT-36,Proteomic Investigations of Autism Brain,,31511657.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-PROT-4,"Tandem mass tag (TMT) quantification data from knee chondrocytes for 12 osteoarthritis patients, comparing disease tissue against control tissue in each individual",,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-PROT-41,"Comparative proteome stability analysis of snap frozen, RNAlater preserved, and formalin-fixed paraffin-embedded human colon mucosal biopsies",,26937473.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-PROT-42,Proteome of the Human Corpus Callosum and Anterior Temporal Lobe,,24274931.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-PROT-43,Individual variability of protein expression in human tissues,,30300549.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-PROT-44,Characterization of human pineal gland proteome,,27714013.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-PROT-45,Quantitative proteomic map of the human heart,,29133944.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-PROT-46,Characterization of proteomic changes in human heart failure,,29892068.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-PROT-48,Papillary renal cell carcinomas rewire glutathione metabolism,,31484429.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-PROT-5,HipSci project pilot submission for 18 IPS cell lines,,
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-PROT-51,Proteome analysis of the drosolateral prefrontal cortex of human brain from Adult Changes in Thought Study collection,,32284590.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-PROT-52,Protein expression in the dorsolateral prefrontal cortex of normal brain samples from the Johns Hopkins and Baltimore Coroner Aging Arm of Consensus Brain Proteomics Study,,32284590.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-PROT-53,Proteome analysis of the drosolateral prefrontal cortex of human brain from Adult Changes in Thought Study collection,,32284590.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-PROT-54,Protein expression in the dorsolateral prefrontal cortex brain samples from the Baltimore Longitudinal Study of Aging (BLSA),,32284590.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-PROT-55,Protein expression in precuneus cortex brain samples from the Baltimore Longitudinal Study of Aging (BLSA),,32284590.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-PROT-56,Protein expression in temporal cortex brain samples from the Mayo Clinic Brain Bank,,32284590.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-PROT-57,The Mount Sinai cohort of large-scale proteomic data in Alzheimer's disease,,30204156.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-PROT-58,Protein expression in the dorsolateral prefrontal complex brain samples from the University of Pennsylvania School of Medicine Brain Bank,,32284590.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-PROT-60,Quantitative variability of 342 plasma proteins in a human twin population,,25652787.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-PROT-61,Proteomic Atlas of the Human Brain in Alzheimer's Disease,,30735395.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-PROT-63,Proteomic evaluation of decellularized human umbilical artery,,32785189.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-PROT-65,Epigenetic inactivation of the autophagy-lysosomal system in the Parkinson’s disease appendix,,32151270.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-PROT-7,Cell type-resolved quantitative proteomics of mouse liver,,25470552.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-PROT-71,Label-Free Absolute Protein Quantification with Data-Independent Acquisition,,30880166.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-PROT-87,Proteomic Investigation of EVLP Tissue Lung Lobes,,30467300.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-PROT-88,Proteomics analysis of rat liver from the disulfiram treatment,,32714562.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-PROT-89,Rat testis LC-MS/MS - Integrated proteomics and metabolomics analysis of rat testis,,27585557.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-PROT-91,Vinculin-network mediated cytoskeletal remodeling regulates contractile function in the aging heart,,26084806.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-PROT-92,Myocardial proteome from obese rats with cardiac dysfunction C4PR_LIV,,31792287.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-PROT-93,Proteomic analysis of microdissected renal tubules,,32358040.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-PROT-94,Proteomic analysis of the spatiotemporal based molecular kinetics of acute spinal cord injury identifies a time- and segment-specific window for effective tissue repair,,27250205.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-PROT-95,Heterogeneity of proteome dynamics between connective tissue phases of adult tendon,,32393437.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-TABM-176,Transcription profiling of sigmoid colon mucosal biopsies from irritable bowel syndrome patients and healthy control subjects,,18237869.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-TABM-234,Transcription profiling of human testis samples from men with highly defined and homogenous testicular pathologies reveals patterns that correlate with distinct stages of spermatogenesis,,17921478.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-TABM-271,Transcription profiling of human blood cells after high protein and high carbohydrate breakfasts,,17093179.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-TABM-275,Transcription profiling of mouse male embryos treated with DMSO or 17beta-estradiol in wild type or ERalpha knock outs to assess the toxic effects of oestrogen exposure in fetal testis,,17673513.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-TABM-282,Transcription profiling of clear cell renal carcinomas and normal kidney cortical tissues,,18194544.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-TABM-297,Dm Ladybird over-expression and loss-of-function Expression Profiling,,18056427.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-TABM-426,Transcription profiling of testis from wild type mice and mice with a Sertoli-specific ablation of Dicer,,19071104.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-TABM-624,Transcription profiling of mouse primary osteoblastic cells after intermittent of continuous treatment with parathyroid hormone to investigate the role of beta-arrestin2,,19560570.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-TABM-729,Transcription profiling by array of Arabidopsis mutant for gia3,,20022976.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-TABM-733,"Transcription profiling of human macrophages from Crohns disease patients or healthy control individuals, either unstimulated or stimulated with heat killed E. coli;",,19652016.0
http://purl.obolibrary.org/obo/PATO_0000461,http://purl.org/okn/wobd/study/E-TABM-734,"Transcription profiling of human macrophages from ulcerative colitis patients or healthy control individuals, either unstimulated or stimulated with heat killed E. coli",,19652016.0
http://purl.org/okn/wobd/Disease/acquired_epilepsy,http://purl.org/okn/wobd/study/E-MTAB-1567,Transcriptional profiling of rats treated with VX-765 and Anakinra,,23938763.0
http://purl.org/okn/wobd/Disease/active_gastritis_with_low_grade_metaplasia,http://purl.org/okn/wobd/study/E-MEXP-1135,Transcription profiling of gastric tissues from mice infected with H. pylori strain SS1 for 6 or 12 months,,18831919.0
