sym,go,goLabel,ns
NRXN2,http://purl.obolibrary.org/obo/GO_0050839,cell adhesion molecule binding,Molecular Function
NRXN2,http://purl.obolibrary.org/obo/GO_0071625,vocalization behavior,Biological Process
NRXN2,http://purl.obolibrary.org/obo/GO_0097104,postsynaptic membrane assembly,Biological Process
NRXN2,http://purl.obolibrary.org/obo/GO_0097109,neuroligin family protein binding,Molecular Function
NRXN2,http://purl.obolibrary.org/obo/GO_0097116,gephyrin clustering involved in postsynaptic density assembly,Biological Process
NRXN2,http://purl.obolibrary.org/obo/GO_0097118,neuroligin clustering involved in postsynaptic membrane assembly,Biological Process
NRXN2,http://purl.obolibrary.org/obo/GO_0097119,postsynaptic density protein 95 clustering,Biological Process
NRXN2,http://purl.obolibrary.org/obo/GO_0099171,presynaptic modulation of chemical synaptic transmission,Biological Process
NRXN2,http://purl.obolibrary.org/obo/GO_0150052,regulation of postsynapse assembly,Biological Process
NSG1,http://purl.obolibrary.org/obo/GO_0001881,receptor recycling,Biological Process
NSG1,http://purl.obolibrary.org/obo/GO_0001921,positive regulation of receptor recycling,Biological Process
NSG1,http://purl.obolibrary.org/obo/GO_0005102,signaling receptor binding,Molecular Function
NSG1,http://purl.obolibrary.org/obo/GO_0005515,protein binding,Molecular Function
NSG1,http://purl.obolibrary.org/obo/GO_0005634,nucleus,Cellular Component
NSG1,http://purl.obolibrary.org/obo/GO_0005737,cytoplasm,Cellular Component
NSG1,http://purl.obolibrary.org/obo/GO_0005768,endosome,Cellular Component
NSG1,http://purl.obolibrary.org/obo/GO_0005769,early endosome,Cellular Component
NSG1,http://purl.obolibrary.org/obo/GO_0005770,late endosome,Cellular Component
NSG1,http://purl.obolibrary.org/obo/GO_0005783,endoplasmic reticulum,Cellular Component
NSG1,http://purl.obolibrary.org/obo/GO_0005789,endoplasmic reticulum membrane,Cellular Component
NSG1,http://purl.obolibrary.org/obo/GO_0005794,Golgi apparatus,Cellular Component
NSG1,http://purl.obolibrary.org/obo/GO_0006915,apoptotic process,Biological Process
NSG1,http://purl.obolibrary.org/obo/GO_0010008,endosome membrane,Cellular Component
NSG1,http://purl.obolibrary.org/obo/GO_0016020,membrane,Cellular Component
NSG1,http://purl.obolibrary.org/obo/GO_0016197,endosomal transport,Biological Process
NSG1,http://purl.obolibrary.org/obo/GO_0016328,lateral plasma membrane,Cellular Component
NSG1,http://purl.obolibrary.org/obo/GO_0030425,dendrite,Cellular Component
NSG1,http://purl.obolibrary.org/obo/GO_0030659,cytoplasmic vesicle membrane,Cellular Component
NSG1,http://purl.obolibrary.org/obo/GO_0031410,cytoplasmic vesicle,Cellular Component
NSG1,http://purl.obolibrary.org/obo/GO_0031901,early endosome membrane,Cellular Component
NSG1,http://purl.obolibrary.org/obo/GO_0031902,late endosome membrane,Cellular Component
NSG1,http://purl.obolibrary.org/obo/GO_0032051,clathrin light chain binding,Molecular Function
NSG1,http://purl.obolibrary.org/obo/GO_0032580,Golgi cisterna membrane,Cellular Component
NSG1,http://purl.obolibrary.org/obo/GO_0032585,multivesicular body membrane,Cellular Component
NSG1,http://purl.obolibrary.org/obo/GO_0032588,trans-Golgi network membrane,Cellular Component
NSG1,http://purl.obolibrary.org/obo/GO_0035255,ionotropic glutamate receptor binding,Molecular Function
NSG1,http://purl.obolibrary.org/obo/GO_0036477,somatodendritic compartment,Cellular Component
NSG1,http://purl.obolibrary.org/obo/GO_0042982,amyloid precursor protein metabolic process,Biological Process
NSG1,http://purl.obolibrary.org/obo/GO_0043202,lysosomal lumen,Cellular Component
NSG1,http://purl.obolibrary.org/obo/GO_0045211,postsynaptic membrane,Cellular Component
NSG1,http://purl.obolibrary.org/obo/GO_0048268,clathrin coat assembly,Biological Process
NSG1,http://purl.obolibrary.org/obo/GO_0055038,recycling endosome membrane,Cellular Component
NSG1,http://purl.obolibrary.org/obo/GO_0098814,spontaneous synaptic transmission,Biological Process
NSG1,http://purl.obolibrary.org/obo/GO_0098887,"neurotransmitter receptor transport, endosome to postsynaptic membrane",Biological Process
NSG1,http://purl.obolibrary.org/obo/GO_0099627,neurotransmitter receptor cycle,Biological Process
NSG1,http://purl.obolibrary.org/obo/GO_0099630,postsynaptic neurotransmitter receptor cycle,Biological Process
NSG1,http://purl.obolibrary.org/obo/GO_1900271,regulation of long-term synaptic potentiation,Biological Process
NTRK2,http://purl.obolibrary.org/obo/GO_0000166,nucleotide binding,Molecular Function
NTRK2,http://purl.obolibrary.org/obo/GO_0001764,neuron migration,Biological Process
NTRK2,http://purl.obolibrary.org/obo/GO_0002020,protease binding,Molecular Function
NTRK2,http://purl.obolibrary.org/obo/GO_0004672,protein kinase activity,Molecular Function
NTRK2,http://purl.obolibrary.org/obo/GO_0004713,protein tyrosine kinase activity,Molecular Function
NTRK2,http://purl.obolibrary.org/obo/GO_0004714,transmembrane receptor protein tyrosine kinase activity,Molecular Function
NTRK2,http://purl.obolibrary.org/obo/GO_0005030,neurotrophin receptor activity,Molecular Function
NTRK2,http://purl.obolibrary.org/obo/GO_0005515,protein binding,Molecular Function
NTRK2,http://purl.obolibrary.org/obo/GO_0005524,ATP binding,Molecular Function
NTRK2,http://purl.obolibrary.org/obo/GO_0005768,endosome,Cellular Component
NTRK2,http://purl.obolibrary.org/obo/GO_0005769,early endosome,Cellular Component
NTRK2,http://purl.obolibrary.org/obo/GO_0005829,cytosol,Cellular Component
NTRK2,http://purl.obolibrary.org/obo/GO_0005886,plasma membrane,Cellular Component
NTRK2,http://purl.obolibrary.org/obo/GO_0007169,cell surface receptor protein tyrosine kinase signaling pathway,Biological Process
NTRK2,http://purl.obolibrary.org/obo/GO_0007399,nervous system development,Biological Process
NTRK2,http://purl.obolibrary.org/obo/GO_0007612,learning,Biological Process
NTRK2,http://purl.obolibrary.org/obo/GO_0007623,circadian rhythm,Biological Process
NTRK2,http://purl.obolibrary.org/obo/GO_0008284,positive regulation of cell population proliferation,Biological Process
NTRK2,http://purl.obolibrary.org/obo/GO_0010008,endosome membrane,Cellular Component
NTRK2,http://purl.obolibrary.org/obo/GO_0010628,positive regulation of gene expression,Biological Process
NTRK2,http://purl.obolibrary.org/obo/GO_0010976,positive regulation of neuron projection development,Biological Process
NTRK2,http://purl.obolibrary.org/obo/GO_0014069,postsynaptic density,Cellular Component
NTRK2,http://purl.obolibrary.org/obo/GO_0016020,membrane,Cellular Component
NTRK2,http://purl.obolibrary.org/obo/GO_0016301,kinase activity,Molecular Function
NTRK2,http://purl.obolibrary.org/obo/GO_0016740,transferase activity,Molecular Function
NTRK2,http://purl.obolibrary.org/obo/GO_0021954,central nervous system neuron development,Biological Process
NTRK2,http://purl.obolibrary.org/obo/GO_0021987,cerebral cortex development,Biological Process
NTRK2,http://purl.obolibrary.org/obo/GO_0030154,cell differentiation,Biological Process
NTRK2,http://purl.obolibrary.org/obo/GO_0030182,neuron differentiation,Biological Process
NTRK2,http://purl.obolibrary.org/obo/GO_0030424,axon,Cellular Component
NTRK2,http://purl.obolibrary.org/obo/GO_0030425,dendrite,Cellular Component
NTRK2,http://purl.obolibrary.org/obo/GO_0031547,brain-derived neurotrophic factor receptor signaling pathway,Biological Process
NTRK2,http://purl.obolibrary.org/obo/GO_0031901,early endosome membrane,Cellular Component
NTRK2,http://purl.obolibrary.org/obo/GO_0038179,neurotrophin signaling pathway,Biological Process
NTRK2,http://purl.obolibrary.org/obo/GO_0042803,protein homodimerization activity,Molecular Function
NTRK2,http://purl.obolibrary.org/obo/GO_0043087,regulation of GTPase activity,Biological Process
NTRK2,http://purl.obolibrary.org/obo/GO_0043121,neurotrophin binding,Molecular Function
NTRK2,http://purl.obolibrary.org/obo/GO_0043195,terminal bouton,Cellular Component
NTRK2,http://purl.obolibrary.org/obo/GO_0043410,positive regulation of MAPK cascade,Biological Process
NTRK2,http://purl.obolibrary.org/obo/GO_0043524,negative regulation of neuron apoptotic process,Biological Process
NTRK2,http://purl.obolibrary.org/obo/GO_0046777,protein autophosphorylation,Biological Process
NTRK2,http://purl.obolibrary.org/obo/GO_0048403,brain-derived neurotrophic factor binding,Molecular Function
NTRK2,http://purl.obolibrary.org/obo/GO_0048471,perinuclear region of cytoplasm,Cellular Component
NTRK2,http://purl.obolibrary.org/obo/GO_0048709,oligodendrocyte differentiation,Biological Process
NTRK2,http://purl.obolibrary.org/obo/GO_0048935,peripheral nervous system neuron development,Biological Process
NTRK2,http://purl.obolibrary.org/obo/GO_0050772,positive regulation of axonogenesis,Biological Process
NTRK2,http://purl.obolibrary.org/obo/GO_0051896,regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,Biological Process
NTRK2,http://purl.obolibrary.org/obo/GO_0051897,positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction,Biological Process
NTRK2,http://purl.obolibrary.org/obo/GO_0060175,brain-derived neurotrophic factor receptor activity,Molecular Function
NTRK2,http://purl.obolibrary.org/obo/GO_0060291,long-term synaptic potentiation,Biological Process
NTRK2,http://purl.obolibrary.org/obo/GO_0099183,"trans-synaptic signaling by BDNF, modulating synaptic transmission",Biological Process
NTRK2,http://purl.obolibrary.org/obo/GO_2000811,negative regulation of anoikis,Biological Process
NUP85,http://purl.obolibrary.org/obo/GO_0000776,kinetochore,Cellular Component
NUP85,http://purl.obolibrary.org/obo/GO_0005515,protein binding,Molecular Function
NUP85,http://purl.obolibrary.org/obo/GO_0005635,nuclear envelope,Cellular Component
NUP85,http://purl.obolibrary.org/obo/GO_0005654,nucleoplasm,Cellular Component
NUP85,http://purl.obolibrary.org/obo/GO_0005737,cytoplasm,Cellular Component
NUP85,http://purl.obolibrary.org/obo/GO_0005819,spindle,Cellular Component
NUP85,http://purl.obolibrary.org/obo/GO_0005829,cytosol,Cellular Component
NUP85,http://purl.obolibrary.org/obo/GO_0006913,nucleocytoplasmic transport,Biological Process
NUP85,http://purl.obolibrary.org/obo/GO_0015031,protein transport,Biological Process
NUP85,http://purl.obolibrary.org/obo/GO_0016020,membrane,Cellular Component
NUP85,http://purl.obolibrary.org/obo/GO_0031965,nuclear membrane,Cellular Component
NUP85,http://purl.obolibrary.org/obo/GO_0051028,mRNA transport,Biological Process
NUP85,http://purl.obolibrary.org/obo/GO_0072006,nephron development,Biological Process
OPTN,http://purl.obolibrary.org/obo/GO_0000139,Golgi membrane,Cellular Component
OPTN,http://purl.obolibrary.org/obo/GO_0001920,negative regulation of receptor recycling,Biological Process
OPTN,http://purl.obolibrary.org/obo/GO_0002376,immune system process,Biological Process
OPTN,http://purl.obolibrary.org/obo/GO_0005515,protein binding,Molecular Function
OPTN,http://purl.obolibrary.org/obo/GO_0005654,nucleoplasm,Cellular Component
OPTN,http://purl.obolibrary.org/obo/GO_0005737,cytoplasm,Cellular Component
OPTN,http://purl.obolibrary.org/obo/GO_0005776,autophagosome,Cellular Component
OPTN,http://purl.obolibrary.org/obo/GO_0005794,Golgi apparatus,Cellular Component
OPTN,http://purl.obolibrary.org/obo/GO_0005802,trans-Golgi network,Cellular Component
OPTN,http://purl.obolibrary.org/obo/GO_0005829,cytosol,Cellular Component
OPTN,http://purl.obolibrary.org/obo/GO_0006914,autophagy,Biological Process
OPTN,http://purl.obolibrary.org/obo/GO_0007030,Golgi organization,Biological Process
OPTN,http://purl.obolibrary.org/obo/GO_0007165,signal transduction,Biological Process
OPTN,http://purl.obolibrary.org/obo/GO_0008219,cell death,Biological Process
OPTN,http://purl.obolibrary.org/obo/GO_0008270,zinc ion binding,Molecular Function
OPTN,http://purl.obolibrary.org/obo/GO_0010508,positive regulation of autophagy,Biological Process
OPTN,http://purl.obolibrary.org/obo/GO_0030674,protein-macromolecule adaptor activity,Molecular Function
OPTN,http://purl.obolibrary.org/obo/GO_0031410,cytoplasmic vesicle,Cellular Component
OPTN,http://purl.obolibrary.org/obo/GO_0031593,polyubiquitin modification-dependent protein binding,Molecular Function
OPTN,http://purl.obolibrary.org/obo/GO_0034067,protein localization to Golgi apparatus,Biological Process
OPTN,http://purl.obolibrary.org/obo/GO_0034620,cellular response to unfolded protein,Biological Process
OPTN,http://purl.obolibrary.org/obo/GO_0042802,identical protein binding,Molecular Function
OPTN,http://purl.obolibrary.org/obo/GO_0043001,Golgi to plasma membrane protein transport,Biological Process
OPTN,http://purl.obolibrary.org/obo/GO_0045087,innate immune response,Biological Process
OPTN,http://purl.obolibrary.org/obo/GO_0046872,metal ion binding,Molecular Function
OPTN,http://purl.obolibrary.org/obo/GO_0048471,perinuclear region of cytoplasm,Cellular Component
OPTN,http://purl.obolibrary.org/obo/GO_0050829,defense response to Gram-negative bacterium,Biological Process
OPTN,http://purl.obolibrary.org/obo/GO_0055037,recycling endosome,Cellular Component
OPTN,http://purl.obolibrary.org/obo/GO_0055038,recycling endosome membrane,Cellular Component
OPTN,http://purl.obolibrary.org/obo/GO_0061734,type 2 mitophagy,Biological Process
OPTN,http://purl.obolibrary.org/obo/GO_0070530,K63-linked polyubiquitin modification-dependent protein binding,Molecular Function
OPTN,http://purl.obolibrary.org/obo/GO_0090161,Golgi ribbon formation,Biological Process
OPTN,http://purl.obolibrary.org/obo/GO_1904417,positive regulation of xenophagy,Biological Process
OSMR,http://purl.obolibrary.org/obo/GO_0002675,positive regulation of acute inflammatory response,Biological Process
OSMR,http://purl.obolibrary.org/obo/GO_0004896,cytokine receptor activity,Molecular Function
OSMR,http://purl.obolibrary.org/obo/GO_0005515,protein binding,Molecular Function
OSMR,http://purl.obolibrary.org/obo/GO_0005886,plasma membrane,Cellular Component
OSMR,http://purl.obolibrary.org/obo/GO_0008284,positive regulation of cell population proliferation,Biological Process
OSMR,http://purl.obolibrary.org/obo/GO_0016020,membrane,Cellular Component
OSMR,http://purl.obolibrary.org/obo/GO_0016324,apical plasma membrane,Cellular Component
OSMR,http://purl.obolibrary.org/obo/GO_0019838,growth factor binding,Molecular Function
OSMR,http://purl.obolibrary.org/obo/GO_0034097,response to cytokine,Biological Process
OSMR,http://purl.obolibrary.org/obo/GO_0038165,oncostatin-M-mediated signaling pathway,Biological Process
PCCA,http://purl.obolibrary.org/obo/GO_0000166,nucleotide binding,Molecular Function
PCCA,http://purl.obolibrary.org/obo/GO_0004658,propionyl-CoA carboxylase activity,Molecular Function
PCCA,http://purl.obolibrary.org/obo/GO_0005515,protein binding,Molecular Function
PCCA,http://purl.obolibrary.org/obo/GO_0005524,ATP binding,Molecular Function
PCCA,http://purl.obolibrary.org/obo/GO_0005739,mitochondrion,Cellular Component
PCCA,http://purl.obolibrary.org/obo/GO_0005759,mitochondrial matrix,Cellular Component
PCCA,http://purl.obolibrary.org/obo/GO_0005829,cytosol,Cellular Component
PCCA,http://purl.obolibrary.org/obo/GO_0006629,lipid metabolic process,Biological Process
PCCA,http://purl.obolibrary.org/obo/GO_0006631,fatty acid metabolic process,Biological Process
PCCA,http://purl.obolibrary.org/obo/GO_0009081,branched-chain amino acid metabolic process,Biological Process
PCCA,http://purl.obolibrary.org/obo/GO_0009374,biotin binding,Molecular Function
PCCA,http://purl.obolibrary.org/obo/GO_0016042,lipid catabolic process,Biological Process
PCCA,http://purl.obolibrary.org/obo/GO_0016874,ligase activity,Molecular Function
PCCA,http://purl.obolibrary.org/obo/GO_0016885,"ligase activity, forming carbon-carbon bonds",Molecular Function
PCCA,http://purl.obolibrary.org/obo/GO_0019626,short-chain fatty acid catabolic process,Biological Process
PCCA,http://purl.obolibrary.org/obo/GO_0019899,enzyme binding,Molecular Function
PCCA,http://purl.obolibrary.org/obo/GO_0046872,metal ion binding,Molecular Function
PCCA,http://purl.obolibrary.org/obo/GO_1901290,succinyl-CoA biosynthetic process,Biological Process
PECAM1,http://purl.obolibrary.org/obo/GO_0001568,blood vessel development,Biological Process
PECAM1,http://purl.obolibrary.org/obo/GO_0001885,endothelial cell development,Biological Process
