traitLabel,entrez,sym,weight,scoreType,method
Alzheimer's disease or family history of Alzheimer's disease,22834,ZNF652,1.61,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,1139,CHRNA7,3.36,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,20,ABCA2,4.17,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,2043,EPHA4,3.24,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,1379,CR1L,3.26,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,114132,SIGLEC11,1.09,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,162979,ZNF296,1.22,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,10313,RTN3,3.36,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,114134,SLC2A13,3.4,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,1454,CSNK1E,3.19,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,10295,BCKDK,1.22,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,10930,APOBEC2,1.43,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,22930,RAB3GAP1,1.63,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,23120,ATP10B,1.23,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,162466,PHOSPHO1,1.52,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,116151,FAM210B,1.04,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,130026,ICA1L,1.2,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,10972,TMED10,3.37,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,23007,PLCH1,1.38,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,130013,ACMSD,1.96,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,10979,FERMT2,2.68,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,222642,TSPO2,2.23,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,135138,PACRG,1.05,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,221908,PPP1R35,1.25,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,222643,UNC5CL,2.53,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,22809,ATF5,1.07,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,1604,CD55,3.52,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,116159,CYYR1,1.35,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,10153,CEBPZ,1.34,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,116449,CLNK,3.74,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,10347,ABCA7,8.19,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,143241,DYDC1,1.07,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,1942,EFNA1,3.64,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,1636,ACE,7.76,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,10253,SPRY2,1.38,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,19,ABCA1,1.56,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,23261,CAMTA1,1.13,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,29990,PILRB,1.75,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,375612,LHFPL3,1.16,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,4353,MPO,1.12,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,23636,NUP62,1.03,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,23385,NCSTN,4.07,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,406944,MIR153-1,3.52,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,274,BIN1,8.35,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,3458,IFNG,3.54,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,29992,PILRA,2.1,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,3674,ITGA2B,1.13,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,257019,FRMD3,1.2,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,3123,HLA-DRB1,2.36,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,414328,IDNK,1.41,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,347731,LRRTM3,3.03,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,406989,MIR206,3.55,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,387715,ARMS2,1.23,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,4613,MYCN,1.05,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,408050,NOMO3,1.05,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,3459,IFNGR1,3.37,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,282996,RBM20,1.11,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,406949,MIR15B,3.52,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,284266,SIGLEC15,2.27,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,3184,HNRNPD,1.05,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,387694,SH2D4B,1.3,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,351,APP,3.29,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,2931,GSK3A,3.26,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,406962,MIR186,3.52,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,339105,PRSS53,1.16,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,23279,NUP160,1.02,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,338398,TAS2R60,1.86,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,4607,MYBPC3,1.43,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,23607,CD2AP,3.83,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,26289,AK5,1.67,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,3981,LIG4,1.12,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,2596,GAP43,1.17,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,3479,IGF1,3.14,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,23683,PRKD3,1.49,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,389549,FEZF1,1.06,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,3416,IDE,4.11,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,23360,FNBP4,1.29,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,4311,MME,4.0,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,27005,USP21,1.03,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,348,APOE,8.32,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,4094,MAF,1.29,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,25825,BACE2,3.34,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,2793,GNGT2,1.12,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,407024,MIR29B1,3.52,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,23621,BACE1,4.32,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,3990,LIPC,2.06,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,407021,MIR29A,3.52,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,407012,MIR24-1,3.52,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,259307,IL4I1,1.19,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,285852,TREML4,1.47,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,327,APEH,3.15,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,4248,MGAT3,3.35,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,407026,MIR29C,3.52,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,387921,NHLRC3,1.06,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,388552,BLOC1S3,1.42,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,388325,SCIMP,1.65,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,442907,MIR339,3.52,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,283777,FAM169B,1.3,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,4249,MGAT5,1.22,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,3117,HLA-DQA1,2.4,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,25791,NGEF,1.16,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,2712,GK2,1.68,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,23163,GGA3,3.58,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,25797,QPCT,1.06,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,27250,PDCD4,1.01,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,255488,RNF144B,2.0,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,284353,NKPD1,2.02,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,3119,HLA-DQB1,1.74,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,284352,PPP1R37,1.84,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,64841,GNPNAT1,2.67,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,5782,PTPN12,1.14,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,51225,ABI3,1.17,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,6540,SLC6A13,1.22,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,51471,NAT8B,3.29,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,619556,MIR455,3.52,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,5970,RELA,3.18,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,55068,ENOX1,1.49,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,5921,RASA1,1.01,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,4773,NFATC2,1.06,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,57142,RTN4,4.01,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,50809,HP1BP3,1.59,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,5654,HTRA1,1.06,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,55063,ZCWPW1,1.49,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,59338,PLEKHA1,1.66,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,5071,PARK2,1.05,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,494323,MIR361,3.52,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,5179,PENK,1.42,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,6563,SLC14A1,1.11,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,51107,APH1A,3.7,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,5300,PIN1,3.29,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,5498,PPOX,1.03,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,5096,PCCB,1.05,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,54629,FAM63B,1.82,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,5617,PRL,1.86,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,56257,MEPCE,1.4,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,55167,MSL2,2.26,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,55851,PSENEN,4.29,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,6252,RTN1,3.2,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,54664,TMEM106B,1.55,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,64231,MS4A6A,3.34,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,54210,TREM1,1.24,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,6093,ROCK1,3.26,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,4759,NEU2,2.44,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,5664,PSEN2,3.25,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,55054,ATG16L1,2.3,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,51338,MS4A4A,1.87,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,5702,PSMC3,1.67,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,5663,PSEN1,3.68,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,64759,TNS3,1.6,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,6253,RTN2,6.49,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,54778,RNF111,1.05,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,54103,GSAP,3.5,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,5652,PRSS8,1.02,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,55770,EXOC2,2.42,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,55759,WDR12,1.13,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,51314,NME8,1.06,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,57476,GRAMD1B,2.61,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,5972,REN,3.36,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,6530,SLC6A2,1.03,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,54822,TRPM7,2.87,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,5621,PRNP,3.36,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,4915,NTRK2,3.08,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,57404,CYP20A1,1.07,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,57091,CASS4,2.41,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,6539,SLC6A12,1.09,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,65065,NBEAL1,1.03,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,57583,TMEM181,1.15,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,5913,RAPSN,1.21,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,6156,RPL30,1.1,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,5336,PLCG2,3.46,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,5523,PPP2R3A,1.1,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,79746,ECHDC3,2.88,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,8678,BECN1,3.38,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,84622,ZNF594,1.23,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,94241,TP53INP1,1.88,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,9475,ROCK2,3.53,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,8672,EIF4G3,1.06,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,9790,BMS1,2.1,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,6909,TBX2,1.15,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,79090,TRAPPC6A,1.43,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,6860,SYT4,1.11,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,722,C4BPA,1.31,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,9715,FAM131B,1.29,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,6790,AURKA,1.93,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,84293,FAM213A,1.03,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,80209,PROSER1,1.06,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,9712,USP6NL,2.94,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,92104,TTC30A,1.21,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,9510,ADAMTS1,1.82,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,945,CD33,3.6,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,6688,SPI1,1.98,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,9726,ZNF646,1.04,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,6653,SORL1,7.38,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,8703,B4GALT3,1.05,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,79841,AGBL2,1.17,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,79760,GEMIN7,1.28,PIGEANCombinedScore,PIGEAN
Alzheimer's disease or family history of Alzheimer's disease,86a17dd417c10d7061c5,TTC30B,1.07,PIGEANCombinedScore,PIGEAN
