go,K
http://purl.obolibrary.org/obo/GO_1902945,2
http://purl.obolibrary.org/obo/GO_1902946,2
http://purl.obolibrary.org/obo/GO_1902950,4
http://purl.obolibrary.org/obo/GO_1902951,5
http://purl.obolibrary.org/obo/GO_1902952,3
http://purl.obolibrary.org/obo/GO_1902953,9
http://purl.obolibrary.org/obo/GO_1902954,1
http://purl.obolibrary.org/obo/GO_1902955,1
http://purl.obolibrary.org/obo/GO_1902957,1
http://purl.obolibrary.org/obo/GO_1902958,1
http://purl.obolibrary.org/obo/GO_1902966,6
http://purl.obolibrary.org/obo/GO_1902969,1
http://purl.obolibrary.org/obo/GO_1902975,1
http://purl.obolibrary.org/obo/GO_1902988,2
http://purl.obolibrary.org/obo/GO_1902990,1
http://purl.obolibrary.org/obo/GO_1902991,5
http://purl.obolibrary.org/obo/GO_1902992,3
http://purl.obolibrary.org/obo/GO_1902993,8
http://purl.obolibrary.org/obo/GO_1902995,4
http://purl.obolibrary.org/obo/GO_1902996,2
http://purl.obolibrary.org/obo/GO_1902997,1
http://purl.obolibrary.org/obo/GO_1902998,2
http://purl.obolibrary.org/obo/GO_1902999,1
http://purl.obolibrary.org/obo/GO_1903001,1
http://purl.obolibrary.org/obo/GO_1903002,1
http://purl.obolibrary.org/obo/GO_1903003,1
http://purl.obolibrary.org/obo/GO_1903006,1
http://purl.obolibrary.org/obo/GO_1903008,1
http://purl.obolibrary.org/obo/GO_1903010,2
http://purl.obolibrary.org/obo/GO_1903011,1
http://purl.obolibrary.org/obo/GO_1903019,2
http://purl.obolibrary.org/obo/GO_1903020,1
http://purl.obolibrary.org/obo/GO_1903027,2
http://purl.obolibrary.org/obo/GO_1903028,12
http://purl.obolibrary.org/obo/GO_1903037,6
http://purl.obolibrary.org/obo/GO_1903038,5
http://purl.obolibrary.org/obo/GO_1903039,3
http://purl.obolibrary.org/obo/GO_1903053,5
http://purl.obolibrary.org/obo/GO_1903054,1
http://purl.obolibrary.org/obo/GO_1903055,3
http://purl.obolibrary.org/obo/GO_1903059,1
http://purl.obolibrary.org/obo/GO_1903061,3
http://purl.obolibrary.org/obo/GO_1903064,1
http://purl.obolibrary.org/obo/GO_1903073,1
http://purl.obolibrary.org/obo/GO_1903076,9
http://purl.obolibrary.org/obo/GO_1903077,15
http://purl.obolibrary.org/obo/GO_1903078,39
http://purl.obolibrary.org/obo/GO_1903082,1
http://purl.obolibrary.org/obo/GO_1903093,1
http://purl.obolibrary.org/obo/GO_1903094,2
http://purl.obolibrary.org/obo/GO_1903100,2
http://purl.obolibrary.org/obo/GO_1903108,2
http://purl.obolibrary.org/obo/GO_1903109,2
http://purl.obolibrary.org/obo/GO_1903119,1
http://purl.obolibrary.org/obo/GO_1903122,1
http://purl.obolibrary.org/obo/GO_1903126,1
http://purl.obolibrary.org/obo/GO_1903131,3
http://purl.obolibrary.org/obo/GO_1903135,5
http://purl.obolibrary.org/obo/GO_1903136,7
http://purl.obolibrary.org/obo/GO_1903140,7
http://purl.obolibrary.org/obo/GO_1903141,2
http://purl.obolibrary.org/obo/GO_1903142,5
http://purl.obolibrary.org/obo/GO_1903146,4
http://purl.obolibrary.org/obo/GO_1903169,3
http://purl.obolibrary.org/obo/GO_1903170,1
http://purl.obolibrary.org/obo/GO_1903179,1
http://purl.obolibrary.org/obo/GO_1903181,2
http://purl.obolibrary.org/obo/GO_1903189,1
http://purl.obolibrary.org/obo/GO_1903190,1
http://purl.obolibrary.org/obo/GO_1903210,2
http://purl.obolibrary.org/obo/GO_1903225,2
http://purl.obolibrary.org/obo/GO_1903226,1
http://purl.obolibrary.org/obo/GO_1903232,10
http://purl.obolibrary.org/obo/GO_1903233,1
http://purl.obolibrary.org/obo/GO_1903235,1
http://purl.obolibrary.org/obo/GO_1903236,2
http://purl.obolibrary.org/obo/GO_1903237,1
http://purl.obolibrary.org/obo/GO_1903238,10
http://purl.obolibrary.org/obo/GO_1903241,20
http://purl.obolibrary.org/obo/GO_1903243,6
http://purl.obolibrary.org/obo/GO_1903244,3
http://purl.obolibrary.org/obo/GO_1903249,1
http://purl.obolibrary.org/obo/GO_1903251,1
http://purl.obolibrary.org/obo/GO_1903265,12
http://purl.obolibrary.org/obo/GO_1903278,3
http://purl.obolibrary.org/obo/GO_1903285,1
http://purl.obolibrary.org/obo/GO_1903286,1
http://purl.obolibrary.org/obo/GO_1903288,5
http://purl.obolibrary.org/obo/GO_1903292,1
http://purl.obolibrary.org/obo/GO_1903296,1
http://purl.obolibrary.org/obo/GO_1903298,5
http://purl.obolibrary.org/obo/GO_1903301,1
http://purl.obolibrary.org/obo/GO_1903305,1
http://purl.obolibrary.org/obo/GO_1903307,3
http://purl.obolibrary.org/obo/GO_1903311,3
http://purl.obolibrary.org/obo/GO_1903312,1
http://purl.obolibrary.org/obo/GO_1903313,1
http://purl.obolibrary.org/obo/GO_1903318,1
http://purl.obolibrary.org/obo/GO_1903319,1
http://purl.obolibrary.org/obo/GO_1903331,1
http://purl.obolibrary.org/obo/GO_1903332,1
http://purl.obolibrary.org/obo/GO_1903334,3
http://purl.obolibrary.org/obo/GO_1903347,5
http://purl.obolibrary.org/obo/GO_1903348,5
http://purl.obolibrary.org/obo/GO_1903349,1
http://purl.obolibrary.org/obo/GO_1903351,6
http://purl.obolibrary.org/obo/GO_1903352,1
http://purl.obolibrary.org/obo/GO_1903358,7
http://purl.obolibrary.org/obo/GO_1903361,1
http://purl.obolibrary.org/obo/GO_1903371,1
http://purl.obolibrary.org/obo/GO_1903373,2
http://purl.obolibrary.org/obo/GO_1903375,2
http://purl.obolibrary.org/obo/GO_1903376,3
http://purl.obolibrary.org/obo/GO_1903377,8
http://purl.obolibrary.org/obo/GO_1903378,3
http://purl.obolibrary.org/obo/GO_1903381,2
http://purl.obolibrary.org/obo/GO_1903382,1
http://purl.obolibrary.org/obo/GO_1903384,2
http://purl.obolibrary.org/obo/GO_1903385,4
http://purl.obolibrary.org/obo/GO_1903387,1
http://purl.obolibrary.org/obo/GO_1903392,2
http://purl.obolibrary.org/obo/GO_1903393,2
http://purl.obolibrary.org/obo/GO_1903401,3
http://purl.obolibrary.org/obo/GO_1903403,1
http://purl.obolibrary.org/obo/GO_1903409,2
http://purl.obolibrary.org/obo/GO_1903412,2
http://purl.obolibrary.org/obo/GO_1903413,2
http://purl.obolibrary.org/obo/GO_1903416,4
http://purl.obolibrary.org/obo/GO_1903420,1
http://purl.obolibrary.org/obo/GO_1903421,2
http://purl.obolibrary.org/obo/GO_1903422,1
http://purl.obolibrary.org/obo/GO_1903423,1
http://purl.obolibrary.org/obo/GO_1903424,1
http://purl.obolibrary.org/obo/GO_1903426,6
http://purl.obolibrary.org/obo/GO_1903427,7
http://purl.obolibrary.org/obo/GO_1903428,8
http://purl.obolibrary.org/obo/GO_1903429,1
http://purl.obolibrary.org/obo/GO_1903431,1
http://purl.obolibrary.org/obo/GO_1903432,5
http://purl.obolibrary.org/obo/GO_1903434,1
http://purl.obolibrary.org/obo/GO_1903435,1
http://purl.obolibrary.org/obo/GO_1903438,4
http://purl.obolibrary.org/obo/GO_1903441,6
http://purl.obolibrary.org/obo/GO_1903444,3
http://purl.obolibrary.org/obo/GO_1903445,1
http://purl.obolibrary.org/obo/GO_1903451,1
http://purl.obolibrary.org/obo/GO_1903464,1
http://purl.obolibrary.org/obo/GO_1903489,1
http://purl.obolibrary.org/obo/GO_1903490,4
http://purl.obolibrary.org/obo/GO_1903494,1
http://purl.obolibrary.org/obo/GO_1903512,1
http://purl.obolibrary.org/obo/GO_1903514,1
http://purl.obolibrary.org/obo/GO_1903515,2
http://purl.obolibrary.org/obo/GO_1903522,2
http://purl.obolibrary.org/obo/GO_1903523,2
http://purl.obolibrary.org/obo/GO_1903526,2
http://purl.obolibrary.org/obo/GO_1903527,1
http://purl.obolibrary.org/obo/GO_1903530,2
http://purl.obolibrary.org/obo/GO_1903531,1
http://purl.obolibrary.org/obo/GO_1903532,1
http://purl.obolibrary.org/obo/GO_1903537,3
http://purl.obolibrary.org/obo/GO_1903538,1
http://purl.obolibrary.org/obo/GO_1903542,2
http://purl.obolibrary.org/obo/GO_1903543,13
http://purl.obolibrary.org/obo/GO_1903544,1
http://purl.obolibrary.org/obo/GO_1903545,2
http://purl.obolibrary.org/obo/GO_1903551,3
http://purl.obolibrary.org/obo/GO_1903553,4
http://purl.obolibrary.org/obo/GO_1903556,1
http://purl.obolibrary.org/obo/GO_1903557,2
http://purl.obolibrary.org/obo/GO_1903561,47
http://purl.obolibrary.org/obo/GO_1903565,1
http://purl.obolibrary.org/obo/GO_1903566,3
http://purl.obolibrary.org/obo/GO_1903568,3
http://purl.obolibrary.org/obo/GO_1903573,6
http://purl.obolibrary.org/obo/GO_1903575,4
http://purl.obolibrary.org/obo/GO_1903577,1
http://purl.obolibrary.org/obo/GO_1903578,1
http://purl.obolibrary.org/obo/GO_1903579,1
http://purl.obolibrary.org/obo/GO_1903580,1
http://purl.obolibrary.org/obo/GO_1903588,3
http://purl.obolibrary.org/obo/GO_1903589,7
http://purl.obolibrary.org/obo/GO_1903593,2
http://purl.obolibrary.org/obo/GO_1903595,1
http://purl.obolibrary.org/obo/GO_1903597,1
http://purl.obolibrary.org/obo/GO_1903598,3
http://purl.obolibrary.org/obo/GO_1903599,2
http://purl.obolibrary.org/obo/GO_1903604,1
http://purl.obolibrary.org/obo/GO_1903606,1
http://purl.obolibrary.org/obo/GO_1903608,8
http://purl.obolibrary.org/obo/GO_1903620,1
http://purl.obolibrary.org/obo/GO_1903659,2
http://purl.obolibrary.org/obo/GO_1903660,4
http://purl.obolibrary.org/obo/GO_1903670,5
http://purl.obolibrary.org/obo/GO_1903671,8
http://purl.obolibrary.org/obo/GO_1903672,16
http://purl.obolibrary.org/obo/GO_1903673,1
http://purl.obolibrary.org/obo/GO_1903676,2
http://purl.obolibrary.org/obo/GO_1903679,2
http://purl.obolibrary.org/obo/GO_1903690,3
http://purl.obolibrary.org/obo/GO_1903691,3
http://purl.obolibrary.org/obo/GO_1903698,3
http://purl.obolibrary.org/obo/GO_1903701,1
http://purl.obolibrary.org/obo/GO_1903706,13
http://purl.obolibrary.org/obo/GO_1903707,1
http://purl.obolibrary.org/obo/GO_1903710,1
http://purl.obolibrary.org/obo/GO_1903711,3
http://purl.obolibrary.org/obo/GO_1903712,3
http://purl.obolibrary.org/obo/GO_1903715,4
http://purl.obolibrary.org/obo/GO_1903716,3
http://purl.obolibrary.org/obo/GO_1903723,1
http://purl.obolibrary.org/obo/GO_1903724,2
http://purl.obolibrary.org/obo/GO_1903744,1
http://purl.obolibrary.org/obo/GO_1903747,4
http://purl.obolibrary.org/obo/GO_1903748,5
http://purl.obolibrary.org/obo/GO_1903749,21
http://purl.obolibrary.org/obo/GO_1903751,4
http://purl.obolibrary.org/obo/GO_1903753,6
http://purl.obolibrary.org/obo/GO_1903764,2
http://purl.obolibrary.org/obo/GO_1903765,4
http://purl.obolibrary.org/obo/GO_1903766,2
http://purl.obolibrary.org/obo/GO_1903774,2
http://purl.obolibrary.org/obo/GO_1903778,1
http://purl.obolibrary.org/obo/GO_1903779,12
http://purl.obolibrary.org/obo/GO_1903783,2
http://purl.obolibrary.org/obo/GO_1903784,1
http://purl.obolibrary.org/obo/GO_1903788,1
http://purl.obolibrary.org/obo/GO_1903790,1
http://purl.obolibrary.org/obo/GO_1903791,2
http://purl.obolibrary.org/obo/GO_1903793,1
http://purl.obolibrary.org/obo/GO_1903798,1
http://purl.obolibrary.org/obo/GO_1903799,1
http://purl.obolibrary.org/obo/GO_1903801,2
http://purl.obolibrary.org/obo/GO_1903803,1
http://purl.obolibrary.org/obo/GO_1903804,2
http://purl.obolibrary.org/obo/GO_1903810,1
http://purl.obolibrary.org/obo/GO_1903812,1
http://purl.obolibrary.org/obo/GO_1903815,1
http://purl.obolibrary.org/obo/GO_1903818,1
http://purl.obolibrary.org/obo/GO_1903824,1
http://purl.obolibrary.org/obo/GO_1903826,7
http://purl.obolibrary.org/obo/GO_1903828,2
http://purl.obolibrary.org/obo/GO_1903829,21
http://purl.obolibrary.org/obo/GO_1903830,5
http://purl.obolibrary.org/obo/GO_1903843,2
http://purl.obolibrary.org/obo/GO_1903845,3
http://purl.obolibrary.org/obo/GO_1903852,1
http://purl.obolibrary.org/obo/GO_1903860,1
http://purl.obolibrary.org/obo/GO_1903861,8
http://purl.obolibrary.org/obo/GO_1903862,2
http://purl.obolibrary.org/obo/GO_1903882,1
http://purl.obolibrary.org/obo/GO_1903891,3
http://purl.obolibrary.org/obo/GO_1903892,2
http://purl.obolibrary.org/obo/GO_1903893,1
http://purl.obolibrary.org/obo/GO_1903894,3
http://purl.obolibrary.org/obo/GO_1903895,3
http://purl.obolibrary.org/obo/GO_1903896,5
http://purl.obolibrary.org/obo/GO_1903897,1
http://purl.obolibrary.org/obo/GO_1903898,9
http://purl.obolibrary.org/obo/GO_1903899,2
http://purl.obolibrary.org/obo/GO_1903900,2
http://purl.obolibrary.org/obo/GO_1903901,3
http://purl.obolibrary.org/obo/GO_1903902,4
http://purl.obolibrary.org/obo/GO_1903903,1
http://purl.obolibrary.org/obo/GO_1903904,1
http://purl.obolibrary.org/obo/GO_1903905,3
http://purl.obolibrary.org/obo/GO_1903906,1
http://purl.obolibrary.org/obo/GO_1903909,1
http://purl.obolibrary.org/obo/GO_1903910,1
http://purl.obolibrary.org/obo/GO_1903911,1
http://purl.obolibrary.org/obo/GO_1903912,1
http://purl.obolibrary.org/obo/GO_1903919,1
http://purl.obolibrary.org/obo/GO_1903923,2
http://purl.obolibrary.org/obo/GO_1903924,1
http://purl.obolibrary.org/obo/GO_1903925,2
http://purl.obolibrary.org/obo/GO_1903935,1
http://purl.obolibrary.org/obo/GO_1903936,4
http://purl.obolibrary.org/obo/GO_1903937,2
http://purl.obolibrary.org/obo/GO_1903939,1
http://purl.obolibrary.org/obo/GO_1903940,3
http://purl.obolibrary.org/obo/GO_1903942,4
http://purl.obolibrary.org/obo/GO_1903944,3
http://purl.obolibrary.org/obo/GO_1903946,1
http://purl.obolibrary.org/obo/GO_1903949,1
http://purl.obolibrary.org/obo/GO_1903959,1
http://purl.obolibrary.org/obo/GO_1903974,2
http://purl.obolibrary.org/obo/GO_1903976,2
http://purl.obolibrary.org/obo/GO_1903977,1
http://purl.obolibrary.org/obo/GO_1903978,2
http://purl.obolibrary.org/obo/GO_1903979,5
http://purl.obolibrary.org/obo/GO_1903980,2
http://purl.obolibrary.org/obo/GO_1903981,2
http://purl.obolibrary.org/obo/GO_1903984,1
http://purl.obolibrary.org/obo/GO_1903988,1
http://purl.obolibrary.org/obo/GO_1903998,2
http://purl.obolibrary.org/obo/GO_1903999,3
http://purl.obolibrary.org/obo/GO_1904000,3
http://purl.obolibrary.org/obo/GO_1904010,3
http://purl.obolibrary.org/obo/GO_1904015,3
http://purl.obolibrary.org/obo/GO_1904016,2
http://purl.obolibrary.org/obo/GO_1904017,1
http://purl.obolibrary.org/obo/GO_1904018,4
http://purl.obolibrary.org/obo/GO_1904021,1
http://purl.obolibrary.org/obo/GO_1904022,2
http://purl.obolibrary.org/obo/GO_1904026,2
http://purl.obolibrary.org/obo/GO_1904027,1
http://purl.obolibrary.org/obo/GO_1904028,4
http://purl.obolibrary.org/obo/GO_1904034,1
http://purl.obolibrary.org/obo/GO_1904036,3
http://purl.obolibrary.org/obo/GO_1904037,3
http://purl.obolibrary.org/obo/GO_1904040,1
http://purl.obolibrary.org/obo/GO_1904044,6
http://purl.obolibrary.org/obo/GO_1904045,4
http://purl.obolibrary.org/obo/GO_1904046,1
http://purl.obolibrary.org/obo/GO_1904047,9
http://purl.obolibrary.org/obo/GO_1904050,1
http://purl.obolibrary.org/obo/GO_1904056,1
http://purl.obolibrary.org/obo/GO_1904057,2
http://purl.obolibrary.org/obo/GO_1904058,2
http://purl.obolibrary.org/obo/GO_1904059,2
http://purl.obolibrary.org/obo/GO_1904062,11
http://purl.obolibrary.org/obo/GO_1904063,1
http://purl.obolibrary.org/obo/GO_1904064,1
http://purl.obolibrary.org/obo/GO_1904082,1
http://purl.obolibrary.org/obo/GO_1904093,1
http://purl.obolibrary.org/obo/GO_1904094,1
http://purl.obolibrary.org/obo/GO_1904105,1
http://purl.obolibrary.org/obo/GO_1904106,1
http://purl.obolibrary.org/obo/GO_1904115,30
http://purl.obolibrary.org/obo/GO_1904117,4
http://purl.obolibrary.org/obo/GO_1904121,2
http://purl.obolibrary.org/obo/GO_1904139,2
http://purl.obolibrary.org/obo/GO_1904141,5
http://purl.obolibrary.org/obo/GO_1904150,1
http://purl.obolibrary.org/obo/GO_1904151,1
http://purl.obolibrary.org/obo/GO_1904152,1
http://purl.obolibrary.org/obo/GO_1904153,5
http://purl.obolibrary.org/obo/GO_1904154,2
http://purl.obolibrary.org/obo/GO_1904155,2
http://purl.obolibrary.org/obo/GO_1904156,1
http://purl.obolibrary.org/obo/GO_1904157,1
http://purl.obolibrary.org/obo/GO_1904161,1
http://purl.obolibrary.org/obo/GO_1904172,2
http://purl.obolibrary.org/obo/GO_1904178,9
http://purl.obolibrary.org/obo/GO_1904179,10
http://purl.obolibrary.org/obo/GO_1904181,2
http://purl.obolibrary.org/obo/GO_1904199,1
http://purl.obolibrary.org/obo/GO_1904200,1
http://purl.obolibrary.org/obo/GO_1904205,1
http://purl.obolibrary.org/obo/GO_1904211,1
http://purl.obolibrary.org/obo/GO_1904237,2
http://purl.obolibrary.org/obo/GO_1904238,1
http://purl.obolibrary.org/obo/GO_1904247,1
http://purl.obolibrary.org/obo/GO_1904257,1
http://purl.obolibrary.org/obo/GO_1904262,26
http://purl.obolibrary.org/obo/GO_1904263,25
http://purl.obolibrary.org/obo/GO_1904270,1
http://purl.obolibrary.org/obo/GO_1904271,1
http://purl.obolibrary.org/obo/GO_1904273,3
http://purl.obolibrary.org/obo/GO_1904274,1
http://purl.obolibrary.org/obo/GO_1904283,1
http://purl.obolibrary.org/obo/GO_1904288,3
http://purl.obolibrary.org/obo/GO_1904291,1
http://purl.obolibrary.org/obo/GO_1904292,1
http://purl.obolibrary.org/obo/GO_1904293,5
http://purl.obolibrary.org/obo/GO_1904294,11
http://purl.obolibrary.org/obo/GO_1904300,1
http://purl.obolibrary.org/obo/GO_1904307,1
http://purl.obolibrary.org/obo/GO_1904313,2
http://purl.obolibrary.org/obo/GO_1904315,23
http://purl.obolibrary.org/obo/GO_1904321,2
http://purl.obolibrary.org/obo/GO_1904322,10
http://purl.obolibrary.org/obo/GO_1904328,1
http://purl.obolibrary.org/obo/GO_1904333,1
http://purl.obolibrary.org/obo/GO_1904338,1
http://purl.obolibrary.org/obo/GO_1904339,3
http://purl.obolibrary.org/obo/GO_1904343,1
http://purl.obolibrary.org/obo/GO_1904349,2
http://purl.obolibrary.org/obo/GO_1904352,2
http://purl.obolibrary.org/obo/GO_1904353,1
http://purl.obolibrary.org/obo/GO_1904354,4
http://purl.obolibrary.org/obo/GO_1904355,3
http://purl.obolibrary.org/obo/GO_1904357,4
http://purl.obolibrary.org/obo/GO_1904358,4
http://purl.obolibrary.org/obo/GO_1904372,1
http://purl.obolibrary.org/obo/GO_1904373,4
http://purl.obolibrary.org/obo/GO_1904375,1
http://purl.obolibrary.org/obo/GO_1904377,3
http://purl.obolibrary.org/obo/GO_1904380,7
http://purl.obolibrary.org/obo/GO_1904381,2
http://purl.obolibrary.org/obo/GO_1904382,3
http://purl.obolibrary.org/obo/GO_1904383,8
http://purl.obolibrary.org/obo/GO_1904385,12
http://purl.obolibrary.org/obo/GO_1904386,1
http://purl.obolibrary.org/obo/GO_1904395,7
http://purl.obolibrary.org/obo/GO_1904398,2
http://purl.obolibrary.org/obo/GO_1904399,7
http://purl.obolibrary.org/obo/GO_1904400,1
http://purl.obolibrary.org/obo/GO_1904404,1
http://purl.obolibrary.org/obo/GO_1904408,1
http://purl.obolibrary.org/obo/GO_1904411,1
http://purl.obolibrary.org/obo/GO_1904414,1
http://purl.obolibrary.org/obo/GO_1904415,3
http://purl.obolibrary.org/obo/GO_1904417,3
http://purl.obolibrary.org/obo/GO_1904426,1
http://purl.obolibrary.org/obo/GO_1904428,1
http://purl.obolibrary.org/obo/GO_1904430,2
http://purl.obolibrary.org/obo/GO_1904440,2
http://purl.obolibrary.org/obo/GO_1904447,3
http://purl.obolibrary.org/obo/GO_1904450,1
http://purl.obolibrary.org/obo/GO_1904456,1
http://purl.obolibrary.org/obo/GO_1904457,1
http://purl.obolibrary.org/obo/GO_1904465,2
http://purl.obolibrary.org/obo/GO_1904466,2
http://purl.obolibrary.org/obo/GO_1904472,3
http://purl.obolibrary.org/obo/GO_1904478,1
http://purl.obolibrary.org/obo/GO_1904491,7
http://purl.obolibrary.org/obo/GO_1904492,1
http://purl.obolibrary.org/obo/GO_1904493,1
http://purl.obolibrary.org/obo/GO_1904504,2
http://purl.obolibrary.org/obo/GO_1904507,6
http://purl.obolibrary.org/obo/GO_1904510,1
http://purl.obolibrary.org/obo/GO_1904515,7
http://purl.obolibrary.org/obo/GO_1904518,1
http://purl.obolibrary.org/obo/GO_1904539,3
http://purl.obolibrary.org/obo/GO_1904544,1
http://purl.obolibrary.org/obo/GO_1904550,1
http://purl.obolibrary.org/obo/GO_1904551,2
http://purl.obolibrary.org/obo/GO_1904556,2
http://purl.obolibrary.org/obo/GO_1904557,1
http://purl.obolibrary.org/obo/GO_1904562,2
http://purl.obolibrary.org/obo/GO_1904566,1
http://purl.obolibrary.org/obo/GO_1904567,1
http://purl.obolibrary.org/obo/GO_1904568,1
http://purl.obolibrary.org/obo/GO_1904570,1
http://purl.obolibrary.org/obo/GO_1904580,3
http://purl.obolibrary.org/obo/GO_1904582,1
http://purl.obolibrary.org/obo/GO_1904584,1
http://purl.obolibrary.org/obo/GO_1904586,1
http://purl.obolibrary.org/obo/GO_1904588,2
http://purl.obolibrary.org/obo/GO_1904589,1
http://purl.obolibrary.org/obo/GO_1904591,1
http://purl.obolibrary.org/obo/GO_1904592,1
http://purl.obolibrary.org/obo/GO_1904595,1
http://purl.obolibrary.org/obo/GO_1904612,3
http://purl.obolibrary.org/obo/GO_1904613,2
http://purl.obolibrary.org/obo/GO_1904614,3
http://purl.obolibrary.org/obo/GO_1904627,2
http://purl.obolibrary.org/obo/GO_1904628,8
http://purl.obolibrary.org/obo/GO_1904631,1
http://purl.obolibrary.org/obo/GO_1904635,2
http://purl.obolibrary.org/obo/GO_1904637,1
http://purl.obolibrary.org/obo/GO_1904638,3
http://purl.obolibrary.org/obo/GO_1904643,1
http://purl.obolibrary.org/obo/GO_1904644,1
http://purl.obolibrary.org/obo/GO_1904645,13
http://purl.obolibrary.org/obo/GO_1904646,39
http://purl.obolibrary.org/obo/GO_1904649,1
http://purl.obolibrary.org/obo/GO_1904655,1
http://purl.obolibrary.org/obo/GO_1904659,7
http://purl.obolibrary.org/obo/GO_1904667,1
http://purl.obolibrary.org/obo/GO_1904668,1
http://purl.obolibrary.org/obo/GO_1904669,2
http://purl.obolibrary.org/obo/GO_1904672,1
http://purl.obolibrary.org/obo/GO_1904678,1
http://purl.obolibrary.org/obo/GO_1904680,2
http://purl.obolibrary.org/obo/GO_1904681,2
http://purl.obolibrary.org/obo/GO_1904690,1
http://purl.obolibrary.org/obo/GO_1904692,1
http://purl.obolibrary.org/obo/GO_1904693,2
http://purl.obolibrary.org/obo/GO_1904694,3
http://purl.obolibrary.org/obo/GO_1904702,1
http://purl.obolibrary.org/obo/GO_1904704,1
http://purl.obolibrary.org/obo/GO_1904706,14
http://purl.obolibrary.org/obo/GO_1904707,25
http://purl.obolibrary.org/obo/GO_1904713,1
http://purl.obolibrary.org/obo/GO_1904714,5
http://purl.obolibrary.org/obo/GO_1904715,3
http://purl.obolibrary.org/obo/GO_1904716,1
http://purl.obolibrary.org/obo/GO_1904717,1
http://purl.obolibrary.org/obo/GO_1904719,1
http://purl.obolibrary.org/obo/GO_1904723,1
http://purl.obolibrary.org/obo/GO_1904724,42
http://purl.obolibrary.org/obo/GO_1904729,1
http://purl.obolibrary.org/obo/GO_1904731,1
http://purl.obolibrary.org/obo/GO_1904738,1
http://purl.obolibrary.org/obo/GO_1904749,3
http://purl.obolibrary.org/obo/GO_1904750,1
http://purl.obolibrary.org/obo/GO_1904751,5
http://purl.obolibrary.org/obo/GO_1904753,7
http://purl.obolibrary.org/obo/GO_1904754,11
http://purl.obolibrary.org/obo/GO_1904761,3
http://purl.obolibrary.org/obo/GO_1904762,1
http://purl.obolibrary.org/obo/GO_1904764,1
http://purl.obolibrary.org/obo/GO_1904768,3
http://purl.obolibrary.org/obo/GO_1904772,2
http://purl.obolibrary.org/obo/GO_1904776,1
http://purl.obolibrary.org/obo/GO_1904778,4
http://purl.obolibrary.org/obo/GO_1904779,1
http://purl.obolibrary.org/obo/GO_1904781,4
http://purl.obolibrary.org/obo/GO_1904791,1
http://purl.obolibrary.org/obo/GO_1904798,2
http://purl.obolibrary.org/obo/GO_1904803,1
http://purl.obolibrary.org/obo/GO_1904812,1
http://purl.obolibrary.org/obo/GO_1904813,108
http://purl.obolibrary.org/obo/GO_1904815,1
http://purl.obolibrary.org/obo/GO_1904816,2
http://purl.obolibrary.org/obo/GO_1904823,4
http://purl.obolibrary.org/obo/GO_1904828,1
http://purl.obolibrary.org/obo/GO_1904831,2
http://purl.obolibrary.org/obo/GO_1904835,2
http://purl.obolibrary.org/obo/GO_1904837,1
http://purl.obolibrary.org/obo/GO_1904841,4
http://purl.obolibrary.org/obo/GO_1904842,1
http://purl.obolibrary.org/obo/GO_1904845,1
http://purl.obolibrary.org/obo/GO_1904851,1
http://purl.obolibrary.org/obo/GO_1904854,1
http://purl.obolibrary.org/obo/GO_1904855,2
http://purl.obolibrary.org/obo/GO_1904856,2
http://purl.obolibrary.org/obo/GO_1904860,1
http://purl.obolibrary.org/obo/GO_1904861,6
http://purl.obolibrary.org/obo/GO_1904862,10
http://purl.obolibrary.org/obo/GO_1904864,1
http://purl.obolibrary.org/obo/GO_1904867,1
http://purl.obolibrary.org/obo/GO_1904871,10
http://purl.obolibrary.org/obo/GO_1904872,3
http://purl.obolibrary.org/obo/GO_1904874,9
http://purl.obolibrary.org/obo/GO_1904878,2
http://purl.obolibrary.org/obo/GO_1904879,1
http://purl.obolibrary.org/obo/GO_1904880,1
http://purl.obolibrary.org/obo/GO_1904881,1
http://purl.obolibrary.org/obo/GO_1904884,2
http://purl.obolibrary.org/obo/GO_1904887,1
http://purl.obolibrary.org/obo/GO_1904888,7
http://purl.obolibrary.org/obo/GO_1904890,1
http://purl.obolibrary.org/obo/GO_1904891,1
http://purl.obolibrary.org/obo/GO_1904894,8
http://purl.obolibrary.org/obo/GO_1904896,1
http://purl.obolibrary.org/obo/GO_1904899,1
http://purl.obolibrary.org/obo/GO_1904903,5
http://purl.obolibrary.org/obo/GO_1904905,1
http://purl.obolibrary.org/obo/GO_1904906,5
http://purl.obolibrary.org/obo/GO_1904908,2
http://purl.obolibrary.org/obo/GO_1904930,2
http://purl.obolibrary.org/obo/GO_1904934,1
http://purl.obolibrary.org/obo/GO_1904948,10
http://purl.obolibrary.org/obo/GO_1904951,4
http://purl.obolibrary.org/obo/GO_1904956,1
http://purl.obolibrary.org/obo/GO_1904958,1
http://purl.obolibrary.org/obo/GO_1904959,1
http://purl.obolibrary.org/obo/GO_1904970,3
http://purl.obolibrary.org/obo/GO_1904973,1
http://purl.obolibrary.org/obo/GO_1904975,1
http://purl.obolibrary.org/obo/GO_1904977,1
http://purl.obolibrary.org/obo/GO_1904978,1
http://purl.obolibrary.org/obo/GO_1904980,1
http://purl.obolibrary.org/obo/GO_1904985,1
http://purl.obolibrary.org/obo/GO_1904992,1
http://purl.obolibrary.org/obo/GO_1904994,1
