go,K
http://purl.obolibrary.org/obo/GO_0006887,38
http://purl.obolibrary.org/obo/GO_0006888,52
http://purl.obolibrary.org/obo/GO_0006890,28
http://purl.obolibrary.org/obo/GO_0006891,9
http://purl.obolibrary.org/obo/GO_0006892,7
http://purl.obolibrary.org/obo/GO_0006893,8
http://purl.obolibrary.org/obo/GO_0006895,10
http://purl.obolibrary.org/obo/GO_0006896,1
http://purl.obolibrary.org/obo/GO_0006897,94
http://purl.obolibrary.org/obo/GO_0006898,58
http://purl.obolibrary.org/obo/GO_0006900,7
http://purl.obolibrary.org/obo/GO_0006901,2
http://purl.obolibrary.org/obo/GO_0006903,4
http://purl.obolibrary.org/obo/GO_0006904,8
http://purl.obolibrary.org/obo/GO_0006906,6
http://purl.obolibrary.org/obo/GO_0006907,3
http://purl.obolibrary.org/obo/GO_0006909,40
http://purl.obolibrary.org/obo/GO_0006910,3
http://purl.obolibrary.org/obo/GO_0006911,13
http://purl.obolibrary.org/obo/GO_0006913,38
http://purl.obolibrary.org/obo/GO_0006914,106
http://purl.obolibrary.org/obo/GO_0006915,394
http://purl.obolibrary.org/obo/GO_0006929,5
http://purl.obolibrary.org/obo/GO_0006930,5
http://purl.obolibrary.org/obo/GO_0006933,1
http://purl.obolibrary.org/obo/GO_0006935,84
http://purl.obolibrary.org/obo/GO_0006936,42
http://purl.obolibrary.org/obo/GO_0006937,7
http://purl.obolibrary.org/obo/GO_0006939,14
http://purl.obolibrary.org/obo/GO_0006940,12
http://purl.obolibrary.org/obo/GO_0006941,49
http://purl.obolibrary.org/obo/GO_0006942,4
http://purl.obolibrary.org/obo/GO_0006949,2
http://purl.obolibrary.org/obo/GO_0006950,30
http://purl.obolibrary.org/obo/GO_0006952,53
http://purl.obolibrary.org/obo/GO_0006953,28
http://purl.obolibrary.org/obo/GO_0006954,245
http://purl.obolibrary.org/obo/GO_0006955,227
http://purl.obolibrary.org/obo/GO_0006956,23
http://purl.obolibrary.org/obo/GO_0006957,14
http://purl.obolibrary.org/obo/GO_0006958,24
http://purl.obolibrary.org/obo/GO_0006959,24
http://purl.obolibrary.org/obo/GO_0006968,27
http://purl.obolibrary.org/obo/GO_0006970,6
http://purl.obolibrary.org/obo/GO_0006971,3
http://purl.obolibrary.org/obo/GO_0006972,3
http://purl.obolibrary.org/obo/GO_0006974,314
http://purl.obolibrary.org/obo/GO_0006979,100
http://purl.obolibrary.org/obo/GO_0006982,1
http://purl.obolibrary.org/obo/GO_0006983,2
http://purl.obolibrary.org/obo/GO_0006986,48
http://purl.obolibrary.org/obo/GO_0006991,1
http://purl.obolibrary.org/obo/GO_0006996,2
http://purl.obolibrary.org/obo/GO_0006997,12
http://purl.obolibrary.org/obo/GO_0006998,8
http://purl.obolibrary.org/obo/GO_0006999,4
http://purl.obolibrary.org/obo/GO_0007000,1
http://purl.obolibrary.org/obo/GO_0007004,14
http://purl.obolibrary.org/obo/GO_0007005,45
http://purl.obolibrary.org/obo/GO_0007007,9
http://purl.obolibrary.org/obo/GO_0007009,8
http://purl.obolibrary.org/obo/GO_0007010,85
http://purl.obolibrary.org/obo/GO_0007015,36
http://purl.obolibrary.org/obo/GO_0007017,26
http://purl.obolibrary.org/obo/GO_0007018,31
http://purl.obolibrary.org/obo/GO_0007019,7
http://purl.obolibrary.org/obo/GO_0007020,13
http://purl.obolibrary.org/obo/GO_0007021,3
http://purl.obolibrary.org/obo/GO_0007023,4
http://purl.obolibrary.org/obo/GO_0007026,13
http://purl.obolibrary.org/obo/GO_0007029,15
http://purl.obolibrary.org/obo/GO_0007030,40
http://purl.obolibrary.org/obo/GO_0007031,5
http://purl.obolibrary.org/obo/GO_0007032,7
http://purl.obolibrary.org/obo/GO_0007033,2
http://purl.obolibrary.org/obo/GO_0007034,3
http://purl.obolibrary.org/obo/GO_0007035,6
http://purl.obolibrary.org/obo/GO_0007039,1
http://purl.obolibrary.org/obo/GO_0007040,20
http://purl.obolibrary.org/obo/GO_0007041,15
http://purl.obolibrary.org/obo/GO_0007042,10
http://purl.obolibrary.org/obo/GO_0007043,11
http://purl.obolibrary.org/obo/GO_0007044,1
http://purl.obolibrary.org/obo/GO_0007051,11
http://purl.obolibrary.org/obo/GO_0007052,28
http://purl.obolibrary.org/obo/GO_0007056,3
http://purl.obolibrary.org/obo/GO_0007059,57
http://purl.obolibrary.org/obo/GO_0007062,10
http://purl.obolibrary.org/obo/GO_0007063,1
http://purl.obolibrary.org/obo/GO_0007064,9
http://purl.obolibrary.org/obo/GO_0007076,11
http://purl.obolibrary.org/obo/GO_0007077,7
http://purl.obolibrary.org/obo/GO_0007079,4
http://purl.obolibrary.org/obo/GO_0007080,24
http://purl.obolibrary.org/obo/GO_0007084,6
http://purl.obolibrary.org/obo/GO_0007088,13
http://purl.obolibrary.org/obo/GO_0007089,2
http://purl.obolibrary.org/obo/GO_0007091,3
http://purl.obolibrary.org/obo/GO_0007094,16
http://purl.obolibrary.org/obo/GO_0007095,20
http://purl.obolibrary.org/obo/GO_0007096,5
http://purl.obolibrary.org/obo/GO_0007097,5
http://purl.obolibrary.org/obo/GO_0007098,22
http://purl.obolibrary.org/obo/GO_0007099,12
http://purl.obolibrary.org/obo/GO_0007100,2
http://purl.obolibrary.org/obo/GO_0007113,1
http://purl.obolibrary.org/obo/GO_0007127,3
http://purl.obolibrary.org/obo/GO_0007129,5
http://purl.obolibrary.org/obo/GO_0007130,5
http://purl.obolibrary.org/obo/GO_0007131,7
http://purl.obolibrary.org/obo/GO_0007140,6
http://purl.obolibrary.org/obo/GO_0007141,4
http://purl.obolibrary.org/obo/GO_0007143,4
http://purl.obolibrary.org/obo/GO_0007154,33
http://purl.obolibrary.org/obo/GO_0007155,433
http://purl.obolibrary.org/obo/GO_0007156,90
http://purl.obolibrary.org/obo/GO_0007157,24
http://purl.obolibrary.org/obo/GO_0007158,12
http://purl.obolibrary.org/obo/GO_0007159,28
http://purl.obolibrary.org/obo/GO_0007160,68
http://purl.obolibrary.org/obo/GO_0007161,1
http://purl.obolibrary.org/obo/GO_0007162,31
http://purl.obolibrary.org/obo/GO_0007163,14
http://purl.obolibrary.org/obo/GO_0007165,943
http://purl.obolibrary.org/obo/GO_0007166,181
http://purl.obolibrary.org/obo/GO_0007167,10
http://purl.obolibrary.org/obo/GO_0007168,6
http://purl.obolibrary.org/obo/GO_0007169,65
http://purl.obolibrary.org/obo/GO_0007171,1
http://purl.obolibrary.org/obo/GO_0007172,5
http://purl.obolibrary.org/obo/GO_0007173,35
http://purl.obolibrary.org/obo/GO_0007174,2
http://purl.obolibrary.org/obo/GO_0007175,3
http://purl.obolibrary.org/obo/GO_0007178,13
http://purl.obolibrary.org/obo/GO_0007179,51
http://purl.obolibrary.org/obo/GO_0007181,2
http://purl.obolibrary.org/obo/GO_0007185,3
http://purl.obolibrary.org/obo/GO_0007186,396
http://purl.obolibrary.org/obo/GO_0007187,39
http://purl.obolibrary.org/obo/GO_0007188,32
http://purl.obolibrary.org/obo/GO_0007189,77
http://purl.obolibrary.org/obo/GO_0007190,13
http://purl.obolibrary.org/obo/GO_0007191,6
http://purl.obolibrary.org/obo/GO_0007192,4
http://purl.obolibrary.org/obo/GO_0007193,56
http://purl.obolibrary.org/obo/GO_0007194,9
http://purl.obolibrary.org/obo/GO_0007195,4
http://purl.obolibrary.org/obo/GO_0007196,9
http://purl.obolibrary.org/obo/GO_0007197,3
http://purl.obolibrary.org/obo/GO_0007198,8
http://purl.obolibrary.org/obo/GO_0007199,2
http://purl.obolibrary.org/obo/GO_0007200,86
http://purl.obolibrary.org/obo/GO_0007204,76
http://purl.obolibrary.org/obo/GO_0007206,3
http://purl.obolibrary.org/obo/GO_0007207,6
http://purl.obolibrary.org/obo/GO_0007208,4
http://purl.obolibrary.org/obo/GO_0007209,4
http://purl.obolibrary.org/obo/GO_0007210,6
http://purl.obolibrary.org/obo/GO_0007212,2
http://purl.obolibrary.org/obo/GO_0007213,11
http://purl.obolibrary.org/obo/GO_0007214,11
http://purl.obolibrary.org/obo/GO_0007215,13
http://purl.obolibrary.org/obo/GO_0007216,10
http://purl.obolibrary.org/obo/GO_0007217,6
http://purl.obolibrary.org/obo/GO_0007218,46
http://purl.obolibrary.org/obo/GO_0007219,32
http://purl.obolibrary.org/obo/GO_0007220,6
http://purl.obolibrary.org/obo/GO_0007221,4
http://purl.obolibrary.org/obo/GO_0007223,3
http://purl.obolibrary.org/obo/GO_0007224,20
http://purl.obolibrary.org/obo/GO_0007229,77
http://purl.obolibrary.org/obo/GO_0007231,5
http://purl.obolibrary.org/obo/GO_0007249,27
http://purl.obolibrary.org/obo/GO_0007250,10
http://purl.obolibrary.org/obo/GO_0007252,2
http://purl.obolibrary.org/obo/GO_0007254,33
http://purl.obolibrary.org/obo/GO_0007258,1
http://purl.obolibrary.org/obo/GO_0007259,47
http://purl.obolibrary.org/obo/GO_0007260,3
http://purl.obolibrary.org/obo/GO_0007263,3
http://purl.obolibrary.org/obo/GO_0007264,46
http://purl.obolibrary.org/obo/GO_0007265,25
http://purl.obolibrary.org/obo/GO_0007266,26
http://purl.obolibrary.org/obo/GO_0007267,107
http://purl.obolibrary.org/obo/GO_0007268,106
http://purl.obolibrary.org/obo/GO_0007269,15
http://purl.obolibrary.org/obo/GO_0007270,5
http://purl.obolibrary.org/obo/GO_0007271,9
http://purl.obolibrary.org/obo/GO_0007274,2
http://purl.obolibrary.org/obo/GO_0007275,2
http://purl.obolibrary.org/obo/GO_0007276,5
http://purl.obolibrary.org/obo/GO_0007281,8
http://purl.obolibrary.org/obo/GO_0007283,204
http://purl.obolibrary.org/obo/GO_0007284,2
http://purl.obolibrary.org/obo/GO_0007286,22
http://purl.obolibrary.org/obo/GO_0007288,5
http://purl.obolibrary.org/obo/GO_0007292,7
http://purl.obolibrary.org/obo/GO_0007338,22
http://purl.obolibrary.org/obo/GO_0007339,5
http://purl.obolibrary.org/obo/GO_0007340,2
http://purl.obolibrary.org/obo/GO_0007341,1
http://purl.obolibrary.org/obo/GO_0007342,5
http://purl.obolibrary.org/obo/GO_0007344,1
http://purl.obolibrary.org/obo/GO_0007346,33
http://purl.obolibrary.org/obo/GO_0007352,1
http://purl.obolibrary.org/obo/GO_0007356,1
http://purl.obolibrary.org/obo/GO_0007368,4
http://purl.obolibrary.org/obo/GO_0007369,7
http://purl.obolibrary.org/obo/GO_0007371,1
http://purl.obolibrary.org/obo/GO_0007379,2
http://purl.obolibrary.org/obo/GO_0007389,6
http://purl.obolibrary.org/obo/GO_0007398,2
http://purl.obolibrary.org/obo/GO_0007399,270
http://purl.obolibrary.org/obo/GO_0007405,5
http://purl.obolibrary.org/obo/GO_0007406,2
http://purl.obolibrary.org/obo/GO_0007409,37
http://purl.obolibrary.org/obo/GO_0007411,56
http://purl.obolibrary.org/obo/GO_0007413,11
http://purl.obolibrary.org/obo/GO_0007416,38
http://purl.obolibrary.org/obo/GO_0007417,54
http://purl.obolibrary.org/obo/GO_0007418,2
http://purl.obolibrary.org/obo/GO_0007420,75
http://purl.obolibrary.org/obo/GO_0007422,8
http://purl.obolibrary.org/obo/GO_0007423,3
http://purl.obolibrary.org/obo/GO_0007435,3
http://purl.obolibrary.org/obo/GO_0007442,1
http://purl.obolibrary.org/obo/GO_0007492,1
http://purl.obolibrary.org/obo/GO_0007494,6
http://purl.obolibrary.org/obo/GO_0007497,1
http://purl.obolibrary.org/obo/GO_0007498,13
http://purl.obolibrary.org/obo/GO_0007500,1
http://purl.obolibrary.org/obo/GO_0007501,1
http://purl.obolibrary.org/obo/GO_0007506,2
http://purl.obolibrary.org/obo/GO_0007507,71
http://purl.obolibrary.org/obo/GO_0007512,3
http://purl.obolibrary.org/obo/GO_0007517,47
http://purl.obolibrary.org/obo/GO_0007519,12
http://purl.obolibrary.org/obo/GO_0007520,9
http://purl.obolibrary.org/obo/GO_0007521,2
http://purl.obolibrary.org/obo/GO_0007525,1
http://purl.obolibrary.org/obo/GO_0007528,11
http://purl.obolibrary.org/obo/GO_0007529,1
http://purl.obolibrary.org/obo/GO_0007530,4
http://purl.obolibrary.org/obo/GO_0007538,1
http://purl.obolibrary.org/obo/GO_0007548,6
http://purl.obolibrary.org/obo/GO_0007565,51
http://purl.obolibrary.org/obo/GO_0007566,15
http://purl.obolibrary.org/obo/GO_0007567,6
http://purl.obolibrary.org/obo/GO_0007584,43
http://purl.obolibrary.org/obo/GO_0007585,7
http://purl.obolibrary.org/obo/GO_0007586,10
http://purl.obolibrary.org/obo/GO_0007589,2
http://purl.obolibrary.org/obo/GO_0007595,17
http://purl.obolibrary.org/obo/GO_0007596,70
http://purl.obolibrary.org/obo/GO_0007597,12
http://purl.obolibrary.org/obo/GO_0007598,3
http://purl.obolibrary.org/obo/GO_0007599,47
http://purl.obolibrary.org/obo/GO_0007600,7
http://purl.obolibrary.org/obo/GO_0007601,68
http://purl.obolibrary.org/obo/GO_0007602,4
http://purl.obolibrary.org/obo/GO_0007603,3
http://purl.obolibrary.org/obo/GO_0007605,44
http://purl.obolibrary.org/obo/GO_0007606,3
http://purl.obolibrary.org/obo/GO_0007608,16
http://purl.obolibrary.org/obo/GO_0007611,41
http://purl.obolibrary.org/obo/GO_0007612,27
http://purl.obolibrary.org/obo/GO_0007613,35
http://purl.obolibrary.org/obo/GO_0007614,6
http://purl.obolibrary.org/obo/GO_0007616,17
http://purl.obolibrary.org/obo/GO_0007617,3
http://purl.obolibrary.org/obo/GO_0007620,1
http://purl.obolibrary.org/obo/GO_0007621,1
http://purl.obolibrary.org/obo/GO_0007622,1
http://purl.obolibrary.org/obo/GO_0007623,46
http://purl.obolibrary.org/obo/GO_0007624,1
http://purl.obolibrary.org/obo/GO_0007625,2
http://purl.obolibrary.org/obo/GO_0007626,24
http://purl.obolibrary.org/obo/GO_0007628,3
http://purl.obolibrary.org/obo/GO_0007630,1
http://purl.obolibrary.org/obo/GO_0007631,15
http://purl.obolibrary.org/obo/GO_0007635,4
http://purl.obolibrary.org/obo/GO_0008009,12
http://purl.obolibrary.org/obo/GO_0008013,56
http://purl.obolibrary.org/obo/GO_0008015,20
http://purl.obolibrary.org/obo/GO_0008016,19
http://purl.obolibrary.org/obo/GO_0008017,126
http://purl.obolibrary.org/obo/GO_0008020,3
http://purl.obolibrary.org/obo/GO_0008021,77
http://purl.obolibrary.org/obo/GO_0008028,7
http://purl.obolibrary.org/obo/GO_0008033,48
http://purl.obolibrary.org/obo/GO_0008035,8
http://purl.obolibrary.org/obo/GO_0008037,7
http://purl.obolibrary.org/obo/GO_0008038,1
http://purl.obolibrary.org/obo/GO_0008039,2
http://purl.obolibrary.org/obo/GO_0008045,5
http://purl.obolibrary.org/obo/GO_0008046,7
http://purl.obolibrary.org/obo/GO_0008047,43
http://purl.obolibrary.org/obo/GO_0008053,4
http://purl.obolibrary.org/obo/GO_0008061,5
http://purl.obolibrary.org/obo/GO_0008064,1
http://purl.obolibrary.org/obo/GO_0008065,2
http://purl.obolibrary.org/obo/GO_0008066,10
http://purl.obolibrary.org/obo/GO_0008068,1
http://purl.obolibrary.org/obo/GO_0008079,1
http://purl.obolibrary.org/obo/GO_0008080,5
http://purl.obolibrary.org/obo/GO_0008081,35
http://purl.obolibrary.org/obo/GO_0008083,84
http://purl.obolibrary.org/obo/GO_0008088,1
http://purl.obolibrary.org/obo/GO_0008089,12
http://purl.obolibrary.org/obo/GO_0008090,4
http://purl.obolibrary.org/obo/GO_0008092,47
http://purl.obolibrary.org/obo/GO_0008093,10
http://purl.obolibrary.org/obo/GO_0008094,20
http://purl.obolibrary.org/obo/GO_0008097,8
http://purl.obolibrary.org/obo/GO_0008104,41
http://purl.obolibrary.org/obo/GO_0008106,8
http://purl.obolibrary.org/obo/GO_0008107,2
http://purl.obolibrary.org/obo/GO_0008109,1
http://purl.obolibrary.org/obo/GO_0008112,1
http://purl.obolibrary.org/obo/GO_0008116,1
http://purl.obolibrary.org/obo/GO_0008117,1
http://purl.obolibrary.org/obo/GO_0008118,3
http://purl.obolibrary.org/obo/GO_0008119,1
http://purl.obolibrary.org/obo/GO_0008120,1
http://purl.obolibrary.org/obo/GO_0008121,3
http://purl.obolibrary.org/obo/GO_0008126,1
http://purl.obolibrary.org/obo/GO_0008127,1
http://purl.obolibrary.org/obo/GO_0008131,6
http://purl.obolibrary.org/obo/GO_0008134,10
http://purl.obolibrary.org/obo/GO_0008135,14
http://purl.obolibrary.org/obo/GO_0008137,21
http://purl.obolibrary.org/obo/GO_0008138,6
http://purl.obolibrary.org/obo/GO_0008139,11
http://purl.obolibrary.org/obo/GO_0008140,8
http://purl.obolibrary.org/obo/GO_0008142,11
http://purl.obolibrary.org/obo/GO_0008143,12
http://purl.obolibrary.org/obo/GO_0008146,23
http://purl.obolibrary.org/obo/GO_0008150,15
http://purl.obolibrary.org/obo/GO_0008154,8
http://purl.obolibrary.org/obo/GO_0008156,7
http://purl.obolibrary.org/obo/GO_0008157,15
http://purl.obolibrary.org/obo/GO_0008158,1
http://purl.obolibrary.org/obo/GO_0008160,5
http://purl.obolibrary.org/obo/GO_0008168,91
http://purl.obolibrary.org/obo/GO_0008169,1
http://purl.obolibrary.org/obo/GO_0008170,2
http://purl.obolibrary.org/obo/GO_0008171,4
http://purl.obolibrary.org/obo/GO_0008172,2
http://purl.obolibrary.org/obo/GO_0008173,10
http://purl.obolibrary.org/obo/GO_0008177,3
http://purl.obolibrary.org/obo/GO_0008179,8
http://purl.obolibrary.org/obo/GO_0008184,3
http://purl.obolibrary.org/obo/GO_0008186,7
http://purl.obolibrary.org/obo/GO_0008187,1
http://purl.obolibrary.org/obo/GO_0008188,20
http://purl.obolibrary.org/obo/GO_0008190,6
http://purl.obolibrary.org/obo/GO_0008191,9
http://purl.obolibrary.org/obo/GO_0008192,1
http://purl.obolibrary.org/obo/GO_0008194,19
http://purl.obolibrary.org/obo/GO_0008195,2
http://purl.obolibrary.org/obo/GO_0008198,11
http://purl.obolibrary.org/obo/GO_0008199,4
http://purl.obolibrary.org/obo/GO_0008200,6
http://purl.obolibrary.org/obo/GO_0008201,117
http://purl.obolibrary.org/obo/GO_0008202,91
http://purl.obolibrary.org/obo/GO_0008203,64
http://purl.obolibrary.org/obo/GO_0008206,5
http://purl.obolibrary.org/obo/GO_0008207,2
http://purl.obolibrary.org/obo/GO_0008209,12
http://purl.obolibrary.org/obo/GO_0008210,20
http://purl.obolibrary.org/obo/GO_0008211,2
http://purl.obolibrary.org/obo/GO_0008215,1
http://purl.obolibrary.org/obo/GO_0008216,1
http://purl.obolibrary.org/obo/GO_0008217,51
http://purl.obolibrary.org/obo/GO_0008219,6
http://purl.obolibrary.org/obo/GO_0008227,1
http://purl.obolibrary.org/obo/GO_0008228,5
http://purl.obolibrary.org/obo/GO_0008233,326
http://purl.obolibrary.org/obo/GO_0008234,74
http://purl.obolibrary.org/obo/GO_0008235,9
http://purl.obolibrary.org/obo/GO_0008236,96
http://purl.obolibrary.org/obo/GO_0008237,111
http://purl.obolibrary.org/obo/GO_0008238,6
http://purl.obolibrary.org/obo/GO_0008239,10
http://purl.obolibrary.org/obo/GO_0008240,3
http://purl.obolibrary.org/obo/GO_0008241,2
http://purl.obolibrary.org/obo/GO_0008242,3
http://purl.obolibrary.org/obo/GO_0008252,1
http://purl.obolibrary.org/obo/GO_0008253,5
http://purl.obolibrary.org/obo/GO_0008254,2
http://purl.obolibrary.org/obo/GO_0008260,1
http://purl.obolibrary.org/obo/GO_0008265,1
http://purl.obolibrary.org/obo/GO_0008266,16
http://purl.obolibrary.org/obo/GO_0008269,2
http://purl.obolibrary.org/obo/GO_0008270,756
http://purl.obolibrary.org/obo/GO_0008271,2
http://purl.obolibrary.org/obo/GO_0008273,1
http://purl.obolibrary.org/obo/GO_0008276,7
http://purl.obolibrary.org/obo/GO_0008277,11
http://purl.obolibrary.org/obo/GO_0008281,2
http://purl.obolibrary.org/obo/GO_0008283,54
http://purl.obolibrary.org/obo/GO_0008284,270
http://purl.obolibrary.org/obo/GO_0008285,188
http://purl.obolibrary.org/obo/GO_0008286,41
http://purl.obolibrary.org/obo/GO_0008289,200
http://purl.obolibrary.org/obo/GO_0008292,2
http://purl.obolibrary.org/obo/GO_0008294,2
http://purl.obolibrary.org/obo/GO_0008295,3
http://purl.obolibrary.org/obo/GO_0008296,4
http://purl.obolibrary.org/obo/GO_0008298,2
http://purl.obolibrary.org/obo/GO_0008299,9
http://purl.obolibrary.org/obo/GO_0008301,8
http://purl.obolibrary.org/obo/GO_0008306,18
http://purl.obolibrary.org/obo/GO_0008307,20
http://purl.obolibrary.org/obo/GO_0008308,5
http://purl.obolibrary.org/obo/GO_0008309,2
http://purl.obolibrary.org/obo/GO_0008310,2
http://purl.obolibrary.org/obo/GO_0008311,1
http://purl.obolibrary.org/obo/GO_0008312,6
http://purl.obolibrary.org/obo/GO_0008318,4
http://purl.obolibrary.org/obo/GO_0008320,9
http://purl.obolibrary.org/obo/GO_0008324,7
http://purl.obolibrary.org/obo/GO_0008327,13
http://purl.obolibrary.org/obo/GO_0008330,1
http://purl.obolibrary.org/obo/GO_0008331,4
http://purl.obolibrary.org/obo/GO_0008332,2
http://purl.obolibrary.org/obo/GO_0008333,15
http://purl.obolibrary.org/obo/GO_0008334,3
http://purl.obolibrary.org/obo/GO_0008336,1
http://purl.obolibrary.org/obo/GO_0008340,4
http://purl.obolibrary.org/obo/GO_0008343,2
http://purl.obolibrary.org/obo/GO_0008344,12
http://purl.obolibrary.org/obo/GO_0008347,6
http://purl.obolibrary.org/obo/GO_0008349,6
http://purl.obolibrary.org/obo/GO_0008353,12
http://purl.obolibrary.org/obo/GO_0008354,3
http://purl.obolibrary.org/obo/GO_0008356,2
http://purl.obolibrary.org/obo/GO_0008360,62
http://purl.obolibrary.org/obo/GO_0008361,8
http://purl.obolibrary.org/obo/GO_0008366,3
http://purl.obolibrary.org/obo/GO_0008373,14
http://purl.obolibrary.org/obo/GO_0008374,16
http://purl.obolibrary.org/obo/GO_0008375,13
http://purl.obolibrary.org/obo/GO_0008376,7
http://purl.obolibrary.org/obo/GO_0008378,7
http://purl.obolibrary.org/obo/GO_0008379,5
http://purl.obolibrary.org/obo/GO_0008380,220
http://purl.obolibrary.org/obo/GO_0008381,3
http://purl.obolibrary.org/obo/GO_0008384,3
http://purl.obolibrary.org/obo/GO_0008389,2
http://purl.obolibrary.org/obo/GO_0008390,1
http://purl.obolibrary.org/obo/GO_0008391,1
http://purl.obolibrary.org/obo/GO_0008392,5
http://purl.obolibrary.org/obo/GO_0008395,12
http://purl.obolibrary.org/obo/GO_0008397,1
http://purl.obolibrary.org/obo/GO_0008398,1
http://purl.obolibrary.org/obo/GO_0008401,7
http://purl.obolibrary.org/obo/GO_0008403,1
http://purl.obolibrary.org/obo/GO_0008404,3
http://purl.obolibrary.org/obo/GO_0008405,2
http://purl.obolibrary.org/obo/GO_0008406,4
http://purl.obolibrary.org/obo/GO_0008408,8
http://purl.obolibrary.org/obo/GO_0008409,4
http://purl.obolibrary.org/obo/GO_0008410,1
http://purl.obolibrary.org/obo/GO_0008413,1
http://purl.obolibrary.org/obo/GO_0008417,11
http://purl.obolibrary.org/obo/GO_0008419,1
http://purl.obolibrary.org/obo/GO_0008420,2
http://purl.obolibrary.org/obo/GO_0008422,3
http://purl.obolibrary.org/obo/GO_0008424,1
http://purl.obolibrary.org/obo/GO_0008426,3
http://purl.obolibrary.org/obo/GO_0008427,1
http://purl.obolibrary.org/obo/GO_0008428,2
http://purl.obolibrary.org/obo/GO_0008429,5
http://purl.obolibrary.org/obo/GO_0008430,2
http://purl.obolibrary.org/obo/GO_0008431,3
http://purl.obolibrary.org/obo/GO_0008432,5
http://purl.obolibrary.org/obo/GO_0008440,3
http://purl.obolibrary.org/obo/GO_0008441,2
http://purl.obolibrary.org/obo/GO_0008443,1
http://purl.obolibrary.org/obo/GO_0008445,1
http://purl.obolibrary.org/obo/GO_0008448,1
http://purl.obolibrary.org/obo/GO_0008449,3
http://purl.obolibrary.org/obo/GO_0008453,1
http://purl.obolibrary.org/obo/GO_0008454,3
http://purl.obolibrary.org/obo/GO_0008455,1
http://purl.obolibrary.org/obo/GO_0008456,1
http://purl.obolibrary.org/obo/GO_0008458,2
http://purl.obolibrary.org/obo/GO_0008459,2
http://purl.obolibrary.org/obo/GO_0008463,1
http://purl.obolibrary.org/obo/GO_0008466,2
http://purl.obolibrary.org/obo/GO_0008467,1
http://purl.obolibrary.org/obo/GO_0008474,7
http://purl.obolibrary.org/obo/GO_0008475,3
http://purl.obolibrary.org/obo/GO_0008476,2
http://purl.obolibrary.org/obo/GO_0008478,1
http://purl.obolibrary.org/obo/GO_0008479,1
http://purl.obolibrary.org/obo/GO_0008481,2
http://purl.obolibrary.org/obo/GO_0008483,10
http://purl.obolibrary.org/obo/GO_0008484,9
http://purl.obolibrary.org/obo/GO_0008486,1
http://purl.obolibrary.org/obo/GO_0008488,1
http://purl.obolibrary.org/obo/GO_0008489,3
http://purl.obolibrary.org/obo/GO_0008494,4
http://purl.obolibrary.org/obo/GO_0008496,1
http://purl.obolibrary.org/obo/GO_0008499,4
http://purl.obolibrary.org/obo/GO_0008502,2
http://purl.obolibrary.org/obo/GO_0008503,5
http://purl.obolibrary.org/obo/GO_0008504,9
http://purl.obolibrary.org/obo/GO_0008508,2
http://purl.obolibrary.org/obo/GO_0008509,7
http://purl.obolibrary.org/obo/GO_0008510,4
http://purl.obolibrary.org/obo/GO_0008511,2
http://purl.obolibrary.org/obo/GO_0008517,4
http://purl.obolibrary.org/obo/GO_0008518,1
http://purl.obolibrary.org/obo/GO_0008519,5
http://purl.obolibrary.org/obo/GO_0008520,2
http://purl.obolibrary.org/obo/GO_0008521,1
http://purl.obolibrary.org/obo/GO_0008523,1
http://purl.obolibrary.org/obo/GO_0008525,2
http://purl.obolibrary.org/obo/GO_0008526,5
http://purl.obolibrary.org/obo/GO_0008527,13
http://purl.obolibrary.org/obo/GO_0008528,24
http://purl.obolibrary.org/obo/GO_0008531,1
http://purl.obolibrary.org/obo/GO_0008532,5
http://purl.obolibrary.org/obo/GO_0008534,1
http://purl.obolibrary.org/obo/GO_0008535,1
http://purl.obolibrary.org/obo/GO_0008542,12
http://purl.obolibrary.org/obo/GO_0008543,18
http://purl.obolibrary.org/obo/GO_0008544,43
http://purl.obolibrary.org/obo/GO_0008545,2
http://purl.obolibrary.org/obo/GO_0008556,4
http://purl.obolibrary.org/obo/GO_0008559,10
http://purl.obolibrary.org/obo/GO_0008568,1
http://purl.obolibrary.org/obo/GO_0008569,7
http://purl.obolibrary.org/obo/GO_0008574,4
http://purl.obolibrary.org/obo/GO_0008582,1
http://purl.obolibrary.org/obo/GO_0008584,36
http://purl.obolibrary.org/obo/GO_0008585,6
http://purl.obolibrary.org/obo/GO_0008589,9
http://purl.obolibrary.org/obo/GO_0008593,9
http://purl.obolibrary.org/obo/GO_0008594,1
http://purl.obolibrary.org/obo/GO_0008595,4
http://purl.obolibrary.org/obo/GO_0008603,4
http://purl.obolibrary.org/obo/GO_0008607,1
http://purl.obolibrary.org/obo/GO_0008608,11
http://purl.obolibrary.org/obo/GO_0008609,1
http://purl.obolibrary.org/obo/GO_0008610,18
http://purl.obolibrary.org/obo/GO_0008611,3
http://purl.obolibrary.org/obo/GO_0008612,1
http://purl.obolibrary.org/obo/GO_0008613,1
http://purl.obolibrary.org/obo/GO_0008615,2
http://purl.obolibrary.org/obo/GO_0008625,20
http://purl.obolibrary.org/obo/GO_0008626,1
http://purl.obolibrary.org/obo/GO_0008627,1
http://purl.obolibrary.org/obo/GO_0008628,1
http://purl.obolibrary.org/obo/GO_0008630,19
http://purl.obolibrary.org/obo/GO_0008631,8
http://purl.obolibrary.org/obo/GO_0008637,5
