go,goLabel,ns,k
http://purl.obolibrary.org/obo/GO_2001234,negative regulation of apoptotic signaling pathway,Biological Process,2
http://purl.obolibrary.org/obo/GO_0000287,magnesium ion binding,Molecular Function,2
http://purl.obolibrary.org/obo/GO_0000775,"chromosome, centromeric region",Cellular Component,2
http://purl.obolibrary.org/obo/GO_2000811,negative regulation of anoikis,Biological Process,2
http://purl.obolibrary.org/obo/GO_0000932,P-body,Cellular Component,2
http://purl.obolibrary.org/obo/GO_0001503,ossification,Biological Process,2
http://purl.obolibrary.org/obo/GO_2000077,negative regulation of type B pancreatic cell development,Biological Process,2
http://purl.obolibrary.org/obo/GO_0001568,blood vessel development,Biological Process,2
http://purl.obolibrary.org/obo/GO_2000377,regulation of reactive oxygen species metabolic process,Biological Process,2
http://purl.obolibrary.org/obo/GO_0001649,osteoblast differentiation,Biological Process,2
http://purl.obolibrary.org/obo/GO_0001650,fibrillar center,Cellular Component,2
http://purl.obolibrary.org/obo/GO_2000343,positive regulation of chemokine (C-X-C motif) ligand 2 production,Biological Process,2
http://purl.obolibrary.org/obo/GO_0001725,stress fiber,Cellular Component,2
http://purl.obolibrary.org/obo/GO_0001726,ruffle,Cellular Component,2
http://purl.obolibrary.org/obo/GO_0001772,immunological synapse,Cellular Component,2
http://purl.obolibrary.org/obo/GO_1905906,regulation of amyloid fibril formation,Biological Process,2
http://purl.obolibrary.org/obo/GO_0002282,microglial cell activation involved in immune response,Biological Process,2
http://purl.obolibrary.org/obo/GO_0005158,insulin receptor binding,Molecular Function,2
http://purl.obolibrary.org/obo/GO_0004930,G protein-coupled receptor activity,Molecular Function,2
http://purl.obolibrary.org/obo/GO_1903829,positive regulation of protein localization,Biological Process,2
http://purl.obolibrary.org/obo/GO_1903660,negative regulation of complement-dependent cytotoxicity,Biological Process,2
http://purl.obolibrary.org/obo/GO_1903523,negative regulation of blood circulation,Biological Process,2
http://purl.obolibrary.org/obo/GO_0004842,ubiquitin-protein transferase activity,Molecular Function,2
http://purl.obolibrary.org/obo/GO_0004857,enzyme inhibitor activity,Molecular Function,2
http://purl.obolibrary.org/obo/GO_1903265,positive regulation of tumor necrosis factor-mediated signaling pathway,Biological Process,2
http://purl.obolibrary.org/obo/GO_0004869,cysteine-type endopeptidase inhibitor activity,Molecular Function,2
http://purl.obolibrary.org/obo/GO_1903136,cuprous ion binding,Molecular Function,2
http://purl.obolibrary.org/obo/GO_1903038,negative regulation of leukocyte cell-cell adhesion,Biological Process,2
http://purl.obolibrary.org/obo/GO_0004181,metallocarboxypeptidase activity,Molecular Function,2
http://purl.obolibrary.org/obo/GO_0005041,low-density lipoprotein particle receptor activity,Molecular Function,2
http://purl.obolibrary.org/obo/GO_0005085,guanyl-nucleotide exchange factor activity,Molecular Function,2
http://purl.obolibrary.org/obo/GO_1902998,positive regulation of neurofibrillary tangle assembly,Biological Process,2
http://purl.obolibrary.org/obo/GO_0005096,GTPase activator activity,Molecular Function,2
http://purl.obolibrary.org/obo/GO_0005109,frizzled binding,Molecular Function,2
http://purl.obolibrary.org/obo/GO_0005112,Notch binding,Molecular Function,2
http://purl.obolibrary.org/obo/GO_1902995,positive regulation of phospholipid efflux,Biological Process,2
http://purl.obolibrary.org/obo/GO_1902992,negative regulation of amyloid precursor protein catabolic process,Biological Process,2
http://purl.obolibrary.org/obo/GO_0004252,serine-type endopeptidase activity,Molecular Function,2
http://purl.obolibrary.org/obo/GO_1903898,negative regulation of PERK-mediated unfolded protein response,Biological Process,2
http://purl.obolibrary.org/obo/GO_0002430,complement receptor mediated signaling pathway,Biological Process,2
http://purl.obolibrary.org/obo/GO_1905146,lysosomal protein catabolic process,Biological Process,2
http://purl.obolibrary.org/obo/GO_0002446,neutrophil mediated immunity,Biological Process,2
http://purl.obolibrary.org/obo/GO_0002467,germinal center formation,Biological Process,2
http://purl.obolibrary.org/obo/GO_1905606,regulation of presynapse assembly,Biological Process,2
http://purl.obolibrary.org/obo/GO_0002474,antigen processing and presentation of peptide antigen via MHC class I,Biological Process,2
http://purl.obolibrary.org/obo/GO_0002504,antigen processing and presentation of peptide or polysaccharide antigen via MHC class II,Biological Process,2
http://purl.obolibrary.org/obo/GO_0002634,regulation of germinal center formation,Biological Process,2
http://purl.obolibrary.org/obo/GO_0002639,positive regulation of immunoglobulin production,Biological Process,2
http://purl.obolibrary.org/obo/GO_1905167,positive regulation of lysosomal protein catabolic process,Biological Process,2
http://purl.obolibrary.org/obo/GO_0002862,negative regulation of inflammatory response to antigenic stimulus,Biological Process,2
http://purl.obolibrary.org/obo/GO_0003777,microtubule motor activity,Molecular Function,2
http://purl.obolibrary.org/obo/GO_1904781,positive regulation of protein localization to centrosome,Biological Process,2
http://purl.obolibrary.org/obo/GO_1904724,tertiary granule lumen,Cellular Component,2
http://purl.obolibrary.org/obo/GO_1904645,response to amyloid-beta,Biological Process,2
http://purl.obolibrary.org/obo/GO_0003151,outflow tract morphogenesis,Biological Process,2
http://purl.obolibrary.org/obo/GO_1904472,positive regulation of endothelin production,Biological Process,2
http://purl.obolibrary.org/obo/GO_0003680,minor groove of adenine-thymine-rich DNA binding,Molecular Function,2
http://purl.obolibrary.org/obo/GO_0003714,transcription corepressor activity,Molecular Function,2
http://purl.obolibrary.org/obo/GO_0003743,translation initiation factor activity,Molecular Function,2
http://purl.obolibrary.org/obo/GO_0008584,male gonad development,Biological Process,2
http://purl.obolibrary.org/obo/GO_0046928,regulation of neurotransmitter secretion,Biological Process,2
http://purl.obolibrary.org/obo/GO_0009749,response to glucose,Biological Process,2
http://purl.obolibrary.org/obo/GO_0097718,disordered domain specific binding,Molecular Function,2
http://purl.obolibrary.org/obo/GO_0098588,bounding membrane of organelle,Cellular Component,2
http://purl.obolibrary.org/obo/GO_0010820,positive regulation of T cell chemotaxis,Biological Process,2
http://purl.obolibrary.org/obo/GO_0010975,regulation of neuron projection development,Biological Process,2
http://purl.obolibrary.org/obo/GO_0009898,cytoplasmic side of plasma membrane,Cellular Component,2
http://purl.obolibrary.org/obo/GO_0098989,NMDA selective glutamate receptor signaling pathway,Biological Process,2
http://purl.obolibrary.org/obo/GO_0010642,negative regulation of platelet-derived growth factor receptor signaling pathway,Biological Process,2
http://purl.obolibrary.org/obo/GO_0009725,response to hormone,Biological Process,2
http://purl.obolibrary.org/obo/GO_0010745,negative regulation of macrophage derived foam cell differentiation,Biological Process,2
http://purl.obolibrary.org/obo/GO_0010604,positive regulation of macromolecule metabolic process,Biological Process,2
http://purl.obolibrary.org/obo/GO_0010814,substance P catabolic process,Biological Process,2
http://purl.obolibrary.org/obo/GO_0009653,anatomical structure morphogenesis,Biological Process,2
http://purl.obolibrary.org/obo/GO_0098552,side of membrane,Cellular Component,2
http://purl.obolibrary.org/obo/GO_0009968,negative regulation of signal transduction,Biological Process,2
http://purl.obolibrary.org/obo/GO_0097746,blood vessel diameter maintenance,Biological Process,2
http://purl.obolibrary.org/obo/GO_0009636,response to toxic substance,Biological Process,2
http://purl.obolibrary.org/obo/GO_0009967,positive regulation of signal transduction,Biological Process,2
http://purl.obolibrary.org/obo/GO_0099558,maintenance of synapse structure,Biological Process,2
http://purl.obolibrary.org/obo/GO_0099173,postsynapse organization,Biological Process,2
http://purl.obolibrary.org/obo/GO_0010494,cytoplasmic stress granule,Cellular Component,2
http://purl.obolibrary.org/obo/GO_0009612,response to mechanical stimulus,Biological Process,2
http://purl.obolibrary.org/obo/GO_0010812,negative regulation of cell-substrate adhesion,Biological Process,2
http://purl.obolibrary.org/obo/GO_0097435,supramolecular fiber organization,Biological Process,2
http://purl.obolibrary.org/obo/GO_0097449,astrocyte projection,Cellular Component,2
http://purl.obolibrary.org/obo/GO_0010506,regulation of autophagy,Biological Process,2
http://purl.obolibrary.org/obo/GO_0098655,monoatomic cation transmembrane transport,Biological Process,2
http://purl.obolibrary.org/obo/GO_0010544,negative regulation of platelet activation,Biological Process,2
http://purl.obolibrary.org/obo/GO_0098693,regulation of synaptic vesicle cycle,Biological Process,2
http://purl.obolibrary.org/obo/GO_0098869,cellular oxidant detoxification,Biological Process,2
http://purl.obolibrary.org/obo/GO_1904715,negative regulation of chaperone-mediated autophagy,Biological Process,1
http://purl.obolibrary.org/obo/GO_0090646,mitochondrial tRNA processing,Biological Process,1
http://purl.obolibrary.org/obo/GO_1904263,positive regulation of TORC1 signaling,Biological Process,1
http://purl.obolibrary.org/obo/GO_0098814,spontaneous synaptic transmission,Biological Process,1
http://purl.obolibrary.org/obo/GO_1904714,regulation of chaperone-mediated autophagy,Biological Process,1
http://purl.obolibrary.org/obo/GO_0051145,smooth muscle cell differentiation,Biological Process,1
http://purl.obolibrary.org/obo/GO_1904707,positive regulation of vascular associated smooth muscle cell proliferation,Biological Process,1
http://purl.obolibrary.org/obo/GO_1904706,negative regulation of vascular associated smooth muscle cell proliferation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0051046,regulation of secretion,Biological Process,1
http://purl.obolibrary.org/obo/GO_0098780,response to mitochondrial depolarisation,Biological Process,1
http://purl.obolibrary.org/obo/GO_1904638,response to resveratrol,Biological Process,1
http://purl.obolibrary.org/obo/GO_0051028,mRNA transport,Biological Process,1
http://purl.obolibrary.org/obo/GO_1904591,positive regulation of protein import,Biological Process,1
http://purl.obolibrary.org/obo/GO_0051020,GTPase binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_1904283,negative regulation of antigen processing and presentation of endogenous peptide antigen via MHC class I,Biological Process,1
http://purl.obolibrary.org/obo/GO_0051055,negative regulation of lipid biosynthetic process,Biological Process,1
http://purl.obolibrary.org/obo/GO_0051054,positive regulation of DNA metabolic process,Biological Process,1
http://purl.obolibrary.org/obo/GO_0051089,constitutive protein ectodomain proteolysis,Biological Process,1
http://purl.obolibrary.org/obo/GO_1904377,positive regulation of protein localization to cell periphery,Biological Process,1
http://purl.obolibrary.org/obo/GO_1904395,positive regulation of skeletal muscle acetylcholine-gated channel clustering,Biological Process,1
http://purl.obolibrary.org/obo/GO_1904375,regulation of protein localization to cell periphery,Biological Process,1
http://purl.obolibrary.org/obo/GO_1904399,heparan sulfate binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_1904339,negative regulation of dopaminergic neuron differentiation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0051094,positive regulation of developmental process,Biological Process,1
http://purl.obolibrary.org/obo/GO_1904417,positive regulation of xenophagy,Biological Process,1
http://purl.obolibrary.org/obo/GO_0051019,mitogen-activated protein kinase binding,Molecular Function,1
http://purl.obolibrary.org/obo/GO_1904466,positive regulation of matrix metallopeptidase secretion,Biological Process,1
http://purl.obolibrary.org/obo/GO_0051058,negative regulation of small GTPase mediated signal transduction,Biological Process,1
http://purl.obolibrary.org/obo/GO_1904315,transmitter-gated monoatomic ion channel activity involved in regulation of postsynaptic membrane potential,Molecular Function,1
http://purl.obolibrary.org/obo/GO_0051124,synaptic assembly at neuromuscular junction,Biological Process,1
http://purl.obolibrary.org/obo/GO_1904307,response to desipramine,Biological Process,1
http://purl.obolibrary.org/obo/GO_1904300,positive regulation of transcytosis,Biological Process,1
http://purl.obolibrary.org/obo/GO_1904515,positive regulation of TORC2 signaling,Biological Process,1
http://purl.obolibrary.org/obo/GO_0071953,elastic fiber,Cellular Component,1
http://purl.obolibrary.org/obo/GO_0097009,energy homeostasis,Biological Process,1
http://purl.obolibrary.org/obo/GO_0095500,acetylcholine receptor signaling pathway,Biological Process,1
http://purl.obolibrary.org/obo/GO_0097028,dendritic cell differentiation,Biological Process,1
http://purl.obolibrary.org/obo/GO_0050866,negative regulation of cell activation,Biological Process,1
http://purl.obolibrary.org/obo/GO_1905235,response to quercetin,Biological Process,1
http://purl.obolibrary.org/obo/GO_1905242,"response to 3,3',5-triiodo-L-thyronine",Biological Process,1
