gene,n_sources,sources,evidence_types,n_evidence_types,curated,genetic,differential,secondary_support,n_secondary,pigean_score,n_uniprot_variants,de_regions,de_direction,de_conflict,druggable,drugs,biotype,score,tier
TENM2,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
TENM3,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
TF,1,rdkg,curated knowledge,1,1,0,0,,0,,0,1,up,0,0,,protein-coding,6.0,C
TMEM232,1,biomarkerkg,genetic association,1,0,1,0,family-history proxy,1,,0,0,,0,0,,protein-coding,6.0,C
TMEM266,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
TMEM41B,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
TMEM59L,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
TRIP6,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,up,0,0,,protein-coding,6.0,C
TRPM6,1,biomarkerkg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,,0,0,,0,0,,protein-coding,6.0,C
UBAP2,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
UQCR11,1,digcfdekg,genetic association,1,0,1,0,,0,1.33,0,0,,0,0,,protein-coding,6.0,C
VAC14,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
VAV2,1,biomarkerkg,genetic association,1,0,1,0,family-history proxy,1,,0,0,,0,0,,protein-coding,6.0,C
WDR70,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
WWOX,1,rdkg,curated knowledge,1,1,0,0,,0,,0,1,up,0,0,,protein-coding,6.0,C
ZBTB45,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
ZFAT,1,biomarkerkg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,,0,0,,0,0,,protein-coding,6.0,C
ZMIZ1,1,biomarkerkg,genetic association,1,0,1,0,family-history proxy,1,,0,0,,0,0,,protein-coding,6.0,C
ZNF180,1,biomarkerkg,genetic association,1,0,1,0,CSF/imaging endophenotype,1,,0,0,,0,0,,protein-coding,6.0,C
ZNF318,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,1,down,0,0,,protein-coding,6.0,C
CLEC3B,1,digcfdekg,genetic association,1,0,1,0,,0,1.32,0,0,,0,0,,protein-coding,5.99,C
CTDSPL,1,digcfdekg,genetic association,1,0,1,0,,0,1.32,0,0,,0,0,,protein-coding,5.99,C
GAS8,1,digcfdekg,genetic association,1,0,1,0,,0,1.32,0,0,,0,0,,protein-coding,5.99,C
NEIL2,1,digcfdekg,genetic association,1,0,1,0,,0,1.32,0,0,,0,0,,protein-coding,5.99,C
TMEM14E,1,digcfdekg,genetic association,1,0,1,0,,0,1.32,0,0,,0,0,,protein-coding,5.99,C
BRS3,1,digcfdekg,genetic association,1,0,1,0,,0,1.31,0,0,,0,0,,protein-coding,5.98,C
CDH2,1,digcfdekg,genetic association,1,0,1,0,,0,1.3,0,0,,0,0,,protein-coding,5.98,C
FAM101A,1,digcfdekg,genetic association,1,0,1,0,,0,1.31,0,0,,0,0,,protein-coding,5.98,C
FAM160A1,1,digcfdekg,genetic association,1,0,1,0,,0,1.31,0,0,,0,0,,protein-coding,5.98,C
FAM169B,1,digcfdekg,genetic association,1,0,1,0,,0,1.3,0,0,,0,0,,protein-coding,5.98,C
FER,1,digcfdekg,genetic association,1,0,1,0,,0,1.31,0,0,,0,0,,protein-coding,5.98,C
INO80E,1,digcfdekg,genetic association,1,0,1,0,,0,1.3,0,0,,0,0,,protein-coding,5.98,C
NCK1,1,digcfdekg,genetic association,1,0,1,0,,0,1.31,0,0,,0,0,,protein-coding,5.98,C
PTH,1,digcfdekg,genetic association,1,0,1,0,,0,1.31,0,0,,0,0,,protein-coding,5.98,C
VAV1,1,digcfdekg,genetic association,1,0,1,0,,0,1.31,0,0,,0,0,,protein-coding,5.98,C
VKORC1,1,digcfdekg,genetic association,1,0,1,0,,0,1.3,0,0,,0,0,,protein-coding,5.98,C
HIRIP3,1,digcfdekg,genetic association,1,0,1,0,,0,1.29,0,0,,0,0,,protein-coding,5.97,C
HNRNPD,1,digcfdekg,genetic association,1,0,1,0,,0,1.29,0,0,,0,0,,protein-coding,5.97,C
LILRA6,1,digcfdekg,genetic association,1,0,1,0,,0,1.29,0,0,,0,0,,protein-coding,5.97,C
C1S,1,digcfdekg,genetic association,1,0,1,0,,0,1.28,0,0,,0,0,,protein-coding,5.96,C
GEMIN7,1,digcfdekg,genetic association,1,0,1,0,,0,1.28,0,0,,0,0,,protein-coding,5.96,C
INSC,1,digcfdekg,genetic association,1,0,1,0,,0,1.28,0,0,,0,0,,protein-coding,5.96,C
MGAT4B,1,digcfdekg,genetic association,1,0,1,0,,0,1.28,0,0,,0,0,,protein-coding,5.96,C
ZFP42,1,digcfdekg,genetic association,1,0,1,0,,0,1.28,0,0,,0,0,,protein-coding,5.96,C
MCF2L,1,digcfdekg,genetic association,1,0,1,0,,0,1.27,0,0,,0,0,,protein-coding,5.95,C
C4orf45,1,digcfdekg,genetic association,1,0,1,0,,0,1.25,0,0,,0,0,,protein-coding,5.94,C
CHCHD2,1,digcfdekg,genetic association,1,0,1,0,,0,1.25,0,0,,0,0,,protein-coding,5.94,C
MEX3D,1,digcfdekg,genetic association,1,0,1,0,,0,1.26,0,0,,0,0,,protein-coding,5.94,C
PABPC1,1,digcfdekg,genetic association,1,0,1,0,,0,1.25,0,0,,0,0,,protein-coding,5.94,C
ZNF638,1,digcfdekg,genetic association,1,0,1,0,,0,1.25,0,0,,0,0,,protein-coding,5.94,C
LTC4S,1,digcfdekg,genetic association,1,0,1,0,,0,1.24,0,0,,0,0,,protein-coding,5.93,C
PYCARD,1,digcfdekg,genetic association,1,0,1,0,,0,1.24,0,0,,0,0,,protein-coding,5.93,C
TREM1,1,digcfdekg,genetic association,1,0,1,0,,0,1.24,0,0,,0,0,,protein-coding,5.93,C
ATF7IP2,1,digcfdekg,genetic association,1,0,1,0,,0,1.23,0,0,,0,0,,protein-coding,5.92,C
ATP10B,1,digcfdekg,genetic association,1,0,1,0,,0,1.23,0,0,,0,0,,protein-coding,5.92,C
C4BPB,1,digcfdekg,genetic association,1,0,1,0,,0,1.22,0,0,,0,0,,protein-coding,5.92,C
EFCAB3,1,digcfdekg,genetic association,1,0,1,0,,0,1.23,0,0,,0,0,,protein-coding,5.92,C
LOXHD1,1,digcfdekg,genetic association,1,0,1,0,,0,1.22,0,0,,0,0,,protein-coding,5.92,C
MGAT5,1,digcfdekg,genetic association,1,0,1,0,,0,1.22,0,0,,0,0,,protein-coding,5.92,C
PRSS53,1,digcfdekg,genetic association,1,0,1,0,,0,1.22,0,0,,0,0,,protein-coding,5.92,C
PRSS8,1,digcfdekg,genetic association,1,0,1,0,,0,1.23,0,0,,0,0,,protein-coding,5.92,C
ZNF296,1,digcfdekg,genetic association,1,0,1,0,,0,1.22,0,0,,0,0,,protein-coding,5.92,C
IFI30,1,digcfdekg,genetic association,1,0,1,0,,0,1.21,0,0,,0,0,,protein-coding,5.91,C
LUZP6,1,digcfdekg,genetic association,1,0,1,0,,0,1.21,0,0,,0,0,,protein-coding,5.91,C
RAPSN,1,digcfdekg,genetic association,1,0,1,0,,0,1.21,0,0,,0,0,,protein-coding,5.91,C
TTC30A,1,digcfdekg,genetic association,1,0,1,0,,0,1.21,0,0,,0,0,,protein-coding,5.91,C
GABPA,1,digcfdekg,genetic association,1,0,1,0,,0,1.2,0,0,,0,0,,protein-coding,5.9,C
INTS1,1,digcfdekg,genetic association,1,0,1,0,,0,1.2,0,0,,0,0,,protein-coding,5.9,C
MYO5A,1,digcfdekg,genetic association,1,0,1,0,,0,1.2,0,0,,0,0,,protein-coding,5.9,C
C9orf152,1,digcfdekg,genetic association,1,0,1,0,,0,1.19,0,0,,0,0,,protein-coding,5.89,C
CFL1,1,digcfdekg,genetic association,1,0,1,0,,0,1.19,0,0,,0,0,,protein-coding,5.89,C
FBXO33,1,digcfdekg,genetic association,1,0,1,0,,0,1.19,0,0,,0,0,,protein-coding,5.89,C
VAV3,1,digcfdekg,genetic association,1,0,1,0,,0,1.19,0,0,,0,0,,protein-coding,5.89,C
APBA2,1,digcfdekg,genetic association,1,0,1,0,,0,1.18,0,0,,0,0,,protein-coding,5.88,C
KIAA1024,1,digcfdekg,genetic association,1,0,1,0,,0,1.18,0,0,,0,0,,protein-coding,5.88,C
NHLRC3,1,digcfdekg,genetic association,1,0,1,0,,0,1.17,0,0,,0,0,,protein-coding,5.88,C
OMP,1,digcfdekg,genetic association,1,0,1,0,,0,1.17,0,0,,0,0,,protein-coding,5.88,C
PAX3,1,digcfdekg,genetic association,1,0,1,0,,0,1.18,0,0,,0,0,,protein-coding,5.88,C
ADAT3,1,digcfdekg,genetic association,1,0,1,0,,0,1.16,0,0,,0,0,,protein-coding,5.87,C
ADRA2A,1,digcfdekg,genetic association,1,0,1,0,,0,1.16,0,0,,0,0,,protein-coding,5.87,C
LILRA2,1,digcfdekg,genetic association,1,0,1,0,,0,1.16,0,0,,0,0,,protein-coding,5.87,C
HES4,1,digcfdekg,genetic association,1,0,1,0,,0,1.15,0,0,,0,0,,protein-coding,5.86,C
IZUMO1,1,digcfdekg,genetic association,1,0,1,0,,0,1.14,0,0,,0,0,,protein-coding,5.86,C
MTDH,1,digcfdekg,genetic association,1,0,1,0,,0,1.14,0,0,,0,0,,protein-coding,5.86,C
OPN4,1,digcfdekg,genetic association,1,0,1,0,,0,1.15,0,0,,0,0,,protein-coding,5.86,C
PLAC9,1,digcfdekg,genetic association,1,0,1,0,,0,1.14,0,0,,0,0,,protein-coding,5.86,C
SLC2A12,1,digcfdekg,genetic association,1,0,1,0,,0,1.14,0,0,,0,0,,protein-coding,5.86,C
ZNF235,1,digcfdekg,genetic association,1,0,1,0,,0,1.14,0,0,,0,0,,protein-coding,5.86,C
CPB2,1,digcfdekg,genetic association,1,0,1,0,,0,1.13,0,0,,0,0,,protein-coding,5.85,C
NTN5,1,digcfdekg,genetic association,1,0,1,0,,0,1.13,0,0,,0,0,,protein-coding,5.85,C
RDH10,1,digcfdekg,genetic association,1,0,1,0,,0,1.13,0,0,,0,0,,protein-coding,5.85,C
RNF167,1,digcfdekg,genetic association,1,0,1,0,,0,1.13,0,0,,0,0,,protein-coding,5.85,C
SERPINF2,1,digcfdekg,genetic association,1,0,1,0,,0,1.13,0,0,,0,0,,protein-coding,5.85,C
ABCC12,1,digcfdekg,genetic association,1,0,1,0,,0,1.12,0,0,,0,0,,protein-coding,5.84,C
IGLON5,1,digcfdekg,genetic association,1,0,1,0,,0,1.12,0,0,,0,0,,protein-coding,5.84,C
SNRPN,1,digcfdekg,genetic association,1,0,1,0,,0,1.12,0,0,,0,0,,protein-coding,5.84,C
SPZ1,1,digcfdekg,genetic association,1,0,1,0,,0,1.12,0,0,,0,0,,protein-coding,5.84,C
TLCD2,1,digcfdekg,genetic association,1,0,1,0,,0,1.12,0,0,,0,0,,protein-coding,5.84,C
TRAF3,1,digcfdekg,genetic association,1,0,1,0,,0,1.12,0,0,,0,0,,protein-coding,5.84,C
PTP4A3,1,digcfdekg,genetic association,1,0,1,0,,0,1.11,0,0,,0,0,,protein-coding,5.83,C
RASGEF1B,1,digcfdekg,genetic association,1,0,1,0,,0,1.11,0,0,,0,0,,protein-coding,5.83,C
SFRP4,1,digcfdekg,genetic association,1,0,1,0,,0,1.11,0,0,,0,0,,protein-coding,5.83,C
SIX5,1,digcfdekg,genetic association,1,0,1,0,,0,1.11,0,0,,0,0,,protein-coding,5.83,C
DMWD,1,digcfdekg,genetic association,1,0,1,0,,0,1.09,0,0,,0,0,,protein-coding,5.82,C
DPPA4,1,digcfdekg,genetic association,1,0,1,0,,0,1.1,0,0,,0,0,,protein-coding,5.82,C
DSG3,1,digcfdekg,genetic association,1,0,1,0,,0,1.09,0,0,,0,0,,protein-coding,5.82,C
DYDC2,1,digcfdekg,genetic association,1,0,1,0,,0,1.09,0,0,,0,0,,protein-coding,5.82,C
IAH1,1,digcfdekg,genetic association,1,0,1,0,,0,1.1,0,0,,0,0,,protein-coding,5.82,C
MUS81,1,digcfdekg,genetic association,1,0,1,0,,0,1.1,0,0,,0,0,,protein-coding,5.82,C
PPP2R3A,1,digcfdekg,genetic association,1,0,1,0,,0,1.1,0,0,,0,0,,protein-coding,5.82,C
RPL7,1,digcfdekg,genetic association,1,0,1,0,,0,1.1,0,0,,0,0,,protein-coding,5.82,C
RSPH6A,1,digcfdekg,genetic association,1,0,1,0,,0,1.09,0,0,,0,0,,protein-coding,5.82,C
TAOK2,1,digcfdekg,genetic association,1,0,1,0,,0,1.09,0,0,,0,0,,protein-coding,5.82,C
DMPK,1,digcfdekg,genetic association,1,0,1,0,,0,1.08,0,0,,0,0,,protein-coding,5.81,C
FAM193B,1,digcfdekg,genetic association,1,0,1,0,,0,1.08,0,0,,0,0,,protein-coding,5.81,C
LPCAT3,1,digcfdekg,genetic association,1,0,1,0,,0,1.08,0,0,,0,0,,protein-coding,5.81,C
OR4C13,1,digcfdekg,genetic association,1,0,1,0,,0,1.08,0,0,,0,0,,protein-coding,5.81,C
RPRD1B,1,digcfdekg,genetic association,1,0,1,0,,0,1.08,0,0,,0,0,,protein-coding,5.81,C
ADAM28,1,digcfdekg,genetic association,1,0,1,0,,0,1.06,0,0,,0,0,,protein-coding,5.8,C
ALX4,1,digcfdekg,genetic association,1,0,1,0,,0,1.07,0,0,,0,0,,protein-coding,5.8,C
DOK3,1,digcfdekg,genetic association,1,0,1,0,,0,1.06,0,0,,0,0,,protein-coding,5.8,C
DYDC1,1,digcfdekg,genetic association,1,0,1,0,,0,1.07,0,0,,0,0,,protein-coding,5.8,C
FEZF1,1,digcfdekg,genetic association,1,0,1,0,,0,1.06,0,0,,0,0,,protein-coding,5.8,C
IL4,1,digcfdekg,genetic association,1,0,1,0,,0,1.07,0,0,,0,0,,protein-coding,5.8,C
INPP5K,1,digcfdekg,genetic association,1,0,1,0,,0,1.07,0,0,,0,0,,protein-coding,5.8,C
LAIR1,1,digcfdekg,genetic association,1,0,1,0,,0,1.06,0,0,,0,0,,protein-coding,5.8,C
RRS1,1,digcfdekg,genetic association,1,0,1,0,,0,1.07,0,0,,0,0,,protein-coding,5.8,C
RWDD3,1,digcfdekg,genetic association,1,0,1,0,,0,1.07,0,0,,0,0,,protein-coding,5.8,C
SCAMP4,1,digcfdekg,genetic association,1,0,1,0,,0,1.07,0,0,,0,0,,protein-coding,5.8,C
SENP3,1,digcfdekg,genetic association,1,0,1,0,,0,1.07,0,0,,0,0,,protein-coding,5.8,C
SND1,1,digcfdekg,genetic association,1,0,1,0,,0,1.06,0,0,,0,0,,protein-coding,5.8,C
TCEA1,1,digcfdekg,genetic association,1,0,1,0,,0,1.06,0,0,,0,0,,protein-coding,5.8,C
TNFSF12,1,digcfdekg,genetic association,1,0,1,0,,0,1.06,0,0,,0,0,,protein-coding,5.8,C
TTC30B,1,digcfdekg,genetic association,1,0,1,0,,0,1.07,0,0,,0,0,,protein-coding,5.8,C
VRK2,1,digcfdekg,genetic association,1,0,1,0,,0,1.06,0,0,,0,0,,protein-coding,5.8,C
CNTLN,1,digcfdekg,genetic association,1,0,1,0,,0,1.05,0,0,,0,0,,protein-coding,5.79,C
IQCH,1,digcfdekg,genetic association,1,0,1,0,,0,1.05,0,0,,0,0,,protein-coding,5.79,C
LRRC7,1,digcfdekg,genetic association,1,0,1,0,,0,1.05,0,0,,0,0,,protein-coding,5.79,C
MYCN,1,digcfdekg,genetic association,1,0,1,0,,0,1.05,0,0,,0,0,,protein-coding,5.79,C
PACRG,1,digcfdekg,genetic association,1,0,1,0,,0,1.05,0,0,,0,0,,protein-coding,5.79,C
PARK2,1,digcfdekg,genetic association,1,0,1,0,,0,1.05,0,0,,0,0,,protein-coding,5.79,C
ARSD,1,digcfdekg,genetic association,1,0,1,0,,0,1.04,0,0,,0,0,,protein-coding,5.78,C
CCDC140,1,digcfdekg,genetic association,1,0,1,0,,0,1.04,0,0,,0,0,,protein-coding,5.78,C
CDC42EP5,1,digcfdekg,genetic association,1,0,1,0,,0,1.04,0,0,,0,0,,protein-coding,5.78,C
UTRN,1,digcfdekg,genetic association,1,0,1,0,,0,1.04,0,0,,0,0,,protein-coding,5.78,C
ZNF646,1,digcfdekg,genetic association,1,0,1,0,,0,1.04,0,0,,0,0,,protein-coding,5.78,C
ADHFE1,1,digcfdekg,genetic association,1,0,1,0,,0,1.03,0,0,,0,0,,protein-coding,5.77,C
NF1,1,digcfdekg,genetic association,1,0,1,0,,0,1.03,0,0,,0,0,,protein-coding,5.77,C
PPOX,1,digcfdekg,genetic association,1,0,1,0,,0,1.03,0,0,,0,0,,protein-coding,5.77,C
PROX2,1,digcfdekg,genetic association,1,0,1,0,,0,1.03,0,0,,0,0,,protein-coding,5.77,C
RASEF,1,digcfdekg,genetic association,1,0,1,0,,0,1.03,0,0,,0,0,,protein-coding,5.77,C
STAMBPL1,1,digcfdekg,genetic association,1,0,1,0,,0,1.03,0,0,,0,0,,protein-coding,5.77,C
USP17L5,1,digcfdekg,genetic association,1,0,1,0,,0,1.03,0,0,,0,0,,protein-coding,5.77,C
ZNF608,1,digcfdekg,genetic association,1,0,1,0,,0,1.03,0,0,,0,0,,protein-coding,5.77,C
ZNF668,1,digcfdekg,genetic association,1,0,1,0,,0,1.03,0,0,,0,0,,protein-coding,5.77,C
ARHGAP1,1,digcfdekg,genetic association,1,0,1,0,,0,1.02,0,0,,0,0,,protein-coding,5.76,C
ASB9,1,digcfdekg,genetic association,1,0,1,0,,0,1.01,0,0,,0,0,,protein-coding,5.76,C
CYP2R1,1,digcfdekg,genetic association,1,0,1,0,,0,1.02,0,0,,0,0,,protein-coding,5.76,C
DDC,1,digcfdekg,genetic association,1,0,1,0,,0,1.02,0,0,,0,0,,protein-coding,5.76,C
EIF4A1,1,digcfdekg,genetic association,1,0,1,0,,0,1.01,0,0,,0,0,,protein-coding,5.76,C
FAM71B,1,digcfdekg,genetic association,1,0,1,0,,0,1.01,0,0,,0,0,,protein-coding,5.76,C
IL4R,1,digcfdekg,genetic association,1,0,1,0,,0,1.01,0,0,,0,0,,protein-coding,5.76,C
NFYC,1,digcfdekg,genetic association,1,0,1,0,,0,1.02,0,0,,0,0,,protein-coding,5.76,C
OLFM1,1,digcfdekg,genetic association,1,0,1,0,,0,1.01,0,0,,0,0,,protein-coding,5.76,C
PCNP,1,digcfdekg,genetic association,1,0,1,0,,0,1.02,0,0,,0,0,,protein-coding,5.76,C
POU5F1,1,digcfdekg,genetic association,1,0,1,0,,0,1.01,0,0,,0,0,,protein-coding,5.76,C
TBX18,1,digcfdekg,genetic association,1,0,1,0,,0,1.02,0,0,,0,0,,protein-coding,5.76,C
ABCB1,1,prokn,genetic association,1,0,1,0,,0,,1,0,,0,0,,protein-coding,5.75,C
ABCC2,1,prokn,genetic association,1,0,1,0,,0,,1,0,,0,0,,protein-coding,5.75,C
ADH1B,1,prokn,genetic association,1,0,1,0,,0,,1,0,,0,0,,protein-coding,5.75,C
ALDH2,1,prokn,genetic association,1,0,1,0,,0,,1,0,,0,0,,protein-coding,5.75,C
BMAL1,1,prokn,genetic association,1,0,1,0,,0,,1,0,,0,0,,protein-coding,5.75,C
CDK5RAP2,1,prokn,genetic association,1,0,1,0,,0,,1,0,,0,0,,protein-coding,5.75,C
COMT,1,prokn,genetic association,1,0,1,0,,0,,1,0,,0,0,,protein-coding,5.75,C
FLT4,1,prokn,genetic association,1,0,1,0,,0,,1,0,,0,0,,protein-coding,5.75,C
GSTP1,1,prokn,genetic association,1,0,1,0,,0,,1,0,,0,0,,protein-coding,5.75,C
HOMER2,1,prokn,genetic association,1,0,1,0,,0,,1,0,,0,0,,protein-coding,5.75,C
IL16,1,prokn,genetic association,1,0,1,0,,0,,1,0,,0,0,,protein-coding,5.75,C
LRP6,1,prokn,genetic association,1,0,1,0,,0,,1,0,,0,0,,protein-coding,5.75,C
MC1R,1,prokn,genetic association,1,0,1,0,,0,,1,0,,0,0,,protein-coding,5.75,C
MEFV,1,prokn,genetic association,1,0,1,0,,0,,1,0,,0,0,,protein-coding,5.75,C
NGFR,1,prokn,genetic association,1,0,1,0,,0,,1,0,,0,0,,protein-coding,5.75,C
NR1H3,1,prokn,genetic association,1,0,1,0,,0,,1,0,,0,0,,protein-coding,5.75,C
SIRT2,1,prokn,genetic association,1,0,1,0,,0,,1,0,,0,0,,protein-coding,5.75,C
ABCA6,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,0,,0,0,,protein-coding,5.0,C
ABCG8,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,0,,0,0,,protein-coding,5.0,C
ABHD1,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,0,,0,0,,protein-coding,5.0,C
ABRAXAS2,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,0,,0,0,,protein-coding,5.0,C
ACER1,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,0,,0,0,,protein-coding,5.0,C
ACP7,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,0,,0,0,,protein-coding,5.0,C
ADAMTS17,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,0,,0,0,,protein-coding,5.0,C
ADAMTS9-AS2,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,0,,0,0,,protein-coding,5.0,C
ADCK1,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,0,,0,0,,protein-coding,5.0,C
ADGRE1,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,0,,0,0,,protein-coding,5.0,C
ADGRE3,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,0,,0,0,,protein-coding,5.0,C
ADH5,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,0,,0,0,,protein-coding,5.0,C
ADRA1B,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,0,,0,0,,protein-coding,5.0,C
AFF3,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,0,,0,0,,protein-coding,5.0,C
AIF1,1,spoke-okn,curated knowledge,1,1,0,0,,0,,0,0,,0,0,,protein-coding,5.0,C
AIM2,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,0,,0,0,,protein-coding,5.0,C
AIPL1,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,0,,0,0,,protein-coding,5.0,C
ALB,1,spoke-okn,curated knowledge,1,1,0,0,,0,,0,0,,0,0,,protein-coding,5.0,C
ALDH1A2,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,0,,0,0,,protein-coding,5.0,C
ALDH4A1,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,0,,0,0,,protein-coding,5.0,C
ALLC,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,0,,0,0,,protein-coding,5.0,C
AMFR,1,rdkg,curated knowledge,1,1,0,0,,0,,0,0,,0,0,,protein-coding,5.0,C
ANAPC10,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,0,,0,0,,protein-coding,5.0,C
ANKRD31,1,spoke-okn,curated knowledge,1,1,0,0,,0,,0,0,,0,0,,protein-coding,5.0,C
ANXA2R-OT1,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,0,,0,0,,protein-coding,5.0,C
APOBEC1,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,0,,0,0,,protein-coding,5.0,C
ARFGEF1-DT,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,0,,0,0,,non-coding RNA,5.0,C
ARHGEF2,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,0,,0,0,,protein-coding,5.0,C
ARHGEF28,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,0,,0,0,,protein-coding,5.0,C
ARL17B,1,spoke-okn,curated knowledge,1,1,0,0,,0,,0,0,,0,0,,protein-coding,5.0,C
ARL6IP6,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,0,,0,0,,protein-coding,5.0,C
ARMH3,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,0,,0,0,,protein-coding,5.0,C
ASMER1,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,0,,0,0,,protein-coding,5.0,C
ASTN2,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,0,,0,0,,protein-coding,5.0,C
ATOSA,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,0,,0,0,,protein-coding,5.0,C
ATP11B,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,0,,0,0,,protein-coding,5.0,C
ATP11B-DT,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,0,,0,0,,non-coding RNA,5.0,C
ATP6V0A2,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,0,,0,0,,protein-coding,5.0,C
ATXN2-AS,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,0,,0,0,,protein-coding,5.0,C
ATXN7L1,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,0,,0,0,,protein-coding,5.0,C
AXIN1,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,0,,0,0,,protein-coding,5.0,C
BAX,1,rdkg,curated knowledge,1,1,0,0,,0,,0,0,,0,0,,protein-coding,5.0,C
BFSP2,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,0,,0,0,,protein-coding,5.0,C
BLTP3A,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,0,,0,0,,protein-coding,5.0,C
BMP6,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,0,,0,0,,protein-coding,5.0,C
BMP8A,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,0,,0,0,,protein-coding,5.0,C
BORCS5,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,0,,0,0,,protein-coding,5.0,C
BRF1,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,0,,0,0,,protein-coding,5.0,C
C3orf33,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,0,,0,0,,protein-coding,5.0,C
C8orf44-SGK3,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,0,,0,0,,protein-coding,5.0,C
CABLES2,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,0,,0,0,,protein-coding,5.0,C
CACNA1H,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,0,,0,0,,protein-coding,5.0,C
CAGE1,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,0,,0,0,,protein-coding,5.0,C
CALM1,1,rdkg,curated knowledge,1,1,0,0,,0,,0,0,,0,0,,protein-coding,5.0,C
CAMK1D,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,0,,0,0,,protein-coding,5.0,C
CANX,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,0,,0,0,,protein-coding,5.0,C
CAPZA2,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,0,,0,0,,protein-coding,5.0,C
CARD18,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,0,,0,0,,protein-coding,5.0,C
CARM1P1,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,0,,0,0,,protein-coding,5.0,C
CBX2,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,0,,0,0,,protein-coding,5.0,C
CCDC178,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,0,,0,0,,protein-coding,5.0,C
CCDC85C,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,0,,0,0,,protein-coding,5.0,C
CCM2L,1,biomarkerkg,genetic association,1,0,1,0,,0,,0,0,,0,0,,protein-coding,5.0,C
