sym,pw,pwLabel
DSG2,https://identifiers.org/reactome/R-HSA-6809371,Formation of the cornified envelope
DSG2,https://identifiers.org/reactome/R-HSA-9013404,RAC2 GTPase cycle
DSG2,https://identifiers.org/reactome/R-HSA-9013408,RHOG GTPase cycle
DSG2,https://identifiers.org/reactome/R-HSA-9013423,RAC3 GTPase cycle
EGFR,https://identifiers.org/reactome/R-HSA-1227986,Signaling by ERBB2
EGFR,https://identifiers.org/reactome/R-HSA-1236382,Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants
EGFR,https://identifiers.org/reactome/R-HSA-1236394,Signaling by ERBB4
EGFR,https://identifiers.org/reactome/R-HSA-1250196,SHC1 events in ERBB2 signaling
EGFR,https://identifiers.org/reactome/R-HSA-1251932,PLCG1 events in ERBB2 signaling
EGFR,https://identifiers.org/reactome/R-HSA-1257604,PIP3 activates AKT signaling
EGFR,https://identifiers.org/reactome/R-HSA-177929,Signaling by EGFR
EGFR,https://identifiers.org/reactome/R-HSA-179812,GRB2 events in EGFR signaling
EGFR,https://identifiers.org/reactome/R-HSA-180292,GAB1 signalosome
EGFR,https://identifiers.org/reactome/R-HSA-180336,SHC1 events in EGFR signaling
EGFR,https://identifiers.org/reactome/R-HSA-182971,EGFR downregulation
EGFR,https://identifiers.org/reactome/R-HSA-1963640,GRB2 events in ERBB2 signaling
EGFR,https://identifiers.org/reactome/R-HSA-1963642,PI3K events in ERBB2 signaling
EGFR,https://identifiers.org/reactome/R-HSA-212718,EGFR interacts with phospholipase C-gamma
EGFR,https://identifiers.org/reactome/R-HSA-2179392,EGFR Transactivation by Gastrin
EGFR,https://identifiers.org/reactome/R-HSA-2219530,Constitutive Signaling by Aberrant PI3K in Cancer
EGFR,https://identifiers.org/reactome/R-HSA-445144,Signal transduction by L1
EGFR,https://identifiers.org/reactome/R-HSA-5637810,Constitutive Signaling by EGFRvIII
EGFR,https://identifiers.org/reactome/R-HSA-5638303,Inhibition of Signaling by Overexpressed EGFR
EGFR,https://identifiers.org/reactome/R-HSA-5673001,RAF/MAP kinase cascade
EGFR,https://identifiers.org/reactome/R-HSA-6785631,ERBB2 Regulates Cell Motility
EGFR,https://identifiers.org/reactome/R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling"
EGFR,https://identifiers.org/reactome/R-HSA-8847993,ERBB2 Activates PTK6 Signaling
EGFR,https://identifiers.org/reactome/R-HSA-8856825,Cargo recognition for clathrin-mediated endocytosis
EGFR,https://identifiers.org/reactome/R-HSA-8856828,Clathrin-mediated endocytosis
EGFR,https://identifiers.org/reactome/R-HSA-8857538,PTK6 promotes HIF1A stabilization
EGFR,https://identifiers.org/reactome/R-HSA-8863795,Downregulation of ERBB2 signaling
EGFR,https://identifiers.org/reactome/R-HSA-8866910,TFAP2 (AP-2) family regulates transcription of growth factors and their receptors
EGFR,https://identifiers.org/reactome/R-HSA-9009391,Extra-nuclear estrogen signaling
EGFR,https://identifiers.org/reactome/R-HSA-9013507,NOTCH3 Activation and Transmission of Signal to the Nucleus
EGFR,https://identifiers.org/reactome/R-HSA-9609690,HCMV Early Events
EGFR,https://identifiers.org/reactome/R-HSA-9634638,Estrogen-dependent nuclear events downstream of ESR-membrane signaling
EGFR,https://identifiers.org/reactome/R-HSA-9664565,Signaling by ERBB2 KD Mutants
EGFR,https://identifiers.org/reactome/R-HSA-9665348,Signaling by ERBB2 ECD mutants
EGFR,https://identifiers.org/reactome/R-HSA-9665686,Signaling by ERBB2 TMD/JMD mutants
EGFR,https://identifiers.org/reactome/R-HSA-9820960,Respiratory syncytial virus (RSV) attachment and entry
EGFR,https://identifiers.org/reactome/R-HSA-9927432,Developmental Lineage of Mammary Gland Myoepithelial Cells
EGLN3,https://identifiers.org/reactome/R-HSA-1234176,Oxygen-dependent proline hydroxylation of Hypoxia-inducible Factor Alpha
EIF2B3,https://identifiers.org/reactome/R-HSA-72731,Recycling of eIF2:GDP
EIF3K,https://identifiers.org/reactome/R-HSA-156827,L13a-mediated translational silencing of Ceruloplasmin expression
EIF3K,https://identifiers.org/reactome/R-HSA-72649,Translation initiation complex formation
EIF3K,https://identifiers.org/reactome/R-HSA-72689,Formation of a pool of free 40S subunits
EIF3K,https://identifiers.org/reactome/R-HSA-72695,"Formation of the ternary complex, and subsequently, the 43S complex"
EIF3K,https://identifiers.org/reactome/R-HSA-72702,Ribosomal scanning and start codon recognition
EIF3K,https://identifiers.org/reactome/R-HSA-72706,GTP hydrolysis and joining of the 60S ribosomal subunit
EPHA1,https://identifiers.org/reactome/R-HSA-2682334,EPH-Ephrin signaling
EPHA1,https://identifiers.org/reactome/R-HSA-2892247,"POU5F1 (OCT4), SOX2, NANOG activate genes related to proliferation"
EPHA1,https://identifiers.org/reactome/R-HSA-3928663,EPHA-mediated growth cone collapse
EPHA1,https://identifiers.org/reactome/R-HSA-3928665,EPH-ephrin mediated repulsion of cells
FCER1G,https://identifiers.org/reactome/R-HSA-114604,GPVI-mediated activation cascade
FCER1G,https://identifiers.org/reactome/R-HSA-202733,Cell surface interactions at the vascular wall
FCER1G,https://identifiers.org/reactome/R-HSA-2454202,Fc epsilon receptor (FCERI) signaling
FCER1G,https://identifiers.org/reactome/R-HSA-2730905,Role of LAT2/NTAL/LAB on calcium mobilization
FCER1G,https://identifiers.org/reactome/R-HSA-2871796,FCERI mediated MAPK activation
FCER1G,https://identifiers.org/reactome/R-HSA-2871809,FCERI mediated Ca+2 mobilization
FCER1G,https://identifiers.org/reactome/R-HSA-2871837,FCERI mediated NF-kB activation
FCER1G,https://identifiers.org/reactome/R-HSA-5621480,Dectin-2 family
FCER1G,https://identifiers.org/reactome/R-HSA-6798695,Neutrophil degranulation
FCER1G,https://identifiers.org/reactome/R-HSA-75892,Platelet Adhesion to exposed collagen
FERMT2,https://identifiers.org/reactome/R-HSA-446353,Cell-extracellular matrix interactions
FERMT2,https://identifiers.org/reactome/R-HSA-9013149,RAC1 GTPase cycle
FERMT2,https://identifiers.org/reactome/R-HSA-9013423,RAC3 GTPase cycle
GAPDH,https://identifiers.org/reactome/R-HSA-70171,Glycolysis
GAPDH,https://identifiers.org/reactome/R-HSA-70263,Gluconeogenesis
GFAP,https://identifiers.org/reactome/R-HSA-1251985,Nuclear signaling by ERBB4
GFAP,https://identifiers.org/reactome/R-HSA-9613829,Chaperone Mediated Autophagy
GGA3,https://identifiers.org/reactome/R-HSA-8854214,TBC/RABGAPs
GGA3,https://identifiers.org/reactome/R-HSA-8875656,MET receptor recycling
GGA3,https://identifiers.org/reactome/R-HSA-977225,Amyloid fiber formation
GLI2,https://identifiers.org/reactome/R-HSA-5610783,Degradation of GLI2 by the proteasome
GLI2,https://identifiers.org/reactome/R-HSA-5610787,Hedgehog 'off' state
GLI2,https://identifiers.org/reactome/R-HSA-5632684,Hedgehog 'on' state
GLI2,https://identifiers.org/reactome/R-HSA-5635851,GLI proteins bind promoters of Hh responsive genes to promote transcription
GLI2,https://identifiers.org/reactome/R-HSA-8941284,RUNX2 regulates chondrocyte maturation
GPC6,https://identifiers.org/reactome/R-HSA-1971475,Glycosaminoglycan-protein linkage region biosynthesis
GPC6,https://identifiers.org/reactome/R-HSA-2022928,HS-GAG biosynthesis
GPC6,https://identifiers.org/reactome/R-HSA-2024096,HS-GAG degradation
GPC6,https://identifiers.org/reactome/R-HSA-3560783,"Defective B4GALT7 causes EDS, progeroid type"
GPC6,https://identifiers.org/reactome/R-HSA-3560801,Defective B3GAT3 causes JDSSDHD
GPC6,https://identifiers.org/reactome/R-HSA-3656237,Defective EXT2 causes exostoses 2
GPC6,https://identifiers.org/reactome/R-HSA-3656253,"Defective EXT1 causes exostoses 1, TRPS2 and CHDS"
GPC6,https://identifiers.org/reactome/R-HSA-4420332,Defective B3GALT6 causes EDSP2 and SEMDJL1
GPC6,https://identifiers.org/reactome/R-HSA-9694614,Attachment and Entry
GPC6,https://identifiers.org/reactome/R-HSA-975634,Retinoid metabolism and transport
GPC6,https://identifiers.org/reactome/R-HSA-9820960,Respiratory syncytial virus (RSV) attachment and entry
GPC6,https://identifiers.org/reactome/R-HSA-9833110,RSV-host interactions
GRN,https://identifiers.org/reactome/R-HSA-6798695,Neutrophil degranulation
GSK3A,https://identifiers.org/reactome/R-HSA-198323,AKT phosphorylates targets in the cytosol
GSK3A,https://identifiers.org/reactome/R-HSA-381038,XBP1(S) activates chaperone genes
GSK3A,https://identifiers.org/reactome/R-HSA-5674400,Constitutive Signaling by AKT1 E17K in Cancer
GSK3A,https://identifiers.org/reactome/R-HSA-9635465,Suppression of apoptosis
GSK3A,https://identifiers.org/reactome/R-HSA-9683610,Maturation of nucleoprotein
GSK3A,https://identifiers.org/reactome/R-HSA-9694631,Maturation of nucleoprotein
GSK3B,https://identifiers.org/reactome/R-HSA-195253,Degradation of beta-catenin by the destruction complex
GSK3B,https://identifiers.org/reactome/R-HSA-196299,Beta-catenin phosphorylation cascade
GSK3B,https://identifiers.org/reactome/R-HSA-198323,AKT phosphorylates targets in the cytosol
GSK3B,https://identifiers.org/reactome/R-HSA-3371453,Regulation of HSF1-mediated heat shock response
GSK3B,https://identifiers.org/reactome/R-HSA-399956,CRMPs in Sema3A signaling
GSK3B,https://identifiers.org/reactome/R-HSA-4641262,Disassembly of the destruction complex and recruitment of AXIN to the membrane
GSK3B,https://identifiers.org/reactome/R-HSA-5250924,B-WICH complex positively regulates rRNA expression
GSK3B,https://identifiers.org/reactome/R-HSA-5339716,Signaling by GSK3beta mutants
GSK3B,https://identifiers.org/reactome/R-HSA-5358747,CTNNB1 S33 mutants aren't phosphorylated
GSK3B,https://identifiers.org/reactome/R-HSA-5358749,CTNNB1 S37 mutants aren't phosphorylated
GSK3B,https://identifiers.org/reactome/R-HSA-5358751,CTNNB1 S45 mutants aren't phosphorylated
GSK3B,https://identifiers.org/reactome/R-HSA-5358752,CTNNB1 T41 mutants aren't phosphorylated
GSK3B,https://identifiers.org/reactome/R-HSA-5467337,APC truncation mutants have impaired AXIN binding
GSK3B,https://identifiers.org/reactome/R-HSA-5467340,AXIN missense mutants destabilize the destruction complex
GSK3B,https://identifiers.org/reactome/R-HSA-5467348,Truncations of AMER1 destabilize the destruction complex
GSK3B,https://identifiers.org/reactome/R-HSA-5610783,Degradation of GLI2 by the proteasome
GSK3B,https://identifiers.org/reactome/R-HSA-5610785,GLI3 is processed to GLI3R by the proteasome
GSK3B,https://identifiers.org/reactome/R-HSA-5674400,Constitutive Signaling by AKT1 E17K in Cancer
GSK3B,https://identifiers.org/reactome/R-HSA-75815,Ubiquitin-dependent degradation of Cyclin D
GSK3B,https://identifiers.org/reactome/R-HSA-8939902,Regulation of RUNX2 expression and activity
GSK3B,https://identifiers.org/reactome/R-HSA-9683610,Maturation of nucleoprotein
GSK3B,https://identifiers.org/reactome/R-HSA-9694631,Maturation of nucleoprotein
GSK3B,https://identifiers.org/reactome/R-HSA-9762114,GSK3B and BTRC:CUL1-mediated-degradation of NFE2L2
GSK3B,https://identifiers.org/reactome/R-HSA-9856649,Transcriptional and post-translational regulation of MITF-M expression and activity
HECW1,https://identifiers.org/reactome/R-HSA-4641258,Degradation of DVL
HFE,https://identifiers.org/reactome/R-HSA-917977,Transferrin endocytosis and recycling
HIP1R,https://identifiers.org/reactome/R-HSA-432722,Golgi Associated Vesicle Biogenesis
HIP1R,https://identifiers.org/reactome/R-HSA-8856828,Clathrin-mediated endocytosis
HLA-DQA1,https://identifiers.org/reactome/R-HSA-202424,Downstream TCR signaling
HLA-DQA1,https://identifiers.org/reactome/R-HSA-202427,Phosphorylation of CD3 and TCR zeta chains
HLA-DQA1,https://identifiers.org/reactome/R-HSA-202430,Translocation of ZAP-70 to Immunological synapse
HLA-DQA1,https://identifiers.org/reactome/R-HSA-202433,Generation of second messenger molecules
HLA-DQA1,https://identifiers.org/reactome/R-HSA-2132295,MHC class II antigen presentation
HLA-DQA1,https://identifiers.org/reactome/R-HSA-389948,Co-inhibition by PD-1
HLA-DQA1,https://identifiers.org/reactome/R-HSA-877300,Interferon gamma signaling
HLA-DRB1,https://identifiers.org/reactome/R-HSA-202424,Downstream TCR signaling
HLA-DRB1,https://identifiers.org/reactome/R-HSA-202427,Phosphorylation of CD3 and TCR zeta chains
HLA-DRB1,https://identifiers.org/reactome/R-HSA-202430,Translocation of ZAP-70 to Immunological synapse
HLA-DRB1,https://identifiers.org/reactome/R-HSA-202433,Generation of second messenger molecules
HLA-DRB1,https://identifiers.org/reactome/R-HSA-2132295,MHC class II antigen presentation
HLA-DRB1,https://identifiers.org/reactome/R-HSA-389948,Co-inhibition by PD-1
HLA-DRB1,https://identifiers.org/reactome/R-HSA-877300,Interferon gamma signaling
HPRT1,https://identifiers.org/reactome/R-HSA-74217,Purine salvage
HPRT1,https://identifiers.org/reactome/R-HSA-9734281,Defective HPRT1 disrupts guanine and hypoxanthine salvage
HPRT1,https://identifiers.org/reactome/R-HSA-9748787,Azathioprine ADME
HSPG2,https://identifiers.org/reactome/R-HSA-1474228,Degradation of the extracellular matrix
HSPG2,https://identifiers.org/reactome/R-HSA-1971475,Glycosaminoglycan-protein linkage region biosynthesis
HSPG2,https://identifiers.org/reactome/R-HSA-2022928,HS-GAG biosynthesis
HSPG2,https://identifiers.org/reactome/R-HSA-2024096,HS-GAG degradation
HSPG2,https://identifiers.org/reactome/R-HSA-216083,Integrin cell surface interactions
HSPG2,https://identifiers.org/reactome/R-HSA-3000157,Laminin interactions
HSPG2,https://identifiers.org/reactome/R-HSA-3000171,Non-integrin membrane-ECM interactions
HSPG2,https://identifiers.org/reactome/R-HSA-3000178,ECM proteoglycans
HSPG2,https://identifiers.org/reactome/R-HSA-3560783,"Defective B4GALT7 causes EDS, progeroid type"
HSPG2,https://identifiers.org/reactome/R-HSA-3560801,Defective B3GAT3 causes JDSSDHD
HSPG2,https://identifiers.org/reactome/R-HSA-3656237,Defective EXT2 causes exostoses 2
HSPG2,https://identifiers.org/reactome/R-HSA-3656253,"Defective EXT1 causes exostoses 1, TRPS2 and CHDS"
HSPG2,https://identifiers.org/reactome/R-HSA-4420332,Defective B3GALT6 causes EDSP2 and SEMDJL1
HSPG2,https://identifiers.org/reactome/R-HSA-9694614,Attachment and Entry
HSPG2,https://identifiers.org/reactome/R-HSA-975634,Retinoid metabolism and transport
HSPG2,https://identifiers.org/reactome/R-HSA-977225,Amyloid fiber formation
HSPG2,https://identifiers.org/reactome/R-HSA-9820960,Respiratory syncytial virus (RSV) attachment and entry
HSPG2,https://identifiers.org/reactome/R-HSA-9833110,RSV-host interactions
HSPG2,https://identifiers.org/reactome/R-HSA-9856532,Mechanical load activates signaling by PIEZO1 and integrins in osteocytes
HSPG2,https://identifiers.org/reactome/R-HSA-9913351,Formation of the dystrophin-glycoprotein complex (DGC)
ID4,https://identifiers.org/reactome/R-HSA-9031628,NGF-stimulated transcription
ID4,https://identifiers.org/reactome/R-HSA-9830364,Formation of the nephric duct
IDE,https://identifiers.org/reactome/R-HSA-5689880,Ub-specific processing proteases
IDE,https://identifiers.org/reactome/R-HSA-77387,Insulin receptor recycling
IDE,https://identifiers.org/reactome/R-HSA-9033241,Peroxisomal protein import
IDUA,https://identifiers.org/reactome/R-HSA-2024096,HS-GAG degradation
IDUA,https://identifiers.org/reactome/R-HSA-2024101,CS/DS degradation
IDUA,https://identifiers.org/reactome/R-HSA-2206302,MPS I - Hurler syndrome (HS-GAG degradation)
IDUA,https://identifiers.org/reactome/R-HSA-9953038,MPS I - Hurler syndrome (CS/DS degradation)
IL34,https://identifiers.org/reactome/R-HSA-449836,Other interleukin signaling
IL34,https://identifiers.org/reactome/R-HSA-9680350,Signaling by CSF1 (M-CSF) in myeloid cells
INPP5D,https://identifiers.org/reactome/R-HSA-1660499,Synthesis of PIPs at the plasma membrane
INPP5D,https://identifiers.org/reactome/R-HSA-1855204,Synthesis of IP3 and IP4 in the cytosol
INPP5D,https://identifiers.org/reactome/R-HSA-202424,Downstream TCR signaling
INPP5D,https://identifiers.org/reactome/R-HSA-210990,PECAM1 interactions
INPP5D,https://identifiers.org/reactome/R-HSA-912526,Interleukin receptor SHC signaling
INPP5D,https://identifiers.org/reactome/R-HSA-9680350,Signaling by CSF1 (M-CSF) in myeloid cells
ITGB5,https://identifiers.org/reactome/R-HSA-1236973,Cross-presentation of particulate exogenous antigens (phagosomes)
ITGB5,https://identifiers.org/reactome/R-HSA-2129379,Molecules associated with elastic fibres
ITGB5,https://identifiers.org/reactome/R-HSA-216083,Integrin cell surface interactions
ITGB5,https://identifiers.org/reactome/R-HSA-2173789,TGF-beta receptor signaling activates SMADs
ITGB5,https://identifiers.org/reactome/R-HSA-3000170,Syndecan interactions
ITGB5,https://identifiers.org/reactome/R-HSA-3000178,ECM proteoglycans
ITGB5,https://identifiers.org/reactome/R-HSA-445355,Smooth Muscle Contraction
KAT8,https://identifiers.org/reactome/R-HSA-3214847,HATs acetylate histones
KAT8,https://identifiers.org/reactome/R-HSA-9772755,Formation of WDR5-containing histone-modifying complexes
KIF1B,https://identifiers.org/reactome/R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic
KIF1B,https://identifiers.org/reactome/R-HSA-983189,Kinesins
KLC1,https://identifiers.org/reactome/R-HSA-2132295,MHC class II antigen presentation
KLC1,https://identifiers.org/reactome/R-HSA-5625970,RHO GTPases activate KTN1
KLC1,https://identifiers.org/reactome/R-HSA-6811434,COPI-dependent Golgi-to-ER retrograde traffic
KLC1,https://identifiers.org/reactome/R-HSA-9725370,Signaling by ALK fusions and activated point mutants
KLC1,https://identifiers.org/reactome/R-HSA-983189,Kinesins
LRP1,https://identifiers.org/reactome/R-HSA-2168880,Scavenging of heme from plasma
LRP1,https://identifiers.org/reactome/R-HSA-975634,Retinoid metabolism and transport
LRP4,https://identifiers.org/reactome/R-HSA-3000178,ECM proteoglycans
MAPT,https://identifiers.org/reactome/R-HSA-264870,Caspase-mediated cleavage of cytoskeletal proteins
MAPT,https://identifiers.org/reactome/R-HSA-9619483,Activation of AMPK downstream of NMDARs
MAPT,https://identifiers.org/reactome/R-HSA-9833482,PKR-mediated signaling
MARK4,https://identifiers.org/reactome/R-HSA-5620912,Anchoring of the basal body to the plasma membrane
MBD3,https://identifiers.org/reactome/R-HSA-3214815,HDACs deacetylate histones
MBD3,https://identifiers.org/reactome/R-HSA-427389,ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression
MBD3,https://identifiers.org/reactome/R-HSA-6804758,Regulation of TP53 Activity through Acetylation
MBD3,https://identifiers.org/reactome/R-HSA-73762,RNA Polymerase I Transcription Initiation
MBD3,https://identifiers.org/reactome/R-HSA-8943724,Regulation of PTEN gene transcription
MBD3,https://identifiers.org/reactome/R-HSA-9679191,Potential therapeutics for SARS
MBD3,https://identifiers.org/reactome/R-HSA-9843940,Regulation of endogenous retroelements by KRAB-ZFP proteins
MBD3,https://identifiers.org/reactome/R-HSA-9844594,Transcriptional regulation of brown and beige adipocyte differentiation by EBF2
MBD3,https://identifiers.org/reactome/R-HSA-9845323,Regulation of endogenous retroelements by Piwi-interacting RNAs (piRNAs)
MEF2C,https://identifiers.org/reactome/R-HSA-198753,ERK/MAPK targets
MEF2C,https://identifiers.org/reactome/R-HSA-2151201,Transcriptional activation of mitochondrial biogenesis
MEF2C,https://identifiers.org/reactome/R-HSA-525793,Myogenesis
MEF2C,https://identifiers.org/reactome/R-HSA-9022707,MECP2 regulates transcription factors
MEF2C,https://identifiers.org/reactome/R-HSA-9707616,Heme signaling
MEF2C,https://identifiers.org/reactome/R-HSA-9733709,Cardiogenesis
MEF2C,https://identifiers.org/reactome/R-HSA-9931509,"Expression of BMAL (ARNTL), CLOCK, and NPAS2"
MGMT,https://identifiers.org/reactome/R-HSA-5657655,MGMT-mediated DNA damage reversal
MME,https://identifiers.org/reactome/R-HSA-2022377,Metabolism of Angiotensinogen to Angiotensins
MME,https://identifiers.org/reactome/R-HSA-5578768,Physiological factors
MME,https://identifiers.org/reactome/R-HSA-6798695,Neutrophil degranulation
MME,https://identifiers.org/reactome/R-HSA-9927432,Developmental Lineage of Mammary Gland Myoepithelial Cells
MPO,https://identifiers.org/reactome/R-HSA-6798695,Neutrophil degranulation
MPO,https://identifiers.org/reactome/R-HSA-8941413,Events associated with phagocytolytic activity of PMN cells
MRC1,https://identifiers.org/reactome/R-HSA-1236978,Cross-presentation of soluble exogenous antigens (endosomes)
MRC1,https://identifiers.org/reactome/R-HSA-9637628,Modulation by Mtb of host immune system
MTHFD1L,https://identifiers.org/reactome/R-HSA-196757,Metabolism of folate and pterines
MYO1C,https://identifiers.org/reactome/R-HSA-1445148,Translocation of SLC2A4 (GLUT4) to the plasma membrane
MYO1C,https://identifiers.org/reactome/R-HSA-2029482,Regulation of actin dynamics for phagocytic cup formation
MYO1C,https://identifiers.org/reactome/R-HSA-5250924,B-WICH complex positively regulates rRNA expression
MYO1C,https://identifiers.org/reactome/R-HSA-9662360,Sensory processing of sound by inner hair cells of the cochlea
MYO1C,https://identifiers.org/reactome/R-HSA-9662361,Sensory processing of sound by outer hair cells of the cochlea
MYO1C,https://identifiers.org/reactome/R-HSA-9664422,FCGR3A-mediated phagocytosis
NCSTN,https://identifiers.org/reactome/R-HSA-1251985,Nuclear signaling by ERBB4
NCSTN,https://identifiers.org/reactome/R-HSA-1474228,Degradation of the extracellular matrix
NCSTN,https://identifiers.org/reactome/R-HSA-193692,Regulated proteolysis of p75NTR
NCSTN,https://identifiers.org/reactome/R-HSA-205043,NRIF signals cell death from the nucleus
NCSTN,https://identifiers.org/reactome/R-HSA-2122948,Activated NOTCH1 Transmits Signal to the Nucleus
NCSTN,https://identifiers.org/reactome/R-HSA-2644606,Constitutive Signaling by NOTCH1 PEST Domain Mutants
NCSTN,https://identifiers.org/reactome/R-HSA-2894862,Constitutive Signaling by NOTCH1 HD+PEST Domain Mutants
NCSTN,https://identifiers.org/reactome/R-HSA-2979096,NOTCH2 Activation and Transmission of Signal to the Nucleus
NCSTN,https://identifiers.org/reactome/R-HSA-3928665,EPH-ephrin mediated repulsion of cells
NCSTN,https://identifiers.org/reactome/R-HSA-6798695,Neutrophil degranulation
NCSTN,https://identifiers.org/reactome/R-HSA-9013507,NOTCH3 Activation and Transmission of Signal to the Nucleus
NCSTN,https://identifiers.org/reactome/R-HSA-9013700,NOTCH4 Activation and Transmission of Signal to the Nucleus
NCSTN,https://identifiers.org/reactome/R-HSA-9017802,Noncanonical activation of NOTCH3
NCSTN,https://identifiers.org/reactome/R-HSA-977225,Amyloid fiber formation
NCSTN,https://identifiers.org/reactome/R-HSA-9839383,TGFBR3 PTM regulation
NDUFAB1,https://identifiers.org/reactome/R-HSA-611105,Respiratory electron transport
NDUFAB1,https://identifiers.org/reactome/R-HSA-6799198,Complex I biogenesis
NDUFAB1,https://identifiers.org/reactome/R-HSA-77289,Mitochondrial Fatty Acid Beta-Oxidation
NDUFAB1,https://identifiers.org/reactome/R-HSA-9857492,Protein lipoylation
NDUFAB1,https://identifiers.org/reactome/R-HSA-9937383,Mitochondrial ribosome-associated quality control
NECTIN2,https://identifiers.org/reactome/R-HSA-198933,Immunoregulatory interactions between a Lymphoid and a non-Lymphoid cell
NECTIN2,https://identifiers.org/reactome/R-HSA-418990,Adherens junctions interactions
NECTIN2,https://identifiers.org/reactome/R-HSA-420597,Nectin/Necl  trans heterodimerization
NEFL,https://identifiers.org/reactome/R-HSA-438066,"Unblocking of NMDA receptors, glutamate binding and activation"
NEFL,https://identifiers.org/reactome/R-HSA-442982,Ras activation upon Ca2+ influx through NMDA receptor
NEFL,https://identifiers.org/reactome/R-HSA-5673001,RAF/MAP kinase cascade
NEFL,https://identifiers.org/reactome/R-HSA-9609736,Assembly and cell surface presentation of NMDA receptors
NEFL,https://identifiers.org/reactome/R-HSA-9617324,Negative regulation of NMDA receptor-mediated neuronal transmission
NEFL,https://identifiers.org/reactome/R-HSA-9620244,Long-term potentiation
NFATC2,https://identifiers.org/reactome/R-HSA-2025928,Calcineurin activates NFAT
NFATC2,https://identifiers.org/reactome/R-HSA-2871809,FCERI mediated Ca+2 mobilization
NFATC2,https://identifiers.org/reactome/R-HSA-5607763,CLEC7A (Dectin-1) induces NFAT activation
NFATC2,https://identifiers.org/reactome/R-HSA-8877330,RUNX1 and FOXP3 control the development of regulatory T lymphocytes (Tregs)
NFIC,https://identifiers.org/reactome/R-HSA-73980,RNA Polymerase III Transcription Termination
NFIC,https://identifiers.org/reactome/R-HSA-749476,RNA Polymerase III Abortive And Retractive Initiation
NOS3,https://identifiers.org/reactome/R-HSA-1222556,ROS and RNS production in phagocytes
NOS3,https://identifiers.org/reactome/R-HSA-1474151,"Tetrahydrobiopterin (BH4) synthesis, recycling, salvage and regulation"
NOS3,https://identifiers.org/reactome/R-HSA-203615,eNOS activation
NOS3,https://identifiers.org/reactome/R-HSA-203641,NOSTRIN mediated eNOS trafficking
NOS3,https://identifiers.org/reactome/R-HSA-203754,NOSIP mediated eNOS trafficking
NOS3,https://identifiers.org/reactome/R-HSA-392154,Nitric oxide stimulates guanylate cyclase
NOS3,https://identifiers.org/reactome/R-HSA-5218920,VEGFR2 mediated vascular permeability
NOS3,https://identifiers.org/reactome/R-HSA-9009391,Extra-nuclear estrogen signaling
NOS3,https://identifiers.org/reactome/R-HSA-9856530,High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells
NRXN2,https://identifiers.org/reactome/R-HSA-6794361,Neurexins and neuroligins
NTRK2,https://identifiers.org/reactome/R-HSA-1257604,PIP3 activates AKT signaling
NTRK2,https://identifiers.org/reactome/R-HSA-187024,NGF-independant TRKA activation
NTRK2,https://identifiers.org/reactome/R-HSA-2219530,Constitutive Signaling by Aberrant PI3K in Cancer
NTRK2,https://identifiers.org/reactome/R-HSA-6811558,"PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling"
NTRK2,https://identifiers.org/reactome/R-HSA-9024909,BDNF activates NTRK2 (TRKB) signaling
NTRK2,https://identifiers.org/reactome/R-HSA-9025046,NTF3 activates NTRK2 (TRKB) signaling
NTRK2,https://identifiers.org/reactome/R-HSA-9026357,NTF4 activates NTRK2 (TRKB) signaling
NTRK2,https://identifiers.org/reactome/R-HSA-9026519,Activated NTRK2 signals through RAS
NTRK2,https://identifiers.org/reactome/R-HSA-9026527,Activated NTRK2 signals through PLCG1
NTRK2,https://identifiers.org/reactome/R-HSA-9028335,Activated NTRK2 signals through PI3K
NTRK2,https://identifiers.org/reactome/R-HSA-9028731,Activated NTRK2 signals through FRS2 and FRS3
NTRK2,https://identifiers.org/reactome/R-HSA-9032500,Activated NTRK2 signals through FYN
NTRK2,https://identifiers.org/reactome/R-HSA-9032759,NTRK2 activates RAC1
NTRK2,https://identifiers.org/reactome/R-HSA-9032845,Activated NTRK2 signals through CDK5
NUP85,https://identifiers.org/reactome/R-HSA-1169408,ISG15 antiviral mechanism
NUP85,https://identifiers.org/reactome/R-HSA-141444,Amplification  of signal from unattached  kinetochores via a MAD2  inhibitory signal
NUP85,https://identifiers.org/reactome/R-HSA-159227,Transport of the SLBP independent Mature mRNA
NUP85,https://identifiers.org/reactome/R-HSA-159230,Transport of the SLBP Dependant Mature mRNA
NUP85,https://identifiers.org/reactome/R-HSA-159231,Transport of Mature mRNA Derived from an Intronless Transcript
NUP85,https://identifiers.org/reactome/R-HSA-159236,Transport of Mature mRNA derived from an Intron-Containing Transcript
NUP85,https://identifiers.org/reactome/R-HSA-165054,Rev-mediated nuclear export of HIV RNA
NUP85,https://identifiers.org/reactome/R-HSA-168271,Transport of Ribonucleoproteins into the Host Nucleus
NUP85,https://identifiers.org/reactome/R-HSA-168276,NS1 Mediated Effects on Host Pathways
