gene,n_primary,primary_sources,n_secondary,secondary_sources,n_total
RARS,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
RARS1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
RASA1,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
RASGRF2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
RBM25,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
RBM27,1,biomarkerkg_risk_variant,1,digcfdekg_family_history,2
RBMS3,1,biomarkerkg_risk_variant,1,digcfdekg_endophenotype,2
RELL1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
REPS1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
REPS2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
RF00019,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
RFX4,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
RGPD5,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
RGS4,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
RGS7,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
RHBDD2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
RHOBTB3,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
RHOU,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
RHPN2,1,biomarkerkg_risk_variant,1,gxa_DE_ge2_regions,2
RIN2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
RIT2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
RNF111,1,digcfdekg_core_AD_trait,1,digcfdekg_endophenotype,2
RNF135,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
RNF24,1,biomarkerkg_risk_variant,1,digcfdekg_family_history,2
RNF4,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
RNF41,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
RNU6-1016P,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ROMO1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
RORA,1,biomarkerkg_risk_variant,1,digcfdekg_endophenotype,2
RP11-119D9.1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
RP11-135F9.3,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
RP11-194N12.2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
RP11-293K20.3,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
RP11-326G21.1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
RP11-433M22.2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
RP11-517I3.2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
RP11-545I5.3,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
RP11-87C12.5,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
RP6-109B7.3,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
RPA3,1,digcfdekg_core_AD_trait,1,digcfdekg_endophenotype,2
RPH3A,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
RPL13P5,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
RPL15,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
RPL28,1,biomarkerkg_risk_variant,1,gxa_DE_ge2_regions,2
RPL30,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
RPL4,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
RRAGA,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
RTRAF,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
RUNDC1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
S1PR1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SARS,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SARS1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SASH1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SCAF11,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SCG2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SCN2B,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SCN3B,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SCRIB,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SDC3,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SDC4,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SDHB,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SDK2,1,biomarkerkg_risk_variant,1,digcfdekg_family_history,2
SDR16C5,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SDR9C7,1,biomarkerkg_risk_variant,1,digcfdekg_endophenotype,2
SEC61G,1,digcfdekg_core_AD_trait,1,gxa_DE_ge2_regions,2
SECISBP2L,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SEH1L,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SELENOI,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SEMA3F,1,biomarkerkg_risk_variant,1,gxa_DE_ge2_regions,2
SEMA5A,1,biomarkerkg_risk_variant,1,digcfdekg_family_history,2
SEPT6,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SEPT7P2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SEPT8,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SEPTIN6,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SEPTIN7P2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SEPTIN8,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SERPINB1,1,digcfdekg_core_AD_trait,1,digcfdekg_endophenotype,2
SERPINF1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SERTM1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SETX,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SF3B1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SH3BGRL2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SH3D19,1,biomarkerkg_risk_variant,1,digcfdekg_family_history,2
SH3GL2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SHISA6,1,biomarkerkg_risk_variant,1,digcfdekg_family_history,2
SHOC2,1,digcfdekg_core_AD_trait,1,digcfdekg_endophenotype,2
SHROOM2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SIPA1L2,1,digcfdekg_core_AD_trait,1,gxa_DE_ge2_regions,2
SIRPA,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SKI,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SLC12A7,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SLC16A14,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SLC16A9,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SLC25A29,1,biomarkerkg_risk_variant,1,gxa_DE_ge2_regions,2
SLC25A3,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SLC28A1,1,biomarkerkg_risk_variant,1,digcfdekg_endophenotype,2
SLC35B1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SLC39A13,1,digcfdekg_core_AD_trait,1,digcfdekg_endophenotype,2
SLC52A1,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
SLC52A3,1,biomarkerkg_risk_variant,1,digcfdekg_endophenotype,2
SLC7A11,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SLC7A14,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SLC7A9,1,biomarkerkg_risk_variant,1,digcfdekg_endophenotype,2
SLC9A6,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SLF1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SLIRP,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SMARCC1,1,biomarkerkg_risk_variant,1,gxa_DE_ge2_regions,2
SMC3,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SMIM13,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SMURF2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SMYD2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SNAP91,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SNCB,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SNRNP25,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SNRNP48,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SNRPD2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SNU13,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SNX10,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SOX2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SOX9,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SP6,1,biomarkerkg_risk_variant,1,digcfdekg_endophenotype,2
SPATA13,1,biomarkerkg_risk_variant,1,gxa_DE_ge2_regions,2
SPATA7,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SPATS2L,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SPCS1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SPDYE3,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
SPINT2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SPP1,1,biomarkerkg_risk_variant,1,gxa_DE_ge2_regions,2
SPRY2,1,digcfdekg_core_AD_trait,1,digcfdekg_endophenotype,2
SRP68,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SRRM2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SRSF2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SRSF6,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SST,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ST18,1,biomarkerkg_risk_variant,1,gxa_DE_ge2_regions,2
ST7L,1,biomarkerkg_risk_variant,1,digcfdekg_endophenotype,2
STAT4,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
STMN1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
STON2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
STRAP,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
STX7,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SULT4A1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SUPV3L1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SUSD4,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SV2B,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SVOP,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SYBU,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SYN1,1,spoke-okn_curated_DaG,1,gxa_DE_ge2_regions,2
SYN2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SYNGR3,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SYP,1,spoke-okn_curated_DaG,1,gxa_DE_ge2_regions,2
SYPL1,1,digcfdekg_core_AD_trait,1,gxa_DE_ge2_regions,2
SYT13,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
SYT4,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
SYTL4,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
TAF1D,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
TAF3,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
TAF9,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
TAFA1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
TAGLN3,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
TALDO1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
TARBP1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
TAS2R60,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
TASOR,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
TBC1D7,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
TBCB,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
TBL1X,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
TBL1XR1,1,biomarkerkg_risk_variant,1,digcfdekg_endophenotype,2
TBX2,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
TCEA2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
TCEB2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
TCF12,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
TCF3,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
TEK,1,digcfdekg_core_AD_trait,1,digcfdekg_endophenotype,2
TEKT5,1,biomarkerkg_risk_variant,1,digcfdekg_endophenotype,2
TEX30,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
THUMPD3,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
THY1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
THYN1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
TIAM1,1,biomarkerkg_risk_variant,1,gxa_DE_ge2_regions,2
TIAM2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
TIGD2,1,digcfdekg_core_AD_trait,1,digcfdekg_endophenotype,2
TIMM50,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
TJAP1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
TJP1,1,biomarkerkg_risk_variant,1,gxa_DE_ge2_regions,2
TLE4,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
TM2D2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
TMCO5A,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
TMED7,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
TMED7-TICAM2,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
TMEM123,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
TMEM126A,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
TMEM132B,1,digcfdekg_core_AD_trait,1,gxa_DE_ge2_regions,2
TMEM163,1,biomarkerkg_risk_variant,1,digcfdekg_family_history,2
TMEM170A,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
TMEM178B,1,biomarkerkg_risk_variant,1,gxa_DE_ge2_regions,2
TMEM18,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
TMEM200A,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
TMEM203,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
TMEM205,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
TMEM232,1,biomarkerkg_risk_variant,1,digcfdekg_family_history,2
TMEM25,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
TMEM261,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
TMEM50A,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
TMSB10,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
TNFRSF1A,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
TNPO1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
TNS1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
TNS3,1,digcfdekg_core_AD_trait,1,gxa_DE_ge2_regions,2
TOB2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
TOMM70A,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
TOP1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
TPD52,1,biomarkerkg_risk_variant,1,gxa_DE_ge2_regions,2
TPI1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
TPM3,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
TPRG1L,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
TRIB1,1,digcfdekg_core_AD_trait,1,digcfdekg_endophenotype,2
TRIM14,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
TRIM35,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
TRIOBP,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
TRPM6,1,biomarkerkg_risk_variant,1,digcfdekg_endophenotype,2
TSG101,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
TSPAN7,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
TSPO2,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
TTC17,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
TTC19,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
TTC3,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
TTL,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
TTLL1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
TUB,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
TUBA1C,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
TUBA4A,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
TUBB,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
TUBB4B,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
TUBG2,1,biomarkerkg_risk_variant,1,gxa_DE_ge2_regions,2
TULP3,1,biomarkerkg_risk_variant,1,gxa_DE_ge2_regions,2
TXNL1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
UBA1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
UBASH3B,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
UBC,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
UBE2K,1,biomarkerkg_risk_variant,1,digcfdekg_endophenotype,2
UBE2W,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
UBFD1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
UBXN2A,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
UCHL1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
UQCR10,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
UQCRC1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
UQCRC2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
UQCRQ,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
USO1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
USP42,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
USP47,1,digcfdekg_core_AD_trait,1,gxa_DE_ge2_regions,2
USP6NL,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
VAPB,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
VAV2,1,biomarkerkg_risk_variant,1,digcfdekg_family_history,2
VCAN,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
VDAC1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
VGLL4,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
VPS13B,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
VPS16,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
VPS28,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
VPS41,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
VPS50,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
VSIG10,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
VTA1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
WARS,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
WARS1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
WASHC4,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
WDR11,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
WDR54,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
WIPI2,1,digcfdekg_core_AD_trait,1,gxa_DE_ge2_regions,2
WWTR1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
XRCC6,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
YES1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
YLPM1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
YWHAH,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
Y_RNA,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ZBED5,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ZBTB7A,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ZC3H7B,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ZCCHC17,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ZCCHC24,1,biomarkerkg_risk_variant,1,gxa_DE_ge2_regions,2
ZDHHC23,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ZDHHC4,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ZFAND2A,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ZFAT,1,biomarkerkg_risk_variant,1,digcfdekg_endophenotype,2
ZFHX3,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ZFP3,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
ZFP36L1,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ZFP36L2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ZFPM2,1,biomarkerkg_risk_variant,1,gxa_DE_ge2_regions,2
ZHX3,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ZIC2,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ZMIZ1,1,biomarkerkg_risk_variant,1,digcfdekg_family_history,2
ZNF155,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
ZNF180,1,biomarkerkg_risk_variant,1,digcfdekg_endophenotype,2
ZNF204P,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ZNF221,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
ZNF230,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
ZNF232,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
ZNF248,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ZNF365,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ZNF37A,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ZNF385B,1,biomarkerkg_risk_variant,1,digcfdekg_family_history,2
ZNF415,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ZNF45,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
ZNF462,1,digcfdekg_core_AD_trait,1,gxa_DE_ge2_regions,2
ZNF540,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ZNF573,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ZNF627,1,biomarkerkg_risk_variant,1,gxa_DE_ge2_regions,2
ZNF827,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ZNHIT3,1,gxa_DE_ge3_regions,1,gxa_DE_ge2_regions,2
ZPBP,1,digcfdekg_core_AD_trait,1,digcfdekg_endophenotype,2
ZYX,1,digcfdekg_core_AD_trait,1,digcfdekg_family_history,2
ABCA6,1,biomarkerkg_risk_variant,0,,1
ABCB1,1,prokn_curated_variant,0,,1
ABCC1,1,digcfdekg_core_AD_trait,0,,1
ABCC12,1,digcfdekg_core_AD_trait,0,,1
ABCC2,1,prokn_curated_variant,0,,1
ABCG8,1,biomarkerkg_risk_variant,0,,1
ABHD1,1,biomarkerkg_risk_variant,0,,1
ABLIM2,1,biomarkerkg_risk_variant,0,,1
ABRAXAS2,1,biomarkerkg_risk_variant,0,,1
ACBD5,1,biomarkerkg_risk_variant,0,,1
ACER1,1,biomarkerkg_risk_variant,0,,1
ACOX1,1,biomarkerkg_risk_variant,0,,1
ACP7,1,biomarkerkg_risk_variant,0,,1
ACSL6,1,digcfdekg_core_AD_trait,0,,1
ACTN4,1,digcfdekg_core_AD_trait,0,,1
ADA2,1,digcfdekg_core_AD_trait,0,,1
ADAM28,1,digcfdekg_core_AD_trait,0,,1
ADAMTS17,1,biomarkerkg_risk_variant,0,,1
ADAMTS20,1,digcfdekg_core_AD_trait,0,,1
ADAMTS9-AS2,1,biomarkerkg_risk_variant,0,,1
ADAT3,1,digcfdekg_core_AD_trait,0,,1
ADCK1,1,biomarkerkg_risk_variant,0,,1
ADGRE1,1,biomarkerkg_risk_variant,0,,1
ADGRE3,1,biomarkerkg_risk_variant,0,,1
ADH1B,1,prokn_curated_variant,0,,1
ADH5,1,biomarkerkg_risk_variant,0,,1
ADHFE1,1,digcfdekg_core_AD_trait,0,,1
ADRA1B,1,biomarkerkg_risk_variant,0,,1
ADRA2A,1,digcfdekg_core_AD_trait,0,,1
AFF3,1,biomarkerkg_risk_variant,0,,1
AGBL2,1,digcfdekg_core_AD_trait,0,,1
AGRN,1,digcfdekg_core_AD_trait,0,,1
AHCYL2,1,biomarkerkg_risk_variant,0,,1
AIF1,1,spoke-okn_curated_DaG,0,,1
AIM2,1,biomarkerkg_risk_variant,0,,1
AIPL1,1,biomarkerkg_risk_variant,0,,1
ALB,1,spoke-okn_curated_DaG,0,,1
ALDH1A2,1,biomarkerkg_risk_variant,0,,1
ALDH2,1,prokn_curated_variant,0,,1
ALDH4A1,1,biomarkerkg_risk_variant,0,,1
ALKBH5,1,digcfdekg_core_AD_trait,0,,1
ALLC,1,biomarkerkg_risk_variant,0,,1
ALX4,1,digcfdekg_core_AD_trait,0,,1
ANAPC10,1,biomarkerkg_risk_variant,0,,1
ANKHD1,1,digcfdekg_core_AD_trait,0,,1
ANKHD1-EIF4EBP3,1,digcfdekg_core_AD_trait,0,,1
ANKRD18A,1,digcfdekg_core_AD_trait,0,,1
ANKRD31,1,spoke-okn_curated_DaG,0,,1
ANO3,1,digcfdekg_core_AD_trait,0,,1
ANO4,1,biomarkerkg_risk_variant,0,,1
ANXA2R-OT1,1,biomarkerkg_risk_variant,0,,1
APBA2,1,digcfdekg_core_AD_trait,0,,1
