fips,lat,lng
35023,32.34,-108.7
35025,32.83,-103.25
35035,32.88,-105.95
35037,35.16,-103.72
35043,35.29,-106.6
35045,36.75,-108.18
35049,35.6,-106.01
35057,35.0,-106.04
35061,34.77,-106.72
36001,42.69,-73.79
36003,42.21,-78.15
36005,40.83,-73.89
36007,42.11,-75.92
36009,42.22,-78.74
36011,42.93,-76.56
36013,42.29,-79.27
36015,42.15,-76.79
36017,42.5,-75.5
36019,44.72,-73.71
36021,42.25,-73.78
36023,42.6,-76.18
36027,41.74,-73.89
36029,42.87,-78.76
36035,43.0,-74.37
36037,42.99,-78.18
36039,42.35,-73.8
36043,43.0,-75.02
36047,40.66,-73.96
36049,43.61,-75.36
36051,42.73,-77.71
36053,43.08,-75.7
36055,43.14,-77.63
36057,42.94,-74.28
36059,40.74,-73.59
36061,40.76,-73.99
36063,43.14,-78.89
36065,43.16,-75.37
36067,43.07,-76.16
36069,42.93,-77.26
36071,41.41,-74.24
36073,43.22,-78.28
36075,43.4,-76.29
36079,41.39,-73.61
36081,40.74,-73.85
36083,42.81,-73.51
36085,40.63,-74.17
36087,41.11,-73.96
36089,44.65,-75.27
36091,43.05,-73.76
36093,42.84,-73.98
36097,42.38,-76.87
36099,42.75,-76.8
36101,42.3,-77.16
36103,40.78,-73.15
36107,42.08,-76.21
36109,42.44,-76.5
36111,41.89,-74.02
36113,43.69,-73.98
36115,43.08,-73.49
36117,43.1,-77.18
36119,40.98,-73.84
36121,42.71,-78.28
37001,36.1,-79.43
37003,35.9,-81.09
37013,35.53,-77.07
37017,34.53,-78.79
37019,34.08,-78.01
37021,35.57,-82.59
37023,35.73,-81.55
37025,35.4,-80.64
37027,35.87,-81.5
37031,34.75,-76.75
37035,35.69,-81.25
37037,35.67,-79.32
37039,35.09,-84.02
37045,35.23,-81.53
37047,34.31,-78.6
37049,35.03,-77.03
37051,34.98,-78.83
37057,35.77,-80.22
37059,35.89,-80.55
37063,36.02,-78.9
37065,35.9,-77.64
37067,36.11,-80.27
37069,36.02,-78.47
37071,35.27,-81.18
37077,36.12,-78.72
37081,36.08,-79.81
37083,36.42,-77.6
37085,35.32,-78.67
37089,35.27,-82.42
37091,36.36,-76.91
37097,35.7,-80.87
37101,35.56,-78.36
37103,34.9,-77.23
37105,35.47,-79.18
37107,35.22,-77.63
37109,35.48,-81.14
37111,35.68,-82.0
37113,35.18,-83.38
37119,35.25,-80.84
37123,35.36,-79.78
37125,35.33,-79.59
37127,35.94,-77.87
37129,34.29,-77.91
37133,34.69,-77.54
37139,36.29,-76.22
37141,34.43,-77.88
37145,36.4,-78.98
37147,35.59,-77.45
37149,35.24,-82.2
37151,35.78,-79.8
37153,34.88,-79.7
37155,34.7,-79.02
37157,36.38,-79.87
37159,35.67,-80.56
37161,35.35,-81.91
37163,35.0,-78.33
37165,34.76,-79.47
37167,35.31,-80.28
37169,36.47,-80.35
37171,36.44,-80.66
37175,35.12,-82.83
37179,35.04,-80.6
37181,36.37,-78.37
37183,35.81,-78.7
37189,36.2,-81.66
37191,35.31,-77.98
37193,36.14,-81.16
37195,35.76,-77.94
37197,36.17,-80.75
38003,46.92,-98.0
38007,46.88,-103.19
38015,46.81,-100.73
38017,46.9,-97.05
38021,46.13,-98.08
38035,47.94,-97.12
38053,47.8,-103.27
38055,47.49,-100.71
38059,46.82,-100.88
38077,46.26,-96.6
38081,46.22,-97.65
38089,46.88,-102.54
38093,46.91,-98.69
38099,48.41,-97.4
38101,48.27,-101.51
38105,48.27,-103.28
39001,38.69,-83.6
39003,40.77,-84.18
39005,40.83,-82.25
39007,41.76,-80.79
39009,39.32,-82.09
39011,40.51,-84.26
39013,40.03,-80.73
39015,38.87,-83.89
39017,39.44,-84.47
39019,40.62,-81.13
39021,40.15,-83.69
39023,39.91,-83.85
39025,39.14,-84.25
39027,39.46,-83.73
39029,40.86,-80.78
39031,40.26,-81.79
39033,40.83,-82.87
39035,41.46,-81.65
39037,40.14,-84.5
39039,41.28,-84.56
39041,40.21,-82.98
39043,41.39,-82.59
39045,39.74,-82.61
39047,39.59,-83.49
39049,39.98,-82.98
39051,41.55,-84.08
39053,38.82,-82.19
39055,41.57,-81.2
39057,39.71,-83.89
39059,39.96,-81.55
39061,39.18,-84.51
39063,40.96,-83.76
39067,40.34,-81.08
39069,41.39,-84.12
39071,39.27,-83.49
39073,39.53,-82.4
39075,40.58,-81.81
39077,41.19,-82.62
39081,40.39,-80.6
39083,40.39,-82.47
39085,41.68,-81.33
39087,38.45,-82.46
39089,40.02,-82.58
39091,40.37,-83.67
39093,41.38,-82.11
39095,41.63,-83.62
39097,39.84,-83.33
39099,41.06,-80.71
39101,40.51,-83.15
39103,41.11,-81.92
39107,40.48,-84.67
39109,40.04,-84.26
39111,39.76,-80.9
39113,39.76,-84.22
39115,39.61,-81.63
39119,39.95,-82.01
39123,41.52,-83.21
39125,41.13,-84.68
39127,39.8,-82.3
39129,39.65,-82.94
39131,39.12,-82.98
39133,41.21,-81.27
39135,39.79,-84.53
39137,40.96,-84.21
39139,40.77,-82.56
39141,39.33,-82.98
39143,41.35,-83.11
39145,38.87,-82.99
39147,41.11,-83.17
39149,40.35,-84.23
39151,40.8,-81.42
39153,41.11,-81.51
39155,41.22,-80.72
39157,40.48,-81.48
39159,40.23,-83.37
39161,40.82,-84.51
39165,39.48,-84.22
39167,39.41,-81.49
39169,40.82,-81.81
39171,41.54,-84.58
39173,41.48,-83.54
39175,40.89,-83.33
40009,35.4,-99.41
40013,33.98,-96.39
40017,35.47,-97.95
40019,34.27,-97.18
40023,34.01,-95.51
40027,35.28,-97.48
40031,34.58,-98.35
40035,36.53,-95.22
40037,35.97,-96.19
40041,36.64,-94.87
40047,36.4,-97.86
40049,34.72,-97.22
40051,35.1,-97.9
40067,34.18,-98.02
40071,36.74,-97.17
40079,34.89,-94.6
40083,35.67,-97.41
40085,33.93,-97.12
40087,35.21,-97.5
40091,35.29,-95.58
40095,34.09,-96.77
40097,36.27,-95.27
40101,35.76,-95.29
40103,36.28,-97.3
40105,36.69,-95.63
40109,35.5,-97.52
40111,35.62,-95.98
40113,36.36,-96.03
40115,36.88,-94.87
40119,36.07,-96.84
40121,34.92,-95.76
40123,34.77,-96.66
40125,35.33,-96.92
40131,36.37,-95.51
40133,35.18,-96.56
40135,35.41,-94.51
40137,34.57,-97.96
40143,36.13,-95.93
40145,35.99,-95.57
40147,36.77,-95.98
41001,44.83,-117.76
41003,44.61,-123.36
41005,45.33,-122.52
41007,46.12,-123.79
41009,45.88,-123.07
41011,43.28,-124.11
41013,44.16,-120.83
41015,42.29,-124.27
41017,44.18,-121.41
41019,43.24,-123.36
41023,44.13,-119.0
41025,43.59,-118.89
41027,45.61,-121.58
41029,42.34,-122.82
41033,42.39,-123.47
41035,42.23,-121.87
41039,44.06,-123.25
41041,44.66,-124.01
41043,44.52,-122.93
41045,44.08,-117.01
41047,44.97,-122.92
41049,45.86,-119.54
41051,45.53,-122.6
41053,44.92,-123.22
41057,45.46,-123.71
41059,45.79,-118.82
41063,45.64,-117.36
41065,45.54,-121.15
41067,45.48,-122.89
41071,45.26,-123.11
42001,39.83,-77.02
42003,40.46,-79.96
42005,40.82,-79.57
42007,40.68,-80.3
42009,40.12,-78.5
42011,40.37,-75.91
42013,40.49,-78.34
42015,41.77,-76.46
42017,40.24,-75.04
42019,40.8,-79.93
42021,40.45,-78.86
42023,41.51,-78.23
42025,40.8,-75.61
42027,40.91,-77.76
42029,40.01,-75.73
42031,41.1,-79.57
42033,41.06,-78.49
42035,41.21,-77.38
42037,41.08,-76.36
42039,41.65,-80.08
42041,40.21,-77.07
42043,40.33,-76.79
42045,39.9,-75.32
42047,41.43,-78.64
42049,42.06,-80.06
42051,39.92,-79.71
42055,39.88,-77.7
42057,39.93,-77.99
42061,40.55,-78.07
42063,40.59,-79.13
42065,41.11,-78.92
42067,40.57,-77.39
42069,41.47,-75.62
42071,40.08,-76.29
42073,40.97,-80.34
42075,40.37,-76.43
42077,40.6,-75.49
42079,41.22,-75.9
42081,41.2,-76.94
42083,41.83,-78.7
42085,41.28,-80.35
42087,40.59,-77.57
42089,40.99,-75.18
42091,40.19,-75.32
42095,40.72,-75.34
42097,40.99,-76.77
42101,40.01,-75.11
42105,41.73,-77.64
42107,40.69,-76.26
42109,40.74,-76.93
42111,40.06,-79.02
42117,41.71,-77.18
42119,41.0,-76.88
42121,41.34,-79.79
42123,41.81,-79.23
42125,40.2,-80.1
42127,41.52,-75.21
42129,40.33,-79.6
42131,41.56,-75.78
42133,39.94,-76.69
44001,41.67,-71.27
44003,41.68,-71.56
44005,41.6,-71.25
44007,41.86,-71.47
44009,41.47,-71.56
45001,34.17,-82.37
45003,33.58,-81.71
45007,34.52,-82.62
45009,33.3,-81.08
45011,33.24,-81.36
45013,32.45,-80.75
45015,33.11,-79.94
45019,32.83,-79.99
45021,35.1,-81.62
45023,34.66,-81.04
45025,34.73,-80.13
45027,33.69,-80.21
45029,32.9,-80.67
45031,34.32,-79.97
45035,33.1,-80.36
45037,33.78,-81.93
45039,34.33,-81.02
45041,34.15,-79.72
45043,33.4,-79.42
45045,34.83,-82.34
45047,34.24,-82.18
45049,32.77,-80.96
45051,33.82,-78.99
45053,32.48,-80.98
45055,34.24,-80.64
45057,34.65,-80.72
45059,34.48,-81.94
45061,34.21,-80.24
45063,33.93,-81.17
45067,34.17,-79.4
45071,34.27,-81.61
45073,34.73,-83.05
45075,33.4,-80.63
45077,34.84,-82.64
45079,34.06,-80.91
45083,34.96,-81.99
45085,33.97,-80.41
45087,34.65,-81.54
45089,33.75,-79.44
45091,34.97,-81.07
46005,44.36,-98.21
46011,44.3,-96.78
46013,45.46,-98.48
46029,44.91,-97.16
46035,43.73,-98.03
46037,45.33,-97.52
46039,44.76,-96.68
46067,43.39,-97.98
46077,44.38,-97.54
46079,44.0,-97.1
46083,43.38,-96.75
46089,45.76,-99.62
46093,44.29,-103.44
46099,43.58,-96.75
46101,44.04,-96.59
46103,44.04,-103.23
46127,43.02,-96.62
46135,42.88,-97.39
47001,36.02,-84.21
47003,35.49,-86.44
47005,36.06,-88.1
47007,35.6,-85.19
47009,35.73,-84.06
47011,35.13,-84.84
47013,36.32,-84.2
47015,35.82,-86.07
47017,35.93,-88.52
47019,36.33,-82.23
47021,36.27,-87.05
47023,35.44,-88.64
47025,36.56,-83.54
47029,35.96,-83.19
47031,35.41,-86.14
47033,35.78,-89.11
47035,35.9,-85.08
47037,36.16,-86.75
47039,35.61,-88.11
47041,35.95,-85.82
47043,36.08,-87.29
47045,36.03,-89.38
47047,35.22,-89.51
47049,36.43,-84.93
47051,35.18,-86.1
47053,35.97,-88.88
47055,35.12,-87.01
47057,36.31,-83.59
47059,36.15,-82.81
47063,36.22,-83.31
47065,35.09,-85.25
47069,35.26,-88.99
47071,35.22,-88.23
47073,36.43,-82.92
47075,35.59,-89.25
47077,35.65,-88.39
47079,36.25,-88.29
47081,35.79,-87.44
47083,36.31,-87.7
47085,36.04,-87.72
47087,36.36,-85.65
47089,36.02,-83.41
47093,35.97,-83.97
47097,35.74,-89.53
47099,35.16,-87.38
47101,35.58,-87.35
47103,35.14,-86.56
47107,35.45,-84.6
47109,35.2,-88.48
47113,35.66,-88.79
47115,35.05,-85.62
47117,35.53,-86.73
47119,35.58,-87.11
47121,35.52,-84.79
47123,35.59,-84.34
47125,36.56,-87.38
47129,36.1,-84.58
47131,36.45,-88.96
47133,36.38,-85.32
47135,35.61,-87.84
47137,36.57,-85.13
47141,36.17,-85.46
47143,35.49,-85.01
47145,35.87,-84.59
47147,36.47,-86.76
47149,35.82,-86.45
47151,36.46,-84.53
47155,35.93,-83.59
47157,35.14,-89.93
47159,36.21,-85.93
47161,36.43,-87.74
47163,36.51,-82.42
47165,36.33,-86.52
47167,35.47,-89.71
47171,36.16,-82.38
47175,35.74,-85.45
47177,35.66,-85.76
47179,36.3,-82.49
47181,35.32,-87.75
47183,36.23,-88.75
47185,35.93,-85.47
47187,35.93,-86.86
47189,36.15,-86.32
48003,32.32,-102.54
48005,31.34,-94.83
48007,28.04,-97.05
48021,30.11,-97.3
48025,28.4,-97.74
48027,31.12,-97.46
48029,29.46,-98.49
48037,33.44,-94.09
48039,29.28,-95.38
48041,30.67,-96.41
48047,26.93,-98.13
48051,30.52,-96.7
48053,30.57,-98.27
48055,29.87,-97.67
48059,32.4,-99.49
48061,26.02,-97.57
48065,35.57,-101.17
48071,29.76,-94.87
48073,31.96,-95.26
48083,31.83,-99.42
48085,33.09,-96.6
48089,29.84,-96.32
48091,29.62,-98.18
48097,33.64,-97.26
48113,32.81,-96.78
48115,32.73,-101.95
48117,34.82,-102.39
48121,33.13,-97.11
48131,27.88,-98.61
48135,31.84,-102.43
48139,32.43,-96.81
48141,31.79,-106.39
48143,32.21,-98.21
48147,33.42,-96.33
48149,29.79,-96.88
48157,29.61,-95.64
48165,32.71,-102.65
48167,29.41,-95.06
48171,30.27,-98.87
48177,29.5,-97.44
48179,35.54,-100.96
48181,33.62,-96.54
48183,32.49,-94.78
48185,30.34,-95.96
48187,29.57,-98.09
48189,34.19,-101.72
48199,30.34,-94.18
48201,29.8,-95.37
48203,32.49,-94.24
48209,29.98,-97.87
48211,35.91,-100.38
48213,32.23,-95.99
48215,26.21,-98.23
48217,31.92,-96.95
48219,33.57,-102.36
48221,32.46,-97.71
48223,33.14,-95.61
48225,31.49,-95.48
48227,32.24,-101.47
48231,33.19,-96.11
48233,35.65,-101.4
48245,30.03,-94.1
48251,32.41,-97.31
48257,32.69,-96.35
48259,29.8,-98.73
48267,30.48,-99.77
48273,27.5,-97.86
48277,33.64,-95.51
48285,29.39,-97.08
48291,30.14,-94.92
48293,31.67,-96.48
48303,33.59,-101.89
48309,31.53,-97.18
48315,32.76,-94.34
48321,28.97,-95.96
48323,28.7,-100.49
48329,31.96,-102.08
48331,30.85,-96.97
48337,33.55,-97.84
48339,30.34,-95.45
48343,32.93,-94.7
48347,31.61,-94.65
48349,32.08,-96.42
48355,27.77,-97.49
48361,30.11,-93.87
48367,32.8,-97.77
48373,30.7,-94.93
48375,35.24,-101.81
48381,35.11,-101.74
48387,33.61,-95.05
48395,30.87,-96.59
48397,32.92,-96.45
48399,31.85,-99.94
48407,30.75,-95.27
48409,27.89,-97.24
48415,32.71,-100.91
48419,31.79,-94.17
48423,32.35,-95.25
48439,32.77,-97.24
48441,32.39,-99.82
48451,31.52,-100.44
48453,30.29,-97.74
48455,30.94,-95.37
48459,32.8,-94.71
48465,29.37,-100.89
48469,28.8,-96.97
48471,30.8,-95.55
48473,29.87,-95.95
48477,30.15,-96.39
48479,27.64,-99.54
48481,29.25,-96.18
48485,33.89,-98.53
48491,30.6,-97.67
48493,29.26,-98.11
48497,33.06,-97.51
48503,33.1,-98.57
49003,41.65,-112.18
49005,41.76,-111.81
49007,39.67,-111.01
49011,40.98,-111.95
49021,37.76,-113.04
49023,39.76,-111.83
49027,39.4,-112.72
49029,41.01,-111.67
49035,40.67,-111.89
49037,37.76,-109.38
49039,39.35,-111.71
49041,38.75,-112.1
49043,40.71,-111.55
49045,40.57,-112.33
49049,40.25,-111.7
49051,40.43,-111.19
49053,37.13,-113.42
49057,41.24,-111.96
50001,44.06,-73.11
50003,42.92,-73.21
50005,44.44,-72.12
50007,44.48,-73.17
50011,44.79,-73.07
50015,44.55,-72.53
50017,43.95,-72.57
50019,44.92,-72.16
50021,43.63,-72.94
50023,44.26,-72.61
50025,42.99,-72.51
50027,43.53,-72.48
51003,38.03,-78.48
51005,37.77,-79.99
51009,37.6,-79.24
51013,38.86,-77.05
51015,38.12,-79.01
51019,37.34,-79.39
51021,37.15,-81.15
51023,37.46,-79.77
51027,37.27,-82.1
51031,37.17,-79.28
51037,36.99,-78.6
51041,37.41,-77.46
51045,37.5,-80.11
51047,38.49,-77.92
51059,38.82,-77.25
51061,38.62,-77.76
51063,36.85,-80.48
51067,37.11,-79.95
51069,39.18,-78.17
51073,37.29,-76.45
51077,36.73,-81.2
51081,36.69,-77.53
51083,36.7,-78.9
51085,37.69,-77.46
51087,37.56,-77.39
51089,36.65,-79.88
51093,36.98,-76.61
51095,37.32,-76.75
51101,37.55,-76.8
51107,39.05,-77.55
51109,37.86,-77.91
51113,38.33,-78.26
51117,36.7,-78.1
51119,37.59,-76.46
51121,37.23,-80.42
51137,38.18,-78.14
51139,38.48,-78.62
51141,36.72,-80.32
51143,37.02,-79.32
51145,37.54,-77.92
51149,37.22,-77.28
51153,38.72,-77.43
51155,37.07,-80.72
51161,37.21,-80.04
51165,38.39,-78.93
51167,36.89,-82.19
51173,36.85,-81.55
51177,38.25,-77.51
51179,38.42,-77.4
51185,37.15,-81.55
51187,38.92,-78.18
51191,36.69,-82.01
51195,36.9,-82.78
51197,36.93,-81.09
51199,37.19,-76.46
51510,38.81,-77.08
51520,36.61,-82.16
51530,37.73,-79.35
51540,38.01,-78.6
51550,36.73,-76.25
51590,36.6,-79.41
51630,38.29,-77.48
51650,37.03,-76.4
51660,38.43,-78.87
51680,37.42,-79.22
51683,38.74,-77.48
51685,38.75,-77.43
51700,37.08,-76.51
51710,36.86,-76.25
51720,36.93,-82.62
51730,37.2,-77.39
51740,36.82,-76.35
51750,37.12,-80.55
51760,37.53,-77.46
51770,37.28,-79.97
51790,38.15,-79.06
51800,36.7,-76.63
51810,36.84,-76.1
53001,46.8,-119.15
53005,46.23,-119.34
53007,47.37,-120.35
53009,48.06,-123.06
53011,45.67,-122.55
53015,46.16,-122.92
53021,46.41,-118.9
53025,47.09,-119.6
53027,46.99,-123.97
53029,48.32,-122.63
53031,48.01,-122.79
53033,47.54,-122.25
53035,47.64,-122.63
53037,47.08,-120.68
53041,46.68,-122.97
53045,47.23,-123.2
53047,48.87,-119.22
53049,46.36,-123.75
53051,48.51,-117.37
53053,47.19,-122.36
53057,48.48,-122.4
53061,47.93,-122.1
53063,47.68,-117.36
53065,48.67,-117.75
53067,46.97,-122.89
53071,46.08,-118.59
53073,48.85,-122.45
53075,46.99,-117.16
53077,46.44,-120.35
54003,39.49,-77.96
54007,38.67,-80.77
54009,40.3,-80.59
54011,38.39,-82.34
54019,37.98,-81.14
54023,39.27,-79.24
54033,39.33,-80.31
54035,38.88,-81.73
54037,39.33,-77.86
54039,38.37,-81.68
54041,39.04,-80.46
54043,38.27,-82.1
54045,37.85,-81.97
54049,39.48,-80.3
54051,39.94,-80.68
54053,38.8,-82.07
54055,37.34,-81.07
54059,37.67,-82.27
54061,39.62,-79.97
54067,38.25,-80.68
54069,40.07,-80.69
54077,39.47,-79.68
54079,38.49,-81.92
54081,37.7,-81.21
54087,38.8,-81.35
54095,39.55,-80.99
54099,38.31,-82.51
54107,39.25,-81.51
54109,37.58,-81.53
55005,45.43,-91.88
55007,46.68,-91.11
55009,44.49,-88.04
55013,45.78,-92.68
55015,44.07,-88.11
55017,45.04,-91.24
55019,44.75,-90.69
55021,43.39,-89.23
55023,43.04,-91.14
55025,43.07,-89.36
55027,43.45,-88.66
55029,44.83,-87.37
55031,46.67,-92.08
55033,45.04,-91.9
55035,44.76,-91.39
55039,43.73,-88.43
55043,42.73,-90.47
55053,44.33,-90.92
55055,43.1,-88.8
55057,43.86,-90.14
55059,42.59,-87.94
55061,44.53,-87.55
55063,43.88,-91.18
55067,45.28,-89.16
55069,45.32,-89.71
55071,44.07,-87.79
55073,44.9,-89.81
55075,45.15,-87.91
55077,43.71,-89.46
55079,43.04,-87.96
55081,43.96,-90.65
55083,44.88,-88.0
55085,45.63,-89.41
55087,44.3,-88.42
55089,43.35,-87.94
55093,44.69,-92.67
55095,45.43,-92.57
55097,44.54,-89.47
55099,45.69,-90.39
55101,42.75,-87.86
55105,42.68,-89.03
55109,44.99,-92.52
55111,43.36,-89.88
55115,44.79,-88.87
55117,43.76,-87.84
55119,45.13,-90.34
55121,44.32,-91.28
55123,43.7,-91.01
55127,42.62,-88.56
55129,45.77,-91.89
55131,43.38,-88.24
55133,43.05,-88.24
55135,44.48,-88.91
55137,44.05,-89.19
55139,44.09,-88.58
55141,44.52,-90.0
56001,41.31,-105.58
56013,43.03,-108.41
56021,41.2,-104.78
56025,42.84,-106.54
56031,42.05,-104.95
56033,44.79,-106.95
56043,44.0,-107.95
