gene,n_evidence_types,n_sources,evidence_types,sources,pigean_score,de_assays,de_direction,de_contexts,consensus_score,tier
RPS9,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
TMEM258,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
TFPT,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
PLCXD2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
C1orf122,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
CMTM2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
AIFM3,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
PGLS,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
CDC14A,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
GSTO1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
RP11-168O16.1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
TIMM17B,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
NAT8B,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
MYL6,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
LILRA5,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
SHPRH,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
COX5B,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
KIF16B,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
FAU,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
COX4I1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
ZNF714,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
AL358473.1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
DPY19L4,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
FLOT1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
GPR75,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
MTX3,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
RPL30,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
CST3,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
HIST1H1C,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
GLIPR2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
GOLGA8B,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
S100A8,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
RPL39,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
KANTR,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
AC010618.1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
DRAP1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
IRF7,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
ZNF891,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
NIPBL-DT,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
XKR6,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
UQCRQ,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
AC243960.1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
HSPA12A,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
GATD3,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
B4GALT4,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
MPP6,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
IGHA2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
GPRASP1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
ATP6V0B,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
S100P,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
FTL,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
GATD3A,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
GNG5,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
C21orf33,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
HBM,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
COX6A1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
SULT1A2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
PALS2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
RPS15A,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
CCDC153,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
PTCRA,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
IGLV7-43,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
NT5M,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
DRC12,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
DRC1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
H1-2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
SLC38A11,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
SRA1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
RP5-1154L15.2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
TIMP1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
CPA5,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
IFITM2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
OST4,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
ZNF181,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
PPBP,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
IFI27L2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
TST,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
PI3,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
MSRB2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
UQCR10,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
NAA38,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
KLHL15,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
ODF2L,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
NOP10,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
CAMP,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
TGM3,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
GALK1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
PWAR6,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
RPL8P5,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
ZP3,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
CLIC1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
AC000078.1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
S100A11,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
RABAC1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
ARPC4,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
CHMP2A,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
GOT1-DT,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
CSF2RA,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
LINC01506,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
CATSPER1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
ZNF519,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
H2AC8,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
DAD1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
HIST1H2AE,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
ZNF577,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
MFSD4A,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
ACRBP,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
TAS2R14,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
AC012645.1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
S100A12,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
COMMD6,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
CLTB,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
UBC,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
NT5E,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
RNF181,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
MISP3,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
RPL32,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
TSHZ2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
ATP5E,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
TMEM120A,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
AC008969.1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
RPL31,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
IGHA1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
DDAH2,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
LY96,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
PRKCH-AS1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
GABPB1-AS1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
NDUFA1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
MFSD4,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
NRCAM,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
SPIN4,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
EVA1B,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
SNHG14,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""down"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
JPT1,1,1,differential_expression,gene-expression-atlas-okn,,1.0,"{""up"": 1}",'relapsing-remitting multiple sclerosis' vs 'normal',3,C
APOA1,1,1,clinical_biomarker,biomarkerkg,,,,,3,C
NOTCH4,1,1,clinical_biomarker,biomarkerkg,,,,,3,C
TERT,1,1,clinical_biomarker,biomarkerkg,,,,,3,C
PVT1,1,1,clinical_biomarker,biomarkerkg,,,,,3,C
