fips,n_chem,n_chem_obs,n_media
29057,141,141,1
29059,141,141,1
29061,141,141,1
29063,140,140,1
29065,144,144,1
29067,140,140,1
29069,139,139,1
29071,142,142,1
29073,141,141,1
29075,141,141,1
29077,146,146,1
29079,140,140,1
29081,140,140,1
29083,141,141,1
29085,140,140,1
29087,140,140,1
29089,140,140,1
29091,146,146,1
29093,140,140,1
29095,147,147,1
29097,143,143,1
29099,143,143,1
29101,141,141,1
29103,140,140,1
29105,146,146,1
29107,141,141,1
29109,141,141,1
29111,140,140,1
29113,141,141,1
29115,141,141,1
29117,141,141,1
29119,143,143,1
29121,142,142,1
29123,140,140,1
29125,141,141,1
29127,144,144,1
29129,140,140,1
29131,140,140,1
29133,140,140,1
29135,140,140,1
29137,142,142,1
29139,143,143,1
29141,140,140,1
29143,140,140,1
29145,144,144,1
29147,146,146,1
29149,140,140,1
29151,140,140,1
29153,140,140,1
29155,138,138,1
29157,143,143,1
29159,144,144,1
29161,141,141,1
29163,142,142,1
29165,142,142,1
29167,141,141,1
29169,143,143,1
29171,141,141,1
29173,141,141,1
29175,141,141,1
29177,141,141,1
29179,141,141,1
29181,141,141,1
29183,146,146,1
29185,140,140,1
29186,141,141,1
29187,142,142,1
29189,148,148,1
29195,141,141,1
29197,140,140,1
29199,140,140,1
29201,145,145,1
29203,141,141,1
29205,141,141,1
29207,144,144,1
29209,141,141,1
29211,142,142,1
29213,145,145,1
29215,144,144,1
29217,143,143,1
29219,141,141,1
29221,141,141,1
29223,140,140,1
29225,141,141,1
29227,140,140,1
29229,142,142,1
29510,145,145,1
30001,144,144,1
30003,142,142,1
30005,143,143,1
30007,141,141,1
30009,143,143,1
30011,142,142,1
30013,143,143,1
30015,142,142,1
30017,143,143,1
30019,143,143,1
30021,142,142,1
30023,140,140,1
30025,142,142,1
30027,144,144,1
30029,145,145,1
30031,143,143,1
30033,142,142,1
30035,143,143,1
30037,142,142,1
30039,140,140,1
30041,143,143,1
30043,140,140,1
30045,140,140,1
30047,141,141,1
30049,142,142,1
30051,142,142,1
30053,141,141,1
30055,142,142,1
30057,140,140,1
30059,140,140,1
30061,143,143,1
30063,144,144,1
30065,143,143,1
30067,141,141,1
30069,142,142,1
30071,144,144,1
30073,143,143,1
30075,144,144,1
30077,141,141,1
30079,142,142,1
30081,141,141,1
30083,144,144,1
30085,143,143,1
30087,143,143,1
30089,141,141,1
30091,142,142,1
30093,141,141,1
30095,142,142,1
30097,142,142,1
30099,142,142,1
30101,143,143,1
30103,140,140,1
30105,143,143,1
30107,141,141,1
30109,142,142,1
30111,144,144,1
31001,145,145,1
31003,141,141,1
31005,140,140,1
31007,142,142,1
31009,140,140,1
31011,140,140,1
31013,141,141,1
31015,141,141,1
31017,140,140,1
31019,142,142,1
31021,140,140,1
31023,143,143,1
31025,140,140,1
31027,141,141,1
31029,143,143,1
31031,141,141,1
31033,143,143,1
31035,140,140,1
31037,141,141,1
31039,140,140,1
31041,140,140,1
31043,146,146,1
31045,145,145,1
31047,148,148,1
31049,142,142,1
31051,140,140,1
31053,143,143,1
31055,146,146,1
31057,142,142,1
31059,141,141,1
31061,142,142,1
31063,142,142,1
31065,142,142,1
31067,147,147,1
31069,142,142,1
31071,140,140,1
31073,140,140,1
31075,138,138,1
31077,140,140,1
31079,144,144,1
31081,141,141,1
31083,142,142,1
31085,142,142,1
31087,143,143,1
31089,142,142,1
31091,140,140,1
31093,140,140,1
31095,142,142,1
31097,141,141,1
31099,143,143,1
31101,141,141,1
31103,140,140,1
31105,173,173,1
31107,141,141,1
31109,145,145,1
31111,146,146,1
31113,140,140,1
31115,140,140,1
31117,140,140,1
31119,142,142,1
31121,143,143,1
31123,142,142,1
31125,140,140,1
31127,141,141,1
31129,140,140,1
31131,143,143,1
31133,141,141,1
31135,140,140,1
31137,144,144,1
31139,140,140,1
31141,143,143,1
31143,140,140,1
31145,144,144,1
31147,143,143,1
31149,140,140,1
31151,142,142,1
31153,143,143,1
31155,144,144,1
31157,143,143,1
31159,142,142,1
31161,140,140,1
31163,140,140,1
31165,142,142,1
31167,145,145,1
31169,141,141,1
31171,140,140,1
31173,140,140,1
31175,141,141,1
31177,142,142,1
31179,140,140,1
31181,140,140,1
31183,140,140,1
31185,142,142,1
32001,142,142,1
32003,146,146,1
32005,141,141,1
32007,142,142,1
32009,140,140,1
32011,144,144,1
32013,142,142,1
32015,141,141,1
32017,140,140,1
32019,145,145,1
32021,140,140,1
32023,143,143,1
32027,140,140,1
32029,143,143,1
32031,136,136,1
32033,142,142,1
32510,142,142,1
33001,142,142,1
33003,144,144,1
33005,142,142,1
33007,148,148,1
33009,147,147,1
33011,146,146,1
33013,143,143,1
33015,148,148,1
33017,142,142,1
33019,144,144,1
34001,145,145,1
34003,147,147,1
34005,145,145,1
34007,146,146,1
34009,144,144,1
34011,145,145,1
34013,146,146,1
34015,148,148,1
34017,143,143,1
34019,145,145,1
34021,145,145,1
34023,150,150,1
34025,145,145,1
34027,145,145,1
34029,145,145,1
34031,146,146,1
34033,146,146,1
34035,145,145,1
34037,144,144,1
34039,149,149,1
34041,145,145,1
35001,165,165,1
35003,140,140,1
35005,145,145,1
35006,140,140,1
35007,143,143,1
35009,141,141,1
35011,140,140,1
35015,147,147,1
35017,141,141,1
35019,140,140,1
35021,142,142,1
35023,140,140,1
35025,147,147,1
35027,141,141,1
35028,142,142,1
35029,141,141,1
35031,144,144,1
35033,140,140,1
35035,143,143,1
35037,140,140,1
35039,144,144,1
35041,145,145,1
35043,145,145,1
35045,146,146,1
35047,140,140,1
35049,141,141,1
35051,140,140,1
35053,140,140,1
35055,141,141,1
35057,141,141,1
35059,142,142,1
35061,141,141,1
36001,147,147,1
36003,132,132,1
36005,117,117,1
36007,128,128,1
36009,130,130,1
36011,133,133,1
36013,133,133,1
36015,132,132,1
36017,128,128,1
36019,131,131,1
36021,120,120,1
36023,129,129,1
36025,121,121,1
36027,132,132,1
36029,154,154,1
36031,142,142,1
36033,129,129,1
36035,129,129,1
36037,126,126,1
36039,121,121,1
36041,118,118,1
36043,128,128,1
36045,137,137,1
36047,130,130,1
36049,125,125,1
36051,129,129,1
36053,128,128,1
36055,143,143,1
36057,122,122,1
36059,124,124,1
36061,125,125,1
36063,146,146,1
36065,130,130,1
36067,139,139,1
36069,131,131,1
36071,128,128,1
36073,126,126,1
36075,136,136,1
36077,121,121,1
36079,123,123,1
36081,143,143,1
36083,124,124,1
36085,144,144,1
36087,125,125,1
36089,126,126,1
36091,136,136,1
36093,140,140,1
36095,122,122,1
36097,121,121,1
36099,133,133,1
36101,135,135,1
36103,138,138,1
36105,121,121,1
36107,119,119,1
36109,136,136,1
36111,121,121,1
36113,129,129,1
36115,131,131,1
36117,133,133,1
36119,126,126,1
36121,128,128,1
36123,133,133,1
37001,147,147,1
37003,142,142,1
37005,141,141,1
37007,144,144,1
37009,143,143,1
37011,141,141,1
37013,141,141,1
37015,144,144,1
37017,143,143,1
37019,145,145,1
37021,149,149,1
37023,146,146,1
37025,146,146,1
37027,148,148,1
37029,140,140,1
37031,142,142,1
37033,141,141,1
37035,153,153,1
37037,145,145,1
37039,141,141,1
37041,140,140,1
37043,141,141,1
37045,145,145,1
37047,149,149,1
37049,158,158,1
37051,147,147,1
37053,140,140,1
37055,141,141,1
37057,143,143,1
37059,143,143,1
37061,140,140,1
37063,144,144,1
37065,141,141,1
37067,148,148,1
37069,141,141,1
37071,148,148,1
37073,140,140,1
37075,141,141,1
37077,146,146,1
37079,141,141,1
37081,150,150,1
37083,143,143,1
37085,141,141,1
37087,150,150,1
37089,142,142,1
37091,141,141,1
37093,141,141,1
37095,140,140,1
37097,145,145,1
37099,145,145,1
37101,149,149,1
37103,141,141,1
37105,143,143,1
37107,145,145,1
37109,144,144,1
37111,146,146,1
37113,142,142,1
37115,141,141,1
37117,149,149,1
37119,145,145,1
37121,141,141,1
37123,148,148,1
37125,141,141,1
37127,141,141,1
37129,145,145,1
37131,141,141,1
37133,146,146,1
37135,144,144,1
37137,140,140,1
37141,141,141,1
37143,140,140,1
37145,150,150,1
37147,144,144,1
37149,141,141,1
37151,146,146,1
37153,142,142,1
37155,145,145,1
37157,146,146,1
37159,148,148,1
37161,143,143,1
37163,148,148,1
37165,141,141,1
37167,149,149,1
37169,142,142,1
37171,144,144,1
37173,141,141,1
37175,141,141,1
37177,140,140,1
37179,142,142,1
37181,141,141,1
37183,146,146,1
37185,141,141,1
37187,140,140,1
37189,142,142,1
37191,147,147,1
37193,145,145,1
37195,143,143,1
37197,141,141,1
37199,142,142,1
38001,140,140,1
38003,140,140,1
38005,140,140,1
38007,144,144,1
38009,143,143,1
38011,143,143,1
38013,143,143,1
38015,141,141,1
38017,142,142,1
38019,141,141,1
38021,140,140,1
38023,142,142,1
38025,144,144,1
38027,140,140,1
38029,140,140,1
38031,140,140,1
38033,142,142,1
38035,143,143,1
38037,140,140,1
38039,140,140,1
38041,140,140,1
38043,140,140,1
38045,140,140,1
38047,140,140,1
38049,142,142,1
38051,140,140,1
38053,144,144,1
38055,143,143,1
38057,145,145,1
38059,143,143,1
38061,143,143,1
38063,140,140,1
38065,141,141,1
38067,140,140,1
38069,140,140,1
38071,141,141,1
38073,141,141,1
38075,143,143,1
38077,142,142,1
38079,140,140,1
38081,141,141,1
38083,140,140,1
38085,140,140,1
38087,142,142,1
38089,142,142,1
38091,141,141,1
38093,141,141,1
38095,140,140,1
38097,140,140,1
38099,140,140,1
38101,144,144,1
38103,140,140,1
38105,144,144,1
39001,140,140,1
39003,143,143,1
39005,145,145,1
39007,149,149,1
39009,146,146,1
39011,144,144,1
39013,144,144,1
39015,141,141,1
39017,147,147,1
39019,146,146,1
39021,143,143,1
39023,144,144,1
39025,144,144,1
39027,144,144,1
39029,174,174,1
39031,145,145,1
39033,145,145,1
39035,148,148,1
39037,141,141,1
39039,141,141,1
39041,145,145,1
39043,146,146,1
39045,146,146,1
39047,141,141,1
39049,146,146,1
39051,146,146,1
39053,147,147,1
39055,145,145,1
39057,145,145,1
39059,146,146,1
39061,152,152,1
39063,146,146,1
39065,139,139,1
39067,146,146,1
39069,141,141,1
39071,141,141,1
39073,143,143,1
39075,150,150,1
39077,146,146,1
39079,145,145,1
39081,147,147,1
39083,147,147,1
39085,148,148,1
39087,146,146,1
39089,147,147,1
39091,146,146,1
39093,161,161,1
39095,147,147,1
39097,140,140,1
39099,151,151,1
39101,147,147,1
39103,148,148,1
39105,143,143,1
39107,144,144,1
39109,144,144,1
39111,143,143,1
39113,143,143,1
39115,142,142,1
39117,145,145,1
39119,145,145,1
39121,145,145,1
39123,144,144,1
39125,140,140,1
39127,144,144,1
39129,149,149,1
39131,142,142,1
39133,147,147,1
39135,144,144,1
39137,141,141,1
39139,145,145,1
39141,149,149,1
39143,146,146,1
39145,143,143,1
39147,145,145,1
39149,143,143,1
39151,148,148,1
39153,153,153,1
39155,148,148,1
39157,146,146,1
39159,144,144,1
39161,143,143,1
39163,144,144,1
39165,144,144,1
39167,148,148,1
39169,146,146,1
39171,143,143,1
39173,147,147,1
39175,142,142,1
40001,141,141,1
40003,143,143,1
40005,143,143,1
40007,142,142,1
40009,143,143,1
40011,144,144,1
40013,143,143,1
40015,147,147,1
40017,146,146,1
40019,145,145,1
40021,141,141,1
40023,140,140,1
40025,142,142,1
40027,145,145,1
40029,144,144,1
40031,147,147,1
40033,142,142,1
40035,143,143,1
40037,145,145,1
40039,144,144,1
40041,140,140,1
40043,144,144,1
40045,143,143,1
40047,144,144,1
40049,145,145,1
40051,146,146,1
40053,143,143,1
40055,142,142,1
40057,143,143,1
40059,142,142,1
40061,144,144,1
40063,145,145,1
40065,144,144,1
40067,144,144,1
40069,144,144,1
40071,146,146,1
40073,144,144,1
40075,142,142,1
40077,143,143,1
40079,145,145,1
40081,145,145,1
40083,144,144,1
40085,143,143,1
40087,145,145,1
40089,145,145,1
40091,143,143,1
40093,143,143,1
40095,144,144,1
40097,148,148,1
40099,142,142,1
40101,146,146,1
40103,144,144,1
40105,144,144,1
40107,143,143,1
40109,148,148,1
40111,144,144,1
40113,145,145,1
40115,141,141,1
40117,143,143,1
40119,146,146,1
40121,146,146,1
40123,146,146,1
40125,143,143,1
40127,145,145,1
40129,143,143,1
40131,145,145,1
40133,146,146,1
40135,144,144,1
40137,145,145,1
40139,144,144,1
40141,143,143,1
40143,152,152,1
40145,145,145,1
40147,143,143,1
40149,145,145,1
40151,143,143,1
40153,146,146,1
41001,142,142,1
41003,147,147,1
41005,152,152,1
41007,150,150,1
41009,146,146,1
41011,147,147,1
41013,143,143,1
41015,146,146,1
41017,147,147,1
41019,156,156,1
41021,160,160,1
41023,145,145,1
41025,142,142,1
41027,141,141,1
41029,155,155,1
41031,141,141,1
41033,146,146,1
41035,150,150,1
41037,147,147,1
41039,146,146,1
41041,148,148,1
41043,160,160,1
41045,144,144,1
41047,157,157,1
41049,149,149,1
41051,168,168,1
41053,143,143,1
41055,140,140,1
41057,150,150,1
41059,151,151,1
41061,151,151,1
41063,140,140,1
41065,148,148,1
41067,164,164,1
41069,140,140,1
41071,152,152,1
42001,143,143,1
42003,156,156,1
42005,145,145,1
42007,146,146,1
42009,144,144,1
42011,145,145,1
42013,150,150,1
42015,151,151,1
42017,147,147,1
42019,146,146,1
42021,148,148,1
42023,141,141,1
42025,142,142,1
42027,145,145,1
42029,145,145,1
42031,144,144,1
42033,144,144,1
42035,146,146,1
42037,141,141,1
42039,143,143,1
42041,144,144,1
42043,143,143,1
42045,149,149,1
42047,146,146,1
42049,147,147,1
42051,145,145,1
42053,141,141,1
42055,143,143,1
42057,140,140,1
42059,145,145,1
42061,143,143,1
42063,145,145,1
42065,144,144,1
42067,141,141,1
42069,143,143,1
42071,143,143,1
42073,144,144,1
42075,147,147,1
42077,143,143,1
42079,146,146,1
42081,145,145,1
42083,146,146,1
42085,147,147,1
42087,141,141,1
42089,144,144,1
42091,146,146,1
42093,140,140,1
42095,145,145,1
42097,143,143,1
42099,140,140,1
42101,142,142,1
42103,141,141,1
42105,144,144,1
42107,142,142,1
42109,143,143,1
42111,146,146,1
42113,141,141,1
42115,144,144,1
42117,145,145,1
42119,141,141,1
42121,144,144,1
42123,146,146,1
42125,145,145,1
42127,141,141,1
42129,147,147,1
42131,148,148,1
42133,153,153,1
44001,147,147,1
44003,148,148,1
44005,151,151,1
44007,160,160,1
44009,148,148,1
45001,141,141,1
45003,157,157,1
45005,146,146,1
45007,150,150,1
45009,140,140,1
45011,144,144,1
45013,145,145,1
45015,149,149,1
45017,140,140,1
45019,153,153,1
45021,144,144,1
45023,149,149,1
45025,143,143,1
45027,145,145,1
45029,140,140,1
45031,147,147,1
45033,141,141,1
45035,151,151,1
45037,141,141,1
45039,142,142,1
45041,149,149,1
45043,154,154,1
45045,152,152,1
45047,148,148,1
45049,146,146,1
45051,150,150,1
45053,147,147,1
45055,149,149,1
45057,141,141,1
45059,145,145,1
45061,145,145,1
45063,144,144,1
45065,140,140,1
45067,141,141,1
45069,147,147,1
45071,145,145,1
45073,147,147,1
45075,149,149,1
45077,144,144,1
45079,152,152,1
45081,145,145,1
45083,155,155,1
45085,150,150,1
45087,143,143,1
45089,141,141,1
45091,152,152,1
46003,140,140,1
46005,141,141,1
46007,140,140,1
46009,140,140,1
46011,142,142,1
46013,141,141,1
46015,141,141,1
46017,140,140,1
46019,141,141,1
46021,140,140,1
46023,141,141,1
46025,140,140,1
46027,142,142,1
46029,142,142,1
46031,140,140,1
46033,144,144,1
46035,141,141,1
46037,141,141,1
46039,140,140,1
46041,140,140,1
46043,141,141,1
46045,140,140,1
46047,143,143,1
46049,140,140,1
46051,140,140,1
46053,141,141,1
46055,140,140,1
46057,141,141,1
46059,140,140,1
46061,140,140,1
46063,142,142,1
46065,141,141,1
46067,141,141,1
46069,140,140,1
46071,141,141,1
46073,140,140,1
46075,140,140,1
46077,140,140,1
46079,141,141,1
46081,144,144,1
46083,141,141,1
46085,140,140,1
46087,140,140,1
46089,140,140,1
46091,140,140,1
46093,141,141,1
46095,140,140,1
46097,140,140,1
46099,144,144,1
46101,140,140,1
46103,146,146,1
46105,141,141,1
46107,140,140,1
46109,141,141,1
46111,140,140,1
46115,140,140,1
46117,140,140,1
46119,138,138,1
46121,140,140,1
46123,139,139,1
46125,144,144,1
46127,141,141,1
46129,140,140,1
46135,141,141,1
46137,140,140,1
47001,149,149,1
47003,143,143,1
47005,142,142,1
47007,141,141,1
47009,146,146,1
47011,145,145,1
47013,143,143,1
47015,140,140,1
47017,141,141,1
47019,141,141,1
47021,142,142,1
47023,141,141,1
47025,144,144,1
47027,143,143,1
47029,142,142,1
47031,141,141,1
47033,141,141,1
47035,147,147,1
47037,135,135,1
47039,142,142,1
47041,141,141,1
47043,142,142,1
47045,141,141,1
47047,142,142,1
47049,144,144,1
47051,144,144,1
47053,141,141,1
47055,141,141,1
47057,140,140,1
47059,142,142,1
47061,140,140,1
47065,115,115,1
47067,140,140,1
47069,142,142,1
47071,152,152,1
47073,142,142,1
47075,142,142,1
47077,141,141,1
47079,143,143,1
47081,141,141,1
47083,140,140,1
47085,151,151,1
47087,140,140,1
47089,143,143,1
47091,139,139,1
47093,145,145,1
47095,140,140,1
47097,138,138,1
47099,142,142,1
47101,140,140,1
47103,141,141,1
47105,143,143,1
47107,148,148,1
47109,141,141,1
47111,141,141,1
47113,143,143,1
47115,142,142,1
47117,143,143,1
47119,146,146,1
47121,142,142,1
47123,145,145,1
47125,148,148,1
47127,143,143,1
47129,142,142,1
47131,143,143,1
47133,149,149,1
47135,140,140,1
47137,144,144,1
47139,140,140,1
47141,141,141,1
47143,150,150,1
47145,147,147,1
47147,141,141,1
47149,155,155,1
47151,144,144,1
47153,140,140,1
47155,142,142,1
47157,146,146,1
47159,144,144,1
47161,144,144,1
47163,156,156,1
47165,146,146,1
47167,141,141,1
47169,140,140,1
47171,141,141,1
47173,143,143,1
47175,140,140,1
47177,145,145,1
47179,144,144,1
47181,140,140,1
47183,142,142,1
47185,141,141,1
47187,142,142,1
47189,142,142,1
48001,140,140,1
48003,140,140,1
48005,145,145,1
48007,140,140,1
48009,140,140,1
48011,140,140,1
48013,144,144,1
48015,140,140,1
48017,140,140,1
48019,140,140,1
48021,140,140,1
48023,140,140,1
48025,140,140,1
48027,141,141,1
48029,147,147,1
48031,140,140,1
48033,140,140,1
48035,140,140,1
48037,144,144,1
48039,153,153,1
48041,142,142,1
48043,141,141,1
48045,140,140,1
48047,140,140,1
48049,141,141,1
48051,140,140,1
48053,140,140,1
48055,140,140,1
48057,143,143,1
48059,140,140,1
48061,141,141,1
48063,140,140,1
48065,140,140,1
48067,144,144,1
48069,140,140,1
48071,150,150,1
48073,142,142,1
48075,140,140,1
48077,140,140,1
48079,140,140,1
48081,140,140,1
48083,140,140,1
48085,144,144,1
48087,140,140,1
48089,140,140,1
48091,140,140,1
48093,140,140,1
48095,140,140,1
48097,141,141,1
48099,140,140,1
48101,140,140,1
48103,140,140,1
48105,140,140,1
48107,141,141,1
48109,140,140,1
48111,141,141,1
48113,149,149,1
48115,140,140,1
48117,140,140,1
48119,140,140,1
48121,143,143,1
48123,140,140,1
48125,140,140,1
48127,140,140,1
48129,140,140,1
48131,140,140,1
48133,140,140,1
48135,143,143,1
48137,140,140,1
48139,143,143,1
48141,142,142,1
48143,140,140,1
48145,140,140,1
48147,140,140,1
48149,140,140,1
48151,140,140,1
48153,140,140,1
48155,140,140,1
48157,149,149,1
48159,140,140,1
48161,140,140,1
48163,140,140,1
48165,140,140,1
48167,152,152,1
48169,140,140,1
48171,140,140,1
48173,140,140,1
48175,141,141,1
48177,140,140,1
48179,141,141,1
48181,141,141,1
48183,144,144,1
48185,140,140,1
48187,141,141,1
48189,140,140,1
48191,140,140,1
48193,140,140,1
48195,140,140,1
48197,141,141,1
48199,141,141,1
48201,182,182,1
48203,147,147,1
48205,140,140,1
48207,140,140,1
48209,140,140,1
48211,140,140,1
48213,142,142,1
48215,148,148,1
48217,141,141,1
48219,140,140,1
48221,141,141,1
48223,140,140,1
48225,140,140,1
48227,141,141,1
48229,140,140,1
48231,140,140,1
48233,141,141,1
48235,140,140,1
48237,140,140,1
48239,140,140,1
48241,145,145,1
48243,140,140,1
48245,181,181,1
48247,140,140,1
48249,140,140,1
48251,143,143,1
48253,142,142,1
48255,140,140,1
48257,142,142,1
48259,140,140,1
48261,140,140,1
48263,140,140,1
48265,140,140,1
48267,140,140,1
48269,140,140,1
48271,140,140,1
48273,140,140,1
48275,140,140,1
48277,140,140,1
48279,142,142,1
48281,140,140,1
48283,140,140,1
48285,140,140,1
48287,140,140,1
48289,140,140,1
48291,140,140,1
48293,141,141,1
48295,140,140,1
48297,142,142,1
48299,140,140,1
48301,140,140,1
48303,143,143,1
48305,140,140,1
48307,140,140,1
48309,141,141,1
48311,140,140,1
48313,140,140,1
48315,142,142,1
48317,140,140,1
48319,140,140,1
48321,140,140,1
48323,140,140,1
48325,140,140,1
48327,140,140,1
48331,140,140,1
48333,140,140,1
48335,140,140,1
48337,140,140,1
48339,144,144,1
48341,141,141,1
48343,140,140,1
48345,140,140,1
48347,143,143,1
48349,141,141,1
48351,141,141,1
48353,140,140,1
48355,152,152,1
48357,140,140,1
48359,140,140,1
48361,150,150,1
48363,142,142,1
48365,140,140,1
48367,141,141,1
48369,141,141,1
48371,141,141,1
48373,145,145,1
48375,143,143,1
48377,140,140,1
48379,140,140,1
48381,143,143,1
48383,140,140,1
48385,140,140,1
48387,140,140,1
48389,140,140,1
48391,140,140,1
48393,140,140,1
48395,144,144,1
48397,140,140,1
48399,140,140,1
48401,141,141,1
48403,143,143,1
48405,140,140,1
48407,140,140,1
48409,144,144,1
48411,140,140,1
48413,140,140,1
48415,140,140,1
48417,140,140,1
48419,140,140,1
48421,140,140,1
48423,143,143,1
48425,140,140,1
48427,140,140,1
48429,140,140,1
48431,140,140,1
48433,140,140,1
48435,140,140,1
48437,140,140,1
48439,148,148,1
48441,140,140,1
48443,140,140,1
48445,140,140,1
48447,140,140,1
48449,141,141,1
48451,141,141,1
48453,145,145,1
48455,140,140,1
48457,140,140,1
48459,141,141,1
48461,140,140,1
48463,140,140,1
48465,140,140,1
48467,140,140,1
48469,140,140,1
48471,140,140,1
48473,140,140,1
48475,140,140,1
48477,141,141,1
48479,141,141,1
48481,142,142,1
48483,140,140,1
48485,142,142,1
48487,141,141,1
48489,140,140,1
48491,140,140,1
48493,140,140,1
48495,140,140,1
48497,140,140,1
48499,140,140,1
48501,140,140,1
48503,142,142,1
48505,140,140,1
48507,140,140,1
49001,134,134,1
49003,143,143,1
49005,139,139,1
49007,144,144,1
49009,139,139,1
49011,145,145,1
49013,141,141,1
49015,142,142,1
49017,139,139,1
49019,139,139,1
49021,136,136,1
49023,134,134,1
49025,134,134,1
49027,139,139,1
49029,136,136,1
49031,134,134,1
49033,134,134,1
49035,145,145,1
49037,138,138,1
49039,140,140,1
49041,140,140,1
49043,140,140,1
49045,186,186,1
49047,141,141,1
49049,144,144,1
49051,135,135,1
49053,137,137,1
49055,134,134,1
49057,138,138,1
50001,141,141,1
50003,141,141,1
50005,144,144,1
50007,149,149,1
50009,142,142,1
50011,140,140,1
50013,140,140,1
50015,137,137,1
50017,140,140,1
50019,145,145,1
50021,142,142,1
50023,141,141,1
50025,141,141,1
50027,141,141,1
51001,143,143,1
51003,144,144,1
51005,143,143,1
51007,143,143,1
51009,143,143,1
51011,145,145,1
51013,136,136,1
51015,145,145,1
51017,143,143,1
51019,143,143,1
51021,143,143,1
51023,144,144,1
51025,143,143,1
51027,146,146,1
51029,143,143,1
51031,147,147,1
51033,144,144,1
51035,144,144,1
51036,144,144,1
51037,144,144,1
51041,145,145,1
51043,143,143,1
51045,143,143,1
51047,143,143,1
51049,143,143,1
51051,146,146,1
51053,143,143,1
51057,143,143,1
51059,144,144,1
51061,144,144,1
51063,143,143,1
51065,143,143,1
51067,146,146,1
51069,144,144,1
51071,144,144,1
51073,143,143,1
51075,143,143,1
51077,143,143,1
51079,143,143,1
51083,147,147,1
51085,144,144,1
51087,143,143,1
51089,148,148,1
51091,143,143,1
51093,144,144,1
51097,143,143,1
51099,143,143,1
51101,147,147,1
51103,143,143,1
51105,145,145,1
51107,145,145,1
51109,143,143,1
51111,143,143,1
51113,144,144,1
51115,143,143,1
51117,143,143,1
51119,143,143,1
51121,144,144,1
51125,143,143,1
51127,143,143,1
51131,143,143,1
51133,143,143,1
51135,144,144,1
51137,145,145,1
51139,144,144,1
51141,143,143,1
51143,146,146,1
51147,144,144,1
51149,143,143,1
51153,145,145,1
51155,143,143,1
51157,143,143,1
51159,143,143,1
51161,146,146,1
51163,145,145,1
51165,146,146,1
51167,145,145,1
51169,145,145,1
51171,146,146,1
51173,143,143,1
51175,143,143,1
51177,144,144,1
51179,144,144,1
51181,143,143,1
51183,143,143,1
51185,146,146,1
51187,143,143,1
51191,143,143,1
51193,144,144,1
51195,146,146,1
51197,144,144,1
51199,141,141,1
51510,135,135,1
51520,137,137,1
51530,135,135,1
51540,135,135,1
51550,143,143,1
51570,135,135,1
51580,141,141,1
51590,140,140,1
51595,135,135,1
51600,135,135,1
51610,135,135,1
51620,135,135,1
51630,137,137,1
51640,136,136,1
51650,136,136,1
51660,137,137,1
51670,141,141,1
51678,135,135,1
51680,136,136,1
51683,138,138,1
51685,135,135,1
51690,138,138,1
51700,136,136,1
51710,140,140,1
51720,135,135,1
51730,137,137,1
51735,135,135,1
51740,135,135,1
51750,135,135,1
51760,135,135,1
51770,138,138,1
51775,135,135,1
51790,137,137,1
51800,145,145,1
51810,146,146,1
51820,135,135,1
51830,135,135,1
51840,136,136,1
53001,140,140,1
53003,141,141,1
53005,144,144,1
53007,141,141,1
53009,150,150,1
53011,150,150,1
53013,141,141,1
53015,147,147,1
53017,142,142,1
53019,140,140,1
53021,142,142,1
53023,140,140,1
53025,144,144,1
53027,149,149,1
53029,143,143,1
53031,145,145,1
53033,146,146,1
53035,143,143,1
53037,140,140,1
53039,146,146,1
53041,146,146,1
53043,141,141,1
53045,144,144,1
53047,140,140,1
53049,143,143,1
53051,142,142,1
53053,149,149,1
53055,141,141,1
53057,148,148,1
53059,140,140,1
53061,146,146,1
53063,143,143,1
53065,145,145,1
53067,143,143,1
53069,140,140,1
53071,145,145,1
53073,146,146,1
53075,141,141,1
53077,146,146,1
54001,140,140,1
54003,145,145,1
54005,140,140,1
54007,144,144,1
54009,152,152,1
54011,146,146,1
54013,140,140,1
54015,140,140,1
54017,140,140,1
54019,143,143,1
54021,140,140,1
54023,142,142,1
54025,139,139,1
54027,138,138,1
54029,140,140,1
54031,140,140,1
54033,141,141,1
54035,141,141,1
54037,138,138,1
54039,144,144,1
54041,141,141,1
54043,140,140,1
54045,140,140,1
54047,140,140,1
54049,140,140,1
54051,147,147,1
54053,142,142,1
54055,141,141,1
54057,140,140,1
54059,140,140,1
54061,146,146,1
54063,138,138,1
54065,140,140,1
54067,149,149,1
54069,142,142,1
54071,140,140,1
54073,145,145,1
54075,138,138,1
54077,140,140,1
54079,140,140,1
54081,140,140,1
54083,146,146,1
54085,140,140,1
54087,140,140,1
54089,140,140,1
54091,140,140,1
54093,141,141,1
54095,143,143,1
54097,140,140,1
54099,143,143,1
54101,140,140,1
54103,141,141,1
54105,140,140,1
54107,144,144,1
54109,141,141,1
55001,141,141,1
55003,147,147,1
55005,145,145,1
55007,140,140,1
55009,146,146,1
55011,140,140,1
55013,140,140,1
55015,141,141,1
55017,141,141,1
55019,145,145,1
55021,143,143,1
55023,140,140,1
55025,146,146,1
55027,143,143,1
55029,142,142,1
55031,139,139,1
55033,146,146,1
55035,148,148,1
55037,139,139,1
55039,142,142,1
55041,138,138,1
55043,144,144,1
55045,141,141,1
55047,139,139,1
55049,141,141,1
