fips,"Overall(Socioeconomic Status,Household Characteristics,Racial & Ethnic Minority Status,Housing Type & Transportation)",adult obesity,air pollution - particulate matter,children in poverty,children in single-parent households,drinking water violations,drug overdose deaths,firearm fatalities,food insecurity,frequent mental distress,homicides,income inequality,life expectancy,limited access to healthy foods,low birthweight,mental health providers,motor vehicle crash deaths,physical inactivity,poor or fair health,premature death,preventable hospital stays,primary care physicians,residential segregation - black/white,rural,severe housing cost burden,severe housing problems,unemployment,uninsured
20021,0.4819,35.7,8.8,19.9,17.771415988,1.0,,0.022000880035,13.4,15.7,,4.2962391964,73.247328169,17.927538844,8.9364380113,617.0,0.024059554474,25.8,15.3,11.079499206,2.804,4920.0,56.838864487,49.06263019,9.2399610949,9.6469104666,2.9272231755,10.367487559
20023,0.218,36.5,5.1,20.8,25.581395349,0.0,,,9.6,14.6,,5.1630663728,78.296054156,8.3120766066,7.0175438596,2633.0,,23.7,13.5,,3.4290000000000003,2600.0,,100.0,7.2538860104,5.737704918,1.7705927637,12.158543117
20025,0.1649,36.2,6.3,18.5,24.116424116,1.0,,,10.1,14.1,,3.8171242081,74.607307868,33.325710428,6.9620253165,,,23.1,12.1,,2.36,393.0,,100.0,8.1841432225,10.857142857,1.8437225637,10.21611002
20027,0.317,39.3,7.1,12.9,22.826086957,0.0,,,10.2,14.1,,4.2848212278,78.372638627,8.3594747304,7.1537290715,1010.0,0.019369948406,21.0,11.9,7.4099118182999995,3.4520000000000004,730.0,,49.537199766,8.4810874704,8.2503556188,2.5559947299,10.707803993
20029,0.2279,38.8,6.7,16.6,17.719218537,0.0,,,10.4,14.7,,3.5495949809,76.148447239,13.956364513,5.6878306878,525.0,0.023846618548999998,24.2,13.8,7.6264800285000005,2.785,1728.0,78.673218673,43.984055387,8.5797101449,9.756097561,2.7678113788,9.1629134959
20031,0.2046,35.7,8.1,12.7,23.65532382,0.0,,,11.5,14.6,,4.3123357637,77.478997117,16.552455987,5.6666666667,695.0,0.018951140513999997,22.6,12.7,7.753555861400001,2.2720000000000002,1165.0,,70.898732705,6.6386302193,11.018131102,3.2323232323,8.4645982498
20033,0.1012,37.6,6.6,14.2,23.746701847,0.0,,,10.6,14.5,,4.2426088116,73.675745973,3.2214728284,,,,22.2,12.1,,2.514,845.0,,100.0,4.5512010114,7.3333333333,2.1324354658,10.732113145
20035,0.6194,39.1,8.2,17.8,26.634382567,0.0,,0.017058248232,12.7,14.9,0.0044423085465999995,4.2944625128,75.217915735,9.5652593383,7.726957727,627.0,0.016153849260000002,25.5,14.0,9.2783052577,2.13,2309.0,52.412521293,30.998870866,10.181993105,10.962962963,3.4296678259,11.26211387
20037,0.7683,37.4,8.4,22.8,27.387429101,1.0,0.011152384466,0.010782224731999999,14.3,15.1,,5.0876949548,74.425747143,12.76311371,7.1885470606,421.0,0.012075880441000001,24.4,14.7,9.829351756300001,2.681,1336.0,43.077720437,34.928706496,12.856951334,16.748446189,3.1740163718,12.684375303
20039,0.1607,37.4,5.4,19.6,14.957983193,0.0,,,13.3,15.0,,3.812484098,78.458833166,10.318603282,5.2884615385,2751.0,,24.4,13.9,,2.657,,,100.0,6.6082802548,7.6388888889,2.5726141079,10.784313725
20041,0.1836,37.5,7.6,13.0,14.698405362,1.0,,,10.6,14.4,,3.7942896333,78.117851809,4.9660269509,7.997265892,1678.0,0.018166404263,22.8,13.0,7.2521998545,2.9000000000000004,2283.0,,64.290776552,6.5859499734,11.694058154,2.9570187974,11.081646895
20043,0.2263,36.7,8.0,14.9,14.401076716,1.0,,,11.5,15.3,,5.3924937363,77.30626827,8.8098767571,7.2796934866,7471.0,,24.3,14.2,7.748927192000001,3.605,2499.0,52.498043723,70.195091252,14.55026455,11.494252874,2.7400581959,10.857142857
20045,0.2565,32.0,8.2,10.6,16.813130609,0.0,0.012287528159000001,0.008079702139300001,11.5,14.7,0.0026156348384,5.0429628451,80.422624419,5.3856842362,7.3116417172,305.0,0.007133549559100001,19.4,11.6,5.280003970699999,1.9,1065.0,42.908611129,11.012758739,16.357184121,17.747949292,3.1418798657,9.27733881
20047,0.2374,39.5,6.3,16.1,15.507246377,1.0,,,8.1,14.6,,3.3929974316,64.708028356,4.835866248,7.7981651376,,,25.2,14.5,24.806634769,1.72,,,100.0,6.694214876,4.1984732824,2.1174863388,16.102906146
20049,0.3616,40.7,8.1,25.7,18.086956522,0.0,,,13.5,15.8,,4.52085,76.246049149,18.513463025,5.8479532164,,,27.0,16.1,,3.1189999999999998,2507.0,,100.0,9.5789473684,10.17699115,2.8497409326,13.001695873
20051,0.1862,32.1,6.0,11.1,18.870656371,0.0,,0.011148582736000001,9.8,14.0,,5.0164539512,79.879386112,7.6202821782,6.7744755245,316.0,0.010418837258,20.6,12.1,5.699935969799999,2.692,1509.0,79.692846756,25.558835934,13.647322197,11.650064963,1.9349574542,9.5829367483
20053,0.1779,35.7,6.5,10.9,16.432700248,1.0,,,8.8,13.7,,3.9268859962,78.651753809,10.823345121,6.6176470588,3168.0,0.027444253858999998,22.9,12.8,5.3968103865,5.232,3017.0,,54.101893181,6.015037594,8.5774058577,2.2213994817,10.658713693
20055,0.8574,42.6,6.4,13.5,27.412659979,1.0,0.013762099179,0.012034945104,8.0,14.5,0.0038894917600999996,3.603980322,77.544431005,10.702355626,8.171994597,811.0,0.017113763744,30.0,18.4,7.998075040699999,3.1759999999999997,1633.0,55.793976202,18.582771373,10.604133545,17.531948882,2.1078552081,17.424536857
20057,0.7931,41.8,6.5,14.1,20.161912105,1.0,,0.0076944475683,7.4,14.4,,3.6098669477,77.316916934,8.255601593,6.3573085847,899.0,0.018045693374,33.7,18.2,7.2032485959,1.9,2068.0,49.773025081,19.298038289,6.1593235425,15.249008374,2.1316295375,19.071051793
20059,0.2613,40.6,7.8,12.3,19.716266323,1.0,0.013007622467,,11.1,15.0,,3.8872478632,76.803182682,17.578387327,7.5691411936,481.0,0.01895301325,24.6,13.2,7.613940356600001,2.8289999999999997,2337.0,,52.100646353,7.9207920792,11.462450593,3.1127332828,9.5713871995
20061,0.711,37.9,7.8,16.9,25.449916601,1.0,0.011401090358999999,0.024710257167000003,13.3,14.5,0.0050069680305,3.5888707162,74.359048877,16.14373166,6.8750904617,272.0,0.012517420076,24.1,14.8,10.649858922,2.541,2148.0,22.11894226,11.672778069,13.311663184,15.963736697,4.2624101035,8.9872473447
20063,0.1063,35.2,5.7,14.4,9.8150782361,0.0,,,9.7,14.5,,3.7905533465,80.177267255,33.050554846,4.3307086614,1378.0,,21.8,12.7,,1.746,437.0,,100.0,8.6917562724,8.2304526749,1.9112627986,10.26557712
20065,0.4039,37.9,5.6,16.6,12.770137525,0.0,,,10.6,15.3,,3.8096261281,78.2982122,6.5681628659,10.45751634,,,25.8,15.6,,4.5120000000000005,1195.0,,100.0,7.5194468453,7.1129707113,2.9151943463,10.9375
20067,0.4758,40.0,6.2,15.3,11.912087912,0.0,,,7.6,14.1,,4.0267509576,77.60449426,6.4482386136,7.3529411765,1831.0,0.019126310151999996,28.6,16.3,6.8040254969,3.714,1769.0,,19.798186231,4.5125585355,7.4509803922,3.0374620317,17.652027027
20069,0.2979,35.0,6.4,9.3,17.963721475,1.0,,,4.7,14.1,,3.3620020008,78.834426992,11.88920072,4.8359240069,5644.0,0.023706794367,24.0,12.9,6.4794850369,1.847,5954.0,,100.0,3.2581453634,6.976744186,1.7033137194,21.049432739
20071,0.5232,38.2,5.4,11.5,25.619834711,0.0,,,9.6,14.4,,3.08964033,,4.1657349239,,,,25.5,14.7,,1.088,1196.0,,100.0,4.2718446602,9.6153846154,1.2165450122,14.915966387
20073,0.2578,38.7,8.2,23.6,26.3878327,1.0,,,12.3,15.2,,4.1521881982,75.317616851,17.809990432,9.7387173397,5939.0,0.025730392271999997,24.6,14.2,10.311293299999999,2.101,1956.0,,61.264763044,7.2916666667,9.9277978339,2.8229823979,11.126860383
20075,0.3017,38.2,5.6,16.7,16.690647482,1.0,,,6.3,14.4,,3.5512987739,75.265936913,7.4315800583,6.8273092369,,,28.0,16.4,,1.333,2425.0,,100.0,1.3755158184,4.4943820225,1.3580246914,21.998031496
20077,0.5306,36.9,7.6,22.8,23.237410072,0.0,,,12.5,15.3,,4.084115398,74.332799399,9.9828105759,5.8704453441,1777.0,0.035725222007,26.4,15.3,10.220918101,3.6609999999999996,1779.0,,100.0,8.9661930426,11.037527594,2.6315789474,13.719131953
20079,0.5592,38.3,7.4,11.9,17.248535156,0.0,,0.01160180292,10.3,14.3,0.004952947003500001,3.4215592833,77.861229294,0.9787827858,7.8879469222,228.0,0.014446095427,22.5,13.1,7.5069532551,1.959,1182.0,69.332051579,30.919155807,7.6970113888,9.7441685478,2.9376994917,10.629950962
20081,0.3644,39.8,6.4,13.6,10.364145658,0.0,,,6.7,15.2,,3.4341246545,79.7822078,7.9428946701,6.0686015831,1834.0,,29.3,17.5,,1.9449999999999998,,,100.0,8.1598667777,13.257575758,1.7993702204,21.299417714
20083,0.0824,35.5,6.0,10.8,13.895781638,0.0,,,9.0,13.6,,3.4077281414,75.356133379,8.9071185209,,,,21.2,11.8,,5.3740000000000006,890.0,,100.0,6.4564564565,9.1503267974,1.833976834,14.358600583
20085,0.3055,37.1,8.1,12.8,18.420268256,0.0,,,11.0,14.8,,3.632147618,78.242137115,5.6178876646,6.5088757396,1658.0,0.019332388194,23.0,13.0,7.310493467500001,2.709,1646.0,,75.895112168,12.112346401,13.540713632,2.5981205086,12.092891532
20087,0.0102,36.5,8.2,9.6,11.701620591,1.0,,0.027384275107000002,8.2,14.1,,3.6303592121,79.647814929,0.339721376,5.1383399209,2301.0,0.022602275295999997,22.2,11.5,6.4802756413,2.445,1903.0,,98.818362439,5.9493670886,8.7128712871,2.9713511421,9.6142393965
20089,0.105,40.7,6.2,20.7,14.701130856,1.0,,,11.9,15.2,,3.9755504587,80.223179758,12.114315852,6.4039408867,,,25.6,15.0,,3.504,,,100.0,8.5566119274,8.3333333333,2.1862348178,11.566390041
20091,0.085,28.6,6.2,5.3,15.183535367,0.0,0.011177660615000001,0.0090854078627,7.2,11.6,0.0021753653889,3.8282930034,81.392640246,2.2575743984,6.4900557197,368.0,0.0051241940271,14.7,8.0,4.5405786909999994,2.496,809.0,41.98567782,3.8336650257,8.8788800766,10.306662584,2.6861167879,5.985840406
20093,0.3962,37.8,5.9,14.1,33.89261745,0.0,,,10.5,15.2,,3.6911958738,79.016177908,3.2164873394,6.4367816092,1946.0,,28.9,17.6,,4.326,749.0,,100.0,6.4807219032,9.1666666667,1.611328125,19.954574951
20095,0.0382,37.5,7.2,16.4,22.529158993,0.0,,,9.2,14.2,,3.5828913996,66.000110435,10.565061412,6.6037735849,1056.0,0.019361833953,21.8,11.4,19.645190772000003,2.826,2325.0,,62.102316111,6.3759497853,9.0909090909,3.0562347188,9.0773809524
20097,0.3039,37.6,6.4,13.9,8.6522462562,0.0,,,9.0,14.7,,3.2409325527,75.85439577,13.153391584,,266.0,,23.5,13.1,,1.2970000000000002,2456.0,,100.0,7.5245365322,8.6294416244,2.131147541,16.156462585
20099,0.6292,40.5,8.7,20.7,21.91724703,1.0,,0.019046282466,13.8,15.5,,4.1474436742,74.990159431,7.0936944525,7.2637902785,1106.0,0.019078575466,25.0,15.2,9.6646263384,2.242,2176.0,53.680245303,52.3395196,7.5046406789,11.498470948,3.3995538086,10.094842146
20101,0.106,37.5,5.7,14.4,4.6012269939,0.0,,,10.5,14.6,,5.5501880092,,6.9363589021,,,,23.9,13.2,,1.013,1518.0,,100.0,1.0067114094,11.920529801,2.0080321285,14.746945899
20103,0.2307,37.2,8.2,8.7,18.307096774,1.0,0.015080128465999999,0.015000430339999999,9.3,13.3,0.0037183475663000003,4.0920470643,78.351802022,11.012806243,7.3420350044,457.0,0.013811005246000001,22.7,11.6,6.9192861701999995,2.979,2109.0,40.136451977,29.063192832,8.8934147997,11.759310218,3.3060094457,8.1057282576
20105,0.0789,38.1,6.3,15.9,30.989956958,1.0,,,9.9,14.7,,4.0628186223,80.164035162,9.5348516418,4.9504950495,2903.0,,22.6,12.8,,5.071,2986.0,,100.0,10.184372256,10.0,2.1906453523,10.93962778
20107,0.4102,39.2,7.5,16.3,22.363636364,1.0,,0.020664999689999998,13.6,15.4,,4.819716345,76.320622591,4.8481930582,6.4156206416,1083.0,0.031143869848,25.3,14.9,9.8692011376,4.445,9654.0,,100.0,10.563558251,15.461624027,4.2946201801,11.522801303
20109,0.1856,37.8,5.4,13.4,23.61516035,1.0,,,10.5,14.9,,4.250018319,77.25593199,4.8834433878,6.6666666667,,,24.2,13.7,,2.091,1366.0,,100.0,8.4729064039,6.4935064935,1.5931372549,12.259276656
20111,0.6766,40.0,8.2,13.8,15.326251897,0.0,0.012042630913,0.013209405096,10.4,14.7,,4.0970686326,77.91845777,5.7929998428,7.8027235922,267.0,0.012441065813,24.7,15.0,7.196497182600001,1.897,1739.0,55.675492694,26.298604927,11.171875,15.291083272,2.8426215945,13.034746694
20113,0.1349,32.2,7.3,9.2,15.094339623,0.0,,0.009787540461000001,8.9,14.1,,3.7235956532,78.74832568,8.3538466464,5.5352241537,1005.0,0.019878640897,21.1,12.0,5.7670380014000004,2.131,1293.0,45.483622638,43.495544894,8.9175736101,9.8500202675,2.1090654859,9.389247506
20115,0.1184,32.5,7.6,11.4,20.063316185,0.0,,,9.3,14.4,,3.5309695291,78.090942324,10.092269993,6.257521059,1673.0,0.015495559926,22.7,12.7,7.974372950900001,2.9659999999999997,5826.0,,77.764612954,5.4072245905,7.1207430341,2.4146544546,11.287435867
20117,0.0945,35.3,7.6,11.9,15.296523517,1.0,,,8.5,14.7,,4.071945559,77.427305853,12.877396761,6.3245823389,1247.0,0.027695178124,23.5,12.6,7.689097611299999,3.582,1930.0,,70.969655036,7.6439527282,7.5887392901,1.9315673289,9.2274387769
20119,0.3409,36.9,6.3,13.1,17.788018433,0.0,,,7.5,14.9,,3.6796037577,74.459835198,16.495173703,8.7939698492,,0.057795607533999996,25.9,14.8,13.267536586,4.046,,,100.0,4.9222797927,6.8047337278,2.19478738,20.0
20121,0.0535,37.1,7.5,8.7,16.524286063,1.0,0.0097798554537,0.014821314236,8.7,13.9,,3.7016169318,80.097117499,6.6664402167,6.2673542245,618.0,0.016663034979999998,21.6,11.1,6.6087179626,3.641,1807.0,48.805455552,50.950071675,10.116792929,11.024542267,2.923943662,7.0206215094
20123,0.1375,39.3,6.3,13.2,24.550898204,1.0,,,10.8,14.6,,3.7813414585,78.390539445,8.8921329848,6.6176470588,1150.0,,23.0,12.8,6.388328872299999,3.079,980.0,37.628193175,48.2975051,7.4365704287,9.1439688716,1.9510774607,9.0677179963
20125,0.8154,41.1,9.0,21.9,25.34519384,1.0,0.011524237567,0.021150460645,15.0,15.4,0.0061367979941000005,4.0950692573,74.977091324,10.245492145,7.7586206897,472.0,0.02717724826,26.5,15.8,10.010059492,2.434,3150.0,46.203423462,43.424205689,12.525334414,12.55985267,3.9075773021,12.047941201
20127,0.1776,36.5,7.8,14.3,18.772241993,0.0,,,10.1,14.3,,4.8969440213,78.02949384,9.9469985178,6.345177665,1785.0,,22.1,12.7,7.118239420199999,2.4410000000000003,1853.0,,100.0,8.5222121487,7.4561403509,2.3583360629,11.45631068
20129,0.5933,38.4,5.4,16.0,19.943019943,0.0,,,12.0,15.0,,3.8128594033,71.667474265,9.4164019184,7.6923076923,2692.0,0.071805918859,28.4,16.6,,4.093,846.0,,100.0,5.3128689492,7.6923076923,2.5550660793,16.487455197
20131,0.0624,35.1,7.8,9.7,11.598302687,0.0,,,8.8,13.9,,4.5403404885,79.053194509,8.8546768431,5.3465346535,5108.0,0.022458977274,20.9,11.8,5.2723536662,2.722,779.0,,75.240715268,7.0216653615,7.9900124844,1.7648118134,7.7661431065
20133,0.5732,39.1,9.0,20.8,23.786653185,0.0,,,13.9,15.1,,3.9852840227,75.168103768,5.2181477947,7.1166544387,877.0,0.022161155926,23.0,14.2,10.004403309,3.966,1593.0,48.282179808,45.136870155,9.2131809011,13.484848485,4.2507795831,10.646108664
20135,0.0722,36.7,5.8,12.7,14.412811388,0.0,,,9.2,14.5,,3.4855513188,76.670319042,9.7575259856,5.9907834101,,,23.7,13.3,,1.872,923.0,,100.0,3.0527289547,7.4803149606,2.2103658537,14.834894036
20137,0.1642,36.5,5.6,16.4,11.580882353,1.0,,,8.5,13.8,,4.3329817571,76.582348772,7.7475547224,7.4626865672,890.0,0.031444068863,23.5,12.9,9.586115340300001,1.5599999999999998,1776.0,,48.986069476,10.961214165,13.114754098,1.7609591607,10.126219162
20139,0.1964,41.8,8.3,13.0,17.486486486,0.0,,0.017660044150000002,11.7,14.8,,3.8319732392,76.845152747,5.0587945286,6.4924114671,15768.0,0.018909038519999997,25.3,13.7,7.425000019,3.375,15770.0,,83.534826634,7.2198627899,10.44663134,2.9621297338,10.082072739
20141,0.0748,37.4,5.8,16.9,20.703653586,1.0,,,11.0,14.7,,4.2125400815,78.109700372,7.9133485482,4.5161290323,875.0,0.043954287540999996,24.6,13.3,,4.2139999999999995,3439.0,,100.0,5.5076310551,6.3636363636,1.8357980622,11.509358821
20143,0.0449,36.8,6.9,13.5,20.060105184,1.0,,,9.6,14.2,,3.5816619847,76.826272654,9.920968966,6.4102564103,,0.024365878024,22.1,12.6,8.896968670099998,1.909,2856.0,,100.0,12.25950783,8.5889570552,2.7637344119,9.2876465284
20145,0.2683,39.6,6.3,16.7,16.35359116,0.0,,,11.3,14.5,,4.0200250803,76.737319243,8.7295068135,8.9130434783,168.0,,25.7,14.6,8.1650863626,0.983,1061.0,2.2299791867,31.679334576,7.1939231457,4.8979591837,2.2253620629,9.075
20147,0.2393,35.7,5.8,13.6,12.578616352,0.0,,,11.4,14.6,,3.543264942,78.210336469,11.272724081,7.5376884422,482.0,,22.6,12.7,6.6157967847,4.107,2591.0,,53.75753279,6.7146282974,7.5593952484,2.1236253318,10.557872784
20149,0.0532,33.8,8.2,8.9,12.426273458,1.0,,0.012401716398,8.0,13.8,,3.7928537652,80.755132689,2.0006426802,4.746835443,2866.0,0.016751821761,19.8,11.0,5.0206873249,2.363,1545.0,68.767286498,58.915015738,7.4170308256,10.517241379,2.5077601699,8.5448916409
20151,0.3877,36.4,6.8,13.7,21.21471343,0.0,,,9.3,14.4,,3.6516526366,75.839254552,9.693501293,6.5947242206,1312.0,,23.2,12.9,9.668432898999999,2.587,1141.0,,32.207953604,7.5042637862,10.273972603,2.2389578669,13.113330439
20153,0.2518,36.8,5.2,14.7,10.401459854,0.0,,,10.2,14.8,,4.3115,78.017690703,13.734554551,5.5555555556,,,24.5,13.7,,3.315,2511.0,,100.0,10.898661568,10.212765957,1.5931372549,10.567296997
20155,0.5627,41.6,7.3,15.5,18.735211874,1.0,0.021490009831999998,0.013146798434000002,11.3,15.3,0.0022759601706999998,3.8719924144,77.500274259,9.0126062273,7.1824381927,499.0,0.015931721194999998,25.3,14.5,7.9409876069,1.9429999999999998,1670.0,56.66003104,31.298538234,9.6543750258,12.132720368,3.1808410587,11.43540773
20157,0.0245,36.5,6.6,13.1,17.476635514,1.0,,,8.9,14.3,,3.8719723183,75.890960615,6.1911290146,5.5882352941,1166.0,0.039689808878000006,21.0,12.0,10.567982131,2.423,1512.0,,100.0,8.9129314786,9.9099099099,2.2920203735,9.1720529394
20159,0.2954,38.8,6.7,17.2,15.813528336,1.0,,0.027127981470000003,11.0,14.4,,4.153674833,77.356173082,9.055604191,6.4020486556,1878.0,0.026504498402,24.4,13.2,6.8918050021,3.4459999999999997,1872.0,,63.780620847,7.2611816676,8.5568326948,2.4082784572,11.246024863
20161,0.5557,34.2,8.1,12.4,26.940105254,0.0,0.007687542111899999,0.008680272994599999,12.7,14.1,0.0019264370738999999,4.9594624961,80.467000719,24.8941444,6.3634928154,345.0,0.005779311221699999,21.8,13.5,5.0125762626,1.7080000000000002,1331.0,24.046516642,13.845180342,17.837505287,20.007550019,2.7926832884,10.350073442
20163,0.1079,33.7,5.8,13.7,20.689655172,1.0,,,9.0,14.7,,3.3192016739,77.803531676,3.7824303064,6.3131313131,4831.0,0.031242899341,21.9,12.8,7.4936592193000005,3.273,965.0,,100.0,4.836345872,5.9770114943,2.4210094378,13.671232877
20165,0.0366,36.1,6.0,20.3,22.897196262,0.0,,,9.8,14.4,,4.0313006193,74.567469222,10.627612205,8.1730769231,,,22.4,12.5,,3.1390000000000002,2947.0,,100.0,8.2807570978,7.3943661972,2.4005053696,10.295475531
20167,0.3243,37.5,6.1,19.8,7.4369189907,1.0,,,11.0,14.9,,4.3228897899,75.585056052,8.1568458969,5.303030303,,,23.2,13.0,9.6589375596,3.636,1701.0,36.567789509,41.06169297,11.107230178,9.9502487562,2.4099970247,12.330407023
20169,0.5707,38.1,7.2,15.1,24.274155164,1.0,0.016610171576999996,0.014682832465,11.3,14.4,0.0049495536284,4.2317733592,77.706567843,6.0279803969,6.9499685995,267.0,0.012764638305000001,24.6,13.4,7.9181549771,2.292,1037.0,36.198709007,14.590152142,10.650915423,12.044626594,2.9925441732,10.892179373
20171,0.4462,35.5,5.9,9.5,11.816939891,0.0,,,7.6,14.7,,4.44677636,78.290295758,4.5010553179,9.5132743363,2566.0,0.040524502851000004,25.4,15.0,7.0522617709999995,3.723,1198.0,,26.114262561,10.750945435,4.3256997455,1.5884221673,14.081145585
20173,0.6856,34.6,6.3,16.6,26.194545645,0.0,0.023038857582,0.017745932609000002,12.9,15.0,0.0075647698655,4.3896950737,76.472902515,9.3973134042,7.9598730679,400.0,0.012431809300999998,22.3,13.6,8.908839297,2.197,1123.0,53.560702964,7.6586437651,11.258977932,13.737768088,4.5847282877,12.033637059
20175,0.9099,41.3,6.5,16.1,17.210767468,0.0,,0.010081199479,8.0,14.5,,3.4841881283,78.084468151,7.6801558402,5.9957924264,1087.0,0.016053322717,33.9,20.1,7.2245892217000005,2.188,2630.0,41.950033885,11.428197978,9.9985957029,14.754098361,2.7881983169,20.812267348
20177,0.5067,37.3,9.3,16.4,24.15759832,0.0,0.019420294773999997,0.020638182216,10.5,14.2,0.009647566361200002,4.2868663158,76.263585278,10.779149998,7.2857332097,274.0,0.013265403747,22.0,13.3,9.1044686914,3.302,1386.0,44.130666161,15.824406803,11.165997028,13.083788833,3.1095181727,9.3308172658
20179,0.1057,37.8,5.5,13.1,17.28,0.0,,,7.0,14.0,,4.9457119772,77.838924952,12.011201486,5.5555555556,,,22.6,11.8,,4.904,1260.0,,100.0,7.3170731707,7.9295154185,1.843003413,7.4132492114
20181,0.2403,36.6,5.3,17.9,33.032616239,0.0,,,8.2,14.0,,5.1889032143,78.160798855,23.808873844,7.572815534,2948.0,,21.5,12.0,7.221925495700001,2.8209999999999997,5777.0,,24.242928453,14.2267095,12.180746562,2.5210084034,11.586452763
20183,0.0602,35.9,5.9,14.8,16.52892562,0.0,,,9.5,14.5,,4.0280084224,79.617483798,11.289882888,5.6680161943,,,22.0,12.5,,5.8180000000000005,709.0,,100.0,4.2127071823,5.5882352941,1.7395626243,9.4972067039
20185,0.2817,36.5,6.6,18.6,20.019920319,1.0,,,9.6,14.5,,3.6001231616,75.47579002,8.1117429076,3.021978022,2017.0,0.037506819422,25.3,14.0,9.748197620000001,2.603,4046.0,,100.0,6.1712010617,9.604519774,2.2222222222,14.735152488
20187,0.5461,39.4,5.5,13.0,31.643625192,0.0,,,10.0,14.6,,3.9738820429,78.074725948,2.6490674411,7.1038251366,,,28.9,17.2,,2.598,1969.0,,100.0,3.8157894737,6.1224489796,1.8953068592,18.245390973
20189,0.8832,40.8,6.1,14.2,8.5381630013,0.0,,,9.6,15.0,,3.1862892101,79.805705609,10.691794456,4.2944785276,1323.0,0.035682426405,29.0,17.4,7.2829360122999995,3.873,2694.0,,31.236897275,12.404092072,15.702479339,2.080443828,19.634091923
20191,0.3829,37.3,7.6,15.4,12.398484028,1.0,,0.013932306406000001,13.2,14.6,,4.6076708279,75.547799261,4.7149018541,6.8231441048,1018.0,0.017911848996999997,22.5,13.4,10.086237513,2.82,3763.0,,62.854301343,7.7380258711,10.939989379,4.1173730787,10.362173038
20193,0.0742,37.7,5.4,10.9,8.0952380952,0.0,,,8.1,14.4,,4.0065315155,76.016642718,17.660381885,6.7754077792,525.0,0.021951888777000002,22.3,12.2,10.68340905,3.359,1926.0,,30.848101266,8.12315755,13.481481481,1.8314158253,11.654509284
20195,0.0181,36.4,5.3,10.6,11.663479924,0.0,,,8.2,14.5,,3.7271326141,79.37465713,2.797494446,8.1896551724,1397.0,,22.7,12.2,,5.322,1379.0,,100.0,4.9411764706,2.1739130435,2.1141649049,10.5917454
20197,0.063,36.5,8.1,8.4,13.664215686,1.0,,,8.4,14.0,,3.2648300824,79.693169945,12.879754058,4.8059149723,1393.0,0.028881462227,21.9,11.1,7.4628512329,3.036,2302.0,,100.0,4.7020672882,6.5573770492,2.4521692266,9.5573254306
20199,0.1913,35.3,5.2,19.1,9.549071618,0.0,,,11.5,14.0,,3.4997005883,,8.4551141219,,754.0,,22.5,12.8,,,1536.0,,100.0,3.4013605442,5.5118110236,1.6910935738,10.548523207
20201,0.0398,40.1,7.1,11.1,12.300319489,1.0,,,8.8,14.4,,3.5000381476,80.325502538,15.491259555,7.2978303748,,,23.2,12.8,,4.252000000000001,1809.0,,100.0,6.0324825986,8.3690987124,1.7303297421,12.096575511
20203,0.4208,36.8,5.7,12.7,18.12749004,0.0,,,7.9,13.7,,3.6179227597,74.862458384,2.1661120035,6.9892473118,,,24.2,13.5,,4.7669999999999995,2074.0,,100.0,6.2790697674,6.9518716578,1.9508057676,16.842759478
20205,0.4685,38.7,8.7,21.7,28.584995252,0.0,,0.025611175786,14.0,15.7,,4.4385019534,75.612249841,7.7565016143,6.7867036011,8526.0,0.039451622448,25.0,14.8,9.8265426676,3.1399999999999997,2091.0,,72.685726432,11.86746988,13.07277628,4.0135522544,10.184746566
20207,0.2187,36.6,8.3,18.8,19.155844156,0.0,,,13.1,15.1,,3.4283330805,76.599285327,9.8394268247,5.7522123894,3102.0,,25.5,14.1,7.8133364147,1.6179999999999999,,,100.0,5.7740585774,11.49825784,3.4685863874,11.587015329
20209,0.9504,46.0,9.4,22.3,32.314102564,0.0,0.01753968606,0.030419190994999998,12.9,14.6,0.021388663313,4.4216583835,74.65876968,13.576446272,9.1130472428,559.0,0.016780536664,32.2,19.7,10.611772028999999,4.478,1944.0,42.411970817,6.0626646773,13.830040467,18.010976218,4.6780684105,15.720933562
21001,0.5356,39.7,7.9,35.1,11.164658635,0.0,,0.012404767566,15.2,19.4,,5.018021649,74.732247889,3.403806555,8.5714285714,386.0,0.027413905518000003,32.5,21.3,10.423508322,3.4930000000000003,3259.0,56.064127779,75.455617496,9.0964128954,12.186379928,4.9676620339,7.5505014833
21003,0.6165,37.9,7.9,24.6,24.5599503,0.0,0.029808597426999997,0.024690420116999998,13.7,19.4,0.0088841506752,4.5351535836,74.731032952,8.6515194408,10.456383593,1600.0,0.020501886174,32.0,20.8,10.247618898999999,3.453,7101.0,80.038071719,78.698135899,12.696264212,14.332675871,4.0476725883,7.4346834999
21005,0.2241,36.0,8.6,12.8,19.818376068,0.0,0.045425904488,0.014166187081999999,13.1,18.4,,4.0801415335,75.368695274,2.3325396439,7.7857537272,1414.0,0.013391832258,29.9,17.8,9.579687504299999,3.8890000000000002,3806.0,47.63217573,41.697399748,8.4570910328,9.3732029902,3.9639489276,7.1651090343
21007,0.388,39.5,8.7,21.9,14.638665843,0.0,,,13.4,19.2,,5.0003887353,76.500034974,0.0074823204,8.1227436823,7695.0,0.033819262739999995,31.7,20.6,8.1805989407,3.0220000000000002,,14.339671728,100.0,7.2927783707,8.4828711256,5.0188569771,8.1601876676
