fips,prev_asthma,prev_cerebrovascular_disease,prev_chronic_obstructive_pulmonary_disease,prev_coronary_artery_disease,prev_diabetes_mellitus
01001,10.068752834467121,3.0240060468631897,7.097142857142857,5.824081632653062,10.271897203325775
01003,9.884910293878875,2.686919548628024,6.377490258158791,5.408805203766844,9.810511040753369
01005,11.882682503525325,4.515722963445059,10.37637487796941,7.617751383013342,15.893817116823952
01007,10.520624651422196,3.9104629113218063,8.889983268265478,6.858851087562745,13.545175683212493
01009,10.443830614288238,3.154714647505742,8.333082042523115,6.386406737734849,10.898309676659402
01011,12.574857518632179,5.2146646207803595,9.88031565103025,7.534699693117054,18.927663305567734
01013,11.976035652790438,4.193639218069483,8.852071305580877,6.711242783348527,15.451331915324623
01015,11.207628944367002,3.631795716639209,8.632622608034469,6.476123114941072,13.039386643011024
01017,11.240809100163766,3.7653698048067987,8.186756960120393,6.335249856150135,13.566445359182048
01019,10.782484813422041,3.348307781313277,8.84211744286954,6.516806479606596,11.241336418860284
01021,10.668077942546029,3.5394154309047923,8.825116412350456,6.663005945984669,12.232609785801277
01023,11.50535983137609,3.960885275519422,8.957392351701294,6.789159891598916,14.10921409214092
01025,11.36278292825524,3.828798129123862,8.427720704919402,6.480230518667001,13.721231103315793
01027,11.70503663003663,3.9622527472527467,10.14448717948718,7.220659340659341,13.95587912087912
01029,11.127493477824604,3.60810756572346,9.68701585390327,6.942624924744131,12.363455749548464
01031,11.098649129043725,3.6698542481336647,8.541592605758977,6.506398862424458,12.418485602559544
01033,10.722324067715642,3.2346579882363478,7.7909742334219105,6.027116113814827,11.284214612008478
01035,11.950206355757325,4.31617829137433,9.196760214609988,6.969335534461412,15.93483285183657
01037,11.015834797891037,3.7016168717047453,8.168857644991213,6.424674868189806,12.962706502636204
01039,11.165469548502038,3.5396174222889023,8.885386094050354,6.668132589432227,12.524159594917718
01041,11.056645161290323,3.5737849462365596,8.240645161290322,6.241978494623656,12.494236559139784
01043,10.370715320244608,3.04454859993563,8.117718056002575,6.219987125844867,10.567416317991633
01045,10.747472618595172,3.523915972774073,8.261945893653042,6.436758456276129,12.708758594478804
01047,12.56366135040324,4.8084951719648465,9.388528443817584,7.202719612310585,17.507569346497416
01049,11.093928757150286,3.6164001560062404,10.088146775871033,7.195173556942278,12.525659776391054
01051,10.182646970412677,2.835041010005583,6.5328251814317,5.40573710654013,9.933426375230816
01053,11.080021168287889,4.098235976009274,9.226490600272164,7.166332342119853,14.391058918401287
01055,11.109554280367144,3.5251235052085486,8.789523730889375,6.573743962349833,12.334377795208411
01057,10.980106987629556,3.4400534938147778,8.676061517886994,6.415596790371114,11.9606653293213
01059,10.63879600872266,3.4591885283816826,9.052600277539153,6.740705742417234,12.041505319500429
01061,11.210310928212163,3.6780749885688153,9.433882030178326,6.96364121322969,12.895717116293248
01063,13.298312439729992,5.546335583413693,10.755713596914175,8.00062680810029,20.41740597878496
01065,12.272392234287594,4.6311286607436655,9.498782494241528,7.161368871339257,17.116979269496547
01067,11.018392857142857,3.5073596938775506,7.831951530612245,6.0138647959183675,12.018711734693879
01069,10.763131063969741,3.4941128103930277,8.58237954283835,6.54595461272817,11.927232363098174
01071,10.714266848087082,3.341808067872579,8.828553705778774,6.616347846966543,11.738102289098768
01073,10.43250768247159,3.1924569472229667,6.4924499350341325,5.747622249262689,12.095046507311238
01075,11.341255758403005,3.687783654666439,9.295751578228971,6.7963316840129675,12.650571574816585
01077,10.824788235799973,3.2918798641269293,8.051861805047942,6.265954336328848,12.117491507933096
01079,11.544920754716982,3.919471698113207,9.162943396226416,6.683230188679246,13.640105660377358
01081,10.45404618509257,3.154891463858463,6.8326430223411885,5.822767348759671,11.555820096502659
01083,10.594845099035043,3.287514812933807,7.927869476891822,6.104041814796005,11.630315727103433
01085,12.693397046046915,5.115551694178975,9.261555169417896,7.123523023457862,18.552736750651604
01087,12.594301470588235,4.932233455882352,7.923566176470588,6.6589889705882355,18.42954963235294
01089,9.782808960483262,2.7412606522598977,6.145845169177663,5.2708101111071155,9.760386178130956
01091,11.627379116392998,3.9361153950830086,8.442520185067586,6.370498049532795,14.14490610541595
01093,10.785217060167557,3.3667402894135567,9.085811119573496,6.700220868240671,11.3689337395278
01095,10.53062099871959,3.3672247119078107,8.938834827144685,6.711987836107555,12.1877880921895
01097,11.243211431748366,3.7603178848028254,7.997360929797214,6.343610811039055,14.572623693220404
01099,11.618565927776043,4.023103340618171,8.806337808304713,6.701363305234675,14.629482776563636
01101,11.1506068351794,3.8636050364479786,7.422010792388526,6.158405755940548,14.559619426299346
01103,10.073472698618707,2.7440437563734124,6.959112820988226,5.576694168907018,9.636168536200982
01105,12.699543527877404,5.059634822301924,9.760547766547115,7.520182588849039,18.998174111509616
01107,11.945288485764678,4.1659108087679515,8.782262534643486,6.725321239606954,14.865394305870495
01109,11.178793303657828,3.674762918521386,7.633622024385524,6.2598461389587765,13.44768724598413
01111,11.088696054610669,3.4821474025222723,7.893590188591925,6.002360291565429,12.324725211153535
01113,11.039458728010827,3.5945602165087958,9.214966170500675,6.929932341001353,12.603410013531802
01115,10.359080912672962,3.0208787684413085,7.605060478328598,5.868741409328324,10.602833776230183
01117,9.454174939231441,2.5656513832965313,5.768268606312509,5.085081550479654,9.203988458612436
01119,12.480825242718446,4.634517118037813,8.851328564128771,6.957856412876853,17.46861267245784
