fips,var,val,year
54033,life expectancy,75.168062092,2023
28051,limited access to healthy foods,18.473988463,2023
55067,life expectancy,78.845529526,2023
24039,air pollution - particulate matter,7.0(1.0),2023
55011,rural,100.0,2023
55033,unemployment,3.5511246601(2.0),2023
08073,uninsured,10.153256705(2.0),2023
49057,primary care physicians,2345:1(3.0),2023
51093,motor vehicle crash deaths,0.011661535591,2023
48427,unemployment,16.224735038(4.0),2023
48459,firearm fatalities,0.019765799382,2023
26123,poor or fair health,15.7(3.0),2023
12083,children in poverty,20.7(2.0),2023
48037,frequent mental distress,16.5,2023
13135,income inequality,4.0482723433(1.0),2023
51061,firearm fatalities,0.010801837449000002,2023
17075,drug overdose deaths,0.027017401663000002,2023
42071,homicides,0.0020861831299,2023
40051,severe housing cost burden,7.0832904355,2023
39013,frequent mental distress,17.3,2023
48091,low birthweight,7.6377372397(2.0),2023
16027,frequent mental distress,14.6,2023
28071,motor vehicle crash deaths,0.016954810133,2023
48441,mental health providers,493:1(1.0),2023
28011,limited access to healthy foods,27.819669853,2023
54071,children in single-parent households,22.300884956(2.0),2023
25003,drug overdose deaths,0.045229245762,2023
34001,severe housing cost burden,19.450072077,2023
39003,air pollution - particulate matter,7.4(1.0),2023
47009,residential segregation - black/white,48.426027226,2023
31087,low birthweight,8.9947089947(4.0),2023
17025,limited access to healthy foods,5.6117841789,2023
48493,firearm fatalities,0.023894767443999997,2023
18033,frequent mental distress,16.0,2023
46101,children in single-parent households,21.888412017(3.0),2023
34039,homicides,0.0036428479991,2023
47123,residential segregation - black/white,65.729071512,2023
54007,unemployment,6.7490680793(4.0),2023
22013,severe housing cost burden,10.527408638,2023
22117,rural,66.674440299,2023
51600,life expectancy,76.886388183,2023
48333,air pollution - particulate matter,7.8(2.0),2023
48027,frequent mental distress,15.9,2023
48033,unemployment,2.4096385542(nan),2023
49033,uninsured,13.748712667(3.0),2023
33001,motor vehicle crash deaths,0.011022875986000002,2023
40133,uninsured,22.053819981(4.0),2023
55121,motor vehicle crash deaths,0.015463718250999998,2023
56009,firearm fatalities,0.027430485375,2023
40039,preventable hospital stays,3.376(3.0),2023
48487,motor vehicle crash deaths,0.022272458991000003,2023
48057,children in single-parent households,20.044408559(2.0),2023
40051,premature death,9.3815463766(2.0),2023
41071,drinking water violations,No(1.0),2023
42117,frequent mental distress,16.8,2023
35027,mental health providers,186:1(2.0),2023
29211,low birthweight,8.6206896552(3.0),2023
49035,physical inactivity,17.6(2.0),2023
28001,rural,37.226367774,2023
33009,children in single-parent households,20.80901037(3.0),2023
13211,air pollution - particulate matter,10.0(4.0),2023
48061,motor vehicle crash deaths,0.0097646384263,2023
48411,food insecurity,14.3,2023
19073,children in single-parent households,18.50551655(3.0),2023
16069,adult obesity,33.2(2.0),2023
47127,preventable hospital stays,1.695(1.0),2023
12057,drug overdose deaths,0.023690590002,2023
32003,firearm fatalities,0.016063979564,2023
19169,motor vehicle crash deaths,0.0047187548386,2023
36019,motor vehicle crash deaths,0.0053013461885000005,2023
34037,mental health providers,490:1(3.0),2023
17197,low birthweight,7.5690660549(2.0),2023
46089,income inequality,5.9706939027(4.0),2023
06115,adult obesity,34.0(4.0),2023
30047,adult obesity,32.4(3.0),2023
39057,premature death,6.8744393314(1.0),2023
21111,rural,1.3731014605,2023
13111,unemployment,2.8312282784(1.0),2023
27115,preventable hospital stays,4.146(4.0),2023
31163,severe housing cost burden,9.1878589007,2023
37049,primary care physicians,1426:1(1.0),2023
45077,unemployment,3.4678114608(1.0),2023
31141,residential segregation - black/white,59.761747624,2023
48221,poor or fair health,14.0(1.0),2023
17109,frequent mental distress,13.8,2023
44009,low birthweight,6.5821951621(2.0),2023
22013,premature death,15.414974818000001(4.0),2023
48027,unemployment,5.7406829983(3.0),2023
35015,children in single-parent households,26.903553299(2.0),2023
36069,low birthweight,6.6378689705(1.0),2023
01013,rural,71.23215735,2023
28149,children in single-parent households,45.850527281(3.0),2023
35029,life expectancy,74.948461626,2023
18015,air pollution - particulate matter,9.0(3.0),2023
30057,physical inactivity,18.0(1.0),2023
51103,adult obesity,35.9(2.0),2023
17089,limited access to healthy foods,3.5024161805,2023
16047,children in poverty,15.0(2.0),2023
49027,uninsured,14.075042001(4.0),2023
19195,severe housing problems,6.9400630915(1.0),2023
46019,motor vehicle crash deaths,0.018035015677,2023
22077,physical inactivity,32.2(2.0),2023
55105,income inequality,3.8910148896(2.0),2023
31025,physical inactivity,23.1(3.0),2023
47095,drinking water violations,No(1.0),2023
32011,frequent mental distress,17.2,2023
54005,mental health providers,2664:1(4.0),2023
19141,poor or fair health,12.3(3.0),2023
37039,limited access to healthy foods,3.1824514111,2023
40017,homicides,0.0036534759271000003,2023
48049,food insecurity,15.0,2023
47073,unemployment,4.4301335523(3.0),2023
32029,adult obesity,29.1(1.0),2023
31185,physical inactivity,21.2(1.0),2023
22073,children in single-parent households,38.872537922(3.0),2023
51171,adult obesity,38.2(3.0),2023
01063,frequent mental distress,19.0,2023
48349,motor vehicle crash deaths,0.021795102786,2023
28137,preventable hospital stays,3.405(2.0),2023
40025,physical inactivity,30.2(2.0),2023
13149,air pollution - particulate matter,9.4(2.0),2023
47009,mental health providers,631:1(1.0),2023
54095,income inequality,4.4639051144(2.0),2023
13259,severe housing cost burden,8.0979284369,2023
19083,children in single-parent households,20.345368917(3.0),2023
55141,low birthweight,7.0266404434(3.0),2023
42055,primary care physicians,1674:1(2.0),2023
29027,primary care physicians,2640:1(2.0),2023
26103,unemployment,5.3657103691(2.0),2023
48253,motor vehicle crash deaths,0.035081941392,2023
21009,motor vehicle crash deaths,0.021481787675,2023
37041,uninsured,10.917561272(1.0),2023
42021,children in single-parent households,27.148218362(4.0),2023
21201,physical inactivity,33.2(3.0),2023
31137,uninsured,9.2371192713(2.0),2023
48351,residential segregation - black/white,36.487988626,2023
48437,air pollution - particulate matter,6.2(1.0),2023
29111,low birthweight,9.5061728395(4.0),2023
31055,air pollution - particulate matter,7.0(4.0),2023
36097,air pollution - particulate matter,6.7(2.0),2023
39101,residential segregation - black/white,69.939856396,2023
47123,mental health providers,2030:1(3.0),2023
47167,homicides,0.0048694523026,2023
22095,severe housing cost burden,10.965897488,2023
24047,motor vehicle crash deaths,0.012126189538000001,2023
48365,children in single-parent households,18.131763812(1.0),2023
40095,income inequality,4.5416251601(3.0),2023
27093,uninsured,6.8156914311(2.0),2023
49037,preventable hospital stays,2.4539999999999997(4.0),2023
48261,children in single-parent households,0.0(nan),2023
13099,preventable hospital stays,3.605(3.0),2023
51735,preventable hospital stays,2.815(2.0),2023
26057,firearm fatalities,0.0058877500453999995,2023
28019,adult obesity,39.9(2.0),2023
25001,adult obesity,26.2(3.0),2023
13259,premature death,11.739679524(4.0),2023
29007,children in poverty,23.1(3.0),2023
36065,life expectancy,77.531507432,2023
48039,physical inactivity,26.0(2.0),2023
40027,children in single-parent households,22.592283763(2.0),2023
06109,physical inactivity,18.4(1.0),2023
19183,air pollution - particulate matter,8.6(4.0),2023
34035,children in single-parent households,14.345373976(1.0),2023
29199,preventable hospital stays,0.9159999999999999(1.0),2023
19153,income inequality,3.968775799(2.0),2023
48199,adult obesity,37.1(2.0),2023
26035,air pollution - particulate matter,6.7(2.0),2023
48235,frequent mental distress,15.2,2023
45091,life expectancy,77.856328756,2023
31141,mental health providers,451:1(1.0),2023
27121,limited access to healthy foods,3.0296219078,2023
39145,motor vehicle crash deaths,0.016187839168,2023
22095,premature death,11.189739849999999(3.0),2023
23015,drinking water violations,Yes(2.0),2023
05035,income inequality,5.0511462048(3.0),2023
26065,poor or fair health,13.7(2.0),2023
31143,drinking water violations,No(1.0),2023
48193,drinking water violations,No(1.0),2023
40137,preventable hospital stays,3.553(3.0),2023
37091,air pollution - particulate matter,7.3(2.0),2023
51147,life expectancy,76.043596406,2023
12127,frequent mental distress,16.5,2023
29011,motor vehicle crash deaths,0.018107413175000003,2023
01073,motor vehicle crash deaths,0.016344782123,2023
06095,primary care physicians,1235:1(2.0),2023
39085,motor vehicle crash deaths,0.007465295706599999,2023
08125,income inequality,4.1492785794(2.0),2023
05039,air pollution - particulate matter,9.6(4.0),2023
26119,life expectancy,75.119408203,2023
51007,children in poverty,13.8(2.0),2023
17097,low birthweight,7.6608209824(2.0),2023
42019,motor vehicle crash deaths,0.010140348523,2023
34031,preventable hospital stays,2.405(1.0),2023
53035,firearm fatalities,0.010629678359,2023
48123,children in single-parent households,9.3854748603(1.0),2023
18005,drinking water violations,No(1.0),2023
42011,uninsured,9.3351635235(4.0),2023
37159,food insecurity,14.5,2023
27009,uninsured,6.0757374589(2.0),2023
06013,rural,0.7927361121,2023
47019,children in poverty,25.1(4.0),2023
48331,food insecurity,15.5,2023
42063,air pollution - particulate matter,9.0(3.0),2023
47121,food insecurity,14.7,2023
21129,limited access to healthy foods,0.0113575417,2023
20015,frequent mental distress,14.4,2023
05007,food insecurity,10.7,2023
42105,drinking water violations,No(1.0),2023
48351,mental health providers,6121:1(4.0),2023
39101,mental health providers,510:1(2.0),2023
20203,food insecurity,7.9,2023
39065,life expectancy,75.706467596,2023
20171,physical inactivity,25.4(3.0),2023
13169,limited access to healthy foods,12.357603668,2023
47141,residential segregation - black/white,62.550740665,2023
46099,unemployment,2.8546947269(2.0),2023
18127,food insecurity,10.7,2023
47025,severe housing cost burden,9.8314831084,2023
26161,adult obesity,30.8(1.0),2023
20031,preventable hospital stays,2.2720000000000002(2.0),2023
54011,income inequality,6.4721263605(4.0),2023
29027,severe housing problems,9.1705790297(1.0),2023
17155,children in single-parent households,21.162185603(3.0),2023
54049,primary care physicians,1930:1(2.0),2023
29039,motor vehicle crash deaths,0.025300826830999996,2023
47097,rural,58.662592127,2023
31125,drinking water violations,Yes(3.0),2023
51045,severe housing cost burden,7.4349442379,2023
39109,mental health providers,764:1(3.0),2023
12027,rural,46.242326889,2023
36077,life expectancy,79.562467649,2023
09011,children in single-parent households,27.03207486(3.0),2023
30107,uninsured,22.68907563(4.0),2023
37119,preventable hospital stays,2.9739999999999998(2.0),2023
23017,life expectancy,77.426503613,2023
48273,children in single-parent households,35.245683931(4.0),2023
49025,income inequality,4.2454349762(4.0),2023
26019,uninsured,8.2807017544(3.0),2023
35037,physical inactivity,25.5(3.0),2023
08014,poor or fair health,7.7(1.0),2023
27119,physical inactivity,22.3(3.0),2023
01031,poor or fair health,19.1(1.0),2023
30007,drinking water violations,No(1.0),2023
51197,uninsured,9.8447247393(3.0),2023
06035,unemployment,5.9395130473(1.0),2023
01071,uninsured,12.650662417(3.0),2023
31081,uninsured,8.1136738056(1.0),2023
17011,firearm fatalities,0.007901486695100001,2023
29183,uninsured,6.6445876508(1.0),2023
46039,income inequality,3.5630875488(1.0),2023
27087,physical inactivity,29.9(4.0),2023
13053,children in poverty,17.1(1.0),2023
18085,physical inactivity,25.6(2.0),2023
23023,limited access to healthy foods,2.8451971636,2023
26075,drinking water violations,Yes(4.0),2023
08109,income inequality,5.2656519242(4.0),2023
37179,primary care physicians,1500:1(1.0),2023
21013,poor or fair health,28.0(4.0),2023
36029,poor or fair health,11.2(2.0),2023
31079,life expectancy,77.876402686,2023
18005,firearm fatalities,0.010858523096,2023
40129,severe housing cost burden,8.9783281734,2023
20197,life expectancy,79.693169945,2023
55003,rural,54.861669864,2023
12039,primary care physicians,4116:1(4.0),2023
20113,life expectancy,78.74832568,2023
06095,severe housing problems,20.708637774(2.0),2023
47165,rural,27.882598276,2023
51065,low birthweight,7.1029082774(2.0),2023
21229,poor or fair health,18.5(1.0),2023
53071,low birthweight,6.1958997722(2.0),2023
29081,air pollution - particulate matter,7.2(1.0),2023
56017,primary care physicians,1106:1(1.0),2023
46045,preventable hospital stays,1.585(1.0),2023
55085,preventable hospital stays,2.398(3.0),2023
26085,residential segregation - black/white,42.481573485,2023
51177,air pollution - particulate matter,8.0(4.0),2023
42105,firearm fatalities,0.019210450485,2023
40105,uninsured,18.776266996(2.0),2023
27047,low birthweight,6.6994193837(3.0),2023
28127,severe housing cost burden,8.5547103569,2023
12093,physical inactivity,32.8(4.0),2023
56013,poor or fair health,12.9(4.0),2023
12105,severe housing cost burden,14.468025965,2023
37191,rural,46.404018822,2023
27099,physical inactivity,24.5(4.0),2023
51023,mental health providers,2117:1(4.0),2023
51660,children in poverty,18.3(3.0),2023
39077,life expectancy,75.685811974,2023
01001,air pollution - particulate matter,10.0(4.0),2023
31145,life expectancy,78.116142058,2023
12115,life expectancy,81.461812037,2023
37001,food insecurity,13.1,2023
42083,income inequality,4.5558257996(4.0),2023
20141,preventable hospital stays,4.2139999999999995(4.0),2023
01055,drug overdose deaths,0.021814156411,2023
29091,preventable hospital stays,2.6710000000000003(2.0),2023
51199,primary care physicians,814:1(1.0),2023
30061,physical inactivity,21.9(3.0),2023
55133,firearm fatalities,0.0080497414393,2023
47087,preventable hospital stays,6.208(4.0),2023
21233,preventable hospital stays,3.459(2.0),2023
13013,severe housing cost burden,10.519819951,2023
54099,premature death,13.282706407(4.0),2023
41003,limited access to healthy foods,7.3827716636,2023
31013,income inequality,4.8104193028(4.0),2023
17037,frequent mental distress,13.1,2023
48227,uninsured,19.546979866(2.0),2023
13267,rural,68.236677116,2023
46071,severe housing problems,19.186046512(4.0),2023
18125,mental health providers,3036:1(4.0),2023
25027,adult obesity,29.8(4.0),2023
12123,preventable hospital stays,2.941(2.0),2023
17001,unemployment,3.9182006741(1.0),2023
28127,premature death,11.866622409(2.0),2023
01121,life expectancy,72.926037062,2023
05013,adult obesity,37.3(2.0),2023
17071,air pollution - particulate matter,8.4(1.0),2023
12023,uninsured,14.525203593(2.0),2023
17093,motor vehicle crash deaths,0.007359926446,2023
53003,motor vehicle crash deaths,0.0089088560392,2023
47143,drug overdose deaths,0.029100688382,2023
26059,poor or fair health,14.9(2.0),2023
17139,adult obesity,36.4(3.0),2023
17019,unemployment,4.8474960595(2.0),2023
11001,residential segregation - black/white,68.120598987,2023
16085,adult obesity,26.9(1.0),2023
49029,income inequality,3.1029394345(1.0),2023
48373,air pollution - particulate matter,9.2(3.0),2023
53059,life expectancy,82.602554651,2023
49053,uninsured,12.831729159(3.0),2023
20209,drinking water violations,No(1.0),2023
13185,frequent mental distress,16.3,2023
31029,limited access to healthy foods,8.7909328115,2023
37071,severe housing cost burden,13.241685453,2023
13101,children in poverty,31.7(3.0),2023
27159,uninsured,7.1791494166(3.0),2023
13013,premature death,8.252133922599999(1.0),2023
48345,preventable hospital stays,2.8160000000000003(2.0),2023
55103,children in single-parent households,21.489136195(4.0),2023
29215,uninsured,16.315017488(4.0),2023
13105,low birthweight,10.15625(2.0),2023
46029,children in single-parent households,17.989652624(3.0),2023
17037,unemployment,5.6484171603(3.0),2023
42073,uninsured,8.3231468422(3.0),2023
20177,residential segregation - black/white,44.130666161,2023
08059,rural,6.8963581976,2023
02150,uninsured,18.769606135(3.0),2023
31107,children in poverty,16.5(4.0),2023
20085,severe housing problems,13.540713632(4.0),2023
05121,severe housing cost burden,8.5881492319,2023
18045,poor or fair health,15.8(3.0),2023
05149,drinking water violations,Yes(3.0),2023
37087,adult obesity,34.1(2.0),2023
49021,firearm fatalities,0.015450359127000001,2023
40111,motor vehicle crash deaths,0.020629266298,2023
26085,mental health providers,1231:1(4.0),2023
06001,homicides,0.006228139339,2023
22009,preventable hospital stays,4.127(3.0),2023
23021,rural,100.0,2023
24043,homicides,0.004937572935999999,2023
13009,rural,35.139982502,2023
55039,motor vehicle crash deaths,0.0097520879917,2023
42031,physical inactivity,24.6(3.0),2023
12039,severe housing problems,12.274052478(1.0),2023
13185,unemployment,4.0662039096(3.0),2023
01115,low birthweight,8.9895568727(2.0),2023
39131,income inequality,5.0824920975(4.0),2023
20079,uninsured,10.629950962(2.0),2023
40113,drinking water violations,Yes(2.0),2023
08089,preventable hospital stays,2.474(4.0),2023
19055,income inequality,3.9886089058(2.0),2023
28133,drinking water violations,Yes(4.0),2023
46127,primary care physicians,1472:1(2.0),2023
55135,life expectancy,77.127021044,2023
26107,air pollution - particulate matter,7.0(3.0),2023
17009,physical inactivity,27.7(4.0),2023
08037,income inequality,4.4916474507(3.0),2023
45057,homicides,0.010535056950999998,2023
48067,uninsured,19.277642366(2.0),2023
39061,air pollution - particulate matter,12.0(4.0),2023
38057,income inequality,4.7842805831(4.0),2023
13177,severe housing cost burden,8.7719298246,2023
05121,premature death,11.139864538(3.0),2023
13283,frequent mental distress,18.4,2023
13109,physical inactivity,33.7(4.0),2023
20093,frequent mental distress,15.2,2023
19059,adult obesity,35.9(1.0),2023
49055,life expectancy,77.04463591,2023
12063,limited access to healthy foods,5.4333389358,2023
42133,frequent mental distress,15.8,2023
54043,adult obesity,43.3(4.0),2023
26129,children in single-parent households,21.93850964(3.0),2023
40067,mental health providers,5438:1(4.0),2023
29037,premature death,7.263432964700001(1.0),2023
31119,primary care physicians,1741:1(3.0),2023
26047,adult obesity,34.7(1.0),2023
19175,severe housing cost burden,6.9559800664,2023
42125,limited access to healthy foods,9.6460255964,2023
13003,preventable hospital stays,3.087(2.0),2023
20209,firearm fatalities,0.030419190994999998,2023
13197,drinking water violations,Yes(4.0),2023
54025,severe housing cost burden,10.845191893,2023
39113,children in single-parent households,32.806300903(4.0),2023
29203,frequent mental distress,18.3,2023
54017,food insecurity,9.4,2023
13177,premature death,8.7516256183(2.0),2023
10001,children in poverty,17.5(2.0),2023
31035,life expectancy,78.285248874,2023
21191,adult obesity,40.0(3.0),2023
48443,children in single-parent households,40.0(nan),2023
37193,drug overdose deaths,0.028291026866999996,2023
40013,frequent mental distress,18.2,2023
28097,uninsured,15.963226076(3.0),2023
27033,adult obesity,37.8(4.0),2023
01007,air pollution - particulate matter,9.8(4.0),2023
20177,mental health providers,274:1(1.0),2023
21091,preventable hospital stays,3.1390000000000002(2.0),2023
29093,children in single-parent households,24.962999507(4.0),2023
54023,adult obesity,40.0(2.0),2023
47093,low birthweight,8.2333516786(2.0),2023
37199,adult obesity,33.4(2.0),2023
13089,physical inactivity,24.4(1.0),2023
32019,drug overdose deaths,0.027965998007,2023
13143,children in poverty,20.6(2.0),2023
42005,children in poverty,15.7(2.0),2023
40065,children in poverty,20.6(2.0),2023
54003,limited access to healthy foods,10.788941573,2023
19175,premature death,9.9093598278(4.0),2023
38015,mental health providers,341:1(1.0),2023
40151,uninsured,16.237813649(1.0),2023
54025,premature death,10.903990907999999(3.0),2023
22051,firearm fatalities,0.020832863866,2023
28125,rural,100.0,2023
08015,preventable hospital stays,1.373(2.0),2023
13165,air pollution - particulate matter,9.1(1.0),2023
26021,rural,32.856969767,2023
26001,life expectancy,77.205961979,2023
51193,uninsured,10.927709002(4.0),2023
36039,motor vehicle crash deaths,0.011731934324999999,2023
47069,residential segregation - black/white,38.569637543,2023
28037,air pollution - particulate matter,8.4(1.0),2023
51169,preventable hospital stays,3.1260000000000003(3.0),2023
12071,adult obesity,27.9(1.0),2023
48081,rural,100.0,2023
20049,low birthweight,5.8479532164(1.0),2023
27091,preventable hospital stays,1.8010000000000002(2.0),2023
48459,limited access to healthy foods,3.3956192503,2023
19025,frequent mental distress,14.0,2023
47023,life expectancy,75.263762846,2023
28091,uninsured,16.290780522(4.0),2023
36055,physical inactivity,22.5(2.0),2023
37075,adult obesity,33.4(2.0),2023
17059,unemployment,6.0900716479(4.0),2023
05053,income inequality,5.0671482658(3.0),2023
37183,uninsured,9.4702436583(1.0),2023
51149,food insecurity,7.4,2023
05085,rural,44.812452455,2023
53057,rural,29.021137544,2023
27029,limited access to healthy foods,15.148719403,2023
42057,low birthweight,7.8763708873(3.0),2023
37029,life expectancy,79.582465591,2023
20011,limited access to healthy foods,11.182076537,2023
01111,frequent mental distress,17.5,2023
19181,children in poverty,5.7(1.0),2023
46127,severe housing problems,8.081570997(1.0),2023
12047,unemployment,6.0430263476(4.0),2023
54019,children in single-parent households,24.202847394(3.0),2023
05075,primary care physicians,2735:1(3.0),2023
28103,rural,74.032048506,2023
20187,severe housing cost burden,3.8157894737,2023
53005,severe housing cost burden,9.9309510055,2023
47175,mental health providers,6324:1(4.0),2023
24029,firearm fatalities,0.01029749462,2023
51033,motor vehicle crash deaths,0.019740738304,2023
31167,physical inactivity,20.6(1.0),2023
17087,drinking water violations,No(1.0),2023
42037,primary care physicians,1965:1(3.0),2023
31133,income inequality,4.1535941681(3.0),2023
22021,residential segregation - black/white,51.307983091,2023
21187,rural,100.0,2023
48293,drinking water violations,Yes(2.0),2023
08091,children in poverty,8.5(1.0),2023
48085,drinking water violations,No(1.0),2023
04009,drinking water violations,No(1.0),2023
05143,children in single-parent households,22.19109232(2.0),2023
19075,rural,100.0,2023
37051,primary care physicians,1324:1(1.0),2023
56009,limited access to healthy foods,2.8794243922,2023
33015,adult obesity,28.9(2.0),2023
55047,air pollution - particulate matter,7.9(3.0),2023
36099,firearm fatalities,0.0064109288853,2023
06029,drug overdose deaths,0.031538048747,2023
55083,children in single-parent households,15.958402876(1.0),2023
40003,uninsured,16.884926163(1.0),2023
48307,food insecurity,16.6,2023
32017,frequent mental distress,16.5,2023
13139,children in poverty,16.1(1.0),2023
19113,low birthweight,6.9204510189(4.0),2023
13145,drug overdose deaths,0.0151241599,2023
32003,limited access to healthy foods,5.1868139744,2023
40019,uninsured,20.68808615(3.0),2023
51077,food insecurity,12.5,2023
51047,unemployment,3.2435516075(1.0),2023
18025,food insecurity,15.4,2023
19159,children in poverty,19.4(4.0),2023
31015,air pollution - particulate matter,4.8(1.0),2023
42029,primary care physicians,1205:1(1.0),2023
55049,drinking water violations,Yes(3.0),2023
55087,motor vehicle crash deaths,0.009001024732,2023
18009,drug overdose deaths,0.031012122921,2023
28009,severe housing problems,12.380952381(2.0),2023
53005,premature death,5.9501227152(2.0),2023
55125,firearm fatalities,0.017334659283,2023
08123,children in poverty,11.3(1.0),2023
28061,children in poverty,27.5(2.0),2023
47099,air pollution - particulate matter,6.9(1.0),2023
45081,children in single-parent households,25.750660581(1.0),2023
39019,adult obesity,38.1(2.0),2023
17185,mental health providers,320:1(1.0),2023
17193,frequent mental distress,14.5,2023
39067,motor vehicle crash deaths,0.022483699317999997,2023
27107,children in poverty,17.3(4.0),2023
06099,uninsured,7.4469399142(2.0),2023
22109,air pollution - particulate matter,7.5(1.0),2023
27085,frequent mental distress,14.4,2023
26091,air pollution - particulate matter,8.4(4.0),2023
44005,unemployment,4.917632432(3.0),2023
33009,homicides,0.0019120001912000001,2023
13229,unemployment,3.1195639569(1.0),2023
10003,motor vehicle crash deaths,0.010368780396,2023
33001,income inequality,4.2070066685(2.0),2023
48041,unemployment,4.1067032368(1.0),2023
27059,drinking water violations,No(1.0),2023
54053,preventable hospital stays,3.762(2.0),2023
48209,rural,31.712145226,2023
47069,mental health providers,687:1(1.0),2023
46055,children in poverty,13.6(2.0),2023
21221,children in single-parent households,20.64(2.0),2023
45029,residential segregation - black/white,28.149815865,2023
37095,income inequality,3.020986448(1.0),2023
22071,frequent mental distress,17.0,2023
40079,drug overdose deaths,0.021366380001,2023
38059,children in single-parent households,14.604516044(2.0),2023
01047,frequent mental distress,18.4,2023
13195,food insecurity,14.6,2023
12069,rural,19.25386801,2023
12027,children in poverty,36.7(4.0),2023
31153,air pollution - particulate matter,7.8(4.0),2023
21155,children in single-parent households,26.985830829(3.0),2023
39155,income inequality,4.5699919739(3.0),2023
16033,children in single-parent households,6.9518716578(nan),2023
48095,uninsured,20.792563601(2.0),2023
28149,homicides,0.015655024649,2023
18099,severe housing cost burden,8.8586656865,2023
55023,motor vehicle crash deaths,0.012306502228000001,2023
18041,children in poverty,20.8(4.0),2023
48405,air pollution - particulate matter,8.9(3.0),2023
05115,food insecurity,14.8,2023
47001,life expectancy,74.660458762,2023
17193,unemployment,4.9697783747(3.0),2023
36057,uninsured,5.6068754342(3.0),2023
38017,frequent mental distress,11.8,2023
48337,mental health providers,4082:1(4.0),2023
16015,uninsured,11.634731573(2.0),2023
21131,income inequality,5.17991123(3.0),2023
27039,mental health providers,2326:1(4.0),2023
13183,primary care physicians,20171:1(4.0),2023
48499,firearm fatalities,0.015521064301999999,2023
01037,poor or fair health,20.4(2.0),2023
16087,unemployment,4.3613063249(3.0),2023
27085,unemployment,3.4376165858(3.0),2023
54039,rural,25.188151018,2023
39069,firearm fatalities,0.0073632280392,2023
48503,poor or fair health,17.3(2.0),2023
27065,income inequality,3.9124167753(2.0),2023
20111,unemployment,2.8426215945(3.0),2023
13309,preventable hospital stays,4.095(3.0),2023
37003,drinking water violations,No(1.0),2023
04017,physical inactivity,27.1(3.0),2023
22021,mental health providers,684:1(3.0),2023
37143,life expectancy,76.514630802,2023
41027,food insecurity,5.9,2023
46019,income inequality,3.9960542117(2.0),2023
22071,unemployment,8.3228332283(4.0),2023
08073,low birthweight,7.3791348601(1.0),2023
46003,frequent mental distress,11.1,2023
31111,unemployment,2.1993977199(3.0),2023
48361,drug overdose deaths,0.021213067249,2023
13025,drug overdose deaths,0.020976087261,2023
31019,frequent mental distress,11.7,2023
13221,physical inactivity,27.7(2.0),2023
05075,severe housing problems,8.8940448569(1.0),2023
30019,rural,100.0,2023
19009,children in single-parent households,29.070691025(4.0),2023
36043,poor or fair health,12.4(3.0),2023
38031,adult obesity,36.2(3.0),2023
26057,limited access to healthy foods,16.54850036,2023
13239,air pollution - particulate matter,9.1(1.0),2023
18099,premature death,7.3982144644000005(1.0),2023
49039,life expectancy,79.760232764,2023
19061,limited access to healthy foods,5.6440551971,2023
31109,drug overdose deaths,0.011389616849,2023
42021,homicides,0.0049328542031,2023
17159,uninsured,7.2671528008(3.0),2023
12133,frequent mental distress,18.8,2023
42101,children in poverty,32.7(4.0),2023
18109,adult obesity,40.8(4.0),2023
49043,air pollution - particulate matter,6.0(3.0),2023
37051,severe housing problems,17.966912498(4.0),2023
13023,physical inactivity,29.5(2.0),2023
39087,drug overdose deaths,0.051563726039999994,2023
40083,primary care physicians,24389:1(4.0),2023
13069,motor vehicle crash deaths,0.021556798849,2023
55081,air pollution - particulate matter,8.0(3.0),2023
05027,frequent mental distress,17.6,2023
48365,homicides,0.0079365563892,2023
47015,frequent mental distress,18.1,2023
02195,life expectancy,80.638920457,2023
48253,income inequality,3.5359815141(1.0),2023
28059,children in single-parent households,33.113413141(2.0),2023
38039,income inequality,5.4022750776(4.0),2023
47027,frequent mental distress,19.7,2023
27059,firearm fatalities,0.0084746607643,2023
40011,air pollution - particulate matter,8.6(2.0),2023
30017,preventable hospital stays,2.299(3.0),2023
27083,rural,47.928994083,2023
33005,severe housing problems,14.150630392(3.0),2023
46003,unemployment,2.3680649526(1.0),2023
37173,primary care physicians,1575:1(2.0),2023
49033,low birthweight,6.5217391304(1.0),2023
51015,adult obesity,34.8(2.0),2023
40133,low birthweight,7.4585635359(2.0),2023
42029,severe housing problems,12.663629699(3.0),2023
21079,life expectancy,76.06590616,2023
08017,poor or fair health,11.5(2.0),2023
40027,homicides,0.0029661283485,2023
48403,food insecurity,20.8,2023
45029,mental health providers,740:1(2.0),2023
17107,drug overdose deaths,0.017456881503,2023
47017,life expectancy,73.017956708,2023
37023,frequent mental distress,15.9,2023
46109,air pollution - particulate matter,5.8(4.0),2023
06063,primary care physicians,1116:1(1.0),2023
08119,children in poverty,13.6(2.0),2023
42023,severe housing problems,13.958810069(4.0),2023
12131,severe housing cost burden,12.938142581,2023
48325,children in single-parent households,22.31859167(2.0),2023
39001,primary care physicians,2294:1(2.0),2023
20101,unemployment,2.0080321285(1.0),2023
34019,severe housing problems,12.602013778(1.0),2023
18023,food insecurity,11.1,2023
47015,unemployment,3.3799008562(1.0),2023
33019,children in single-parent households,18.844756296(2.0),2023
45013,primary care physicians,1428:1(1.0),2023
27141,primary care physicians,2745:1(4.0),2023
53043,poor or fair health,12.6(1.0),2023
35051,unemployment,8.1492390771(4.0),2023
