fips,var,val,year
37177,children in poverty,30.9(4.0),2023
48255,residential segregation - black/white,42.071679251,2023
37063,air pollution - particulate matter,8.1(3.0),2023
20037,premature death,9.829351756300001(4.0),2023
47093,primary care physicians,891:1(1.0),2023
37071,frequent mental distress,15.2,2023
38101,low birthweight,6.2786377709(2.0),2023
40001,income inequality,5.1704538013(4.0),2023
45079,limited access to healthy foods,17.007576006,2023
37151,air pollution - particulate matter,9.0(4.0),2023
13105,severe housing problems,14.21957672(2.0),2023
13101,uninsured,24.282756581(4.0),2023
47133,severe housing cost burden,10.4315197,2023
33015,food insecurity,6.8,2023
22069,firearm fatalities,0.026991253796,2023
05121,frequent mental distress,18.6,2023
28141,severe housing cost burden,14.11780243,2023
51001,income inequality,4.1528072709(2.0),2023
55013,poor or fair health,12.7(3.0),2023
27007,drinking water violations,No(1.0),2023
45033,children in single-parent households,42.559646945(4.0),2023
36119,premature death,4.617770182(1.0),2023
51810,mental health providers,449:1(2.0),2023
20171,life expectancy,78.290295758,2023
01009,motor vehicle crash deaths,0.030643463303999998,2023
20049,primary care physicians,2507:1(4.0),2023
31127,life expectancy,77.038188609,2023
48005,air pollution - particulate matter,9.3(4.0),2023
17179,mental health providers,459:1(2.0),2023
55059,severe housing problems,14.272344408(4.0),2023
51075,limited access to healthy foods,2.3759452669,2023
39039,air pollution - particulate matter,8.8(2.0),2023
26057,rural,60.156323571,2023
48023,residential segregation - black/white,30.43688815,2023
41019,adult obesity,31.0(3.0),2023
39029,limited access to healthy foods,6.1277100292,2023
19061,rural,27.016753334,2023
37071,unemployment,5.1933863964(3.0),2023
40057,low birthweight,10.619469027(4.0),2023
19049,rural,30.585922734,2023
18021,premature death,9.141043165(3.0),2023
34003,adult obesity,22.9(1.0),2023
39019,food insecurity,13.7,2023
01115,severe housing problems,10.675823318(2.0),2023
50003,income inequality,4.6452631966(4.0),2023
47133,premature death,9.7979110729(1.0),2023
42057,primary care physicians,4834:1(4.0),2023
38063,air pollution - particulate matter,5.1(3.0),2023
48413,uninsured,26.642335766(4.0),2023
20061,drinking water violations,Yes(3.0),2023
12107,food insecurity,16.2,2023
48139,poor or fair health,15.5(1.0),2023
19103,drinking water violations,Yes(4.0),2023
39073,poor or fair health,16.2(3.0),2023
28141,premature death,12.443123338(3.0),2023
34021,residential segregation - black/white,62.320807536,2023
06075,primary care physicians,627:1(1.0),2023
20175,drinking water violations,No(1.0),2023
27119,life expectancy,78.147006253,2023
56003,poor or fair health,12.3(3.0),2023
13121,residential segregation - black/white,73.29804574,2023
19087,unemployment,4.1885918754(3.0),2023
18085,life expectancy,77.870378816,2023
36017,children in poverty,20.8(3.0),2023
16009,children in poverty,18.3(3.0),2023
41003,children in poverty,11.4(1.0),2023
42119,poor or fair health,13.8(2.0),2023
29131,premature death,8.3050702774(2.0),2023
47129,poor or fair health,20.0(4.0),2023
19175,frequent mental distress,14.7,2023
48009,uninsured,19.430729015(2.0),2023
54027,frequent mental distress,18.9,2023
48255,mental health providers,4918:1(4.0),2023
48475,low birthweight,9.3111279334(4.0),2023
51580,children in poverty,29.3(4.0),2023
54025,frequent mental distress,19.6,2023
36049,motor vehicle crash deaths,0.009114157503399998,2023
48171,adult obesity,34.6(1.0),2023
54045,life expectancy,68.507467923,2023
30101,residential segregation - black/white,31.922808649,2023
08085,motor vehicle crash deaths,0.017725177934,2023
48133,air pollution - particulate matter,7.7(2.0),2023
48449,adult obesity,39.1(3.0),2023
10001,uninsured,8.3982213914(3.0),2023
28049,life expectancy,73.689352539,2023
28151,motor vehicle crash deaths,0.023266707823000003,2023
18003,motor vehicle crash deaths,0.010059338623,2023
13273,income inequality,5.4747343711(3.0),2023
41017,motor vehicle crash deaths,0.012181154452,2023
41015,drug overdose deaths,0.014483727532,2023
05073,residential segregation - black/white,23.913375701,2023
08115,adult obesity,28.0(3.0),2023
39115,frequent mental distress,18.9,2023
54097,income inequality,5.1297344841(3.0),2023
27099,life expectancy,79.937668162,2023
51033,preventable hospital stays,4.754(4.0),2023
47093,severe housing problems,12.785607517(3.0),2023
48219,drinking water violations,Yes(2.0),2023
29173,uninsured,12.577189666(1.0),2023
05045,air pollution - particulate matter,10.1(4.0),2023
28115,low birthweight,10.022705157(1.0),2023
06077,air pollution - particulate matter,9.8(4.0),2023
38037,limited access to healthy foods,15.741402649,2023
54027,unemployment,3.3777053337(1.0),2023
26113,severe housing cost burden,8.3097595474,2023
19109,unemployment,3.2760539004(1.0),2023
29041,residential segregation - black/white,36.053838114,2023
01117,homicides,0.0033457527676000005,2023
20059,adult obesity,40.6(4.0),2023
55029,firearm fatalities,0.012297720581000001,2023
13033,physical inactivity,31.8(3.0),2023
39015,rural,76.559782366,2023
48121,physical inactivity,20.3(1.0),2023
48305,motor vehicle crash deaths,0.034214771005000005,2023
21109,severe housing cost burden,9.2214494054,2023
12011,air pollution - particulate matter,8.9(4.0),2023
16025,children in single-parent households,11.371237458(1.0),2023
20013,mental health providers,287:1(1.0),2023
26115,low birthweight,7.5400208393(3.0),2023
17187,children in single-parent households,30.560087004(4.0),2023
56035,food insecurity,10.7,2023
05023,unemployment,4.5819397993(3.0),2023
47153,air pollution - particulate matter,7.8(3.0),2023
31095,mental health providers,1794:1(3.0),2023
21197,severe housing cost burden,12.366341237,2023
51011,air pollution - particulate matter,7.3(2.0),2023
48157,drug overdose deaths,0.0073383151884,2023
53053,rural,6.5907133201,2023
51015,food insecurity,8.2,2023
39115,unemployment,6.2462995856(4.0),2023
28033,drug overdose deaths,0.021613015357999997,2023
34021,mental health providers,278:1(1.0),2023
55037,poor or fair health,11.9(3.0),2023
54085,low birthweight,7.7389984825(1.0),2023
29009,severe housing cost burden,9.5049351053,2023
21153,uninsured,8.3822296731(4.0),2023
17041,unemployment,3.693489609(1.0),2023
13071,low birthweight,10.042134831(2.0),2023
42057,severe housing problems,10.517529215(1.0),2023
26113,premature death,6.0671159021(1.0),2023
36047,homicides,0.0049950280259,2023
08073,primary care physicians,1420:1(2.0),2023
53029,severe housing problems,15.027322404(2.0),2023
20123,income inequality,3.7813414585(2.0),2023
29143,drug overdose deaths,0.025457749927,2023
20187,frequent mental distress,14.6,2023
21117,air pollution - particulate matter,10.0(4.0),2023
28039,rural,88.324918062,2023
40093,low birthweight,6.8047337278(1.0),2023
30067,mental health providers,307:1(1.0),2023
53005,frequent mental distress,15.1,2023
08049,income inequality,4.210217597(2.0),2023
20163,food insecurity,9.0,2023
37067,uninsured,12.16523563(1.0),2023
12049,children in single-parent households,34.159080734(4.0),2023
53077,adult obesity,37.1(4.0),2023
05029,unemployment,4.1550236909(2.0),2023
21109,premature death,12.786644893999998(4.0),2023
29055,firearm fatalities,0.023329445092000002,2023
37013,income inequality,5.3502650404(4.0),2023
22017,uninsured,9.4469921185(2.0),2023
24045,homicides,0.0051374404161,2023
37089,income inequality,4.213624119(1.0),2023
40077,primary care physicians,5066:1(4.0),2023
48317,severe housing problems,13.274336283(2.0),2023
39017,drug overdose deaths,0.048994058167,2023
30101,mental health providers,716:1(3.0),2023
06053,children in poverty,15.5(2.0),2023
47079,low birthweight,9.0949227373(3.0),2023
27167,air pollution - particulate matter,5.9(2.0),2023
42125,children in poverty,11.6(1.0),2023
29009,premature death,9.1363025381(2.0),2023
05101,adult obesity,33.9(1.0),2023
24003,children in single-parent households,19.946116331(2.0),2023
48113,physical inactivity,28.3(3.0),2023
55127,homicides,0.0019339393930999998,2023
40149,adult obesity,37.8(1.0),2023
06039,drug overdose deaths,0.013537524325,2023
01133,severe housing cost burden,8.0258519389,2023
42091,children in single-parent households,17.092958175(1.0),2023
53067,income inequality,3.7961704423(1.0),2023
56031,children in poverty,14.8(4.0),2023
19113,severe housing problems,10.596973865(3.0),2023
28083,air pollution - particulate matter,9.1(3.0),2023
01129,poor or fair health,21.6(3.0),2023
42031,life expectancy,77.503843826,2023
25021,firearm fatalities,0.0020459921997,2023
13019,rural,76.143316395,2023
32013,motor vehicle crash deaths,0.016027668818,2023
16021,adult obesity,34.0(2.0),2023
30071,low birthweight,6.8119891008(2.0),2023
02164,rural,100.0,2023
18049,poor or fair health,16.5(3.0),2023
24031,rural,2.3837773481,2023
55069,life expectancy,78.098183025,2023
37083,low birthweight,12.503189589(4.0),2023
42015,children in poverty,18.7(3.0),2023
40125,severe housing problems,12.772525564(3.0),2023
38095,poor or fair health,13.4(4.0),2023
28061,uninsured,13.967382529(1.0),2023
45025,severe housing cost burden,11.162996151,2023
29041,mental health providers,1839:1(3.0),2023
34033,life expectancy,74.038532546,2023
21207,food insecurity,16.6,2023
46079,children in poverty,10.2(1.0),2023
47057,physical inactivity,28.0(3.0),2023
17029,income inequality,5.1088452979(4.0),2023
19039,physical inactivity,27.6(4.0),2023
49031,air pollution - particulate matter,4.4(1.0),2023
01133,premature death,10.680052369(2.0),2023
08001,drinking water violations,Yes(2.0),2023
46055,uninsured,10.382119683(1.0),2023
48149,children in single-parent households,16.510966694(1.0),2023
48201,preventable hospital stays,3.398(3.0),2023
19195,food insecurity,6.7,2023
27137,preventable hospital stays,3.788(4.0),2023
20067,children in single-parent households,11.912087912(1.0),2023
49027,primary care physicians,1666:1(1.0),2023
48459,children in poverty,19.9(2.0),2023
19133,low birthweight,6.864274571(4.0),2023
29225,poor or fair health,17.6(3.0),2023
46107,drinking water violations,No(1.0),2023
39037,unemployment,3.9129419094(1.0),2023
18041,uninsured,8.7555003949(2.0),2023
51061,children in poverty,7.2(1.0),2023
45025,premature death,12.190982151(3.0),2023
21011,residential segregation - black/white,51.121076233,2023
26073,poor or fair health,16.4(4.0),2023
26011,air pollution - particulate matter,6.7(2.0),2023
49049,low birthweight,6.4344566553(1.0),2023
23009,severe housing problems,13.778529163(3.0),2023
36083,physical inactivity,21.7(1.0),2023
21081,adult obesity,37.5(1.0),2023
30099,rural,100.0,2023
13147,children in single-parent households,18.683966636(1.0),2023
47125,income inequality,3.7689862941(1.0),2023
27029,children in poverty,18.6(4.0),2023
50011,rural,71.714908055,2023
04021,uninsured,12.947113957(1.0),2023
51073,drug overdose deaths,0.020507150754000003,2023
13247,children in single-parent households,38.286690317(3.0),2023
54081,income inequality,5.8367921641(4.0),2023
47041,drinking water violations,No(1.0),2023
02282,physical inactivity,24.0(nan),2023
49057,food insecurity,9.5,2023
48493,children in poverty,13.4(1.0),2023
17103,residential segregation - black/white,49.852018893,2023
24027,life expectancy,82.716875351,2023
47021,severe housing cost burden,6.3416274378,2023
19063,poor or fair health,11.9(2.0),2023
51760,mental health providers,219:1(1.0),2023
51035,mental health providers,2421:1(4.0),2023
17031,children in single-parent households,29.387719596(4.0),2023
21231,drinking water violations,No(1.0),2023
37041,primary care physicians,1151:1(1.0),2023
31137,primary care physicians,901:1(1.0),2023
21067,motor vehicle crash deaths,0.0086262380663,2023
56009,children in poverty,12.1(2.0),2023
55115,frequent mental distress,14.7,2023
51139,drug overdose deaths,0.026474194627,2023
48393,drinking water violations,No(nan),2023
13093,firearm fatalities,0.020658108308,2023
46027,children in poverty,16.2(3.0),2023
48311,drinking water violations,Yes(nan),2023
39023,physical inactivity,29.0(3.0),2023
27093,primary care physicians,1795:1(3.0),2023
32003,children in poverty,20.6(4.0),2023
27163,limited access to healthy foods,6.1060721993,2023
17131,poor or fair health,13.4(2.0),2023
36055,life expectancy,79.307275923,2023
29031,severe housing problems,14.107112688(4.0),2023
55117,severe housing cost burden,7.9090511223,2023
28087,poor or fair health,18.9(1.0),2023
42039,children in single-parent households,21.90307261(3.0),2023
17079,children in poverty,13.6(1.0),2023
16059,rural,61.139112903,2023
47021,premature death,10.884901536(3.0),2023
19145,poor or fair health,12.6(3.0),2023
49033,severe housing problems,4.5669291339(1.0),2023
06017,air pollution - particulate matter,7.0(2.0),2023
40133,severe housing problems,14.385399893(4.0),2023
16083,poor or fair health,13.9(2.0),2023
28021,air pollution - particulate matter,8.4(1.0),2023
13205,limited access to healthy foods,7.9440939229,2023
12067,uninsured,18.304602808(4.0),2023
46007,preventable hospital stays,1.683(1.0),2023
36051,drug overdose deaths,0.025458923618,2023
12131,frequent mental distress,16.2,2023
18169,life expectancy,75.840779725,2023
32021,poor or fair health,21.8(4.0),2023
13031,preventable hospital stays,4.891(4.0),2023
55117,premature death,6.1909057101(2.0),2023
46115,limited access to healthy foods,11.516627115,2023
39021,rural,70.82325361,2023
47187,physical inactivity,16.8(1.0),2023
12013,limited access to healthy foods,20.480070874,2023
51191,life expectancy,76.015468232,2023
56025,poor or fair health,12.2(3.0),2023
21011,mental health providers,328:1(1.0),2023
46061,physical inactivity,21.9(2.0),2023
38105,motor vehicle crash deaths,0.021479317039,2023
39173,income inequality,4.5642862183(3.0),2023
47041,firearm fatalities,0.016885516200000002,2023
49027,severe housing problems,7.7277970012(1.0),2023
23003,low birthweight,7.453693372(3.0),2023
55091,frequent mental distress,14.4,2023
39063,drinking water violations,No(1.0),2023
27145,drug overdose deaths,0.012438610276000002,2023
31037,motor vehicle crash deaths,0.028301886792000002,2023
31181,life expectancy,76.965504499,2023
17103,mental health providers,139:1(1.0),2023
27009,primary care physicians,3413:1(4.0),2023
02180,rural,66.05562579,2023
19095,physical inactivity,22.2(1.0),2023
51125,rural,100.0,2023
19007,physical inactivity,27.8(4.0),2023
31101,severe housing problems,10.695876289(3.0),2023
21149,drinking water violations,Yes(4.0),2023
45075,limited access to healthy foods,12.807843306,2023
37117,drinking water violations,No(1.0),2023
37169,drinking water violations,No(1.0),2023
18121,air pollution - particulate matter,8.9(3.0),2023
48213,income inequality,5.0814839994(3.0),2023
27135,frequent mental distress,14.2,2023
36095,rural,82.845277718,2023
47043,frequent mental distress,17.6,2023
06059,limited access to healthy foods,1.1212585853,2023
29027,food insecurity,10.3,2023
13295,premature death,10.412203608999999(3.0),2023
16019,air pollution - particulate matter,5.1(2.0),2023
26057,children in poverty,20.1(3.0),2023
56037,income inequality,4.2155482608(3.0),2023
13243,low birthweight,13.333333333(4.0),2023
53069,unemployment,6.6322770818(4.0),2023
20003,preventable hospital stays,3.11(3.0),2023
37041,severe housing problems,13.854930725(2.0),2023
31137,severe housing problems,10.115236876(3.0),2023
27075,frequent mental distress,13.9,2023
51085,air pollution - particulate matter,8.4(4.0),2023
21145,life expectancy,75.605207432,2023
06021,children in single-parent households,24.14637289(3.0),2023
48089,premature death,9.0631044169(3.0),2023
48083,drinking water violations,No(1.0),2023
27061,uninsured,6.9106785084(3.0),2023
44009,adult obesity,24.7(1.0),2023
47107,drinking water violations,No(1.0),2023
31169,frequent mental distress,12.4,2023
19139,severe housing cost burden,9.3678833015,2023
36069,adult obesity,30.2(2.0),2023
39083,income inequality,3.8185810347(1.0),2023
48195,frequent mental distress,16.4,2023
48187,motor vehicle crash deaths,0.014086124539000001,2023
48483,poor or fair health,20.3(3.0),2023
42093,primary care physicians,173:1(1.0),2023
54037,uninsured,7.0701728406(1.0),2023
18145,limited access to healthy foods,4.8564509728,2023
41063,limited access to healthy foods,10.703037311,2023
26019,primary care physicians,1785:1(2.0),2023
28003,frequent mental distress,16.2,2023
16065,drinking water violations,Yes(3.0),2023
05017,drinking water violations,Yes(3.0),2023
42049,limited access to healthy foods,13.742949526,2023
55139,unemployment,3.2069939533(1.0),2023
51197,primary care physicians,2385:1(3.0),2023
47115,life expectancy,74.377181564,2023
01071,primary care physicians,1910:1(2.0),2023
04017,life expectancy,71.398138372,2023
39137,low birthweight,6.4238410596(1.0),2023
31081,primary care physicians,924:1(1.0),2023
05127,frequent mental distress,18.1,2023
29183,primary care physicians,2257:1(2.0),2023
33011,motor vehicle crash deaths,0.006978374330400001,2023
39123,rural,49.447233755,2023
29007,low birthweight,8.9907448215(4.0),2023
29127,rural,24.766338904,2023
12017,income inequality,4.3059536935(2.0),2023
48481,limited access to healthy foods,4.7808768425,2023
39043,adult obesity,38.2(3.0),2023
48457,severe housing cost burden,9.7462421206,2023
29071,poor or fair health,14.2(1.0),2023
36105,children in single-parent households,26.904906118(4.0),2023
13221,life expectancy,78.152577378,2023
51167,premature death,9.8355708908(3.0),2023
51087,severe housing cost burden,13.111685602,2023
36091,severe housing problems,10.10010063(1.0),2023
45065,severe housing cost burden,9.9203077769,2023
53035,children in poverty,9.8(1.0),2023
13079,poor or fair health,18.4(2.0),2023
17101,drinking water violations,No(1.0),2023
19139,premature death,6.9596944425(3.0),2023
29153,income inequality,4.5939814815(3.0),2023
54057,severe housing cost burden,7.4412144062,2023
55141,adult obesity,35.7(3.0),2023
48233,residential segregation - black/white,72.830580163,2023
06095,food insecurity,9.4,2023
31045,poor or fair health,10.5(2.0),2023
24039,preventable hospital stays,2.511(3.0),2023
37169,firearm fatalities,0.016184414845999997,2023
13023,life expectancy,76.443563956,2023
29111,adult obesity,39.7(3.0),2023
48367,poor or fair health,14.2(1.0),2023
34015,severe housing cost burden,13.25975569,2023
37021,poor or fair health,11.0(1.0),2023
05051,frequent mental distress,16.9,2023
35029,drug overdose deaths,0.020956452492,2023
38091,rural,100.0,2023
19155,limited access to healthy foods,9.3213367754,2023
46095,children in single-parent households,46.853146853(4.0),2023
42011,severe housing problems,13.800012927(4.0),2023
47087,children in single-parent households,30.987951807(4.0),2023
30087,physical inactivity,23.8(4.0),2023
16045,air pollution - particulate matter,7.9(4.0),2023
51087,premature death,6.6877083672(1.0),2023
27009,severe housing problems,14.224924012(4.0),2023
45065,premature death,14.928459238(4.0),2023
28031,rural,100.0,2023
35028,drinking water violations,No(1.0),2023
45063,firearm fatalities,0.017700123291,2023
48161,unemployment,7.2433971216(4.0),2023
45031,air pollution - particulate matter,8.1(2.0),2023
39003,preventable hospital stays,4.243(4.0),2023
05079,low birthweight,8.5956416465(2.0),2023
48215,severe housing problems,24.970106358(4.0),2023
51027,physical inactivity,30.5(4.0),2023
16001,uninsured,7.1837664663(1.0),2023
54057,premature death,9.4250550236(2.0),2023
47107,firearm fatalities,0.018725609893,2023
48147,unemployment,4.0023303233(1.0),2023
48227,primary care physicians,3654:1(3.0),2023
48333,preventable hospital stays,1.7260000000000002(1.0),2023
34015,premature death,7.8371281995(3.0),2023
05049,children in single-parent households,20.47674873(1.0),2023
13275,air pollution - particulate matter,9.4(2.0),2023
31143,children in poverty,8.4(1.0),2023
26123,drinking water violations,No(1.0),2023
38045,children in single-parent households,11.053719008(1.0),2023
48499,rural,74.199313697,2023
16065,firearm fatalities,0.006575020989499999,2023
19189,physical inactivity,22.3(1.0),2023
17051,frequent mental distress,14.3,2023
17011,children in poverty,17.2(2.0),2023
13211,preventable hospital stays,3.2680000000000002(2.0),2023
36075,uninsured,5.1483572783(2.0),2023
12023,primary care physicians,2422:1(3.0),2023
17057,mental health providers,1581:1(4.0),2023
18071,rural,43.732301303,2023
17097,adult obesity,30.9(1.0),2023
12117,drug overdose deaths,0.022067732378,2023
29003,physical inactivity,24.1(1.0),2023
19129,premature death,7.5472678128(3.0),2023
49053,primary care physicians,1813:1(2.0),2023
18005,children in poverty,11.4(1.0),2023
27159,primary care physicians,1972:1(3.0),2023
08113,poor or fair health,9.0(1.0),2023
26037,motor vehicle crash deaths,0.0089139854975,2023
47119,children in single-parent households,24.964212901(2.0),2023
54013,air pollution - particulate matter,7.5(3.0),2023
22035,residential segregation - black/white,64.733613667,2023
42073,primary care physicians,2502:1(4.0),2023
26019,severe housing problems,12.444771723(3.0),2023
05065,adult obesity,37.6(2.0),2023
27053,income inequality,4.6319237804(4.0),2023
39157,residential segregation - black/white,62.330592482,2023
37123,mental health providers,645:1(3.0),2023
20085,food insecurity,11.0,2023
51197,severe housing problems,9.2615769712(1.0),2023
27123,income inequality,4.5292518312(4.0),2023
31081,severe housing problems,5.7873485868(1.0),2023
02150,primary care physicians,722:1(1.0),2023
48233,mental health providers,20495:1(4.0),2023
18015,preventable hospital stays,1.886(1.0),2023
36065,drug overdose deaths,0.024796016301,2023
48431,children in poverty,16.1(nan),2023
37179,food insecurity,8.5,2023
18053,life expectancy,73.2115231,2023
45033,homicides,0.028793015372,2023
22081,limited access to healthy foods,3.8642152468,2023
48043,physical inactivity,25.1(1.0),2023
48285,income inequality,4.7688086249(3.0),2023
53013,unemployment,5.2399338114(1.0),2023
39055,poor or fair health,11.9(1.0),2023
37053,poor or fair health,11.1(1.0),2023
29033,air pollution - particulate matter,7.0(1.0),2023
27049,primary care physicians,1219:1(2.0),2023
56039,low birthweight,8.0654942389(2.0),2023
12039,food insecurity,13.2,2023
13291,children in single-parent households,16.391697712(1.0),2023
51147,drug overdose deaths,0.01454376218,2023
01079,motor vehicle crash deaths,0.030653259822999997,2023
55097,children in single-parent households,19.079917428(3.0),2023
56017,food insecurity,12.8,2023
24031,children in poverty,11.4(2.0),2023
26149,motor vehicle crash deaths,0.019220897335,2023
17061,physical inactivity,25.3(3.0),2023
20079,primary care physicians,1182:1(1.0),2023
55133,children in poverty,4.9(1.0),2023
37171,uninsured,14.708734377(3.0),2023
55123,air pollution - particulate matter,8.1(3.0),2023
48221,drinking water violations,No(1.0),2023
13149,preventable hospital stays,4.202999999999999(4.0),2023
48251,rural,37.874170167,2023
40105,severe housing problems,10.365853659(1.0),2023
45021,motor vehicle crash deaths,0.022632228796999998,2023
28051,frequent mental distress,17.2,2023
48067,primary care physicians,4268:1(4.0),2023
27161,limited access to healthy foods,12.693087524,2023
20001,air pollution - particulate matter,8.3(4.0),2023
51099,air pollution - particulate matter,7.7(3.0),2023
48437,preventable hospital stays,4.1290000000000004(4.0),2023
12019,uninsured,13.38849355(1.0),2023
26123,firearm fatalities,0.017255546426,2023
31055,preventable hospital stays,2.423(3.0),2023
51660,low birthweight,6.6813186813(1.0),2023
36097,preventable hospital stays,3.4840000000000004(4.0),2023
06081,low birthweight,6.7501251878(3.0),2023
02110,poor or fair health,10.1(1.0),2023
51199,food insecurity,6.6,2023
51187,children in single-parent households,23.302813756(2.0),2023
36081,frequent mental distress,13.1,2023
04019,air pollution - particulate matter,3.8(1.0),2023
48395,motor vehicle crash deaths,0.021917623455,2023
21017,rural,44.748561421,2023
12073,life expectancy,78.740773959,2023
47083,air pollution - particulate matter,7.2(1.0),2023
39045,poor or fair health,13.4(1.0),2023
19141,drinking water violations,No(1.0),2023
17199,mental health providers,259:1(1.0),2023
48247,physical inactivity,39.4(4.0),2023
48189,frequent mental distress,15.8,2023
17135,firearm fatalities,0.011204324869,2023
29013,severe housing cost burden,8.609616386,2023
48227,severe housing problems,15.408947131(3.0),2023
19027,unemployment,3.0968841746(1.0),2023
21077,drug overdose deaths,0.056646525680000004,2023
29001,children in single-parent households,15.862971852(1.0),2023
48257,drug overdose deaths,0.013726364914999999,2023
55073,income inequality,3.7792199549(1.0),2023
51520,income inequality,5.2591620112(4.0),2023
21151,physical inactivity,27.0(1.0),2023
29197,income inequality,3.5421758569(1.0),2023
51053,severe housing cost burden,9.2238007,2023
36041,children in poverty,16.6(2.0),2023
16041,income inequality,3.8857894373(2.0),2023
41059,frequent mental distress,15.9,2023
48011,physical inactivity,20.7(1.0),2023
17201,severe housing problems,14.484230702(4.0),2023
19183,preventable hospital stays,2.2720000000000002(3.0),2023
51065,adult obesity,33.5(1.0),2023
40097,physical inactivity,31.9(3.0),2023
26035,preventable hospital stays,2.915(3.0),2023
12045,premature death,11.380329578000001(4.0),2023
08025,uninsured,7.9030085317(1.0),2023
22035,mental health providers,206:1(1.0),2023
56005,severe housing cost burden,9.4666427761,2023
28097,primary care physicians,1610:1(1.0),2023
39157,mental health providers,544:1(2.0),2023
51179,residential segregation - black/white,27.895573797,2023
27047,adult obesity,34.1(2.0),2023
36077,drug overdose deaths,0.016297353647,2023
37091,preventable hospital stays,2.742(2.0),2023
49021,children in poverty,14.5(3.0),2023
46025,uninsured,12.078458362(2.0),2023
49053,severe housing problems,16.843118383(4.0),2023
01085,children in single-parent households,53.882453882(4.0),2023
05083,premature death,11.040356947000001(3.0),2023
48189,unemployment,6.0763743181(3.0),2023
29013,premature death,8.7617127113(2.0),2023
29215,severe housing problems,15.210688592(4.0),2023
42087,mental health providers,1073:1(4.0),2023
37093,adult obesity,40.0(4.0),2023
05039,preventable hospital stays,3.3390000000000004(3.0),2023
40151,primary care physicians,1448:1(1.0),2023
30023,severe housing cost burden,14.689403167,2023
42073,severe housing problems,12.670354878(3.0),2023
51650,uninsured,7.9155276236(1.0),2023
53007,rural,27.224545567,2023
37043,children in single-parent households,16.116819903(1.0),2023
13305,severe housing cost burden,12.593836428,2023
40145,adult obesity,36.1(1.0),2023
32011,rural,100.0,2023
02150,severe housing problems,19.131455399(2.0),2023
41059,unemployment,5.2246132619(2.0),2023
37027,air pollution - particulate matter,8.1(3.0),2023
18159,limited access to healthy foods,7.3218132468,2023
01019,unemployment,2.5067750678(1.0),2023
51193,primary care physicians,6050:1(4.0),2023
18117,poor or fair health,17.4(4.0),2023
29121,uninsured,13.653039832(2.0),2023
45047,air pollution - particulate matter,9.2(4.0),2023
51107,air pollution - particulate matter,7.2(2.0),2023
34009,rural,17.454377217,2023
16055,life expectancy,79.142620627,2023
38061,motor vehicle crash deaths,0.048688878069,2023
28091,primary care physicians,3055:1(3.0),2023
47037,children in single-parent households,33.230794415(4.0),2023
17089,frequent mental distress,11.9,2023
29021,motor vehicle crash deaths,0.0098537445845,2023
42063,preventable hospital stays,2.681(2.0),2023
16059,children in poverty,21.2(4.0),2023
40009,children in single-parent households,22.892720307(2.0),2023
26065,drinking water violations,Yes(4.0),2023
26163,children in single-parent households,37.801441755(4.0),2023
37183,primary care physicians,1159:1(1.0),2023
48477,children in single-parent households,20.873849345(2.0),2023
35047,life expectancy,77.001002742,2023
02130,income inequality,4.4210160257(3.0),2023
36067,rural,12.587521894,2023
20079,severe housing problems,9.7441685478(2.0),2023
46127,food insecurity,7.8,2023
30023,premature death,11.293051658(4.0),2023
37039,frequent mental distress,15.8,2023
41043,uninsured,8.5704694768(2.0),2023
13305,premature death,11.174652706(3.0),2023
48413,low birthweight,6.8783068783(1.0),2023
09001,residential segregation - black/white,60.443189369,2023
12041,severe housing cost burden,9.2082204875,2023
21099,drug overdose deaths,0.019313832215,2023
48067,severe housing problems,13.615416841(2.0),2023
54065,drug overdose deaths,0.056028686688,2023
35049,life expectancy,80.982258605,2023
48245,life expectancy,75.401393813,2023
19081,rural,70.020280399,2023
21169,firearm fatalities,0.019887041604,2023
18103,motor vehicle crash deaths,0.013602448441000002,2023
26033,rural,48.938213915,2023
20209,children in poverty,22.3(4.0),2023
39127,rural,75.242664596,2023
06043,motor vehicle crash deaths,0.031960401882,2023
06003,limited access to healthy foods,16.785138519,2023
39077,drug overdose deaths,0.045779947239,2023
19101,rural,38.728255061,2023
19163,life expectancy,78.57204883,2023
13105,adult obesity,37.7(2.0),2023
04003,life expectancy,78.247948135,2023
29157,firearm fatalities,0.015626627773999997,2023
19117,life expectancy,77.428657773,2023
18163,residential segregation - black/white,56.774746504,2023
39141,motor vehicle crash deaths,0.015594281354,2023
20087,income inequality,3.6303592121(2.0),2023
17151,severe housing cost burden,5.7350565428,2023
23025,residential segregation - black/white,76.532654934,2023
40003,primary care physicians,2859:1(3.0),2023
48009,low birthweight,6.8965517241(1.0),2023
37077,poor or fair health,15.0(3.0),2023
42091,homicides,0.0019040006342,2023
21217,uninsured,6.5703157032(1.0),2023
40019,primary care physicians,1934:1(1.0),2023
51179,mental health providers,1073:1(3.0),2023
55059,adult obesity,34.4(2.0),2023
01039,motor vehicle crash deaths,0.025261804151999998,2023
12041,premature death,9.0950135748(3.0),2023
53073,income inequality,4.2399493819(2.0),2023
28009,food insecurity,16.2,2023
28015,residential segregation - black/white,29.278484459,2023
42027,drug overdose deaths,0.0084243228694,2023
12015,severe housing cost burden,13.048599058,2023
28113,frequent mental distress,16.6,2023
26069,poor or fair health,16.2(4.0),2023
13051,motor vehicle crash deaths,0.012190251168999999,2023
