comid,s2
13632599,9801819967446843392
13632603,9801942391194648576
13632625,9799129771731320832
13632647,9799129668652105728
13632671,9799129634292367360
13632843,9801814538608181248
13632853,9801814538608181248
13632877,9801814538608181248
13633733,9801808766172135424
13633737,9801808766172135424
13633751,9801808697452658688
13633753,9801819967446843392
13633759,9801942116316741632
13633761,9801939642415579136
13633761,9801942116316741632
13633765,9801942391194648576
13633771,9801939264458457088
13633789,9801819967446843392
13633989,9801912188984623104
13633991,9801912188984623104
13633993,9801912188984623104
13634655,9799151006049632256
13634883,9799138808342511616
13634885,9799138808342511616
13634893,9799145749009661952
13634897,9799145749009661952
13634905,9799148497788731392
13634913,9799138808342511616
13634945,9799138052428267520
13634949,9799138052428267520
13634993,9799145817729138688
13634995,9799138533464604672
13635005,9799138052428267520
13635051,9799138602184081408
13635061,9799137949349052416
13635063,9799138533464604672
13635063,9799138602184081408
13635065,9799138602184081408
13635089,9799138602184081408
13635095,9799138602184081408
13635117,9799158359033643008
13635119,9799158359033643008
13635129,9799158359033643008
13635131,9799158359033643008
13635141,9799158359033643008
13635143,9799158359033643008
13635149,9799135922124488704
13635163,9799135234929721344
13635163,9799146023887568896
13635165,9799135234929721344
13635165,9799146023887568896
13635195,9799158359033643008
13635277,9799158015436259328
13635279,9799157946716782592
13635279,9799158015436259328
13635289,9799158015436259328
13635297,9799158015436259328
13635327,9799133826180448256
13635341,9799136918556901376
13635347,9799158015436259328
13635351,9799136678038732800
13635351,9799136781117947904
13635353,9799136300081610752
13635353,9799136368801087488
13635403,9799136368801087488
13635407,9799159733423177728
13635413,9799136678038732800
13635415,9799133757460971520
13635415,9799133791820709888
13635437,9799159733423177728
13635449,9799133585662279680
13635451,9799136540599779328
13635491,9799136506240040960
13635491,9799136540599779328
13635529,9799137055995854848
13635537,9799132967186989056
13635539,9799132967186989056
13635539,9799134032338878464
13635555,9799160558056898560
13635555,9799160592416636928
13635595,9799160489337421824
13635605,9799160558056898560
13635609,9799129771731320832
13635611,9799129771731320832
13635613,9799160042660823040
13635615,9799160042660823040
13635629,9799129909170274304
13635631,9799130149688442880
13635635,9799130184048181248
13635637,9799130184048181248
13635639,9799129668652105728
13635639,9799129771731320832
13635641,9799130287127396352
13635645,9799130149688442880
13635645,9799130184048181248
13635647,9799129668652105728
13635663,9799129634292367360
13635663,9799129668652105728
13635665,9799129634292367360
13635665,9799129668652105728
13635667,9799129634292367360
13636495,9799113897532194816
13636501,9799113897532194816
13636539,9799113897532194816
13636761,9799114172410101760
13637141,9799151349647015936
13637151,9799154304584515584
13637165,9799154819980591104
13637179,9799135234929721344
13637179,9799135544167366656
13637179,9799136781117947904
13637181,9799135922124488704
13637185,9799136678038732800
13637185,9799136918556901376
13637187,9799136918556901376
13637201,9799130012249489408
13637201,9799136540599779328
13637201,9799136609319256064
13637203,9799136471880302592
13637203,9799136506240040960
13637203,9799136540599779328
13637205,9799132967186989056
13637213,9799160592416636928
13637215,9799159114947887104
13637215,9799159183667363840
13637215,9799160592416636928
13637217,9799160558056898560
13637275,9799160042660823040
13637389,9799114172410101760
13637419,9799145749009661952
13637421,9799145749009661952
13637423,9799138808342511616
13637425,9799145749009661952
13653868,9801875664582737920
13803400,9790963149116014592
13804170,9791050044894347264
13804232,9791046608920510464
14701944,9800347137261699072
14701944,9800347240340914176
14701944,9800350332717367296
14701944,9800350367077105664
14701946,9800347137261699072
14701948,9800347034182483968
14701948,9800347137261699072
14701964,9800345591073472512
14701964,9800345694152687616
14701966,9800340127875072000
14701968,9800340127875072000
14701972,9800340127875072000
14728384,5572398442229006336
14728386,5572398442229006336
14728412,5572398442229006336
14731146,9799885101859864576
14731146,9799885273658556416
14731148,9799885101859864576
14731148,9799885273658556416
14731196,9799885273658556416
14731256,9799885101859864576
14731358,9799858851019751424
14732106,9799885273658556416
14732238,9799873591347511296
14784499,9804215184808476672
14787163,9803876260349214720
14787173,9803876260349214720
14787213,9803876260349214720
14795419,9791493422958247936
14795421,9791493422958247936
14795451,9791493422958247936
14795471,9791493422958247936
14795475,9791493422958247936
14803987,9791445869080346624
14803989,9791445869080346624
14804277,9791445869080346624
14820465,9832843993694601216
14820465,9832844028054339584
14820487,9832827363581231104
14820487,9832843512658264064
14836033,9802511697699667968
14839033,9802743247976529920
14839049,9802746168554291200
14839053,9802743247976529920
14839055,9802743247976529920
14839059,9802743763372605440
14839061,9802743763372605440
14839065,9802743763372605440
14839075,9802744553646587904
14839079,9802744553646587904
14839085,9802744553646587904
14839087,9802743763372605440
14839101,9802744553646587904
14839123,9802744106969989120
14839233,9802742732580454400
14839233,9802743247976529920
14839247,9802744553646587904
166195759,5529117060354801664
1721293,5525937169648058368
1723103,5525937169648058368
17541345,9795219977102426112
17554945,9792215458500313088
1824390,9829698978122301440
1824390,9829699115561254912
1825188,9818424620250824704
1825204,9818539450496450560
1825218,9818538007387439104
1825218,9818538076106915840
1825228,9829626479074344960
1825230,9829626479074344960
1825244,9829626479074344960
1825248,9829626479074344960
1825254,9818484646713753600
1825254,9818484681073491968
1825254,9818484818512445440
1825254,9818484852872183808
1825256,9829626341635391488
1825278,9818485230829305856
1825278,9818486708298055680
1825278,9818486742657794048
1825278,9818486777017532416
1825282,9818484337476108288
1825282,9818484474915061760
1825298,9818484337476108288
1825298,9818485471347474432
1825302,9818497634694856704
1825330,9818483856439771136
1825330,9818483890799509504
1825330,9818484062598201344
1825330,9818484096957939712
1825330,9818484131317678080
1825334,9818484131317678080
1825336,9818497634694856704
1825336,9818498081371455488
1825350,9818512581181046784
1825374,9818498321889624064
1825446,9818479183515353088
1825446,9818479217875091456
1825490,9829626479074344960
1825500,9818532990865637376
1825648,9818532990865637376
1825656,9829626341635391488
1825658,9829626341635391488
1826388,9829652901713149952
1826544,9829626479074344960
1826552,9829626341635391488
1826592,9829626479074344960
1826600,9829652901713149952
1826834,9818498184450670592
1826834,9818498321889624064
1826834,9818498356249362432
1826834,9818498562407792640
1826836,9818512478101831680
1826846,9818511893986279424
1826846,9818512340662878208
1826846,9818512375022616576
1826848,9818512375022616576
1826848,9818512443742093312
1826848,9818512478101831680
1826864,9818882669923008512
1826866,9818510622675959808
1826866,9818510691395436544
1826866,9818510725755174912
1826866,9818510863194128384
1826874,9818510863194128384
1826874,9818510897553866752
1826878,9818883322758037504
1826878,9818883357117775872
1826878,9818883391477514240
1826888,9818512443742093312
1826888,9818512478101831680
1826910,9818883322758037504
1826934,9818510966273343488
1826934,9818511069352558592
1826980,9818514161729011712
1826980,9818514264808226816
1827016,9818514264808226816
1827068,9818515261240639488
1827068,9818515295600377856
1827068,9818515329960116224
1827068,9818515364319854592
1827104,9818515261240639488
1827224,9818687575328555008
1827274,9818571370693394432
1827324,9818571886089469952
1827324,9818670567258062848
1827324,9818670670337277952
1827332,9818672457043673088
1827336,9818671323172306944
1827366,9818669055429574656
1827366,9818670292380155904
1827374,9818665859973906432
1827416,9818667749759516672
1827420,9818657407478267904
1827420,9818658232111988736
1827420,9818658335191203840
1827420,9818658506989895680
1827420,9818658541349634048
1827430,9818667749759516672
1827440,9818663248633790464
1827480,9818653524827832320
1827560,9818510038560407552
1827560,9818510072920145920
1827560,9818510210359099392
1827560,9818510244718837760
1827560,9818510313438314496
1827560,9818510897553866752
1827564,9818510863194128384
1827564,9818510897553866752
1827612,9818567797280604160
1827624,9818672457043673088
1827626,9818568965511708672
1827626,9818580132426678272
1827632,9818579960627986432
1827640,9818666547168673792
1827640,9818672697561841664
1827654,9818667131284226048
1827662,9818498562407792640
1827894,9818883391477514240
1827896,9818509798042238976
1828388,9818651394524053504
1828390,9818651394524053504
1828392,9818651394524053504
1828402,9818651394524053504
1828404,9818651428883791872
1828404,9818651600682483712
1828406,9818651428883791872
1828408,9818651428883791872
1828410,9818651394524053504
1828410,9818651428883791872
1828412,9818650982207193088
1828412,9818651428883791872
1828414,9818650982207193088
1828414,9818651635042222080
1828418,9818651016566931456
1828418,9818651394524053504
1828426,9818651016566931456
1828428,9818651635042222080
1828430,9818651016566931456
1828434,9818651635042222080
18439174,9830903149513146368
18439238,9830908028595994624
18439242,9830908028595994624
18439266,9830959843081453568
18439274,9830908028595994624
18439478,9830908028595994624
18439480,9830901672044396544
18440438,9830908028595994624
18440496,9830909506064744448
18440498,9830909506064744448
18440506,9830909506064744448
18440510,9830909506064744448
18440622,9830909506064744448
18440624,9830909506064744448
18440626,9830909506064744448
18440628,9830909506064744448
18440630,9830909506064744448
18440632,9830909506064744448
18440662,9830909506064744448
18440664,9830909506064744448
18441416,9830908028595994624
18443904,9830342192424550400
18444810,9830244542048108544
18444848,9830255159207264256
18444868,9830244542048108544
18445296,9830972040788574208
18445402,9830933351723171840
18445530,9830261069082263552
18445552,9830264608135315456
18450433,9830153969777770496
18450441,9830153969777770496
18450837,9830194411189829632
18450865,9830194411189829632
18451429,9830202348289392640
18451431,9830202348289392640
18451435,9830202348289392640
18451437,9830202348289392640
18451441,9830202348289392640
18451511,9830202348289392640
18454445,9829946162080120832
18454469,9829946162080120832
18454519,9830125760432570368
18454679,9829946162080120832
18455699,9830210491547385856
18458311,9830126413267599360
18461742,9830084769264697344
18461752,9830084528746528768
18461830,9830084769264697344
18461834,9830084528746528768
18470814,9830758735532785664
18470814,9830758769892524032
18470816,9830759491447029760
18471120,9830758769892524032
18471120,9830759491447029760
18474675,9805707428245798912
18474749,9805707428245798912
18474797,9805821502577180672
18474821,9805820884101890048
18474961,9805707428245798912
18475201,9805643450412957696
18475295,9805663653939118080
18499974,9805331910665175040
18500032,9805331910665175040
18500058,9805338782612848640
18500072,9805338301576511488
18500108,9805331910665175040
18500128,9805338301576511488
18500128,9805338335936249856
18500142,9805338301576511488
18500144,9805338301576511488
18509266,9817788449694941184
18509266,9817788827652063232
18509310,9817788449694941184
1874073,9797520361586163712
1874385,9797454012931375104
1874401,9797454012931375104
1874445,9797454012931375104
1874667,9797449408726433792
1874671,9797449408726433792
1874703,9797624677751848960
1874709,9797456796070182912
1874713,9797622994124668928
1874715,9797624918270017536
1874717,9797624918270017536
1874719,9797624918270017536
1874721,9797456796070182912
1874727,9797622994124668928
1874731,9797622994124668928
1874739,9797624918270017536
1874743,9797449614884864000
1874749,9797624918270017536
1874757,9797456796070182912
1874765,9797449614884864000
1874871,9797614094952431616
1874943,9797449408726433792
1874947,9797449408726433792
1874951,9797449614884864000
1875211,9797622994124668928
1877837,9797632339973505024
1917990,9818321231798075392
1917992,9818321231798075392
20097497,9805607647565578240
20097605,9805198423081615360
20097611,9805210174112137216
20097959,9805198423081615360
20097959,9805210174112137216
20097965,9805210174112137216
2032545,9797107323171241984
2032545,9797113473564409856
2032547,9797107323171241984
2032547,9797113473564409856
2032591,9797113473564409856
2032725,9797112923808595968
2032749,9797114813594206208
2032777,9797298809993166848
2032791,9797298809993166848
2032835,9797298809993166848
2032873,9797290116979359744
2032877,9797290116979359744
2032881,9797290116979359744
2032947,9797289979540406272
2032947,9797290013900144640
2032947,9797290116979359744
2032953,9797289979540406272
2032969,9797289979540406272
2032977,9797293209355812864
2032979,9797293209355812864
2032987,9797283210671947776
2033239,9797271219123257344
2033241,9797271219123257344
2033251,9797271219123257344
2033251,9797271253482995712
2033257,9797271768879071232
2033257,9797271871958286336
2033257,9797271906318024704
2033257,9797272146836193280
2033259,9797271253482995712
2033259,9797271906318024704
2033259,9797272146836193280
2033261,9797271253482995712
2033261,9797272799671222272
2033267,9797271906318024704
2033267,9797272146836193280
2033311,9797261357878345728
2033487,9797107323171241984
2033565,9797290116979359744
2033617,9797293209355812864
2033619,9797293209355812864
2033621,9797293209355812864
2033647,9797293724751888384
2033651,9797270325770059776
2033653,9797270325770059776
2033653,9797270497568751616
2033675,9797276957199564800
2033697,9797272868390699008
2033697,9797273040189390848
2033697,9797273108908867584
2033703,9797261357878345728
2033877,9797272799671222272
2033877,9797272868390699008
2033949,9797290116979359744
2033951,9797290116979359744
2033953,9797289704662499328
2033953,9797290082619621376
2033953,9797290116979359744
2057848,9818887823883763712
2057860,9818887823883763712
2081074,9818748185907036160
2081080,9818748185907036160
2081102,9818748185907036160
2081124,9818748185907036160
2081146,9818741382678839296
2081152,9818741382678839296
2081156,9818741382678839296
2081164,9818741451398316032
2081166,9818741382678839296
2081166,9818741451398316032
2081172,9818741451398316032
2081380,9825958680082776064
2081396,9825958680082776064
2087803,9818331745878016000
2119652,9798070735875342336
2119658,9798070735875342336
2119660,9798070735875342336
2119684,9798070735875342336
2119694,9798070735875342336
2119706,9798070735875342336
2119736,9798070735875342336
22248809,9794925651583565824
22248811,9794925651583565824
22248813,9794925651583565824
22248815,9794925651583565824
22248817,9794925651583565824
22248819,9794925651583565824
22248821,9794925651583565824
22248881,9794925479784873984
22248911,9794932111214379008
22248913,9794932111214379008
22251083,9794960251840102400
22251463,9795001552245620736
22322639,5961018009567887360
22473481,9792229477273567232
22473553,9792229477273567232
22473841,9792229477273567232
2261437,5957879453626400768
2261437,5957879487986139136
2261689,5957879487986139136
2261693,5957877014084976640
2355304,9796851686717784064
2385840,9797055474326044672
2385842,9797055474326044672
2385848,9797057157953224704
2385878,9797045269483749376
2385878,9797051900913254400
2385888,9797057157953224704
2385920,9797023622848577536
2386790,9797058669781712896
2386992,9797055474326044672
2386994,9797057157953224704
2387958,9796865052656009216
2388444,9796865052656009216
2439920,9798094615893508096
2439930,9797628491682807808
2439944,9798094615893508096
2439956,9798094615893508096
2440034,9798096162081734656
2440036,9798096162081734656
2440046,9798096162081734656
2440202,9797311866693746688
2440280,9797311866693746688
2440402,9798095818484350976
2440434,9797311866693746688
2440484,9798084136173305856
2441430,9797412746885595136
2441524,9797405634419752960
2441532,9797405634419752960
2441544,9797405634419752960
2441636,9797403057439375360
2441636,9797405634419752960
2441672,9797404844145770496
2441724,9797404569267863552
2441726,9797404569267863552
2441752,9797404569267863552
2441842,9797403950792572928
2442176,9797405634419752960
2442188,9797403950792572928
2442190,9797403950792572928
2442274,9798084136173305856
2442480,9797403950792572928
2442484,9797404569267863552
2443544,9797370793645047808
2443546,9797370793645047808
2443590,9797370793645047808
2444070,9797370793645047808
2444072,9797370793645047808
2511009,9790471598698921984
2511027,9790471598698921984
2512469,9790445141700378624
2644544,5957568257476001792
2648676,5959028924313763840
2648690,5959028924313763840
2648706,5959028924313763840
2649230,5959028924313763840
2649232,5959028924313763840
2722805,5959220686013595648
2722805,5959220789092810752
2925399,9790292034706210816
2926415,9790282895015804928
2926427,9790236887326130176
2926435,9790234138547060736
2926437,9790236887326130176
2926479,9790236887326130176
2926539,9790236612448223232
2926541,9790236612448223232
2926553,9790236612448223232
2926555,9790236612448223232
2926561,9790236612448223232
2926669,9790236612448223232
2926699,9790236612448223232
2927377,9790148926395908096
2927525,9790234138547060736
2927527,9790234138547060736
2927529,9790234138547060736
3318580,5525968780607356928
3318586,5525968780607356928
3318608,5525968780607356928
3319308,5525968780607356928
3319310,5525968780607356928
3404831,9817943068517597184
3404911,9817927847153500160
3404961,9817928912305389568
3404961,9817928946665127936
3404961,9817928981024866304
3404961,9817929015384604672
3404965,9817928912305389568
3404975,9817928946665127936
3404975,9817928981024866304
3404977,9817928912305389568
3404983,9817939185867161600
3404997,9817929565140418560
3404999,9817938326873702400
3404999,9817938464312655872
3405009,9817929565140418560
3405061,9817929565140418560
3405259,9818351124770455552
3405259,9818351846324961280
3405397,9818355763335135232
3405437,9818355969493565440
3405457,9818357000285716480
3405493,9818356278731210752
3405493,9818356381810425856
3405493,9818356416170164224
3405493,9818357000285716480
3405549,9818349028826415104
3405599,9818349028826415104
3405643,9818345627212316672
3405647,9818346486205775872
3405649,9818346486205775872
3405655,9818345627212316672
3405657,9818348444710862848
3405665,9818348444710862848
3405667,9818348444710862848
3405669,9818346486205775872
3405671,9818346486205775872
3405673,9818345867730485248
3405673,9818346314407084032
3405673,9818356656688332800
3405677,9818346383126560768
3405677,9818346486205775872
3405679,9818346383126560768
3405695,9818348444710862848
3405699,9818348444710862848
3405703,9818345867730485248
3405703,9818345902090223616
3405703,9818345936449961984
3405709,9818348444710862848
3405723,9818346589284990976
3405723,9818346623644729344
3405727,9818346589284990976
3405727,9818346623644729344
3405731,9818348238552432640
3405747,9818348066753740800
3405747,9818348101113479168
3405747,9818348272912171008
3405747,9818348444710862848
3405753,9818346211327868928
3405753,9818346383126560768
3405755,9818346211327868928
3405755,9818346623644729344
3405761,9818348238552432640
3405761,9818348272912171008
3405771,9818348066753740800
3405791,9818346211327868928
3405877,9817928912305389568
3405881,9817928912305389568
3405883,9817928637427482624
3405883,9817928809226174464
3405883,9817928912305389568
3405883,9817928946665127936
3405883,9817929015384604672
3405931,9818357000285716480
3405955,9818345627212316672
3405993,9817928912305389568
3406023,9818323808778452992
3406025,9818323808778452992
3406043,9818323808778452992
3406151,9818348444710862848
3406179,9818348238552432640
3406181,9818348238552432640
3406227,9818328035026272256
3406251,9818346383126560768
3407005,9818346761083682816
3407005,9818346795443421184
3407029,9818344321542258688
3407029,9818344355901997056
3407029,9818346795443421184
3407031,9818344355901997056
3407033,9818344321542258688
3407039,9818344321542258688
3407081,9818341229165805568
3407081,9818344321542258688
3407081,9818347035961589760
3407081,9818347070321328128
3407083,9818344321542258688
3407083,9818347035961589760
3408253,9829678877675356160
3408253,9829679186913001472
3408267,9829679186913001472
3574168,9826102475587846144
3574242,9826090999435231232
3574242,9826091102514446336
3574358,9826098077541335040
3594704,9790792243777372160
3594706,9790792243777372160
3595200,9790777091132751872
3595202,9790777091132751872
3595282,9790777091132751872
3595294,9790777091132751872
3595398,9790785681067343872
3595628,9790773139762839552
3596116,9790770390983770112
3597526,9790741082126942208
3597528,9790741082126942208
3597562,9790741082126942208
3597784,9790792243777372160
3597788,9790792243777372160
3597794,9790792243777372160
3597860,9790773139762839552
3598196,9790741082126942208
3624349,9788772887593746432
3624349,9788773265550868480
3881822,9817715469610647552
3881822,9817715503970385920
3881864,9817979180602621952
3881872,9817979180602621952
3881908,9817987667457998848
3881910,9817987667457998848
3881942,9817988423372242944
3881942,9817988457731981312
3881950,9817987667457998848
3881958,9817979180602621952
3881958,9817979592919482368
3882040,9817986258708725760
3882050,9817860914383159296
3882052,9817860914383159296
3882058,9817860914383159296
3882064,9817860914383159296
3882066,9817988766969626624
3882080,9817986258708725760
3882092,9817860914383159296
3882120,9817861464138973184
3882122,9817861464138973184
3882132,9817985227916574720
3882134,9817985227916574720
3882138,9817995467118608384
3882138,9817995741996515328
3882146,9817861464138973184
3882254,9817861945175310336
3882284,9817994745564102656
3882284,9817994779923841024
3882346,9817867580172402688
3882348,9817956365736345600
3882350,9817956365736345600
3882354,9817867580172402688
3882356,9817956365736345600
3882384,9817867580172402688
3882386,9817867580172402688
3882388,9817956365736345600
3882428,9817867580172402688
3882478,9817955575462363136
3882512,9817955575462363136
3882560,9817955506742886400
3882596,9817955506742886400
3882596,9817998731293753344
3882630,9817997872300294144
3882666,9817955231864979456
3882666,9817955334944194560
3882666,9817955438023409664
3882814,9817999074891137024
3882822,9817999074891137024
3882822,9817999109250875392
3883006,9817999074891137024
3883006,9817999109250875392
3883068,9817999281049567232
3883078,9817999487207997440
3883120,9817999281049567232
3883176,9817999487207997440
3883498,9817716947079397376
3883526,9817988629530673152
3883528,9817988766969626624
3883532,9817985743312650240
3883532,9817988629530673152
3883532,9817988663890411520
3883532,9817988766969626624
3883566,9817861464138973184
3883692,9817988457731981312
3883712,9817861464138973184
3883730,9817955575462363136
3883732,9817955575462363136
3883734,9817955575462363136
3883736,9817955575462363136
3883748,9817955334944194560
3883750,9817955334944194560
3883750,9817955541102624768
3883750,9817955575462363136
3883754,9817955231864979456
3883754,9817955334944194560
3883856,9817988457731981312
3883860,9817955575462363136
3883862,9817955334944194560
3885264,9817924720417308672
3885284,9817946367052480512
3885342,9817946710649864192
3885354,9817946229613527040
3885416,9817927297397686272
3885428,9817927263037947904
3885428,9817927297397686272
3885440,9817927263037947904
3885440,9817927297397686272
3885440,9817927640995069952
3885452,9817927297397686272
3885462,9817927640995069952
3885462,9817933825747976192
3885474,9817928465628790784
3885476,9817928465628790784
3885478,9817927709714546688
3885478,9817933825747976192
3885480,9817927709714546688
3885480,9817927744074285056
3885484,9817928465628790784
3885486,9817927915872976896
3885486,9817927950232715264
3885494,9817927950232715264
3885508,9817928465628790784
3885516,9817928465628790784
3885524,9817904654330101760
3885526,9817904654330101760
3885530,9817904654330101760
3885540,9817929084104081408
3885542,9817905478963822592
3885566,9817905719481991168
3885566,9817905753841729536
3885568,9817905719481991168
3885568,9817905753841729536
3885568,9817905856920944640
3885578,9817905719481991168
3885592,9817905272805392384
3885592,9817905719481991168
3885594,9817905272805392384
3885596,9817905719481991168
3885596,9817905753841729536
3885596,9817905856920944640
3885596,9817929290262511616
3885602,9817905272805392384
3885610,9817929290262511616
3885610,9818328035026272256
3885620,9818328035026272256
3885620,9818351468367839232
3885632,9818352018123653120
3885638,9818351468367839232
3885666,9818351434008100864
3885682,9818351846324961280
3885682,9818352018123653120
3885686,9818351915044438016
3885786,9817904654330101760
3885788,9817904654330101760
3885792,9817906234878066688
3885792,9817906269237805056
3885798,9818359955223216128
3886032,9818359955223216128
3886034,9818359955223216128
3886042,9818359955223216128
3921783,9817855932221095936
3921785,9817855932221095936
3921789,9817855932221095936
3921807,9817855932221095936
3921813,9817855519904235520
3921843,9817855519904235520
3921877,9829857960631730176
3921931,9817848373078654976
3922365,9817855519904235520
3922977,9829857960631730176
3923161,9829832878022721536
3924017,9817890841715277824
3924019,9817890841715277824
3924021,9817890841715277824
3924029,9817890841715277824
3924069,9817890841715277824
3925043,9829930425319948288
3925097,9829930150442041344
3925117,9829936541353377792
3925139,9829832878022721536
3925163,9829930150442041344
3925163,9829930219161518080
3925163,9829930425319948288
3931904,9818003679096078336
3931904,9818003885254508544
3934044,9818115726202896384
3934046,9818115726202896384
3934054,9818115726202896384
3934056,9818115726202896384
3934342,9817944133669486592
3934356,9817944133669486592
3934392,9818119986810454016
3934422,9818119986810454016
3934426,9818119986810454016
3934434,9818119986810454016
3934436,9818119196536471552
3934444,9818119986810454016
3934460,9817943102877335552
3934470,9817943068517597184
3934496,9817943583913672704
3934516,9818120399127314432
3934684,9817939220226899968
3934882,9817938258154225664
3934882,9818319067134558208
3934928,9818319307652726784
3934946,9818319067134558208
3935086,9818318929695604736
3935782,9818119986810454016
3935802,9817942140804661248
3935976,9817944133669486592
3935982,9818119986810454016
3935984,9818119986810454016
3936252,9817942140804661248
3936338,9818119986810454016
3940464,9818119986810454016
3983882,9817825764370808832
3983904,9817825764370808832
3983942,9817825764370808832
3983944,9817825764370808832
3983998,9817825764370808832
3985976,9817705024250183680
3985982,9817705024250183680
3986036,9817703306263265280
3986048,9817703306263265280
3986108,9817703478061957120
3986114,9817705986322857984
3986122,9817706261200764928
3986132,9817704371415154688
3986134,9817704371415154688
3986148,9817990828553928704
3986152,9817990862913667072
3986152,9817990965992882176
3986162,9817990038279946240
3986166,9817990965992882176
3986168,9817990965992882176
3986176,9817990965992882176
3986192,9817991275230527488
3986192,9817991515748696064
3986194,9817991515748696064
3986284,9817698530259632128
3986288,9817698427180417024
3986288,9817698530259632128
3986288,9817705574005997568
3986292,9817705024250183680
3986352,9817988011055382528
3986352,9817988182854074368
3986356,9817991515748696064
3986356,9817993027577184256
3986356,9817993061936922624
3986380,9817706261200764928
3986382,9817706261200764928
3986394,9817706261200764928
3986430,9817991275230527488
3986432,9817991275230527488
3986450,9817991275230527488
3997424,9829359229029318656
3997424,9829359263389057024
3997438,9829369365152137216
3997442,9829361050095452160
3997442,9829361702930481152
3997444,9829361702930481152
3997454,9829369193353445376
3997454,9829369296432660480
3997458,9829362046527864832
3997458,9829362115247341568
3997458,9829362252686295040
3997458,9829362287046033408
3997460,9829362252686295040
3997460,9829362287046033408
3997468,9829362252686295040
3997468,9829362493204463616
3997470,9829362252686295040
3997470,9829362355765510144
3997470,9829362493204463616
3997472,9829362561923940352
3997472,9829369158993707008
3997474,9829363249118707712
3997476,9829319852769148928
3997478,9829319852769148928
3997480,9829362493204463616
3997480,9829362527564201984
3997480,9829362561923940352
3997482,9829362493204463616
3997484,9829363249118707712
3997486,9829363111679754240
3997488,9829363111679754240
3997492,9829362561923940352
3997506,9829362458844725248
3997506,9829362493204463616
3997508,9829362458844725248
3997510,9829362458844725248
3997516,9829319852769148928
3997526,9829363111679754240
3997528,9829362458844725248
3997528,9829362493204463616
3997536,9829362458844725248
3997730,9829375309386874880
3997908,9829260547860725760
3997918,9829260547860725760
3997924,9829259585788051456
3997924,9829260547860725760
3997934,9829260547860725760
3997946,9829260547860725760
3997990,9829362287046033408
3997996,9829359263389057024
3999726,9829260616580202496
3999744,9829260616580202496
3999754,9829260616580202496
3999814,9829257111886888960
3999894,9829257111886888960
4003550,9831160641392476160
4003550,9831160675752214528
4003574,9829303360094732288
4003576,9831161122428813312
4003578,9831160675752214528
4003578,9831161122428813312
4003586,9831161122428813312
4003588,9831160469593784320
4003588,9831161122428813312
4003598,9831161053709336576
4003614,9831160332154830848
4003802,9831164833280557056
4003806,9831164833280557056
4003848,9831164833280557056
4011376,9829260616580202496
4035884,9828674542522859520
4035894,9828674645602074624
4035898,9828667155179110400
4035898,9828667189538848768
4035916,9828674645602074624
4252894,5959709315852926976
4253264,5959707219908886528
455916,9819192904000733184
455922,9819192663482564608
455922,9819192904000733184
456544,9819192904000733184
456544,9819192972720209920
4570521,5527093718441525248
4570523,5527093718441525248
4570531,5527093718441525248
4570543,5527097394933530624
4570569,5527096364141379584
4570571,5527096261062164480
4570571,5527096364141379584
4570579,5527096707738763264
4570599,5527103785844867072
4571133,5527096707738763264
4571133,5527102926851407872
4571135,5527096707738763264
4571135,5527102926851407872
4571137,5527102926851407872
4571139,5527102926851407872
4571141,5527099937554169856
4571147,5527099937554169856
4571149,5527099937554169856
4571153,5527103236089053184
4571155,5527103236089053184
4571191,5527102926851407872
4571191,5527103236089053184
4571691,5527104232521465856
4571693,5527104232521465856
4571815,5527103785844867072
4572281,5527103785844867072
4572281,5527121927786725376
4572283,5527121927786725376
4572287,5527121893426987008
4572287,5527121927786725376
4572289,5527121893426987008
4572301,5527119797482946560
4572301,5527121893426987008
4572303,5527119797482946560
4572365,5527119316446609408
4572365,5527119350806347776
4572379,5527119316446609408
4572383,5527119797482946560
4572385,5527119797482946560
4572387,5527119797482946560
4572391,5527119316446609408
4572391,5527119350806347776
4572393,5527119316446609408
4573737,5527132682384834560
4573739,5527132682384834560
4594079,5526913673412476928
4594099,5526913673412476928
4594189,5526913673412476928
4594231,5527156459323785216
4594381,5527148212986576896
4594383,5527148212986576896
4594385,5527148212986576896
4594387,5527148212986576896
4594393,5527148212986576896
4594395,5527148212986576896
4594395,5527195114029449216
4594397,5527148212986576896
4594397,5527195114029449216
4594401,5527195114029449216
4594413,5527195114029449216
4594415,5527195423267094528
4594417,5527195423267094528
4594419,5527195423267094528
4594433,5527195423267094528
4594551,5527156390604308480
4594551,5527156459323785216
4594593,5527195114029449216
4594799,5527156459323785216
4595003,5527312521255452672
4595087,5527312521255452672
4599401,5527750470480691200
4599545,5527750470480691200
4599747,5527740471796826112
4599753,5527730713631129600
4599759,5527740746674733056
4599775,5527741433869500416
4600021,5527740471796826112
4600029,5527740746674733056
4600037,5527740746674733056
4600057,5527741433869500416
4994597,9793260028906438656
4995405,9793260028906438656
4995407,9793260028906438656
4995413,9793260028906438656
4995471,9792545415067860992
4995471,9792547236133994496
4995479,9792545415067860992
4995859,9795094083021045760
4995859,9795095904087179264
4997419,9792590529404338176
4997421,9792614237623812096
4997461,9792602864550412288
4997467,9792602520953028608
4997473,9792602520953028608
4997485,9792602520953028608
4997495,9792603242507534336
4997511,9792602211715383296
4997517,9792600390649249792
4997517,9792602211715383296
4997521,9792604238939947008
