s2_l13,n_buildings,max_depth,mean_depth,lat,lng
9673806474324738048,1,2.107,2.107,29.0597,-95.449
9673810975450464256,6,0.312,0.239,28.973699999999997,-95.56054999999999
9673811009810202624,7,0.347,0.20942857142857144,28.959300000000002,-95.5543
9673811044169940992,22,0.375,0.1838181818181818,28.9485,-95.55568636363637
9673811112889417728,30,0.372,0.21866666666666668,28.93699666666667,-95.54930333333333
9673811147249156096,4,0.237,0.11224999999999999,28.934525,-95.5534
9673811250328371200,1,0.838,0.838,28.9524,-95.5804
9673811422127063040,2,0.977,0.968,28.9531,-95.584
9673811456486801408,6,0.983,0.968,28.95396666666667,-95.58468333333333
9673811628285493248,15,1.182,1.0395333333333334,28.956239999999998,-95.58115333333333
9673811697004969984,6,0.859,0.3285,28.9727,-95.56301666666667
9673811765724446720,5,1.115,0.6666,28.986259999999998,-95.57791999999999
9673812006242615296,1,1.035,1.035,29.0001,-95.5866
9673812143681568768,16,0.765,0.3010625,28.9927,-95.5953
9673812178041307136,67,1.528,1.0567910447761195,28.995479104477614,-95.58930895522387
9673812212401045504,8,1.433,0.826125,28.9876,-95.5899
9673812246760783872,4,0.774,0.6515,28.987625,-95.59475
9673813792949010432,3,2.618,1.6783333333333335,28.9395,-95.68523333333333
9673832450286944256,1,2.273,2.273,29.1383,-95.4812
9673832484646682624,3,1.398,1.362,29.1541,-95.48233333333333
9673833721597263872,2,1.279,1.27,29.1558,-95.47704999999999
9673833824676478976,1,1.428,1.428,29.155,-95.4765
9673846778297843712,3,0.134,0.134,29.111033333333335,-95.3608
9673848290126331904,2,0.516,0.516,29.06525,-95.3771
9673848324486070272,3,0.516,0.516,29.067866666666664,-95.37496666666668
9673850592228802560,3,0.137,0.137,29.032766666666664,-95.33806666666668
9673851760459907072,1,0.156,0.156,28.9747,-95.2797
9673851966618337280,7,0.692,0.6745714285714286,28.974999999999998,-95.2622142857143
9673854062562377728,16,0.411,0.2455,29.08625,-95.27785
9673854165641592832,223,1.922,0.520542600896861,29.087181614349774,-95.28462600896862
9673854200001331200,36,0.662,0.6126944444444445,29.086008333333332,-95.29085555555555
9673894022938099712,7,0.534,0.4198571428571429,29.57634285714286,-95.37461428571429
9673894057297838080,3,0.384,0.23399999999999999,29.577033333333333,-95.37233333333334
9673894091657576448,3,0.083,0.067,29.57596666666667,-95.37123333333334
9673903506225889280,18,0.149,0.049444444444444444,29.589177777777778,-95.14707777777778
9673910962289115136,1,0.627,0.627,29.7146,-95.2077
9673941611175739392,3,1.14,0.6336666666666667,29.756866666666667,-95.31986666666667
9673942195291291648,4,2.363,1.2874999999999999,29.76315,-95.3567
9673942229651030016,3,1.213,0.7353333333333333,29.763366666666666,-95.3682
9673942332730245120,2,5.254,2.9099999999999997,29.7612,-95.3766
9673942367089983488,1,0.932,0.932,29.7622,-95.3935
9673943844558733312,2,2.264,1.3875,29.7622,-95.3941
9673944531753500672,1,1.04,1.04,29.7613,-95.4594
9673946421539110912,206,1.974,1.0324271844660196,29.72855825242718,-95.52735631067961
9673946524618326016,638,4.161,1.4906347962382445,29.726628213166148,-95.53520768025079
9673946558978064384,430,4.161,3.0814046511627904,29.725118372093025,-95.54418441860466
9673946593337802752,33,3.259,2.8837272727272727,29.72580606060606,-95.55357272727272
9673947005654663168,1,0.24,0.24,29.7598,-95.5002
9673947521050738688,3,1.258,0.9846666666666667,29.772133333333333,-95.47933333333333
9673948036446814208,2,2.875,2.8209999999999997,29.7676,-95.5175
9673948070806552576,5,2.076,2.0008,29.76988,-95.52514
9673948173885767680,1,1.617,1.617,29.7713,-95.5351
9673950441628499968,1,0.053,0.053,29.7701,-95.4772
9673954839675011072,1,0.044,0.044,30.0413,-95.403
9673956729460621312,37,0.852,0.371027027027027,29.988635135135137,-95.49406486486487
9673956763820359680,6,0.584,0.5703333333333332,29.985866666666666,-95.49628333333334
9673957691533295616,243,0.524,0.2770411522633745,30.022375720164607,-95.54758477366255
9673957794612510720,22,0.354,0.15981818181818183,30.02388636363636,-95.55193181818181
9673957863331987456,8,0.524,0.355875,30.0189125,-95.548225
9673968136893759488,5,0.121,0.121,29.91626,-95.66162
9673969476923555840,44,0.261,0.08770454545454545,29.85153409090909,-95.72309772727273
9673969511283294208,33,0.279,0.15154545454545457,29.849581818181818,-95.72521212121212
9674057162975870976,7,0.135,0.07857142857142858,29.821885714285713,-95.75638571428571
9674060220992585728,44,0.999,0.5161136363636364,29.997979545454545,-95.73961818181819
9674060255352324096,1,0.516,0.516,29.997,-95.7407
9674060324071800832,18,0.401,0.2441666666666667,29.999972222222222,-95.73981666666667
9674212778230939648,5,1.265,1.1692,28.93822,-95.74557999999999
9674212984389369856,4,1.334,1.1832500000000001,28.937025,-95.7671
9674239372668436480,43,0.801,0.34362790697674417,28.75562093023256,-95.76978139534883
9674239544467128320,11,0.556,0.2593636363636364,28.758227272727275,-95.77362727272727
9674265692228026368,3,0.598,0.23299999999999998,28.710233333333335,-96.2095
9674265795307241472,2,0.886,0.563,28.71375,-96.20224999999999
9674269884116107264,1,1.373,1.373,28.7852,-96.1524
9674270021555060736,2,0.527,0.5185,28.81145,-96.1462
9674272461096484864,4,0.834,0.60175,28.84515,-96.14869999999999
9674272839053606912,9,1.441,0.4335555555555556,28.821166666666663,-96.14067777777778
9674272873413345280,13,1.868,1.1391538461538462,28.831092307692305,-96.13718461538461
9674272942132822016,4,1.052,0.48025,28.819225,-96.14330000000001
9674275931430060032,4,0.586,0.32525,28.793225,-96.15587500000001
9674276034509275136,2,1.451,0.7545000000000001,28.7847,-96.1554
9675059986299879424,1,0.562,0.562,30.2815,-97.6499
9675079055954673664,1,0.093,0.093,30.3798,-97.6638
9675629979999666176,4,0.168,0.07525,30.36815,-96.11895
9675754946368110592,2,0.099,0.099,30.192700000000002,-95.56615
9675758554140639232,3,0.004,0.004,30.06533333333333,-95.5143
9675766628679155712,1,0.007,0.007,30.2291,-95.5191
9675794116469850112,1,0.192,0.192,30.0994,-95.1486
9677154590310531072,14,1.011,0.6867857142857143,32.97382142857143,-96.95481428571429
9677158610399920128,1,0.462,0.462,32.9732,-97.049
9677161565337419776,25,1.166,0.47716000000000003,32.977772,-96.95798
9681774050975678464,1,0.006,0.006,29.6028,-98.2657
9681774188414631936,1,0.006,0.006,29.5889,-98.2689
9681774944328876032,3,0.006,0.006000000000000001,29.572966666666662,-98.258
9681821467414626304,12,0.007,0.006833333333333334,29.720558333333333,-98.12624166666667
9682572846173257728,1,0.118,0.118,29.2885,-100.424
9684277192275525632,1,1.051,1.051,26.111,-98.0201
9684285507332210688,7,0.601,0.34685714285714286,26.138299999999997,-97.8230142857143
9684285541691949056,13,1.367,0.4376923076923077,26.134384615384615,-97.82284615384616
9685546612809531392,1,0.45,0.45,28.42,-96.4873
9685551698050809856,1,0.094,0.094,28.5097,-96.506
9687152793139281920,11,0.035,0.035,26.062036363636366,-97.20491818181819
9687152861858758656,6,0.035,0.035,26.070733333333333,-97.21321666666667
9687152896218497024,46,0.035,0.035,26.06479782608696,-97.20613043478261
9716098330093682688,4,0.057,0.0555,31.89685,-111.00025
9716098433172897792,3,0.057,0.031,31.896933333333333,-110.99766666666666
9716124821451964416,1,0.032,0.032,31.7598,-111.007
9716125474286993408,1,0.075,0.075,31.8113,-111.0
9716130250290626560,1,0.014,0.014,31.5917,-111.048
9716131040564609024,6,0.035,0.035,31.6223,-111.04233333333333
9716131143643824128,8,0.035,0.035,31.624275,-111.04475000000001
9716961378002010112,3,0.069,0.069,31.904300000000003,-109.15533333333333
9716962236995469312,1,0.069,0.069,31.9171,-109.132
9734706533601640448,9,0.012,0.012,35.10868888888889,-106.52566666666667
9734706636680855552,4,0.012,0.012,35.110299999999995,-106.52175
9734944165552193536,1,0.089,0.089,35.6139,-105.208
9740588302334951424,7,0.065,0.059428571428571435,35.16395714285714,-111.68142857142857
9740588336694689792,4,0.065,0.065,35.16825,-111.67
9740588371054428160,18,0.065,0.065,35.169783333333335,-111.66822222222223
9740588852090765312,38,0.023,0.023,35.19101578947369,-111.66965789473684
9740589058249195520,35,0.023,0.02271428571428571,35.235194285714286,-111.67285714285715
9740589161328410624,2,0.023,0.023,35.2385,-111.6785
9740591841388003328,7,0.023,0.023,35.22117142857143,-111.65657142857143
9740591875747741696,33,0.023,0.022484848484848486,35.21878484848485,-111.65306060606062
9740594761965764608,9,0.094,0.094,35.24817777777778,-111.47644444444444
9740594830685241344,1,0.095,0.095,35.2509,-111.501
9740594865044979712,2,0.095,0.095,35.252449999999996,-111.502
9740594899404718080,4,0.095,0.077,35.2578,-111.51725
9740595002483933184,16,0.227,0.227,35.23695,-111.5411875
9740595036843671552,5,0.095,0.095,35.248360000000005,-111.5374
9740595208642363392,3,0.095,0.09500000000000001,35.257299999999994,-111.54366666666668
9740595243002101760,1,0.095,0.095,35.2576,-111.549
9740595655318962176,34,0.223,0.223,35.19966176470589,-111.56829411764706
9740595689678700544,1,0.091,0.091,35.198,-111.564
9740595998916345856,2,0.227,0.227,35.2334,-111.5395
9740596239434514432,4,0.094,0.06025,35.24545,-111.4765
9740598060500647936,1,0.225,0.225,35.1792,-111.611
9740598369738293248,112,0.223,0.21454464285714286,35.20302410714286,-111.57642857142856
9740598404098031616,21,1.186,0.4952857142857143,35.21235238095238,-111.57538095238095
9740598507177246720,1,0.223,0.223,35.2052,-111.592
9740598541536985088,3,0.223,0.223,35.2029,-111.60233333333333
9740598610256461824,1,0.223,0.223,35.2105,-111.616
9740598644616200192,14,0.223,0.1827142857142857,35.206964285714285,-111.60964285714286
9740598713335676928,91,0.223,0.2115054945054945,35.19777032967033,-111.59830769230769
9740598782055153664,1,0.225,0.225,35.1814,-111.609
9740599091292798976,72,0.023,0.02248611111111111,35.19831388888889,-111.6515138888889
9740599125652537344,17,0.023,0.023,35.20945294117647,-111.65305882352942
9740599194372014080,24,0.023,0.02295833333333333,35.19428333333334,-111.6605
9740599263091490816,18,0.023,0.02272222222222222,35.191627777777775,-111.64833333333334
9740599331810967552,12,0.359,0.32625,35.17685,-111.66199999999999
9740709042455576576,3,0.482,0.2996666666666667,35.233,-111.45666666666666
9740709111175053312,2,0.095,0.0805,35.24215,-111.47399999999999
9740709248614006784,2,0.482,0.3155,35.2393,-111.43
9740710588643803136,14,0.094,0.09,35.24937142857143,-111.47407142857142
9750910792374419456,1,0.099,0.099,41.0422,-111.32
9751806138436812800,7,0.137,0.137,42.782828571428574,-112.23142857142857
9751806585113411584,2,0.253,0.253,42.7651,-112.22
9751822493672275968,1,0.559,0.559,42.625,-112.108
9751825826566897664,1,0.103,0.103,42.6232,-112.035
9751852695882301440,1,0.038,0.038,42.9077,-111.529
9756340593109237760,1,0.697,0.697,41.7279,-104.18
9757423474623643648,1,0.109,0.109,40.3424,-105.073
9757425123891085312,1,1.292,1.292,40.3024,-105.133
9760487332493918208,1,0.066,0.066,40.4205,-101.517
9760908342368141312,3,0.083,0.083,40.383833333333335,-101.23433333333332
9760909407520030720,1,0.114,0.114,40.3604,-101.166
9766387414967779328,1,0.008,0.008,43.6204,-96.9414
9768129384983560192,1,0.157,0.157,43.2411,-97.684
9769305690626588672,1,0.538,0.538,41.1759,-95.9963
9769305724986327040,3,0.584,0.47300000000000003,41.1745,-95.99493333333334
9769305759346065408,2,0.154,0.1245,41.17445,-95.99285
9769313318488506368,1,0.172,0.172,41.2972,-96.064
9769418768525557760,1,0.038,0.038,41.2774,-96.0986
9776500482401894400,1,0.288,0.288,34.7202,-98.393
9777881400286904320,2,0.711,0.6795,35.588049999999996,-97.6221
9777881434646642688,2,0.591,0.3015,35.58985,-97.62285
9777882843395915776,16,1.621,1.0470625,35.58320625,-97.6238625
9777883083914084352,1,0.271,0.271,35.5531,-97.6328
9779933673099886592,2,0.022,0.0135,38.4121,-96.21119999999999
9780001842820808704,1,0.701,0.701,37.5434,-96.3464
9780002152058454016,1,0.823,0.823,37.5516,-96.2983
9780003835685634048,1,0.724,0.724,37.5174,-96.2762
9780005347514122240,1,0.029,0.029,37.6205,-96.282
9780010054798278656,1,1.132,1.132,37.4869,-96.1573
9780012459979964416,1,0.132,0.132,37.5331,-96.0749
9780187144889827328,1,0.25,0.25,37.7377,-96.6798
9780403645601284096,1,0.023,0.023,37.674,-97.1672
9780406703617998848,4,0.413,0.27949999999999997,37.6915,-97.194625
9780406875416690688,1,0.546,0.546,37.6958,-97.2004
9780406909776429056,4,1.593,0.7865,37.697025,-97.206
9780607089612161024,1,0.166,0.166,37.8255,-96.8858
9780920656584507392,1,0.115,0.115,38.8647,-97.6171
9781533977914376192,1,0.56,0.56,39.0185,-95.7307
9781921796281335808,1,0.636,0.636,39.3076,-94.7131
9781998177979727872,1,0.099,0.099,38.8072,-94.9363
9782663794831392768,1,0.046,0.046,39.2246,-93.0633
9788772887593746432,14,0.481,0.38478571428571423,38.62442142857143,-90.27375714285714
9788772921953484800,13,0.481,0.4012307692307692,38.624761538461534,-90.27040000000001
9788773265550868480,3,0.481,0.3363333333333333,38.62263333333333,-90.28136666666666
9790148926395908096,2,0.105,0.069,39.65275,-91.7278
9790234138547060736,1,0.468,0.468,39.7093,-91.3509
9790236612448223232,1,0.072,0.072,39.6822,-91.402
9790236887326130176,1,0.396,0.396,39.6988,-91.3771
9790251936891535360,5,0.108,0.10800000000000001,39.9439,-91.4207
9790252039970750464,3,0.108,0.108,39.93933333333334,-91.41826666666667
9790253002043424768,3,0.387,0.242,39.9032,-91.38646666666666
9790253139482378240,4,0.335,0.329,39.909475,-91.37469999999999
9790253620518715392,11,0.657,0.3159090909090909,39.95802727272727,-91.39860909090909
9790253757957668864,1,0.657,0.657,39.9582,-91.3829
9790253792317407232,5,0.657,0.36920000000000003,39.959199999999996,-91.37129999999999
9790282895015804928,1,0.065,0.065,39.6989,-91.0396
9790292034706210816,1,0.028,0.028,39.8308,-91.0488
9790445141700378624,1,0.042,0.042,38.8163,-91.1327
9790471598698921984,2,0.008,0.008,38.96925,-90.97749999999999
9790605601678557184,3,0.027,0.027,38.7994,-90.30953333333333
9790611648992509952,1,15.544,15.544,38.9693,-90.4294
9790613126461259776,6,8.546,8.314833333333333,38.92411666666667,-90.34926666666667
9790613195180736512,6,8.366,6.8735,38.91193333333333,-90.34429999999999
9790613229540474880,57,9.062,8.357140350877193,38.923163157894734,-90.34219649122807
9790613263900213248,124,13.677,8.316379032258064,38.92654516129032,-90.34322096774194
9790613298259951616,69,13.677,8.973768115942027,38.92696231884058,-90.34816231884058
9790613504418381824,3,11.715,11.048666666666668,38.927366666666664,-90.33633333333334
9790613538778120192,1,9.29,9.29,38.9156,-90.3345
9790615978319544320,2,19.482,18.9045,38.91565,-90.22805
9790618898897305600,6,5.594,5.3685,38.89386666666667,-90.21679999999999
9790618933257043968,1,5.594,5.594,38.8937,-90.2149
9790618967616782336,4,8.001,6.11975,38.88785,-90.21355
9790619001976520704,6,5.594,5.593833333333333,38.89325,-90.21733333333333
9790619070695997440,45,6.188,5.491911111111111,38.86728222222222,-90.22261999999999
9790619139415474176,1,6.845,6.845,38.8756,-90.2063
9790619173775212544,2,6.845,4.955,38.8748,-90.20375
9790619276854427648,3,14.459,6.456666666666667,38.88183333333333,-90.18843333333332
9790619311214166016,40,7.07,2.08615,38.8910725,-90.188305
9790619379933642752,5,4.576,2.929,38.8985,-90.20192
9790619414293381120,4,1.995,1.45425,38.894575,-90.1961
9790619483012857856,75,22.354,7.469173333333333,38.88967066666667,-90.18199066666666
9790619517372596224,3,19.033,17.048333333333332,38.886833333333335,-90.17663333333333
9790619792250503168,2,3.565,2.058,38.86775,-90.15265
9790621647676375040,58,6.84,6.1546379310344825,38.86921724137931,-90.22581206896551
9790621716395851776,7,5.497,4.682571428571428,38.877828571428566,-90.24018571428572
9790621750755590144,22,7.036,5.68,38.87474090909091,-90.22730909090909
9790621888194543616,5,6.399,5.593999999999999,38.88614,-90.23725999999999
9790632642792652800,2,13.572,10.9355,38.81165,-90.11115000000001
9790643363031023616,7,7.356,7.278428571428571,38.8422,-90.0960857142857
9790643500469977088,6,15.596,12.1255,38.83233333333333,-90.10593333333333
9790643534829715456,95,12.85,7.332231578947368,38.83695157894737,-90.09691578947368
9790643569189453824,103,7.356,7.062922330097087,38.82841553398058,-90.09874951456311
9790643603549192192,9,15.596,10.159888888888888,38.8284,-90.10705555555555
9790643637908930560,2,15.596,15.596,38.8241,-90.11645
9790644015866052608,1,28.27,28.27,38.8564,-90.131
9790644050225790976,3,15.106,13.810666666666668,38.85656666666667,-90.12483333333334
9790644153305006080,7,36.68,11.357285714285714,38.859114285714284,-90.11708571428572
9790644187664744448,15,6.866,6.443066666666667,38.868433333333336,-90.11685333333334
9790644222024482816,34,6.245,5.594029411764706,38.882373529411765,-90.11594117647059
9790644256384221184,130,6.866,5.738623076923076,38.88001615384616,-90.12275538461537
9790644359463436288,1,16.411,16.411,38.8667,-90.1405
9790644634341343232,1,4.979,4.979,38.8835,-90.1216
9790644668701081600,191,6.245,5.245717277486911,38.88535602094241,-90.11605078534032
9790644806140035072,105,4.823,3.5348380952380953,38.885625714285716,-90.10115333333334
9790644840499773440,216,6.212,3.8683101851851855,38.88502546296296,-90.10563796296297
9790644874859511808,432,4.35,3.154236111111111,38.87907199074074,-90.10417986111112
9790644909219250176,5,4.082,3.2561999999999998,38.8725,-90.10298
9790644943578988544,328,8.12,6.754868902439025,38.87025213414634,-90.09861737804879
9790644977938726912,954,7.101,4.0559213836477985,38.87778542976939,-90.09868532494758
9790645012298465280,312,4.639,4.010692307692308,38.875924679487184,-90.09045801282052
9790645046658203648,327,8.275,5.935795107033639,38.870584403669724,-90.08912232415902
9790645081017942016,40,8.11,7.060575,38.8701325,-90.0831625
9790645115377680384,6,2.639,1.6081666666666665,38.87558333333333,-90.0828
9790741082126942208,1,0.001,0.001,39.5281,-90.592
9790770390983770112,2,0.261,0.261,39.7839,-90.5409
9790773139762839552,1,0.075,0.075,39.8438,-90.4853
9790774720310804480,1,0.021,0.021,39.8407,-90.5048
9790777091132751872,1,0.302,0.302,39.8862,-90.5311
9790785681067343872,1,0.207,0.207,39.8679,-90.4047
9790790525790453760,1,0.161,0.161,39.9711,-90.2833
9790792243777372160,1,0.013,0.013,39.9435,-90.2547
9790864055630561280,1,0.309,0.309,40.3487,-90.1211
9790871099376926720,1,0.826,0.826,40.5472,-90.0476
9790871202456141824,5,0.769,0.393,40.54894,-90.04432
9790873745076781056,1,0.685,0.685,40.5734,-90.0464
9790873813796257792,1,0.312,0.312,40.5568,-90.0515
9790876940532449280,1,0.553,0.553,40.5334,-90.0767
9790880445225762816,2,0.636,0.636,40.53375,-90.14985
9790881029341315072,1,0.442,0.442,40.5789,-90.1643
9790911678227939328,1,0.321,0.321,40.5202,-90.4297
9790937344952500224,1,0.046,0.046,40.1907,-90.4748
9790942567632732160,1,0.184,0.184,40.2947,-90.3446
9790944766655987712,1,0.046,0.046,40.2134,-90.3453
9790954524821684224,1,0.056,0.056,39.9997,-90.3109
9790963149116014592,1,0.24,0.24,40.1182,-90.5701
9791019018050600960,2,0.235,0.199,40.12105,-91.074
9791022316585484288,1,0.193,0.193,40.1633,-91.1877
9791046608920510464,1,0.012,0.012,40.3454,-91.1016
9791050044894347264,1,0.049,0.049,40.4115,-91.1367
9791315851830362112,2,0.247,0.247,40.9475,-90.3793
9791315989269315584,1,0.247,0.247,40.9509,-90.3668
9791316092348530688,2,0.247,0.247,40.95285,-90.35955000000001
9791443670057091072,2,0.438,0.438,41.4632,-90.5284
9791444632129765376,1,0.318,0.318,41.4806,-90.5708
9791445353684271104,2,0.318,0.2915,41.4854,-90.56245000000001
9791445869080346624,1,0.031,0.031,41.5493,-90.5274
9791493422958247936,1,0.11,0.11,41.9105,-90.3534
9792215458500313088,2,0.278,0.2775,42.053349999999995,-91.6635
9792229477273567232,1,0.08,0.08,42.0579,-91.7867
9792545415067860992,2,2.898,1.86,41.01845,-92.41815
9792547236133994496,6,0.828,0.8091666666666666,41.0176,-92.42484999999999
9792583210780065792,5,4.303,2.7142,40.89396,-92.20766
9792583554377449472,1,0.768,0.768,40.8722,-92.1889
9792583588737187840,7,8.719,4.3547142857142855,40.881771428571426,-92.19115714285714
9792583623096926208,2,3.091,2.5605,40.885850000000005,-92.19985
9792584001054048256,4,1.553,0.82,40.87135,-92.15525
9792584104133263360,1,0.023,0.023,40.8724,-92.1544
9792589395532972032,1,0.561,0.561,40.8275,-92.0645
9792590323245907968,2,5.596,3.27,40.8108,-92.02545
9792590357605646336,1,7.252,7.252,40.809,-92.0266
9792590529404338176,4,2.664,0.988,40.802925,-91.993925
9792591079160152064,5,5.33,3.9384,40.811099999999996,-92.0437
9792591182239367168,1,8.605,8.605,40.8191,-92.0541
9792591972513349632,1,1.741,1.741,40.8264,-92.0678
9792592041232826368,7,8.998,8.274,40.833885714285714,-92.08531428571429
9792592075592564736,2,7.775,4.2815,40.8305,-92.06935
9792592350470471680,4,1.854,1.0554999999999999,40.845725,-92.1018
9792592419189948416,19,8.12,6.2186315789473685,40.833578947368416,-92.08746842105263
9792592659708116992,3,8.201,5.522000000000001,40.84706666666667,-92.10966666666667
9792592831506808832,6,2.962,2.325833333333333,40.855583333333335,-92.12953333333333
9792592865866547200,3,0.777,0.36966666666666664,40.85666666666666,-92.14153333333333
9792600356289511424,3,0.952,0.8643333333333333,40.72623333333333,-91.9925
9792600390649249792,7,1.196,0.5214285714285715,40.73108571428571,-91.99432857142857
9792602211715383296,14,10.14,6.870642857142857,40.74668571428572,-91.99183571428571
9792602486593290240,2,8.911,5.734,40.76525,-91.974
9792602520953028608,1,8.367,8.367,40.7613,-91.9787
9792602589672505344,5,9.918,8.8402,40.74496,-91.98584000000001
9792602864550412288,10,6.042,4.4174999999999995,40.76678,-91.96481
9792603242507534336,3,8.263,7.7683333333333335,40.75373333333334,-91.92276666666667
9792603276867272704,3,7.123,6.5696666666666665,40.75706666666667,-91.91473333333333
9792604204580208640,4,7.541,5.902,40.72875,-91.95765
9792604238939947008,18,10.742,6.830388888888889,40.73332222222222,-91.95708333333333
9792604273299685376,116,10.487,5.408258620689654,40.73146551724138,-91.96250603448276
9792604307659423744,77,10.153,6.768012987012987,40.72840909090909,-91.9649974025974
9792604342019162112,1,7.806,7.806,40.7272,-91.9686
9792604891774976000,2,0.031,0.0195,40.6737,-91.96235
9792609049303318528,2,4.924,4.4825,40.70845,-91.8433
9792609255461748736,1,2.82,2.82,40.7247,-91.8505
9792609289821487104,20,2.559,1.27295,40.726135,-91.855655
9792609942656516096,4,6.653,5.08675,40.738275,-91.89359999999999
9792610080095469568,3,10.914,8.701,40.732433333333326,-91.8771
9792610251894161408,2,6.253,3.34,40.747600000000006,-91.89425
9792614203264073728,2,8.385,8.078,40.79885,-91.96965
9792614237623812096,19,6.281,4.644052631578947,40.80257368421053,-91.97047894736842
9792762602974085120,2,0.062,0.062,40.6445,-91.56020000000001
9792762706053300224,1,0.062,0.062,40.6442,-91.56
9792775281717542912,1,0.965,0.965,40.9343,-91.6546
9792781260312018944,1,0.031,0.031,40.9457,-91.6837
9792787857381785600,2,3.711,3.6405,40.701800000000006,-91.8253
9792791705672482816,2,1.494,0.986,40.66545,-91.752
9792793217500971008,1,2.076,2.076,40.622,-91.7335
9792793526738616320,8,6.95,6.229375,40.655525,-91.749375
9792793561098354688,4,7.378,3.9712500000000004,40.64745,-91.74695
9792793629817831424,116,4.057,2.2583189655172413,40.63796293103449,-91.73983103448276
9792793664177569792,1,0.564,0.564,40.6273,-91.7383
9792794282652860416,5,4.038,2.627,40.66856,-91.75762
9792794351372337152,6,8.171,6.976166666666667,40.68156666666667,-91.767
9792794523171028992,4,7.398,7.16925,40.68315,-91.76769999999999
9792795004207366144,4,0.06,0.0335,40.697825,-91.800775
9792795038567104512,4,9.517,7.23575,40.6975,-91.80782500000001
9792795141646319616,12,10.4,8.324166666666667,40.698816666666666,-91.81475833333333
9792795176006057984,2,8.304,8.2055,40.7008,-91.82650000000001
9792798611979894784,2,0.43,0.3305,40.6201,-91.73105
9792799058656493568,1,6.449,6.449,40.5841,-91.6921
9792799505333092352,1,5.606,5.606,40.5519,-91.6859
9792802357191376896,1,0.718,0.718,40.4883,-91.7501
9792805071610707968,2,0.115,0.115,40.421549999999996,-91.8024
9792807614231347200,1,0.217,0.217,40.306,-91.8314
9792811462522044416,1,0.467,0.467,40.4023,-91.6784
9792811977918119936,1,0.235,0.235,40.3845,-91.7288
9792814554898497536,1,0.323,0.323,40.4397,-91.6359
9792814761056927744,1,1.301,1.301,40.4099,-91.614
9792814932855619584,3,0.551,0.2916666666666667,40.391466666666666,-91.6055
9792816994439921664,1,0.017,0.017,40.298,-91.6368
9792817028799660032,1,0.185,0.185,40.306,-91.619
9792819605780037632,1,0.685,0.685,40.3593,-91.5271
9792820808370880512,3,1.202,0.5073333333333333,40.38313333333333,-91.58686666666667
9792820877090357248,5,0.728,0.4998,40.3947,-91.59482
9792820911450095616,11,0.677,0.43554545454545457,40.39374545454546,-91.5879909090909
9792821736083816448,12,6.197,3.8135,40.458525,-91.56480833333335
9792824038186287104,1,10.335,10.335,40.4874,-91.5853
9792824313064194048,2,4.329,3.5385,40.46455,-91.56575000000001
9792824347423932416,1,0.333,0.333,40.4662,-91.5694
9792824416143409152,1,5.609,5.609,40.4721,-91.5829
9792824691021316096,2,6.171,5.876,40.49785,-91.606
9792826409008234496,1,1.993,1.993,40.5118,-91.6245
9792827233641955328,1,2.782,2.782,40.5497,-91.632
9792827268001693696,2,1.853,1.4075,40.5507,-91.64475
9792831837846896640,1,1.728,1.728,40.6171,-91.4512
9792861730819276800,1,5.137,5.137,40.3842,-91.4231
9792862040056922112,1,2.313,2.313,40.3855,-91.4641
9792862177495875584,1,0.948,0.948,40.4109,-91.4638
9792885095441367040,1,0.009,0.009,40.0794,-91.3205
9792888050378866688,1,0.203,0.203,40.0896,-91.2765
9792894922326540288,1,0.271,0.271,40.0706,-91.3747
9792909422136131584,1,0.027,0.027,40.0647,-91.541
9792911002684096512,1,0.034,0.034,40.1378,-91.5978
9792916740760403968,1,0.035,0.035,40.2234,-91.6652
9793022259516932096,1,0.581,0.581,40.5336,-92.2827
9793092559541633024,1,0.29,0.29,40.2101,-92.5802
9793092593901371392,2,0.006,0.006,40.2076,-92.5796
9793260028906438656,1,0.308,0.308,41.0844,-92.524
9793267038293065728,1,0.234,0.234,41.2122,-92.5402
9793604210405670912,1,0.447,0.447,39.9678,-93.3535
9793606821745786880,1,0.033,0.033,39.9653,-93.4949
9794925479784873984,1,0.056,0.056,41.6314,-93.5484
9794925651583565824,1,0.077,0.077,41.6588,-93.5448
9794932111214379008,1,0.607,0.607,41.6089,-93.5376
9794940357551587328,1,0.264,0.264,41.5924,-93.7108
9794960251840102400,1,0.02,0.02,41.3767,-93.5593
9795001552245620736,2,0.078,0.078,41.3261,-93.10135
9795094083021045760,1,0.019,0.019,41.316,-93.061
9795095904087179264,1,0.019,0.019,41.3176,-93.0526
9795219977102426112,1,0.05,0.05,41.9614,-92.6192
9795560001073315840,1,0.105,0.105,43.666,-92.9564
9795560035433054208,1,0.139,0.139,43.6712,-92.9524
9795649198954119168,1,0.544,0.544,43.4915,-93.2254
9796851686717784064,1,0.913,0.913,44.7431,-94.6458
9796865052656009216,1,0.121,0.121,44.6283,-94.4442
9797023622848577536,1,0.036,0.036,44.8128,-93.6044
9797045269483749376,1,0.035,0.035,44.8575,-93.4402
9797051900913254400,1,0.035,0.035,44.8781,-93.4777
9797055474326044672,1,0.377,0.377,44.8643,-93.4134
9797055783563689984,2,0.419,0.3265,44.8404,-93.38315
9797056505118195712,4,0.481,0.3805,44.833775,-93.381475
9797056539477934080,1,0.481,0.481,44.8369,-93.3789
9797057157953224704,2,0.231,0.12200000000000001,44.84925,-93.3538
