s2_l13,n_buildings,max_depth,mean_depth,lat,lng
9797058669781712896,1,0.561,0.561,44.8356,-93.3166
9797062621151625216,4,0.126,0.045,44.91145,-93.2426
9797063136547700736,1,0.234,0.234,44.9155,-93.2108
9797065163772264448,1,0.412,0.412,44.9216,-93.1167
9797107323171241984,4,1.229,0.778,44.430875,-93.2058
9797112923808595968,1,1.381,1.381,44.3812,-93.2121
9797113473564409856,6,3.485,1.4141666666666666,44.42786666666667,-93.20530000000001
9797114813594206208,3,3.77,3.764,44.358133333333335,-93.2592
9797237958896517120,1,0.018,0.018,43.8898,-93.4163
9797261357878345728,1,0.097,0.097,44.0318,-93.2508
9797270325770059776,5,1.429,1.1876000000000002,44.16506,-93.2473
9797270497568751616,3,1.102,0.8746666666666667,44.16266666666667,-93.24533333333333
9797271219123257344,4,1.387,0.5742499999999999,44.1001,-93.2343
9797271253482995712,4,1.853,0.9177500000000001,44.096000000000004,-93.22999999999999
9797271768879071232,1,0.8,0.8,44.1045,-93.1898
9797271871958286336,1,0.8,0.8,44.0984,-93.1964
9797271906318024704,1,0.081,0.081,44.0918,-93.2034
9797272146836193280,2,0.102,0.0865,44.0844,-93.2029
9797272799671222272,3,0.273,0.21666666666666667,44.080999999999996,-93.23236666666666
9797272868390699008,2,0.761,0.4155,44.07145,-93.24315
9797273040189390848,2,1.339,1.339,44.067,-93.24605
9797273108908867584,1,1.339,1.339,44.0542,-93.2499
9797276957199564800,1,0.804,0.804,44.1213,-93.382
9797283210671947776,1,0.031,0.031,44.2692,-93.3012
9797289704662499328,1,0.016,0.016,44.3038,-93.2839
9797289979540406272,1,0.337,0.337,44.2854,-93.265
9797290013900144640,2,0.359,0.2135,44.2898,-93.2639
9797290082619621376,1,0.358,0.358,44.3051,-93.2769
9797290116979359744,1,0.132,0.132,44.3088,-93.2724
9797293209355812864,1,0.025,0.025,44.2507,-93.2378
9797293724751888384,4,0.15,0.13624999999999998,44.21925,-93.23975
9797298809993166848,1,0.161,0.161,44.3554,-93.1632
9797311866693746688,1,0.979,0.979,44.3096,-92.7908
9797352514264236032,1,0.074,0.074,43.8771,-92.9236
9797370793645047808,1,0.071,0.071,43.9889,-92.7426
9797403057439375360,2,0.031,0.031,44.06665,-92.509
9797403950792572928,1,0.36,0.36,44.0282,-92.5006
9797404569267863552,1,0.017,0.017,44.0445,-92.4628
9797404844145770496,1,0.095,0.095,44.0578,-92.4918
9797405634419752960,3,0.031,0.031,44.07149999999999,-92.50343333333335
9797412746885595136,2,0.009,0.009,44.1087,-92.57284999999999
9797449408726433792,2,0.107,0.107,44.55395,-92.4905
9797449614884864000,1,0.444,0.444,44.5271,-92.5048
9797454012931375104,1,0.269,0.269,44.6424,-92.5491
9797456796070182912,7,0.368,0.305,44.545542857142856,-92.57045714285714
9797520361586163712,1,0.123,0.123,44.7214,-92.9733
9797536785541103616,1,0.203,0.203,44.946,-92.976
9797540358953893888,5,0.387,0.269,44.84282,-92.87976
9797540393313632256,6,0.569,0.3981666666666667,44.8413,-92.87955
9797614094952431616,1,0.093,0.093,44.7329,-92.4572
9797622994124668928,1,0.764,0.764,44.5343,-92.4152
9797624677751848960,1,0.597,0.597,44.5494,-92.4353
9797624918270017536,1,0.966,0.966,44.5335,-92.4595
9797628491682807808,1,0.381,0.381,44.3775,-92.4079
9797632339973505024,1,0.204,0.204,44.4648,-92.3809
9798070735875342336,2,1.951,1.248,44.09285,-92.01575
9798084136173305856,1,0.542,0.542,44.2926,-92.1776
9798094615893508096,1,0.113,0.113,44.3622,-92.3435
9798095818484350976,1,0.122,0.122,44.3161,-92.41
9798096162081734656,1,0.148,0.148,44.3385,-92.3952
9799050297656475648,1,0.052,0.052,42.7365,-90.3292
9799050881772027904,1,0.038,0.038,42.7707,-90.3366
9799113897532194816,1,0.167,0.167,43.0543,-90.2246
9799114172410101760,1,0.504,0.504,43.0368,-90.2511
9799129634292367360,2,0.178,0.09849999999999999,43.21145,-90.00095
9799129668652105728,2,0.522,0.302,43.213750000000005,-90.00355
9799129771731320832,1,0.171,0.171,43.2305,-90.0028
9799129909170274304,1,0.201,0.201,43.2375,-90.0172
9799130012249489408,2,0.401,0.323,43.25025,-90.03425
9799130149688442880,1,0.288,0.288,43.2178,-90.0279
9799130184048181248,4,0.288,0.26075,43.217825,-90.02895
9799130287127396352,3,0.529,0.333,43.23253333333333,-90.05386666666668
9799132417431175168,1,0.555,0.555,43.2226,-90.1141
9799132967186989056,4,0.562,0.52075,43.249325,-90.106875
9799133585662279680,1,0.503,0.503,43.2679,-90.0854
9799133757460971520,1,0.285,0.285,43.2739,-90.0929
9799133791820709888,1,0.285,0.285,43.2736,-90.0935
9799133826180448256,2,0.52,0.5015000000000001,43.2857,-90.0983
9799134032338878464,4,0.604,0.421,43.258399999999995,-90.106925
9799135234929721344,2,0.078,0.078,43.31925,-90.09635
9799135544167366656,1,0.493,0.493,43.3075,-90.083
9799135922124488704,1,0.326,0.326,43.3185,-90.0464
9799136300081610752,1,0.365,0.365,43.2815,-90.0651
9799136368801087488,3,0.789,0.527,43.277433333333335,-90.07023333333332
9799136471880302592,2,0.606,0.328,43.2567,-90.06155
9799136506240040960,2,0.332,0.28200000000000003,43.26649999999999,-90.05825
9799136540599779328,2,0.337,0.2745,43.2681,-90.04885
9799136609319256064,1,0.311,0.311,43.2595,-90.0445
9799136678038732800,17,0.988,0.4834705882352941,43.27982352941177,-90.04087647058823
9799136781117947904,2,0.742,0.5245,43.281549999999996,-90.0384
9799136918556901376,1,0.425,0.425,43.2796,-90.0368
9799137055995854848,2,0.337,0.21350000000000002,43.271249999999995,-90.01925
9799137949349052416,2,0.103,0.103,43.3334,-90.0142
9799138052428267520,1,0.121,0.121,43.3518,-90.0069
9799138533464604672,1,0.117,0.117,43.3399,-90.0487
9799138602184081408,1,0.176,0.176,43.3327,-90.0599
9799138808342511616,1,0.064,0.064,43.3648,-90.0659
9799145749009661952,1,0.176,0.176,43.3594,-90.0899
9799145817729138688,2,0.182,0.093,43.3547,-90.08335
9799146023887568896,3,0.395,0.395,43.33256666666667,-90.10166666666667
9799148497788731392,1,0.116,0.116,43.3858,-90.18
9799151006049632256,1,0.097,0.097,43.4216,-90.213
9799151349647015936,1,0.004,0.004,43.4256,-90.2434
9799154304584515584,1,0.013,0.013,43.3817,-90.2483
9799154819980591104,1,0.106,0.106,43.3342,-90.2468
9799157946716782592,1,0.115,0.115,43.3094,-90.2114
9799158015436259328,1,0.154,0.154,43.299,-90.2039
9799158359033643008,1,0.041,0.041,43.3274,-90.1754
9799159114947887104,1,0.153,0.153,43.2651,-90.1581
9799159183667363840,1,0.118,0.118,43.2611,-90.1612
9799159733423177728,3,0.544,0.544,43.27276666666666,-90.21863333333333
9799160042660823040,2,1.331,0.7765,43.22945,-90.2218
9799160489337421824,1,0.217,0.217,43.2369,-90.1776
9799160558056898560,1,0.112,0.112,43.248,-90.173
9799160592416636928,1,0.154,0.154,43.2518,-90.1589
9799858851019751424,1,0.033,0.033,44.8136,-89.7257
9799873591347511296,1,0.002,0.002,44.8727,-89.5847
9799885101859864576,1,0.044,0.044,44.8707,-89.5361
9799885273658556416,6,0.044,0.043000000000000003,44.87031666666667,-89.52766666666666
9800126169784254464,1,0.471,0.471,44.3655,-89.1007
9800126238503731200,1,0.471,0.471,44.3588,-89.1135
9800126582101114880,1,0.266,0.266,44.3406,-89.0951
9800242649297321984,2,0.822,0.4835,44.3469,-89.0829
9800242683657060352,5,0.822,0.6792,44.34586,-89.08794
9800242718016798720,1,0.822,0.822,44.3543,-89.0886
9800242752376537088,2,0.155,0.1345,44.356049999999996,-89.07745
9800243061614182400,8,0.471,0.268625,44.35915,-89.0832125
9800244779601100800,5,0.03,0.03,44.328320000000005,-89.00342
9800244813960839168,1,0.03,0.03,44.329,-89.003
9800245432436129792,4,0.053,0.040749999999999995,44.320425,-88.953575
9800291680643973120,1,0.011,0.011,44.4658,-89.1533
9800293570429583360,2,0.134,0.134,44.52715,-89.14965000000001
9800310406701383680,3,0.05,0.05000000000000001,44.56376666666667,-89.35606666666666
9800318378160685056,2,0.201,0.201,44.6506,-89.21015
9800318446880161792,2,0.097,0.081,44.6571,-89.2262
9800321126939754496,1,0.078,0.078,44.6154,-89.1511
9800340127875072000,2,0.346,0.33899999999999997,44.8368,-89.37155
9800345384915042304,3,0.373,0.28733333333333333,44.884899999999995,-89.34070000000001
9800345591073472512,2,0.218,0.159,44.86455,-89.352
9800345694152687616,1,0.53,0.53,44.8566,-89.357
9800347034182483968,6,0.08,0.051166666666666666,44.88861666666667,-89.34206666666667
9800347137261699072,7,0.113,0.07071428571428572,44.88795714285715,-89.34067142857143
9800347240340914176,3,0.38,0.26099999999999995,44.90956666666667,-89.3243
9800350332717367296,1,0.38,0.38,44.9324,-89.3086
9800350367077105664,1,0.066,0.066,44.9326,-89.3083
9800473959056015360,1,0.079,0.079,44.5984,-88.4423
9800829479268909056,8,0.061,0.061,43.7845625,-88.4312
9800829616707862528,11,0.407,0.30463636363636365,43.780727272727276,-88.45566363636364
9800829719787077632,33,0.329,0.25545454545454543,43.795781818181815,-88.47410909090908
9800829754146816000,3,0.329,0.32033333333333336,43.7954,-88.46776666666666
9800829822866292736,3,0.329,0.231,43.800666666666665,-88.4732
9800829857226031104,1,0.042,0.042,43.8149,-88.4727
9800946405458575360,77,0.042,0.040090909090909094,43.820529870129874,-88.48693376623378
9800946439818313728,3,0.042,0.029666666666666664,43.821133333333336,-88.492
9800946474178052096,2,0.336,0.2195,43.821749999999994,-88.4993
9800946577257267200,6,0.282,0.20666666666666667,43.82018333333334,-88.51741666666668
9800946611617005568,1,0.077,0.077,43.8195,-88.517
9800946749055959040,3,0.042,0.042,43.810566666666666,-88.49573333333335
9800946783415697408,158,0.042,0.04146835443037975,43.81643101265823,-88.48239873417722
9800946852135174144,5,0.164,0.09240000000000001,43.80454,-88.49359999999999
9800946920854650880,4,0.303,0.28125,43.791,-88.481525
9800946955214389248,9,0.303,0.19333333333333333,43.78655555555556,-88.4872
9800946989574127616,3,0.245,0.19166666666666665,43.78503333333333,-88.48893333333335
9800970560354648064,1,0.408,0.408,43.7615,-88.4821
9800973274773979136,1,0.036,0.036,43.6376,-88.4944
9800982654982553600,1,0.002,0.002,43.5104,-88.5409
9800982689342291968,1,0.191,0.191,43.5037,-88.5487
9800982723702030336,5,0.191,0.15360000000000001,43.503,-88.54956
9801035156662779904,5,0.047,0.047,43.31946000000001,-88.3786
9801046083059580928,1,0.022,0.022,43.3174,-88.3691
9801078553012338688,1,0.01,0.01,43.5891,-88.4416
9801087486544314368,4,0.124,0.0365,43.749375,-88.46785
9801087589623529472,10,0.408,0.35219999999999996,43.75532,-88.46130000000001
9801087761422221312,11,0.091,0.06645454545454545,43.778636363636366,-88.45673636363637
9801087933220913152,6,0.061,0.049999999999999996,43.77578333333333,-88.42561666666667
9801088345537773568,1,0.061,0.061,43.7692,-88.4209
9801268424926560256,2,1.74,0.9365,43.024649999999994,-87.89930000000001
9801492347341504512,1,0.088,0.088,42.7094,-88.6401
9801770283265163264,11,0.224,0.2153636363636364,43.397645454545454,-89.37193636363637
9801770317624901632,1,0.081,0.081,43.3975,-89.3698
9801770661222285312,1,0.185,0.185,43.3718,-89.3944
9801771795093651456,4,0.102,0.093,43.374849999999995,-89.32995
9801771898172866560,1,0.102,0.102,43.3731,-89.334
9801801722425769984,1,0.24,0.24,43.2361,-89.3323
9801801997303676928,1,0.485,0.485,43.2193,-89.3515
9801802031663415296,1,0.108,0.108,43.2087,-89.3522
9801802169102368768,1,0.106,0.106,43.2081,-89.3381
9801802203462107136,1,0.106,0.106,43.211,-89.3316
9801802478340014080,1,0.043,0.043,43.1902,-89.351
9801802753217921024,2,0.463,0.463,43.207049999999995,-89.36765
9801803612211380224,1,0.163,0.163,43.1738,-89.4238
9801808697452658688,1,0.191,0.191,43.3087,-89.5271
9801808766172135424,1,0.684,0.684,43.3174,-89.5181
9801808869251350528,9,0.697,0.3641111111111111,43.31356666666667,-89.52623333333332
9801808937970827264,1,0.289,0.289,43.3212,-89.5313
9801814538608181248,1,0.033,0.033,43.1904,-89.6616
9801819967446843392,1,0.153,0.153,43.2587,-89.5582
9801820723361087488,1,0.338,0.338,43.333,-89.5503
9801820826440302592,3,0.123,0.123,43.33623333333333,-89.5614
9801835120091463680,3,0.002,0.002,43.35163333333333,-89.43153333333333
9801835601127800832,1,0.185,0.185,43.3817,-89.403
9801836047804399616,1,0.431,0.431,43.3867,-89.4071
9801875664582737920,2,0.033,0.033,43.488150000000005,-89.77135
9801911295631425536,1,0.362,0.362,43.3684,-89.9829
9801911364350902272,1,0.37,0.37,43.3788,-89.9976
9801912188984623104,5,0.726,0.6942,43.33392,-89.94933999999999
9801914113129971712,1,0.039,0.039,43.3631,-89.9007
9801914181849448448,1,0.367,0.367,43.3663,-89.8862
9801914250568925184,1,0.217,0.217,43.3578,-89.8718
9801914388007878656,3,0.24,0.18733333333333335,43.335566666666665,-89.87403333333333
9801926654434476032,2,0.108,0.0745,43.2979,-89.8252
9801928234982440960,1,0.136,0.136,43.3135,-89.8127
9801937615191015424,1,0.936,0.936,43.2875,-89.8873
9801938336745521152,2,0.225,0.11750000000000001,43.2909,-89.88635
9801939264458457088,1,0.044,0.044,43.2547,-89.8971
9801939642415579136,3,0.153,0.11966666666666666,43.2568,-89.95530000000001
9801940295250608128,1,0.131,0.131,43.3184,-89.9457
9801941566560927744,2,1.598,1.5115,43.2705,-89.9848
9801942116316741632,2,0.153,0.153,43.2363,-89.97635
9801942391194648576,1,0.109,0.109,43.2428,-89.9285
9802047566353793024,1,0.078,0.078,42.5978,-89.6645
9802048253548560384,1,0.078,0.078,42.6005,-89.6627
9802511697699667968,1,0.149,0.149,41.3807,-89.4776
9802648689976541184,1,0.181,0.181,41.2355,-89.9441
9802651747993255936,1,0.181,0.181,41.2322,-89.9241
9802723044450369536,1,0.169,0.169,40.8047,-89.6232
9802742732580454400,1,0.269,0.269,40.6883,-89.4911
9802743247976529920,1,0.052,0.052,40.6841,-89.5218
9802743316696006656,1,0.367,0.367,40.6902,-89.5168
9802743763372605440,1,0.156,0.156,40.6654,-89.5485
9802744106969989120,1,0.155,0.155,40.6356,-89.5153
9802744553646587904,1,0.061,0.061,40.6614,-89.5598
9802746168554291200,1,1.479,1.479,40.6841,-89.5777
9802746271633506304,1,0.543,0.543,40.6801,-89.5653
9802748230138593280,6,0.58,0.4343333333333333,40.73886666666667,-89.61208333333333
9802748298858070016,2,0.58,0.58,40.74705,-89.6035
9802748779894407168,2,0.441,0.441,40.733599999999996,-89.6393
9802748882973622272,4,2.034,1.0975,40.717675,-89.6615
9802750704039755776,2,0.697,0.514,40.7185,-89.66395
9802751975350075392,6,2.062,0.6133333333333333,40.68205,-89.65781666666668
9802752009709813760,2,0.33,0.2745,40.6702,-89.6576
9802752078429290496,1,1.106,1.106,40.6623,-89.649
9802758847297748992,1,0.282,0.282,40.7732,-89.8362
9802759843730161664,6,0.09,0.09000000000000001,40.78803333333334,-89.75411666666668
9802760737083359232,2,0.034,0.021500000000000002,40.74665,-89.75235
9802761218119696384,1,3.068,3.068,40.7402,-89.7088
9802781937041932288,1,0.072,0.072,40.7748,-89.908
9802782349358792704,1,0.299,0.299,40.7967,-89.8746
9802783655028850688,1,0.26,0.26,40.749,-89.9159
9802790320818094080,1,0.546,0.546,40.5742,-89.9952
9802793103956901888,3,1.94,1.0513333333333332,40.51453333333333,-89.9079
9802800937977249792,1,0.18,0.18,40.5554,-89.7404
9802915699503398912,5,0.038,0.038,40.53426,-89.63257999999999
9802927622332612608,1,0.045,0.045,40.5673,-89.4644
9803052382542626816,1,0.225,0.225,40.4853,-88.9763
9803053550773731328,1,0.07,0.07,40.531,-89.0049
9803063755616026624,3,0.299,0.299,40.5028,-88.9276
9803876260349214720,1,0.077,0.077,41.5909,-88.0579
9804215184808476672,1,0.1,0.1,42.3615,-87.9593
9804862694078021632,1,2.118,2.118,41.648,-87.4698
9805198423081615360,1,0.065,0.065,40.4228,-86.7364
9805210174112137216,2,0.298,0.2945,40.420199999999994,-86.7533
9805212819811991552,9,0.311,0.2127777777777778,40.40312222222222,-86.87058888888889
9805331910665175040,1,0.264,0.264,40.8019,-86.3111
9805338301576511488,4,0.899,0.54375,40.759975,-86.35395
9805338335936249856,6,1.092,0.8109999999999999,40.7595,-86.35435
9805338782612848640,2,0.33,0.1985,40.7715,-86.3798
9805607647565578240,1,0.357,0.357,40.4695,-86.1424
9805643450412957696,1,0.016,0.016,40.135,-86.1091
9805663653939118080,2,0.033,0.033,40.043549999999996,-85.99975
9805707428245798912,1,0.019,0.019,40.1816,-85.6629
9805820884101890048,1,0.216,0.216,40.0508,-85.2178
9805821502577180672,1,0.22,0.22,40.1245,-85.2097
9810094926317223936,1,0.122,0.122,43.2909,-83.5853
9810166085335384064,1,0.48,0.48,42.4433,-83.2701
9810166394573029376,33,0.121,0.1026060606060606,42.45955151515151,-83.28713636363636
9810191099224915968,20,1.13,0.62605,42.346109999999996,-83.122545
9810191477182038016,180,1.643,0.4974166666666667,42.34646444444444,-83.11714611111111
9810191511541776384,31,0.939,0.30790322580645163,42.3443064516129,-83.10542258064515
9810191614620991488,26,0.894,0.4575769230769231,42.34440769230769,-83.0992076923077
9810199826598461440,1,0.002,0.002,42.3503,-82.9643
9810364272306290688,19,8.497,7.859210526315789,42.656521052631575,-82.51546315789473
9810364306666029056,77,9.327,8.230428571428572,42.6427012987013,-82.51438831168831
9810364341025767424,48,9.178,8.531895833333333,42.636125,-82.51574583333333
9810364993860796416,1,6.818,6.818,42.6534,-82.5215
9810365612336087040,32,13.043,9.236,42.6910625,-82.5059625
9810365646695825408,10,7.854,7.763599999999999,42.68571,-82.50728
9810365681055563776,65,9.468,7.773938461538461,42.68238923076923,-82.50910461538462
9810365715415302144,62,9.468,8.332870967741936,42.67317258064516,-82.51246774193548
9810365749775040512,54,8.475,8.058425925925926,42.6631,-82.5151037037037
9810366196451639296,25,10.911,10.12404,42.712244,-82.49434
9810366333890592768,134,11.631,9.13081343283582,42.728910447761194,-82.49059925373133
9810366368250331136,272,10.761,9.357797794117646,42.72110220588235,-82.49147610294118
9810366402610069504,125,11.639,10.584264,42.721199999999996,-82.5040384
9810366471329546240,5,11.133,11.037600000000001,42.72634,-82.50892
9810366505689284608,22,11.062,10.352045454545454,42.72292272727273,-82.50922272727273
9810366540049022976,7,9.364,9.20557142857143,42.708885714285714,-82.50824285714285
9810366574408761344,201,11.518,10.631129353233831,42.71150746268657,-82.50349601990051
9810366608768499712,68,13.043,11.317470588235294,42.70021911764706,-82.50333382352942
9810368051877511168,4,9.482,9.071,42.74595,-82.486475
9810368086237249536,79,11.755,8.766481012658229,42.73894683544304,-82.48878734177215
9810368120596987904,12,11.755,10.198666666666666,42.74319166666667,-82.48575
9810368154956726272,238,11.233,10.499495798319328,42.74943067226891,-82.48217100840337
9810368189316464640,65,10.9,9.350276923076924,42.75620461538461,-82.47788923076922
9810368258035941376,3,7.605,7.551333333333333,42.77173333333334,-82.49006666666666
9810368292395679744,5,6.913,6.550400000000001,42.76732,-82.47664
9810368326755418112,37,11.755,8.009270270270271,42.76878378378378,-82.47241081081081
9810368361115156480,32,10.082,8.85003125,42.758809375,-82.47425
9810371968887685120,25,13.722,9.31256,42.846704,-82.474648
9810372656082452480,15,11.755,7.876933333333333,42.783366666666666,-82.47462
9810372690442190848,71,9.0,6.6064225352112675,42.77620563380282,-82.47344225352113
9810372724801929216,5,7.415,5.174799999999999,42.77584,-82.48038
9810372759161667584,2,8.633,8.321,42.7744,-82.4901
9810372793521405952,3,7.274,6.510666666666666,42.79036666666667,-82.49113333333334
9810372827881144320,71,8.0,5.841309859154929,42.78927746478873,-82.47924084507042
9810372862240882688,95,11.755,5.6296526315789475,42.797485263157895,-82.4826052631579
9810372896600621056,62,11.755,8.853467741935484,42.80618225806452,-82.48563548387098
9810372930960359424,267,9.32,6.447022471910112,42.80631872659176,-82.48867528089887
9810372965320097792,40,7.306,6.370775,42.800667499999996,-82.48867750000001
9810374648947277824,253,10.583,3.7240513833992095,42.82745652173913,-82.48839960474308
9810374683307016192,39,8.504,3.3478205128205127,42.81409743589744,-82.48706666666666
9810374717666754560,21,11.755,8.352142857142857,42.81392380952381,-82.48583333333333
9810374752026492928,32,13.722,6.069125,42.82871875,-82.485025
9810374786386231296,121,13.722,6.870834710743802,42.835201652892565,-82.48239421487602
9810374820745969664,33,10.381,5.660636363636363,42.83294848484849,-82.48759696969698
9810374889465446400,71,13.722,5.874323943661972,42.8433690140845,-82.47786056338029
9810374923825184768,4,8.694,6.893,42.853375,-82.47615
9810375026904399872,40,6.286,2.60105,42.865655,-82.4761625
9810375061264138240,38,8.586,6.4144736842105265,42.87321578947368,-82.47569736842105
9810375095623876608,207,7.088,3.220536231884058,42.886190821256044,-82.47863864734299
9810376916690010112,35,7.396,3.062542857142857,42.89559714285714,-82.47773428571428
9810376951049748480,146,9.19,1.2802328767123288,42.90556095890411,-82.48153424657534
9810376985409486848,20,4.165,2.4786,42.908755,-82.47920500000001
9810377122848440320,23,11.12,10.210217391304349,42.92004782608696,-82.46545217391305
9810377157208178688,1,14.222,14.222,42.9098,-82.4656
9810377225927655424,10,10.541,9.7075,42.92065,-82.46341
9810377603884777472,7,10.863,8.785285714285715,42.90511428571428,-82.46978571428572
9810377638244515840,10,10.716,8.523,42.89613,-82.47425
9810377775683469312,14,13.722,11.767642857142857,42.87497857142857,-82.47502857142857
9810377810043207680,10,10.333,6.764799999999999,42.862790000000004,-82.47454
9810377844402946048,66,13.722,7.319075757575758,42.85366060606061,-82.47365454545455
9810419076088987648,4,8.664,8.503,42.967175,-82.470625
9810419110448726016,91,1.735,0.9826043956043956,42.96650989010989,-82.45610329670329
9810419213527941120,238,3.083,2.578936974789916,42.965639915966385,-82.44739789915967
9810419247887679488,16,2.279,1.457625,42.9655,-82.44266875
9810419316607156224,47,2.519,2.226787234042553,42.99242127659575,-82.43637872340425
9810419419686371328,376,2.519,1.9100797872340427,42.99575159574468,-82.43641569148936
9810419454046109696,171,6.293,1.9948713450292397,42.99638888888889,-82.43040467836258
9810419488405848064,92,7.635,1.65775,42.98517608695652,-82.42726086956522
9810419935082446848,70,3.118,1.6927999999999999,42.98014857142857,-82.42484999999999
9810419969442185216,57,2.69,1.7201052631578948,42.96862280701754,-82.42564210526315
9810420003801923584,66,2.17,1.4423030303030302,42.961777272727275,-82.43082424242425
9810420622277214208,105,6.994,3.6581047619047617,42.9419219047619,-82.4511238095238
9810420690996690944,59,10.613,2.9289491525423728,42.9519406779661,-82.44004915254239
9810420725356429312,190,3.653,1.8457894736842104,42.958754210526315,-82.4371
9810420759716167680,226,3.26,2.41670796460177,42.9619924778761,-82.44907168141593
9810420794075906048,249,4.922,1.7965461847389557,42.94843534136547,-82.449178313253
9810420828435644416,132,5.703,1.1995151515151516,42.94815454545454,-82.45753863636364
9810420862795382784,110,2.067,1.1463181818181818,42.96173181818182,-82.45542363636365
9810420931514859520,24,5.653,4.6883333333333335,42.95022083333333,-82.46577916666666
9810421000234336256,297,5.871,1.3516969696969696,42.9414835016835,-82.45695656565657
9810421034594074624,4,3.295,3.11725,42.9343,-82.456525
9816489617224892416,9,0.505,0.2313333333333333,42.33634444444445,-83.06736666666667
9816489651584630784,261,5.805,0.49289272030651343,42.33717318007663,-83.07460498084292
9816489685944369152,14,4.173,3.5100714285714285,42.32438571428571,-83.07837857142856
9816493293716897792,1,4.143,4.143,42.1916,-83.1445
9816493362436374528,317,10.187,8.555652996845426,42.2070832807571,-83.1570331230284
9816493396796112896,116,8.516,7.933232758620689,42.20822068965517,-83.15234224137932
9816493431155851264,492,10.455,8.123260162601627,42.21330630081301,-83.15137886178861
9816493465515589632,349,8.449,7.722796561604584,42.21360286532951,-83.1558441260745
9816493499875328000,4,8.308,8.308,42.219525,-83.154825
9816493534235066368,114,10.455,7.821561403508772,42.222778947368425,-83.14861228070176
9816493602954543104,1,8.762,8.762,42.2175,-83.1429
9816493946551926784,100,6.409,5.80582,42.246285,-83.15048300000001
9816493980911665152,185,6.699,6.145972972972974,42.25285027027027,-83.14756162162162
9816494083990880256,333,6.604,5.933204204204205,42.262990090090085,-83.14629219219219
9816494118350618624,934,7.713,6.5372398286937905,42.26229282655247,-83.13738479657387
9816494152710356992,271,6.848,6.336845018450185,42.25556420664207,-83.14151291512914
9816494221429833728,170,7.713,7.626464705882353,42.26461058823529,-83.13130588235295
9816494977344077824,22,7.489,6.587818181818181,42.27173181818182,-83.11610454545455
9816495183502508032,10,6.203,5.1527,42.30395,-83.1083
9816495355301199872,12,6.375,6.0015833333333335,42.312266666666666,-83.08897499999999
9816495389660938240,397,6.375,5.483498740554157,42.31167254408061,-83.0970670025189
9816495424020676608,1243,6.375,4.399307320997586,42.318832099758644,-83.09596098149639
9816495458380414976,443,6.004,4.386212189616253,42.31948510158014,-83.08718148984198
9816495492740153344,271,5.023,3.4378523985239853,42.32574686346864,-83.0865520295203
9816495527099891712,226,2.715,1.2518362831858407,42.33676725663717,-83.08519734513274
9816495561459630080,435,3.407,2.243174712643678,42.33644689655173,-83.09469770114943
9816495595819368448,400,3.847,2.8895150000000003,42.328193250000005,-83.09382675
9816495630179106816,328,4.805,3.870310975609756,42.33024146341464,-83.10742652439025
9816495664538845184,495,3.519,2.0215272727272726,42.33902181818182,-83.1062298989899
9816495698898583552,452,3.516,2.540738938053097,42.33898075221239,-83.11606261061947
9816495733258321920,282,4.805,4.049929078014184,42.33054219858156,-83.11403546099291
9816495767618060288,7,4.798,3.771,42.31542857142857,-83.1118857142857
9816495801977798656,1083,5.615,4.028454293628808,42.31905918744229,-83.1046028624192
9816495836337537024,1144,6.283,5.2499527972027975,42.31077893356643,-83.1063819055944
9816495870697275392,396,5.827,5.114926767676768,42.309307323232325,-83.11283838383838
9816496076855705600,22,2.103,1.8066363636363638,42.34335909090909,-83.12281363636363
9816496798410211328,596,7.833,7.243696308724833,42.26974043624161,-83.12947348993289
9816496832769949696,297,6.957,6.318164983164983,42.26938956228956,-83.135032996633
9816503635998146560,1,14.688,14.688,42.1796,-83.1442
9816503670357884928,78,15.709,12.493102564102564,42.17527435897436,-83.14656538461539
9816505869381140480,26,36.495,19.874423076923076,42.09338461538462,-83.15182692307691
9816505903740878848,4,21.314,19.0465,42.0936,-83.1549
9816505938100617216,76,21.948,17.93021052631579,42.08775,-83.15644999999999
9816506041179832320,9,21.048,19.470333333333333,42.08992222222222,-83.15314444444444
9816525042115149824,1,0.313,0.313,42.3133,-83.4114
9816525076474888192,1,0.162,0.162,42.3088,-83.4191
9816525110834626560,76,0.558,0.2,42.309025,-83.40486184210526
9816525145194364928,11,0.558,0.2419090909090909,42.31344545454545,-83.4076909090909
9816525488791748608,44,0.558,0.1962727272727273,42.29823409090909,-83.40828409090909
9816525523151486976,14,0.196,0.1345714285714286,42.29795,-83.41378571428572
9816530436594073600,22,0.162,0.11486363636363638,42.307159090909096,-83.43317272727273
9816530470953811968,86,0.162,0.09988372093023255,42.30782325581395,-83.42961976744186
9816530505313550336,24,0.162,0.1185,42.314191666666666,-83.42447083333333
9816845652833861632,1,0.214,0.214,41.5478,-83.7019
9817382523745861632,1,0.051,0.051,40.7168,-84.3488
9817545388905725952,1,0.202,0.202,40.7624,-84.1009
9817550852104126464,3,0.265,0.165,40.7625,-84.10523333333333
9817552192133922816,1,0.011,0.011,40.7593,-84.1516
9817698427180417024,3,1.875,1.3806666666666665,39.922466666666665,-84.25326666666666
9817698530259632128,5,1.597,0.8564,39.92228,-84.24690000000001
9817703306263265280,1,0.068,0.068,39.868,-84.1123
9817703478061957120,3,0.547,0.34833333333333333,39.848733333333335,-84.10430000000001
