fips,rucc,pop
31179,6,9595
31181,9,3812
31183,9,818
31185,6,13665
32001,6,24877
32003,1,1951269
32005,4,46997
32007,5,48818
32009,9,783
32011,9,1987
32013,7,16528
32015,7,5775
32017,8,5345
32019,4,51980
32021,7,4772
32023,4,43946
32027,9,6753
32029,2,4010
32031,2,421407
32033,7,10030
32510,3,55274
33001,4,60088
33003,6,47818
33005,4,77117
33007,7,33055
33009,5,89118
33011,2,400721
33013,4,146445
33015,1,295223
33017,1,123143
33019,7,43742
34001,2,274549
34003,1,905116
34005,1,448734
34007,1,513657
34009,3,97265
34011,3,156898
34013,1,783969
34015,1,288288
34017,1,634266
34019,1,128349
34021,2,366513
34023,1,809858
34025,1,630380
34027,1,492276
34029,1,576567
34031,1,501226
34033,1,66083
34035,1,323444
34037,1,149265
34039,1,536499
34041,2,108692
35001,2,662564
35003,9,3725
35005,5,65645
35006,6,27213
35007,7,13750
35009,5,48376
35011,9,2022
35013,3,209233
35015,5,53829
35017,7,29514
35019,7,4687
35021,9,695
35023,9,4894
35025,5,64727
35027,7,20497
35028,6,17950
35029,6,25095
35031,5,71492
35033,9,4881
35035,4,63797
35037,7,9041
35039,4,40246
35041,7,19846
35043,2,131561
35045,3,130044
35047,6,29393
35049,3,144170
35051,6,11988
35053,6,17866
35055,7,32937
35057,2,16383
35059,9,4549
35061,2,76569
36001,2,304204
36003,7,48946
36005,1,1385108
36007,2,200600
36009,4,80317
36011,4,80026
36013,4,134905
36015,3,88830
36017,6,50477
36019,5,82128
36021,6,63096
36023,4,49336
36025,6,47980
36027,1,297488
36029,1,919040
36031,6,39370
36033,7,51599
36035,4,55531
36037,4,60079
36039,6,49221
36041,8,4836
36043,2,64519
36045,3,116229
36047,1,2504700
36049,6,27087
36051,1,65393
36053,2,73442
36055,1,744344
36057,4,50219
36059,1,1339532
36061,1,1585873
36063,1,216469
36065,2,234878
36067,2,467026
36069,1,107931
36071,1,372813
36073,1,42883
36075,2,122109
36077,7,62259
36079,1,99710
36081,1,2230722
36083,2,159429
36085,1,468730
36087,1,311687
36089,4,111944
36091,2,219607
36093,2,154727
36095,2,32749
36097,6,18343
36099,6,35251
36101,4,98990
36103,1,1493350
36105,4,77547
36107,2,51125
36109,3,101564
36111,3,182493
36113,3,65707
36115,3,63216
36117,1,93772
36119,1,949113
36121,6,42155
36123,1,25348
37001,3,151131
37003,2,37198
37005,9,11155
37007,6,26948
37009,7,27281
37011,8,17797
37013,6,47759
37015,7,21282
37017,6,35190
37019,2,107431
37021,2,238318
37023,2,90912
37025,1,178011
37027,2,83029
37029,8,9980
37031,4,66469
37033,8,23719
37035,2,154358
37037,2,63505
37039,9,27444
37041,6,14793
37043,9,10587
37045,4,98078
37047,6,58098
37049,3,103505
37051,2,319431
37053,1,23547
37055,4,33920
37057,2,162878
37059,2,41240
37061,6,58505
37063,2,267587
37065,3,56552
37067,2,350670
37069,1,60619
37071,1,206086
37073,1,12197
37075,9,8861
37077,4,59916
37079,8,21362
37081,2,488406
37083,4,54691
37085,4,114678
37087,2,59036
37089,2,106740
37091,6,24669
37093,2,46952
37095,9,5810
37097,1,159437
37099,6,40271
37101,1,168878
37103,3,10153
37105,4,57866
37107,4,59495
37109,1,78265
37111,6,44996
37113,7,33922
37115,2,20764
37117,6,24505
37119,1,919628
37121,7,15579
37123,6,27798
37125,4,88247
37127,3,95840
37129,2,202667
37131,9,22099
37133,3,177772
37135,2,133801
37137,3,13144
37139,4,40661
37141,2,52217
37143,8,13453
37145,2,39464
37147,3,168148
37149,8,20510
37151,2,141752
37153,5,46639
37155,4,134168
37157,2,93643
37159,1,138428
37161,4,67810
37163,6,63431
37165,6,36157
37167,6,60585
37169,2,47401
37171,4,73673
37173,8,13981
37175,6,33090
37177,9,4407
37179,1,201292
37181,4,45422
37183,1,900993
37185,8,20972
37187,7,13228
37189,5,51079
37191,3,122623
37193,6,69340
37195,4,81234
37197,2,38406
37199,8,17818
38001,9,2343
38003,6,11066
38005,9,6660
38007,9,783
38009,9,6429
38011,9,3151
38013,9,1968
38015,3,81308
38017,3,149778
38019,9,3993
38021,9,5289
38023,9,2071
38025,9,3536
38027,9,2385
38029,8,3550
38031,9,3343
38033,9,1680
38035,3,66861
38037,8,2394
38039,9,2420
38041,9,2477
38043,8,2435
38045,9,4139
38047,9,1990
38049,9,5395
38051,9,2809
38053,9,6360
38055,8,8962
38057,7,8424
38059,3,27471
38061,9,7673
38063,8,3126
38065,3,1846
38067,9,7413
38069,7,4357
38071,7,11451
38073,8,5457
38075,9,2470
38077,6,16321
38079,9,13937
38081,9,3829
38083,9,1321
38085,3,4153
38087,9,727
38089,7,24199
38091,8,1975
38093,7,21100
38095,9,2246
38097,8,8121
38099,6,11119
38101,5,61675
38103,9,4207
38105,7,22398
39001,6,28550
39003,3,106331
39005,4,53139
39007,4,101497
39009,4,64757
39011,4,45949
39013,3,70400
39015,1,44846
39017,1,368130
39019,2,28836
39021,6,40097
39023,3,138333
39025,1,197363
39027,6,42040
39029,4,107841
39031,6,36901
39033,4,43784
39035,1,1280122
39037,6,52959
39039,4,39037
39041,1,174214
39043,4,77079
39045,1,146156
39047,6,29030
39049,1,1163414
39051,2,42698
39053,6,30934
39055,1,93389
39057,2,161573
39059,6,40087
39061,1,802374
39063,4,74782
39065,6,32058
39067,6,15864
39069,6,28215
39071,6,43589
39073,1,29380
39075,7,42366
39077,4,59626
39079,7,33225
39081,3,69709
39083,4,60921
39085,1,230041
39087,2,62450
39089,1,166492
39091,6,45858
39093,1,301356
39095,2,441815
39097,1,43435
39099,2,238823
39101,4,66501
39103,1,172332
39105,6,23770
39107,7,40814
39109,2,102506
39111,8,14642
39113,2,535153
39115,6,15054
39117,1,34827
39119,4,86074
39121,7,14645
39123,4,41428
39125,6,19614
39127,1,36058
39129,1,55698
39131,7,28709
39133,2,161419
39135,6,42270
39137,6,34499
39139,3,124475
39141,4,78064
39143,4,60944
39145,4,79499
39147,4,56745
39149,4,49423
39151,2,375586
39153,2,541781
39155,2,210312
39157,4,92582
39159,1,52300
39161,6,28744
39163,8,13435
39165,1,212693
39167,4,61778
39169,4,114520
39171,6,37642
39173,2,125488
39175,7,22615
40001,6,22683
40003,9,5642
40005,9,14182
40007,9,5636
40009,7,22119
40011,6,11943
40013,6,42416
40015,6,29600
40017,1,115541
40019,5,47557
40021,6,46987
40023,7,15205
40025,9,2475
40027,1,255755
40029,9,5925
40031,3,124098
40033,3,6193
40035,6,15029
40037,2,69967
40039,7,27469
40041,6,41487
40043,9,4810
40045,9,4151
40047,5,60580
40049,6,27576
40051,1,52431
40053,9,4527
40055,7,6239
40057,9,2922
40059,9,3685
40061,6,12769
40063,7,14003
40065,7,26446
40067,8,6472
40069,9,10957
40071,5,46562
40073,6,15034
40075,6,9446
40077,7,11154
40079,2,50384
40081,1,34273
40083,1,41848
40085,9,9423
40087,1,34506
40089,7,33151
40091,6,20252
40093,9,7527
40095,6,15840
40097,6,41259
40099,7,13488
40101,4,70990
40103,6,11561
40105,6,10536
40107,6,12191
40109,1,718633
40111,2,40069
40113,2,47472
40115,6,31848
40117,2,16577
40119,4,77350
40121,5,45837
40123,7,37492
40125,4,69442
40127,9,11572
40129,9,3647
40131,2,86905
40133,7,25482
40135,2,42391
40137,4,45048
40139,7,20640
40141,6,7992
40143,2,603403
40145,2,73085
40147,4,50976
40149,7,11629
40151,7,8878
40153,7,20081
41001,7,16134
41003,3,85579
41005,1,375992
41007,4,37039
41009,1,49351
41011,5,63043
41013,6,20978
41015,7,22364
41017,3,157733
41019,4,107667
41021,9,1871
41023,9,7445
41025,7,7422
41027,6,22346
41029,3,203206
41031,6,21720
41033,3,82713
41035,5,66380
41037,7,7895
41039,2,351715
41041,5,46034
41043,3,116672
41045,6,31313
41047,2,315335
41049,6,11173
41051,1,735334
41053,2,75403
41055,9,1765
41057,6,25250
41059,4,75889
41061,7,25748
41063,9,7008
41065,6,25213
41067,1,529710
41069,9,1441
41071,1,99193
42001,3,101407
42003,1,1223348
42005,1,68941
42007,1,170539
42009,6,49762
42011,2,411442
42013,3,127089
42015,6,62622
42017,1,625249
42019,1,183862
42021,3,143679
42023,7,5085
42025,2,65249
42027,3,153990
42029,1,498886
42031,6,39988
42033,4,81642
42035,4,39238
42037,3,67295
42039,4,88765
42041,2,235406
42043,2,268100
42045,1,558979
42047,7,31946
42049,2,280566
42051,1,136606
42053,9,7716
42055,3,149618
42057,8,14845
42059,6,38686
42061,6,45913
42063,4,88880
42065,7,45200
42067,6,24636
42069,2,214437
42071,2,519445
42073,4,91108
42075,3,133568
42077,2,349497
42079,2,320918
42081,3,116111
42083,7,43450
42085,2,116638
42087,4,46682
42089,3,169842
42091,1,799874
42093,3,18267
42095,2,297735
42097,4,94528
42099,2,45969
42101,1,1526006
42103,1,57369
42105,9,17457
42107,4,148289
42109,7,39702
42111,4,77742
42113,8,6428
42115,6,43356
42117,6,41981
42119,4,44947
42121,4,54984
42123,6,41815
42125,1,207820
42127,6,52822
42129,1,365169
42131,2,28276
42133,2,434972
44001,1,49875
44003,1,166158
44005,1,82888
44007,1,626667
44009,1,126979
45001,6,25417
45003,2,160099
45005,6,10419
45007,2,187126
45009,7,15987
45011,6,22621
45013,3,162233
45015,2,177843
45017,2,15175
45019,2,350209
45021,4,55342
45023,1,33140
45025,6,46734
45027,6,34971
45029,6,38892
45031,3,68681
45033,6,32062
45035,2,136555
45037,2,26985
45039,2,23956
45041,3,136885
45043,4,60158
45045,2,451225
45047,4,69661
45049,6,21090
45051,2,269291
45053,3,24777
45055,2,61697
45057,1,76652
45059,2,66537
45061,6,19220
45063,2,262391
45065,8,10233
45067,6,33062
45069,6,28933
45071,6,37508
45073,4,74273
45075,4,92501
45077,2,119224
45079,2,384504
45081,2,19875
45083,2,284307
45085,3,107456
45087,2,28961
45089,6,34423
45091,1,226073
46003,9,2710
46005,7,17398
46007,9,3431
46009,9,7070
46011,5,31965
46013,5,36531
46015,9,5255
46017,9,1912
46019,6,10110
46021,9,1466
46023,9,9129
46025,9,3691
46027,6,13864
46029,5,27227
46031,9,4050
46033,3,8216
46035,7,19504
46037,9,5710
46039,9,4364
46041,9,5301
46043,9,3002
46045,9,4071
46047,6,7094
46049,9,2364
46051,7,7356
46053,9,4271
46055,8,1937
46057,9,5903
46059,9,3431
46061,8,3331
46063,9,1255
46065,7,17022
46067,8,7343
46069,9,1420
46071,8,3031
46073,9,2071
46075,9,1006
46077,9,5148
46079,6,11200
46081,6,24097
46083,3,44828
46085,9,3755
46087,3,5618
46089,9,2459
46091,9,4656
46093,3,25434
46095,9,2048
46097,8,2389
46099,3,169468
46101,8,6486
46103,3,100948
46105,8,2982
46107,9,2329
46109,9,10149
46111,9,2355
46113,6,13586
46115,9,6415
46117,9,2966
46119,9,1373
46121,9,9612
46123,7,5644
46125,3,8347
46127,3,14399
46129,7,5438
46135,7,22438
46137,8,2801
47001,2,75129
47003,4,45058
47005,7,16489
47007,8,12876
47009,2,123010
47011,3,98963
47013,2,40716
47015,1,13801
47017,6,28522
47019,3,57424
47021,1,39105
47023,3,17131
47025,6,32213
47027,9,7861
47029,6,35662
47031,4,52796
47033,3,14586
47035,4,56053
47037,1,626681
47039,9,11757
47041,6,18723
47043,1,49666
47045,5,38335
47047,1,38413
47049,9,17959
47051,6,41052
47053,4,49683
47055,6,29485
47057,2,22657
47059,4,68831
47061,8,13703
47063,3,62544
47065,2,336463
47067,8,6819
47069,6,27253
47071,6,26026
47073,2,56833
47075,6,18787
47077,6,27769
47079,7,32330
47081,1,24690
47083,8,8426
47085,6,18538
47087,8,11638
47089,3,51407
47091,6,18244
47093,2,432226
47095,9,7832
47097,6,27815
47099,6,41869
47101,6,12161
47103,6,33361
47105,2,48556
47107,4,52266
47109,6,26075
47111,1,22248
47113,3,98294
47115,2,28237
47117,6,30617
47119,1,80956
47121,8,11753
47123,6,44519
47125,2,172331
47127,9,6362
47129,2,21987
47131,7,31807
47133,7,22083
47135,8,7915
47137,9,5077
47139,3,16825
47141,4,72321
47143,6,31809
47145,2,54181
47147,1,66283
47149,1,262604
47151,6,22228
47153,2,14112
47155,4,89889
47157,1,927644
47159,1,19166
47161,8,13324
47163,2,156823
47165,1,160645
47167,1,61081
47169,1,7870
47171,3,18313
47173,2,19109
47175,9,5548
47177,6,39839
47179,3,122979
47181,8,17021
47183,7,35021
47185,7,25841
47187,1,183182
47189,1,113993
48001,7,58458
48003,6,14786
48005,5,86771
48007,2,23158
48009,3,9054
48011,2,1901
48013,1,44911
48015,1,28417
48017,7,7165
48019,1,20485
48021,1,74171
48023,8,3726
48025,6,31861
48027,2,310235
48029,1,1714773
48031,8,10497
48033,8,641
48035,6,18212
48037,3,92565
48039,1,313166
48041,3,194851
48043,7,9232
48045,9,1637
48047,7,7223
48049,5,38106
48051,3,17187
48053,6,42750
48055,1,38066
48057,6,21381
48059,3,13544
48061,2,406220
48063,6,12401
48065,2,6182
48067,6,30464
48069,6,8062
48071,1,35096
48073,6,50845
48075,7,7041
48077,3,10752
48079,9,3127
48081,8,3320
48083,6,8895
48085,1,782341
48087,9,3057
48089,6,20874
48091,1,108472
48093,7,13974
48095,8,4087
48097,6,38437
48099,2,75388
48101,9,1505
48103,6,4375
48105,7,3719
48107,2,6059
48109,9,2398
48111,7,6703
48113,1,2368139
48115,7,13833
48117,6,19372
48119,8,5231
48121,1,662614
48123,6,20097
48125,8,2444
48127,6,9996
48129,8,3677
48131,7,11782
48133,6,18583
48135,3,137130
48137,9,2002
48139,1,149610
48141,2,800647
48143,4,37890
48145,2,17866
48147,6,33915
48149,6,24554
48151,8,3974
48153,6,6446
48155,9,1336
48157,1,585375
48159,7,10605
48161,7,19816
48163,6,17217
48165,7,17526
48167,1,291309
48169,6,6461
48171,7,24837
48173,8,1226
48175,3,7210
48177,6,19807
48179,6,22535
48181,3,120877
48183,3,121730
48185,6,26604
48187,1,131533
48189,4,36273
48191,9,3353
48193,6,8517
48195,7,5613
48197,9,4139
48199,2,54635
48201,1,4092459
48203,4,65631
48205,7,6062
48207,6,5899
48209,1,157107
48211,7,3807
48213,4,78532
48215,2,774769
48217,6,35089
48219,6,22935
48221,1,51182
48223,6,35161
48225,7,23732
48227,4,35012
48229,2,3476
48231,1,86129
48233,6,22150
48235,3,1599
48237,6,9044
48239,6,14075
48241,6,35710
48243,9,2342
48245,2,252273
48247,6,5300
48249,4,40838
48251,1,150934
48253,3,20202
48255,6,14824
48257,1,103350
48259,1,33410
48261,9,416
48263,9,808
48265,4,49625
48267,7,4607
48269,9,286
48271,7,3598
48273,4,32061
48275,9,3719
48277,5,49793
48279,6,13977
48281,2,19677
48283,6,6886
48285,6,19263
48287,6,16612
48289,8,16801
48291,1,75643
48293,6,23384
48295,9,3302
48297,8,11531
48299,7,19301
48301,9,82
48303,2,278831
48305,2,5915
48307,7,8283
48309,2,234906
48311,9,707
48313,6,13664
48315,8,10546
48317,3,4799
48319,9,4012
48321,4,36702
48323,5,54258
48325,1,46006
48327,9,2242
48329,3,136872
48331,6,24757
48333,9,4936
48335,7,9403
48337,6,19719
48339,1,455746
48341,7,21904
48343,6,12934
48345,9,1210
48347,5,64524
48349,4,47735
48351,2,14445
48353,6,15216
48355,2,340223
48357,7,10223
48359,2,2052
48361,2,81837
48363,6,28111
48365,6,23796
48367,1,116927
48369,7,10269
48371,7,15507
48373,6,45413
48375,2,121073
48377,7,7818
48379,8,10914
48381,2,120725
48383,6,3367
48385,9,3309
48387,6,12860
48389,7,13783
48391,6,7383
48393,9,929
48395,3,16622
48397,1,78337
48399,6,10501
48401,3,53330
48403,8,10834
48405,9,8865
48407,8,26384
48409,2,64804
48411,7,6131
48413,8,3461
48415,7,16921
48417,8,3378
48419,7,25448
48421,9,3034
48423,3,209714
48425,1,8490
48427,4,60968
48429,7,9630
48431,8,1143
48433,9,1490
48435,7,4128
48437,6,7854
48439,1,1809034
48441,3,131506
48443,9,984
48445,6,12651
48447,9,1641
48449,7,32334
48451,3,110224
48453,1,1024266
48455,7,14585
48457,6,21766
48459,3,39309
48461,8,3355
48463,6,26405
48465,5,48879
48467,6,52579
48469,3,86793
48471,4,67861
48473,1,43205
48475,6,10658
48477,6,33718
48479,2,250304
48481,4,41280
48483,9,5410
48485,3,131500
48487,6,13535
48489,6,22134
48491,1,422679
48493,1,42918
48495,6,7110
48497,1,59127
48499,6,41964
48501,7,7879
48503,7,18550
48505,6,14018
48507,7,11677
49001,7,6629
49003,2,49975
49005,3,112656
49007,7,21403
49009,9,1059
49011,2,306479
49013,7,18607
49015,7,10976
49017,9,5172
49019,7,9225
49021,4,46163
49023,2,10246
49025,6,7125
49027,7,12503
49029,2,9469
49031,9,1556
49033,8,2264
49035,1,1029655
49037,7,14746
49039,6,27822
49041,7,20802
49043,4,36324
49045,1,58218
49047,7,32588
49049,2,516564
49051,6,23530
49053,3,138115
49055,9,2778
49057,2,231236
50001,6,36821
50003,6,37125
50005,7,31227
50007,3,156545
50009,9,6306
50011,3,47746
50013,3,6970
50015,8,24475
50017,9,28936
50019,7,27231
50021,4,61642
50023,4,59534
50025,7,44513
50027,7,56670
51001,8,33164
51003,3,98970
51005,6,16250
51007,1,12690
51009,2,32353
51011,2,14973
51013,1,207627
51015,3,73750
51017,8,4731
51019,2,68676
51021,8,6824
51023,2,33148
51025,6,17434
51027,9,24098
51029,3,17146
51031,2,54842
51033,1,28545
51035,7,30042
51036,1,7256
51037,8,12586
51041,1,316236
51043,1,14034
51045,2,5190
51047,1,46689
51049,8,10052
51051,9,15903
51053,1,28001
51057,6,11151
51059,1,1081726
51061,1,65203
51063,3,15279
51065,3,25691
51067,2,56159
51069,3,78305
51071,3,17286
51073,1,36858
51075,1,21717
51077,9,15533
51079,3,18403
51081,6,12243
51083,6,36241
51085,1,99863
51087,1,306935
51089,4,54151
51091,8,2321
51093,1,35270
51095,1,67009
51097,8,6945
51099,6,23584
51101,1,15935
51103,9,11391
51105,8,25587
51107,1,312311
51109,8,33153
51111,9,12914
51113,8,13308
51115,1,8978
51117,7,32727
51119,8,10959
51121,3,94392
51125,3,15020
51127,1,18429
51131,8,12389
51133,9,12330
51135,6,15853
51137,6,33481
51139,6,24042
51141,8,18490
51143,4,63506
51145,1,28046
51147,6,23368
51149,1,35725
51153,1,402002
51155,3,34872
51157,1,7373
51159,9,9254
51161,2,92376
51163,6,22307
51165,3,76314
51167,7,28897
51169,2,23177
51171,6,41993
51173,7,32208
51175,6,18570
51177,1,122397
51179,1,128961
51181,8,7058
51183,1,12087
51185,5,45078
51187,1,37575
51191,2,54876
51193,6,17454
51195,7,41452
51197,6,29235
51199,1,65464
51510,1,139966
51515,2,6222
51520,2,17835
51530,6,6650
51540,3,43475
51550,1,222209
51570,1,17411
51580,6,5961
51590,4,43055
51595,6,5927
51600,1,22565
51610,1,12332
51620,6,8582
51630,1,24286
51640,7,7042
51650,1,137436
51660,3,48914
51670,1,22591
51678,6,7042
51680,2,75568
51683,1,37821
51685,1,14273
51690,4,13821
51700,1,180719
51710,1,242803
51720,7,3958
51730,1,32420
51735,1,12150
51740,1,95535
51750,3,16408
51760,1,204214
51770,2,97032
51775,2,24802
51790,3,23746
51800,1,84585
51810,1,437994
51820,3,21006
51830,1,14068
51840,3,26203
53001,6,18728
53003,3,21623
53005,2,175177
53007,3,72453
53009,5,71404
53011,1,425363
53013,3,4078
53015,3,102410
53017,3,38431
53019,9,7551
53021,2,78163
53023,8,2266
53025,5,89120
53027,4,72797
53029,4,78506
53031,6,29872
53033,1,1931249
53035,2,251133
53037,4,40915
53039,6,20318
53041,4,75455
53043,8,10570
53045,4,60699
53047,6,41120
53049,7,20920
53051,2,13001
53053,1,795225
53055,9,15769
53057,3,116901
53059,1,11066
53061,1,713335
53063,2,471221
53065,2,43531
53067,2,252264
53069,8,3978
53071,3,58781
53073,3,201140
53075,4,44776
53077,3,243231
54001,6,16589
54003,2,104169
54005,3,24629
54007,8,14523
54009,3,24069
54011,2,96319
54013,8,7627
54015,3,9386
54017,9,8202
54019,3,46039
54021,7,8693
54023,7,11937
54025,6,35480
54027,3,23964
54029,3,30676
54031,6,14025
54033,5,69099
54035,6,29211
54037,1,53498
54039,3,193063
54041,7,16372
54043,2,21720
54045,6,36743
54047,7,22113
54049,4,56418
54051,3,33107
54053,6,27324
54055,4,62264
54057,3,28212
54059,7,26839
54061,3,96189
54063,8,13502
54065,8,17541
54067,6,26233
54069,3,44443
54071,8,7695
54073,6,7605
54075,9,8719
54077,3,33520
54079,2,55486
54081,3,78859
54083,7,29405
54085,8,10449
54087,6,14926
54089,6,13927
54091,6,16895
54093,8,7141
54095,9,9208
54097,7,24254
54099,2,42481
54101,9,9154
54103,6,16583
54105,3,5717
54107,3,86956
54109,6,23796
55001,8,20875
55003,7,16157
55005,6,45870
55007,8,15014
55009,2,248007
55011,8,13587
55013,8,15457
55015,3,48971
55017,3,62415
55019,6,34690
55021,2,56833
55023,7,16644
55025,2,488073
55027,4,88759
55029,6,27785
55031,2,44159
55033,6,43857
55035,3,98736
55037,9,4423
55039,3,101633
55041,9,9304
55043,6,51208
55045,2,36842
55047,6,19051
55049,2,23687
55051,9,5916
55053,6,20449
55055,4,83686
55057,7,26664
55059,1,166426
55061,2,20574
55063,3,114638
55065,8,16836
55067,6,19977
55069,6,28743
55071,4,81442
55073,3,134063
55075,6,41749
55077,8,15404
55078,8,4232
55079,1,947735
55081,6,44673
55083,2,37660
55085,7,35998
55087,3,176695
55089,1,86395
55091,8,7469
55093,1,41019
55095,6,44205
55097,4,70019
55099,9,14159
55101,3,195408
55103,6,18021
55105,3,160331
55107,6,14755
55109,1,84345
55111,4,61976
55113,7,16557
55115,6,41949
55117,3,115507
55119,6,20689
55121,6,28816
55123,6,29773
55125,9,21430
55127,4,102228
55129,7,15911
55131,1,131887
55133,1,389891
55135,6,52410
55137,6,24496
55139,3,166994
55141,4,74749
56001,4,36299
56003,9,11668
56005,5,46133
56007,7,15885
56009,6,13833
56011,9,7083
56013,7,40123
56015,7,13249
56017,7,4812
56019,7,8569
56021,3,91738
56023,7,18106
56025,3,75450
56027,9,2484
56029,7,28205
56031,7,8667
56033,7,29116
56035,9,10247
56037,5,43806
56039,7,21294
56041,7,21118
56043,7,8533
56045,7,7208
60010,5,23030
60020,9,1143
60030,0,0
60040,9,17
60050,5,31329
66010,5,159358
69085,0,0
69100,9,2527
69110,5,48220
69120,7,3136
72001,6,19483
72003,2,41959
72005,2,60949
72007,1,28659
72009,1,25900
72011,2,29261
72013,3,96440
72015,3,19575
72017,1,24816
72019,1,30318
72021,1,208116
72023,3,50917
72025,1,142893
72027,3,35159
72029,1,47648
72031,1,176762
72033,1,28140
72035,1,48119
72037,1,13631
72039,1,18782
72041,1,43480
72043,4,40512
72045,1,20778
72047,1,37142
72049,9,1818
72051,1,38165
72053,1,36993
72054,1,12680
72055,2,19427
72057,3,45362
72059,2,21581
72061,1,97924
72063,1,45369
72065,3,41953
72067,3,17250
72069,1,58466
72071,2,45631
72073,6,16642
72075,2,50747
72077,1,40290
72079,3,25753
72081,2,30753
72083,6,9881
72085,1,38675
72087,1,30060
72089,1,20068
72091,1,44113
72093,6,6276
72095,1,12225
72097,3,89080
72099,2,40109
72101,1,32610
72103,1,26720
72105,1,30402
72107,1,23423
72109,3,19277
72111,2,24282
72113,2,166327
72115,3,25919
72117,2,15200
72119,1,54304
72121,3,25265
72123,4,31078
72125,3,35527
72127,1,395326
72129,1,41058
72131,2,42430
72133,4,23274
72135,1,74066
72137,1,89609
72139,1,74842
72141,2,33149
72143,1,39951
72145,1,59662
72147,7,9301
72149,2,26073
72151,1,37941
72153,2,42043
78010,5,50601
78020,7,4170
78030,5,51634
