category	K	k	n	N	expected	fold	p	fdr	label	id	family	threshold
http://purl.obolibrary.org/obo/GO_0006754	7	4	1560	2160	5.06	0.79	0.9012837702031122	0.9999561234632744	ATP biosynthetic process	GO_0006754	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0038061	7	4	1560	2160	5.06	0.79	0.9012837702031122	0.9999561234632744	non-canonical NF-kappaB signal transduction	GO_0038061	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0045116	7	4	1560	2160	5.06	0.79	0.9012837702031122	0.9999561234632744	protein neddylation	GO_0045116	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0031638	7	4	1560	2160	5.06	0.79	0.9012837702031122	0.9999561234632744	zymogen activation	GO_0031638	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_1903543	7	4	1560	2160	5.06	0.79	0.9012837702031122	0.9999561234632744	positive regulation of exosomal secretion	GO_1903543	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0042102	7	4	1560	2160	5.06	0.79	0.9012837702031122	0.9999561234632744	positive regulation of T cell proliferation	GO_0042102	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0021762	7	4	1560	2160	5.06	0.79	0.9012837702031122	0.9999561234632744	substantia nigra development	GO_0021762	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0032465	7	4	1560	2160	5.06	0.79	0.9012837702031122	0.9999561234632744	regulation of cytokinesis	GO_0032465	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0008217	7	4	1560	2160	5.06	0.79	0.9012837702031122	0.9999561234632744	regulation of blood pressure	GO_0008217	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0032526	7	4	1560	2160	5.06	0.79	0.9012837702031122	0.9999561234632744	response to retinoic acid	GO_0032526	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0006402	7	4	1560	2160	5.06	0.79	0.9012837702031122	0.9999561234632744	mRNA catabolic process	GO_0006402	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0007029	7	4	1560	2160	5.06	0.79	0.9012837702031122	0.9999561234632744	endoplasmic reticulum organization	GO_0007029	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0045648	7	4	1560	2160	5.06	0.79	0.9012837702031122	0.9999561234632744	positive regulation of erythrocyte differentiation	GO_0045648	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0030501	7	4	1560	2160	5.06	0.79	0.9012837702031122	0.9999561234632744	positive regulation of bone mineralization	GO_0030501	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0002181	7	4	1560	2160	5.06	0.79	0.9012837702031122	0.9999561234632744	cytoplasmic translation	GO_0002181	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0007613	7	4	1560	2160	5.06	0.79	0.9012837702031122	0.9999561234632744	memory	GO_0007613	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0002250	33	21	1560	2160	23.83	0.88	0.9015673343418352	0.9999561234632744	adaptive immune response	GO_0002250	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0006879	18	11	1560	2160	13.0	0.85	0.9034232410226376	0.9999561234632744	intracellular iron ion homeostasis	GO_0006879	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0032760	18	11	1560	2160	13.0	0.85	0.9034232410226376	0.9999561234632744	positive regulation of tumor necrosis factor production	GO_0032760	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0071222	18	11	1560	2160	13.0	0.85	0.9034232410226376	0.9999561234632744	cellular response to lipopolysaccharide	GO_0071222	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0007229	18	11	1560	2160	13.0	0.85	0.9034232410226376	0.9999561234632744	integrin-mediated signaling pathway	GO_0007229	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0008285	42	27	1560	2160	30.33	0.89	0.9063369648662929	0.9999561234632744	negative regulation of cell population proliferation	GO_0008285	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0001819	15	9	1560	2160	10.83	0.83	0.9076573500569682	0.9999561234632744	positive regulation of cytokine production	GO_0001819	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0043488	15	9	1560	2160	10.83	0.83	0.9076573500569682	0.9999561234632744	regulation of mRNA stability	GO_0043488	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0140374	12	7	1560	2160	8.67	0.81	0.9147973672759722	0.9999561234632744	antiviral innate immune response	GO_0140374	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0007596	12	7	1560	2160	8.67	0.81	0.9147973672759722	0.9999561234632744	blood coagulation	GO_0007596	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0006487	12	7	1560	2160	8.67	0.81	0.9147973672759722	0.9999561234632744	protein N-linked glycosylation	GO_0006487	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0030154	89	59	1560	2160	64.28	0.92	0.9167003180412302	0.9999561234632744	cell differentiation	GO_0030154	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0006355	128	86	1560	2160	92.44	0.93	0.9194492578818598	0.9999561234632744	regulation of DNA-templated transcription	GO_0006355	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0006914	29	18	1560	2160	20.94	0.86	0.9212703134045354	0.9999561234632744	autophagy	GO_0006914	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0046718	29	18	1560	2160	20.94	0.86	0.9212703134045354	0.9999561234632744	symbiont entry into host cell	GO_0046718	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0034220	23	14	1560	2160	16.61	0.84	0.9234377314512187	0.9999561234632744	monoatomic ion transmembrane transport	GO_0034220	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0061136	23	14	1560	2160	16.61	0.84	0.9234377314512187	0.9999561234632744	regulation of proteasomal protein catabolic process	GO_0061136	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0070328	9	5	1560	2160	6.5	0.77	0.9265525132400061	0.9999561234632744	triglyceride homeostasis	GO_0070328	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0071364	9	5	1560	2160	6.5	0.77	0.9265525132400061	0.9999561234632744	cellular response to epidermal growth factor stimulus	GO_0071364	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0007040	9	5	1560	2160	6.5	0.77	0.9265525132400061	0.9999561234632744	lysosome organization	GO_0007040	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_1900026	9	5	1560	2160	6.5	0.77	0.9265525132400061	0.9999561234632744	positive regulation of substrate adhesion-dependent cell spreading	GO_1900026	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0072583	9	5	1560	2160	6.5	0.77	0.9265525132400061	0.9999561234632744	clathrin-dependent endocytosis	GO_0072583	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_1904262	9	5	1560	2160	6.5	0.77	0.9265525132400061	0.9999561234632744	negative regulation of TORC1 signaling	GO_1904262	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0006367	9	5	1560	2160	6.5	0.77	0.9265525132400061	0.9999561234632744	transcription initiation at RNA polymerase II promoter	GO_0006367	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0045088	9	5	1560	2160	6.5	0.77	0.9265525132400061	0.9999561234632744	regulation of innate immune response	GO_0045088	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0010499	9	5	1560	2160	6.5	0.77	0.9265525132400061	0.9999561234632744	proteasomal ubiquitin-independent protein catabolic process	GO_0010499	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0043124	14	8	1560	2160	10.11	0.79	0.9358996782563718	0.9999561234632744	negative regulation of canonical NF-kappaB signal transduction	GO_0043124	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0042593	14	8	1560	2160	10.11	0.79	0.9358996782563718	0.9999561234632744	glucose homeostasis	GO_0042593	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0030335	37	23	1560	2160	26.72	0.86	0.9374526919525972	0.9999561234632744	positive regulation of cell migration	GO_0030335	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0001525	43	27	1560	2160	31.06	0.87	0.938075242108665	0.9999561234632744	angiogenesis	GO_0001525	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0016055	25	15	1560	2160	18.06	0.83	0.9406463757548231	0.9999561234632744	Wnt signaling pathway	GO_0016055	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0045087	77	50	1560	2160	55.61	0.9	0.9407357994180645	0.9999561234632744	innate immune response	GO_0045087	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0098609	22	13	1560	2160	15.89	0.82	0.9430689488883204	0.9999561234632744	cell-cell adhesion	GO_0098609	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0006816	11	6	1560	2160	7.94	0.76	0.9447941213689016	0.9999561234632744	calcium ion transport	GO_0006816	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0000244	11	6	1560	2160	7.94	0.76	0.9447941213689016	0.9999561234632744	spliceosomal tri-snRNP complex assembly	GO_0000244	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0032689	6	3	1560	2160	4.33	0.69	0.9460419113506742	0.9999561234632744	negative regulation of type II interferon production	GO_0032689	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0097746	6	3	1560	2160	4.33	0.69	0.9460419113506742	0.9999561234632744	blood vessel diameter maintenance	GO_0097746	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0060339	6	3	1560	2160	4.33	0.69	0.9460419113506742	0.9999561234632744	negative regulation of type I interferon-mediated signaling pathway	GO_0060339	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0030099	6	3	1560	2160	4.33	0.69	0.9460419113506742	0.9999561234632744	myeloid cell differentiation	GO_0030099	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0051781	6	3	1560	2160	4.33	0.69	0.9460419113506742	0.9999561234632744	positive regulation of cell division	GO_0051781	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0006749	6	3	1560	2160	4.33	0.69	0.9460419113506742	0.9999561234632744	glutathione metabolic process	GO_0006749	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0038127	6	3	1560	2160	4.33	0.69	0.9460419113506742	0.9999561234632744	ERBB signaling pathway	GO_0038127	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0001954	6	3	1560	2160	4.33	0.69	0.9460419113506742	0.9999561234632744	positive regulation of cell-matrix adhesion	GO_0001954	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0033629	6	3	1560	2160	4.33	0.69	0.9460419113506742	0.9999561234632744	negative regulation of cell adhesion mediated by integrin	GO_0033629	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_1901224	6	3	1560	2160	4.33	0.69	0.9460419113506742	0.9999561234632744	positive regulation of non-canonical NF-kappaB signal transduction	GO_1901224	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0061909	6	3	1560	2160	4.33	0.69	0.9460419113506742	0.9999561234632744	autophagosome-lysosome fusion	GO_0061909	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0051094	6	3	1560	2160	4.33	0.69	0.9460419113506742	0.9999561234632744	positive regulation of developmental process	GO_0051094	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0006882	6	3	1560	2160	4.33	0.69	0.9460419113506742	0.9999561234632744	intracellular zinc ion homeostasis	GO_0006882	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0006891	6	3	1560	2160	4.33	0.69	0.9460419113506742	0.9999561234632744	intra-Golgi vesicle-mediated transport	GO_0006891	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0071383	6	3	1560	2160	4.33	0.69	0.9460419113506742	0.9999561234632744	cellular response to steroid hormone stimulus	GO_0071383	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0071466	6	3	1560	2160	4.33	0.69	0.9460419113506742	0.9999561234632744	cellular response to xenobiotic stimulus	GO_0071466	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0042026	6	3	1560	2160	4.33	0.69	0.9460419113506742	0.9999561234632744	protein refolding	GO_0042026	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0045429	6	3	1560	2160	4.33	0.69	0.9460419113506742	0.9999561234632744	positive regulation of nitric oxide biosynthetic process	GO_0045429	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0038084	6	3	1560	2160	4.33	0.69	0.9460419113506742	0.9999561234632744	vascular endothelial growth factor signaling pathway	GO_0038084	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0050778	6	3	1560	2160	4.33	0.69	0.9460419113506742	0.9999561234632744	positive regulation of immune response	GO_0050778	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0045723	6	3	1560	2160	4.33	0.69	0.9460419113506742	0.9999561234632744	positive regulation of fatty acid biosynthetic process	GO_0045723	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0032728	6	3	1560	2160	4.33	0.69	0.9460419113506742	0.9999561234632744	positive regulation of interferon-beta production	GO_0032728	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0006417	39	24	1560	2160	28.17	0.85	0.9502510706553285	0.9999561234632744	regulation of translation	GO_0006417	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0006955	36	22	1560	2160	26.0	0.85	0.9506055989995295	0.9999561234632744	immune response	GO_0006955	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0050821	51	32	1560	2160	36.83	0.87	0.9510038433815771	0.9999561234632744	protein stabilization	GO_0050821	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0065003	33	20	1560	2160	23.83	0.84	0.9512827916858293	0.9999561234632744	protein-containing complex assembly	GO_0065003	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0008360	16	9	1560	2160	11.56	0.78	0.9514456551173821	0.9999561234632744	regulation of cell shape	GO_0008360	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0032729	16	9	1560	2160	11.56	0.78	0.9514456551173821	0.9999561234632744	positive regulation of type II interferon production	GO_0032729	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0010628	54	34	1560	2160	39.0	0.87	0.9515516985829292	0.9999561234632744	positive regulation of gene expression	GO_0010628	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0005977	8	4	1560	2160	5.78	0.69	0.9579278691774826	0.9999561234632744	glycogen metabolic process	GO_0005977	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0006693	8	4	1560	2160	5.78	0.69	0.9579278691774826	0.9999561234632744	prostaglandin metabolic process	GO_0006693	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0001934	8	4	1560	2160	5.78	0.69	0.9579278691774826	0.9999561234632744	positive regulation of protein phosphorylation	GO_0001934	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0021549	8	4	1560	2160	5.78	0.69	0.9579278691774826	0.9999561234632744	cerebellum development	GO_0021549	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0051130	8	4	1560	2160	5.78	0.69	0.9579278691774826	0.9999561234632744	positive regulation of cellular component organization	GO_0051130	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0007080	8	4	1560	2160	5.78	0.69	0.9579278691774826	0.9999561234632744	mitotic metaphase chromosome alignment	GO_0007080	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0042157	8	4	1560	2160	5.78	0.69	0.9579278691774826	0.9999561234632744	lipoprotein metabolic process	GO_0042157	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0080090	8	4	1560	2160	5.78	0.69	0.9579278691774826	0.9999561234632744	regulation of primary metabolic process	GO_0080090	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0032755	8	4	1560	2160	5.78	0.69	0.9579278691774826	0.9999561234632744	positive regulation of interleukin-6 production	GO_0032755	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0031398	13	7	1560	2160	9.39	0.75	0.9582004919132276	0.9999561234632744	positive regulation of protein ubiquitination	GO_0031398	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0042110	13	7	1560	2160	9.39	0.75	0.9582004919132276	0.9999561234632744	T cell activation	GO_0042110	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0007160	18	10	1560	2160	13.0	0.77	0.9630287755327803	0.9999561234632744	cell-matrix adhesion	GO_0007160	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0042113	10	5	1560	2160	7.22	0.69	0.9674061147786784	0.9999561234632744	B cell activation	GO_0042113	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0001501	10	5	1560	2160	7.22	0.69	0.9674061147786784	0.9999561234632744	skeletal system development	GO_0001501	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0006956	10	5	1560	2160	7.22	0.69	0.9674061147786784	0.9999561234632744	complement activation	GO_0006956	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0060391	10	5	1560	2160	7.22	0.69	0.9674061147786784	0.9999561234632744	positive regulation of SMAD protein signal transduction	GO_0060391	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0006661	10	5	1560	2160	7.22	0.69	0.9674061147786784	0.9999561234632744	phosphatidylinositol biosynthetic process	GO_0006661	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0032436	15	8	1560	2160	10.83	0.74	0.9681766247699758	0.9999561234632744	positive regulation of proteasomal ubiquitin-dependent protein catabolic process	GO_0032436	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0002376	114	74	1560	2160	82.33	0.9	0.9690155696227858	0.9999561234632744	immune system process	GO_0002376	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0010507	12	6	1560	2160	8.67	0.69	0.9747908754618311	0.9999561234632744	negative regulation of autophagy	GO_0010507	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0006094	12	6	1560	2160	8.67	0.69	0.9747908754618311	0.9999561234632744	gluconeogenesis	GO_0006094	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0008543	7	3	1560	2160	5.06	0.59	0.9796105172113456	0.9999561234632744	fibroblast growth factor receptor signaling pathway	GO_0008543	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0007611	7	3	1560	2160	5.06	0.59	0.9796105172113456	0.9999561234632744	learning or memory	GO_0007611	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0007599	7	3	1560	2160	5.06	0.59	0.9796105172113456	0.9999561234632744	hemostasis	GO_0007599	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0061462	7	3	1560	2160	5.06	0.59	0.9796105172113456	0.9999561234632744	protein localization to lysosome	GO_0061462	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0045599	7	3	1560	2160	5.06	0.59	0.9796105172113456	0.9999561234632744	negative regulation of fat cell differentiation	GO_0045599	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0048268	7	3	1560	2160	5.06	0.59	0.9796105172113456	0.9999561234632744	clathrin coat assembly	GO_0048268	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0006897	30	17	1560	2160	21.67	0.78	0.9796991350925613	0.9999561234632744	endocytosis	GO_0006897	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0006954	50	30	1560	2160	36.11	0.83	0.9799325732088979	0.9999561234632744	inflammatory response	GO_0006954	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0071357	19	10	1560	2160	13.72	0.73	0.9813327886202398	0.9999561234632744	cellular response to type I interferon	GO_0071357	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0032757	9	4	1560	2160	6.5	0.62	0.9830281539274638	0.9999561234632744	positive regulation of interleukin-8 production	GO_0032757	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0017148	24	13	1560	2160	17.33	0.75	0.983321922197975	0.9999561234632744	negative regulation of translation	GO_0017148	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0007186	61	37	1560	2160	44.06	0.84	0.9834605773338856	0.9999561234632744	G protein-coupled receptor signaling pathway	GO_0007186	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0042127	16	8	1560	2160	11.56	0.69	0.9849075944225695	0.9999561234632744	regulation of cell population proliferation	GO_0042127	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0007267	21	11	1560	2160	15.17	0.73	0.9856393257096582	0.9999561234632744	cell-cell signaling	GO_0007267	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0030317	11	5	1560	2160	7.94	0.63	0.9862494426201591	0.9999561234632744	flagellated sperm motility	GO_0030317	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0008286	13	6	1560	2160	9.39	0.64	0.9890112042177769	0.9999561234632744	insulin receptor signaling pathway	GO_0008286	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0006952	13	6	1560	2160	9.39	0.64	0.9890112042177769	0.9999561234632744	defense response	GO_0006952	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0046330	15	7	1560	2160	10.83	0.65	0.9912854012701777	0.9999561234632744	positive regulation of JNK cascade	GO_0046330	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0043547	8	3	1560	2160	5.78	0.52	0.9926201060316634	0.9999561234632744	positive regulation of GTPase activity	GO_0043547	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0061003	8	3	1560	2160	5.78	0.52	0.9926201060316634	0.9999561234632744	positive regulation of dendritic spine morphogenesis	GO_0061003	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0050808	8	3	1560	2160	5.78	0.52	0.9926201060316634	0.9999561234632744	synapse organization	GO_0050808	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0070098	8	3	1560	2160	5.78	0.52	0.9926201060316634	0.9999561234632744	chemokine-mediated signaling pathway	GO_0070098	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0007417	10	4	1560	2160	7.22	0.55	0.9934428466933207	0.9999561234632744	central nervous system development	GO_0007417	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0007156	14	6	1560	2160	10.11	0.59	0.9953936282035469	0.9999561234632744	homophilic cell-cell adhesion	GO_0007156	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
