category	K	k	n	N	expected	fold	p	fdr	label	id	family	threshold
http://purl.obolibrary.org/obo/GO_0010634	5	4	1560	2160	3.61	1.11	0.5743197607486132	0.9999561234632744	positive regulation of epithelial cell migration	GO_0010634	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0032007	5	4	1560	2160	3.61	1.11	0.5743197607486132	0.9999561234632744	negative regulation of TOR signaling	GO_0032007	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0006346	5	4	1560	2160	3.61	1.11	0.5743197607486132	0.9999561234632744	DNA methylation-dependent constitutive heterochromatin formation	GO_0006346	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0051384	5	4	1560	2160	3.61	1.11	0.5743197607486132	0.9999561234632744	response to glucocorticoid	GO_0051384	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0031113	5	4	1560	2160	3.61	1.11	0.5743197607486132	0.9999561234632744	regulation of microtubule polymerization	GO_0031113	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0031053	5	4	1560	2160	3.61	1.11	0.5743197607486132	0.9999561234632744	primary miRNA processing	GO_0031053	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0048844	5	4	1560	2160	3.61	1.11	0.5743197607486132	0.9999561234632744	artery morphogenesis	GO_0048844	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0048008	5	4	1560	2160	3.61	1.11	0.5743197607486132	0.9999561234632744	platelet-derived growth factor receptor signaling pathway	GO_0048008	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0007612	5	4	1560	2160	3.61	1.11	0.5743197607486132	0.9999561234632744	learning	GO_0007612	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0032418	5	4	1560	2160	3.61	1.11	0.5743197607486132	0.9999561234632744	lysosome localization	GO_0032418	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0044598	5	4	1560	2160	3.61	1.11	0.5743197607486132	0.9999561234632744	doxorubicin metabolic process	GO_0044598	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0048167	5	4	1560	2160	3.61	1.11	0.5743197607486132	0.9999561234632744	regulation of synaptic plasticity	GO_0048167	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0044597	5	4	1560	2160	3.61	1.11	0.5743197607486132	0.9999561234632744	daunorubicin metabolic process	GO_0044597	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0007026	5	4	1560	2160	3.61	1.11	0.5743197607486132	0.9999561234632744	negative regulation of microtubule depolymerization	GO_0007026	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0007193	5	4	1560	2160	3.61	1.11	0.5743197607486132	0.9999561234632744	adenylate cyclase-inhibiting G protein-coupled receptor signaling pathway	GO_0007193	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0035094	5	4	1560	2160	3.61	1.11	0.5743197607486132	0.9999561234632744	response to nicotine	GO_0035094	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0007528	5	4	1560	2160	3.61	1.11	0.5743197607486132	0.9999561234632744	neuromuscular junction development	GO_0007528	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0034614	5	4	1560	2160	3.61	1.11	0.5743197607486132	0.9999561234632744	cellular response to reactive oxygen species	GO_0034614	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0042407	5	4	1560	2160	3.61	1.11	0.5743197607486132	0.9999561234632744	cristae formation	GO_0042407	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0038066	5	4	1560	2160	3.61	1.11	0.5743197607486132	0.9999561234632744	p38MAPK cascade	GO_0038066	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0035774	5	4	1560	2160	3.61	1.11	0.5743197607486132	0.9999561234632744	positive regulation of insulin secretion involved in cellular response to glucose stimulus	GO_0035774	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0036109	5	4	1560	2160	3.61	1.11	0.5743197607486132	0.9999561234632744	alpha-linolenic acid metabolic process	GO_0036109	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0009755	5	4	1560	2160	3.61	1.11	0.5743197607486132	0.9999561234632744	hormone-mediated signaling pathway	GO_0009755	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0009117	5	4	1560	2160	3.61	1.11	0.5743197607486132	0.9999561234632744	nucleotide metabolic process	GO_0009117	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0008631	5	4	1560	2160	3.61	1.11	0.5743197607486132	0.9999561234632744	intrinsic apoptotic signaling pathway in response to oxidative stress	GO_0008631	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0009395	5	4	1560	2160	3.61	1.11	0.5743197607486132	0.9999561234632744	phospholipid catabolic process	GO_0009395	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0045582	5	4	1560	2160	3.61	1.11	0.5743197607486132	0.9999561234632744	positive regulation of T cell differentiation	GO_0045582	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0045862	5	4	1560	2160	3.61	1.11	0.5743197607486132	0.9999561234632744	positive regulation of proteolysis	GO_0045862	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0045454	5	4	1560	2160	3.61	1.11	0.5743197607486132	0.9999561234632744	cell redox homeostasis	GO_0045454	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0090399	5	4	1560	2160	3.61	1.11	0.5743197607486132	0.9999561234632744	replicative senescence	GO_0090399	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0001659	5	4	1560	2160	3.61	1.11	0.5743197607486132	0.9999561234632744	temperature homeostasis	GO_0001659	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0106074	5	4	1560	2160	3.61	1.11	0.5743197607486132	0.9999561234632744	aminoacyl-tRNA metabolism involved in translational fidelity	GO_0106074	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0001890	5	4	1560	2160	3.61	1.11	0.5743197607486132	0.9999561234632744	placenta development	GO_0001890	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_1902476	5	4	1560	2160	3.61	1.11	0.5743197607486132	0.9999561234632744	chloride transmembrane transport	GO_1902476	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_2000463	5	4	1560	2160	3.61	1.11	0.5743197607486132	0.9999561234632744	positive regulation of excitatory postsynaptic potential	GO_2000463	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_2000352	5	4	1560	2160	3.61	1.11	0.5743197607486132	0.9999561234632744	negative regulation of endothelial cell apoptotic process	GO_2000352	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0034097	5	4	1560	2160	3.61	1.11	0.5743197607486132	0.9999561234632744	response to cytokine	GO_0034097	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0034375	5	4	1560	2160	3.61	1.11	0.5743197607486132	0.9999561234632744	high-density lipoprotein particle remodeling	GO_0034375	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_2001243	5	4	1560	2160	3.61	1.11	0.5743197607486132	0.9999561234632744	negative regulation of intrinsic apoptotic signaling pathway	GO_2001243	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0007010	22	16	1560	2160	15.89	1.01	0.5868645063536171	0.9999561234632744	cytoskeleton organization	GO_0007010	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0051289	15	11	1560	2160	10.83	1.02	0.5923179540503684	0.9999561234632744	protein homotetramerization	GO_0051289	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0007179	15	11	1560	2160	10.83	1.02	0.5923179540503684	0.9999561234632744	transforming growth factor beta receptor signaling pathway	GO_0007179	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0001558	15	11	1560	2160	10.83	1.02	0.5923179540503684	0.9999561234632744	regulation of cell growth	GO_0001558	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0070372	8	6	1560	2160	5.78	1.04	0.6084233415694579	0.9999561234632744	regulation of ERK1 and ERK2 cascade	GO_0070372	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0042273	8	6	1560	2160	5.78	1.04	0.6084233415694579	0.9999561234632744	ribosomal large subunit biogenesis	GO_0042273	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0042789	8	6	1560	2160	5.78	1.04	0.6084233415694579	0.9999561234632744	mRNA transcription by RNA polymerase II	GO_0042789	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0042267	8	6	1560	2160	5.78	1.04	0.6084233415694579	0.9999561234632744	natural killer cell mediated cytotoxicity	GO_0042267	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0043409	8	6	1560	2160	5.78	1.04	0.6084233415694579	0.9999561234632744	negative regulation of MAPK cascade	GO_0043409	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0070830	8	6	1560	2160	5.78	1.04	0.6084233415694579	0.9999561234632744	bicellular tight junction assembly	GO_0070830	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0071230	8	6	1560	2160	5.78	1.04	0.6084233415694579	0.9999561234632744	cellular response to amino acid stimulus	GO_0071230	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0006509	8	6	1560	2160	5.78	1.04	0.6084233415694579	0.9999561234632744	membrane protein ectodomain proteolysis	GO_0006509	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0071346	8	6	1560	2160	5.78	1.04	0.6084233415694579	0.9999561234632744	cellular response to type II interferon	GO_0071346	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0019882	8	6	1560	2160	5.78	1.04	0.6084233415694579	0.9999561234632744	antigen processing and presentation	GO_0019882	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0019915	8	6	1560	2160	5.78	1.04	0.6084233415694579	0.9999561234632744	lipid storage	GO_0019915	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0010557	8	6	1560	2160	5.78	1.04	0.6084233415694579	0.9999561234632744	positive regulation of macromolecule biosynthetic process	GO_0010557	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_2000434	8	6	1560	2160	5.78	1.04	0.6084233415694579	0.9999561234632744	regulation of protein neddylation	GO_2000434	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0001837	8	6	1560	2160	5.78	1.04	0.6084233415694579	0.9999561234632744	epithelial to mesenchymal transition	GO_0001837	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0001764	8	6	1560	2160	5.78	1.04	0.6084233415694579	0.9999561234632744	neuron migration	GO_0001764	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0002682	8	6	1560	2160	5.78	1.04	0.6084233415694579	0.9999561234632744	regulation of immune system process	GO_0002682	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0009967	8	6	1560	2160	5.78	1.04	0.6084233415694579	0.9999561234632744	positive regulation of signal transduction	GO_0009967	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0009968	8	6	1560	2160	5.78	1.04	0.6084233415694579	0.9999561234632744	negative regulation of signal transduction	GO_0009968	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0046854	8	6	1560	2160	5.78	1.04	0.6084233415694579	0.9999561234632744	phosphatidylinositol phosphate biosynthetic process	GO_0046854	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0030148	8	6	1560	2160	5.78	1.04	0.6084233415694579	0.9999561234632744	sphingolipid biosynthetic process	GO_0030148	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0010977	8	6	1560	2160	5.78	1.04	0.6084233415694579	0.9999561234632744	negative regulation of neuron projection development	GO_0010977	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0006488	8	6	1560	2160	5.78	1.04	0.6084233415694579	0.9999561234632744	dolichol-linked oligosaccharide biosynthetic process	GO_0006488	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0006814	18	13	1560	2160	13.0	1.0	0.6177527069981212	0.9999561234632744	sodium ion transport	GO_0006814	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0090263	18	13	1560	2160	13.0	1.0	0.6177527069981212	0.9999561234632744	positive regulation of canonical Wnt signaling pathway	GO_0090263	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0006446	18	13	1560	2160	13.0	1.0	0.6177527069981212	0.9999561234632744	regulation of translational initiation	GO_0006446	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0006260	18	13	1560	2160	13.0	1.0	0.6177527069981212	0.9999561234632744	DNA replication	GO_0006260	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0051726	42	30	1560	2160	30.33	0.99	0.622575289806333	0.9999561234632744	regulation of cell cycle	GO_0051726	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0034063	11	8	1560	2160	7.94	1.01	0.6346764746626434	0.9999561234632744	stress granule assembly	GO_0034063	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0051216	11	8	1560	2160	7.94	1.01	0.6346764746626434	0.9999561234632744	cartilage development	GO_0051216	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0006368	11	8	1560	2160	7.94	1.01	0.6346764746626434	0.9999561234632744	transcription elongation by RNA polymerase II	GO_0006368	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0019082	11	8	1560	2160	7.94	1.01	0.6346764746626434	0.9999561234632744	viral protein processing	GO_0019082	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0046034	11	8	1560	2160	7.94	1.01	0.6346764746626434	0.9999561234632744	ATP metabolic process	GO_0046034	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0032743	11	8	1560	2160	7.94	1.01	0.6346764746626434	0.9999561234632744	positive regulation of interleukin-2 production	GO_0032743	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0045786	11	8	1560	2160	7.94	1.01	0.6346764746626434	0.9999561234632744	negative regulation of cell cycle	GO_0045786	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0046627	11	8	1560	2160	7.94	1.01	0.6346764746626434	0.9999561234632744	negative regulation of insulin receptor signaling pathway	GO_0046627	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0034341	11	8	1560	2160	7.94	1.01	0.6346764746626434	0.9999561234632744	response to type II interferon	GO_0034341	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0000387	21	15	1560	2160	15.17	0.99	0.6396457255072527	0.9999561234632744	spliceosomal snRNP assembly	GO_0000387	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0000165	21	15	1560	2160	15.17	0.99	0.6396457255072527	0.9999561234632744	MAPK cascade	GO_0000165	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0072659	14	10	1560	2160	10.11	0.99	0.6564358621791357	0.9999561234632744	protein localization to plasma membrane	GO_0072659	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0030182	14	10	1560	2160	10.11	0.99	0.6564358621791357	0.9999561234632744	neuron differentiation	GO_0030182	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0006913	14	10	1560	2160	10.11	0.99	0.6564358621791357	0.9999561234632744	nucleocytoplasmic transport	GO_0006913	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0009101	14	10	1560	2160	10.11	0.99	0.6564358621791357	0.9999561234632744	glycoprotein biosynthetic process	GO_0009101	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0051592	14	10	1560	2160	10.11	0.99	0.6564358621791357	0.9999561234632744	response to calcium ion	GO_0051592	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0060271	14	10	1560	2160	10.11	0.99	0.6564358621791357	0.9999561234632744	cilium assembly	GO_0060271	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0046777	17	12	1560	2160	12.28	0.98	0.6752068572110167	0.9999561234632744	protein autophosphorylation	GO_0046777	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0036503	17	12	1560	2160	12.28	0.98	0.6752068572110167	0.9999561234632744	ERAD pathway	GO_0036503	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0051321	17	12	1560	2160	12.28	0.98	0.6752068572110167	0.9999561234632744	meiotic cell cycle	GO_0051321	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_2000045	17	12	1560	2160	12.28	0.98	0.6752068572110167	0.9999561234632744	regulation of G1/S transition of mitotic cell cycle	GO_2000045	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0034976	17	12	1560	2160	12.28	0.98	0.6752068572110167	0.9999561234632744	response to endoplasmic reticulum stress	GO_0034976	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0006890	17	12	1560	2160	12.28	0.98	0.6752068572110167	0.9999561234632744	retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum	GO_0006890	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0032496	20	14	1560	2160	14.44	0.97	0.691807538374387	0.9999561234632744	response to lipopolysaccharide	GO_0032496	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0008203	20	14	1560	2160	14.44	0.97	0.691807538374387	0.9999561234632744	cholesterol metabolic process	GO_0008203	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0006508	88	62	1560	2160	63.56	0.98	0.6955403253179613	0.9999561234632744	proteolysis	GO_0006508	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0006289	7	5	1560	2160	5.06	0.99	0.6970044651916893	0.9999561234632744	nucleotide-excision repair	GO_0006289	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0006400	7	5	1560	2160	5.06	0.99	0.6970044651916893	0.9999561234632744	tRNA modification	GO_0006400	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0000045	7	5	1560	2160	5.06	0.99	0.6970044651916893	0.9999561234632744	autophagosome assembly	GO_0000045	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0030216	7	5	1560	2160	5.06	0.99	0.6970044651916893	0.9999561234632744	keratinocyte differentiation	GO_0030216	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0006644	7	5	1560	2160	5.06	0.99	0.6970044651916893	0.9999561234632744	phospholipid metabolic process	GO_0006644	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0006656	7	5	1560	2160	5.06	0.99	0.6970044651916893	0.9999561234632744	phosphatidylcholine biosynthetic process	GO_0006656	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0007409	7	5	1560	2160	5.06	0.99	0.6970044651916893	0.9999561234632744	axonogenesis	GO_0007409	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0007595	7	5	1560	2160	5.06	0.99	0.6970044651916893	0.9999561234632744	lactation	GO_0007595	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0032355	7	5	1560	2160	5.06	0.99	0.6970044651916893	0.9999561234632744	response to estradiol	GO_0032355	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0032481	7	5	1560	2160	5.06	0.99	0.6970044651916893	0.9999561234632744	positive regulation of type I interferon production	GO_0032481	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0045063	7	5	1560	2160	5.06	0.99	0.6970044651916893	0.9999561234632744	T-helper 1 cell differentiation	GO_0045063	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0007007	7	5	1560	2160	5.06	0.99	0.6970044651916893	0.9999561234632744	inner mitochondrial membrane organization	GO_0007007	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0007020	7	5	1560	2160	5.06	0.99	0.6970044651916893	0.9999561234632744	microtubule nucleation	GO_0007020	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0048731	7	5	1560	2160	5.06	0.99	0.6970044651916893	0.9999561234632744	system development	GO_0048731	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0051056	7	5	1560	2160	5.06	0.99	0.6970044651916893	0.9999561234632744	regulation of small GTPase mediated signal transduction	GO_0051056	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0051123	7	5	1560	2160	5.06	0.99	0.6970044651916893	0.9999561234632744	RNA polymerase II preinitiation complex assembly	GO_0051123	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0045948	7	5	1560	2160	5.06	0.99	0.6970044651916893	0.9999561234632744	positive regulation of translational initiation	GO_0045948	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0051259	7	5	1560	2160	5.06	0.99	0.6970044651916893	0.9999561234632744	protein complex oligomerization	GO_0051259	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0048025	7	5	1560	2160	5.06	0.99	0.6970044651916893	0.9999561234632744	negative regulation of mRNA splicing, via spliceosome	GO_0048025	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0009083	7	5	1560	2160	5.06	0.99	0.6970044651916893	0.9999561234632744	branched-chain amino acid catabolic process	GO_0009083	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0048255	7	5	1560	2160	5.06	0.99	0.6970044651916893	0.9999561234632744	mRNA stabilization	GO_0048255	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0048009	7	5	1560	2160	5.06	0.99	0.6970044651916893	0.9999561234632744	insulin-like growth factor receptor signaling pathway	GO_0048009	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0030183	7	5	1560	2160	5.06	0.99	0.6970044651916893	0.9999561234632744	B cell differentiation	GO_0030183	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0030324	7	5	1560	2160	5.06	0.99	0.6970044651916893	0.9999561234632744	lung development	GO_0030324	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0000380	7	5	1560	2160	5.06	0.99	0.6970044651916893	0.9999561234632744	alternative mRNA splicing, via spliceosome	GO_0000380	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0030071	7	5	1560	2160	5.06	0.99	0.6970044651916893	0.9999561234632744	regulation of mitotic metaphase/anaphase transition	GO_0030071	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_0033540	7	5	1560	2160	5.06	0.99	0.6970044651916893	0.9999561234632744	fatty acid beta-oxidation using acyl-CoA oxidase	GO_0033540	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
http://purl.obolibrary.org/obo/GO_1902953	7	5	1560	2160	5.06	0.99	0.6970044651916893	0.9999561234632744	positive regulation of ER to Golgi vesicle-mediated transport	GO_1902953	GO	paper's rule   FC >= 1.2 (|log2FC| >= 0.263)
