assay	gene	symbol	taxonomy	log2fc	adj_p_value	group_mean_1	group_mean_2	osd	entrez
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/15370	Nr4a1	http://purl.obolibrary.org/obo/NCBITaxon_10090	-2.00995	0.00172	7.84339	9.85334	OSD-25	15370
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/15490	Hsd17b7	http://purl.obolibrary.org/obo/NCBITaxon_10090	1.43818	0.000357923	10.2757	8.83756	OSD-25	15490
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/15505	Hsph1	http://purl.obolibrary.org/obo/NCBITaxon_10090	-1.95828	4.32814e-05	8.19429	10.1526	OSD-25	15505
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/16326	Inhbe	http://purl.obolibrary.org/obo/NCBITaxon_10090	1.88364	6.83591e-06	10.2476	8.36391	OSD-25	16326
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-47-65754b3ba1b48856d4afd330ef225e46	http://www.ncbi.nlm.nih.gov/gene/16658	Mafb	http://purl.obolibrary.org/obo/NCBITaxon_10090	1.03626	0.0172875	11256.9	5489.24	OSD-47	16658
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/16796	Lasp1	http://purl.obolibrary.org/obo/NCBITaxon_10090	-1.03513	1.49133e-05	8.77656	9.8117	OSD-25	16796
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/170439	Elovl6	http://purl.obolibrary.org/obo/NCBITaxon_10090	-1.28642	0.00408496	10.1054	11.3919	OSD-25	170439
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/170829	Tram2	http://purl.obolibrary.org/obo/NCBITaxon_10090	1.216	2.38654e-07	9.58989	8.37389	OSD-25	170829
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/171210	Acot2	http://purl.obolibrary.org/obo/NCBITaxon_10090	2.11446	4.13738e-05	10.0922	7.97779	OSD-25	171210
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/17873	Gadd45b	http://purl.obolibrary.org/obo/NCBITaxon_10090	2.20176	1.79266e-05	9.95329	7.75153	OSD-25	17873
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/18415	Hspa4l	http://purl.obolibrary.org/obo/NCBITaxon_10090	-1.36191	1.03034e-07	7.39839	8.76031	OSD-25	18415
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/18451	P4ha1	http://purl.obolibrary.org/obo/NCBITaxon_10090	-1.35987	5.61684e-05	7.45386	8.81373	OSD-25	18451
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/18631	Pex11a	http://purl.obolibrary.org/obo/NCBITaxon_10090	1.07752	5.80532e-06	12.0254	10.9479	OSD-25	18631
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/19298	Pex19	http://purl.obolibrary.org/obo/NCBITaxon_10090	1.10695	2.04299e-06	10.4257	9.31874	OSD-25	19298
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/20520	Slc22a5	http://purl.obolibrary.org/obo/NCBITaxon_10090	1.32199	2.8774e-07	10.2219	8.89986	OSD-25	20520
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/207683	Igsf11	http://purl.obolibrary.org/obo/NCBITaxon_10090	1.15604	3.02766e-06	9.3568	8.20077	OSD-25	207683
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/20860	Sult1e1	http://purl.obolibrary.org/obo/NCBITaxon_10090	2.67122	0.00269574	8.8318	6.16058	OSD-25	20860
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/20867	Stip1	http://purl.obolibrary.org/obo/NCBITaxon_10090	-1.12016	2.8774e-07	9.07325	10.1934	OSD-25	20867
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/20979	Syt1	http://purl.obolibrary.org/obo/NCBITaxon_10090	1.23564	0.00203409	8.03007	6.79443	OSD-25	20979
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-47-65754b3ba1b48856d4afd330ef225e46	http://www.ncbi.nlm.nih.gov/gene/213393	Depp1	http://purl.obolibrary.org/obo/NCBITaxon_10090	-1.02198	0.00583714	738.28	1498.24	OSD-47	213393
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/213393	Depp1	http://purl.obolibrary.org/obo/NCBITaxon_10090	-1.72524	0.000281436	7.93774	9.66298	OSD-25	213393
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/215210	Tmem120a	http://purl.obolibrary.org/obo/NCBITaxon_10090	1.01099	1.05087e-06	9.73669	8.7257	OSD-25	215210
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/217316	Slc16a5	http://purl.obolibrary.org/obo/NCBITaxon_10090	1.01279	0.000171757	10.4663	9.45353	OSD-25	217316
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/217593	Slc25a21	http://purl.obolibrary.org/obo/NCBITaxon_10090	1.01245	0.000324631	8.50073	7.48829	OSD-25	217593
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/217698	Acot5	http://purl.obolibrary.org/obo/NCBITaxon_10090	1.22765	0.000128864	5.97644	4.74878	OSD-25	217698
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/217721	Flvcr2	http://purl.obolibrary.org/obo/NCBITaxon_10090	1.30376	0.000738608	8.56396	7.2602	OSD-25	217721
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/21854	Timm17a	http://purl.obolibrary.org/obo/NCBITaxon_10090	1.1235	1.55839e-05	9.6223	8.4988	OSD-25	21854
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-47-65754b3ba1b48856d4afd330ef225e46	http://www.ncbi.nlm.nih.gov/gene/22138	Ttn	http://purl.obolibrary.org/obo/NCBITaxon_10090	-3.74507	0.0337535	2.91836	26.6264	OSD-47	22138
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/22361	Vnn1	http://purl.obolibrary.org/obo/NCBITaxon_10090	1.34148	0.000358349	10.8201	9.47862	OSD-25	22361
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/228094	Cerkl	http://purl.obolibrary.org/obo/NCBITaxon_10090	1.07273	0.000476236	8.4751	7.40237	OSD-25	228094
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/229599	Ciart	http://purl.obolibrary.org/obo/NCBITaxon_10090	1.31472	0.00643471	9.76795	8.45323	OSD-25	229599
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/231510	Gpat3	http://purl.obolibrary.org/obo/NCBITaxon_10090	2.06938	2.38654e-07	9.53556	7.46619	OSD-25	231510
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/233908	Fus	http://purl.obolibrary.org/obo/NCBITaxon_10090	1.29078	9.20916e-06	9.54328	8.2525	OSD-25	233908
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/238871	Pde4d	http://purl.obolibrary.org/obo/NCBITaxon_10090	1.30572	2.8774e-07	8.82654	7.52083	OSD-25	238871
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/23965	Tenm3	http://purl.obolibrary.org/obo/NCBITaxon_10090	1.49482	6.5053e-06	8.95453	7.45971	OSD-25	23965
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/240549	Gm4952	http://purl.obolibrary.org/obo/NCBITaxon_10090	1.12962	0.00156571	10.905	9.77536	OSD-25	240549
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-47-65754b3ba1b48856d4afd330ef225e46	http://www.ncbi.nlm.nih.gov/gene/240725	Sulf1	http://purl.obolibrary.org/obo/NCBITaxon_10090	-2.51075	0.0178325	9.96127	50.2362	OSD-47	240725
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/242362	Manea	http://purl.obolibrary.org/obo/NCBITaxon_10090	1.02374	0.00011982	8.6971	7.67335	OSD-25	242362
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/245050	Gask1a	http://purl.obolibrary.org/obo/NCBITaxon_10090	-1.07792	0.00607222	6.7153	7.79322	OSD-25	245050
https://purl.org/okn/frink/kg/spoke-genelab/node/OSD-25-e4263b3370f6c7cfbb04a37d79742f3f	http://www.ncbi.nlm.nih.gov/gene/252838	Tox	http://purl.obolibrary.org/obo/NCBITaxon_10090	1.15422	6.69068e-07	9.40475	8.25053	OSD-25	252838
