disease	disease_label	phenotype	phenotype_label	mondo	hp
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0012189	Hodgkin lymphoma	MONDO_0010947	HP_0012189
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0012196	Cheyne-Stokes respiration	MONDO_0010947	HP_0012196
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0012228	Tension-type headache	MONDO_0010947	HP_0012228
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0012235	Drug-induced agranulocytosis	MONDO_0010947	HP_0012235
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0012265	Ciliary dyskinesia	MONDO_0010947	HP_0012265
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0012330	Pyelonephritis	MONDO_0010947	HP_0012330
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0012378	Fatigue	MONDO_0010947	HP_0012378
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0012387	Bronchitis	MONDO_0010947	HP_0012387
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0012398	Peripheral edema	MONDO_0010947	HP_0012398
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0012399	Pressure ulcer	MONDO_0010947	HP_0012399
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0012416	Hypercapnia	MONDO_0010947	HP_0012416
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0012418	Hypoxemia	MONDO_0010947	HP_0012418
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0012450	Chronic constipation	MONDO_0010947	HP_0012450
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0012452	Restless legs	MONDO_0010947	HP_0012452
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0012461	Bacteriuria	MONDO_0010947	HP_0012461
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0012503	Abnormality of the pituitary gland	MONDO_0010947	HP_0012503
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0012513	Upper limb pain	MONDO_0010947	HP_0012513
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0012514	Lower limb pain	MONDO_0010947	HP_0012514
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0012523	Oral aversion	MONDO_0010947	HP_0012523
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0012531	Pain	MONDO_0010947	HP_0012531
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0012532	Chronic pain	MONDO_0010947	HP_0012532
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0012538	Gluten intolerance	MONDO_0010947	HP_0012538
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0012539	Non-Hodgkin lymphoma	MONDO_0010947	HP_0012539
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0012587	Macroscopic hematuria	MONDO_0010947	HP_0012587
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0012622	Chronic kidney disease	MONDO_0010947	HP_0012622
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0012623	Stage 1 chronic kidney disease	MONDO_0010947	HP_0012623
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0012624	Stage 2 chronic kidney disease	MONDO_0010947	HP_0012624
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0012625	Stage 3 chronic kidney disease	MONDO_0010947	HP_0012625
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0012733	Macule	MONDO_0010947	HP_0012733
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0012735	Cough	MONDO_0010947	HP_0012735
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0012828	Severe	MONDO_0010947	HP_0012828
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0025143	Chills	MONDO_0010947	HP_0025143
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0025144	Shivering	MONDO_0010947	HP_0025144
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0025406	Asthenia	MONDO_0010947	HP_0025406
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0030005	Capillary leak	MONDO_0010947	HP_0030005
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0030050	Narcolepsy	MONDO_0010947	HP_0030050
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0030127	Endometriosis	MONDO_0010947	HP_0030127
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0030143	Hyperactive bowel sounds	MONDO_0010947	HP_0030143
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0030144	Hypoactive bowel sounds	MONDO_0010947	HP_0030144
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0030148	Heart murmur	MONDO_0010947	HP_0030148
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0030149	Cardiogenic shock	MONDO_0010947	HP_0030149
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0030151	Cholangitis	MONDO_0010947	HP_0030151
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0030157	Flank pain	MONDO_0010947	HP_0030157
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0030166	Night sweats	MONDO_0010947	HP_0030166
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0030169	Gastric varix	MONDO_0010947	HP_0030169
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0030223	Perseveration	MONDO_0010947	HP_0030223
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0030242	Portal vein thrombosis	MONDO_0010947	HP_0030242
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0030243	Hepatic vein thrombosis	MONDO_0010947	HP_0030243
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0030447	Merkel cell skin cancer	MONDO_0010947	HP_0030447
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0030709	Myelocystocele	MONDO_0010947	HP_0030709
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0030765	Sleep terror	MONDO_0010947	HP_0030765
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0030786	Photopsia	MONDO_0010947	HP_0030786
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0030828	Wheezing	MONDO_0010947	HP_0030828
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0030830	Crackles	MONDO_0010947	HP_0030830
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0030831	Rhonchi	MONDO_0010947	HP_0030831
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0030833	Neck pain	MONDO_0010947	HP_0030833
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0030834	Shoulder pain	MONDO_0010947	HP_0030834
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0030838	Hip pain	MONDO_0010947	HP_0030838
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0030858	Addictive behavior	MONDO_0010947	HP_0030858
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0030863	Nasal flaring	MONDO_0010947	HP_0030863
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0030878	Abnormality on pulmonary function testing	MONDO_0010947	HP_0030878
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0031274	Hypovolemic shock	MONDO_0010947	HP_0031274
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0031812	Nitrituria	MONDO_0010947	HP_0031812
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0032141	Precordial pain	MONDO_0010947	HP_0032141
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0032199	Abnormal prothrombin time	MONDO_0010947	HP_0032199
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0032326	Methicillin-resistant Staphylococcus aureus infection	MONDO_0010947	HP_0032326
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0033196	Portal inflammation	MONDO_0010947	HP_0033196
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0033842	Early satiety	MONDO_0010947	HP_0033842
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0040160	Generalized osteoporosis	MONDO_0010947	HP_0040160
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0040181	Chapped lip	MONDO_0010947	HP_0040181
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0040189	Scaling skin	MONDO_0010947	HP_0040189
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0040194	Increased head circumference	MONDO_0010947	HP_0040194
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0040197	Encephalomalacia	MONDO_0010947	HP_0040197
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0040213	Hypopnea	MONDO_0010947	HP_0040213
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0045005	Neural tube defect	MONDO_0010947	HP_0045005
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0100021	Cerebral palsy	MONDO_0010947	HP_0100021
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0100022	Abnormality of movement	MONDO_0010947	HP_0100022
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0100247	Recurrent singultus	MONDO_0010947	HP_0100247
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0100256	Senile plaques	MONDO_0010947	HP_0100256
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0100309	Subdural hemorrhage	MONDO_0010947	HP_0100309
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0100512	Low levels of vitamin D	MONDO_0010947	HP_0100512
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0100520	Oliguria	MONDO_0010947	HP_0100520
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0100523	Liver abscess	MONDO_0010947	HP_0100523
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0100539	Periorbital edema	MONDO_0010947	HP_0100539
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0100540	Palpebral edema	MONDO_0010947	HP_0100540
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0100543	Cognitive impairment	MONDO_0010947	HP_0100543
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0100548	Exstrophy	MONDO_0010947	HP_0100548
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0100559	Lower limb asymmetry	MONDO_0010947	HP_0100559
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0100577	Urinary bladder inflammation	MONDO_0010947	HP_0100577
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0100580	Barrett esophagus	MONDO_0010947	HP_0100580
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0100584	Endocarditis	MONDO_0010947	HP_0100584
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0100592	Peritoneal abscess	MONDO_0010947	HP_0100592
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0100598	Pulmonary edema	MONDO_0010947	HP_0100598
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0100602	Preeclampsia	MONDO_0010947	HP_0100602
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0100603	Toxemia of pregnancy	MONDO_0010947	HP_0100603
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0100608	Metrorrhagia	MONDO_0010947	HP_0100608
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0100633	Esophagitis	MONDO_0010947	HP_0100633
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0100647	Graves disease	MONDO_0010947	HP_0100647
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0100651	Type I diabetes mellitus	MONDO_0010947	HP_0100651
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0100658	Cellulitis	MONDO_0010947	HP_0100658
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0100660	Dyskinesia	MONDO_0010947	HP_0100660
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0100673	Vaginal hydrocele	MONDO_0010947	HP_0100673
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0100699	Scarring	MONDO_0010947	HP_0100699
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0100703	Tongue thrusting	MONDO_0010947	HP_0100703
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0100710	Impulsivity	MONDO_0010947	HP_0100710
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0100724	Hypercoagulability	MONDO_0010947	HP_0100724
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0100750	Atelectasis	MONDO_0010947	HP_0100750
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0100760	Clubbing of toes	MONDO_0010947	HP_0100760
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0100785	Insomnia	MONDO_0010947	HP_0100785
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0100790	Hernia	MONDO_0010947	HP_0100790
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0100806	Sepsis	MONDO_0010947	HP_0100806
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0100845	Anaphylactic shock	MONDO_0010947	HP_0100845
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0200021	Down-sloping shoulders	MONDO_0010947	HP_0200021
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0200040	Epidermoid cyst	MONDO_0010947	HP_0200040
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0200041	Skin erosion	MONDO_0010947	HP_0200041
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0200114	Metabolic alkalosis	MONDO_0010947	HP_0200114
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0200119	Acute hepatitis	MONDO_0010947	HP_0200119
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0200123	Chronic hepatitis	MONDO_0010947	HP_0200123
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0200136	Oral-pharyngeal dysphagia	MONDO_0010947	HP_0200136
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0410019	Epigastric pain	MONDO_0010947	HP_0410019
http://purl.obolibrary.org/obo/MONDO_0010947	Budd-Chiari syndrome	http://purl.obolibrary.org/obo/HP_0410263	Brain imaging abnormality	MONDO_0010947	HP_0410263
http://purl.obolibrary.org/obo/MONDO_0011156	progressive familial intrahepatic cholestasis type 2	http://purl.obolibrary.org/obo/HP_0000952	Jaundice	MONDO_0011156	HP_0000952
http://purl.obolibrary.org/obo/MONDO_0011156	progressive familial intrahepatic cholestasis type 2	http://purl.obolibrary.org/obo/HP_0000989	Pruritus	MONDO_0011156	HP_0000989
http://purl.obolibrary.org/obo/MONDO_0011156	progressive familial intrahepatic cholestasis type 2	http://purl.obolibrary.org/obo/HP_0001392	Abnormality of the liver	MONDO_0011156	HP_0001392
http://purl.obolibrary.org/obo/MONDO_0011156	progressive familial intrahepatic cholestasis type 2	http://purl.obolibrary.org/obo/HP_0001396	Cholestasis	MONDO_0011156	HP_0001396
http://purl.obolibrary.org/obo/MONDO_0011156	progressive familial intrahepatic cholestasis type 2	http://purl.obolibrary.org/obo/HP_0001406	Intrahepatic cholestasis	MONDO_0011156	HP_0001406
http://purl.obolibrary.org/obo/MONDO_0011156	progressive familial intrahepatic cholestasis type 2	http://purl.obolibrary.org/obo/HP_0001903	Anemia	MONDO_0011156	HP_0001903
http://purl.obolibrary.org/obo/MONDO_0011156	progressive familial intrahepatic cholestasis type 2	http://purl.obolibrary.org/obo/HP_0001945	Fever	MONDO_0011156	HP_0001945
http://purl.obolibrary.org/obo/MONDO_0011156	progressive familial intrahepatic cholestasis type 2	http://purl.obolibrary.org/obo/HP_0002013	Vomiting	MONDO_0011156	HP_0002013
http://purl.obolibrary.org/obo/MONDO_0011156	progressive familial intrahepatic cholestasis type 2	http://purl.obolibrary.org/obo/HP_0002014	Diarrhea	MONDO_0011156	HP_0002014
http://purl.obolibrary.org/obo/MONDO_0011156	progressive familial intrahepatic cholestasis type 2	http://purl.obolibrary.org/obo/HP_0002027	Abdominal pain	MONDO_0011156	HP_0002027
http://purl.obolibrary.org/obo/MONDO_0011156	progressive familial intrahepatic cholestasis type 2	http://purl.obolibrary.org/obo/HP_0002910	Elevated hepatic transaminase	MONDO_0011156	HP_0002910
http://purl.obolibrary.org/obo/MONDO_0011156	progressive familial intrahepatic cholestasis type 2	http://purl.obolibrary.org/obo/HP_0004324	Increased body weight	MONDO_0011156	HP_0004324
http://purl.obolibrary.org/obo/MONDO_0011156	progressive familial intrahepatic cholestasis type 2	http://purl.obolibrary.org/obo/HP_0012115	Hepatitis	MONDO_0011156	HP_0012115
http://purl.obolibrary.org/obo/MONDO_0011214	progressive familial intrahepatic cholestasis type 3	http://purl.obolibrary.org/obo/HP_0000952	Jaundice	MONDO_0011214	HP_0000952
http://purl.obolibrary.org/obo/MONDO_0011214	progressive familial intrahepatic cholestasis type 3	http://purl.obolibrary.org/obo/HP_0001392	Abnormality of the liver	MONDO_0011214	HP_0001392
http://purl.obolibrary.org/obo/MONDO_0011214	progressive familial intrahepatic cholestasis type 3	http://purl.obolibrary.org/obo/HP_0001396	Cholestasis	MONDO_0011214	HP_0001396
http://purl.obolibrary.org/obo/MONDO_0011214	progressive familial intrahepatic cholestasis type 3	http://purl.obolibrary.org/obo/HP_0001406	Intrahepatic cholestasis	MONDO_0011214	HP_0001406
http://purl.obolibrary.org/obo/MONDO_0011214	progressive familial intrahepatic cholestasis type 3	http://purl.obolibrary.org/obo/HP_0002910	Elevated hepatic transaminase	MONDO_0011214	HP_0002910
http://purl.obolibrary.org/obo/MONDO_0011214	progressive familial intrahepatic cholestasis type 3	http://purl.obolibrary.org/obo/HP_0012115	Hepatitis	MONDO_0011214	HP_0012115
http://purl.obolibrary.org/obo/MONDO_0015072	liver neuroendocrine carcinoma	http://purl.obolibrary.org/obo/HP_0000107	Renal cyst	MONDO_0015072	HP_0000107
http://purl.obolibrary.org/obo/MONDO_0015072	liver neuroendocrine carcinoma	http://purl.obolibrary.org/obo/HP_0000952	Jaundice	MONDO_0015072	HP_0000952
http://purl.obolibrary.org/obo/MONDO_0015072	liver neuroendocrine carcinoma	http://purl.obolibrary.org/obo/HP_0001028	Hemangioma	MONDO_0015072	HP_0001028
http://purl.obolibrary.org/obo/MONDO_0015072	liver neuroendocrine carcinoma	http://purl.obolibrary.org/obo/HP_0001082	Cholecystitis	MONDO_0015072	HP_0001082
http://purl.obolibrary.org/obo/MONDO_0015072	liver neuroendocrine carcinoma	http://purl.obolibrary.org/obo/HP_0001370	Rheumatoid arthritis	MONDO_0015072	HP_0001370
http://purl.obolibrary.org/obo/MONDO_0015072	liver neuroendocrine carcinoma	http://purl.obolibrary.org/obo/HP_0001392	Abnormality of the liver	MONDO_0015072	HP_0001392
http://purl.obolibrary.org/obo/MONDO_0015072	liver neuroendocrine carcinoma	http://purl.obolibrary.org/obo/HP_0001394	Cirrhosis	MONDO_0015072	HP_0001394
http://purl.obolibrary.org/obo/MONDO_0015072	liver neuroendocrine carcinoma	http://purl.obolibrary.org/obo/HP_0001397	Hepatic steatosis	MONDO_0015072	HP_0001397
http://purl.obolibrary.org/obo/MONDO_0015072	liver neuroendocrine carcinoma	http://purl.obolibrary.org/obo/HP_0001433	Hepatosplenomegaly	MONDO_0015072	HP_0001433
http://purl.obolibrary.org/obo/MONDO_0015072	liver neuroendocrine carcinoma	http://purl.obolibrary.org/obo/HP_0001537	Umbilical hernia	MONDO_0015072	HP_0001537
http://purl.obolibrary.org/obo/MONDO_0015072	liver neuroendocrine carcinoma	http://purl.obolibrary.org/obo/HP_0001541	Ascites	MONDO_0015072	HP_0001541
http://purl.obolibrary.org/obo/MONDO_0015072	liver neuroendocrine carcinoma	http://purl.obolibrary.org/obo/HP_0001733	Pancreatitis	MONDO_0015072	HP_0001733
http://purl.obolibrary.org/obo/MONDO_0015072	liver neuroendocrine carcinoma	http://purl.obolibrary.org/obo/HP_0001738	Exocrine pancreatic insufficiency	MONDO_0015072	HP_0001738
http://purl.obolibrary.org/obo/MONDO_0015072	liver neuroendocrine carcinoma	http://purl.obolibrary.org/obo/HP_0001744	Splenomegaly	MONDO_0015072	HP_0001744
http://purl.obolibrary.org/obo/MONDO_0015072	liver neuroendocrine carcinoma	http://purl.obolibrary.org/obo/HP_0001824	Weight loss	MONDO_0015072	HP_0001824
http://purl.obolibrary.org/obo/MONDO_0015072	liver neuroendocrine carcinoma	http://purl.obolibrary.org/obo/HP_0001873	Thrombocytopenia	MONDO_0015072	HP_0001873
http://purl.obolibrary.org/obo/MONDO_0015072	liver neuroendocrine carcinoma	http://purl.obolibrary.org/obo/HP_0001875	Neutropenia	MONDO_0015072	HP_0001875
http://purl.obolibrary.org/obo/MONDO_0015072	liver neuroendocrine carcinoma	http://purl.obolibrary.org/obo/HP_0001945	Fever	MONDO_0015072	HP_0001945
http://purl.obolibrary.org/obo/MONDO_0015072	liver neuroendocrine carcinoma	http://purl.obolibrary.org/obo/HP_0001974	Leukocytosis	MONDO_0015072	HP_0001974
http://purl.obolibrary.org/obo/MONDO_0015072	liver neuroendocrine carcinoma	http://purl.obolibrary.org/obo/HP_0002013	Vomiting	MONDO_0015072	HP_0002013
http://purl.obolibrary.org/obo/MONDO_0015072	liver neuroendocrine carcinoma	http://purl.obolibrary.org/obo/HP_0002014	Diarrhea	MONDO_0015072	HP_0002014
