disease	disease_label	phenotype	phenotype_label	mondo	hp
http://purl.obolibrary.org/obo/MONDO_0003210	intrahepatic cholangiocarcinoma	http://purl.obolibrary.org/obo/HP_0100545	Arterial stenosis	MONDO_0003210	HP_0100545
http://purl.obolibrary.org/obo/MONDO_0003210	intrahepatic cholangiocarcinoma	http://purl.obolibrary.org/obo/HP_0100592	Peritoneal abscess	MONDO_0003210	HP_0100592
http://purl.obolibrary.org/obo/MONDO_0003210	intrahepatic cholangiocarcinoma	http://purl.obolibrary.org/obo/HP_0100749	Chest pain	MONDO_0003210	HP_0100749
http://purl.obolibrary.org/obo/MONDO_0003210	intrahepatic cholangiocarcinoma	http://purl.obolibrary.org/obo/HP_0100750	Atelectasis	MONDO_0003210	HP_0100750
http://purl.obolibrary.org/obo/MONDO_0003210	intrahepatic cholangiocarcinoma	http://purl.obolibrary.org/obo/HP_0100785	Insomnia	MONDO_0003210	HP_0100785
http://purl.obolibrary.org/obo/MONDO_0003210	intrahepatic cholangiocarcinoma	http://purl.obolibrary.org/obo/HP_0100790	Hernia	MONDO_0003210	HP_0100790
http://purl.obolibrary.org/obo/MONDO_0003210	intrahepatic cholangiocarcinoma	http://purl.obolibrary.org/obo/HP_0100806	Sepsis	MONDO_0003210	HP_0100806
http://purl.obolibrary.org/obo/MONDO_0003210	intrahepatic cholangiocarcinoma	http://purl.obolibrary.org/obo/HP_0100827	Lymphocytosis	MONDO_0003210	HP_0100827
http://purl.obolibrary.org/obo/MONDO_0003210	intrahepatic cholangiocarcinoma	http://purl.obolibrary.org/obo/HP_0200120	Chronic active hepatitis	MONDO_0003210	HP_0200120
http://purl.obolibrary.org/obo/MONDO_0003210	intrahepatic cholangiocarcinoma	http://purl.obolibrary.org/obo/HP_0200123	Chronic hepatitis	MONDO_0003210	HP_0200123
http://purl.obolibrary.org/obo/MONDO_0003210	intrahepatic cholangiocarcinoma	http://purl.obolibrary.org/obo/HP_0410019	Epigastric pain	MONDO_0003210	HP_0410019
http://purl.obolibrary.org/obo/MONDO_0003210	intrahepatic cholangiocarcinoma	http://purl.obolibrary.org/obo/HP_0410263	Brain imaging abnormality	MONDO_0003210	HP_0410263
http://purl.obolibrary.org/obo/MONDO_0003210	intrahepatic cholangiocarcinoma	http://purl.obolibrary.org/obo/HP_0410281	Dyspepsia	MONDO_0003210	HP_0410281
http://purl.obolibrary.org/obo/MONDO_0003345	hilar cholangiocarcinoma	http://purl.obolibrary.org/obo/HP_0000952	Jaundice	MONDO_0003345	HP_0000952
http://purl.obolibrary.org/obo/MONDO_0003345	hilar cholangiocarcinoma	http://purl.obolibrary.org/obo/HP_0000969	Edema	MONDO_0003345	HP_0000969
http://purl.obolibrary.org/obo/MONDO_0003345	hilar cholangiocarcinoma	http://purl.obolibrary.org/obo/HP_0000989	Pruritus	MONDO_0003345	HP_0000989
http://purl.obolibrary.org/obo/MONDO_0003345	hilar cholangiocarcinoma	http://purl.obolibrary.org/obo/HP_0001081	Cholelithiasis	MONDO_0003345	HP_0001081
http://purl.obolibrary.org/obo/MONDO_0003345	hilar cholangiocarcinoma	http://purl.obolibrary.org/obo/HP_0001082	Cholecystitis	MONDO_0003345	HP_0001082
http://purl.obolibrary.org/obo/MONDO_0003345	hilar cholangiocarcinoma	http://purl.obolibrary.org/obo/HP_0001370	Rheumatoid arthritis	MONDO_0003345	HP_0001370
http://purl.obolibrary.org/obo/MONDO_0003345	hilar cholangiocarcinoma	http://purl.obolibrary.org/obo/HP_0001392	Abnormality of the liver	MONDO_0003345	HP_0001392
http://purl.obolibrary.org/obo/MONDO_0003345	hilar cholangiocarcinoma	http://purl.obolibrary.org/obo/HP_0001394	Cirrhosis	MONDO_0003345	HP_0001394
http://purl.obolibrary.org/obo/MONDO_0003345	hilar cholangiocarcinoma	http://purl.obolibrary.org/obo/HP_0001396	Cholestasis	MONDO_0003345	HP_0001396
http://purl.obolibrary.org/obo/MONDO_0003345	hilar cholangiocarcinoma	http://purl.obolibrary.org/obo/HP_0001405	Periportal fibrosis	MONDO_0003345	HP_0001405
http://purl.obolibrary.org/obo/MONDO_0003345	hilar cholangiocarcinoma	http://purl.obolibrary.org/obo/HP_0001433	Hepatosplenomegaly	MONDO_0003345	HP_0001433
http://purl.obolibrary.org/obo/MONDO_0003345	hilar cholangiocarcinoma	http://purl.obolibrary.org/obo/HP_0001541	Ascites	MONDO_0003345	HP_0001541
http://purl.obolibrary.org/obo/MONDO_0003345	hilar cholangiocarcinoma	http://purl.obolibrary.org/obo/HP_0001744	Splenomegaly	MONDO_0003345	HP_0001744
http://purl.obolibrary.org/obo/MONDO_0003345	hilar cholangiocarcinoma	http://purl.obolibrary.org/obo/HP_0001824	Weight loss	MONDO_0003345	HP_0001824
http://purl.obolibrary.org/obo/MONDO_0003345	hilar cholangiocarcinoma	http://purl.obolibrary.org/obo/HP_0001875	Neutropenia	MONDO_0003345	HP_0001875
http://purl.obolibrary.org/obo/MONDO_0003345	hilar cholangiocarcinoma	http://purl.obolibrary.org/obo/HP_0001945	Fever	MONDO_0003345	HP_0001945
http://purl.obolibrary.org/obo/MONDO_0003345	hilar cholangiocarcinoma	http://purl.obolibrary.org/obo/HP_0002013	Vomiting	MONDO_0003345	HP_0002013
http://purl.obolibrary.org/obo/MONDO_0003345	hilar cholangiocarcinoma	http://purl.obolibrary.org/obo/HP_0002014	Diarrhea	MONDO_0003345	HP_0002014
http://purl.obolibrary.org/obo/MONDO_0003345	hilar cholangiocarcinoma	http://purl.obolibrary.org/obo/HP_0002018	Nausea	MONDO_0003345	HP_0002018
http://purl.obolibrary.org/obo/MONDO_0003345	hilar cholangiocarcinoma	http://purl.obolibrary.org/obo/HP_0002019	Constipation	MONDO_0003345	HP_0002019
http://purl.obolibrary.org/obo/MONDO_0003345	hilar cholangiocarcinoma	http://purl.obolibrary.org/obo/HP_0002027	Abdominal pain	MONDO_0003345	HP_0002027
http://purl.obolibrary.org/obo/MONDO_0003345	hilar cholangiocarcinoma	http://purl.obolibrary.org/obo/HP_0002039	Anorexia	MONDO_0003345	HP_0002039
http://purl.obolibrary.org/obo/MONDO_0003345	hilar cholangiocarcinoma	http://purl.obolibrary.org/obo/HP_0002664	Neoplasm	MONDO_0003345	HP_0002664
http://purl.obolibrary.org/obo/MONDO_0003345	hilar cholangiocarcinoma	http://purl.obolibrary.org/obo/HP_0002716	Lymphadenopathy	MONDO_0003345	HP_0002716
http://purl.obolibrary.org/obo/MONDO_0003345	hilar cholangiocarcinoma	http://purl.obolibrary.org/obo/HP_0002835	Aspiration	MONDO_0003345	HP_0002835
http://purl.obolibrary.org/obo/MONDO_0003345	hilar cholangiocarcinoma	http://purl.obolibrary.org/obo/HP_0002896	Neoplasm of the liver	MONDO_0003345	HP_0002896
http://purl.obolibrary.org/obo/MONDO_0003345	hilar cholangiocarcinoma	http://purl.obolibrary.org/obo/HP_0002910	Elevated hepatic transaminase	MONDO_0003345	HP_0002910
http://purl.obolibrary.org/obo/MONDO_0003345	hilar cholangiocarcinoma	http://purl.obolibrary.org/obo/HP_0003270	Abdominal distention	MONDO_0003345	HP_0003270
http://purl.obolibrary.org/obo/MONDO_0003345	hilar cholangiocarcinoma	http://purl.obolibrary.org/obo/HP_0004396	Poor appetite	MONDO_0003345	HP_0004396
http://purl.obolibrary.org/obo/MONDO_0003345	hilar cholangiocarcinoma	http://purl.obolibrary.org/obo/HP_0005230	Biliary tract obstruction	MONDO_0003345	HP_0005230
http://purl.obolibrary.org/obo/MONDO_0003345	hilar cholangiocarcinoma	http://purl.obolibrary.org/obo/HP_0006580	Portal fibrosis	MONDO_0003345	HP_0006580
http://purl.obolibrary.org/obo/MONDO_0003345	hilar cholangiocarcinoma	http://purl.obolibrary.org/obo/HP_0012378	Fatigue	MONDO_0003345	HP_0012378
http://purl.obolibrary.org/obo/MONDO_0003345	hilar cholangiocarcinoma	http://purl.obolibrary.org/obo/HP_0025143	Chills	MONDO_0003345	HP_0025143
http://purl.obolibrary.org/obo/MONDO_0003345	hilar cholangiocarcinoma	http://purl.obolibrary.org/obo/HP_0025615	Abscess	MONDO_0003345	HP_0025615
http://purl.obolibrary.org/obo/MONDO_0003345	hilar cholangiocarcinoma	http://purl.obolibrary.org/obo/HP_0030151	Cholangitis	MONDO_0003345	HP_0030151
http://purl.obolibrary.org/obo/MONDO_0003345	hilar cholangiocarcinoma	http://purl.obolibrary.org/obo/HP_0030153	Cholangiocarcinoma	MONDO_0003345	HP_0030153
http://purl.obolibrary.org/obo/MONDO_0003345	hilar cholangiocarcinoma	http://purl.obolibrary.org/obo/HP_0030731	Carcinoma	MONDO_0003345	HP_0030731
http://purl.obolibrary.org/obo/MONDO_0003345	hilar cholangiocarcinoma	http://purl.obolibrary.org/obo/HP_0030991	Sclerosing cholangitis	MONDO_0003345	HP_0030991
http://purl.obolibrary.org/obo/MONDO_0003345	hilar cholangiocarcinoma	http://purl.obolibrary.org/obo/HP_0031864	Bacteremia	MONDO_0003345	HP_0031864
http://purl.obolibrary.org/obo/MONDO_0003345	hilar cholangiocarcinoma	http://purl.obolibrary.org/obo/HP_0032106	Conjunctival icterus	MONDO_0003345	HP_0032106
http://purl.obolibrary.org/obo/MONDO_0003345	hilar cholangiocarcinoma	http://purl.obolibrary.org/obo/HP_0040319	Dark urine	MONDO_0003345	HP_0040319
http://purl.obolibrary.org/obo/MONDO_0003345	hilar cholangiocarcinoma	http://purl.obolibrary.org/obo/HP_0100806	Sepsis	MONDO_0003345	HP_0100806
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0000023	Inguinal hernia	MONDO_0004694	HP_0000023
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0000083	Renal insufficiency	MONDO_0004694	HP_0000083
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0000093	Proteinuria	MONDO_0004694	HP_0000093
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0000217	Xerostomia	MONDO_0004694	HP_0000217
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0000421	Epistaxis	MONDO_0004694	HP_0000421
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0000622	Blurred vision	MONDO_0004694	HP_0000622
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0000651	Diplopia	MONDO_0004694	HP_0000651
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0000771	Gynecomastia	MONDO_0004694	HP_0000771
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0000787	Nephrolithiasis	MONDO_0004694	HP_0000787
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0000819	Diabetes mellitus	MONDO_0004694	HP_0000819
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0000821	Hypothyroidism	MONDO_0004694	HP_0000821
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0000822	Hypertension	MONDO_0004694	HP_0000822
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0000938	Osteopenia	MONDO_0004694	HP_0000938
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0000939	Osteoporosis	MONDO_0004694	HP_0000939
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0000952	Jaundice	MONDO_0004694	HP_0000952
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0000958	Dry skin	MONDO_0004694	HP_0000958
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0000969	Edema	MONDO_0004694	HP_0000969
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0000978	Bruising susceptibility	MONDO_0004694	HP_0000978
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0000988	Skin rash	MONDO_0004694	HP_0000988
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0000989	Pruritus	MONDO_0004694	HP_0000989
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0001081	Cholelithiasis	MONDO_0004694	HP_0001081
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0001082	Cholecystitis	MONDO_0004694	HP_0001082
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0001097	Keratoconjunctivitis sicca	MONDO_0004694	HP_0001097
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0001217	Clubbing	MONDO_0004694	HP_0001217
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0001254	Lethargy	MONDO_0004694	HP_0001254
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0001279	Syncope	MONDO_0004694	HP_0001279
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0001289	Confusion	MONDO_0004694	HP_0001289
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0001298	Encephalopathy	MONDO_0004694	HP_0001298
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0001337	Tremor	MONDO_0004694	HP_0001337
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0001370	Rheumatoid arthritis	MONDO_0004694	HP_0001370
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0001386	Joint swelling	MONDO_0004694	HP_0001386
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0001392	Abnormality of the liver	MONDO_0004694	HP_0001392
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0001394	Cirrhosis	MONDO_0004694	HP_0001394
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0001396	Cholestasis	MONDO_0004694	HP_0001396
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0001397	Hepatic steatosis	MONDO_0004694	HP_0001397
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0001399	Hepatic failure	MONDO_0004694	HP_0001399
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0001402	Hepatocellular carcinoma	MONDO_0004694	HP_0001402
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0001403	Macrovesicular hepatic steatosis	MONDO_0004694	HP_0001403
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0001405	Periportal fibrosis	MONDO_0004694	HP_0001405
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0001409	Portal hypertension	MONDO_0004694	HP_0001409
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0001413	Micronodular cirrhosis	MONDO_0004694	HP_0001413
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0001433	Hepatosplenomegaly	MONDO_0004694	HP_0001433
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0001508	Failure to thrive	MONDO_0004694	HP_0001508
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0001537	Umbilical hernia	MONDO_0004694	HP_0001537
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0001541	Ascites	MONDO_0004694	HP_0001541
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0001635	Congestive heart failure	MONDO_0004694	HP_0001635
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0001640	Cardiomegaly	MONDO_0004694	HP_0001640
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0001649	Tachycardia	MONDO_0004694	HP_0001649
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0001653	Mitral regurgitation	MONDO_0004694	HP_0001653
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0001662	Bradycardia	MONDO_0004694	HP_0001662
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0001677	Coronary artery atherosclerosis	MONDO_0004694	HP_0001677
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0001694	Right-to-left shunt	MONDO_0004694	HP_0001694
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0001744	Splenomegaly	MONDO_0004694	HP_0001744
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0001824	Weight loss	MONDO_0004694	HP_0001824
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0001873	Thrombocytopenia	MONDO_0004694	HP_0001873
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0001875	Neutropenia	MONDO_0004694	HP_0001875
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0001876	Pancytopenia	MONDO_0004694	HP_0001876
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0001882	Leukopenia	MONDO_0004694	HP_0001882
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0001903	Anemia	MONDO_0004694	HP_0001903
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0001944	Dehydration	MONDO_0004694	HP_0001944
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0001945	Fever	MONDO_0004694	HP_0001945
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0001948	Alkalosis	MONDO_0004694	HP_0001948
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0001962	Palpitations	MONDO_0004694	HP_0001962
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0001974	Leukocytosis	MONDO_0004694	HP_0001974
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0002013	Vomiting	MONDO_0004694	HP_0002013
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0002014	Diarrhea	MONDO_0004694	HP_0002014
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0002015	Dysphagia	MONDO_0004694	HP_0002015
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0002017	Nausea and vomiting	MONDO_0004694	HP_0002017
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0002018	Nausea	MONDO_0004694	HP_0002018
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0002020	Gastroesophageal reflux	MONDO_0004694	HP_0002020
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0002027	Abdominal pain	MONDO_0004694	HP_0002027
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0002040	Esophageal varix	MONDO_0004694	HP_0002040
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0002088	Abnormal lung morphology	MONDO_0004694	HP_0002088
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0002090	Pneumonia	MONDO_0004694	HP_0002090
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0002092	Pulmonary arterial hypertension	MONDO_0004694	HP_0002092
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0002094	Dyspnea	MONDO_0004694	HP_0002094
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0002097	Emphysema	MONDO_0004694	HP_0002097
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0002105	Hemoptysis	MONDO_0004694	HP_0002105
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0002153	Hyperkalemia	MONDO_0004694	HP_0002153
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0002202	Pleural effusion	MONDO_0004694	HP_0002202
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0002239	Gastrointestinal hemorrhage	MONDO_0004694	HP_0002239
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0002240	Hepatomegaly	MONDO_0004694	HP_0002240
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0002248	Hematemesis	MONDO_0004694	HP_0002248
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0002249	Melena	MONDO_0004694	HP_0002249
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0002329	Drowsiness	MONDO_0004694	HP_0002329
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0002354	Memory impairment	MONDO_0004694	HP_0002354
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0002355	Difficulty walking	MONDO_0004694	HP_0002355
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0002480	Hepatic encephalopathy	MONDO_0004694	HP_0002480
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0002573	Hematochezia	MONDO_0004694	HP_0002573
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0002605	Hepatic necrosis	MONDO_0004694	HP_0002605
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0002613	Biliary cirrhosis	MONDO_0004694	HP_0002613
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0002615	Hypotension	MONDO_0004694	HP_0002615
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0002664	Neoplasm	MONDO_0004694	HP_0002664
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0002716	Lymphadenopathy	MONDO_0004694	HP_0002716
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0002795	Abnormal respiratory system physiology	MONDO_0004694	HP_0002795
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0002829	Arthralgia	MONDO_0004694	HP_0002829
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0002875	Exertional dyspnea	MONDO_0004694	HP_0002875
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0002878	Respiratory failure	MONDO_0004694	HP_0002878
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0002896	Neoplasm of the liver	MONDO_0004694	HP_0002896
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0002910	Elevated hepatic transaminase	MONDO_0004694	HP_0002910
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0002917	Hypomagnesemia	MONDO_0004694	HP_0002917
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0002933	Ventral hernia	MONDO_0004694	HP_0002933
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0002960	Autoimmunity	MONDO_0004694	HP_0002960
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0003003	Colon cancer	MONDO_0004694	HP_0003003
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0003074	Hyperglycemia	MONDO_0004694	HP_0003074
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0003115	Abnormal EKG	MONDO_0004694	HP_0003115
http://purl.obolibrary.org/obo/MONDO_0004694	hepatopulmonary syndrome	http://purl.obolibrary.org/obo/HP_0003256	Abnormality of the coagulation cascade	MONDO_0004694	HP_0003256
