disease	disease_label	gene	gene_symbol	entrez	mondo
http://purl.obolibrary.org/obo/MONDO_0005155	cirrhosis of liver	http://identifiers.org/ncbigene/3959	LGALS3BP	3959	MONDO_0005155
http://purl.obolibrary.org/obo/MONDO_0005155	cirrhosis of liver	http://identifiers.org/ncbigene/4015	LOX	4015	MONDO_0005155
http://purl.obolibrary.org/obo/MONDO_0005155	cirrhosis of liver	http://identifiers.org/ncbigene/4016	LOXL1	4016	MONDO_0005155
http://purl.obolibrary.org/obo/MONDO_0005155	cirrhosis of liver	http://identifiers.org/ncbigene/405	ARNT	405	MONDO_0005155
http://purl.obolibrary.org/obo/MONDO_0005155	cirrhosis of liver	http://identifiers.org/ncbigene/4060	LUM	4060	MONDO_0005155
http://purl.obolibrary.org/obo/MONDO_0005155	cirrhosis of liver	http://identifiers.org/ncbigene/406997	MIR215	406997	MONDO_0005155
http://purl.obolibrary.org/obo/MONDO_0005155	cirrhosis of liver	http://identifiers.org/ncbigene/407026	MIR29C	407026	MONDO_0005155
http://purl.obolibrary.org/obo/MONDO_0005155	cirrhosis of liver	http://identifiers.org/ncbigene/407030	MIR30B	407030	MONDO_0005155
http://purl.obolibrary.org/obo/MONDO_0005155	cirrhosis of liver	http://identifiers.org/ncbigene/407032	MIR30C2	407032	MONDO_0005155
http://purl.obolibrary.org/obo/MONDO_0005155	cirrhosis of liver	http://identifiers.org/ncbigene/408	ARRB1	408	MONDO_0005155
http://purl.obolibrary.org/obo/MONDO_0005155	cirrhosis of liver	http://identifiers.org/ncbigene/4088	SMAD3	4088	MONDO_0005155
http://purl.obolibrary.org/obo/MONDO_0005155	cirrhosis of liver	http://identifiers.org/ncbigene/4313	MMP2	4313	MONDO_0005155
http://purl.obolibrary.org/obo/MONDO_0005155	cirrhosis of liver	http://identifiers.org/ncbigene/442895	MIR302C	442895	MONDO_0005155
http://purl.obolibrary.org/obo/MONDO_0005155	cirrhosis of liver	http://identifiers.org/ncbigene/442913	MIR376C	442913	MONDO_0005155
http://purl.obolibrary.org/obo/MONDO_0005155	cirrhosis of liver	http://identifiers.org/ncbigene/4780	NFE2L2	4780	MONDO_0005155
http://purl.obolibrary.org/obo/MONDO_0005155	cirrhosis of liver	http://identifiers.org/ncbigene/4864	NPC1	4864	MONDO_0005155
http://purl.obolibrary.org/obo/MONDO_0005155	cirrhosis of liver	http://identifiers.org/ncbigene/4878	NPPA	4878	MONDO_0005155
http://purl.obolibrary.org/obo/MONDO_0005155	cirrhosis of liver	http://identifiers.org/ncbigene/5118	PCOLCE	5118	MONDO_0005155
http://purl.obolibrary.org/obo/MONDO_0005155	cirrhosis of liver	http://identifiers.org/ncbigene/5244	ABCB4	5244	MONDO_0005155
http://purl.obolibrary.org/obo/MONDO_0005155	cirrhosis of liver	http://identifiers.org/ncbigene/5265	SERPINA1	5265	MONDO_0005155
http://purl.obolibrary.org/obo/MONDO_0005155	cirrhosis of liver	http://identifiers.org/ncbigene/5328	PLAU	5328	MONDO_0005155
http://purl.obolibrary.org/obo/MONDO_0005155	cirrhosis of liver	http://identifiers.org/ncbigene/5352	PLOD2	5352	MONDO_0005155
http://purl.obolibrary.org/obo/MONDO_0005155	cirrhosis of liver	http://identifiers.org/ncbigene/540	ATP7B	540	MONDO_0005155
http://purl.obolibrary.org/obo/MONDO_0005155	cirrhosis of liver	http://identifiers.org/ncbigene/54822	TRPM7	54822	MONDO_0005155
http://purl.obolibrary.org/obo/MONDO_0005155	cirrhosis of liver	http://identifiers.org/ncbigene/55532	SLC30A10	55532	MONDO_0005155
http://purl.obolibrary.org/obo/MONDO_0005155	cirrhosis of liver	http://identifiers.org/ncbigene/5728	PTEN	5728	MONDO_0005155
http://purl.obolibrary.org/obo/MONDO_0005155	cirrhosis of liver	http://identifiers.org/ncbigene/574506	MIR503	574506	MONDO_0005155
http://purl.obolibrary.org/obo/MONDO_0005155	cirrhosis of liver	http://identifiers.org/ncbigene/59	ACTA2	59	MONDO_0005155
http://purl.obolibrary.org/obo/MONDO_0005155	cirrhosis of liver	http://identifiers.org/ncbigene/5972	REN	5972	MONDO_0005155
http://purl.obolibrary.org/obo/MONDO_0005155	cirrhosis of liver	http://identifiers.org/ncbigene/6347	CCL2	6347	MONDO_0005155
http://purl.obolibrary.org/obo/MONDO_0005155	cirrhosis of liver	http://identifiers.org/ncbigene/6678	SPARC	6678	MONDO_0005155
http://purl.obolibrary.org/obo/MONDO_0005155	cirrhosis of liver	http://identifiers.org/ncbigene/6696	SPP1	6696	MONDO_0005155
http://purl.obolibrary.org/obo/MONDO_0005155	cirrhosis of liver	http://identifiers.org/ncbigene/6772	STAT1	6772	MONDO_0005155
http://purl.obolibrary.org/obo/MONDO_0005155	cirrhosis of liver	http://identifiers.org/ncbigene/7040	TGFB1	7040	MONDO_0005155
http://purl.obolibrary.org/obo/MONDO_0005155	cirrhosis of liver	http://identifiers.org/ncbigene/7046	TGFBR1	7046	MONDO_0005155
http://purl.obolibrary.org/obo/MONDO_0005155	cirrhosis of liver	http://identifiers.org/ncbigene/7057	THBS1	7057	MONDO_0005155
http://purl.obolibrary.org/obo/MONDO_0005155	cirrhosis of liver	http://identifiers.org/ncbigene/710	SERPING1	710	MONDO_0005155
http://purl.obolibrary.org/obo/MONDO_0005155	cirrhosis of liver	http://identifiers.org/ncbigene/713	C1QB	713	MONDO_0005155
http://purl.obolibrary.org/obo/MONDO_0005155	cirrhosis of liver	http://identifiers.org/ncbigene/7133	TNFRSF1B	7133	MONDO_0005155
http://purl.obolibrary.org/obo/MONDO_0005155	cirrhosis of liver	http://identifiers.org/ncbigene/7422	VEGFA	7422	MONDO_0005155
http://purl.obolibrary.org/obo/MONDO_0005155	cirrhosis of liver	http://identifiers.org/ncbigene/7431	VIM	7431	MONDO_0005155
http://purl.obolibrary.org/obo/MONDO_0005155	cirrhosis of liver	http://identifiers.org/ncbigene/7448	VTN	7448	MONDO_0005155
http://purl.obolibrary.org/obo/MONDO_0005155	cirrhosis of liver	http://identifiers.org/ncbigene/81622	UNC93B1	81622	MONDO_0005155
http://purl.obolibrary.org/obo/MONDO_0005155	cirrhosis of liver	http://identifiers.org/ncbigene/8407	TAGLN2	8407	MONDO_0005155
http://purl.obolibrary.org/obo/MONDO_0005155	cirrhosis of liver	http://identifiers.org/ncbigene/866	SERPINA6	866	MONDO_0005155
http://purl.obolibrary.org/obo/MONDO_0005155	cirrhosis of liver	http://identifiers.org/ncbigene/871	SERPINH1	871	MONDO_0005155
http://purl.obolibrary.org/obo/MONDO_0005155	cirrhosis of liver	http://identifiers.org/ncbigene/9104	RGN	9104	MONDO_0005155
http://purl.obolibrary.org/obo/MONDO_0005155	cirrhosis of liver	http://identifiers.org/ncbigene/91147	TMEM67	91147	MONDO_0005155
http://purl.obolibrary.org/obo/MONDO_0005155	cirrhosis of liver	http://identifiers.org/ncbigene/928	CD9	928	MONDO_0005155
http://purl.obolibrary.org/obo/MONDO_0005155	cirrhosis of liver	http://identifiers.org/ncbigene/929	CD14	929	MONDO_0005155
http://purl.obolibrary.org/obo/MONDO_0005155	cirrhosis of liver	http://identifiers.org/ncbigene/9376	SLC22A8	9376	MONDO_0005155
http://purl.obolibrary.org/obo/MONDO_0005231	hepatitis C virus infection	http://identifiers.org/ncbigene/1234	CCR5	1234	MONDO_0005231
http://purl.obolibrary.org/obo/MONDO_0005231	hepatitis C virus infection	http://identifiers.org/ncbigene/1548	CYP2A6	1548	MONDO_0005231
http://purl.obolibrary.org/obo/MONDO_0005231	hepatitis C virus infection	http://identifiers.org/ncbigene/1576	CYP3A4	1576	MONDO_0005231
http://purl.obolibrary.org/obo/MONDO_0005231	hepatitis C virus infection	http://identifiers.org/ncbigene/23586	DDX58	23586	MONDO_0005231
http://purl.obolibrary.org/obo/MONDO_0005231	hepatitis C virus infection	http://identifiers.org/ncbigene/282617	IFNL3	282617	MONDO_0005231
http://purl.obolibrary.org/obo/MONDO_0005231	hepatitis C virus infection	http://identifiers.org/ncbigene/3077	HFE	3077	MONDO_0005231
http://purl.obolibrary.org/obo/MONDO_0005231	hepatitis C virus infection	http://identifiers.org/ncbigene/3240	HP	3240	MONDO_0005231
http://purl.obolibrary.org/obo/MONDO_0005231	hepatitis C virus infection	http://identifiers.org/ncbigene/3440	IFNA2	3440	MONDO_0005231
http://purl.obolibrary.org/obo/MONDO_0005231	hepatitis C virus infection	http://identifiers.org/ncbigene/3458	IFNG	3458	MONDO_0005231
http://purl.obolibrary.org/obo/MONDO_0005231	hepatitis C virus infection	http://identifiers.org/ncbigene/3694	ITGB6	3694	MONDO_0005231
http://purl.obolibrary.org/obo/MONDO_0005231	hepatitis C virus infection	http://identifiers.org/ncbigene/4015	LOX	4015	MONDO_0005231
http://purl.obolibrary.org/obo/MONDO_0005231	hepatitis C virus infection	http://identifiers.org/ncbigene/4017	LOXL2	4017	MONDO_0005231
http://purl.obolibrary.org/obo/MONDO_0005231	hepatitis C virus infection	http://identifiers.org/ncbigene/4023	LPL	4023	MONDO_0005231
http://purl.obolibrary.org/obo/MONDO_0005231	hepatitis C virus infection	http://identifiers.org/ncbigene/4988	OPRM1	4988	MONDO_0005231
http://purl.obolibrary.org/obo/MONDO_0005231	hepatitis C virus infection	http://identifiers.org/ncbigene/5788	PTPRC	5788	MONDO_0005231
http://purl.obolibrary.org/obo/MONDO_0005231	hepatitis C virus infection	http://identifiers.org/ncbigene/949	SCARB1	949	MONDO_0005231
http://purl.obolibrary.org/obo/MONDO_0005231	hepatitis C virus infection	http://identifiers.org/ncbigene/975	CD81	975	MONDO_0005231
http://purl.obolibrary.org/obo/MONDO_0005304	biliary tract neoplasm	http://identifiers.org/ncbigene/1029	CDKN2A	1029	MONDO_0005304
http://purl.obolibrary.org/obo/MONDO_0005304	biliary tract neoplasm	http://identifiers.org/ncbigene/1999	ELF3	1999	MONDO_0005304
http://purl.obolibrary.org/obo/MONDO_0005304	biliary tract neoplasm	http://identifiers.org/ncbigene/2064	ERBB2	2064	MONDO_0005304
http://purl.obolibrary.org/obo/MONDO_0005304	biliary tract neoplasm	http://identifiers.org/ncbigene/3417	IDH1	3417	MONDO_0005304
http://purl.obolibrary.org/obo/MONDO_0005304	biliary tract neoplasm	http://identifiers.org/ncbigene/3418	IDH2	3418	MONDO_0005304
http://purl.obolibrary.org/obo/MONDO_0005304	biliary tract neoplasm	http://identifiers.org/ncbigene/5567	PRKACB	5567	MONDO_0005304
http://purl.obolibrary.org/obo/MONDO_0005344	hepatitis B virus infection	http://identifiers.org/ncbigene/100126334	MIR885	100126334	MONDO_0005344
http://purl.obolibrary.org/obo/MONDO_0005344	hepatitis B virus infection	http://identifiers.org/ncbigene/100126355	MIR365A	100126355	MONDO_0005344
http://purl.obolibrary.org/obo/MONDO_0005344	hepatitis B virus infection	http://identifiers.org/ncbigene/100126356	MIR365B	100126356	MONDO_0005344
http://purl.obolibrary.org/obo/MONDO_0005344	hepatitis B virus infection	http://identifiers.org/ncbigene/100302115	MIR1468	100302115	MONDO_0005344
http://purl.obolibrary.org/obo/MONDO_0005344	hepatitis B virus infection	http://identifiers.org/ncbigene/100616259	MIR378I	100616259	MONDO_0005344
http://purl.obolibrary.org/obo/MONDO_0005344	hepatitis B virus infection	http://identifiers.org/ncbigene/102465530	MIR6881	102465530	MONDO_0005344
http://purl.obolibrary.org/obo/MONDO_0005344	hepatitis B virus infection	http://identifiers.org/ncbigene/1548	CYP2A6	1548	MONDO_0005344
http://purl.obolibrary.org/obo/MONDO_0005344	hepatitis B virus infection	http://identifiers.org/ncbigene/3240	HP	3240	MONDO_0005344
http://purl.obolibrary.org/obo/MONDO_0005344	hepatitis B virus infection	http://identifiers.org/ncbigene/3439	IFNA1	3439	MONDO_0005344
http://purl.obolibrary.org/obo/MONDO_0005344	hepatitis B virus infection	http://identifiers.org/ncbigene/3440	IFNA2	3440	MONDO_0005344
http://purl.obolibrary.org/obo/MONDO_0005344	hepatitis B virus infection	http://identifiers.org/ncbigene/3455	IFNAR2	3455	MONDO_0005344
http://purl.obolibrary.org/obo/MONDO_0005344	hepatitis B virus infection	http://identifiers.org/ncbigene/3456	IFNB1	3456	MONDO_0005344
http://purl.obolibrary.org/obo/MONDO_0005344	hepatitis B virus infection	http://identifiers.org/ncbigene/3458	IFNG	3458	MONDO_0005344
http://purl.obolibrary.org/obo/MONDO_0005344	hepatitis B virus infection	http://identifiers.org/ncbigene/3459	IFNGR1	3459	MONDO_0005344
http://purl.obolibrary.org/obo/MONDO_0005344	hepatitis B virus infection	http://identifiers.org/ncbigene/3588	IL10RB	3588	MONDO_0005344
http://purl.obolibrary.org/obo/MONDO_0005344	hepatitis B virus infection	http://identifiers.org/ncbigene/4015	LOX	4015	MONDO_0005344
http://purl.obolibrary.org/obo/MONDO_0005344	hepatitis B virus infection	http://identifiers.org/ncbigene/4017	LOXL2	4017	MONDO_0005344
http://purl.obolibrary.org/obo/MONDO_0005344	hepatitis B virus infection	http://identifiers.org/ncbigene/406885	MIRLET7C	406885	MONDO_0005344
http://purl.obolibrary.org/obo/MONDO_0005344	hepatitis B virus infection	http://identifiers.org/ncbigene/406892	MIR100	406892	MONDO_0005344
http://purl.obolibrary.org/obo/MONDO_0005344	hepatitis B virus infection	http://identifiers.org/ncbigene/406906	MIR122	406906	MONDO_0005344
http://purl.obolibrary.org/obo/MONDO_0005344	hepatitis B virus infection	http://identifiers.org/ncbigene/406912	MIR125B2	406912	MONDO_0005344
http://purl.obolibrary.org/obo/MONDO_0005344	hepatitis B virus infection	http://identifiers.org/ncbigene/406940	MIR148A	406940	MONDO_0005344
http://purl.obolibrary.org/obo/MONDO_0005344	hepatitis B virus infection	http://identifiers.org/ncbigene/406965	MIR190A	406965	MONDO_0005344
http://purl.obolibrary.org/obo/MONDO_0005344	hepatitis B virus infection	http://identifiers.org/ncbigene/406967	MIR192	406967	MONDO_0005344
http://purl.obolibrary.org/obo/MONDO_0005344	hepatitis B virus infection	http://identifiers.org/ncbigene/406970	MIR194-2	406970	MONDO_0005344
http://purl.obolibrary.org/obo/MONDO_0005344	hepatitis B virus infection	http://identifiers.org/ncbigene/406987	MIR204	406987	MONDO_0005344
http://purl.obolibrary.org/obo/MONDO_0005344	hepatitis B virus infection	http://identifiers.org/ncbigene/407020	MIR28	407020	MONDO_0005344
http://purl.obolibrary.org/obo/MONDO_0005344	hepatitis B virus infection	http://identifiers.org/ncbigene/407055	MIR99A	407055	MONDO_0005344
http://purl.obolibrary.org/obo/MONDO_0005344	hepatitis B virus infection	http://identifiers.org/ncbigene/494327	MIR378A	494327	MONDO_0005344
http://purl.obolibrary.org/obo/MONDO_0005344	hepatitis B virus infection	http://identifiers.org/ncbigene/574455	MIR193B	574455	MONDO_0005344
http://purl.obolibrary.org/obo/MONDO_0005344	hepatitis B virus infection	http://identifiers.org/ncbigene/619556	MIR455	619556	MONDO_0005344
http://purl.obolibrary.org/obo/MONDO_0005344	hepatitis B virus infection	http://identifiers.org/ncbigene/6554	SLC10A1	6554	MONDO_0005344
http://purl.obolibrary.org/obo/MONDO_0005354	chronic hepatitis C virus infection	http://identifiers.org/ncbigene/3240	HP	3240	MONDO_0005354
http://purl.obolibrary.org/obo/MONDO_0005354	chronic hepatitis C virus infection	http://identifiers.org/ncbigene/3440	IFNA2	3440	MONDO_0005354
http://purl.obolibrary.org/obo/MONDO_0005354	chronic hepatitis C virus infection	http://identifiers.org/ncbigene/3694	ITGB6	3694	MONDO_0005354
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/10	NAT2	10	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/10006	ABI1	10006	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/100126313	MIR744	100126313	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/100126314	MIR877	100126314	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/100126334	MIR885	100126334	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/100302115	MIR1468	100302115	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/100302142	MIR1246	100302142	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/100302145	MIR1247	100302145	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/100302149	MIR1249	100302149	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/100302174	MIR1307	100302174	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/100302197	MIR1306	100302197	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/100302218	MIR1285-1	100302218	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/100302221	MIR1291	100302221	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/100302236	MIR1260A	100302236	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/100302240	MIR1304	100302240	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/100302276	MIR1290	100302276	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/100302284	MIR1303	100302284	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/100313838	MIR764	100313838	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/100422867	MIR378C	100422867	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/100422991	MIR1260B	100422991	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/100500847	MIR3615	100500847	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/100616127	MIR4448	100616127	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/100616135	MIR4507	100616135	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/100616247	MIR151B	100616247	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/100616258	MIR4516	100616258	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/100616259	MIR378I	100616259	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/100616357	MIR3591	100616357	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/100616376	MIR4492	100616376	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/100616437	MIR1343	100616437	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/10062	NR1H3	10062	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/100847054	MIR5588	100847054	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/100847070	MIR5196	100847070	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/10096	ACTR3	10096	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/101	ADAM8	101	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/10157	AASS	10157	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/102465489	MIR6815	102465489	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/102465513	MIR6852	102465513	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/102465802	MIR7704	102465802	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/102465833	MIR4433B	102465833	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/102465858	MIR7977	102465858	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/102466247	MIR1273H	102466247	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/102466270	MIR6741	102466270	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/10380	BPNT1	10380	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/10383	TUBB4B	10383	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/1040	CDS1	1040	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/10487	CAP1	10487	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/10611	PDLIM5	10611	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/10957	PNRC1	10957	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/10989	IMMT	10989	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/11035	RIPK3	11035	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/112574	SNX18	112574	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/112724	RDH13	112724	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/112869	SGF29	112869	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/1131	CHRM3	1131	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/11315	PARK7	11315	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/1152	CKB	1152	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/1191	CLU	1191	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/123096	SLC25A29	123096	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/1244	ABCC2	1244	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/1281	COL3A1	1281	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/1356	CP	1356	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/136319	MTPN	136319	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/1373	CPS1	1373	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/1401	CRP	1401	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/1440	CSF3	1440	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/1499	CTNNB1	1499	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/1510	CTSE	1510	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/151887	CCDC80	151887	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/152518	NFXL1	152518	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/1544	CYP1A2	1544	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/1548	CYP2A6	1548	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/1555	CYP2B6	1555	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/1557	CYP2C19	1557	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/1559	CYP2C9	1559	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/1571	CYP2E1	1571	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/1576	CYP3A4	1576	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/1582	CYP8B1	1582	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/160428	ALDH1L2	160428	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/160760	PPTC7	160760	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/1629	DBT	1629	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/1642	DDB1	1642	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/1647	GADD45A	1647	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/1719	DHFR	1719	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/1737	DLAT	1737	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/1824	DSC2	1824	MONDO_0005359
http://purl.obolibrary.org/obo/MONDO_0005359	drug-induced liver injury	http://identifiers.org/ncbigene/183	AGT	183	MONDO_0005359
