hEntrez,humanSymbol,n_assays,n_studies,n_tissues,tissues,studies,organisms,n_up,n_down,max_abs_log2fc,min_adj_p,mean_log2fc,ambiguous,consistent_direction,net_direction
89795,NAV3,3,3,3,extensor digitorum longus; quadriceps femoris; soleus,OSD-665; OSD-666; OSD-770,Mus musculus,3,0,1.5334,1.80552e-12,1.3596333333333332,False,consistent,up
8987,STBD1,3,3,3,extensor digitorum longus; quadriceps femoris; tibialis anterior,OSD-576; OSD-665; OSD-666,Mus musculus,0,3,-1.1058,2.48288e-07,-1.0616666666666665,False,consistent,down
91,ACVR1B,3,3,3,extensor digitorum longus; quadriceps femoris; tibialis anterior,OSD-576; OSD-665; OSD-666,Mus musculus,3,0,1.343,1.79618e-16,1.2840333333333334,False,consistent,up
9154,SLC28A1,3,3,3,extensor digitorum longus; soleus; tibialis anterior,OSD-105; OSD-770; OSD-99,Mus musculus,1,2,1.746,0.000123578,-0.41253333333333325,False,mixed,down
91543,RSAD2,3,3,3,gastrocnemius; quadriceps femoris; soleus,OSD-101; OSD-103; OSD-104,Mus musculus,3,0,1.3101,9.11313e-05,1.2531,False,consistent,up
91775,NXPE3,3,3,3,extensor digitorum longus; quadriceps femoris; tibialis anterior,OSD-576; OSD-665; OSD-666,Mus musculus,3,0,1.3707,2.52122e-14,1.1725,False,consistent,up
9244,CRLF1,3,3,3,extensor digitorum longus; quadriceps femoris; soleus,OSD-665; OSD-666; OSD-770,Mus musculus,0,3,-1.4559,5.52041e-07,-1.3117333333333334,False,consistent,down
9354,UBE4A,3,3,3,extensor digitorum longus; quadriceps femoris; tibialis anterior,OSD-576; OSD-665; OSD-666,Mus musculus,3,0,1.635,6.81584e-28,1.4116,False,consistent,up
9370,ADIPOQ,3,3,3,extensor digitorum longus; gastrocnemius; soleus,OSD-101; OSD-770; OSD-99,Mus musculus,1,2,-1.4611,0.00188166,-0.4867333333333334,False,mixed,down
9572,NR1D1,3,3,3,bone marrow; quadriceps femoris; soleus,OSD-326; OSD-690; OSD-770,Mus musculus,2,1,1.3181,1.81011e-05,0.43080000000000007,False,mixed,up
